省份编码,省份,年份,原油产量(万吨),天然气产量(亿立方米),原盐产量(万吨),成品糖产量(万吨),啤酒产量(万千升、万吨),卷烟产量(亿支、万箱),纱产量(万吨),布产量(亿米),机制纸及纸板产量(万吨),焦炭产量(万吨),硫酸(折100%)产量(万吨),烧碱(折100%)产量(万吨),纯碱(碳酸钠)产量(万吨),乙烯产量(万吨),农用氮、磷、钾化肥产量(万吨),化学农药原药产量(万吨),初级形态的塑料产量(万吨),化学纤维产量(万吨),水泥产量(万吨),平板玻璃产量(万重量箱),生铁产量(万吨),粗钢产量(万吨),钢材产量(万吨),金属切削机床产量(万台),大中型拖拉机产量(万台),汽车产量(万辆),轿车产量(万辆),家用电冰箱产量(万台),房间空调器产量(万台),家用洗衣机产量(万台),移动通信手持机产量(万台),微型电子计算机产量(万台),集成电路产量(万块),彩色电视机产量(万台),发电量(亿千瓦小时),水电发电量(亿千瓦小时)
150000,内蒙古自治区,2004,113.22,17.19,161.82,10.67,51.55,152.5,2.22,0.42,16.04,877.85,34.25,20.02,67.02,,57.87,0.67,13.58,0.51,1282.83,1073.84,678.46,626.54,604.62,,,0.6,,,,,207.0,0.73,,237.49,816.44,8.49
150000,内蒙古自治区,2003,5,0.003271,148.72,14.74,43.54,30.5,2.26,0.47,18.92,805.25,21.29,19.19,60.84,,50.93,0.57,10.04,0.36,947.86,852.49,606.9,576.83,560.36,,,0.27,0.001,,,,223.0,5.06,,134.3,647.73,7.07
150000,内蒙古自治区,2002,3.73,8.49,148.86,18.77,41.1,30.0,2.37,0.53,14.7,506.74,16.63,20.48,76.11,,46.07,0.23,8.53,0.1,711.43,749.42,554.3,515.46,484.58,,,0.13,0.003,,,,100.0,6.22,,126.7,514.85,6.69
150000,内蒙古自治区,2001,81.55,7.01,136.75,19.67,41.24,28.0,2.06,0.41,14.34,445.72,15.92,17.05,62.59,,39.57,0.2,5.76,0.37,698.12,464.34,476.06,453.75,388.39,,,0.09,,,,,,2.11,,96.14,465.49,6.19
150000,内蒙古自治区,2000,90.5,4.55,126.68,12.04,40.5,28.0,1.57,0.33,12.19,393.65,16.22,15.75,52.88,,35.54,0.07,4.55,0.37,630.02,371.58,440.84,423.6,378.91,,,0.07,,,,,,7.26,,51.8,439.22,5.59
210000,辽宁省,2019,1053.2629,6.18,95.7632,,206.961744,271.1815,,0.932936,134.173316,2281.42,153.222044,76.6672,,187.0322,38.15594,1.28252,401.29657,23.841566,4677.406838,5055.52252,6855.610737,7361.914417,7254.431485,2.5674,0,79.1603,39.742,178.1739,85.8372,,46.0654,2.9808,49554.32,37.1001,2072.94,43.58
210000,辽宁省,2018,1036.8985,5.873469,75.54,0.34,213.3,268.75,,1.09,118.68,2213.734,139.65,76.31,,176.18,33.07,0.93,362.5,20.48,4155.91,4422.08,6331.84,6873.92,6899.12,3.96,,94.87,61.08,132.73,117.06,,279.44,,,154.82,1982.685439,33.567119
210000,辽宁省,2017,1044.2006,5.10689,152.47,61.13,219.53,269.12,,1.09,106.9,2215.6072,127.23,71.95,44.59,157.25,46.01,1.11,319.76,26.46,3796.97,4298.76,6121.87,6422.78,6392.99,6.36,,94.82,64.16,145.96,120.34,,259.53,0.76,,146.43,1829.27244,34.530375
210000,辽宁省,2016,1017.3097,5.5228,146.09,0.45,232.59,278.92,,1.59,54.12,2131.4706,130.88,70.7,50.37,162.75,58.79,0.95,352.37,26.99,4010.97,1403.44,6033.92,6028.96,5906.31,9.25,,107.88,67.48,145.74,85.73,,640.51,0.09,,145.07,1778.7603,47.029
210000,辽宁省,2015,1037.0705,6.591729,178.69,0.75,242.3,290.7,,3.52,36.0,2097.2352,147.3,64.6,55.0,160.5,64.7,1.3,321.63,28.45,4567.71,1186.8,6059,6071.3,6321.6,9.9,,109.0,59.1,147.1,92.0,,1614.5,0.2,1000.0,287.9,1665.177363,32.2835
210000,辽宁省,2014,1021.89,8.11,165.18,4.49,272.1,290.4,,6.69,41.2,2141.46,180.71,64.7,56.2,155.19,71.87,2.1,300.22,12.6,5820.58,2529.8,6307.53,6507.76,6950.8,11.4,,112.1,61.0,157,98.6,,2895.0,0.2,1000.0,338.2,1647.82,42.46
210000,辽宁省,2013,1001.01,7.6,125.0,4.05,272.0,278.9,10.262978,4.13,48.8,2147.08,75.51,56.4,46.8,128.5,77.14,1.4,208.0,17.4,6029.97,3015.7,5698,5972.9,6863.0,10.4,,108.0,57.9,84.8,106.6,,2715.0,0.2,1000.0,440.6,1544.33,61.12
210000,辽宁省,2012,1000,7.2,141.96,5.4,264.1,276.4,12.627153,4.64,70.37,2021.2,74.55,56.66,45.4,103.1,82.87,2.07,175.32,18.33,5503.78,2523.44,5311.92,5177.5,5923.5,11.93,,83.63,48.34,101.5,150.8,,1650.0,0.2,1000.0,504.5,1441.05,38.24
210000,辽宁省,2011,1000,7.2,114.54,24.21,262.2,274.5,13.2,8.42,73.7,2027.0,78.93,57.3,33.8,106.8,74.27,2.17,179.83,15.84,5799.75,2258.04,5450.21,5424.82,5761.07,16.88,,75.54,44.37,95.9,194.9,,310.4,0.3,1000.0,564.5,1369.93,31.69
210000,辽宁省,2010,950,8.0,161.57,6.11,248.06,265.3,14.93,7.14,83.23,1875.76,84.36,56.38,13.23,91.74,67.74,2.98,150.73,19.45,4785.82,1262.08,5508.07,5389.82,5669.42,13.29,,70.77,41.68,87.77,189.69,,56.4,0.32,10200.0,575.12,1295.11,43.98
210000,辽宁省,2009,1000.02,8.1,152.48,5.62,246.98,260.28,15.45,5.04,71.37,1876.5,81.19,45.77,0.21,47.98,75.01,4.16,108.55,21.41,4704.83,1674.16,5094.3,4803.34,4935.55,14.1,,50.85,26.04,96.15,172.04,,46.68,0.18,8600.0,441.38,1162.51,28.81
210000,辽宁省,2008,1199.33,8.71,184.19,1.99,235.12,260.35,16.75,4.65,56.85,1738.12,90.45,55.08,24.66,46.22,88.98,4.03,117.27,16.99,4074.4,2275.19,4101.46,4068.59,4285.27,14.58,,34.08,11.58,139.33,213.54,,167.41,0.13,5500.0,500.19,1138.98,41.79
210000,辽宁省,2007,1207.17,8.72,216.15,1.4,235.64,255.35,18.0,7.7,87.5,1677.7003,105.57,63.38,32.78,42.31,89.39,3.98,127.53,21.06,3893.2,1941.21,4057.59,4140.27,4364.31,15.0,,37.71,14.86,134.28,237.58,,9.38,0.12,3400.0,423.2,1115.03,43.81
210000,辽宁省,2006,1226.46,11.94,191.3,1.33,204.38,239.17,16.27,5.38,67.46,1503.4,107.56,62.55,47.35,49.27,87.62,3.55,121.56,22.47,3293.8,1650.92,3751.96,3702.25,3848.88,13.1,,29.12,8.91,94.28,224.72,,180.0,0.07,5186.0,324.89,1014.54,47.03
210000,辽宁省,2005,1260.96,11.72,180.64,1.13,188.3,229.4,17.41,5.71,83.37,1237.89,120.72,53.59,74.86,47.13,89.6,2.67,121.56,23.7,2680.67,1853.96,3113.95,3059.05,3235.93,11.3,0.0004,14.98,1.69,120.43,269.65,,102.0,26.67,179.0,550.21,904.21,56.73
210000,辽宁省,2004,1283.19,10.3,200.62,0.75,158.48,229.32,17.19,4.31,60.65,1013.77,121.68,48.08,80.67,48.23,88.14,2.76,129.52,30.33,2495.73,1785.17,2547.81,2612.79,2657.91,9.4,0.02,14.28,3.74,116.34,116.69,,59.0,178.4,395.0,346.15,874.85,38.59
210000,辽宁省,2003,1332.22,13.28,185.05,5.38,149.38,41.33,15.78,4.01,63.58,923.01,108.47,48.52,80.02,47.92,105.31,2.14,119.08,26.74,2439.74,1361.5,2062.45,2227.77,2359.35,5.7,0.0039,13.0,3.39,109.73,88.14,3.76,123.0,178.3,135.0,451.41,837.11,22.97
210000,辽宁省,2002,1351.15,13.31,280.56,4.22,137.07,38.04,16.42,4.99,52.03,871.5,113.09,45.03,82.45,44.21,88.77,2.64,104.62,33.5,2145.75,1470.92,1886.38,1942.5,2086.68,3.1,0.02,9.01,0.94,51.58,43.19,10.46,29.0,86.65,113.0,404.83,725.27,14.46
210000,辽宁省,2001,1385.01,14.71,284.62,4.04,144.17,31.0,16.22,5.39,65.4,801.39,118.76,37.24,76.48,40.19,98.09,2.25,99.68,36.22,2101.45,1537.74,1594.39,1660.65,1674.16,2.1,0.02,7.96,,14.66,38.56,11.67,8.0,55.77,206.0,377.77,662.12,22.72
210000,辽宁省,2000,1401.12,14.7,275.91,2.12,149.66,23.0,18.29,4.99,55.15,788.9,119.92,33.4,74.13,41.7,94.14,2.2,94.15,34.18,1954.87,1475.26,1555.4,1553.76,1443.25,1.56,0.03,8.37,,23.11,25.33,13.73,3.0,83.72,240.0,374.39,645.58,14.89
220000,吉林省,2019,385.69526,10.33,,,90.560843,528.65,,0.327943,51.590059,337.61,85.999193,2.6136,,86.7241,29.008433,2.0831,127.712502,32.182539,1815.060067,1176.226108,1257.071125,1356.551765,1544.240752,,0,289.1237,158.265,,,,,,,,946.38,66.76
220000,吉林省,2018,387.808039,18.429102,,,92.17,516.28,,0.33,64.76,297.923962,79.78,2.17,,76.68,17.43,1.67,117.05,36.92,1480.0,1109.17,1162.23,1204.58,1300.85,0.01,0.01,276.85,181.26,,,,,,,,838.240802,63.323288
220000,吉林省,2017,420.93778,18.57994,,,109.59,530.06,,0.33,61.73,313.676151,86.88,2.21,,85.43,19.89,1.87,131.47,36.02,2715.19,858.02,906.48,910.68,1028.01,0.02,0.28,276.88,186.16,0,,,0.0,0.0,,,800.334585,67.094822
220000,吉林省,2016,610.7034,19.7658,,,137.08,545.68,,0.3,75.15,314.8335,33.2,2.21,,80.74,12.87,2.13,124.43,35.35,2765.18,863.0,843.06,832.03,961.39,0.03,0.18,253.99,182.95,,,,,,,,760.2623,82.4179
220000,吉林省,2015,665.475542,20.314018,,,138.5,584.0,,0.4,76.4,372.150347,71.3,8.5,,66.7,57.1,2.3,105.0,30.2,3325.02,366.1,974.9,1066.8,1152.5,,0.16,208.13,163.1,,,,,,,,731.274098,58.415857
220000,吉林省,2014,663.93,22.28,,,144.36,585.0,,0.4,63.1,448.32,64.4,14.8,,71.0,17.9,1.3,100.2,28.61,3705.89,1190.5,1132.8,1264.8,1412.2,,0.17,237.37,182.2,,,,,,,,771.73,72.45
220000,吉林省,2013,620.29,23.7,,,148.6,485.0,6.605991,0.4,33.97,488.61,46.9,18.5,,73.4,48.83,1.1,92.8,27.4,3390.95,364.4,1116.2,1245.4,1510.1,0.2,0.14,164.72,110.09,,,,,,,,769.51,118.5
220000,吉林省,2012,810.4,22.2,,,135.25,465.0,7.272085,0.4,63.9,524.0,42.2,20.8,,67.7,37.6,1.18,78.2,27.01,3242.75,355.0,1112.6,1174.2,1229.5,0.3,0.12,156.48,120.51,,,,,,,,691.62,65.78
220000,吉林省,2011,739.4,15.0,,,148.64,430.0,7.1,0.5,88.0,484.62,23.1,23.0,,80.5,27.7,1.56,98.1,29.6,3801.93,411.8,973.32,906.77,1107.43,0.2,0.2,155.68,119.73,,,,146.1,,,13.2,709.87,62.9
220000,吉林省,2010,702.3,13.7,,,142.17,400.0,5.81,0.4,82.36,411.29,26.23,23.94,,83.33,24.67,1.02,101.81,27.23,3079.97,422.26,813.16,990.37,1063.56,0.13,0.2,164.15,112.15,,,,126.11,,,12.22,604.56,105.5
220000,吉林省,2009,639.9,11.62,,,125.32,359.0,5.67,0.44,78.91,423.78,29.15,21.12,10.49,83.85,20.2,2.64,97.68,29.05,3679.57,380.63,780.2,803.64,870.74,0.15,0.2,110.64,86.19,,,,49.76,,,20.09,541.83,56.28
220000,吉林省,2008,700.33,8.64,,,115.88,329.0,5.34,0.4,90.52,379.79,21.54,11.99,7.18,79.43,17.9,3.05,86.2,25.33,2581.83,736.78,580.71,642.31,718.32,0.2,0.03,86.13,59.93,,,,30.75,0.01,,24.62,500.86,52.64
220000,吉林省,2007,623.93,5.22,,,115.16,306.5,5.69,0.65,70.62,364.72968,19.63,12.41,2.95,87.26,22.4,3.1,89.76,36.05,1903.81,850.76,545.66,599.67,632.0,0.17,,82.15,57.68,,,,11.04,13.653,,0.91,494.76,61.83
220000,吉林省,2006,680.35,2.41,,,101.68,343.5,6.86,0.82,51.97,285.52,23.6,9.67,0.72,75.18,18.73,1.3,73.24,24.6,1799.19,769.6,425.55,533.65,567.83,0.1,,63.25,40.14,,,,,,,1.18,443.2,54.6
220000,吉林省,2005,550.57,5.4,,,90.22,278.5,6.71,1.01,50.27,269.91,18.04,9.32,,51.13,17.17,1.15,52.19,24.36,1718.62,426.49,408.64,462.01,479.36,0.1,,58.16,29.94,11.25,0.01,0.01,,0.03,134.0,50.8,433.43,78.3
220000,吉林省,2004,481.11,3.44,,,87.89,242.5,5.65,1.32,41.72,224.64,5.91,8.46,0.02,58.05,18.37,0.56,63.96,17.06,1322.76,271.17,331.31,407.71,436.14,0.1,,53.7,33.7,14.38,0.5,1.18,,0.03,77.0,82.9,386.19,56.35
220000,吉林省,2003,476.4,2.32,,1.47,81.54,58.57,6.8,1,41.06,177.76,6.03,7.57,0.06,57.48,9.63,0.61,51.33,18.68,1119.13,339.34,318.74,381.62,369.05,0.04,,64.07,35.07,5.35,1.61,3.92,,,,78.55,338.83,40.8
220000,吉林省,2002,477.01,2.41,,1.6,85.74,58.06,6.06,0.99,30.38,153.79,4.8,6.42,,50.98,7.63,0.91,38.7,17.65,889.2,343.22,247.83,281.06,286.7,0.02,0.001,52.02,22.69,1.21,5.44,4.85,,0.03,,41.88,295.65,44.57
220000,吉林省,2001,388.83,2.05,,3.29,84.79,58.55,5.92,1.09,39.64,149.07,4.55,7.76,0.11,47.37,3.13,0.57,36.86,17.2,907.25,296.08,201.78,200.56,193.81,0.04,0.01,39.08,15.54,,,4.52,,0.32,,44.42,329.57,58.13
220000,吉林省,2000,348.46,2.05,,2.49,82.61,56.0,6.39,1.26,40.75,153.88,10.8,7.66,0.11,43.31,14.68,0.32,37.24,14.89,758.86,330.96,162.24,159.31,141.7,0.04,0.01,32.26,12.54,,6.68,3.03,,0.43,,89.88,313.5,47.84
230000,黑龙江省,2019,3110.0208,45.66,,13.168225,201.631548,382.5,,0.05096,34.375793,1075.89,4.2538,22.502171,16.479935,128.8288,46.555436,0.410067,236.29178,3.647549,1989.60599,402.7106,800.716722,896.11889,781.989147,0.0421,0.741,18.8944,6.6036,,,,259.5,,33925.0,,1111.91,27.71
230000,黑龙江省,2018,3224.2079,43.541233,,7.66,185.01,379.5,,0.06,45.32,875.803799,5.05,21.35,,105.81,38.33,0.36,197.82,5.2,1955.16,394.52,695.68,774.31,561.39,0.04,0.65,16.29,7.09,,,,,,29100.0,,1029.206233,26.203785
230000,黑龙江省,2017,3420.2601,40.54139,,6.21,185.17,364.25,,0.07,44.11,761.254506,7.37,20.49,,115.83,52.08,0.09,214.94,7.48,2452.65,402.94,438.76,503.02,410.6,0.04,0.52,12.21,8.62,0,,,0.0,0.55,28700.0,,917.280789,18.62135
230000,黑龙江省,2016,3656.0317,38.0428,,0.95,200.75,404.5,,0.07,34.38,674.5221,7.68,17.98,,110.76,61.53,0.1,197.72,7.66,3381.03,400.65,354.03,372.31,332.75,0.04,0.79,7.58,3.92,,,,,1.11,26000.0,,900.4116,16.8747
230000,黑龙江省,2015,3838.6026,35.822267,,4.23,208.1,426.0,,0.1,51.7,687.460424,1.9,15.8,,84.0,49.4,0.1,161.1,8.0,3111.89,386.1,408.9,418.5,403.8,0.1,0.97,8.0,8.0,,,,,1.7,27000.0,,873.566097,16.857995
230000,黑龙江省,2014,4000.04,35.39,,5.8,204.79,450.0,,0.1,59.5,802.8,2.8,11.4,,103.9,47.41,0.3,178.61,7.7,3715.19,415.5,456.7,476.3,483.5,0.1,0.99,10.8,10.6,,,,,3.5,26000.0,,881.3,19.86
230000,黑龙江省,2013,4000.98,34.99,,17.16,218.9,439.5,5.0821,0.1,75.1,815.2,6.2,12.7,,76.0,61.45,1.1,140.1,7.1,4070.89,416.0,716.3,740.2,631.0,0.4,1.32,10.45,7.9,,,,,3.5,28000.0,,833.99,30.49
230000,黑龙江省,2012,4001.5,33.7,,28.35,210.95,437.0,3.5383,0.1,61.6,957.2,10.25,12.8,,67.2,72.47,0.3,118.87,10.7,3985.14,399.91,674.85,697.6,610.8,0.51,1.58,9.8,3.2,,,,,3.6,20000.0,,849.16,16.34
230000,黑龙江省,2011,4006,31.0,,22.42,223.67,436.1,2.5,0.21,58.55,1010.56,9.8,11.3,,61.6,68.12,0.32,125.8,13.3,4379.04,557.9,589.1,667.5,597.83,0.81,0.37,18.17,0.71,,,,,3.5,,,834.55,17.02
230000,黑龙江省,2010,4004.9,30.0,,22.28,187.69,431.0,2.94,0.31,77.42,957.02,10.92,4.36,,54.36,64.91,0.51,109.41,8.19,3592.25,692.58,555.73,652.74,567.11,0.53,0.21,24.77,2.02,,,,,3.01,,,777.43,22.53
230000,黑龙江省,2009,4000.7,30.04,0.18,29.59,175.99,426.0,1.77,0.41,50.29,967.78,7.27,6.83,0.12,58.34,70.33,0.53,125.34,13.26,2603.76,777.49,494.56,565.96,506.04,0.44,0.05,28.37,3.38,,,,,2.94,,,722.95,17.09
230000,黑龙江省,2008,4020.47,27.2,,28.34,173.11,426.0,2.17,0.47,52.73,781.18,10.73,10.49,,58.15,55.5,0.47,126.66,12.13,1968.21,596.29,364.56,475.14,426.26,0.76,0.0026,19.0,4.31,,,,,2.92,,0.75,722.73,11.25
230000,黑龙江省,2007,4169.83,25.5,,25.75,173.84,423.5,3.31,0.81,58.33,683.0617,10.28,14.83,,53.66,70.16,0.33,125.79,13.86,1645.06,490.21,374.11,436.05,407.53,0.85,,19.88,4.25,0.0016,,,,3.0,,,685.21,10.41
230000,黑龙江省,2006,4340.51,24.65,,22.17,216.88,407.54,3.82,1.19,64.91,562.63,12.0,14.98,0.03,51.67,51.13,0.27,122.66,12.84,1482.74,415.84,257.21,315.2,298.54,0.7,,24.42,6.81,,,,,3.41,,,646.59,14.74
230000,黑龙江省,2005,4516.01,24.43,,20.01,202.52,400.0,4.88,1.1,77.04,474.4,10.23,15.55,0.04,55.56,49.46,0.2,108.6,17.83,1214.48,520.81,178.1,247.73,236.69,0.6,,23.61,4.99,0.06,,,,3.93,,2.0,596.02,14.7
230000,黑龙江省,2004,4666.49,20.34,,15.57,142.32,352.72,6.25,1.46,66.19,414.84,10.16,9.84,0.1,45.6,45.55,0.14,81.87,20.96,1159.93,480.84,144.85,233.92,201.39,0.6,0.6569,23.6,2.87,0.1,,,,4.0,7134.0,1.31,501.83,13.96
230000,黑龙江省,2003,4840.12,20.96,,27.45,202.33,71.65,5.94,1.29,75.03,298.96,8.46,16.36,,50.81,44.31,0.07,82.51,20.88,1114.43,247.67,136.7,165.69,141.43,0.4,0.02,20.0,3.24,4.86,,,,3.95,3.0,61.0,493.78,11.72
230000,黑龙江省,2002,5029.35,20.22,,32.11,175.32,65.5,4.32,1.02,61.5,192.64,4.6,17.66,,46.51,48.52,0.28,75.79,19.3,957.71,467.64,90.2,144.2,97.2,0.2,0.01,18.54,1.01,10.76,,,,4.38,,15.8,459.28,15.09
230000,黑龙江省,2001,5161.13,22.03,,29.32,142.85,64.14,4.65,1.17,65.15,148.56,6.03,16.53,,50.42,45.17,0.45,77.29,18.93,965.56,597.7,82.13,93.64,77.55,0.2,0.0035,13.9,,8.27,,,,4.36,,28.56,438.37,12.76
230000,黑龙江省,2000,5306.73,23.04,,16.41,143.0,65.91,5.75,1.22,43.04,128.64,5.71,15.55,,48.01,39.24,0.28,60.65,18.13,903.68,528.09,64.82,88.99,76.35,0.11,,12.2,,10.82,0.01,,,4.19,,15.59,426.73,13.19
310000,上海市,2019,39.101705,12.47,,,44.212951,903.645,,1.161879,50.402851,549.28,8.623851,74.4156,,211.1217,0.998609,1.236133,431.406105,40.92032,441.529125,,1490.0656,1640.2539,1819.687377,0.441,0,274.9037,161.9641,33.8053,314.1971,147.7474,4173.1557,1121.6921,2075941.16,135.7455,822.13,
310000,上海市,2018,6.474191,14.543595,,,49.96,892.7,,0.92,16.79,544.9128,15.92,71.13,,172.88,1.02,1.06,335.39,39.7,414.52,,1476.75,1630.09,1983.32,0.6,,297.76,194.77,46.08,382.84,140.07,4729.04,1448.81,2334800.0,144.38,839.699228,
310000,上海市,2017,6.832555,1.71157,,,56.43,896.65,,0.96,46.25,556.9172,19.02,74.45,,201.2,1.86,0.63,364.03,43.45,417.53,,1447.72,1607.7,2056.04,0.53,,291.32,195.94,54.74,389.74,148.76,4710.2,2487.31,2331900.0,136.12,859.250651,
310000,上海市,2016,6.5302,2.0176,,,60.8,926.7,,1.13,62.08,542.85,17.32,70.8,,209.32,1.75,0.6,380.73,43.0,418.42,,1587.21,1709.14,2080.14,0.52,,260.77,207.39,56.38,349.0,163.21,4801.43,3083.95,2277600.0,115.41,807.2894,
310000,上海市,2015,6.832788,1.882706,,,61.1,991.8,,0.99,65.8,534.4797,19.4,68.8,,210.8,1.5,1.0,388.27,45.65,433.6,,1686.7,1783.8,2202.7,3.6,,243.0,203.9,140.37,327.3,160.3,6747.5,3652.0,2174000.0,135.4,792.696931,
310000,上海市,2014,5.74,2.12,,,61.1,971.5,,1.43,92.1,488.56,18.1,73.0,,188.5,1.5,1.3,363.28,45.22,686.03,,1643.3,1774.5,2309.1,4.7,0.16,247.4,214.2,154,371.7,181.9,5484.8,6295.4,2192200.0,155.3,792.3,
310000,上海市,2013,7.24,2.3,,,49.2,934.2,3.224629,1.58,85.3,539.48,19.5,71.2,,212.0,2.1,1.0,335.5,47.8,750.58,0.3,1637.6,1800.6,2322.8,1.9,0.43,226.9,201.0,153.9,410.0,184.2,4384.9,8101.3,1614000.0,99.4,959.51,
310000,上海市,2012,5.3,2.9,,,59.5,916.9,3.802686,1.86,91.46,632.6,18.2,72.7,,195.6,2.6,1.5,316.44,49.58,798.87,,1800.4,1970.9,2341.34,2.98,0.52,202.4,180.7,151.6,584.1,197.1,4086.6,9804.8,1603000.0,142.9,886.19,
310000,上海市,2011,8.1,3.0,,,50.9,896.1,3.9,1.84,87.3,640.6,28.0,62.5,,197.5,2.6,1.4,325.94,51.3,805.68,1.3,1947.5,2225.5,2483.55,1.58,0.83,191.57,174.2,185.2,619.9,219.0,1005.9,10162.5,1663000.0,224.6,949.24,
310000,上海市,2010,8.3,3.3,,,65.36,882.6,4.66,1.78,86.94,630.75,28.66,72.63,,226.72,2.54,5.28,361.23,49.0,670.8,1.51,1901.39,2214.27,2475.94,1.34,0.97,169.89,159.77,218.55,400.41,216.6,129.38,9388.44,1134600.0,254.03,876.19,
310000,上海市,2009,9.1,4.03,,,67.4,865.65,3.76,1.27,70.24,660.79,27.02,72.98,,180.3,2.68,5.08,304.9,37.91,754.19,1.11,1787.48,2032.24,2181.37,0.56,1.05,125.03,122.46,189.15,317.78,207.79,315.75,7320.15,722900.0,195.51,778.2,
310000,上海市,2008,14.6,4.29,,,72.69,849.99,6.35,0.54,80.46,705.78,26.06,70.09,,182.03,2.96,2.1,283.28,43.0,765.46,769.57,1735.87,1992.09,2074.95,0.96,1.21,80.65,78.76,123.21,387.12,234.63,77.53,5767.97,830500.0,185.78,774.91,
310000,上海市,2007,20.69,5.07,,,72.98,855.47,13.53,1.55,83.76,749.8921,31.52,63.9,,187.24,2.91,3.65,304.95,56.38,959.44,744.53,1790.36,2081.58,2185.41,1.83,0.934,82.12,80.15,100.66,395.21,303.67,264.03,4377.56,891100.0,158.37,739.14,
310000,上海市,2006,21.48,5.64,,,72.23,829.32,10.39,1.63,85.87,735.57,31.59,39.53,,193.83,3.01,3.57,289.69,56.79,1131.08,762.75,1639.13,1902.82,2177.97,1.7,1.22,68.22,66.56,101.08,267.55,305.84,1132.0,2670.09,640441.0,251.67,720.74,
310000,上海市,2005,25.27,6.04,,,70.45,798.67,11.65,1.55,90.33,762.16,33.32,41.72,,160.44,3.14,1.49,237.89,49.78,1045.21,830.61,1582.89,1927.96,2108.63,3.0,1.37,48.45,48.09,42.68,228.5,242.76,1939.0,2176.17,717607.0,145.46,733.97,
310000,上海市,2004,31.86,5.73,,,62.88,791.7,18.39,4.17,40.28,746.58,37.61,44.11,2.65,95.6,3.47,1.88,176.21,61.08,970.96,856.17,1356.47,1818.74,1923.7,2.2,0.9,55.79,52.78,33.31,413.34,166.08,2370.0,1363.3,546380.0,137.53,705.02,
310000,上海市,2003,38.02,4.97,,,43.4,145.66,12.39,2.93,51.69,741.65,40.25,41.44,,94.83,4.9,2.25,166.88,54.17,744.67,790.25,1302.8,1728.8,1779.78,1.9,0.69,58.73,57.43,34.46,312.49,141.86,2178.0,739.46,401872.0,158.41,687.63,
310000,上海市,2002,47.32,4.33,,,39.31,138.21,14.0,2.06,42.61,692.79,30.41,37.98,,80.0,10.38,2.08,129.57,51.67,351.59,718.42,1276.12,1719.42,1626.98,2.7,1.01,39.19,39.05,35.97,217.57,95.92,1417.0,75.25,339494.0,137.02,608.92,
310000,上海市,2001,58.93,3.3,,,36.21,130.83,21.39,3.33,51.32,739.79,43.18,37.41,5.29,63.1,14.1,2.61,108.31,49.67,433.69,755.82,1469.73,1874.71,1677.02,2.2,0.61,29.0,28.88,43.44,237.2,74.75,1254.0,47.13,225315.0,108.71,574.88,
310000,上海市,2000,52.73,2.6,,,33.07,122.42,14.95,3.34,43.54,776.39,34.22,35.18,4.0,59.05,13.74,1.31,95.47,47.15,311.69,751.88,1473,1778.7,1544.46,2.23,1.1,25.27,25.15,43.12,186.08,62.11,655.0,42.04,239330.0,147.97,553.09,
320000,江苏省,2019,151.4385,12.19,1352.91361,2.7296,181.523966,1044.706,,111.134757,1471.56977,1611.02,318.235065,275.108839,512.83898,189.145761,200.535101,75.644195,1138.244088,1526.805499,15767.362854,1830.8705,7347.592219,12017.099868,14211.408313,6.6082,4.707,83.8187,39.6347,1068.0832,499.9677,2239.3921,5003.8441,6032.3486,5162882.97,1383.4637,5166.43,30.76
320000,江苏省,2018,151.3609,9.9669,939.06,0.66,173.11,1031.02,,117.83,1140.97,1472.706187,246.8,320.55,437.84,161.2,168.04,80.2,930.78,1370.47,14717.81,3812.67,6796.05,10422.1,12146.72,8.49,3.48,121.89,58.67,956.33,512.39,1891.56,4924.6,6215.03,5642400.0,1312.84,5085.083316,33.223365
320000,江苏省,2017,156.1076,2.944909,892.89,0.71,179.42,1042.12,517.82,124.75,1277.68,2060.193294,383.23,364.8,456.23,145.3,164.7,117.8,1175.39,1425.33,17357.29,2748.61,7131.97,10427.73,12295.44,9.01,5.49,119.85,58.41,894.95,424.8,1879.29,6442.9,5617.1,5179100.0,1368.94,4914.739399,29.022476
320000,江苏省,2016,166.0169,1.3315,918.97,0.8,177.72,1027.68,,140.89,1319.83,2527.4551,378.94,408.05,311.13,162.95,193.29,113.62,1328.38,1446.25,18038.08,2535.73,7174.08,11080.49,13469.72,8.75,6.73,138.63,72.17,868.96,454.1,1849.64,5352.44,5285.18,4539600.0,1383.13,4709.3712,17.3508
320000,江苏省,2015,190.5083,0.3723,858.57,0.8,184.2,1046.1,,140.46,1374.7,2433.368784,371.8,360.6,279.9,154.3,205.27,105.5,1274.63,1429.29,18056.11,4622.47,7044.8,10995.2,13560.8,9.3,8.27,115.8,67.6,844.55,404.3,1652.3,4691.0,5911.6,3695000.0,1272.57,4360.752365,11.686422
320000,江苏省,2014,206.01,0.52,723.8,0.85,203.53,1039.0,,141.59,1336.8,2395.69,357.11,417.0,318.7,152.7,230.47,99.8,1114.25,1312.17,19496.49,5834.71,7082.34,10195.5,13255.2,10.2,8.03,121.6,74.5,969.7,512.5,1584.4,2884.1,6708.0,3289000.0,1076.8,4347.57,11.28
