省份编码,省份,年份,大中型工业企业单位数(个),大中型工业企业亏损企业单位数(个),大中型工业企业实收资本(亿元),大中型工业企业国家资本金(亿元),大中型工业企业集体资本金(亿元),大中型工业企业法人资本金(亿元),大中型工业企业个人资本金(亿元),大中型工业企业港澳台资本金(亿元),大中型工业企业外商资本金(亿元),大中型工业企业流动资产合计(亿元),大中型工业企业应收账款净额(亿元),大中型工业企业存货(亿元),大中型工业企业产成品(亿元),大中型工业企业固定资产合计(亿元),大中型工业企业固定资产原价合计(亿元),大中型工业企业累计折旧(亿元),大中型工业企业资产总计(亿元),大中型工业企业流动负债合计(亿元),大中型工业企业应付帐款(亿元),大中型工业企业负债合计(亿元),大中型工业企业所有者权益合计(亿元),大中型工业企业主营业务收入(亿元),大中型工业企业主营业务成本(亿元),大中型工业企业销售费用(亿元),大中型工业企业主营业务税金及附加(亿元),大中型工业企业管理费用(亿元),大中型工业企业财务费用(亿元),大中型工业企业利息支出(亿元),大中型工业企业营业利润(亿元),大中型工业企业利润总额(亿元),大中型工业亏损企业亏损总额(亿元),大中型工业企业应交所得税(亿元),大中型工业企业本年应交增值税(亿元),大中型工业企业工业销售产值(现价)(亿元),大中型工业企业出口交货值(亿元)
230000,黑龙江省,2016,552,130,1774.63,422.16,29.42,1050.33,137.69,21.68,113.35,4189.62,849.06,894.43,298.06,5042.67,11030.23,6091.17,10728.23,4540.69,1203.5,6131.69,4596.54,6628.37,5505.84,182.31,,419.93,84.69,95.42,47.2,72.69,290.95,,,6357.52,90.87
230000,黑龙江省,2015,592,152,1757.53,483.55,31.38,956.38,157.1,20.85,108.27,4524.56,897.14,1059.9,310.87,5217.58,10504.67,5521.6,11340.61,4843.92,1234.76,6464.25,4876.36,7108.16,5789.79,194.78,,480.04,98.92,113.47,191.75,246.46,174.39,,,6768.58,120.81
230000,黑龙江省,2014,628,166,1692.23,432.21,44.27,913.29,152.71,23.62,124.8,4584.36,870.33,1171.18,344.8,5296.72,10358.44,4942.56,11343.33,4850.89,1290.65,6528.36,4805.07,8655.33,6530.49,210.47,588.28,477.89,107.66,139.69,731.62,762.97,204.84,43.52,462.72,8305.18,151.01
230000,黑龙江省,2013,648,165,1587.6,394.99,23.0,882.45,155.69,29.19,102.28,4332.99,784.08,1202.9,382.5,5101.86,9289.31,4531.43,10828.15,4672.02,1220.19,6288.03,4528.48,8675.4,6351.43,210.76,643.23,488.16,105.79,127.55,889.17,894.64,146.18,49.76,468.95,8355.82,115.04
230000,黑龙江省,2012,635,158,1696.14745,514.18269,33.11221,892.62652,131.44383,25.58578,99.19641,4274.027,797.89586,1124.64668,351.9016,4904.42262,8589.21127,3958.18448,10418.80836,4493.53083,1168.06552,6022.94408,4393.85288,8535.16331,6088.06198,197.58207,669.81855,487.9226,87.58764,118.79764,1061.0173,1096.98761,97.61779,47.28342,499.46505,8206.7804,158.51053
230000,黑龙江省,2011,630,132,1652.00432,367.16754,13.83536,1020.44867,113.54846,26.05453,110.94975,4181.18295,633.92456,1050.93661,303.58194,4591.65269,7704.61801,3534.12747,9732.27028,4187.65285,1064.80541,5520.8526,4207.43798,8369.51871,5845.87978,189.50259,697.652,458.85596,65.29475,91.44129,1236.33758,1242.61937,58.45958,54.12883,493.77752,8120.12231,167.2744
230000,黑龙江省,2010,571,97,1550.71029,297.7792,27.48959,994.12731,111.10063,24.72992,95.48364,3467.02353,554.91194,937.51621,288.95023,4393.49896,7012.431,3121.89049,8408.68901,3488.87827,953.54074,4613.87526,3777.97559,7375.20605,5283.90482,162.10492,463.41676,404.04199,57.58798,54.25583,1041.28633,1041.89525,24.06855,45.9716,427.91352,6714.60837,162.99192
230000,黑龙江省,2009,528,109,1432.90903,379.46849,11.81523,827.9086,95.34344,16.01675,102.35652,2731.97166,505.79017,798.93571,236.37261,4033.7744,6331.09537,2768.83749,7193.30927,3016.24351,840.03993,4048.24328,3130.42677,6071.36806,4542.96025,147.63011,218.03399,348.23168,51.43542,45.0948,792.17552,786.75726,47.24215,34.72377,315.89216,5506.19202,133.20812
230000,黑龙江省,2008,561,139,1665.97677,620.94987,15.82667,825.22558,87.59075,21.1754,95.2085,2554.19327,484.97625,730.87188,229.17341,3256.85327,5795.22709,2763.93685,6344.97942,2787.85433,780.16694,3455.46918,2882.0671,6707.63999,4473.22747,136.61799,122.73548,338.41333,51.90322,49.5185,1514.06788,1490.2399,107.30518,43.35307,440.75287,6028.84486,162.39186
230000,黑龙江省,2007,481,106,1560.23481,631.61879,20.74945,746.23197,71.12365,6.20104,84.30991,2169.78535,375.08032,642.23844,195.97598,3085.26686,5298.73178,2514.31357,5513.88608,2356.35297,644.86058,3055.26196,2458.62412,5541.01593,3741.08664,133.97061,98.14229,289.16487,41.95077,44.63684,1222.87149,1227.78107,55.00852,37.37364,358.6146,5080.87177,133.33485
230000,黑龙江省,2006,454,92,1413.3648,414.86989,7.55703,887.35928,53.20481,3.9221,46.45169,1879.62338,314.54461,564.33898,171.39442,2657.4244,4572.72138,2191.49157,4759.83121,1998.3754,565.37255,2521.24451,2237.4106,5031.78203,3312.53561,107.06064,89.647,248.11354,28.96035,27.28353,1227.28333,1235.95385,59.79343,30.13371,343.86827,4621.7933,88.07446
230000,黑龙江省,2005,432,111,1281.56612,416.96826,12.04587,747.43814,46.63581,4.74653,53.73151,1788.03548,271.56012,542.63069,147.87478,2391.50035,4176.86593,1974.81607,4365.82444,1919.01531,449.01915,2373.06094,1992.267,4116.58125,2640.97926,89.55922,78.10316,221.93813,32.73473,38.65288,1036.94289,1042.351,56.97611,22.47839,303.53867,3945.96607,61.5067
230000,黑龙江省,2004,479,142,1331.07,392.03,7.02,835.17,61.0,2.56,33.29,1571.53,272.58,427.56,135.1,2317.35,3930.55,1781.06,4194.87,1693.22,333.98,2266.78,1918.55,3212.31,2115.7,76.49,104.2,168.76,35.93,34.84,734.1,729.32,39.69,17.41,236.39,3063.09,60.46
230000,黑龙江省,2003,379,107,1231.5504,438.68935,10.09567,720.58676,34.17765,7.09085,20.91012,1416.49591,271.99669,341.08159,112.80947,2105.22421,3662.66591,1581.70333,3780.99028,1462.98701,341.231,2008.89488,1728.14172,2553.45554,1640.05159,67.76401,60.01939,167.15893,36.45614,35.75694,572.65987,568.04631,31.09836,12.56291,193.55347,2436.31958,82.17436
230000,黑龙江省,2002,565,204,1230.15328,442.13362,10.96132,722.11909,20.02951,7.86315,27.04659,1421.84794,362.68645,358.64417,112.88991,2137.65224,3462.33053,1448.50565,3764.47319,1471.18053,,2048.50107,1698.84732,2110.32706,1364.09363,50.33758,63.10068,149.53064,34.93413,34.71141,443.33552,449.70389,23.24648,11.27975,163.39419,2008.25941,78.49855
230000,黑龙江省,2001,589,228,1039.4084,808.33704,13.56083,164.49602,22.13026,7.54752,23.33673,1388.85411,396.58398,355.75001,121.33294,2079.14002,3200.42153,1304.14563,3680.88892,1468.17988,,2123.42997,1557.45895,2046.26447,1289.2347,43.17125,59.36911,137.02486,34.61622,34.43152,479.25441,484.57529,28.81294,7.63281,166.34314,1948.89993,94.10499
230000,黑龙江省,2000,601,200,1066.59042,755.25596,10.48301,252.48011,19.40832,9.89098,19.07204,1285.73978,393.45962,338.98501,136.04085,2049.76208,2965.65979,1093.85657,3526.50509,1347.28542,,1968.15708,1556.33045,2135.14066,1246.86527,49.91309,54.67488,143.70432,38.68873,39.58527,559.74589,556.78283,44.87056,5.44353,197.75128,2080.59168,109.2116
310000,上海市,2019,1169,,,,,,,,,18071.49,4661.23,3446.63,994.44,,,,33424.81,,,15669.75,,,,1051.86,,1928.55,11.43,,,2268.04,,,,,
310000,上海市,2018,1325,,,,,,,,,17353.6,4849.0,3588.2,1025.9,,,,31664.3,,,14549.6,,,,1059.4,,1861.2,39.7,,,2659.3,,,,,
310000,上海市,2017,1330,161,6954.28,2791.19,12.98,1937.63,330.32,436.81,1445.35,17862.71,4720.21,3409.53,1007.55,6637.26,15231.64,8714.45,31747.55,13333.58,5591.4,15164.93,16578.22,28265.97,22461.52,1018.83,,1727.77,48.69,133.49,2541.34,2613.93,193.02,,,,
310000,上海市,2016,1396,175,6710.48,2287.79,21.16,2089.29,318.1,430.12,1567.38,16652.11,4555.75,3345.17,922.33,6591.49,15020.99,8422.63,29593.37,12507.47,5312.23,14292.05,15223.55,25352.64,20019.81,938.1,,1603.09,46.9,129.27,2298.51,2402.23,157.92,,,22698.5,6041.95
310000,上海市,2015,1520,228,6573.1,2274.98,37.05,1835.42,326.96,466.7,1631.98,15194.15,4272.07,3146.58,953.38,6625.2,14372.65,7903.02,27894.02,11810.82,4505.77,13259.04,14584.96,25710.01,20570.01,956.1,,1553.47,78.31,143.62,2127.89,2244.9,170.38,,,23217.14,6446.16
310000,上海市,2014,1629,241,4952.91,1068.58,28.3,1496.08,285.51,443.33,1623.14,14518.72,3898.12,3122.82,896.61,6340.94,13708.08,7391.84,26358.62,11287.46,4730.98,12992.46,13342.05,26703.17,21766.69,939.44,938.72,1508.11,31.6,181.37,2051.94,2191.16,176.64,378.52,707.23,24170.87,6424.74
310000,上海市,2013,1750,320,5035.06,1016.27,47.4,1559.87,292.59,437.68,1681.25,14161.71,3694.8,3109.21,858.73,6547.28,13108.39,6962.15,25247.7,11108.09,4756.92,12651.62,12573.02,26471.76,21851.15,923.58,885.72,1369.65,9.84,150.11,1867.59,1952.72,175.04,357.74,721.62,24228.51,6706.88
310000,上海市,2012,1823,334,4965.23496,1064.67697,23.45132,1446.25448,267.00155,484.61055,1679.24009,13124.24672,3404.15585,2936.90712,858.85757,6411.01092,12683.78856,6565.52758,23622.01734,10145.25506,4283.41343,11834.62585,11777.73569,26401.96533,22167.11752,908.86286,784.94093,1253.11071,70.89814,185.35543,1581.82138,1749.15321,213.83533,322.52911,665.55764,24249.94182,6997.53462
310000,上海市,2011,1889,302,4638.49362,849.31103,40.83649,1186.6898,316.81714,448.04754,1796.79162,12591.60844,3124.70493,3023.47682,936.66681,6522.13295,12475.71737,6229.10109,22225.05058,9991.40243,4063.23504,11529.28353,10695.76705,26427.29987,22246.64822,906.88145,709.11387,1161.773,29.5398,150.03511,1718.09452,1787.68985,113.06574,311.65884,657.28144,24528.12656,7430.84508
310000,上海市,2010,1750,236,4237.94046,333.09759,36.37629,1628.81998,219.52294,419.01079,1601.11287,10752.82289,2759.008,2603.40353,693.24224,6224.10178,11728.90551,5659.85365,19783.41783,8841.39386,3627.55093,10362.23576,9421.18207,23818.10715,20015.52359,779.08917,563.64304,1030.10792,57.81314,78.39759,1712.79403,1750.51217,72.23049,296.11075,598.14842,21923.72936,7098.65974
310000,上海市,2009,1625,275,4169.69911,404.99284,34.39777,1619.09597,180.19783,447.41124,1483.60346,8649.84993,2480.9314,2169.24602,551.98238,6259.78464,10882.7256,5073.85351,17266.11524,7543.87454,3002.16885,9032.24111,8233.87412,18448.42686,15711.19239,647.1391,409.2773,855.66485,89.8233,90.63524,981.15388,1019.24392,161.84061,168.97533,479.01151,17012.97169,5707.85569
310000,上海市,2008,1683,403,3926.81634,303.79254,36.98867,1478.19748,175.87131,439.88428,1492.08206,7449.85015,1928.07957,2201.76766,621.61191,6028.90612,10105.0245,5009.76994,15677.55831,6716.91294,2374.40129,8135.60674,7541.95157,18262.5112,16148.87972,647.37478,243.42148,809.67234,85.07591,112.84275,507.24708,620.34278,287.72846,108.72971,397.78467,17168.2883,6505.74984
310000,上海市,2007,1667,288,3699.49931,413.82259,56.29038,1267.12515,164.20603,376.2999,1421.75526,7443.11127,2115.50065,2119.45599,481.42924,5373.63527,8916.28322,4029.32651,14927.94976,6431.79832,2505.59064,7586.49988,7341.44988,16726.8391,14327.03635,576.99232,227.38431,699.7212,60.2266,75.99691,903.13958,960.60416,90.85522,164.48419,425.1069,15670.88557,6205.55889
310000,上海市,2006,1563,261,3466.72061,494.40494,37.89458,1207.62964,124.63141,313.09306,1289.06698,6220.03675,1666.10442,1712.04064,414.87817,5069.74794,8115.33035,3608.85514,12867.45745,5217.88995,1858.31458,6221.62027,6645.83718,13728.14882,11833.29664,421.69595,181.10151,588.23091,63.56558,77.72902,696.35248,816.51279,111.73183,136.91522,340.40943,12977.61028,4811.25898
310000,上海市,2005,1412,263,3186.61145,453.70117,37.11679,1191.34779,112.11339,285.67765,1106.65466,5400.00194,1486.22679,1562.22234,388.52069,4652.93057,7364.55043,3176.91973,11393.04234,4658.60499,1579.81383,5596.62044,5796.4219,11492.51363,9895.85697,344.77556,156.32114,531.2626,53.09212,66.71668,563.94977,662.99448,115.51941,142.77107,302.89219,10818.67105,3935.40122
310000,上海市,2004,1352,252,2787.2,368.5,56.64,1138.96,113.4,177.32,932.37,4891.64,1281.02,1382.42,319.26,4067.12,6340.15,2738.96,10043.07,4183.37,1440.15,4953.96,5089.11,10087.77,8457.91,306.37,153.58,467.8,55.12,48.42,693.05,787.06,61.93,127.46,301.72,9247.54,3069.85
310000,上海市,2003,1179,203,2483.98794,374.38046,53.33394,1066.97769,98.31325,157.26209,733.72051,4005.40472,965.64691,1016.03641,249.03757,3412.18999,5370.96535,2353.45955,8386.89045,3285.31342,1028.51783,4006.76961,4380.12084,7501.09224,6112.50008,259.17541,132.78502,419.30235,62.81528,47.37587,551.24409,606.40305,52.5995,105.4541,282.14482,7041.40348,1988.3538
310000,上海市,2002,1799,408,2552.89376,418.53209,56.45099,1054.73905,89.71824,160.13417,773.31922,3566.07792,857.06776,866.73314,243.57238,3447.43906,5287.2324,2153.52228,7976.36489,2908.62956,,3765.5624,4210.80249,5768.6021,4596.74537,239.7675,108.33995,401.55845,72.73855,56.97072,381.15266,430.06927,80.99948,77.28577,250.09068,5472.17308,1231.64212
310000,上海市,2001,1354,296,2721.65855,1003.66622,46.02168,910.30812,72.02185,129.1126,560.52808,3303.11102,837.49777,857.16868,226.43176,3307.31661,4956.49376,1969.02496,8171.74939,2651.09565,,3582.66745,4589.08194,4986.83309,4023.6158,204.20045,89.07384,379.55803,62.76071,72.7735,259.90443,338.57105,66.00353,61.22086,212.8963,4696.43489,898.78003
310000,上海市,2000,1367,294,2411.13265,834.28078,39.69431,855.37321,54.12766,128.49811,499.15858,3150.77642,863.19699,843.4135,228.823,3104.16865,4506.33075,1647.86396,7383.26543,2631.3417,,3505.73243,3873.68777,4477.3026,3569.53966,191.44591,83.81332,364.07065,76.21625,84.68834,224.54264,302.76632,69.87507,48.43126,194.07759,4268.19107,855.60712
320000,江苏省,2019,5218,,,,,,,,,41972.05,13028.96,8760.27,3372.34,,,,76161.88,,,39145.05,,,,2457.84,,3668.21,487.98,,,4791.32,,,,,
320000,江苏省,2018,6790,,,,,,,,,43745.6,13761.5,9398.9,3526.1,,,,80236.7,,,41764.5,,,,2584.3,,3534.1,607.6,,,5864.3,,,,,
320000,江苏省,2017,6767,648,16551.96,2859.66,226.08,4997.86,2481.22,1940.64,4043.92,41126.54,12921.58,8872.56,3254.91,24537.45,48946.69,24384.97,78063.63,34947.82,11222.59,40750.56,37312.83,92708.69,78460.53,2618.28,,3561.35,730.8,715.27,6627.02,6734.66,343.19,,,,
320000,江苏省,2016,7267,641,16206.19,2452.52,327.13,4766.68,2831.16,1812.54,4016.17,39008.68,11858.34,8322.44,3025.62,26385.63,51705.91,25632.3,77179.63,34026.17,10238.58,40349.34,36831.81,97776.58,83291.62,2614.94,,3552.35,725.5,760.4,6823.24,6860.89,361.63,,,96385.13,19665.38
320000,江苏省,2015,7218,784,14642.23,2002.92,280.59,3906.84,2480.48,1920.15,4051.2,36285.45,10874.08,7838.58,2902.49,25045.17,47900.02,23117.62,72122.55,32687.74,9423.93,38684.34,33438.2,92814.22,79208.38,2441.14,,3366.15,787.72,849.42,6263.0,6280.67,414.65,,,92439.34,19766.99
320000,江苏省,2014,7339,812,13412.9,1403.96,259.13,3759.6,2096.88,1728.11,4165.2,35279.82,10019.08,7880.16,2884.24,23839.01,44677.53,21167.8,68715.26,32068.09,9116.85,37999.69,30715.57,90380.42,77727.66,2218.26,930.63,3115.78,794.92,903.64,5987.17,5916.31,320.84,1099.9,2990.29,89199.54,19736.93
320000,江苏省,2013,7309,907,12506.43,1359.47,266.77,3357.88,1895.27,1641.97,3985.08,33448.31,9266.22,7665.92,2703.49,21992.99,39880.13,18539.0,64140.14,30764.74,8874.39,36550.39,27589.75,84364.94,72962.07,1942.94,838.03,2812.3,722.67,863.21,5459.54,5343.77,254.13,931.1,2730.02,83321.05,19432.47
320000,江苏省,2012,7128,971,11525.226,1118.56468,214.02979,3192.61768,1680.9471,1475.05304,3844.01371,30738.6021,8405.81894,7185.84656,2586.44018,19967.79724,34987.21794,15917.1819,58173.75522,27880.07727,7970.71836,33395.14159,24778.45196,75243.60409,64903.37279,1748.83133,713.30281,2516.79013,776.43759,876.69149,4770.6899,4618.68494,303.6296,762.89507,2342.85495,74522.63396,19650.36486
320000,江苏省,2011,6879,802,10307.77406,841.30969,147.87139,2953.63668,1462.59959,1294.11013,3608.24658,29291.90027,7647.64396,6788.18906,2380.09253,17772.60165,30611.65902,13594.8158,53697.98511,26014.46313,7451.67251,31465.87815,22232.04919,68404.9542,58679.35744,1484.76548,654.20719,2213.96183,583.16074,670.93187,5212.06649,4765.81843,173.60395,650.37031,1960.11314,67730.12383,18233.31107
320000,江苏省,2010,5373,532,9111.42594,717.896,114.7541,2411.82004,1086.97864,1337.92212,3442.05504,23260.45824,6098.15709,5463.30856,1850.35835,16662.02565,24368.85571,9460.82171,44140.00219,21298.70963,6188.53792,25547.0334,18592.96879,54058.63055,46098.91465,1258.02789,493.56609,1761.62137,451.44128,424.89614,4231.02515,3860.25312,95.74377,504.28289,1523.61466,53812.96943,15417.1355
320000,江苏省,2009,4698,604,7707.90855,593.82555,101.45079,2161.178,888.25741,1058.95918,2904.23762,17759.34535,4775.45784,4273.94521,1472.80608,13724.24104,19382.97163,7332.99014,34882.32711,17242.57578,4818.64579,20502.74453,14371.55176,41827.75641,36107.85206,958.37027,434.14382,1346.5146,364.05613,354.66002,2860.03098,2596.62995,145.35901,326.00238,1177.71785,41814.68998,12017.71753
320000,江苏省,2008,4787,758,7075.29761,692.01997,93.26327,1760.32044,847.81707,948.13805,2733.73881,15536.7218,4036.85616,4094.98518,1410.07433,13044.72108,18621.72523,6881.42287,31216.04763,15603.15028,4061.31569,18531.8342,12684.21343,39581.82763,34126.79019,895.7191,295.79219,1340.81835,406.4487,451.98246,2731.82754,2435.97162,248.46606,307.54013,1197.56434,39586.84669,12816.66183
320000,江苏省,2007,4057,563,5822.92523,402.61346,112.27553,1612.82377,638.31249,742.96672,2313.93326,13517.98257,3849.27897,3602.49445,1152.29588,10741.49461,14684.37763,4995.06793,26273.69542,13494.26093,3913.26962,16016.61289,10254.72988,32496.70275,28122.33477,760.91728,233.26661,1074.26942,327.70379,351.90585,2247.19858,1871.87452,79.81301,281.9998,786.92991,32204.22861,10205.47265
320000,江苏省,2006,3687,524,4665.44704,408.42071,71.48273,1307.34933,552.85049,573.29247,1752.05131,10653.79352,3052.31506,2861.19024,938.50659,9008.18071,12067.3374,4024.23919,21162.34238,10706.97258,3245.6659,12799.03335,8361.28932,25933.64562,22838.03744,647.25395,187.35548,854.5694,265.98883,268.84337,1245.70142,1304.63064,81.46917,207.64709,620.79925,25675.84328,8003.43429
320000,江苏省,2005,3377,514,3962.628,373.33274,85.27708,1144.2902,476.51729,483.14208,1400.06861,8881.91673,2528.53086,2362.36902,793.03738,7576.9088,9896.40736,3262.10055,17777.28996,9093.9435,2818.23645,10920.20719,6855.82465,20803.04086,18289.83985,560.97123,153.34553,740.21679,199.21044,207.78051,933.04652,984.72614,86.00169,167.98729,509.16792,20701.86334,6285.2849
320000,江苏省,2004,3157,605,3369.82,468.58,109.18,931.92,363.65,401.47,1095.03,7413.93,1974.17,1987.61,672.76,6258.92,8023.0,2669.89,14830.1,7471.29,2210.88,9209.77,5603.26,16015.43,13961.56,436.04,131.53,600.0,172.47,159.03,772.89,801.15,74.28,136.83,420.19,15982.32,5216.83
320000,江苏省,2003,2655,366,2687.72332,629.15224,158.84632,639.87422,291.97919,253.9477,713.92365,5776.48309,1507.83141,1476.60783,523.88254,4857.72302,6540.62744,2265.31563,11755.15181,5801.60188,1442.02805,7194.24957,4560.90224,11722.99802,10082.35591,357.38016,104.05281,489.50969,144.42549,124.54977,574.89559,566.92989,42.32484,97.81896,350.87014,11186.42481,2708.07954
320000,江苏省,2002,2198,474,2123.39694,546.02388,134.02897,579.07874,188.11338,142.21093,533.94104,3959.1624,963.56444,1059.67638,392.41545,3852.8721,5316.87269,1907.19009,8613.31286,3773.33792,,5036.04271,3577.27015,7512.18817,6389.53849,253.29074,85.59781,379.56335,121.28128,106.48511,316.9835,336.94104,35.82218,62.64912,264.34833,7247.06691,1495.95704
320000,江苏省,2001,2254,506,2021.34911,571.41121,150.80124,528.08359,151.04164,157.3883,462.62313,3511.77057,883.69574,981.07471,386.63028,3550.48892,4791.47042,1605.67117,7812.69925,3339.78067,,4574.26521,3238.43404,6364.57548,5406.21648,219.83193,72.1862,345.86631,115.43354,120.21291,237.08153,265.96448,46.48989,54.98522,253.4785,6244.73416,1205.34539
320000,江苏省,2000,2082,447,1434.32509,498.62088,165.76477,432.6187,94.08283,76.16817,167.06974,2981.7397,718.32337,799.14922,317.14165,2764.51551,3734.57551,1271.06386,6303.60991,2738.75122,,3765.2104,2538.39951,4760.31555,4018.76106,146.14512,58.17288,279.22655,90.04741,83.28907,183.52889,203.03894,29.42558,44.23789,196.44824,4664.66043,715.1902
330000,浙江省,2019,4328,,,,,,,,,25980.54,7750.14,5210.58,2055.04,,,,50558.78,,,26088.11,,,,1470.92,,2409.94,315.32,,,3359.72,,,,,
330000,浙江省,2018,4748,,,,,,,,,24156.0,6939.1,4703.8,2025.9,,,,45350.1,,,23561.7,,,,1370.5,,2153.4,348.6,,,3080.1,,,,,
330000,浙江省,2017,4740,455,8247.8,1105.21,93.1,3793.77,1829.2,652.57,773.95,22223.02,6164.47,4372.22,1842.09,10474.33,18200.16,8198.84,42071.2,18396.93,5621.56,21720.75,20360.46,36696.47,30208.79,1219.88,,1929.13,399.92,408.01,2956.59,3120.55,130.93,,,,
330000,浙江省,2016,4745,388,7538.07,940.62,78.39,3332.16,1736.13,673.4,777.36,21163.61,5720.67,4156.0,1720.29,10645.81,17461.25,7643.16,39699.69,17465.52,5008.01,20711.78,18962.01,36312.87,30123.24,1178.74,,1850.08,373.45,452.3,2731.99,2900.2,113.22,,,37057.53,6903.5
330000,浙江省,2015,4788,429,7153.49,1062.17,85.94,2906.34,1639.72,650.91,808.41,19758.25,5217.8,3999.79,1699.25,10112.79,16257.0,6960.47,37021.86,16941.74,4460.97,20025.62,16995.26,34677.57,29086.13,1053.55,,1679.8,436.7,518.22,2221.89,2376.5,132.27,,,35361.26,6829.69
330000,浙江省,2014,5019,475,5937.32,485.8,105.77,2335.59,1471.93,697.46,840.79,19105.3,4638.92,4153.74,1736.66,9932.19,15244.84,6302.7,35077.18,16691.34,4318.41,19595.2,15474.6,35612.34,30352.91,1020.79,310.77,1547.53,502.86,569.01,2132.44,2268.03,100.67,343.6,1014.99,36020.45,7164.6
330000,浙江省,2013,5213,528,5649.14,433.0,84.25,2115.07,1466.6,700.75,849.47,18947.21,4349.44,4228.76,1647.56,8979.01,13878.07,5701.01,33587.01,16595.5,4117.99,19234.44,14337.59,34777.35,29689.1,944.4,382.45,1476.79,486.27,564.51,2046.68,2165.61,85.53,330.99,991.38,34758.91,6789.25
330000,浙江省,2012,5240,533,5220.18586,442.91091,55.81022,2012.95168,1330.04951,647.83682,730.62672,17866.92914,3923.92131,4163.20263,1614.14229,8691.50671,13016.04944,5179.83328,31666.17121,15730.64207,3662.64861,18289.11325,13371.65206,33716.44396,28989.96199,871.57061,374.39209,1362.95648,532.18875,614.55839,1794.65025,1914.18624,98.29279,310.73763,938.22362,33588.66821,6748.24223
330000,浙江省,2011,5534,499,4983.24213,381.89148,30.61459,1949.49073,1259.21816,611.22263,747.68494,17124.88302,3641.39935,4090.71516,1547.64385,8871.02743,12858.20134,4859.8907,30278.72975,15188.53439,3389.9958,17872.85361,12404.49609,33161.50241,28201.47347,815.33123,508.11338,1259.48061,500.54421,550.09836,2088.5747,2169.75433,74.7381,354.59469,956.96465,32965.56706,6920.09919
330000,浙江省,2010,4903,291,4428.24908,358.6648,39.55061,1702.58557,1074.48144,564.5071,688.45956,14453.64366,3025.77165,3468.32679,1231.91013,8182.37684,11504.22719,4133.27809,26151.87581,12936.12832,2797.50721,15445.24232,10706.63349,28220.81787,23891.22088,762.09448,416.98892,1066.14864,401.87181,366.7752,1951.52129,1998.0066,35.50422,304.36754,808.07033,27807.18883,6357.3138
330000,浙江省,2009,4372,371,3804.63575,337.26805,34.82115,1388.08073,975.16006,466.58478,602.72098,11317.60283,2481.36191,2744.72476,1037.52152,7517.00849,10066.45661,3515.85276,21514.26267,10725.74441,2195.24531,13061.14846,8453.11421,21753.45262,18470.1737,606.33289,357.15112,836.99568,333.31643,312.89236,1265.86353,1343.52845,67.25995,214.67013,601.14657,21697.24986,4901.64261
330000,浙江省,2008,4513,540,3597.38965,294.42506,40.41962,1252.03628,966.26297,431.61011,612.63561,10444.35378,2112.792,2657.62601,1038.80157,6844.27559,9046.99414,2996.43688,19736.68243,10170.87167,1955.75969,12200.4245,7524.27647,22024.15735,19327.33324,552.36137,208.24961,787.96922,383.012,370.20628,875.08869,1007.09017,153.49653,175.37941,592.32972,21962.78515,5881.41399
330000,浙江省,2007,4342,324,3223.86874,184.47808,57.5812,1092.74471,957.97536,357.56094,573.52845,9405.80163,2135.6735,2410.26377,1002.7529,5843.36482,7858.18034,2543.87522,17575.5966,9044.64517,1901.48235,10723.34635,6841.41074,20113.65213,17429.61689,496.06183,191.5775,688.74549,320.72867,316.72655,1034.81704,1129.19613,43.82949,219.02227,541.78062,19953.19631,5582.55581
330000,浙江省,2006,3866,273,2628.3887,201.47726,51.41007,785.31342,845.17485,306.76827,438.24483,7383.65947,1688.07416,1892.14445,761.02407,4696.77508,6168.65511,1913.44375,13715.25834,6967.58618,1452.385,8020.97339,5676.26653,15945.63453,13831.18081,420.63815,160.43115,554.762,244.4412,225.46844,768.96875,834.05757,26.84633,179.59366,415.89503,15002.75052,4273.76243
330000,浙江省,2005,3364,284,2263.7332,274.21979,44.96304,612.42902,751.34477,224.14176,356.63482,6104.33193,1333.96304,1544.07696,649.25399,4278.9186,5531.55622,1702.21302,11732.747,5699.82926,1191.34969,6889.55358,4836.15793,13021.86952,11291.00952,352.7793,140.08476,468.5476,196.97642,185.93249,610.90198,661.26801,48.74886,150.94634,371.31081,12203.84711,3277.06207
330000,浙江省,2004,3043,265,1758.81,219.88,42.23,570.37,507.05,175.01,244.27,4495.95,1023.6,1174.51,435.97,3657.03,4550.0,1373.04,9000.1,4111.25,955.82,5394.91,3605.16,9295.15,7896.85,264.52,129.62,373.55,138.91,128.12,517.82,573.21,21.45,126.27,296.79,9161.92,2363.24
330000,浙江省,2003,2349,131,1575.8273,237.71944,50.75866,466.51549,519.33162,128.6569,172.84519,3853.51287,849.33235,979.15264,425.14944,2552.06537,3344.97601,1073.1868,7340.05201,3476.68739,733.35373,3974.64563,3365.40638,7656.8015,6422.77157,258.56323,105.88778,314.60975,107.48131,98.7706,477.94047,510.49389,19.97105,116.30641,268.31928,7065.4447,1816.49032
330000,浙江省,2002,1067,161,865.88583,216.47924,84.33555,275.84399,184.11457,35.49576,69.61672,1787.63576,351.68225,467.90803,202.77325,1810.47152,2465.9038,852.18927,4142.77943,1548.93883,,2180.11639,1962.66304,3456.43307,2841.44199,130.22423,77.8612,159.5248,59.10774,55.14471,210.27894,240.42931,8.6298,59.25801,149.90414,3151.02568,556.03659
