省份编码,省份,年份,铁路运输业就业人员数(人),公路运输业就业人员数(人),城市公共交通业就业人员数(人),水上运输业就业人员数(人),航空运输业就业人员数(人),管道运输业就业人员数(人),装卸搬运和其他运输服务业就业人员数(人),邮政业就业人员数(人),电信和其他信息传输服务业就业人员数(人)
460000,海南省,2014,5240,19568,,5799,12575,30,6024,4411,
460000,海南省,2013,5034,19638,,5076,14198,30,4615,4760,
460000,海南省,2012,4398,15754,,4644,13194,,1282,4133,
460000,海南省,2011,4492,13015,3395,5169,10335,,5627,3856,8193
460000,海南省,2010,4253,11895,3375,4969,9634,,5296,3208,5217
460000,海南省,2009,3813,11177,2900,4880,10289,,5388,3540,5302
460000,海南省,2008,2383,10405,3162,5065,11634,,4556,3075,5069
460000,海南省,2007,3546,11310,2258,7669,10406,,1780,2731,6918
460000,海南省,2006,3560,11422,2172,7770,10133,,1777,3039,6929
460000,海南省,2005,3305,12437,2056,8895,9749,,1688,2686,8292
460000,海南省,2004,3337,12431,2051,9696,8200,,1542,2628,6180
460000,海南省,2003,1811,9145,1705,10247,6956,,1545,2580,5613
460000,海南省,2002,1848,4034,,2671,5418,15,,,
460000,海南省,2001,1799,3509,,2195,5493,,,,
460000,海南省,2000,2000,3000,,3000,5000,,,,
500000,重庆市,2019,27194,123672,,12140,15112,72,,27789,
500000,重庆市,2018,29705,133988,,10343,15011,46,,28037,
500000,重庆市,2017,30231,175496,,11505,14102,35,7392,28298,
500000,重庆市,2016,29767,172431,,11446,13173,39,6744,28099,
500000,重庆市,2015,29220,179925,,12775,10157,12,7279,28330,
500000,重庆市,2014,28304,181971,,12832,8638,,7296,30250,
500000,重庆市,2013,28535,165898,,14884,10384,,7192,29627,
500000,重庆市,2012,25771,76734,,11002,8993,74,2349,27330,
500000,重庆市,2011,22963,54276,20634,22680,8271,,2858,13867,37300
500000,重庆市,2010,25009,49304,19376,21585,7093,1027,3112,10968,26268
500000,重庆市,2009,23768,47337,17690,21433,5092,,3772,10237,23306
500000,重庆市,2008,27258,41853,20049,20456,4870,,4582,7541,23944
500000,重庆市,2007,21885,35951,21059,23008,2214,,5463,7608,22343
500000,重庆市,2006,21249,36131,22175,25632,2436,156,4981,10596,22286
500000,重庆市,2005,26302,37175,22371,27115,2806,126,4870,10398,21662
500000,重庆市,2004,34716,35872,19575,28671,4908,134,5259,8777,20831
500000,重庆市,2003,34950,35095,18933,30782,3858,134,5634,10321,17191
500000,重庆市,2002,33470,22062,,23229,2862,134,,,
500000,重庆市,2001,35360,22581,,27364,3035,145,,,
500000,重庆市,2000,37000,23000,,31000,3000,,,,
510000,四川省,2019,70829,166837,,716,35845,140,,29021,
510000,四川省,2018,66671,173568,,1402,51954,612,,64699,
510000,四川省,2017,68316,190266,,10475,38394,649,7297,66468,
510000,四川省,2016,67132,191317,,10341,36664,670,14955,76449,
510000,四川省,2015,67264,192997,,10410,42815,627,10518,75827,
510000,四川省,2014,63606,207857,,10501,41694,621,9831,72163,
510000,四川省,2013,60521,195737,,10915,35328,618,9365,74003,
510000,四川省,2012,53426,115329,,15361,11635,746,7164,25818,
510000,四川省,2011,49363,79076,32658,6660,18874,775,8806,24936,54463
510000,四川省,2010,54950,78388,32556,4665,17673,735,11679,24979,46506
510000,四川省,2009,53892,84207,32012,6203,16575,732,11846,26492,51204
510000,四川省,2008,44916,85883,30663,6456,16041,750,8402,19439,45931
510000,四川省,2007,46876,83520,32891,7804,15111,889,8250,21009,44023
510000,四川省,2006,47224,86798,31774,7244,14109,907,7762,19902,44004
510000,四川省,2005,44203,86302,32585,7234,13785,810,9204,18019,42635
510000,四川省,2004,38998,85346,32195,7872,11763,762,7790,18640,43075
510000,四川省,2003,42324,88410,31611,8520,11873,809,8197,18109,37702
510000,四川省,2002,40425,54915,,6767,8028,927,,,
510000,四川省,2001,35046,59843,,12085,8865,1016,,,
510000,四川省,2000,40000,71000,,17000,9000,1000,,,
520000,贵州省,2019,33450,59640,,193,15109,141,,17942,
520000,贵州省,2018,34578,56007,,586,12351,117,,10948,
520000,贵州省,2017,35289,55903,,465,10581,165,2396,14393,
520000,贵州省,2016,35094,55171,,626,9635,176,2622,14178,
520000,贵州省,2015,34325,55655,,637,7649,192,2465,13051,
520000,贵州省,2014,32061,54836,,707,6391,,3453,10448,
520000,贵州省,2013,31797,54795,,1142,6018,,3892,12257,
520000,贵州省,2012,31290,36248,,791,4608,,2576,12472,
520000,贵州省,2011,31854,24528,14979,744,3841,,3723,14040,24768
520000,贵州省,2010,29146,25472,13043,1212,4043,,5144,13456,25434
520000,贵州省,2009,29112,22971,13304,1174,3765,,3705,13612,21606
520000,贵州省,2008,27317,23851,11397,837,3760,6,2514,10343,20260
520000,贵州省,2007,29338,22979,10635,1440,3022,129,1628,9614,16809
520000,贵州省,2006,29076,24014,9626,1413,2804,143,1760,8435,12100
520000,贵州省,2005,30843,25044,9537,1747,2564,110,1548,7518,14190
520000,贵州省,2004,32433,27904,6747,1882,2839,14,1379,7811,12170
520000,贵州省,2003,32947,28804,9854,2253,2561,,2483,8913,9287
520000,贵州省,2002,32795,14198,,1269,1521,608,,,
520000,贵州省,2001,33248,14646,,1571,1826,,,,
520000,贵州省,2000,32000,17000,,2000,2000,,,,
530000,云南省,2019,39036,75190,,245,26144,288,,12381,
530000,云南省,2018,39568,75210,,297,27058,261,,18641,
530000,云南省,2017,39345,81574,,207,26962,365,10298,17948,
530000,云南省,2016,39099,79584,,264,23817,328,11299,16569,
530000,云南省,2015,38976,80384,,262,20870,345,12142,16192,
530000,云南省,2014,38552,78844,,542,19614,355,13580,17094,
530000,云南省,2013,37662,72439,,716,18525,372,17704,17442,
530000,云南省,2012,37939,56271,,401,16161,380,8547,13765,
530000,云南省,2011,39624,44317,14870,257,13312,253,7911,12817,36856
530000,云南省,2010,41108,44379,14597,504,11519,222,6900,12466,31233
530000,云南省,2009,46160,48441,14779,531,10722,,7085,12173,36101
530000,云南省,2008,38021,43783,12913,504,10251,3,6363,12044,27244
530000,云南省,2007,36281,44942,11777,532,6606,3,6168,10688,26656
530000,云南省,2006,39792,46320,11122,529,6151,3,5496,11021,24846
530000,云南省,2005,38642,47248,10651,344,5964,3,3959,11030,22842
530000,云南省,2004,39145,51421,9288,767,5198,4,4590,10603,25327
530000,云南省,2003,48507,57816,9603,589,5555,128,6163,10330,25991
530000,云南省,2002,49789,39209,,611,5453,,,,
530000,云南省,2001,52325,40475,,768,5492,,,,
530000,云南省,2000,55000,42000,,1000,5000,,,,
540000,西藏自治区,2019,708,15372,,,7207,,,2202,
540000,西藏自治区,2018,36,5191,,,4135,,,839,
540000,西藏自治区,2017,69,5256,,,1029,,15,2239,
540000,西藏自治区,2016,69,5255,,,844,,15,2125,
540000,西藏自治区,2015,71,5685,,,807,,15,2061,
540000,西藏自治区,2014,85,5573,,130,582,176,15,2046,
540000,西藏自治区,2013,67,4660,,,372,,,1901,
540000,西藏自治区,2012,49,3790,,,19,,,1971,
540000,西藏自治区,2011,49,2353,1573,21,,,,1897,2235
540000,西藏自治区,2010,162,2840,401,24,870,,,2395,3662
540000,西藏自治区,2009,162,3534,464,23,870,,,2081,3706
540000,西藏自治区,2008,153,4123,435,17,859,,,1538,2502
540000,西藏自治区,2007,155,4335,471,15,765,,,1645,2966
540000,西藏自治区,2006,145,3546,226,20,674,,,2161,2904
540000,西藏自治区,2005,,3261,197,25,641,,,2028,2713
540000,西藏自治区,2004,,3138,220,9,630,,,1606,2258
540000,西藏自治区,2003,,4800,200,11,612,,,1551,2164
540000,西藏自治区,2002,12,2198,,,,,,,
540000,西藏自治区,2001,,3433,,,683,,,,
540000,西藏自治区,2000,,3000,,,1000,,,,
610000,陕西省,2019,97418,111013,,21,12497,721,,32523,
610000,陕西省,2018,101135,110956,,157,12012,769,,34199,
610000,陕西省,2017,102425,112073,,139,12473,662,7417,35456,
610000,陕西省,2016,103082,115492,,137,10763,1862,6968,35356,
610000,陕西省,2015,105059,112248,,79,12082,2592,5694,32737,
610000,陕西省,2014,115063,111184,,121,9004,2391,4958,35877,
610000,陕西省,2013,65992,117312,,210,12228,2661,3410,39057,
610000,陕西省,2012,98615,52185,,93,8667,1183,722,13262,
610000,陕西省,2011,102569,45776,25063,209,579,1945,1527,12669,57529
610000,陕西省,2010,101513,45847,18651,139,604,2066,2688,12497,53581
610000,陕西省,2009,99631,43617,18458,101,598,841,2884,19315,48684
610000,陕西省,2008,93282,45493,12408,215,7309,108,3433,17393,27732
610000,陕西省,2007,97622,50008,9372,196,5530,110,3616,16171,25697
610000,陕西省,2006,92679,51889,10431,200,4666,555,3529,18084,22524
610000,陕西省,2005,91232,54996,9415,202,7409,552,4016,14650,23994
610000,陕西省,2004,90000,48226,20155,191,8365,54,4177,14837,18564
610000,陕西省,2003,93163,45428,19138,187,7385,32,9661,13872,16548
610000,陕西省,2002,97776,28238,,88,5104,,,,
610000,陕西省,2001,99317,28717,,91,4289,60,,,
610000,陕西省,2000,103000,28000,,,4000,,,,
620000,甘肃省,2019,64837,44324,,183,3826,256,,13729,
620000,甘肃省,2018,83282,44888,,174,3686,,,9538,
620000,甘肃省,2017,59056,51114,,73,2395,78,822,15264,
620000,甘肃省,2016,57970,48593,,95,2850,95,1049,12738,
620000,甘肃省,2015,55377,48834,,24,2433,88,870,13021,
620000,甘肃省,2014,53722,48691,,24,2560,55,1046,13577,
620000,甘肃省,2013,51684,50523,,46,1642,51,1057,17139,
620000,甘肃省,2012,47346,38077,,47,,,3829,10579,
620000,甘肃省,2011,47445,24757,12774,69,1303,,3542,10229,17355
620000,甘肃省,2010,45864,28393,12664,60,1153,,84,9424,15968
620000,甘肃省,2009,46446,26264,12942,60,1223,,2898,9220,18438
620000,甘肃省,2008,45240,24713,11819,47,2283,,2338,8974,14291
620000,甘肃省,2007,45312,24065,11957,47,3000,,2374,6921,15752
620000,甘肃省,2006,45759,24318,21160,70,3000,,4039,6594,15011
620000,甘肃省,2005,50693,27871,15712,77,3007,147,5377,6522,17501
620000,甘肃省,2004,60158,26579,14444,89,3059,68,5273,6128,16150
620000,甘肃省,2003,57239,28969,15064,83,2616,80,6462,6151,13939
620000,甘肃省,2002,57210,16081,,59,2955,67,,,
620000,甘肃省,2001,50629,18434,,55,3132,,,,
620000,甘肃省,2000,54000,19000,,,3000,,,,
630000,青海省,2019,23341,19558,,9,2473,,,5243,
630000,青海省,2018,23621,15526,,,2518,,,3219,
630000,青海省,2017,22621,17560,,,2280,,285,3330,
630000,青海省,2016,20256,16308,,,2129,,433,2866,
630000,青海省,2015,21604,15041,,4,2045,,239,2893,
630000,青海省,2014,19513,14738,,,1821,,246,3682,
630000,青海省,2013,22259,18818,,4,1277,,247,3833,
630000,青海省,2012,14898,14545,,,186,,634,2653,
630000,青海省,2011,15004,9952,4096,,176,,1092,2515,8619
630000,青海省,2010,13108,9204,4192,,162,549,1744,2231,7768
630000,青海省,2009,13246,9694,4267,,152,527,1181,2648,8134
630000,青海省,2008,13047,9571,4612,13,142,535,280,1518,6734
630000,青海省,2007,14380,9144,4703,20,712,,51,1776,7453
630000,青海省,2006,13775,9697,4566,13,768,,39,1922,6664
630000,青海省,2005,14509,9755,4700,20,669,,73,1993,6967
630000,青海省,2004,15379,10183,4866,13,504,,60,1757,6687
630000,青海省,2003,14845,9765,621,19,237,,77,2071,6544
630000,青海省,2002,13932,4184,,9,391,,,,
630000,青海省,2001,14012,8253,,,480,,,,
630000,青海省,2000,14000,9000,,,,,,,
640000,宁夏回族自治区,2019,19741,11089,,186,2800,,,3323,
640000,宁夏回族自治区,2018,18898,12258,,124,2757,,,3841,
640000,宁夏回族自治区,2017,17842,11549,,133,2758,,357,3880,
640000,宁夏回族自治区,2016,17333,11387,,95,2942,,321,3971,
640000,宁夏回族自治区,2015,16849,12640,,91,2726,,478,4069,
640000,宁夏回族自治区,2014,16058,15682,,86,2150,,496,4225,
640000,宁夏回族自治区,2013,16964,15857,,80,1710,,450,4711,
640000,宁夏回族自治区,2012,14464,14237,,,1705,,891,3787,
640000,宁夏回族自治区,2011,13208,9013,4118,121,1358,,737,2723,5650
640000,宁夏回族自治区,2010,12046,8188,4055,47,1253,,719,2012,6134
640000,宁夏回族自治区,2009,13278,8671,3666,,1071,,533,2628,6483
640000,宁夏回族自治区,2008,12183,7395,3386,,787,,761,2199,5851
640000,宁夏回族自治区,2007,12244,7429,2962,,586,,873,3331,4800
640000,宁夏回族自治区,2006,12009,7543,2348,,562,,2741,3102,4452
640000,宁夏回族自治区,2005,13255,10095,1914,,596,,1073,2466,4704
640000,宁夏回族自治区,2004,15055,9958,1883,,620,,40,2471,5185
640000,宁夏回族自治区,2003,14128,10869,1797,3,397,,1003,2169,5179
640000,宁夏回族自治区,2002,13748,4371,,49,399,,,,
640000,宁夏回族自治区,2001,14077,4538,,,309,1114,,,
640000,宁夏回族自治区,2000,13000,5000,,,,1000,,,
650000,新疆维吾尔自治区,2019,57366,79748,,106,9533,3765,,11237,
650000,新疆维吾尔自治区,2018,55766,77198,,89,15467,3547,,11669,
650000,新疆维吾尔自治区,2017,54252,79382,,,14531,3581,1463,11718,
650000,新疆维吾尔自治区,2016,53951,79460,,,13571,3656,2205,11211,
650000,新疆维吾尔自治区,2015,53352,80850,,,12764,3675,2191,11636,
650000,新疆维吾尔自治区,2014,56177,82557,,,11753,3639,2343,14807,
650000,新疆维吾尔自治区,2013,55357,84780,,,11202,3347,2928,14328,
650000,新疆维吾尔自治区,2012,41984,41644,,,11917,5341,9172,11944,
650000,新疆维吾尔自治区,2011,40867,27067,15777,157,11031,5194,7519,11563,23269
650000,新疆维吾尔自治区,2010,40035,27707,12263,,8883,190,6269,11379,17192
650000,新疆维吾尔自治区,2009,39187,28547,13000,,8348,395,3169,12266,17863
650000,新疆维吾尔自治区,2008,34441,28709,12707,27,7208,530,3562,11431,16799
650000,新疆维吾尔自治区,2007,34579,28270,13066,,7588,558,3614,12258,16613
650000,新疆维吾尔自治区,2006,35886,30096,13213,,7249,532,2876,11959,17608
650000,新疆维吾尔自治区,2005,35661,31904,15400,,5986,571,2801,12172,16484
650000,新疆维吾尔自治区,2004,34696,33137,14055,,5905,655,2751,11793,15208
650000,新疆维吾尔自治区,2003,33060,35615,14295,,5934,452,1310,11546,14184
650000,新疆维吾尔自治区,2002,33071,22057,,,4969,387,,,
650000,新疆维吾尔自治区,2001,34819,25623,,,5785,376,,,
650000,新疆维吾尔自治区,2000,26000,30000,,,6000,,,,
