省份编码,省份,年份,新注册民用汽车拥有量(万辆),新注册民用载客汽车拥有量(万辆),新注册民用大型载客汽车拥有量(万辆),新注册民用中型载客汽车拥有量(万辆),新注册民用小型载客汽车拥有量(万辆),新注册民用微型载客汽车拥有量(万辆),新注册民用载货汽车拥有量(万辆),新注册民用重型载货汽车拥有量(万辆),新注册民用中型载货汽车拥有量(万辆),新注册民用轻型载货汽车拥有量(万辆),新注册民用微型载货汽车拥有量(万辆),新注册民用其他汽车拥有量(万辆)
330000,浙江省,2011,124.4864,111.3357,0.7712,0.3714,108.7585,1.4346,12.7328,2.1302,0.5151,10.0139,0.0736,0.4179
330000,浙江省,2010,122.4714,106.3042,0.8192,0.4397,103.4677,1.5776,15.7199,2.5939,0.73,12.0935,0.3025,0.4473
330000,浙江省,2009,88.0923,77.0577,0.6231,0.3917,74.8926,1.1503,10.7043,1.4916,0.5278,8.3849,0.3,0.3303
330000,浙江省,2008,53.2786,46.4362,0.6454,0.4542,44.8991,0.4375,6.0989,0.327,0.5353,5.042,0.1946,0.7435
330000,浙江省,2007,58.5125,50.6244,0.5024,0.59,49.2657,0.2663,7.0089,0.4005,0.7868,5.5989,0.2227,0.8792
330000,浙江省,2006,49.9981,42.5576,0.5459,0.5378,41.079,0.3949,6.6647,0.3253,0.6758,5.4655,0.1981,0.7758
330000,浙江省,2005,40.2832,33.4331,0.4822,0.7355,31.6434,0.572,6.3646,0.1932,0.5085,5.0318,0.6311,0.4855
330000,浙江省,2004,35.9858,28.4225,0.4887,0.9741,26.2545,0.7052,6.887,0.3196,0.6447,5.3152,0.6075,0.6763
330000,浙江省,2003,37.3359,28.9371,0.5471,1.2194,23.9714,3.1992,7.6778,0.5705,1.4188,5.073,0.6155,0.721
330000,浙江省,2002,27.271,18.2953,0.5824,1.1864,12.5891,3.9374,8.4764,0.5226,1.5,5.5353,0.9185,0.4993
330000,浙江省,2001,,,,,,,,,,,,
330000,浙江省,2000,,,,,,,,,,,,
340000,安徽省,2019,107.9574,92.64,0.5504,0.1087,91.946,0.0349,14.5775,5.179,0.1958,9.2025,0.0002,0.7399
340000,安徽省,2018,113.6308,98.1501,0.5743,0.1651,97.2645,0.1462,14.8052,4.7949,0.1708,9.8394,0.0001,0.6755
340000,安徽省,2017,121.0718,105.1025,0.7503,0.2228,103.9134,0.216,15.4384,5.8115,0.2644,9.3625,,0.5309
340000,安徽省,2016,114.6865,101.4305,0.649,0.3062,100.3887,0.0866,12.9037,4.1589,0.3444,8.4003,0.0001,0.3523
340000,安徽省,2015,87.903,78.7208,0.5491,0.2879,77.7731,0.1107,8.9771,2.4024,0.259,6.3155,0.0002,0.2051
340000,安徽省,2014,76.4659,64.6079,0.5538,0.2362,63.6549,0.163,11.5665,4.2379,0.3108,7.0177,0.0001,0.2915
340000,安徽省,2013,69.3353,56.4308,0.6361,0.2602,55.3434,0.1911,12.5842,4.8804,0.328,7.3698,0.006,0.3203
340000,安徽省,2012,58.217,47.2832,0.6665,0.265,46.0735,0.2782,10.6752,3.6671,0.3425,6.663,0.0026,0.2586
340000,安徽省,2011,51.9071,40.7665,0.5987,0.2685,39.3794,0.5199,10.781,4.3868,0.4116,5.9713,0.0113,0.3596
340000,安徽省,2010,48.2003,35.4609,0.4653,0.2916,34.1701,0.5339,12.422,4.5885,0.5493,7.2757,0.0085,0.3174
340000,安徽省,2009,34.9652,25.6887,0.3537,0.2151,24.6362,0.4837,9.0491,2.8079,0.4813,5.7455,0.0144,0.2274
340000,安徽省,2008,22.0521,16.0617,0.3381,0.2435,15.1949,0.2852,4.7928,1.0542,0.4905,3.1696,0.0785,1.1976
340000,安徽省,2007,17.7014,11.7824,0.268,0.225,11.1447,0.1447,4.4863,1.0622,0.7855,2.5658,0.0728,1.4327
340000,安徽省,2006,14.5745,9.3574,0.296,0.2958,8.5925,0.1731,4.1506,0.7636,0.7833,2.5014,0.1023,1.0665
340000,安徽省,2005,11.6023,7.396,0.3105,0.3308,6.3737,0.381,3.5542,0.4916,0.6776,2.29,0.095,0.6521
340000,安徽省,2004,11.6512,6.3677,0.3035,0.48,4.8867,0.6975,4.2538,0.7629,1.2861,2.1155,0.0893,1.0297
340000,安徽省,2003,8.9214,5.0499,0.2414,0.4234,3.3722,1.0129,3.3178,0.4908,1.1948,1.5488,0.0834,0.5537
340000,安徽省,2002,6.8135,3.5044,0.2703,0.2678,1.6915,1.2748,2.8704,0.4604,0.9749,1.2868,0.1483,0.4387
340000,安徽省,2001,,,,,,,,,,,,
340000,安徽省,2000,,,,,,,,,,,,
350000,福建省,2019,68.6566,59.9581,0.2987,0.1192,59.5027,0.0375,8.3149,1.9008,0.1121,6.302,,0.3836
350000,福建省,2018,71.9039,63.0954,0.6954,0.1045,62.2027,0.0928,8.4583,1.7739,0.1064,6.5779,0.0001,0.3502
350000,福建省,2017,75.5935,66.1951,0.3774,0.1713,65.4932,0.1532,9.0597,1.9753,0.1445,6.9399,,0.3387
350000,福建省,2016,72.633,64.7132,0.4099,0.1706,63.9695,0.1632,7.7447,1.27,0.1616,6.3129,0.0002,0.1751
350000,福建省,2015,60.4248,54.5005,0.5023,0.2084,53.637,0.1528,5.79,0.7419,0.1222,4.9256,0.0003,0.1343
350000,福建省,2014,60.8537,52.7083,0.2761,0.2437,52.0001,0.1884,7.9775,1.5165,0.2339,6.2271,,0.1679
350000,福建省,2013,55.6857,46.8041,0.3422,0.289,45.9816,0.1913,8.6661,1.7164,0.2778,6.6718,0.0001,0.2155
350000,福建省,2012,47.4264,39.608,0.4122,0.2645,38.611,0.3203,7.6107,1.0666,0.2466,6.2974,0.0001,0.2077
350000,福建省,2011,43.9619,35.9823,0.4247,0.2796,34.802,0.476,7.7541,1.3627,0.3092,6.0809,0.0013,0.2255
350000,福建省,2010,40.4293,32.0436,0.4299,0.3033,30.8262,0.4842,8.2134,1.6219,0.4082,6.1143,0.069,0.1723
350000,福建省,2009,30.2318,24.4728,0.287,0.2228,23.5218,0.4412,5.6409,0.9575,0.3663,4.1898,0.1273,0.1181
350000,福建省,2008,21.6912,17.4196,0.3346,0.2605,16.633,0.1915,3.766,0.4121,0.4256,2.8609,0.0674,0.5056
350000,福建省,2007,22.0629,17.035,0.3725,0.3614,16.1739,0.1272,4.4135,0.5827,0.6408,3.1285,0.0615,0.6144
350000,福建省,2006,17.5929,13.1364,0.2662,0.3127,12.3688,0.1887,4.0109,0.4823,0.485,2.9586,0.085,0.4456
350000,福建省,2005,13.2951,9.9187,0.2091,0.2469,9.2409,0.2218,3.1028,0.25,0.3402,2.3136,0.199,0.2736
350000,福建省,2004,11.0455,8.0229,0.1973,0.3065,7.2223,0.2968,2.7204,0.2295,0.3534,1.9396,0.1979,0.3022
350000,福建省,2003,10.1675,7.2897,0.1935,0.3413,6.0802,0.6747,2.7027,0.069,0.4082,2.0367,0.1888,0.1751
350000,福建省,2002,8.3499,5.2234,0.2221,0.4297,3.4824,1.0892,2.9531,0.1221,0.5071,2.0682,0.2557,0.1734
350000,福建省,2001,,,,,,,,,,,,
350000,福建省,2000,,,,,,,,,,,,
360000,江西省,2019,71.596,62.1877,0.3143,0.0583,61.8014,0.0137,8.9744,3.3641,0.1812,5.4283,0.0008,0.4339
360000,江西省,2018,76.3262,66.544,0.3343,0.1052,66.0391,0.0654,9.405,3.6942,0.1072,5.6032,0.0004,0.3772
360000,江西省,2017,78.0633,67.6989,0.4102,0.1108,66.7762,0.4017,10.0898,4.2746,0.1987,5.6162,0.0003,0.2746
360000,江西省,2016,72.2785,64.4581,0.3678,0.1566,63.8254,0.1083,7.6057,2.5169,0.1863,4.9024,0.0001,0.2147
360000,江西省,2015,57.8208,52.0915,0.2172,0.1416,51.5044,0.2283,5.383,1.2717,0.1506,3.9605,0.0002,0.3463
360000,江西省,2014,50.9865,42.2579,0.275,0.2431,41.6437,0.0961,8.4219,2.5452,0.4622,5.4145,,0.3067
360000,江西省,2013,45.4788,36.9592,0.3317,0.1997,36.3169,0.1109,8.2222,2.1717,0.6107,5.4397,0.0001,0.2974
360000,江西省,2012,38.3349,30.6159,0.3649,0.1291,29.958,0.1639,7.4105,1.7293,0.5499,5.1309,0.0004,0.3085
360000,江西省,2011,34.2984,26.8893,0.3696,0.1509,26.1264,0.2424,7.1407,2.1754,0.7265,4.2381,0.0007,0.2684
360000,江西省,2010,32.4893,24.5121,0.3755,0.2049,23.5868,0.3449,7.748,2.5981,0.8456,4.2997,0.0046,0.2292
360000,江西省,2009,26.0884,21.018,0.1387,0.6497,18.7527,1.4769,5.0568,1.3793,0.4746,3.1895,0.0134,0.0136
360000,江西省,2008,13.9546,10.0125,0.2286,0.1904,9.4793,0.1142,3.4914,1.059,0.6664,1.7432,0.0228,0.4507
360000,江西省,2007,9.7103,6.7574,0.1541,0.1075,6.4083,0.0875,2.658,0.8883,0.5828,1.1679,0.019,0.2949
360000,江西省,2006,10.1101,6.8176,0.1735,0.1386,6.3375,0.168,2.9631,0.927,0.6406,1.3572,0.0383,0.3294
360000,江西省,2005,7.6609,5.254,0.1311,0.1465,4.6463,0.3301,2.2049,0.4851,0.6309,1.052,0.0369,0.202
360000,江西省,2004,6.6617,4.0242,0.1788,0.1694,3.263,0.413,2.3978,0.7069,0.7254,0.8839,0.0816,0.2397
360000,江西省,2003,5.3788,3.2289,0.158,0.1999,2.1243,0.7467,2.0167,0.2812,0.8599,0.7775,0.0981,0.1332
360000,江西省,2002,5.0631,2.9239,0.1724,0.5209,1.2872,0.9434,2.0223,0.4181,0.8012,0.7232,0.0798,0.1169
360000,江西省,2001,,,,,,,,,,,,
360000,江西省,2000,,,,,,,,,,,,
370000,山东省,2019,200.7068,163.5033,0.8388,0.1323,162.3323,0.1999,35.7778,14.3478,0.5211,20.9086,0.0003,1.4257
370000,山东省,2018,196.6524,165.8297,1.0977,0.171,163.8043,0.7567,29.8168,11.0229,0.297,18.4594,0.0375,1.0059
370000,山东省,2017,214.8202,186.5453,1.065,0.2131,184.2325,1.0347,27.4664,9.8017,0.3286,17.2416,0.0945,0.8085
370000,山东省,2016,223.5786,199.3829,2.1904,0.2148,195.784,1.1937,23.6832,7.465,0.413,15.8052,,0.5125
370000,山东省,2015,204.4532,183.7029,1.5776,0.3791,180.0388,1.7074,20.2783,5.5617,0.4482,14.2682,0.0002,0.472
370000,山东省,2014,201.2866,175.8987,1.2154,0.397,172.9045,1.3818,24.8051,7.0989,0.5276,17.1781,0.0005,0.5828
370000,山东省,2013,183.7804,159.7146,1.3192,0.3611,156.5156,1.5187,23.5275,6.4569,0.6768,16.3928,0.001,0.5383
370000,山东省,2012,167.1604,146.7298,1.4116,0.3639,142.8435,2.1108,19.8291,4.7612,0.8813,14.1854,0.0012,0.6015
370000,山东省,2011,139.695,121.3957,1.1491,0.4122,117.103,2.7314,17.6362,5.9478,1.2303,10.4494,0.0087,0.6631
370000,山东省,2010,140.0734,115.9984,0.8419,0.3875,111.0888,3.6802,23.5141,7.8161,1.5946,14.0723,0.0311,0.5609
370000,山东省,2009,125.327,103.0133,0.7175,0.4115,97.3166,4.5677,21.8139,6.4234,2.2456,13.0781,0.0668,0.4998
370000,山东省,2008,69.8051,58.8768,0.7916,0.4421,55.2642,2.3789,8.3052,1.3656,0.9236,5.9565,0.0595,2.6231
370000,山东省,2007,58.2441,49.1795,0.6318,0.4842,47.149,0.9145,6.96,1.0876,0.6785,5.1297,0.0642,2.1046
370000,山东省,2006,56.0323,46.3277,0.6096,0.5058,43.7614,1.4509,7.9822,1.1521,0.6836,5.9815,0.165,1.7224
370000,山东省,2005,42.4576,34.8305,0.6457,0.5736,31.2805,2.3307,6.7331,0.7869,0.637,5.1137,0.1955,0.894
370000,山东省,2004,33.7898,24.516,0.5501,0.6094,20.8146,2.5419,7.2831,1.1001,0.8507,5.0124,0.3199,1.9907
370000,山东省,2003,29.6504,21.6227,0.4702,0.6563,15.5801,4.9161,6.8739,0.6978,0.8336,5.0037,0.3388,1.1538
370000,山东省,2002,26.5097,17.9295,0.504,0.725,9.3849,7.3156,7.3568,1.1907,0.7927,4.7023,0.6711,1.2234
370000,山东省,2001,,,,,,,,,,,,
370000,山东省,2000,,,,,,,,,,,,
410000,河南省,2019,175.0881,149.7789,0.7117,0.2424,148.266,0.5588,24.0563,8.6289,0.225,15.2015,0.0009,1.2529
410000,河南省,2018,184.2447,161.1226,0.8584,0.3347,158.7458,1.1837,22.1511,7.94,0.2259,13.9846,0.0006,0.971
410000,河南省,2017,194.7788,172.8821,0.8582,0.3815,170.932,0.7104,21.1152,8.621,0.2044,12.2897,0.0001,0.7815
410000,河南省,2016,189.4888,169.4101,1.1459,0.6505,167.294,0.3197,19.414,5.6704,0.2514,13.4922,,0.6647
410000,河南省,2015,153.2347,140.2587,1.1474,0.4592,138.1863,0.4658,12.6356,3.0606,0.1913,9.3831,0.0006,0.3404
410000,河南省,2014,146.8355,128.0788,0.8343,0.4083,126.2525,0.5837,14.2147,3.0777,0.3043,10.8324,0.0003,4.542
410000,河南省,2013,126.4528,107.5941,0.888,0.4227,105.6384,0.645,18.4507,6.5382,0.4675,11.4428,0.0022,0.408
410000,河南省,2012,104.4283,87.3722,0.941,0.3428,85.2686,0.8198,16.6252,5.2916,0.5952,10.7296,0.0088,0.4309
410000,河南省,2011,80.1527,66.876,0.7838,0.3239,64.73,1.0383,12.8027,5.1074,0.5997,7.0774,0.0182,0.474
410000,河南省,2010,88.9887,70.5657,0.7176,0.3896,67.8297,1.6288,17.9688,7.0133,1.0387,9.89,0.0268,0.4542
410000,河南省,2009,67.3935,54.0865,0.5166,0.2978,51.7562,1.5159,13.0714,4.0438,1.0931,7.8936,0.0409,0.2356
410000,河南省,2008,38.5602,30.8231,0.5583,0.3691,29.2249,0.6708,5.8153,1.2321,0.9932,3.5081,0.0819,1.9218
410000,河南省,2007,32.9443,25.993,0.5034,0.4566,24.5176,0.5154,5.4872,1.07,1.3622,2.9434,0.1116,1.4641
410000,河南省,2006,23.371,18.3188,0.3682,0.348,16.8792,0.7234,4.5445,0.7853,1.0993,2.5386,0.1213,0.5077
410000,河南省,2005,25.2509,18.9176,0.5193,0.8195,15.2878,2.291,5.6256,1.2026,1.2032,2.9639,0.2559,0.7077
410000,河南省,2004,25.5048,17.1865,0.6973,1.2683,12.6276,2.5933,7.6538,2.0856,1.8584,2.9794,0.7304,0.6645
410000,河南省,2003,22.5882,15.7999,0.8662,0.7939,9.9055,4.2343,6.3915,1.0644,2.1501,2.6826,0.4944,0.3968
410000,河南省,2002,16.0587,10.7931,0.6585,0.6054,4.7722,4.757,4.9628,1.2898,1.0287,1.8824,0.7619,0.3028
410000,河南省,2001,,,,,,,,,,,,
410000,河南省,2000,,,,,,,,,,,,
420000,湖北省,2019,98.6056,85.958,0.4707,0.1152,85.3532,0.0189,11.6757,3.5567,0.265,7.8524,0.0016,0.9719
420000,湖北省,2018,101.5161,89.0528,0.6455,0.1383,88.1973,0.0717,11.7819,3.2361,0.2755,8.2695,0.0008,0.6814
420000,湖北省,2017,107.2411,94.8489,0.7007,0.2535,93.712,0.1827,11.8345,3.2345,0.3157,8.2815,0.0028,0.5577
420000,湖北省,2016,106.1481,97.4658,0.5841,0.2595,96.5637,0.0585,8.2228,2.0088,0.3207,5.8877,0.0056,0.4595
420000,湖北省,2015,91.761,85.0305,0.6022,0.3332,83.9814,0.1137,6.3997,1.5138,0.3155,4.5699,0.0005,0.3308
420000,湖北省,2014,77.4351,68.4142,0.6144,0.3319,67.3561,0.1118,8.5841,2.3167,0.5395,5.7271,0.0008,0.4368
420000,湖北省,2013,64.3371,54.8079,0.7973,0.4008,53.477,0.1328,9.0702,2.3116,0.7404,6.0182,,0.459
420000,湖北省,2012,51.5,43.177,0.6957,0.3196,42.0022,0.1595,7.9677,1.6114,0.7313,5.6245,0.0005,0.3553
420000,湖北省,2011,38.8799,32.31,0.5506,0.2073,31.301,0.2511,6.2201,1.404,0.7285,4.0813,0.0063,0.3498
420000,湖北省,2010,42.8549,33.242,0.6542,0.2709,31.9806,0.3363,9.2506,1.8507,1.1559,6.2345,0.0095,0.3623
420000,湖北省,2009,34.5798,26.1863,0.4501,0.2264,25.262,0.2478,8.1983,1.1636,1.1444,5.8802,0.0101,0.1952
420000,湖北省,2008,22.7829,16.0202,0.4458,0.2833,15.2329,0.0582,5.7893,0.8933,1.4577,3.4288,0.0095,0.9734
420000,湖北省,2007,11.6683,9.1424,0.2625,0.1798,8.6844,0.0157,2.2443,0.2901,0.4138,1.5335,0.0069,0.2816
420000,湖北省,2006,14.6613,11.1357,0.3758,0.3185,10.3477,0.0937,3.1446,0.3807,0.5457,2.1912,0.027,0.381
420000,湖北省,2005,11.594,8.5269,0.3361,0.3355,7.7736,0.0817,2.8203,0.3749,0.5542,1.8585,0.0327,0.2468
420000,湖北省,2004,11.2531,8.2605,0.3832,0.5663,7.045,0.266,2.7454,0.3644,0.6562,1.5394,0.1854,0.2472
420000,湖北省,2003,10.089,7.4865,0.3511,0.5147,5.884,0.7367,2.3896,0.2879,0.7535,1.1524,0.1958,0.2129
420000,湖北省,2002,7.6254,4.8874,0.4341,0.4453,3.4379,0.5701,2.573,0.3733,0.9432,1.0906,0.1659,0.165
420000,湖北省,2001,,,,,,,,,,,,
420000,湖北省,2000,,,,,,,,,,,,
430000,湖南省,2019,100.3701,90.6096,0.7296,0.1689,89.681,0.0301,9.2385,1.9231,0.2243,7.0897,0.0014,0.522
430000,湖南省,2018,106.1016,96.1434,0.9411,0.276,94.7773,0.149,9.5219,1.9627,0.202,7.3551,0.0021,0.4363
430000,湖南省,2017,108.733,99.4286,0.9522,0.2963,97.9117,0.2684,8.9517,2.1103,0.2145,6.6265,0.0004,0.3527
430000,湖南省,2016,103.2874,96.1142,0.8074,0.4371,94.6851,0.1846,6.9234,1.179,0.2489,5.4952,0.0003,0.2498
430000,湖南省,2015,85.2575,79.1201,0.5642,0.4955,77.7393,0.3211,5.8998,1.195,0.2178,4.487,,0.2376
430000,湖南省,2014,76.0065,66.8049,0.5991,0.714,65.2976,0.1942,8.7653,2.0181,0.5326,6.2146,,0.4363
430000,湖南省,2013,68.6026,59.3615,0.678,0.7396,57.7015,0.2424,9.0067,1.8496,0.6229,6.5342,,0.2344
430000,湖南省,2012,57.2942,49.0374,0.5068,0.4081,47.8717,0.2508,8.0481,1.2588,0.678,6.1033,0.008,0.2087
430000,湖南省,2011,49.8028,41.5271,0.6123,0.4975,39.9301,0.4872,8.0294,1.7028,0.8406,5.4696,0.0164,0.2463
430000,湖南省,2010,46.9423,37.3824,0.558,0.4819,35.778,0.5645,9.335,1.6609,1.3608,6.3003,0.013,0.2249
430000,湖南省,2009,34.9968,27.8687,0.3745,0.3259,26.7866,0.3817,6.9403,0.8648,1.265,4.7924,0.0181,0.1878
430000,湖南省,2008,13.0574,11.3548,0.2179,0.1758,10.8698,0.0913,1.5623,0.3916,0.2434,0.9149,0.0124,0.1403
430000,湖南省,2007,9.3958,7.9509,0.1527,0.1215,7.5643,0.1124,1.3114,0.2835,0.2937,0.727,0.0072,0.1335
430000,湖南省,2006,9.3087,7.5004,0.1376,0.2579,6.9728,0.1321,1.7027,0.162,0.2127,1.3059,0.0221,0.1056
430000,湖南省,2005,8.6596,6.6973,0.2862,0.4174,5.816,0.1777,1.878,0.2285,0.3565,1.1986,0.0944,0.0843
430000,湖南省,2004,8.6893,6.1443,0.3199,0.4464,5.2689,0.1091,2.4133,0.2922,0.9475,1.1543,0.0193,0.1317
430000,湖南省,2003,9.0878,6.496,0.3768,0.6483,4.8536,0.6173,2.5148,0.1561,1.1219,1.2092,0.0276,0.077
430000,湖南省,2002,7.4021,4.9124,0.3207,0.591,2.6785,1.3222,2.4897,0.14,1.1932,1.0898,0.0667,
430000,湖南省,2001,,,,,,,,,,,,
430000,湖南省,2000,,,,,,,,,,,,
440000,广东省,2019,255.3114,224.566,1.7154,0.23,222.2762,0.3444,29.4836,7.6629,0.5006,21.3088,0.0113,1.2618
440000,广东省,2018,265.6358,234.0606,2.113,0.2461,231.0807,0.6208,30.4714,6.0461,0.3854,23.9207,0.1192,1.1038
440000,广东省,2017,265.4056,238.468,2.3193,0.3107,235.0774,0.7606,26.1083,5.3061,0.4907,20.2968,0.0147,0.8293
440000,广东省,2016,254.7792,231.8246,2.0516,0.3107,228.8289,0.6334,22.4425,3.8879,0.8979,17.6398,0.0169,0.5121
440000,广东省,2015,208.8691,185.6139,2.5912,0.362,182.196,0.4647,22.8041,4.2802,1.3805,17.0923,0.0511,0.4511
440000,广东省,2014,200.3013,176.823,1.5171,0.425,174.4991,0.3818,23.0493,4.1982,1.2294,17.5076,0.1141,0.429
440000,广东省,2013,161.1605,141.2843,1.7791,0.3461,138.6887,0.4704,19.4968,3.8708,1.2019,14.1476,0.2765,0.3794
440000,广东省,2012,136.3639,120.4186,1.6253,0.3216,117.6485,0.8232,15.4984,2.0503,1.0568,12.0393,0.352,0.4469
440000,广东省,2011,137.4512,120.047,2.1917,0.3613,116.2659,1.2281,16.8793,2.6485,1.3141,12.4635,0.4532,0.5249
440000,广东省,2010,131.9362,112.5126,1.695,0.4366,109.0179,1.3631,18.8729,3.1442,1.7078,13.2446,0.7763,0.5507
440000,广东省,2009,95.2382,82.9344,0.995,0.4001,80.864,0.6753,11.861,1.5154,0.8468,9.1314,0.3674,0.4428
440000,广东省,2008,78.1525,68.0855,1.0956,0.4565,66.389,0.1444,8.9086,0.655,0.76,7.2974,0.1962,1.1584
440000,广东省,2007,83.7245,71.4551,1.1914,0.778,69.3647,0.121,10.825,0.7402,0.9736,8.9157,0.1955,1.4444
440000,广东省,2006,69.9251,58.3027,1.2221,0.8671,56.0461,0.1674,10.5655,0.6168,0.9456,8.7729,0.2302,1.0569
440000,广东省,2005,57.2551,46.4614,1.1307,1.109,43.9605,0.2612,9.9308,0.6003,0.9308,8.1083,0.2914,0.8629
440000,广东省,2004,53.5216,41.8911,1.3092,1.7024,38.5814,0.2981,10.5167,0.775,1.2752,8.0982,0.3683,1.1138
440000,广东省,2003,46.0665,35.0588,1.2044,2.0386,31.0997,0.7161,10.118,0.3235,1.6594,7.744,0.3911,0.8897
440000,广东省,2002,33.8634,24.223,0.9094,2.2643,19.3071,1.7422,8.9007,0.2683,1.5001,6.5218,0.6105,0.7397
440000,广东省,2001,,,,,,,,,,,,
440000,广东省,2000,,,,,,,,,,,,
450000,广西壮族自治区,2019,73.3484,62.8569,0.2569,0.0867,62.4922,0.0211,10.116,2.3932,0.1264,7.5964,,0.3755
450000,广西壮族自治区,2018,75.2725,65.7928,0.3743,0.1069,65.2454,0.0662,9.1652,2.393,0.11,6.6621,0.0001,0.3145
450000,广西壮族自治区,2017,71.8637,63.5813,0.3868,0.155,62.9021,0.1374,8.069,2.152,0.1588,5.7581,0.0001,0.2134
450000,广西壮族自治区,2016,62.9869,56.0856,0.4285,0.2124,55.4182,0.0265,6.7273,1.272,0.2152,5.24,0.0001,0.174
450000,广西壮族自治区,2015,51.6058,46.0254,0.3785,0.1632,45.4508,0.0329,5.4334,1.0695,0.1984,4.165,0.0005,0.147
450000,广西壮族自治区,2014,48.4022,41.6071,0.3354,0.1058,41.1117,0.0542,6.6169,1.5935,0.3668,4.6566,,0.1782
450000,广西壮族自治区,2013,44.5913,37.1784,0.3126,0.1078,36.651,0.107,7.209,1.8656,0.6359,4.7075,,0.2039
450000,广西壮族自治区,2012,37.9083,30.8231,0.3199,0.0982,30.2117,0.1933,6.9001,1.3851,0.733,4.7803,0.0017,0.1851
450000,广西壮族自治区,2011,34.8347,28.0018,0.4106,0.1386,27.1761,0.2765,6.6526,1.5157,0.7433,4.3858,0.0078,0.1803
450000,广西壮族自治区,2010,32.8786,25.1726,0.3563,0.1302,24.2815,0.4046,7.5078,2.2183,0.922,4.3257,0.0418,0.1982
450000,广西壮族自治区,2009,26.0073,19.9566,0.3534,0.1515,18.888,0.5637,5.9057,1.3786,0.9552,3.4611,0.1108,0.145
450000,广西壮族自治区,2008,5.7675,4.3645,0.0818,0.0304,4.1538,0.0985,1.2954,0.2737,0.2627,0.7389,0.0201,0.1076
450000,广西壮族自治区,2007,15.1655,10.7158,0.319,0.1983,9.8275,0.371,3.9906,0.8029,0.8251,2.1859,0.1767,0.4591
450000,广西壮族自治区,2006,11.2299,8.2972,0.2275,0.1475,7.4753,0.4469,2.6018,0.4342,0.5176,1.5124,0.1376,0.3309
450000,广西壮族自治区,2005,9.3461,7.0835,0.258,0.1423,6.3485,0.3347,1.9895,0.3062,0.4131,1.2236,0.0466,0.2731
450000,广西壮族自治区,2004,8.0054,5.9144,0.2572,0.1862,5.11,0.361,1.8679,0.4123,0.4229,0.9724,0.0603,0.2231
450000,广西壮族自治区,2003,4.3632,3.3373,0.1653,0.0947,2.5447,0.5326,0.8962,0.1062,0.2257,0.5224,0.0419,0.1297
450000,广西壮族自治区,2002,4.276,2.9774,0.2062,0.1194,1.2035,1.4483,1.1865,0.2619,0.3377,0.484,0.1029,0.1121
450000,广西壮族自治区,2001,,,,,,,,,,,,
450000,广西壮族自治区,2000,,,,,,,,,,,,
460000,海南省,2019,14.4923,12.1376,0.3045,0.0558,11.7629,0.0144,2.2737,0.3361,0.0461,1.8915,,0.081
460000,海南省,2018,16.3517,14.0124,0.2209,0.0455,13.663,0.083,2.2648,0.2605,0.0602,1.944,0.0001,0.0745
460000,海南省,2017,19.2402,16.8424,0.2414,0.0878,16.4361,0.0771,2.3212,0.2941,0.0692,1.9579,,0.0766
460000,海南省,2016,14.8096,13.1381,0.1372,0.0522,12.9396,0.0091,1.5884,0.1553,0.0729,1.3601,0.0001,0.0831
460000,海南省,2015,12.5444,11.2523,0.164,0.046,11.0268,0.0155,1.2499,0.1051,0.0742,1.0704,0.0002,0.0422
460000,海南省,2014,11.7776,10.2255,0.0896,0.048,10.0641,0.0238,1.5025,0.1472,0.1303,1.225,,0.0496
460000,海南省,2013,10.1416,8.5505,0.1347,0.0479,8.3387,0.0292,1.5374,0.1595,0.1516,1.2253,0.001,0.0537
460000,海南省,2012,8.4434,6.9248,0.1865,0.0433,6.6622,0.0328,1.4458,0.1101,0.1222,1.2135,,0.0728
460000,海南省,2011,8.7694,6.9385,0.2069,0.0733,6.5943,0.064,1.7435,0.2135,0.1845,1.3437,0.0018,0.0874
460000,海南省,2010,8.9009,6.9712,0.2232,0.0811,6.5995,0.0674,1.8599,0.2519,0.221,1.3828,0.0042,0.0698
460000,海南省,2009,5.5917,4.3262,0.0966,0.058,4.139,0.0326,1.2209,0.1296,0.1504,0.9343,0.0066,0.0446
460000,海南省,2008,4.4448,3.4745,0.0979,0.0508,3.3128,0.013,0.8951,0.0915,0.0985,0.6986,0.0065,0.0752
460000,海南省,2007,3.6386,2.8913,0.0458,0.0406,2.7956,0.0093,0.6971,0.0619,0.0878,0.5443,0.0031,0.0502
460000,海南省,2006,2.4729,1.9878,0.0363,0.0346,1.8977,0.0192,0.4851,0.0304,0.049,0.403,0.0027,0.0
460000,海南省,2005,2.1384,1.6512,0.0518,0.0309,1.5264,0.0421,0.4565,0.037,0.0459,0.3611,0.0125,0.0307
460000,海南省,2004,1.9926,1.5134,0.1122,0.063,1.3087,0.0295,0.4463,0.0391,0.0649,0.323,0.0193,0.0329
460000,海南省,2003,1.8268,1.3156,0.14,0.0941,1.0414,0.0401,0.4824,0.0518,0.1209,0.2578,0.0519,0.0288
460000,海南省,2002,1.4412,0.9529,0.092,0.1129,0.673,0.075,0.476,0.0511,0.1193,0.2544,0.0512,0.0123
460000,海南省,2001,,,,,,,,,,,,
460000,海南省,2000,,,,,,,,,,,,
500000,重庆市,2019,56.9971,51.6998,0.2356,0.0538,51.3905,0.0199,5.0269,1.5333,0.1291,3.3645,,0.2704
