省份编码,省份,年份,客运量(万人),铁路客运量(万人),国家铁路客运量(万人),地方铁路客运量(万人),合资铁路客运量(万人),公路客运量(万人),水运客运量(万人)
440000,广东省,2004,141747.0,8459.0,7338.0,7.0,1114.0,131435.0,1853
440000,广东省,2003,131199.0,7237.0,6315.0,11.0,911.0,122265.0,1697
440000,广东省,2002,117817.0,7434.0,6542.0,13.0,879.0,108509.0,1874
440000,广东省,2001,115233.0,7213.0,6453.0,26.0,734.0,106093.0,1927
440000,广东省,2000,108529.0,7090.0,6316.0,34.0,739.6,99417.0,2022
450000,广西壮族自治区,2019,47085.4786,11776.915,,,,34539.0,769.5636
450000,广西壮族自治区,2018,47930.8082,11100.0902,,,,36134.0,696.718
450000,广西壮族自治区,2017,48578.2931,9838.3831,,,,38083.0,656.91
450000,广西壮族自治区,2016,48698.5752,8387.5916,,,,39750.0,560.9836
450000,广西壮族自治区,2015,49101.2509,7046.2509,,,,41522.0,533
450000,广西壮族自治区,2014,51904.1236,4769.6106,4769.6106,,,46623.0,511.513
450000,广西壮族自治区,2013,49275.4093,3275.4093,3275.4093,,,45606.0,394
450000,广西壮族自治区,2012,90228.6905,3309.6905,3309.6905,,,86449.0,470
450000,广西壮族自治区,2011,83100.0,3383.0,3383.0,,,79300.0,417
450000,广西壮族自治区,2010,75751.0,3148.0,3081.0,,67.0,72208.0,395
450000,广西壮族自治区,2009,68593.0,2886.0,2814.0,,72.0,65405.0,302
450000,广西壮族自治区,2008,63608.0,2623.0,2568.0,,55.0,60645.0,340
450000,广西壮族自治区,2007,60793.0,2329.0,2284.0,,45.0,57351.0,1113
450000,广西壮族自治区,2006,55705.0,2073.0,2027.0,3.0,43.0,52609.0,1023
450000,广西壮族自治区,2005,51396.0,1773.0,1732.0,9.0,32.0,48740.0,883
450000,广西壮族自治区,2004,48078.0,1639.0,1593.0,21.0,25.0,45578.0,861
450000,广西壮族自治区,2003,42932.0,1623.0,1561.0,39.0,23.0,40524.0,785
450000,广西壮族自治区,2002,45110.0,1801.0,1731.0,48.0,22.0,42459.0,850
450000,广西壮族自治区,2001,43694.0,1919.0,1816.0,85.0,18.0,41020.0,755
450000,广西壮族自治区,2000,42209.0,2122.0,2012.0,89.0,21.3,39321.0,766
460000,海南省,2019,14186.5214,3084.8073,,,,9365.8341,1735.88
460000,海南省,2018,14382.8904,2958.1898,,,,9636.7917,1787.9089
460000,海南省,2017,14659.895,2673.8807,,,,10107.0,1879.0143
460000,海南省,2016,13911.5056,2292.1956,,,,9920.0,1699.31
460000,海南省,2015,13728.0469,1651.0469,,,,10363.0,1714
460000,海南省,2014,14209.7103,1543.4933,1543.4933,,,11042.0,1624.217
460000,海南省,2013,13327.8251,1388.8251,1388.8251,,,10583.0,1356
460000,海南省,2012,47116.8588,1161.8588,1161.8588,,,44374.0,1581
460000,海南省,2011,46224.0,1074.0,1074.0,,,43677.0,1473
460000,海南省,2010,44209.0,84.0,84.0,,,42785.0,1340
460000,海南省,2009,40735.0,68.0,68.0,,,39461.0,1206
460000,海南省,2008,37953.0,65.0,65.0,,,36578.0,1310
460000,海南省,2007,40239.0,46.0,,,46.0,39050.0,1143
460000,海南省,2006,31571.0,23.0,,,23.0,30044.0,1504
460000,海南省,2005,26785.0,24.0,,,24.0,25705.0,1056
460000,海南省,2004,25791.0,16.0,14.0,,2.0,24981.0,794
460000,海南省,2003,24787.0,13.0,13.0,,,24037.0,737
460000,海南省,2002,23612.0,13.0,13.0,,,22979.0,620
460000,海南省,2001,21369.0,12.0,12.0,,,20728.0,629
460000,海南省,2000,19974.0,14.0,14.0,,,19392.0,568
500000,重庆市,2019,60153.2203,8406.8767,,,,50990.0,756.3436
500000,重庆市,2018,60587.4354,7706.7954,,,,52150.0,730.64
500000,重庆市,2017,60521.8612,6349.2512,,,,53307.0,865.61
500000,重庆市,2016,61254.9032,4910.9532,,,,55594.0,749.95
500000,重庆市,2015,62281.6021,3993.6021,,,,57556.0,732
500000,重庆市,2014,68398.86,4056.73,4056.73,,,63630.0,712.13
500000,重庆市,2013,65183.4412,3251.4412,3251.4412,,,61243.0,689
500000,重庆市,2012,156545.3967,3040.3967,3040.3967,,,152249.0,1256
500000,重庆市,2011,140398.0,2934.0,2934.0,,,136142.0,1322
500000,重庆市,2010,126066.0,2664.0,2664.0,,,122125.0,1277
500000,重庆市,2009,113981.0,2605.0,2605.0,,,110150.0,1226
500000,重庆市,2008,106732.0,2474.0,2474.0,,,102680.0,1578
500000,重庆市,2007,76945.0,2263.0,2153.0,,110.0,73316.0,1366
500000,重庆市,2006,61128.0,1528.0,1439.0,,89.0,58179.0,1421
500000,重庆市,2005,63308.0,1332.0,1262.0,,70.0,60588.0,1388
500000,重庆市,2004,63303.0,1166.0,1160.0,,6.0,60833.0,1304
500000,重庆市,2003,58159.0,1069.0,1069.0,,,55673.0,1417
500000,重庆市,2002,61772.0,1214.0,1214.0,,,58512.0,2046
500000,重庆市,2001,59121.0,1322.0,1322.0,,,55742.0,2057
500000,重庆市,2000,56667.0,1257.0,1257.0,,,53170.0,2240
510000,四川省,2019,91668.4011,17351.6303,,,,72387.0,1929.7708
510000,四川省,2018,98568.77,15115.6779,,,,81462.0,1991.0921
510000,四川省,2017,109092.9946,12630.9101,,,,94098.0,2364.0845
510000,四川省,2016,123745.8176,11456.3461,,,,109716.0,2573.4715
510000,四川省,2015,135969.218,9207.218,,,,124014.0,2748
510000,四川省,2014,138273.7086,8905.0956,8905.0956,,,126691.0,2677.613
510000,四川省,2013,134774.7067,8239.7067,8239.7067,,,124145.0,2390
510000,四川省,2012,277611.3395,7997.3395,7997.3395,,,266338.0,3276
510000,四川省,2011,258845.0,13147.0,7639.0,,5507.0,242615.0,3083
510000,四川省,2010,241868.0,8148.0,6988.0,,1160.0,230988.0,2732
510000,四川省,2009,220020.0,5903.0,5903.0,,,211288.0,2829
510000,四川省,2008,204733.0,5939.0,5939.0,,,196055.0,2739
510000,四川省,2007,207174.0,6190.0,5543.0,,647.0,196871.0,4113
510000,四川省,2006,194712.0,5776.0,5206.0,,570.0,184852.0,4084
510000,四川省,2005,168505.0,5212.0,4693.0,,520.0,159450.0,3843
510000,四川省,2004,158608.0,4945.0,4477.0,2.0,466.0,150176.0,3487
510000,四川省,2003,141148.0,4233.0,3812.0,2.0,419.0,133782.0,3133
510000,四川省,2002,143491.0,4890.0,4297.0,11.0,582.0,135609.0,2992
510000,四川省,2001,133268.0,4261.0,3787.0,12.0,462.0,126131.0,2876
510000,四川省,2000,123677.0,4046.0,3660.0,10.0,376.3,117108.0,2523
520000,贵州省,2019,93756.148,7195.948,,,,84255.0,2305.2
520000,贵州省,2018,93024.7344,6760.7344,,,,84053.0,2211
520000,贵州省,2017,91803.3446,5796.4646,,,,83809.0,2197.88
520000,贵州省,2016,89464.114,5169.114,,,,82199.0,2096
520000,贵州省,2015,87540.7631,4900.7631,,,,80621.0,2019
520000,贵州省,2014,86570.7215,4408.8155,4408.8155,,,80231.0,1930.906
520000,贵州省,2013,83435.7836,4321.7836,4321.7836,,,77359.0,1755
520000,贵州省,2012,83526.8701,3901.8701,3901.8701,,,77172.0,2453
520000,贵州省,2011,72428.0,3939.0,3939.0,,,66303.0,2186
520000,贵州省,2010,70819.0,3437.0,3437.0,,,65452.0,1930
520000,贵州省,2009,64918.0,3204.0,3204.0,,,59981.0,1733
520000,贵州省,2008,40725.0,3199.0,3199.0,,,36019.0,1507
520000,贵州省,2007,74440.0,2979.0,2829.0,,150.0,70377.0,1084
520000,贵州省,2006,69270.0,2536.0,2454.0,,81.0,65786.0,948
520000,贵州省,2005,64450.0,2191.0,2142.0,,49.0,61414.0,845
520000,贵州省,2004,58707.0,1855.0,1850.0,,5.0,56077.0,775
520000,贵州省,2003,55074.0,1796.0,1796.0,,,52695.0,583
520000,贵州省,2002,55980.0,1947.0,1947.0,,,53478.0,555
520000,贵州省,2001,54665.0,2017.0,2017.0,,,52154.0,494
520000,贵州省,2000,53116.0,2251.0,2251.0,,,50397.0,468
530000,云南省,2019,38380.5494,6552.6994,,,,30681.0,1146.85
530000,云南省,2018,41484.295,5500.295,,,,34642.0,1342
530000,云南省,2017,44621.5097,4753.5097,,,,38569.0,1299
530000,云南省,2016,46519.0585,4056.0585,,,,41208.0,1255
530000,云南省,2015,48793.5495,3948.5495,,,,43688.0,1157
530000,云南省,2014,49080.0679,3479.0679,3272.3284,206.7395,,44502.0,1099
530000,云南省,2013,47626.3691,3189.3691,3076.9138,112.4553,,43392.0,1045
530000,云南省,2012,48456.3199,2762.3199,2761.7795,0.5404,,44839.0,855
530000,云南省,2011,44963.0,2727.0,2727.0,,,41394.0,842
530000,云南省,2010,39407.0,2446.0,2446.0,,,36230.0,731
530000,云南省,2009,35556.0,2123.0,2123.0,1.0,,32775.0,658
530000,云南省,2008,33906.0,2110.0,2106.0,4.0,,31157.0,639
530000,云南省,2007,45668.0,2156.0,1962.0,26.0,168.0,42913.0,599
530000,云南省,2006,43387.0,1982.0,1764.0,27.0,190.0,40861.0,544
530000,云南省,2005,40792.0,1782.0,1567.0,24.0,190.0,38509.0,501
530000,云南省,2004,38653.0,1739.0,1532.0,26.0,181.0,36502.0,412
530000,云南省,2003,34785.0,1364.0,1245.0,26.0,93.0,33039.0,382
530000,云南省,2002,38435.0,1340.0,1281.0,9.0,50.0,36726.0,369
530000,云南省,2001,39531.0,1351.0,1316.0,,35.0,37909.0,271
530000,云南省,2000,33251.0,1424.0,1422.0,2.0,,31586.0,241
540000,西藏自治区,2019,1364.7746,345.1939,,,,1019.5807,
540000,西藏自治区,2018,1399.4718,352.2794,,,,1047.1924,0
540000,西藏自治区,2017,1319.2201,320.2185,,,,999.0016,0
540000,西藏自治区,2016,1154.7802,265.2935,,,,889.4867,0
540000,西藏自治区,2015,1091.6359,220.6359,,,,871.0,
540000,西藏自治区,2014,1571.3166,163.3166,163.3166,,,1408.0,
540000,西藏自治区,2013,1454.5444,128.5444,128.5444,,,1326.0,0
540000,西藏自治区,2012,3848.7964,109.7964,109.7964,,,3739.0,
540000,西藏自治区,2011,3769.0,110.0,110.0,,,3659.0,
540000,西藏自治区,2010,8165.0,99.0,99.0,,,8066.0,
540000,西藏自治区,2009,7844.0,85.0,85.0,,,7759.0,
540000,西藏自治区,2008,6856.0,70.0,70.0,,,6786.0,
540000,西藏自治区,2007,549.0,89.0,89.0,,,460.0,
540000,西藏自治区,2006,483.0,38.0,38.0,,,445.0,
540000,西藏自治区,2005,385.0,,,,,385.0,
540000,西藏自治区,2004,256.0,,,,,256.0,
540000,西藏自治区,2003,125.0,,,,,125.0,
540000,西藏自治区,2002,128.0,,,,,128.0,
540000,西藏自治区,2001,125.0,,,,,125.0,
540000,西藏自治区,2000,95.0,,,,,95.0,
610000,陕西省,2019,70760.7199,11460.7199,,,,59015.0,285
610000,陕西省,2018,71582.9712,10952.9712,,,,60269.0,361
610000,陕西省,2017,67880.424,8907.924,,,,58579.5,393
610000,陕西省,2016,69820.013,8302.013,,,,61093.0,425
610000,陕西省,2015,69680.2825,7866.2825,,,,61436.0,378
610000,陕西省,2014,74187.8296,7076.8296,7055.3223,,21.5073,66720.0,391
610000,陕西省,2013,70133.3252,6123.3252,6098.8975,,24.4277,63650.0,360
610000,陕西省,2012,111773.2727,5757.2727,5731.8004,,25.4723,105647.0,369
610000,陕西省,2011,107032.0,5614.0,5586.0,,28.0,101062.0,356
610000,陕西省,2010,93171.0,5411.0,5401.0,,10.0,87457.0,303
610000,陕西省,2009,84303.0,5008.0,5005.0,,2.0,79033.0,262
610000,陕西省,2008,76028.0,5218.0,5215.0,,3.0,70566.0,244
610000,陕西省,2007,48772.0,4848.0,4558.0,,291.0,43555.0,369
610000,陕西省,2006,43331.0,4370.0,4127.0,,244.0,38606.0,355
610000,陕西省,2005,38725.0,3601.0,3410.0,,191.0,34780.0,344
610000,陕西省,2004,35350.0,3231.0,3057.0,,174.0,31763.0,356
610000,陕西省,2003,30977.0,2497.0,2435.0,,62.0,28159.0,321
610000,陕西省,2002,31632.0,2670.0,2610.0,,60.0,28663.0,299
610000,陕西省,2001,30408.0,2655.0,2597.0,,58.0,27500.0,253
610000,陕西省,2000,28494.0,2660.0,2605.0,,55.5,25600.0,234
620000,甘肃省,2019,42133.2791,5968.8999,,,,36084.6386,79.7406
620000,甘肃省,2018,42185.4927,5473.4132,,,,36634.3687,77.7108
620000,甘肃省,2017,42637.5673,4467.4735,,,,38079.6938,90.4
620000,甘肃省,2016,41626.2766,3604.2827,,,,37932.0,89.9939
620000,甘肃省,2015,40453.2845,3123.2845,,,,37240.0,90
620000,甘肃省,2014,38985.6684,2672.4874,2672.4874,,,36224.0,89.181
620000,甘肃省,2013,36162.9942,2521.9942,2521.9942,,,33556.0,85
620000,甘肃省,2012,64361.1736,2383.1736,2383.1736,,,61884.0,94
620000,甘肃省,2011,60902.0,2451.0,2451.0,,,58355.0,96
620000,甘肃省,2010,53771.0,2273.0,2273.0,,,51404.0,94
620000,甘肃省,2009,49968.0,2121.0,2121.0,,,47755.0,92
620000,甘肃省,2008,45966.0,1911.0,1911.0,,,43962.0,93
620000,甘肃省,2007,20483.0,1727.0,1681.0,,46.0,18510.0,246
620000,甘肃省,2006,19083.0,1519.0,1505.0,,14.0,17319.0,245
620000,甘肃省,2005,17804.0,1316.0,1316.0,,,16247.0,241
620000,甘肃省,2004,16479.0,1194.0,1194.0,,,15050.0,235
620000,甘肃省,2003,14961.0,989.0,989.0,,,13732.0,240
620000,甘肃省,2002,14725.0,1085.0,1085.0,,,13420.0,220
620000,甘肃省,2001,13900.0,1129.0,1129.0,,,12560.0,211
620000,甘肃省,2000,12904.0,1088.0,1088.0,,,11624.0,192
630000,青海省,2019,6312.7899,1148.3653,,,,5070.5963,93.8283
630000,青海省,2018,6442.7352,1255.8219,,,,5091.6771,95.2362
630000,青海省,2017,6273.8479,1134.4649,,,,5069.6896,69.6934
630000,青海省,2016,5933.5052,994.0699,,,,4873.296,66.1393
630000,青海省,2015,5602.1182,936.1182,,,,4596.0,70
630000,青海省,2014,5444.4768,615.2328,615.2328,,,4769.334,59.91
630000,青海省,2013,4789.9124,591.9124,591.9124,,,4140.0,58
630000,青海省,2012,12692.0893,544.0893,544.0893,,,12100.0,48
630000,青海省,2011,11870.0,520.0,520.0,,,11308.0,42
630000,青海省,2010,10951.0,474.0,474.0,,,10439.0,38
630000,青海省,2009,10071.0,430.0,430.0,,,9603.0,38
630000,青海省,2008,9424.0,407.0,407.0,,,8996.0,21
630000,青海省,2007,5607.0,393.0,393.0,,,5214.0,
630000,青海省,2006,5243.0,353.0,353.0,,,4861.0,29
630000,青海省,2005,4886.0,349.0,349.0,,,4525.0,12
630000,青海省,2004,4568.0,364.0,364.0,,,4193.0,11
630000,青海省,2003,4265.0,395.0,395.0,,,3870.0,
630000,青海省,2002,3977.0,421.0,421.0,,,3556.0,
630000,青海省,2001,3805.0,377.0,377.0,,,3428.0,
630000,青海省,2000,3587.0,337.0,337.0,,,3250.0,
640000,宁夏回族自治区,2019,5753.9087,666.3968,,,,4905.0,182.5119
640000,宁夏回族自治区,2018,6136.8722,653.017,,,,5342.0,141.8552
640000,宁夏回族自治区,2017,7345.4509,650.3709,,,,6518.0,177.08
640000,宁夏回族自治区,2016,8756.6326,658.5855,,,,7910.0,188.0471
640000,宁夏回族自治区,2015,9300.07,661.07,,,,8444.0,195
640000,宁夏回族自治区,2014,9186.3339,656.5379,656.5379,,,8311.0,218.796
640000,宁夏回族自治区,2013,8417.7349,593.7349,593.7349,,,7568.0,256
640000,宁夏回族自治区,2012,16343.4589,535.4589,535.4589,,,15666.0,142
640000,宁夏回族自治区,2011,15104.0,543.0,543.0,,,14440.0,121
640000,宁夏回族自治区,2010,13560.0,539.0,539.0,,,12919.0,102
640000,宁夏回族自治区,2009,12629.0,513.0,513.0,,,12034.0,82
640000,宁夏回族自治区,2008,11868.0,457.0,457.0,,,11363.0,48
640000,宁夏回族自治区,2007,8134.0,382.0,382.0,,,7752.0,
640000,宁夏回族自治区,2006,7548.0,357.0,357.0,,,7191.0,
640000,宁夏回族自治区,2005,7066.0,309.0,309.0,,,6757.0,
640000,宁夏回族自治区,2004,6654.0,295.0,295.0,,,6359.0,
640000,宁夏回族自治区,2003,5856.0,251.0,251.0,,,5605.0,
640000,宁夏回族自治区,2002,6082.0,250.0,250.0,,,5832.0,
640000,宁夏回族自治区,2001,5776.0,251.0,251.0,,,5525.0,
640000,宁夏回族自治区,2000,5497.0,245.0,245.0,,,5252.0,
650000,新疆维吾尔自治区,2019,20276.437,4550.437,,,,15726.0,
650000,新疆维吾尔自治区,2018,21204.2398,3810.2398,,,,17394.0,0
650000,新疆维吾尔自治区,2017,27083.416,3515.416,,,,23568.0,0
650000,新疆维吾尔自治区,2016,32148.0343,3155.0343,,,,28993.0,0
650000,新疆维吾尔自治区,2015,35948.0578,2719.0578,,,,33229.0,
650000,新疆维吾尔自治区,2014,37175.5459,2328.5459,2328.5459,,,34847.0,
650000,新疆维吾尔自治区,2013,40925.8984,2285.8984,2285.8984,,,38640.0,0
650000,新疆维吾尔自治区,2012,38331.3713,2125.3713,2125.3713,,,36206.0,
650000,新疆维吾尔自治区,2011,35130.0,1964.0,1964.0,,,33166.0,
650000,新疆维吾尔自治区,2010,31937.0,1524.0,1524.0,,,30413.0,
650000,新疆维吾尔自治区,2009,29886.0,1345.0,1345.0,,,28541.0,
650000,新疆维吾尔自治区,2008,32793.0,1287.0,1287.0,,,31506.0,
650000,新疆维吾尔自治区,2007,27648.0,1300.0,1300.0,,,26348.0,
650000,新疆维吾尔自治区,2006,25504.0,1226.0,1226.0,,,24278.0,
650000,新疆维吾尔自治区,2005,24309.0,1084.0,1084.0,,,23225.0,
650000,新疆维吾尔自治区,2004,22340.0,985.0,985.0,,,21355.0,
650000,新疆维吾尔自治区,2003,18103.0,852.0,852.0,,,17251.0,
650000,新疆维吾尔自治区,2002,17340.0,919.0,919.0,,,16421.0,
650000,新疆维吾尔自治区,2001,16195.0,928.0,883.0,,45.0,15267.0,
650000,新疆维吾尔自治区,2000,14631.0,1098.0,943.0,,155.2,13533.0,
