省份编码,省份,年份,私人汽车拥有量(万辆),私人载客汽车拥有量(万辆),私人大型载客汽车拥有量(万辆),私人中型载客汽车拥有量(万辆),私人小型载客汽车拥有量(万辆),私人微型载客汽车拥有量(万辆),私人载货汽车拥有量(万辆),私人重型载货汽车拥有量(万辆),私人中型载货汽车拥有量(万辆),私人轻型载货汽车拥有量(万辆),私人微型载货汽车拥有量(万辆),私人其他汽车拥有量(万辆)
330000,浙江省,2011,534.6972,472.8492,0.1379,2.4716,453.9286,16.3111,61.2083,2.9571,4.2611,52.1208,1.8693,0.6397
330000,浙江省,2010,431.52,376.53,0.11,2.46,358.74,15.21,54.46,2.46,4.17,45.63,2.2,0.53
330000,浙江省,2009,332.0479,285.2,0.0984,2.493,268.4699,14.1387,46.4232,1.7832,4.1577,37.8567,2.6256,0.4247
330000,浙江省,2008,258.5485,217.8289,0.0812,2.5232,202.0282,13.1963,40.2638,1.2371,4.1314,31.8877,3.0076,0.4558
330000,浙江省,2007,216.4099,178.2401,0.0709,2.5035,162.7227,12.943,37.7451,1.2556,4.1729,28.9318,3.3848,0.4247
330000,浙江省,2006,172.4083,137.1292,0.0646,2.3726,121.8832,12.8088,34.8918,1.3325,4.1764,25.7514,3.6315,0.3873
330000,浙江省,2005,135.0825,102.6663,0.0689,2.2144,87.8933,12.4897,32.0644,1.2736,4.218,22.2152,4.3576,0.3518
330000,浙江省,2004,102.7935,74.0287,0.0801,1.8933,60.5843,11.471,28.4299,1.0574,4.6037,18.2276,4.5412,0.3349
330000,浙江省,2003,75.8716,53.1358,0.0885,1.6859,39.7425,11.6189,22.4521,0.6921,4.8935,12.6707,4.1958,0.2837
330000,浙江省,2002,52.52,30.92,0.09,1.11,21.36,8.35,21.45,0.51,5.1,11.95,3.89,0.15
330000,浙江省,2001,26.6182,13.0604,,,,,13.5371,,,,,
330000,浙江省,2000,21.18,9.91,,,,,11.25,,,,,
340000,安徽省,2019,794.2598,730.6172,0.0557,0.4374,727.2863,2.8378,61.853,3.5382,1.2815,57.0011,0.0322,1.7896
340000,安徽省,2018,707.625,650.6645,0.0605,0.4279,647.0813,3.0948,55.4111,3.3876,1.2042,50.7639,0.0554,1.5494
340000,安徽省,2017,612.3719,561.5172,0.0663,0.4056,557.7865,3.2588,49.5442,3.1193,1.1893,45.1524,0.0832,1.3105
340000,安徽省,2016,511.4479,464.456,0.0736,0.4946,460.2443,3.6435,45.8238,3.2264,1.3365,41.1291,0.1318,1.1681
340000,安徽省,2015,411.3569,367.0696,0.0837,0.698,362.2767,4.0112,43.2142,3.3303,1.5412,38.1491,0.1936,1.0731
340000,安徽省,2014,335.3969,293.397,0.1175,0.9099,288.4336,3.936,41.0141,3.4309,1.9256,35.4502,0.2074,0.9858
340000,安徽省,2013,274.5685,236.0095,0.0993,1.0435,230.0474,4.8193,37.693,3.15,1.8817,32.4207,0.2406,0.866
340000,安徽省,2012,223.4091,187.6953,0.1191,1.2522,179.817,6.507,34.9549,3.0788,2.1297,29.4492,0.2972,0.7589
340000,安徽省,2011,178.4603,144.792,0.4054,2.2075,135.4964,6.6827,33.0011,3.3522,4.1465,25.1329,0.3695,0.6672
340000,安徽省,2010,136.85,107.82,0.43,2.25,98.85,6.29,28.5,2.81,4.27,21.0,0.43,0.52
340000,安徽省,2009,100.7198,78.2945,0.4478,2.3076,69.5106,6.0285,22.0407,2.1909,4.346,14.9386,0.5652,0.3846
340000,安徽省,2008,73.4598,55.7463,0.4628,2.2775,47.3145,5.6915,17.1625,1.5175,4.3987,10.5468,0.6995,0.551
340000,安徽省,2007,57.2254,41.6278,0.465,2.176,33.5578,5.429,15.1501,1.3565,4.3829,8.6663,0.7444,0.4475
340000,安徽省,2006,44.4169,30.6331,0.4498,2.0268,22.8332,5.3233,13.4075,1.1645,4.2026,7.2116,0.8288,0.3763
340000,安徽省,2005,35.4139,22.9835,0.4396,1.8314,15.4414,5.2711,12.1068,0.953,4.1398,6.0221,0.9919,0.3236
340000,安徽省,2004,27.7836,16.8688,0.4178,1.5393,9.9887,4.923,10.6584,0.7422,3.9682,4.8681,1.0799,0.2564
340000,安徽省,2003,24.677,14.4546,0.5155,1.5575,7.4954,4.8862,10.1029,0.5235,4.2755,4.167,1.1369,0.1195
340000,安徽省,2002,20.92,11.89,0.62,1.23,6.05,4.0,8.8,0.33,4.11,3.49,0.87,0.23
340000,安徽省,2001,17.5988,9.6975,,,,,7.8039,,,,,
340000,安徽省,2000,15.66,7.92,,,,,7.69,,,,,
350000,福建省,2019,590.508,538.0036,0.0376,0.3566,534.6021,3.0073,51.6944,2.7295,1.0495,47.8031,0.1123,0.81
350000,福建省,2018,544.2023,493.5482,0.0374,0.4279,489.6731,3.4098,49.8746,2.7844,1.1684,45.7487,0.1731,0.7795
350000,福建省,2017,491.7209,443.845,0.041,0.4664,439.6505,3.6871,47.1448,2.7181,1.2253,42.9756,0.2258,0.7311
350000,福建省,2016,435.3096,388.6916,0.0462,0.5766,383.4767,4.5921,45.9121,2.7296,1.3933,41.4521,0.3371,0.7059
350000,福建省,2015,377.9473,330.8677,0.0732,0.754,324.6439,5.3966,46.4115,2.789,1.7864,41.4047,0.4314,0.6681
350000,福建省,2014,329.5254,282.3431,0.0858,0.9204,275.6514,5.6855,46.559,2.6378,1.9895,41.4362,0.4955,0.6233
350000,福建省,2013,277.4908,233.783,0.0772,1.0528,226.9122,5.7408,43.1485,2.2614,2.0546,38.2194,0.6131,0.5593
350000,福建省,2012,230.8804,191.3841,0.0795,1.3081,184.2456,5.7509,39.0001,2.077,2.4691,33.8251,0.6289,0.4962
350000,福建省,2011,189.5951,155.0413,0.0789,1.3364,148.1737,5.4523,34.1324,1.8746,2.4986,29.0048,0.7544,0.4214
350000,福建省,2010,151.93,122.57,0.07,1.27,116.24,4.99,29.04,1.56,2.38,24.2,0.9,0.33
350000,福建省,2009,118.1279,94.3872,0.063,1.2041,88.5907,4.5294,23.4951,1.145,2.2723,19.0293,1.0485,0.2456
350000,福建省,2008,91.7365,71.7906,0.0535,1.1349,66.5061,4.0961,19.6629,0.7749,2.2467,15.458,1.1833,0.283
350000,福建省,2007,74.5676,56.4416,0.0639,1.0879,51.3874,3.9024,17.9081,0.7389,2.3363,13.4076,1.4253,0.2179
350000,福建省,2006,56.9852,41.4642,0.0531,0.9812,36.7077,3.7222,15.3818,0.6135,2.1503,10.9414,1.6766,0.1392
350000,福建省,2005,42.0734,29.2894,0.0413,0.8327,25.072,3.3434,12.689,0.5016,1.901,8.3288,1.9576,0.095
350000,福建省,2004,34.1427,21.7712,0.058,0.8422,17.7408,3.1302,12.2833,0.5661,2.2336,7.1715,2.3121,0.0882
350000,福建省,2003,28.776,16.7499,0.0772,0.8896,12.8012,2.9819,11.9459,0.3113,2.7535,6.2485,2.6326,0.0802
350000,福建省,2002,22.83,11.65,0.09,0.88,8.26,2.43,11.11,0.35,2.89,5.18,2.69,0.07
350000,福建省,2001,18.0452,8.1197,,,,,9.861,,,,,
350000,福建省,2000,15.17,6.45,,,,,8.68,,,,,
360000,江西省,2019,537.772,491.4575,0.0182,0.1371,489.3764,1.9258,45.3571,3.8698,2.0416,39.4344,0.0113,0.9574
360000,江西省,2018,478.5236,436.0156,0.0197,0.145,433.7105,2.1404,41.6919,3.3914,2.1365,36.1435,0.0205,0.8161
360000,江西省,2017,412.7544,374.2662,0.0192,0.1573,371.54,2.5497,37.7949,2.8981,2.2513,32.613,0.0325,0.6933
360000,江西省,2016,349.0551,312.7479,0.0261,0.2151,309.7358,2.7709,35.661,2.6327,2.3881,30.5854,0.0548,0.6462
360000,江西省,2015,286.2137,250.406,0.0326,0.34,246.7859,3.2475,35.2045,2.7674,2.6088,29.7469,0.0814,0.6032
360000,江西省,2014,234.173,200.5629,0.0418,0.4093,196.7273,3.3845,33.0404,2.6947,2.6866,27.5684,0.0907,0.5697
360000,江西省,2013,190.7125,160.5742,0.0443,0.5029,156.1501,3.8769,29.6266,2.2988,2.6105,24.6022,0.1151,0.5117
360000,江西省,2012,149.5759,124.7993,0.0382,0.456,120.4049,3.9002,24.3726,1.8493,2.2645,20.1376,0.1212,0.404
360000,江西省,2011,117.1759,95.2587,0.116,0.7092,90.6914,3.7421,21.5165,2.6665,2.8107,15.8642,0.1751,0.4007
360000,江西省,2010,87.38,69.63,0.12,0.62,65.4,3.5,17.43,2.36,2.45,12.39,0.24,0.32
360000,江西省,2009,60.6086,47.6228,0.1189,0.535,43.7954,3.1735,12.7682,1.9836,1.8874,8.5858,0.3114,0.2176
360000,江西省,2008,40.0065,30.6549,0.1242,0.4614,27.2692,2.8001,9.1653,1.6771,1.3698,5.7525,0.3659,0.1863
360000,江西省,2007,30.883,22.7813,0.1336,0.4175,19.5025,2.7277,7.9628,1.7316,1.2008,4.6627,0.3677,0.1389
360000,江西省,2006,23.3659,16.4728,0.1401,0.3838,13.2804,2.6685,6.7899,1.6873,0.9846,3.7133,0.4047,0.1032
360000,江西省,2005,17.5486,11.6564,0.147,0.3469,8.7103,2.4522,5.8119,1.6438,0.8381,2.8845,0.4455,0.0803
360000,江西省,2004,12.612,7.7859,0.1618,0.2999,5.34,1.9842,4.7736,1.6477,0.6256,2.0865,0.4138,0.0525
360000,江西省,2003,10.5933,6.2243,0.2084,0.2301,4.1033,1.6825,4.3292,1.721,0.53,1.7572,0.321,0.0398
360000,江西省,2002,8.75,4.53,0.23,0.15,3.37,0.78,4.18,1.98,0.46,1.62,0.13,0.04
360000,江西省,2001,8.0165,3.2272,,,,,4.7506,,,,,
360000,江西省,2000,5.45,2.05,,,,,3.39,,,,,
370000,山东省,2019,2092.3855,1928.1707,0.4008,1.519,1898.3111,27.9398,159.9526,12.6193,4.1209,143.1064,0.106,4.2622
370000,山东省,2018,1910.2607,1762.6062,0.4846,1.5529,1730.7453,29.8234,144.0905,13.1066,4.4516,126.3916,0.1407,3.564
370000,山东省,2017,1736.3476,1603.018,0.5683,1.572,1569.3982,31.4795,130.1168,12.7966,4.5597,112.5719,0.1886,3.2128
370000,山东省,2016,1550.6456,1429.5595,0.5681,1.5446,1391.2874,36.1594,118.0331,11.9938,4.6792,101.1031,0.257,3.053
370000,山东省,2015,1351.8331,1243.5482,0.545,1.4713,1198.8094,42.7225,105.4128,10.8443,4.6901,89.5116,0.3668,2.8721
370000,山东省,2014,1191.6191,1075.5196,0.8674,2.3233,1028.6705,43.6584,113.3406,13.8845,6.1027,92.9436,0.4098,2.7589
370000,山东省,2013,1039.5464,919.3555,1.0261,3.0358,865.8729,49.4207,117.6425,15.3745,7.2484,94.5738,0.4458,2.5484
370000,山东省,2012,877.5634,767.6789,1.238,3.8328,713.9414,48.6667,107.5469,16.8505,8.3166,81.8583,0.5215,2.3376
370000,山东省,2011,708.5294,607.8674,1.3066,4.6035,556.2058,45.7515,98.5718,18.2745,9.828,69.6877,0.7816,2.0902
370000,山东省,2010,577.11,485.36,1.09,4.35,437.32,42.59,90.03,17.1,9.6,62.26,1.07,1.73
370000,山东省,2009,433.9416,361.3402,0.9402,4.0171,318.0667,38.3162,71.2717,12.7839,8.6945,48.2204,1.5729,1.3297
370000,山东省,2008,315.7225,260.3834,0.7866,3.5514,222.8348,33.2106,51.722,6.049,7.1731,36.5076,1.9923,3.6171
370000,山东省,2007,254.0645,204.8131,0.6812,3.2908,170.437,30.4041,46.4246,5.2464,6.6984,31.9577,2.5221,2.8268
370000,山东省,2006,199.2396,155.2446,0.5726,3.0026,122.8982,28.7712,41.954,4.5922,6.3458,27.6565,3.3595,2.041
370000,山东省,2005,136.0735,97.6878,0.455,2.6583,68.2244,26.3501,37.1898,4.0157,6.0285,23.1739,3.9717,1.1959
370000,山东省,2004,117.1004,82.3491,0.393,2.5737,54.8358,24.5466,33.5567,3.2407,6.1827,19.5022,4.6311,1.1946
370000,山东省,2003,89.8612,60.4932,0.3761,2.3814,35.8988,21.8369,28.4426,2.0574,6.1247,15.5116,4.7489,0.9254
370000,山东省,2002,67.87,42.55,0.39,2.39,22.78,17.0,24.83,1.67,5.93,12.43,4.8,0.49
370000,山东省,2001,47.3679,28.3645,,,,,18.8939,,,,,
370000,山东省,2000,35.91,21.18,,,,,14.65,,,,,
410000,河南省,2019,1471.9546,1356.43,0.0481,0.3883,1343.5531,12.4405,112.3755,10.4618,2.62,99.2166,0.0771,3.1491
410000,河南省,2018,1318.2753,1213.4767,0.0526,0.4321,1200.4224,12.5696,102.1019,10.3054,2.8266,88.8532,0.1167,2.6967
410000,河南省,2017,1155.8334,1061.249,0.0606,0.5048,1048.2447,12.4389,92.2121,9.5708,2.9675,79.5116,0.1622,2.3723
410000,河南省,2016,992.3682,903.9452,0.0842,0.6291,887.6365,15.5954,86.1154,9.4087,3.6187,72.8428,0.2452,2.3076
410000,河南省,2015,836.7319,751.3676,0.1376,0.8439,729.2691,21.117,83.0038,9.9856,4.8698,67.7787,0.3697,2.3605
410000,河南省,2014,775.774,660.0404,1.4881,3.1101,629.0763,26.3659,102.443,15.1485,10.0785,72.13,5.086,13.2906
410000,河南省,2013,580.6383,503.9177,0.2661,1.3196,478.5061,23.8259,74.6189,10.2908,5.7955,58.1261,0.4065,2.1017
410000,河南省,2012,467.8042,400.0846,0.3725,1.7273,374.7246,23.2602,65.829,10.0332,6.5638,48.6998,0.5322,1.8906
410000,河南省,2011,383.6257,322.7056,0.7677,3.3541,296.0097,22.5741,59.2242,9.4164,8.1183,40.8845,0.805,1.6959
410000,河南省,2010,294.76,244.76,0.73,3.17,219.73,21.12,48.67,7.79,7.19,32.76,0.93,1.33
410000,河南省,2009,220.1755,181.3805,0.6963,3.0727,157.9841,19.6274,37.9107,6.1113,6.4745,24.1283,1.1966,0.8843
410000,河南省,2008,162.5781,132.2905,0.674,2.9345,110.5928,18.0892,28.9662,4.3737,5.7323,17.4893,1.3709,1.3214
410000,河南省,2007,132.7021,103.4379,0.7697,2.9261,82.32,17.4221,27.091,4.258,5.8339,15.0412,1.9579,2.1732
410000,河南省,2006,105.5887,80.0733,0.6305,2.7388,60.1521,16.5519,23.6779,3.5703,4.5215,12.7418,2.8443,1.8375
410000,河南省,2005,83.8514,61.4191,0.8332,2.7273,42.268,15.5906,21.8813,3.4281,4.1906,10.7496,3.513,0.551
410000,河南省,2004,64.1019,43.9137,0.6813,2.5175,27.4626,13.2523,19.6452,3.8172,3.4304,8.5404,3.8572,0.543
410000,河南省,2003,57.2027,36.4535,0.8268,2.6544,21.0088,11.9635,20.2688,4.3248,4.0768,7.7757,4.0915,0.4804
410000,河南省,2002,48.53,28.53,0.98,2.75,15.09,9.72,19.64,4.69,2.83,8.59,3.53,0.36
410000,河南省,2001,39.2399,24.3036,,,,,14.6862,,,,,
410000,河南省,2000,34.93,21.43,,,,,13.35,,,,,
420000,湖北省,2019,772.3529,708.2548,0.036,0.359,706.1939,1.6659,62.0493,8.7219,3.8032,49.4985,0.0257,2.0488
420000,湖北省,2018,690.7919,633.3079,0.0385,0.4184,631.0684,1.7826,55.8088,7.6314,3.8914,44.2528,0.0332,1.6752
420000,湖北省,2017,605.6677,554.3501,0.0432,0.4992,551.9082,1.8995,49.8195,6.5158,3.8755,39.3885,0.0397,1.4981
420000,湖北省,2016,519.6916,470.4592,0.065,0.7161,467.3508,2.3273,47.8375,6.3829,4.2652,37.1362,0.0532,1.3949
420000,湖北省,2015,428.3095,379.6713,0.077,0.9106,375.6253,3.0584,47.3513,5.9388,4.6463,36.6776,0.0886,1.2869
420000,湖北省,2014,349.643,300.605,0.0951,1.367,295.8819,3.261,47.8775,5.9171,5.3504,36.4149,0.1951,1.1605
420000,湖北省,2013,282.9367,236.6962,0.1011,1.4652,231.537,3.5929,45.2886,5.1217,5.5626,34.2569,0.3474,0.9519
420000,湖北省,2012,227.4544,186.1548,0.1258,1.627,180.9214,3.4806,40.506,4.5874,6.0633,29.7343,0.121,0.7936
420000,湖北省,2011,185.3771,147.3193,0.284,2.1316,141.5718,3.3319,37.3852,4.0982,7.5858,25.3991,0.3021,0.6726
420000,湖北省,2010,148.65,115.37,0.29,2.13,109.88,3.07,32.75,3.33,7.29,21.69,0.44,0.53
420000,湖北省,2009,113.2643,86.5582,0.3078,2.0399,81.4495,2.761,26.3129,2.513,6.7266,16.5011,0.5722,0.3932
420000,湖北省,2008,83.2991,62.9791,0.312,1.9079,58.2466,2.5126,19.7129,1.4366,6.0116,11.5272,0.7375,0.6071
420000,湖北省,2007,66.37,49.2974,0.2905,1.7375,44.8267,2.4427,16.6099,1.2195,5.414,9.0701,0.9063,0.4627
420000,湖北省,2006,52.366,38.0005,0.2842,1.5873,33.76,2.369,14.3655,1.0203,5.0005,7.1945,1.1502,0.0
420000,湖北省,2005,43.4742,29.7095,0.3312,1.498,25.626,2.2543,13.5352,0.8766,4.8985,5.8814,1.8787,0.2295
420000,湖北省,2004,35.1768,22.8659,0.3494,1.3604,19.0737,2.0824,12.1284,0.699,4.6202,4.7127,2.0965,0.1825
420000,湖北省,2003,29.4395,18.1944,0.3668,1.3166,14.5428,1.9682,11.1123,0.4366,4.5627,4.0925,2.0205,0.1328
420000,湖北省,2002,22.69,12.77,0.37,1.26,9.9,1.24,9.82,0.3,4.09,3.43,2.0,0.1
420000,湖北省,2001,17.2574,9.4631,,,,,7.7008,,,,,
420000,湖北省,2000,14.72,7.6,,,,,7.08,,,,,
430000,湖南省,2019,807.9589,738.1844,0.0618,0.5713,734.8967,2.6546,67.8239,11.3568,4.0109,52.4238,0.0324,1.9506
430000,湖南省,2018,722.337,658.419,0.0777,0.6727,654.8504,2.8182,62.1675,10.1611,4.175,47.7896,0.0418,1.7505
430000,湖南省,2017,630.4197,572.9446,0.089,0.7345,569.137,2.9841,55.8998,8.7961,4.2859,42.7668,0.051,1.5753
430000,湖南省,2016,544.1621,485.1198,0.1131,0.9358,480.4172,3.6537,57.6264,8.718,5.208,43.6162,0.0842,1.4159
430000,湖南省,2015,457.7872,399.9636,0.1186,1.0923,393.5348,5.2179,56.5071,8.2219,5.6004,42.5613,0.1235,1.3165
430000,湖南省,2014,384.7112,328.4163,0.1342,1.2565,321.7845,5.2411,55.1402,7.642,6.0389,41.3196,0.1397,1.1547
430000,湖南省,2013,318.4871,266.9401,0.1303,1.3293,260.0491,5.4314,50.6096,6.6974,6.5072,37.2531,0.1519,0.9374
430000,湖南省,2012,261.5879,213.4338,0.1686,1.7546,205.885,5.6256,47.3031,6.2188,8.1803,32.7388,0.1652,0.851
430000,湖南省,2011,212.8859,168.2056,0.3536,1.9968,160.4058,5.4494,43.9368,5.9891,10.0116,27.7547,0.1814,0.7435
430000,湖南省,2010,169.24,130.65,0.36,1.96,123.35,4.98,38.04,4.98,9.66,23.2,0.19,0.56
430000,湖南省,2009,128.1668,96.6243,0.3589,1.9247,89.8517,4.489,31.1574,4.0108,8.9414,17.9715,0.2337,0.3851
430000,湖南省,2008,93.6297,67.0322,0.7617,2.0657,59.9522,4.2526,24.8631,3.0435,7.8716,13.6785,0.2695,1.7344
430000,湖南省,2007,74.1823,50.8434,0.518,1.49,44.9531,3.8823,22.0481,2.7743,7.9742,10.9962,0.3034,1.2908
430000,湖南省,2006,58.8333,38.5089,0.3841,1.4034,33.0691,3.6523,19.7982,2.493,7.5733,9.3638,0.3681,0.5262
430000,湖南省,2005,48.1907,29.6145,0.4275,1.3273,24.5083,3.3514,18.4462,2.3142,7.3357,8.1956,0.6007,0.13
430000,湖南省,2004,41.5955,22.5451,0.5142,1.1316,17.833,3.0663,18.8976,2.3144,7.7861,7.393,1.4041,0.1528
430000,湖南省,2003,36.0076,19.1374,0.455,0.9306,14.5526,3.1992,16.7494,2.0483,7.0698,6.5305,1.1008,0.1208
430000,湖南省,2002,30.72,15.12,0.56,0.51,11.43,2.62,15.59,2.2,6.51,5.73,1.15,
430000,湖南省,2001,27.9505,13.0471,,,,,14.8506,,,,,
430000,湖南省,2000,25.98,11.73,,,,,14.2,,,,,
440000,广东省,2019,2037.1539,1900.5316,0.21,1.7132,1892.2645,6.3439,133.8558,9.3615,5.1192,117.5826,1.7925,2.7665
440000,广东省,2018,1861.1085,1733.6514,0.2878,2.1179,1724.7124,6.5333,124.9399,9.1904,5.4215,108.2873,2.0407,2.5172
440000,广东省,2017,1678.992,1560.6481,0.3623,2.7339,1550.7223,6.8296,116.0972,8.7829,5.6775,99.3646,2.2722,2.2467
440000,广东省,2016,1485.1736,1370.057,0.4353,3.4313,1358.5488,7.6416,112.9603,8.5214,6.2682,95.4765,2.6942,2.1563
440000,广东省,2015,1292.6823,1181.2887,0.5249,4.3486,1166.6666,9.7486,109.3159,8.0649,6.7517,91.3283,3.171,2.0777
440000,广东省,2014,1149.8335,1033.4206,0.9985,8.1674,1013.0607,11.194,114.4734,8.3589,8.8268,94.0984,3.1893,1.9395
440000,广东省,2013,995.9311,881.56,1.1359,10.5264,858.0606,11.8371,112.5548,7.7017,9.9396,91.8508,3.0627,1.8163
440000,广东省,2012,863.462,754.9628,1.3031,11.964,729.9567,11.739,106.8148,7.4982,11.1802,85.245,2.8914,1.6844
440000,广东省,2011,745.3746,645.0009,1.1636,12.0318,620.8029,11.0026,98.8557,6.99,10.7623,78.2545,2.8489,1.518
440000,广东省,2010,628.12,536.79,1.01,11.92,513.99,9.87,90.06,6.32,10.09,70.97,2.68,1.27
440000,广东省,2009,516.1065,435.5117,0.8861,11.793,414.2548,8.5778,79.6171,5.2419,9.2735,62.7352,2.3665,0.9777
440000,广东省,2008,435.1433,360.1602,0.8167,11.5475,339.9199,7.8761,73.5065,4.1725,9.0624,57.8923,2.3793,1.4766
440000,广东省,2007,371.6279,298.4234,0.7011,11.3158,278.7286,7.6779,71.9761,4.6396,9.7069,55.0059,2.6237,1.2284
440000,广东省,2006,303.2534,234.0136,0.6721,10.968,214.9508,7.4227,68.276,4.8012,10.0622,50.4543,2.9583,0.9638
440000,广东省,2005,251.6047,183.3956,0.7471,10.7923,164.759,7.0972,67.3324,5.8815,10.4019,47.6585,3.3905,0.8767
440000,广东省,2004,200.1258,142.6345,0.5881,9.8645,125.6792,6.5027,56.7305,4.2474,8.8986,40.3507,3.2338,0.7608
440000,广东省,2003,160.7232,107.6428,0.4842,8.746,92.7614,5.6512,52.5864,4.2093,8.134,37.3802,2.8629,0.494
440000,广东省,2002,132.53,79.67,0.57,6.82,68.15,4.13,52.5,7.35,6.17,36.73,2.25,0.35
440000,广东省,2001,105.689,55.2597,,,,,50.169,,,,,
440000,广东省,2000,87.93,44.5,,,,,43.27,,,,,
450000,广西壮族自治区,2019,613.3993,553.0417,0.0309,0.3905,548.7988,3.8215,58.9899,8.4909,3.4717,46.9071,0.1202,1.3677
450000,广西壮族自治区,2018,531.7386,478.1924,0.0325,0.4388,473.5745,4.1466,52.3613,7.41,3.7995,40.9339,0.2179,1.1849
450000,广西壮族自治区,2017,450.6092,402.742,0.0287,0.4748,397.6709,4.5676,46.8328,6.4916,4.016,36.0102,0.315,1.0344
450000,广西壮族自治区,2016,375.8117,332.7699,0.0244,0.4102,326.8651,5.4702,42.1059,5.5103,3.7105,32.4516,0.4335,0.9359
450000,广西壮族自治区,2015,314.119,274.2788,0.0248,0.3975,267.0577,6.7988,38.9878,5.1019,3.8336,29.4748,0.5775,0.8524
450000,广西壮族自治区,2014,266.8735,229.1552,0.0376,0.5557,221.1274,7.4345,36.8875,5.1811,4.1353,26.9556,0.6155,0.8308
450000,广西壮族自治区,2013,223.0139,187.3129,0.104,0.8775,177.9063,8.4251,34.934,5.4256,4.8002,24.0631,0.6451,0.767
450000,广西壮族自治区,2012,177.4208,146.9409,0.1266,0.85,137.7778,8.1865,29.9138,4.7335,4.5476,19.9624,0.6703,0.5661
450000,广西壮族自治区,2011,140.4049,115.4022,0.117,0.7331,106.5949,7.9572,24.5744,3.8511,4.0237,15.9754,0.7242,0.4283
450000,广西壮族自治区,2010,108.33,88.01,0.12,0.63,79.59,7.67,20.0,3.14,3.61,12.49,0.77,0.32
450000,广西壮族自治区,2009,80.3444,64.8333,0.1201,0.5541,56.8765,7.2826,15.306,2.3627,3.0699,9.0516,0.8218,0.2051
450000,广西壮族自治区,2008,58.5316,46.6334,0.1248,0.489,39.3023,6.7173,11.6486,1.611,2.6614,6.5346,0.8416,0.2496
450000,广西壮族自治区,2007,46.2758,36.2009,0.1368,0.4535,29.2883,6.3223,9.8981,1.4607,2.5133,5.1396,0.7845,0.1768
450000,广西壮族自治区,2006,36.0253,27.5678,0.1462,0.4399,21.0415,5.9402,8.3371,1.2787,2.2656,3.9796,0.8132,0.1204
450000,广西壮族自治区,2005,29.6209,21.0716,0.1869,0.4458,14.9419,5.497,8.45,1.1884,2.36,3.2994,1.6022,0.0993
450000,广西壮族自治区,2004,23.3947,15.4635,0.2086,0.4402,9.7839,5.0308,7.8732,1.0837,2.3071,2.7915,1.6909,0.058
450000,广西壮族自治区,2003,21.825,13.1372,0.3182,0.5025,6.3748,5.9417,8.61,1.168,2.5839,2.2913,2.5668,0.0778
450000,广西壮族自治区,2002,16.28,9.34,0.34,0.65,3.56,4.79,6.89,0.86,2.21,1.96,1.86,0.04
450000,广西壮族自治区,2001,12.7783,6.3042,,,,,6.444,,,,,
450000,广西壮族自治区,2000,13.27,6.03,,,,,7.2,,,,,
460000,海南省,2019,117.9078,105.0849,0.0155,0.1186,104.6121,0.3387,12.5774,0.8621,0.9084,10.8005,0.0064,0.2455
460000,海南省,2018,109.662,97.3366,0.0204,0.141,96.8047,0.3705,12.0858,0.8762,0.9673,10.2319,0.0104,0.2396
460000,海南省,2017,97.9363,86.2908,0.0332,0.1638,85.6866,0.4072,11.4146,0.8346,0.9883,9.5766,0.0151,0.2309
460000,海南省,2016,82.8745,71.8729,0.0429,0.1757,71.1926,0.4617,10.7864,0.748,1.0312,8.9877,0.0195,0.2152
460000,海南省,2015,70.6935,60.3311,0.0558,0.2091,59.546,0.5202,10.1644,0.6806,1.0354,8.4221,0.0263,0.198
460000,海南省,2014,61.6541,51.0853,0.0665,0.2382,50.2484,0.5322,10.3773,0.6999,1.0955,8.5535,0.0284,0.1915
460000,海南省,2013,51.4045,41.6665,0.0951,0.294,40.7586,0.5188,9.5682,0.6771,1.1164,7.7457,0.029,0.1698
460000,海南省,2012,42.681,33.9046,0.1357,0.3284,32.9511,0.4894,8.6159,0.7269,1.1251,6.7298,0.0341,0.1605
460000,海南省,2011,35.5094,27.6503,0.1509,0.3248,26.7167,0.4579,7.7254,0.7756,1.1948,5.7043,0.0507,0.1337
460000,海南省,2010,28.09,21.57,0.11,0.3,20.77,0.39,6.42,0.7,1.03,4.62,0.07,0.1
460000,海南省,2009,20.7089,15.5767,0.0995,0.2651,14.8867,0.3254,5.0619,0.5998,0.8453,3.5096,0.1072,0.0703
460000,海南省,2008,16.2006,11.8263,0.0961,0.2356,11.2029,0.2917,4.2891,0.5872,0.7572,2.809,0.1357,0.0852
460000,海南省,2007,12.7363,8.7924,0.0952,0.2076,8.2119,0.2777,3.8817,0.6299,0.7479,2.3335,0.1704,0.0622
460000,海南省,2006,9.7546,6.3305,0.0861,0.1841,5.7957,0.2646,3.4241,0.6368,0.6791,1.9109,0.1973,
460000,海南省,2005,7.6655,4.6302,0.0916,0.1701,4.1288,0.2397,2.9936,0.635,0.5952,1.53,0.2334,0.0417
460000,海南省,2004,6.0575,3.2306,0.0902,0.1471,2.802,0.1913,2.7894,0.6197,0.6346,1.3074,0.2277,0.0375
460000,海南省,2003,4.7776,2.2977,0.1245,0.0899,2.0802,0.0031,2.4522,0.9222,0.1665,1.3358,0.0277,0.0277
460000,海南省,2002,3.56,1.48,0.09,0.06,1.27,0.06,2.06,0.76,0.13,1.11,0.05,0.03
460000,海南省,2001,2.1394,0.8448,,,,,1.2774,,,,,
460000,海南省,2000,2.85,0.97,,,,,1.87,,,,,
