省份编码,省份,年份,民用汽车拥有量(万辆),民用载客汽车拥有量(万辆),民用大型载客汽车拥有量(万辆),民用中型载客汽车拥有量(万辆),民用小型载客汽车拥有量(万辆),民用微型载客汽车拥有量(万辆),民用载货汽车拥有量(万辆),民用重型载货汽车拥有量(万辆),民用中型载货汽车拥有量(万辆),民用轻型载货汽车拥有量(万辆),民用微型载货汽车拥有量(万辆),民用其他汽车拥有量(万辆),机动车驾驶员人数(万人),汽车驾驶员人数(万人)
310000,上海市,2001,55.0073,37.1946,,,,,15.9816,,,,,1.84,168.2795,135.4594
310000,上海市,2000,49.19,32.69,,,,,14.38,,,,,2.12,149.44,112.58
320000,江苏省,2019,1912.6648,1777.8933,11.5196,3.9492,1753.7154,8.7091,126.0241,50.2322,11.1817,64.5753,0.0349,8.7474,2967.469,2801.5192
320000,江苏省,2018,1776.5728,1652.1036,11.5282,4.2482,1626.5741,9.7531,116.2403,46.3355,11.3678,58.4837,0.0533,8.2289,2873.4313,2641.8297
320000,江苏省,2017,1612.8172,1499.7212,11.1378,4.6305,1473.8852,10.0677,105.6452,42.4115,11.4575,51.7026,0.0736,7.4508,2732.3789,2476.8372
320000,江苏省,2016,1427.9145,1326.7338,10.7571,5.1274,1299.7427,11.1066,94.1706,37.4462,10.8904,45.731,0.103,7.0101,2568.2695,2284.676
320000,江苏省,2015,1240.9085,1143.5703,10.0289,6.166,1114.6267,12.7487,90.386,35.5649,11.4178,43.2686,0.1347,6.9522,2385.616,2072.4977
320000,江苏省,2014,1095.4461,991.1322,9.532,8.2924,956.3648,16.943,97.1682,36.329,14.8569,45.8214,0.1609,7.1457,2191.962,1844.3005
320000,江苏省,2013,944.3483,840.5278,9.2629,9.6904,801.718,19.8565,96.79,34.3494,17.1228,45.1444,0.1734,7.0305,2023.2875,1636.3289
320000,江苏省,2012,802.1982,706.2709,8.8943,10.5406,666.2605,20.5755,89.2911,30.2925,17.812,40.9841,0.2025,6.6362,1880.7136,1458.7061
320000,江苏省,2011,675.1759,586.5894,8.3487,10.8295,547.3763,20.0349,82.392,26.9745,18.5231,36.6285,0.2659,6.1945,1701.4538,1243.3073
320000,江苏省,2010,550.8,472.78,7.58,10.66,435.37,19.17,72.5,21.77,18.3,32.07,0.36,5.52,1531.46,1045.89
320000,江苏省,2009,436.8091,370.5753,6.831,11.0286,333.8308,18.8849,61.2318,15.6175,17.9293,27.1498,0.5352,5.002,1460.9515,912.0304
320000,江苏省,2008,349.5052,291.745,6.2072,10.9016,256.6291,18.0071,49.8207,8.33,17.3252,23.4881,0.6774,7.9395,1340.0373,790.2083
320000,江苏省,2007,296.3091,241.4944,5.6484,10.9192,207.1799,17.7469,47.9928,7.3859,17.7282,22.0611,0.8176,6.8219,1222.9272,689.0406
320000,江苏省,2006,240.8044,190.7262,5.0828,10.445,157.8008,17.3976,44.8951,5.852,17.6156,20.3211,1.1064,5.1831,1064.322,587.7954
320000,江苏省,2005,192.251,144.6337,4.5357,9.7227,113.7915,16.5838,43.346,5.1117,18.0311,18.4777,1.7255,4.2713,978.7871,395.378
320000,江苏省,2004,161.1895,113.0889,4.2628,9.3927,83.6317,15.8017,44.3575,4.4972,19.7536,17.4467,2.66,3.7431,880.5761,342.2204
320000,江苏省,2003,131.7673,87.3299,4.0443,8.761,59.4901,15.0345,41.7861,3.2929,19.7426,15.8833,2.8673,2.6513,814.5604,257.7664
320000,江苏省,2002,104.5,65.17,3.72,7.83,41.1,12.53,37.39,2.63,18.47,13.38,2.92,1.93,729.71,234.69
320000,江苏省,2001,87.1191,50.1845,,,,,34.9306,,,,,2.01000000000001,676.7645,181.743
320000,江苏省,2000,74.51,41.16,,,,,31.47,,,,,1.88000000000001,623.13,156.15
330000,浙江省,2019,1661.2669,1508.3021,7.4983,3.1984,1487.5509,10.0545,147.4716,25.8393,3.8975,117.2328,0.502,5.4932,2328.6,2231.0633
330000,浙江省,2018,1532.95,1391.3234,7.3546,3.4237,1369.6371,10.908,136.7849,23.2815,4.137,108.6609,0.7055,4.8417,2201.7418,2097.5217
330000,浙江省,2017,1395.8016,1266.8371,7.0257,3.6304,1244.9052,11.2758,124.5274,20.2677,4.1684,99.1791,0.9122,4.4371,2077.7093,1962.5862
330000,浙江省,2016,1257.3526,1140.3051,6.6401,3.8424,1117.7844,12.0382,112.8714,17.2635,4.0419,90.4049,1.1611,4.1761,1939.8278,1814.3538
330000,浙江省,2015,1120.582,1012.4578,6.207,4.123,988.8054,13.3224,103.9966,15.2831,3.9049,83.3777,1.4309,4.1276,1776.0872,1632.0563
330000,浙江省,2014,1012.0472,895.9921,6.3294,5.669,869.2178,14.7759,111.562,15.5763,6.1783,88.3194,1.488,4.4931,1583.0542,1422.0871
330000,浙江省,2013,901.9925,785.0003,6.3987,6.8415,753.8323,17.9278,112.3643,14.7373,8.0793,88.02,1.5277,4.6279,1422.2312,1242.4429
330000,浙江省,2012,773.559,664.084,5.9958,7.0012,633.0596,18.0274,105.0189,12.8766,9.2048,81.1633,1.7742,4.4561,1318.6636,1114.4918
330000,浙江省,2011,656.7959,555.5814,5.6427,7.1546,525.3722,17.4119,96.9984,11.6291,9.5009,73.5987,2.2697,4.2161,1197.4909,962.5486
330000,浙江省,2010,542.05,450.83,5.3,7.28,421.93,16.33,87.29,9.65,9.43,65.48,2.72,3.93,1086.94,824.22
330000,浙江省,2009,431.7282,351.4725,4.9253,7.4668,323.7303,15.3501,76.646,7.2049,9.5824,56.4825,3.3762,3.6097,997.3429,716.1639
330000,浙江省,2008,352.835,280.407,4.6233,7.6606,253.6029,14.5202,66.9033,3.5681,9.8705,49.5846,3.8801,5.5247,920.4589,631.3744
330000,浙江省,2007,301.6066,232.9315,4.1905,7.7143,206.61,14.4167,63.8139,3.4684,10.0624,45.8917,4.3914,4.8612,845.0862,554.2299
330000,浙江省,2006,248.3581,184.467,3.8756,7.5553,158.5484,14.4877,59.7414,3.384,10.0344,41.5252,4.7978,4.1497,770.5358,485.0394
330000,浙江省,2005,202.9197,143.5115,3.5221,7.2835,118.3356,14.3703,55.9043,3.0735,10.1618,36.753,5.916,3.5039,694.5515,431.1933
330000,浙江省,2004,162.3412,107.481,3.1174,6.6111,84.2732,13.4793,51.8642,2.5186,11.1474,31.6325,6.5657,2.996,617.0468,357.0475
330000,浙江省,2003,135.8209,84.8444,2.9403,6.4204,61.4924,13.9913,48.2999,1.8653,13.7543,26.0371,6.6432,2.6766,549.2026,277.367
330000,浙江省,2002,107.83,58.78,2.78,5.67,39.52,10.81,46.97,1.41,13.8,25.4,6.36,2.07,456.08,199.36
330000,浙江省,2001,85.5642,42.6109,,,,,41.4042,,,,,1.55,413.5883,392.7334
330000,浙江省,2000,68.06,32.32,,,,,34.46,,,,,1.28,338.29,318.7
340000,安徽省,2019,907.8296,781.8586,5.6774,2.4736,770.7187,2.9889,121.5185,41.3896,3.1702,76.9221,0.0366,4.4525,1619.0938,1534.9306
340000,安徽省,2018,814.202,698.4472,5.43,2.5224,687.232,3.2628,111.8662,38.6482,2.962,70.1929,0.0631,3.8886,1504.974,1407.9733
340000,安徽省,2017,708.9341,605.7912,5.0966,2.4956,594.785,3.414,99.7919,34.7428,2.8792,62.0737,0.0962,3.351,1392.4326,1281.4458
340000,安徽省,2016,600.8115,505.8831,4.654,2.5308,494.9122,3.7861,91.8612,31.8511,3.1822,56.6706,0.1573,3.0672,1261.5703,1135.5243
340000,安徽省,2015,498.703,408.1562,4.4097,2.69,396.8348,4.2217,87.5638,30.3728,3.6759,53.2816,0.2335,2.983,1121.8189,977.4453
340000,安徽省,2014,422.4602,333.3663,4.5446,2.9252,321.7512,4.1453,86.1548,30.3398,4.8538,50.7076,0.2536,2.9391,1007.5342,844.1228
340000,安徽省,2013,358.7375,275.8362,4.2357,3.0452,263.2556,5.2997,79.9354,27.0501,5.0184,47.5666,0.3003,2.9659,914.084,731.0208
340000,安徽省,2012,303.1334,225.9818,3.9071,3.2899,211.4626,7.3222,74.2279,24.0622,5.9464,43.8445,0.3748,2.9237,852.283,650.4674
340000,安徽省,2011,258.6242,181.3283,4.1562,4.8789,164.6645,7.6287,74.5064,24.2666,11.3555,38.4102,0.4741,2.7895,769.5788,555.166
340000,安徽省,2010,209.81,140.99,3.82,4.94,124.91,7.31,66.34,20.24,12.41,33.12,0.56,2.48,692.42,475.65
340000,安徽省,2009,167.3613,108.3802,3.6269,4.9847,92.6095,7.1591,56.6023,15.9175,13.1486,26.7791,0.7571,2.3788,610.4001,411.1726
340000,安徽省,2008,134.8878,83.2714,3.4633,4.9152,67.9594,6.9335,44.3653,8.3297,13.5888,21.5038,0.943,7.2511,555.096,364.6355
340000,安徽省,2007,113.4234,66.7781,3.2796,4.6892,51.986,6.8233,40.5826,7.3111,13.6357,18.6065,1.0293,6.0627,506.6894,328.0771
340000,安徽省,2006,94.6136,53.5193,3.0925,4.4294,39.0944,6.903,36.4504,6.1023,13.0587,16.095,1.1944,4.6439,443.8934,293.6298
340000,安徽省,2005,80.4952,43.6372,2.8682,4.1035,29.6182,7.0473,33.2139,5.0923,12.8584,13.7395,1.5237,3.6441,439.7252,258.3994
340000,安徽省,2004,68.2837,35.5069,2.601,3.641,22.4677,6.7972,29.8293,4.2057,12.3804,11.4381,1.8051,2.9475,326.5809,225.6896
340000,安徽省,2003,64.7311,31.9195,2.9206,3.9458,18.4176,6.6355,30.1701,3.5273,13.615,10.8186,2.2092,2.6415,308.2328,163.7882
340000,安徽省,2002,54.66,26.73,2.68,2.7,15.91,5.44,25.86,2.2,12.72,9.36,1.58,2.07,206.39,170.87
340000,安徽省,2001,45.1711,21.5512,,,,,23.0242,,,,,0.600000000000001,202.3312,170.6565
340000,安徽省,2000,38.67,18.79,,,,,19.23,,,,,0.650000000000002,147.69,94.14
350000,福建省,2019,680.3273,598.3444,3.5619,2.2012,589.3693,3.212,79.3208,14.0999,2.0085,63.0946,0.1178,2.6621,1342.7357,1105.6464
350000,福建省,2018,622.8185,545.6288,3.5682,2.3568,536.0949,3.6089,74.7687,13.004,2.1243,59.46,0.1804,2.421,1259.9981,1017.3717
350000,福建省,2017,557.0109,486.4625,3.3241,2.5037,476.7594,3.8753,68.3473,11.5143,2.1236,54.4741,0.2353,2.2011,1184.8528,931.7647
350000,福建省,2016,493.6388,427.1132,3.2201,2.6919,416.4053,4.7959,64.4292,10.2384,2.37,51.4666,0.3542,2.0964,1102.0516,838.8592
350000,福建省,2015,435.3735,367.7895,3.1511,3.0037,356.0075,5.6272,65.4994,10.3154,3.1005,51.6264,0.4571,2.0846,1014.5201,743.5776
350000,福建省,2014,386.6043,318.0576,2.8833,3.2621,305.9603,5.9519,66.4812,10.2045,3.4816,52.2174,0.5777,2.0655,981.1911,666.6512
350000,福建省,2013,332.974,268.5948,2.8376,3.4761,256.2331,6.048,62.36,9.171,3.7363,48.7858,0.6669,2.0192,876.7738,586.1489
350000,福建省,2012,283.9201,224.4527,2.8079,3.8936,211.6229,6.1283,57.487,8.2234,4.5452,44.0384,0.68,1.9804,818.1573,533.8719
350000,福建省,2011,239.9278,186.3029,2.6795,4.0178,173.7509,5.8547,51.7735,7.5986,4.7773,38.5704,0.8272,1.8514,753.7237,461.832
350000,福建省,2010,197.08,150.3,2.47,3.97,138.45,5.4,45.11,6.49,4.71,32.92,1.0,1.67,692.1,395.26
350000,福建省,2009,159.3356,119.2518,2.2393,3.8913,108.1539,4.9673,38.4572,5.1124,4.7155,27.4372,1.1921,1.6266,632.8928,335.7134
350000,福建省,2008,130.7596,94.7323,2.0815,3.8216,84.2699,4.5593,32.8518,2.7648,4.8799,23.8085,1.3986,3.1755,571.6456,248.5455
350000,福建省,2007,110.8651,77.3989,1.9171,3.7642,67.283,4.4346,30.6995,2.5951,4.961,21.3939,1.7495,2.7667,537.8016,242.6237
350000,福建省,2006,89.5654,60.1426,1.7877,3.572,50.4444,4.3385,27.2312,2.1261,4.5415,18.3797,2.1839,2.1916,485.5003,201.1883
350000,福建省,2005,69.7902,44.9592,1.5623,3.1203,36.2861,3.9905,23.1351,1.6437,4.0678,14.7566,2.667,1.6959,442.7919,176.6985
350000,福建省,2004,58.0089,35.464,1.5112,3.224,26.8634,3.8654,22.1759,1.642,4.1106,13.0409,3.3824,0.369,379.3007,148.2872
350000,福建省,2003,52.0751,29.4034,1.4534,3.2526,20.9701,3.7273,21.4292,0.9261,4.9862,11.7418,3.7751,1.2425,350.5395,119.0066
350000,福建省,2002,43.63,22.69,1.36,3.14,15.08,3.11,19.82,0.98,5.02,9.98,3.84,1.12,315.51,104.59
350000,福建省,2001,36.6707,17.4359,,,,,17.7097,,,,,1.52,282.1804,91.5036
350000,福建省,2000,32.13,15.69,,,,,15.8,,,,,0.640000000000004,300.43,86.84
360000,江西省,2019,601.2116,518.6049,3.0279,1.401,512.1363,2.0397,79.4179,27.0823,3.8214,48.5004,0.0138,3.1888,1445.8165,1182.7664
360000,江西省,2018,537.5517,461.4506,2.9353,1.4563,454.7875,2.2715,73.1868,24.803,4.0154,44.3448,0.0236,2.9143,1376.0852,1113.0878
360000,江西省,2017,465.8999,398.1039,2.7913,1.4766,391.1498,2.6862,65.128,21.1506,4.1951,39.7461,0.0362,2.668,1310.5742,1031.9147
360000,江西省,2016,399.2914,336.3902,2.659,1.5714,329.1475,3.0123,60.3327,18.7215,4.5822,36.9671,0.0619,2.5685,1238.4569,942.9101
360000,江西省,2015,338.9397,276.4815,2.5575,1.755,268.537,3.632,59.9587,18.0339,5.193,36.6341,0.0977,2.4995,1137.3941,822.1841
360000,江西省,2014,287.6807,227.0238,2.5576,1.8562,218.7982,3.8118,58.4035,17.8694,5.6528,34.771,0.1103,2.2534,1027.2367,692.4117
360000,江西省,2013,246.8402,190.1083,2.499,1.9685,180.8957,4.7451,54.5621,16.0528,5.8562,32.5107,0.1424,2.1698,938.2601,590.7728
360000,江西省,2012,201.6379,152.7264,2.2576,1.8352,143.8068,4.8268,47.0113,13.8254,5.528,27.4904,0.1675,1.9002,875.2277,540.7493
360000,江西省,2011,171.5501,122.9253,2.5276,2.7845,112.9105,4.7027,46.7559,15.9254,7.9029,22.6883,0.2393,1.8689,775.0693,453.1784
360000,江西省,2010,137.43,95.65,2.3,2.68,86.15,4.51,40.17,13.83,7.26,18.75,0.33,1.61,695.35,391.19
360000,江西省,2009,107.0798,72.2377,2.0637,2.7441,63.131,4.2989,33.4191,11.6595,6.519,14.8117,0.4289,1.423,631.6893,356.1287
360000,江西省,2008,82.9665,53.1774,1.8743,2.5756,44.7457,3.9818,27.2286,9.3196,5.7222,11.6558,0.531,2.5605,560.1516,313.4792
360000,江西省,2007,69.8963,43.1064,1.732,2.3381,35.074,3.9623,24.693,8.8074,5.0934,10.2329,0.5593,2.0969,488.9416,273.0329
360000,江西省,2006,58.069,34.4593,1.6147,2.1529,26.7754,3.9163,21.9637,7.9363,4.4411,8.9483,0.638,1.646,423.6296,109.1855
360000,江西省,2005,48.3613,27.1758,1.4911,1.9926,20.0294,3.6627,19.8925,7.4219,3.9516,7.7803,0.7387,1.293,357.9806,108.9366
360000,江西省,2004,40.4849,21.3229,1.3973,1.8047,14.9812,3.1397,18.0987,6.888,3.5958,6.8049,0.81,1.0633,290.6163,109.6265
360000,江西省,2003,35.562,18.0815,1.3745,1.5742,12.4256,2.7072,16.6082,6.2404,3.3482,6.3497,0.6699,0.8723,235.4713,106.7843
360000,江西省,2002,30.31,13.83,1.27,0.77,10.53,1.25,15.71,7.09,2.2,6.18,0.24,0.77,208.93,102.65
360000,江西省,2001,27.1555,11.5695,,,,,14.0397,,,,,1.55,173.0189,88.328
360000,江西省,2000,24.7,10.08,,,,,13.11,,,,,1.51,143.95,79.15
370000,山东省,2019,2333.733,2061.3493,13.2432,4.0073,2014.3066,29.7922,263.0406,84.7058,7.9942,170.1534,0.1872,9.3431,3137.7818,3057.5727
370000,山东省,2018,2128.2864,1883.4727,12.9436,4.1296,1834.7166,31.6829,236.8499,76.3595,8.2933,151.9201,0.277,7.9638,2940.0293,2850.7597
370000,山东省,2017,1929.548,1711.6631,12.4091,4.2244,1661.4607,33.5689,210.7173,66.8742,8.3875,135.1601,0.2955,7.1676,2804.1679,2703.272
370000,山东省,2016,1723.3386,1529.791,11.6181,4.2758,1475.5155,38.3816,186.7359,57.48,8.3234,120.652,0.2805,6.8117,2645.8233,2532.4392
370000,山东省,2015,1510.8119,1339.1219,9.5932,4.3245,1280.2183,44.9859,165.059,49.2056,8.0618,107.3897,0.4019,6.631,2467.5242,2340.4464
370000,山东省,2014,1350.2519,1168.2538,9.6744,5.7132,1107.2973,45.5689,175.386,52.1046,9.9006,112.9272,0.4536,6.6121,2232.2623,2083.9949
370000,山东省,2013,1199.7147,1016.8474,9.7114,7.0732,947.5956,52.4672,176.2195,48.4941,11.2036,116.0169,0.5049,6.6478,2020.288,1845.1876
370000,山东省,2012,1027.1569,860.8852,9.3311,8.4045,790.9239,52.2257,159.8781,44.8079,12.4252,102.0457,0.5993,6.3936,1938.578,1729.4342
370000,山东省,2011,851.1163,696.0707,8.9019,10.0729,627.598,49.4979,149.0565,43.2463,14.8876,90.0083,0.9143,5.9891,1749.4033,1487.1443
370000,山东省,2010,705.89,566.09,7.95,9.89,501.72,46.53,134.45,37.42,14.88,80.9,1.26,5.35,1579.0,1280.41
370000,山东省,2009,553.5062,435.8395,7.2155,9.6541,376.3062,42.6637,112.8721,28.8729,14.6164,67.4748,1.908,4.7946,1505.6035,1137.2041
370000,山东省,2008,426.3089,329.0375,6.543,9.1867,275.4553,37.8525,83.0333,11.7689,13.318,55.4808,2.4656,14.2381,1578.8798,1127.4049
370000,山东省,2007,359.5894,268.6344,5.907,8.8939,218.4514,35.3821,79.357,10.6495,13.3384,52.1856,3.1835,11.598,1305.5001,872.5041
370000,山东省,2006,299.2294,213.576,5.3401,8.5146,165.5809,34.1404,76.4353,9.726,13.54,48.9371,4.2322,9.2181,1210.4552,751.813
370000,山东省,2005,246.9638,166.4033,4.8261,8.2457,120.523,32.8085,72.8895,8.7902,13.9823,44.7575,5.3595,7.671,1096.0617,619.4267
370000,山东省,2004,211.4338,132.266,4.3366,7.9965,89.2651,30.6678,72.1725,7.7329,15.638,42.2287,6.5729,6.9953,1065.3708,502.2056
370000,山东省,2003,175.7376,104.1981,3.8605,7.5508,64.8495,27.9373,66.5613,5.5926,16.2223,37.5019,7.2445,4.9782,991.6358,353.3008
370000,山东省,2002,150.53,82.14,3.54,7.43,48.58,22.6,64.79,5.18,17.0,34.61,7.99,3.6,814.7,291.17
370000,山东省,2001,127.6662,65.8025,,,,,56.9231,,,,,4.95,746.3575,266.6657
370000,山东省,2000,112.3,52.95,,,,,55.1,,,,,4.24999999999999,725.9,246.25
410000,河南省,2019,1612.0867,1428.4766,7.9243,3.6459,1404.0709,12.8355,176.8531,57.7577,3.9725,115.0378,0.0851,6.757,2964.437,2847.1878
410000,河南省,2018,1449.6817,1281.6534,7.8307,3.7516,1257.0471,13.024,162.2244,54.7636,4.1727,103.1574,0.1307,5.8039,2769.4987,2638.9146
410000,河南省,2017,1274.448,1124.6977,7.5192,3.7898,1100.5065,12.8822,144.6283,48.5683,4.2177,91.6549,0.1874,5.122,2276.5541,2142.7578
410000,河南省,2016,1104.4692,966.582,7.2016,3.8389,939.0964,16.4451,132.907,43.2688,5.0867,84.2608,0.2907,4.9802,2277.8859,2114.2015
410000,河南省,2015,952.0119,817.064,6.9068,3.8589,783.481,22.8173,129.7191,42.6097,6.961,79.7052,0.4432,5.2288,1996.7984,1813.9867
410000,河南省,2014,969.2798,750.0847,12.164,10.1512,697.4893,30.2802,165.6313,43.6955,21.2843,93.6433,7.0082,53.5638,1969.3166,1816.9685
410000,河南省,2013,700.6916,574.8363,6.4836,4.4803,537.0004,26.872,120.7803,39.8668,8.9426,71.4742,0.4967,5.075,1614.2768,1357.1629
410000,河南省,2012,581.9525,467.4939,6.138,5.0484,429.8652,26.4423,109.6066,36.989,10.7159,61.2605,0.6412,4.852,1529.093,1250.042
410000,河南省,2011,501.2831,390.1964,6.8992,8.3864,348.9935,25.9173,106.3482,36.6933,15.2553,53.4239,0.9757,4.7385,1405.6404,1107.5635
410000,河南省,2010,399.73,304.9,6.19,8.09,266.03,24.59,90.75,30.72,14.49,44.34,1.2,4.08,1243.31,958.96
410000,河南省,2009,316.0743,236.6669,5.8092,8.0381,199.5601,23.2595,76.3457,24.9004,14.2243,35.6421,1.5789,3.0617,1469.2166,897.3584
410000,河南省,2008,249.0385,180.3136,5.4644,7.8056,145.2313,21.8123,59.2516,15.5415,13.5616,28.333,1.8155,9.4733,1139.869,731.3123
410000,河南省,2007,210.3189,146.3799,5.2819,7.5174,112.3247,21.2559,57.1633,15.4265,13.6506,25.4374,2.6488,6.7757,1003.631,579.8961
410000,河南省,2006,183.3833,121.285,4.7678,7.1342,88.6256,20.7574,51.8814,13.9814,11.6783,22.4905,3.7312,10.2169,930.8619,523.0968
410000,河南省,2005,152.1742,98.8796,4.6187,6.8329,67.2144,20.2136,49.1669,13.6946,10.8286,19.941,4.7027,4.1277,762.5244,387.1528
410000,河南省,2004,130.967,78.4128,4.8162,6.2717,49.3318,17.9931,47.3081,14.6234,10.1454,16.3474,6.1919,5.2461,716.9827,340.7267
410000,河南省,2003,119.7516,69.2863,4.2232,6.2855,41.3786,17.399,46.9728,14.1284,10.9127,15.1471,6.7846,3.4925,555.75,274.7212
410000,河南省,2002,105.82,58.97,4.06,6.76,31.72,16.43,44.5,14.32,7.63,17.5,5.06,2.35,521.74,242.38
410000,河南省,2001,92.4636,51.1547,,,,,39.4816,,,,,1.83,449.3615,221.0678
410000,河南省,2000,84.73,45.61,,,,,37.55,,,,,1.57000000000001,411.98,191.53
420000,湖北省,2019,861.0585,762.3437,6.155,2.7683,751.6481,1.7723,93.4813,23.8996,5.8071,63.7454,0.0292,5.2335,1742.0249,1599.7858
420000,湖北省,2018,772.3954,683.5684,6.0721,2.9233,672.634,1.939,84.3534,20.9102,5.9346,57.4708,0.0378,4.4736,1637.3265,1467.2265
420000,湖北省,2017,679.8085,601.4837,5.7771,2.9934,590.6464,2.0668,74.3193,17.8984,5.8597,50.5141,0.0471,4.0055,1544.6027,1362.0759
420000,湖北省,2016,588.6932,515.165,5.4692,3.1927,504.0637,2.4394,69.7055,16.4891,6.3633,46.7862,0.0669,3.8227,1437.8525,1228.0482
420000,湖北省,2015,498.6342,424.6956,5.2511,3.4553,412.7408,3.2484,70.1571,15.4895,7.0021,47.5479,0.1176,3.7815,1284.9495,1058.3298
420000,湖北省,2014,422.2274,345.842,5.1855,4.0208,333.1852,3.4505,72.733,15.396,8.2555,48.8322,0.2493,3.6524,1128.8458,886.453
420000,湖北省,2013,354.3973,282.2917,4.8994,4.0898,269.4183,3.8842,68.6161,13.3109,8.4916,46.3797,0.4339,3.4895,1005.1227,753.4078
420000,湖北省,2012,293.6371,227.7578,4.6447,4.2764,215.0433,3.7934,62.6921,11.8416,9.5791,41.1047,0.1667,3.1872,946.3922,695.3287
420000,湖北省,2011,249.4872,186.7202,4.8467,5.2641,172.936,3.6734,59.7181,10.8385,12.5643,35.9358,0.3795,3.0489,865.8759,617.0421
420000,湖北省,2010,207.49,151.52,4.48,5.3,138.29,3.44,53.29,8.85,12.47,31.42,0.54,2.69,795.49,555.54
420000,湖北省,2009,168.319,119.807,4.1568,5.2159,107.2568,3.1775,46.0673,7.0191,12.4436,25.8841,0.7205,2.4447,778.8399,547.8592
420000,湖北省,2008,136.8635,94.4134,3.9253,5.0657,82.4557,2.9667,38.5401,4.8086,12.3198,20.458,0.9537,3.91,671.0767,494.3368
420000,湖北省,2007,115.4617,78.6169,3.6717,4.775,67.2075,2.9627,33.9209,3.8688,11.4122,17.4429,1.197,2.9239,568.4815,442.3982
420000,湖北省,2006,98.7423,65.3895,3.5336,4.4709,54.4453,2.9397,30.9641,3.2978,11.0483,15.0892,1.5288,2.3887,658.5085,396.2586
420000,湖北省,2005,86.2381,53.4021,3.4326,4.2235,42.8913,2.8547,30.9591,2.9302,11.7758,13.5873,2.6658,1.8769,588.3917,373.7386
420000,湖北省,2004,77.8299,46.2501,3.2852,3.8795,36.3684,2.717,29.7938,2.3584,12.1358,11.9191,3.3805,1.786,561.208,364.5163
420000,湖北省,2003,72.8611,41.866,3.3978,3.7136,32.145,2.6096,29.2454,1.8855,12.7561,11.0872,3.5166,1.7497,394.742,210.7824
420000,湖北省,2002,62.33,33.87,3.12,3.48,25.58,1.68,26.94,1.28,12.25,9.78,3.64,1.52,348.17,184.93
420000,湖北省,2001,52.3262,28.2127,,,,,22.0425,,,,,2.08,273.685,140.2261
420000,湖北省,2000,47.55,24.69,,,,,21.72,,,,,1.14,233.49,12.6
430000,湖南省,2019,870.5947,785.1365,6.1625,4.2031,771.9141,2.8568,81.7745,17.7028,4.9257,59.1116,0.0344,3.6837,1653.8825,1423.7262
430000,湖南省,2018,780.9581,703.0719,5.9079,4.3882,689.6806,3.0952,74.6678,15.8632,5.0876,53.6713,0.0457,3.2184,1559.0676,1310.5311
430000,湖南省,2017,683.1852,613.3678,5.4654,4.4248,600.1389,3.3387,66.9221,13.8766,5.1606,47.8292,0.0557,2.8953,1480.8611,1099.135
430000,湖南省,2016,595.7991,524.7207,5.1183,4.6945,510.9295,3.9784,68.3667,13.5225,6.1513,48.5999,0.093,2.7117,1377.2313,1104.3624
430000,湖南省,2015,507.8752,437.812,4.677,4.7805,422.7607,5.5938,67.3971,13.1126,6.6515,47.4952,0.1378,2.6661,1239.6738,957.959
430000,湖南省,2014,434.4753,365.656,4.4279,4.7918,350.9245,5.5118,66.395,12.46,7.2735,46.5028,0.1587,2.4243,1106.6446,815.8599
430000,湖南省,2013,366.7351,303.5387,4.0738,4.4338,289.2264,5.8047,61.1738,10.9354,7.8548,42.2104,0.1732,2.0226,995.7942,700.8398
430000,湖南省,2012,308.1383,247.9911,3.8107,4.5923,233.5417,6.0464,58.173,10.2307,10.1901,37.5623,0.1899,1.9742,908.7708,622.6507
430000,湖南省,2011,258.2181,201.4353,4.2172,4.957,186.3553,5.9058,54.9225,9.8598,12.5335,32.3184,0.2108,1.8603,787.3028,516.5527
430000,湖南省,2010,211.06,161.23,3.91,4.85,147.02,5.45,48.22,8.19,12.24,27.57,0.23,1.61,690.78,444.21
430000,湖南省,2009,167.591,125.1078,3.6758,4.745,111.6738,5.0132,41.0692,6.7433,11.69,22.3556,0.2803,1.414,671.9085,410.6259
430000,湖南省,2008,134.0448,94.8717,3.5192,4.547,82.047,4.7585,35.347,5.5851,11.3739,18.053,0.335,3.8261,563.8697,350.7591
430000,湖南省,2007,109.8288,75.2568,3.4635,3.8669,63.4696,4.4568,31.8487,4.8712,11.0852,15.5172,0.3751,2.7233,521.6994,334.9985
430000,湖南省,2006,91.7566,60.7332,3.0968,3.5661,49.8199,4.2504,29.4576,4.444,10.6852,13.8855,0.4429,1.5658,433.3183,260.9967
430000,湖南省,2005,78.3447,49.463,2.9246,3.1687,39.4168,3.9529,27.9701,4.0191,10.5571,12.6124,0.7815,0.9116,371.5169,248.0606
430000,湖南省,2004,71.7785,41.2481,2.8377,2.5636,32.189,3.6578,29.5513,3.9851,12.322,11.8334,1.4108,0.9791,310.3129,220.7699
430000,湖南省,2003,65.0784,36.7876,2.8126,2.3702,27.7818,3.823,27.4007,3.7832,11.0098,11.0616,1.5461,0.8901,307.091,168.0213
430000,湖南省,2002,57.67,31.09,2.86,1.37,23.7,3.17,26.57,4.37,10.33,10.24,1.63,,279.53,153.06
430000,湖南省,2001,50.4344,25.162,,,,,24.728,,,,,0.539999999999999,224.8537,118.497
430000,湖南省,2000,46.1,22.06,,,,,23.5,,,,,0.540000000000003,207.55,108.19
