省份编码,省份,年份,货运量(万吨),铁路货运量(万吨),国家铁路货运量(万吨),地方铁路货运量(万吨),合资铁路货运量(万吨),公路货运量(万吨),水运货运量(万吨)
430000,湖南省,2011,168516.1721,6321.1721,6023.536,297.6361,,144241.0,17954
430000,湖南省,2010,149540.0,6094.0,5783.0,311.0,,127635.0,15811
430000,湖南省,2009,128921.0456,5736.0456,5427.8499,308.1957,,111351.0,11834
430000,湖南省,2008,116145.1666,5892.1666,5600.9961,291.1705,,98759.0,11494
430000,湖南省,2007,100075.7898,6409.7898,5854.2799,300.2786,255.2313,85432.0,8234
430000,湖南省,2006,85601.0,6250.0,5663.0,289.0,298,72457.0,6894
430000,湖南省,2005,77534.0,5879.0,5252.0,352.0,275,67040.0,4615
430000,湖南省,2004,70320.0,6043.0,5441.0,286.0,316,60291.0,3986
430000,湖南省,2003,60306.0,5570.0,5217.0,63.0,290,51136.0,3600
430000,湖南省,2002,51916.0,5174.0,4914.0,12.0,248,42982.0,3760
430000,湖南省,2001,50367.0,4972.0,4958.0,14.0,,41823.0,3572
430000,湖南省,2000,50964.0,4690.0,4668.0,22.0,,42868.0,3406
440000,广东省,2019,358397.48909419,10282.445,,,,239743.69799419,108371.3461
440000,广东省,2018,416388.7893,9292.6357,,,,304743.3064,102352.8472
440000,广东省,2017,392381.0398,8605.8223,,,,288903.9646,94871.2529
440000,广东省,2016,366838.9384,8380.3086,,,,272826.0729,85632.5569
440000,广东省,2015,339225.0,8117.0,,,,255995.0,75113
440000,广东省,2014,343491.0857,9135.5737,7842.2216,925.3955,367.9566,257136.029,77219.483
440000,广东省,2013,349011.0331,9711.0331,8269.8373,1007.257,433.9388,261273.0,78027
440000,广东省,2012,256076.6943,9305.6943,8031.5405,925.9741,348.1797,189034.0,57737
440000,广东省,2011,224393.9903,8970.9903,7697.551,910.6327,362.8066,166567.0,48856
440000,广东省,2010,192343.0,8562.0,7506.0,702.0,355,140689.0,43092
440000,广东省,2009,169652.8209,7596.8209,6654.165,501.4762,441.1797,125433.0,36623
440000,广东省,2008,142467.6331,7104.6331,6262.8331,476.6214,365.1786,101429.0,33934
440000,广东省,2007,151282.4726,7778.4726,5963.7923,549.4641,1265.2162,112611.0,30893
440000,广东省,2006,132389.0,7425.0,5630.0,580.0,1215,97461.0,27503
440000,广东省,2005,119287.0,8004.0,6010.0,606.0,1388,84861.0,26422
440000,广东省,2004,114790.0,8169.0,6049.0,675.0,1445,81792.0,24829
440000,广东省,2003,100565.0,6391.0,4899.0,497.0,995,73087.0,21087
440000,广东省,2002,98900.0,6048.0,4684.0,494.0,870,72242.0,20610
440000,广东省,2001,88537.0,6445.0,4910.0,517.0,1018,60960.0,21132
440000,广东省,2000,84626.0309,5945.0309,4522.0,473.0,950.0309,59288.0,19393
450000,广西壮族自治区,2019,183036.334769772,8405.0082,,,,142750.619769772,31880.7068
450000,广西壮族自治区,2018,190652.316,7140.316,,,,153389.0,30123
450000,广西壮族自治区,2017,174641.6562,6634.2562,,,,139602.0,28405.4
450000,广西壮族自治区,2016,160760.5736,5898.1586,,,,128247.0,26615.415
450000,广西壮族自治区,2015,149714.0,5779.0,,,,119194.0,24741
450000,广西壮族自治区,2014,163022.7677,6683.7677,6683.7677,,,134330.0,22009
450000,广西壮族自治区,2013,151143.2107,6916.2107,6916.2107,,,124677.0,19550
450000,广西壮族自治区,2012,161356.0148,6846.0148,6846.0148,,,135112.0,19398
450000,广西壮族自治区,2011,136131.6615,6769.6615,6769.6615,,,113549.0,15813
450000,广西壮族自治区,2010,115476.0,9092.0,6107.0,,2984,93552.0,12832
450000,广西壮族自治区,2009,94465.7683,8961.7683,5958.4313,108.055,2895.282,75766.0,9738
450000,广西壮族自治区,2008,83122.9378,8040.9378,5455.769,398.309,2186.8598,64884.0,10198
450000,广西壮族自治区,2007,48859.5687,7953.5687,5448.1647,489.3319,2016.0721,34190.0,6716
450000,广西壮族自治区,2006,42994.0,6920.0,4729.0,549.0,1642,30525.0,5549
450000,广西壮族自治区,2005,38226.0,5723.0,3998.0,525.0,1200,27861.0,4642
450000,广西壮族自治区,2004,34486.0,5232.0,3775.0,491.0,966,25822.0,3432
450000,广西壮族自治区,2003,31525.0,4587.0,3290.0,468.0,829,24164.0,2774
450000,广西壮族自治区,2002,30796.0,4048.0,2956.0,499.0,593,24325.0,2423
450000,广西壮族自治区,2001,29982.0,4211.0,2907.0,774.0,530,23747.0,2024
450000,广西壮族自治区,2000,29642.4921,4218.4921,2815.0,979.0,424.4921,23514.0,1910
460000,海南省,2019,18455.567625235,1132.8302,,,,6770.48952523499,10552.2479
460000,海南省,2018,22040.2457,1067.8407,,,,12051.7133,8920.6917
460000,海南省,2017,21351.3293,963.0093,,,,11223.0,9165.32
460000,海南省,2016,21785.6139,793.0839,,,,10879.0,10113.53
460000,海南省,2015,22287.0,779.0,,,,11279.0,10229
460000,海南省,2014,23632.3335,854.4845,854.4845,,,11015.0,11762.849
460000,海南省,2013,17325.0929,960.0929,960.0929,,,10290.0,6075
460000,海南省,2012,26880.3893,752.3893,752.3893,,,16600.0,9528
460000,海南省,2011,25115.124,694.124,694.124,,,15095.0,9326
460000,海南省,2010,22455.0,542.0,542.0,,,13947.0,7966
460000,海南省,2009,18392.7448,620.7448,620.7448,,,10839.0,6933
460000,海南省,2008,15305.1585,570.1585,570.1585,,,9489.0,5246
460000,海南省,2007,17875.7632,686.7632,,,686.7632,10158.0,7031
460000,海南省,2006,14161.0,693.0,,,693,7981.0,5487
460000,海南省,2005,10182.0,491.0,,,491,6615.0,3076
460000,海南省,2004,8577.0,468.0,433.0,,35,6168.0,1941
460000,海南省,2003,8008.0,368.0,348.0,,20,5689.0,1951
460000,海南省,2002,7653.0,288.0,288.0,,,5518.0,1847
460000,海南省,2001,7176.0,287.0,287.0,,,4969.0,1920
460000,海南省,2000,6675.0,331.0,331.0,,,4438.0,1906
500000,重庆市,2019,112970.426442428,1911.353,,,,89965.3074424282,21093.766
500000,重庆市,2018,128491.0264,1967.4764,,,,107064.0,19459.55
500000,重庆市,2017,115536.1325,2011.6325,,,,95019.0,18505.5
500000,重庆市,2016,107966.1157,1927.6257,,,,89390.0,16648.49
500000,重庆市,2015,103833.0,1862.0,,,,86931.0,15040
500000,重庆市,2014,97376.8449,2053.8449,1955.39,98.4549,,81206.0,14117
500000,重庆市,2013,87240.7476,2474.7476,2337.2177,137.5299,,71842.0,12924
500000,重庆市,2012,86474.0548,2328.0548,2240.5163,87.5385,,71272.0,12874
500000,重庆市,2011,96770.8128,2190.8128,2093.5681,97.2447,,82818.0,11762
500000,重庆市,2010,81377.0,2279.0,2195.0,84.0,,69438.0,9660
500000,重庆市,2009,68566.4411,2263.4411,2181.5831,81.858,,58532.0,7771
500000,重庆市,2008,63763.1171,2203.1171,2085.8374,117.2797,,54589.0,6971
500000,重庆市,2007,50273.0,2358.0281,2050.8886,158.1496,148.9899,42011.0,5904
500000,重庆市,2006,43009.0,2204.0,2000.0,126.0,78,36254.0,4551
500000,重庆市,2005,39329.0,2055.0,1921.0,110.0,24,33378.0,3896
500000,重庆市,2004,36430.0,1997.0,1883.0,102.0,12,31515.0,2918
500000,重庆市,2003,32563.0,1943.0,1812.0,120.0,11,28406.0,2214
500000,重庆市,2002,29784.0,1801.0,1689.0,112.0,,26076.0,1907
500000,重庆市,2001,28210.0,1772.0,1687.0,85.0,,24600.0,1838
500000,重庆市,2000,26716.0,1678.0,1613.0,65.0,,23646.0,1392
510000,四川省,2019,177283.233831114,7718.3243,,,,162668.452831114,6896.4567
510000,四川省,2018,187385.3373,7199.0854,,,,173324.0,6862.2519
510000,四川省,2017,172922.1297,6982.0774,,,,158190.0,7750.0523
510000,四川省,2016,160970.2656,6793.6672,,,,146046.0,8130.5984
510000,四川省,2015,154597.0,7287.0,,,,138622.0,8688
510000,四川省,2014,159034.3959,8541.3169,7548.4488,992.8681,,142132.0,8361.079
510000,四川省,2013,167759.0963,8970.0963,7706.7724,1263.3239,,151689.0,7100
510000,四川省,2012,174349.3426,8793.3426,7759.8182,1033.5244,,158396.0,7160
510000,四川省,2011,155309.805,9171.805,8057.6256,1114.1794,,139771.0,6367
510000,四川省,2010,134305.0,8051.0,7391.0,661.0,,121017.0,5237
510000,四川省,2009,118252.9341,7658.9341,7085.1515,573.7826,,106472.0,4122
510000,四川省,2008,114718.6935,7914.6935,7453.6236,461.0699,,103068.0,3736
510000,四川省,2007,81425.9803,8620.9803,7881.0931,442.9063,296.9809,69163.0,3642
510000,四川省,2006,75071.0,8185.0,7563.0,367.0,255,63719.0,3167
510000,四川省,2005,67351.0,7771.0,7391.0,239.0,141,56594.0,2986
510000,四川省,2004,60155.0,8084.0,7567.0,391.0,126,49143.0,2928
510000,四川省,2003,57527.0,7278.0,6840.0,353.0,85,47467.0,2782
510000,四川省,2002,57577.0,6844.0,6429.0,342.0,73,48154.0,2579
510000,四川省,2001,51977.0,6353.0,5942.0,342.0,69,43218.0,2406
510000,四川省,2000,51476.6807,5905.6807,5516.0,328.0,61.6807,43326.0,2245
520000,贵州省,2019,83402.2642964516,5522.8216,,,,76205.4426964516,1674
520000,贵州省,2018,102536.6789,5512.6789,,,,95354.0,1670
520000,贵州省,2017,96242.0919,5279.0919,,,,89298.0,1665
520000,贵州省,2016,89525.7977,5634.7977,,,,82237.0,1654
520000,贵州省,2015,84540.0,5736.0,,,,77341.0,1463
520000,贵州省,2014,85672.1715,6317.4715,6317.4715,,,78017.0,1337.7
520000,贵州省,2013,72702.7006,6460.7006,6460.7006,,,65100.0,1142
520000,贵州省,2012,52654.9173,6664.9173,6664.9173,,,44892.0,1098
520000,贵州省,2011,44890.1739,7219.1739,7219.1739,,,36684.0,987
520000,贵州省,2010,39735.0,7991.0,7991.0,,,30834.0,910
520000,贵州省,2009,34803.2567,6956.2567,6956.2567,,,27031.0,816
520000,贵州省,2008,32692.3953,6683.3953,6683.3953,,,25272.0,737
520000,贵州省,2007,26787.4429,7288.4429,6435.5182,,852.9247,18834.0,665
520000,贵州省,2006,24709.0,6826.0,6022.0,,804,17284.0,599
520000,贵州省,2005,21770.0,6168.0,5524.0,,645,15082.0,520
520000,贵州省,2004,19439.0,5504.0,5328.0,,176,13541.0,394
520000,贵州省,2003,18224.0,4971.0,4920.0,,51,12886.0,367
520000,贵州省,2002,17399.0,4356.0,4355.0,,1,12685.0,358
520000,贵州省,2001,16344.0,3875.0,3875.0,,,12114.0,355
520000,贵州省,2000,15615.0,3577.0,3577.0,,,11684.0,354
530000,云南省,2019,122726.918527043,4885.8332,,,,117145.315327043,695.77
530000,云南省,2018,140669.9631,4661.0311,,,,135321.432,687.5
530000,云南省,2017,129298.185,4567.685,,,,124064.0,666.5
530000,云南省,2016,115504.5354,5371.5354,,,,109487.0,646
530000,云南省,2015,107608.0,5108.0,,,,101993.0,507
530000,云南省,2014,108544.0849,4823.0849,4126.9062,696.1787,,103161.0,560
530000,云南省,2013,104328.6194,5145.6194,4572.0358,573.5836,,98675.0,508
530000,云南省,2012,68734.883,5030.883,4650.0181,380.8649,,63239.0,465
530000,云南省,2011,60169.859,5544.859,5209.5457,335.3133,,54186.0,439
530000,云南省,2010,51564.0,5497.0,5209.0,288.0,,45665.0,402
530000,云南省,2009,46038.5832,4928.5832,4676.4116,252.1716,,40765.0,345
530000,云南省,2008,44681.94,5223.94,4983.2965,240.6435,,39119.0,339
530000,云南省,2007,71512.4001,5713.4001,5299.983,223.8187,189.5984,65537.0,262
530000,云南省,2006,66179.0,5318.0,4999.0,148.0,171,60614.0,247
530000,云南省,2005,62015.0,5077.0,4709.0,218.0,149,56702.0,236
530000,云南省,2004,59081.0,4534.0,4207.0,181.0,146,54326.0,221
530000,云南省,2003,58170.0,4146.0,3854.0,155.0,137,53864.0,160
530000,云南省,2002,54621.0,3826.0,3569.0,138.0,119,50649.0,146
530000,云南省,2001,52781.0,3450.0,3204.0,149.0,97,49189.0,142
530000,云南省,2000,52022.0026,3099.0026,2891.0,138.0,70.0026,48789.0,134
540000,西藏自治区,2019,4024.69301659341,55.446,,,,3969.24701659341,
540000,西藏自治区,2018,2432.8645,70.1645,,,,2362.7,
540000,西藏自治区,2017,2203.4298,55.7286,,,,2147.7012,0
540000,西藏自治区,2016,1970.6326,64.9087,,,,1905.7239,0
540000,西藏自治区,2015,2125.0,48.0,,,,2077.0,
540000,西藏自治区,2014,1914.3509,43.3509,43.3509,,,1871.0,
540000,西藏自治区,2013,1850.1133,72.1133,72.1133,,,1778.0,0
540000,西藏自治区,2012,1126.6275,84.6275,84.6275,,,1042.0,
540000,西藏自治区,2011,1027.6292,48.6292,48.6292,,,979.0,
540000,西藏自治区,2010,982.0,30.0,30.0,,,952.0,
540000,西藏自治区,2009,942.8054,22.8054,22.8054,,,920.0,
540000,西藏自治区,2008,736.5936,25.5936,25.5936,,,711.0,
540000,西藏自治区,2007,372.0,12.0,12.0,,,360.0,
540000,西藏自治区,2006,348.0,2.0,2.0,,,346.0,
540000,西藏自治区,2005,356.0,,,,,356.0,114
540000,西藏自治区,2004,246.0,,,,,246.0,
540000,西藏自治区,2003,266.0,,,,,266.0,
540000,西藏自治区,2002,201.0,,,,,201.0,
540000,西藏自治区,2001,172.0,,,,,172.0,
540000,西藏自治区,2000,131.0,,,,,131.0,
610000,陕西省,2019,154748.972509217,44750.5513,,,,109801.421209217,197
610000,陕西省,2018,173245.4669,42245.4669,,,,130823.0,177
610000,陕西省,2017,163079.1062,39162.1062,,,,123721.0,196
610000,陕西省,2016,149045.5188,35458.5188,,,,113363.0,224
610000,陕西省,2015,140900.0,32951.0,,,,107731.0,218
610000,陕西省,2014,157011.9222,37483.0272,11627.588,,25855.4392,119342.895,186
610000,陕西省,2013,141578.915,35766.915,11004.2055,,24762.7095,105566.0,246
610000,陕西省,2012,136726.791,31941.791,10744.4525,,21197.3385,104593.0,192
610000,陕西省,2011,120907.8333,30298.8333,10549.3047,,19749.5286,90419.0,190
610000,陕西省,2010,104414.0,27121.0,8833.0,,18288,77123.0,170
610000,陕西省,2009,92557.0769,24421.0769,7655.6889,,16765.388,67963.0,173
610000,陕西省,2008,83492.6521,22614.6521,7575.8883,,15038.7638,60713.0,165
610000,陕西省,2007,49175.3697,9321.3697,6783.9996,,2537.3701,39736.0,118
610000,陕西省,2006,44217.0,8289.0,6063.0,,2226,35811.0,117
610000,陕西省,2005,41551.0,8155.0,5985.0,,2170,33282.0,114
610000,陕西省,2004,37961.0,7810.0,5693.0,,2117,30038.0,113
610000,陕西省,2003,34961.0,6686.0,5053.0,,1633,28165.0,110
610000,陕西省,2002,33540.0,5440.0,4212.0,,1228,28002.0,98
610000,陕西省,2001,31364.0,4318.0,3576.0,,742,26964.0,82
610000,陕西省,2000,29201.2274,3928.2274,3279.0,,649.2274,25200.0,73
620000,甘肃省,2019,63609.5755131151,5365.6594,,,,58227.7235131151,16.1926
620000,甘肃省,2018,70385.7027,6086.833,,,,64271.0622,27.8075
620000,甘肃省,2017,66203.8424,6052.2264,,,,60117.0281,34.5879
620000,甘肃省,2016,60660.7113,5865.8364,,,,54760.544,34.3309
620000,甘肃省,2015,58251.0,5936.0,,,,52281.0,34
620000,甘肃省,2014,57240.0113,6448.2253,6448.2253,,,50781.296,10.49
620000,甘肃省,2013,51463.3981,6381.3981,6381.3981,,,45072.0,10
620000,甘肃省,2012,45831.6675,6289.6675,6289.6675,,,39517.0,25
620000,甘肃省,2011,35269.159,6446.159,6446.159,,,28790.0,33
620000,甘肃省,2010,30270.0,6188.0,6188.0,,,24050.0,32
620000,甘肃省,2009,26605.4057,5763.4057,5763.4057,,,20812.0,30
620000,甘肃省,2008,23740.6312,5511.6312,5511.6312,,,18201.0,28
620000,甘肃省,2007,30528.0966,5150.0966,5149.0296,,1.067,25325.0,53
620000,甘肃省,2006,28502.0,4624.0,4624.0,,,23826.0,52
620000,甘肃省,2005,26653.0,4085.0,4085.0,,,22520.0,48
620000,甘肃省,2004,25686.0,4181.0,4181.0,,,21460.0,45
620000,甘肃省,2003,24539.0,3783.0,3783.0,,,20713.0,43
620000,甘肃省,2002,24016.0,3568.0,3568.0,,,20408.0,40
620000,甘肃省,2001,23639.0,3423.0,3423.0,,,20179.0,37
620000,甘肃省,2000,23070.0,3235.0,3235.0,,,19799.0,36
630000,青海省,2019,15056.9843179492,3335.3433,,,,11721.6410179492,
630000,青海省,2018,18904.8624,3220.057,,,,15684.8054,
630000,青海省,2017,17922.9776,3051.7212,,,,14871.2564,0
630000,青海省,2016,16880.9481,2833.744,,,,14047.2041,0
630000,青海省,2015,15962.0,2729.0,,,,13233.0,
630000,青海省,2014,14637.5402,3607.7562,3607.7562,,,11029.784,
630000,青海省,2013,13371.9223,3783.9223,3783.9223,,,9588.0,0
630000,青海省,2012,13483.9222,3783.9222,3783.9222,,,9700.0,
630000,青海省,2011,12585.8413,3633.8413,3633.8413,,,8952.0,
630000,青海省,2010,11057.0,3095.0,3095.0,,,7962.0,
630000,青海省,2009,9874.4543,2701.4543,2701.4543,,,7173.0,
630000,青海省,2008,9115.0205,2310.0205,2310.0205,,,6805.0,
630000,青海省,2007,8050.277,1772.277,1772.277,,,6278.0,
630000,青海省,2006,7271.0,1407.0,1407.0,,,5864.0,
630000,青海省,2005,6816.0,1325.0,1325.0,,,5491.0,
630000,青海省,2004,6211.0,1075.0,1075.0,,,5136.0,
630000,青海省,2003,5653.0,858.0,858.0,,,4795.0,
630000,青海省,2002,5224.0,774.0,774.0,,,4450.0,
630000,青海省,2001,5042.0,737.0,737.0,,,4305.0,
630000,青海省,2000,4697.0,647.0,647.0,,,4050.0,
640000,宁夏回族自治区,2019,42510.5596735089,8150.6364,,,,34359.9232735089,
640000,宁夏回族自治区,2018,38915.9328,7158.9328,,,,31757.0,
640000,宁夏回族自治区,2017,38187.2936,6528.2936,,,,31659.0,0
640000,宁夏回族自治区,2016,43259.6638,5838.6638,,,,37421.0,0
640000,宁夏回族自治区,2015,42626.0,5631.0,,,,36995.0,
640000,宁夏回族自治区,2014,41307.7145,6989.7145,3498.5324,3491.1821,,34318.0,
640000,宁夏回族自治区,2013,40914.0509,8412.0509,4598.6188,3813.4321,,32502.0,0
640000,宁夏回族自治区,2012,41113.3133,8467.3133,4857.2257,3610.0876,,32646.0,
640000,宁夏回族自治区,2011,36863.7564,7847.7564,4760.458,3087.2984,,29016.0,
640000,宁夏回族自治区,2010,32325.0,6872.0,4415.0,2457.0,,25453.0,
640000,宁夏回族自治区,2009,29241.8169,5978.8169,4075.4483,1903.3686,,23263.0,
640000,宁夏回族自治区,2008,26161.9565,4399.9565,3329.179,1070.7775,,21762.0,
640000,宁夏回族自治区,2007,10540.3749,3957.3749,3086.1581,871.2168,,6583.0,
640000,宁夏回族自治区,2006,9358.0,3329.0,2679.0,650.0,,6029.0,
640000,宁夏回族自治区,2005,8529.0,2881.0,2449.0,432.0,,5648.0,
640000,宁夏回族自治区,2004,7853.0,2527.0,2142.0,385.0,,5326.0,
640000,宁夏回族自治区,2003,7344.0,2296.0,1992.0,304.0,,5048.0,
640000,宁夏回族自治区,2002,7056.0,2162.0,1918.0,244.0,,4894.0,
640000,宁夏回族自治区,2001,6822.0,2128.0,1917.0,211.0,,4694.0,
640000,宁夏回族自治区,2000,6493.0,1962.0,1784.0,178.0,,4531.0,
650000,新疆维吾尔自治区,2019,84422.8296861596,15133.1029,,,,69289.7267861596,
650000,新疆维吾尔自治区,2018,97498.0034,12469.0034,,,,85029.0,
650000,新疆维吾尔自治区,2017,84395.0631,9635.0631,,,,74760.0,0
650000,新疆维吾尔自治区,2016,71961.2559,6822.2559,,,,65139.0,0
650000,新疆维吾尔自治区,2015,70673.0,6168.0,,,,64505.0,
650000,新疆维吾尔自治区,2014,72168.2183,7410.2183,7410.2183,,,64758.0,
650000,新疆维吾尔自治区,2013,66907.6611,7287.6611,7287.6611,,,59620.0,0
650000,新疆维吾尔自治区,2012,58793.5273,6839.5273,6839.5273,,,51954.0,
650000,新疆维吾尔自治区,2011,53252.0655,6801.0655,6801.0655,,,46451.0,
650000,新疆维吾尔自治区,2010,48459.0,6777.0,6777.0,,,41682.0,
650000,新疆维吾尔自治区,2009,45046.0941,6389.0941,6389.0941,,,38657.0,
650000,新疆维吾尔自治区,2008,46087.1779,6048.1779,6048.1779,,,40039.0,
650000,新疆维吾尔自治区,2007,32669.0047,5829.0047,5829.0047,,,26840.0,
650000,新疆维吾尔自治区,2006,31163.0,5949.0,5949.0,,,25214.0,
650000,新疆维吾尔自治区,2005,30041.0,5353.0,5353.0,,,24688.0,
650000,新疆维吾尔自治区,2004,28760.0,4985.0,4985.0,,,23775.0,
650000,新疆维吾尔自治区,2003,27078.0,4416.0,4416.0,,,22662.0,
650000,新疆维吾尔自治区,2002,22407.0,3956.0,3956.0,,,18451.0,
650000,新疆维吾尔自治区,2001,20918.0,3955.0,3646.0,,309,16963.0,
650000,新疆维吾尔自治区,2000,23133.6351,3998.6351,3355.0,,643.6351,19135.0,
