省份编码,省份,年份,猪出栏数量(万头),牛出栏数量(万头),羊出栏数量(万只),家禽出栏量(万只)
460000,海南省,2014,588.527,20.2239560960671,81.0636,13966.91
460000,海南省,2013,610.5047,21.0512319701954,79.1059,15035.0
460000,海南省,2012,580.8906,21.546070444633,77.0647,14663.66
460000,海南省,2011,537.431,21.2980960065743,83.4302,13763.24
460000,海南省,2010,505.662,21.8222495831581,83.2802,12907.2182
460000,海南省,2009,482.4545,22.6707676373183,83.3242,12295.274
460000,海南省,2008,445.2402,22.4685591199032,78.2499,11259.2083
460000,海南省,2007,401.68,21.1802093091579,69.8127,10029.3888
460000,海南省,2006,369.8683429,21.386911858,67.07309,9477.40576
460000,海南省,2005,427.49,33.11,97.62,8841.84
460000,海南省,2004,392.78,31.88,95.02,9218.53
460000,海南省,2003,346.27,30.48,92.43,8145.5
460000,海南省,2002,273.2,28.56,90.15,6960.62
460000,海南省,2001,259.2,19.9,84.0,8136.0
460000,海南省,2000,256.5,22.79,72.14,7636.6451
500000,重庆市,2019,,,,
500000,重庆市,2018,1758.22,54.49,447.04,21349.17
500000,重庆市,2017,1751.11,55.736,448.91,21315.9
500000,重庆市,2016,1767.74496736492,56.352,446.660644979541,20569.8438726905
500000,重庆市,2015,1857.09,55.3777,391.653,20362.0719
500000,重庆市,2014,1912.11,53.8076,342.9449,20238.0833
500000,重庆市,2013,1898.6,50.5222,300.0121,20246.0861
500000,重庆市,2012,1877.56,48.0631,269.2773,19802.4882
500000,重庆市,2011,1877.63,46.434,246.923,18952.0413
500000,重庆市,2010,1895.65,44.9176,224.1056,18218.55
500000,重庆市,2009,1916.65,43.8706,187.598,16914.5072
500000,重庆市,2008,1843.67,39.2149,161.92,15746.7116
500000,重庆市,2007,1757.17,35.6966,136.8076,12750.1122
500000,重庆市,2006,1732.7499526,34.780629,127.33763,12328.169625
500000,重庆市,2005,1993.33,54.2,300.48,15038.23
500000,重庆市,2004,1900.22,52.72,285.63,13696.02
500000,重庆市,2003,1818.39,45.95,235.33,12658.06
500000,重庆市,2002,1749.0,43.64,207.1,11482.01
500000,重庆市,2001,1702.3,41.18,182.62,10534.67
500000,重庆市,2000,1821.0,38.49,167.94,10209.07
510000,四川省,2019,,,,
510000,四川省,2018,6638.312244069,276.1889,1740.8874,66070.963627
510000,四川省,2017,6579.100341,267.256,1780.3812,65259.8090794905
510000,四川省,2016,6907.82,268.57845512784,1739.19,68489.7452368212
510000,四川省,2015,7236.54,263.343487493115,1697.999264,66154.9079471695
510000,四川省,2014,7445.0,251.607224157064,1632.7,64667.6
510000,四川省,2013,7314.1,242.042601320003,1583.6,63774.7
510000,四川省,2012,7170.7,238.246580818332,1562.7,61999.6
510000,四川省,2011,7000.40794933859,235.324883978097,1550.84466085622,57942.7330153521
510000,四川省,2010,7174.94595939404,242.465728534203,1609.48300645311,56423.7361046842
510000,四川省,2009,6914.92904252435,240.977402374096,1576.80256378108,54565.3334750058
510000,四川省,2008,6429.18984782044,249.415143655776,1558.68661589716,53933.9157047168
510000,四川省,2007,6014.61384867904,246.97839914882,1543.02116688751,51370.0988303781
510000,四川省,2006,6896.5,238.1656608,1477.250155,47509.306805
510000,四川省,2005,7105.02,262.14,1323.74,47619.76
510000,四川省,2004,6489.8,250.0,1224.0,43551.0
510000,四川省,2003,6236.87,236.5,1133.4,41086.2
510000,四川省,2002,6202.6,218.82,1094.0,37148.5
510000,四川省,2001,5964.0,207.0,1060.0,33497.3
510000,四川省,2000,5774.9,208.97,1038.28,58169.58
520000,贵州省,2019,,,,
520000,贵州省,2018,1869.87,157.53,297.12,11759.62
520000,贵州省,2017,1825.15,150.99,286.05,11045.01
520000,贵州省,2016,1925.37841528887,140.72256,368.846043838048,13310.9844826971
520000,贵州省,2015,1947.03498991511,133.26,332.741224634695,12013.1112099399
520000,贵州省,2014,1983.30750821796,117.35,288.104098162329,11164.2599959958
520000,贵州省,2013,1951.66695633817,115.222,258.78,11509.3798546404
520000,贵州省,2012,1831.24737273061,106.0,258.809460685671,11171.0138502734
520000,贵州省,2011,1767.58642385739,97.21,236.02,10045.8955762006
520000,贵州省,2010,1750.69637593265,96.56272,236.188579300027,9262.69750411149
520000,贵州省,2009,1639.86802619337,92.14,216.195584311257,8705.9002475403
520000,贵州省,2008,1589.5099741184,84.2,194.867741564719,7871.57830350831
520000,贵州省,2007,1458.49289307824,75.2,169.725079744445,7044.95135577071
520000,贵州省,2006,1574.070205,72.2313295,160.27053,7085.60484
520000,贵州省,2005,1453.64,103.08,280.26,7038.77
520000,贵州省,2004,1328.21,91.38,248.8,6037.64
520000,贵州省,2003,1398.15,80.39,223.73,5355.64
520000,贵州省,2002,1285.0,66.99,200.647758333257,4519.5279191553
520000,贵州省,2001,1223.9,55.91,179.2,4081.5
520000,贵州省,2000,1164.5,51.35,165.47,2992.02
530000,云南省,2019,,,,
530000,云南省,2018,3850.50846,309.122886,1051.49454,26092.905328
530000,云南省,2017,3795.13452709262,307.83,1024.054465054,24017.7680722818
530000,云南省,2016,3771.7,300.371940828068,1021.16652228349,23925.520641967
530000,云南省,2015,3810.42969722415,292.8,985.663262343886,23018.2955001178
530000,云南省,2014,3818.3550064889,287.3,916.141979026588,21303.3180330991
530000,云南省,2013,3589.88112281599,275.7,885.320404247678,21395.8200978434
530000,云南省,2012,3397.25271222542,279.1,843.5844389403,21642.7169807615
530000,云南省,2011,3132.46456345309,273.3,796.122365542132,20503.7500047455
530000,云南省,2010,3095.09097766945,268.5,778.390247584329,20086.0534572318
530000,云南省,2009,2919.3291862215,252.6,720.540235517649,18487.5579933069
530000,云南省,2008,2761.8681300304,236.2,672.883439834482,16873.5797212059
530000,云南省,2007,2564.1703305588,225.9,605.312898650845,15042.5366463797
530000,云南省,2006,2755.2396659753,210.32930768,547.95941,13837.04518
530000,云南省,2005,2733.58,207.14,568.26,12148.9
530000,云南省,2004,2585.92,190.21,512.48,11452.67
530000,云南省,2003,2384.5398,170.67,470.62,10682.9754
530000,云南省,2002,2259.9,153.81,417.64,9652.3
530000,云南省,2001,2135.9,137.05,368.56,8950.96
530000,云南省,2000,2033.3,124.15,330.31,8313.22
540000,西藏自治区,2019,,,,
540000,西藏自治区,2018,17.94,145.47,342.44,284.36
540000,西藏自治区,2017,19.06,163.32,397.19,203.43
540000,西藏自治区,2016,17.81,157.28,380.59,219.2
540000,西藏自治区,2015,17.42,159.94,406.62,193.11
540000,西藏自治区,2014,17.26,149.52,408.63,211.37
540000,西藏自治区,2013,17.86,160.08,484.03,207.09
540000,西藏自治区,2012,19.32,162.02,540.59,183.15
540000,西藏自治区,2011,19.85,147.89,547.81,185.63
540000,西藏自治区,2010,20.45,136.89,525.11,72.08
540000,西藏自治区,2009,19.67,126.58,529.84,103.7
540000,西藏自治区,2008,15.6,123.35,520.07,103.53
540000,西藏自治区,2007,15.58,116.588041111927,526.889050191,114.2276135
540000,西藏自治区,2006,18.31,107.96,508.52,114.1135
540000,西藏自治区,2005,18.85,106.07,483.07,
540000,西藏自治区,2004,15.26,105.1,475.93,
540000,西藏自治区,2003,13.94,96.28,516.19,
540000,西藏自治区,2002,14.4,89.48,530.38,
540000,西藏自治区,2001,12.7,85.3,467.7,
540000,西藏自治区,2000,13.6,80.13,437.52,
610000,陕西省,2019,,,,
610000,陕西省,2018,1150.752572,56.948372728,605.6719576,5791.54266
610000,陕西省,2017,1141.0136637,57.6141,620.4,5377.603134
610000,陕西省,2016,1275.13449691696,55.5,865.601477576887,6368.90807941703
610000,陕西省,2015,1330.41046087111,54.6,800.917297550085,6291.04440328473
610000,陕西省,2014,1344.08879211936,53.1,728.494501225382,5861.18983834177
610000,陕西省,2013,1281.08974029064,52.0,659.269608078302,5727.75752668167
610000,陕西省,2012,1204.45950850125,51.9,607.571273328868,5448.96049990198
610000,陕西省,2011,1123.53644819538,50.5,567.845612264209,4621.37065451349
610000,陕西省,2010,1161.2053399409,50.00172,571.391271959124,5153.87121820967
610000,陕西省,2009,1099.10487099096,53.8,572.310287724236,4792.49761002032
610000,陕西省,2008,1057.68228090438,53.4614555544,519.436022113064,5840.54372710963
610000,陕西省,2007,1003.11984901366,51.02,520.431062104402,5150.50665499464
610000,陕西省,2006,1061.89307546,49.805716,433.67171,4916.975
610000,陕西省,2005,930.4,88.19,618.74,6366.02
610000,陕西省,2004,932.4,83.73,571.27,5853.19
610000,陕西省,2003,816.4,78.64,518.91,5918.89
610000,陕西省,2002,770.1,71.13,447.02,5505.0
610000,陕西省,2001,758.7,64.1,378.0,5210.6
610000,陕西省,2000,752.4,62.91,347.71,5136.02
620000,甘肃省,2019,,,,
620000,甘肃省,2018,691.6,201.9,1462.8,3645.0
620000,甘肃省,2017,682.73,198.33,1414.71,3704.25
620000,甘肃省,2016,582.367814413281,189.4464,1351.59268262673,5647.19276668743
620000,甘肃省,2015,613.303605672522,166.763450229454,1255.64635551361,5176.62150453158
620000,甘肃省,2014,645.478964396953,161.468692698919,1142.44483541003,4741.4858215381
620000,甘肃省,2013,631.414759436197,155.037319559565,1055.78202392142,4399.8097694553
620000,甘肃省,2012,617.926001701981,153.019928597546,1009.98582380063,4360.63857861934
620000,甘肃省,2011,590.142609144938,151.390432435948,984.204861284741,4041.93926388433
620000,甘肃省,2010,603.846562351146,152.467987367195,991.901596050419,3847.73798625521
620000,甘肃省,2009,596.642787503882,145.133048614381,993.782557282956,3654.92075000105
620000,甘肃省,2008,579.556351941317,137.1260805912,965.310985701492,3531.90000153699
620000,甘肃省,2007,570.761168416121,134.606012930389,960.429975261972,3354.83771746697
620000,甘肃省,2006,653.1314391,126.538176,889.923875670397,3326.8988
620000,甘肃省,2005,700.12,118.64,778.8,3708.6
620000,甘肃省,2004,669.42,104.37,701.79,3419.9
620000,甘肃省,2003,675.87,100.5,660.83,3322.79
620000,甘肃省,2002,639.0,89.5,583.69,3017.66
620000,甘肃省,2001,613.9,87.57,529.65,2627.4
620000,甘肃省,2000,562.6,79.93,478.46,2465.76
630000,青海省,2019,,,,
630000,青海省,2018,116.474114,135.59,748.1,494.06
630000,青海省,2017,110.63,132.18,726.06,520.39
630000,青海省,2016,105.17,136.88,654.100353680218,571.792199790568
630000,青海省,2015,114.037917609595,115.56,637.13205739041,519.195824618651
630000,青海省,2014,119.786888420703,110.56,618.649976086865,487.918428075708
630000,青海省,2013,118.41774931707,105.42,608.439802092753,468.30806168443
630000,青海省,2012,116.198545340672,99.96104,602.4914574366,449.858586398559
630000,青海省,2011,115.526193552835,95.02,579.021500156873,413.655483276948
630000,青海省,2010,117.689661850579,94.74775,579.106376935611,372.317396190043
630000,青海省,2009,124.102360608523,92.5,547.421132470628,343.187131274733
630000,青海省,2008,115.832359946109,92.11,538.426865249098,334.59404158941
630000,青海省,2007,102.40760787248,92.66,540.788552832701,219.778181239444
630000,青海省,2006,111.267375,111.423012794967,509.129201,188.77504
630000,青海省,2005,121.75,96.08,558.08,264.68
630000,青海省,2004,114.45,97.19,535.99,236.43
630000,青海省,2003,105.35,93.46,508.58,248.82
630000,青海省,2002,104.6,91.28,475.35,188.56
630000,青海省,2001,101.4,89.31,485.91,226.27
630000,青海省,2000,112.0,75.04,440.95,242.24
640000,宁夏回族自治区,2019,,,,
640000,宁夏回族自治区,2018,112.4531,74.8013,558.8251,1848.6528
640000,宁夏回族自治区,2017,113.745445404497,70.9851,560.000084269427,1796.02446743908
640000,宁夏回族自治区,2016,110.266030106508,68.185258721,538.025992393133,1769.64690450858
640000,宁夏回族自治区,2015,102.049981905361,64.3956,532.530692600208,1578.38587764263
640000,宁夏回族自治区,2014,109.867336079303,58.711,517.99711445135,1776.98014277599
640000,宁夏回族自治区,2013,100.972298979102,59.4918,499.7485566692,1702.89020335167
640000,宁夏回族自治区,2012,106.218612774752,57.0362,465.045506845959,1455.0364283696
640000,宁夏回族自治区,2011,99.6848,52.0347,443.8722,1463.86054987444
640000,宁夏回族自治区,2010,120.2377,52.0927,425.1087,1378.61926536047
640000,宁夏回族自治区,2009,127.2206,50.9403,395.2641,1275.51718616828
640000,宁夏回族自治区,2008,118.4921,47.6561,341.9055,1305.93786507526
640000,宁夏回族自治区,2007,115.3006,45.6001,329.3003,1170.86998519612
640000,宁夏回族自治区,2006,111.860971958143,39.708812,319.1396,1239.246645
640000,宁夏回族自治区,2005,163.07834396889,37.5686512889623,389.230978244273,1848.11095938346
640000,宁夏回族自治区,2004,155.66,34.52,370.65,1498.44
640000,宁夏回族自治区,2003,165.092785294803,30.5926541341594,357.486521617255,1692.50030097303
640000,宁夏回族自治区,2002,138.2,23.26,288.71,1475.14
640000,宁夏回族自治区,2001,120.2,18.6,223.0,1267.4
640000,宁夏回族自治区,2000,133.5,28.16,220.5,1859.49
650000,新疆维吾尔自治区,2019,,,,
650000,新疆维吾尔自治区,2018,526.695992869445,253.525315161666,3677.82199796032,8566.26265350477
650000,新疆维吾尔自治区,2017,495.765347725546,259.272716029896,3605.59823172544,9020.6927836
650000,新疆维吾尔自治区,2016,504.59971999031,258.068946801775,3744.63187334389,9049.617034142
650000,新疆维吾尔自治区,2015,492.758526080864,247.288742997,3556.94703436768,8120.78376131407
650000,新疆维吾尔自治区,2014,502.438934412655,239.388909,3424.37095945389,7545.50686617484
650000,新疆维吾尔自治区,2013,461.287172711533,230.26,3186.42523083317,6611.01402163811
650000,新疆维吾尔自治区,2012,413.642215309011,222.26,3066.46621931689,5918.87657606909
650000,新疆维吾尔自治区,2011,381.775780030491,206.201790296768,2966.5073315749,5405.35883733471
650000,新疆维吾尔自治区,2010,343.12928088341,216.69,2989.74797932779,5117.17984792868
650000,新疆维吾尔自治区,2009,296.925506817209,210.89,2779.01481142081,5066.99263252192
650000,新疆维吾尔自治区,2008,275.143190169607,207.31,2862.70297545045,4573.74245494607
650000,新疆维吾尔自治区,2007,245.229707777514,210.677926308595,3077.42978713516,4727.30071017434
650000,新疆维吾尔自治区,2006,223.3957971,208.434968,3079.6272,4879.3636
650000,新疆维吾尔自治区,2005,384.0,249.41,3081.88,10349.47
650000,新疆维吾尔自治区,2004,304.19,220.8,2790.53,8387.23
650000,新疆维吾尔自治区,2003,240.7,202.23,2626.94,7360.97
650000,新疆维吾尔自治区,2002,202.3,188.7,2363.04,6196.54
650000,新疆维吾尔自治区,2001,166.1,179.3,2147.3,4865.83
650000,新疆维吾尔自治区,2000,142.0,154.53,2017.36,4534.23
