省份编码,省份,年份,受灾面积(千公顷),水灾受灾面积(千公顷),旱灾受灾面积(千公顷),风雹灾受灾面积(千公顷),冷冻灾受灾面积(千公顷),成灾面积(千公顷),水灾成灾面积(千公顷),旱灾成灾面积(千公顷),风雹灾成灾面积(千公顷),冷冻灾成灾面积(千公顷)
370000,山东省,2013,1461.7,900.5,206.7,111.6,242.9,530.7,458.9,0,11.8,60.0
370000,山东省,2012,1822.6,342.4,673.3,215.1,0.0,571.6,84.5,176.4,48.4,0.0
370000,山东省,2011,2117.2,567.7,1294.9,107.3,20.8,415.6,187.3,201.3,18.3,0.7
370000,山东省,2010,2582.3,1544.7,585.5,75.7,376.4,1052.0,703.3,331.7,9.0,8.0
370000,山东省,2009,2341.87,761.1,1174.67,175.2,230.9,1182.33,184.63,814.7,87.0,96.0
370000,山东省,2008,672.25,121.4,256,260,31.78,233.8,81.6,87.5,58.7,6.0
370000,山东省,2007,1865.36666666667,632.0,530.8,302,370.666666666667,636.233333333333,133.9,281,80.0,121.333333333333
370000,山东省,2006,1880.11,366.5,1026.01,452.6,35.0,1105.3,194.5,662.1,233.8,14.9
370000,山东省,2005,1779.8112,524.0,356.2112,170,375.0,712.6,342.0,72,84.7,113.0
370000,山东省,2004,2119.067,717.0,276.63,797.9,147.0,771.0,381.0,126,151.0,113.0
370000,山东省,2003,2632,1530.0,857,245,,1250.0,928.0,173,149.0,
370000,山东省,2002,4941.9,3.9,3787,396,755.0,3179.4,2.4,2573,217.0,387.0
370000,山东省,2001,3596,497.0,2160,504,435.0,2281.0,313.0,1333,328.0,307.0
370000,山东省,2000,3697,120.0,3336,106,130.0,2271.0,73.0,2106,62.0,30.0
410000,河南省,2019,970,,807,76,,384.0,,323,27.0,
410000,河南省,2018,1167.7,229.8,4.3,99.1,234.5,850.5,123.2,3.9,56.1,162.4
410000,河南省,2017,1247,925.1,219.1,93.5,0.7,648.5,480.0,148.4,18.9,0.4
410000,河南省,2016,519.3,206.8,173.3,139.1,0.1,238.433333333333,125.4,73.7,39.3333333333333,0.0
410000,河南省,2015,225.1,52.6,,152.6,19.9,73.4,17.3,,54.1,2.0
410000,河南省,2014,1905.2,48.3,1809.3,37.7,9.9,823.5,21.7,775.3,26.0,0.5
410000,河南省,2013,1179.9,61.3,848.1,198.7,71.8,358.8,4.0,230.7,101.2,22.9
410000,河南省,2012,1388.8,358.7,1001.5,20.2,0.0,325.9,150.3,162.8,12.8,0.0
410000,河南省,2011,1477.6,287.3,1020.4,146.2,23.7,380.2,92.0,211.3,75.3,1.6
410000,河南省,2010,1568.1,1129.8,50.4,100.6,287.3,584.7,444.7,25,72.7,42.3
410000,河南省,2009,2987.35333333333,100.02,1579.2,1128.93333333333,179.2,1062.99666666667,32.83,287.9,682.466666666667,59.8
410000,河南省,2008,966.7,73.7,584,170.8,138.2,652.88,52.28,376,92.6666666666667,131.933333333333
410000,河南省,2007,2116,906.0,754.6,155,300.4,967.833333333333,520.7,295,59.7333333333333,92.4
410000,河南省,2006,1585,318.8,848,322.5,95.3,608.0,114.5,318.7,112.8,62.0
410000,河南省,2005,2111.84,1100.0,424,132,437.9,1103.4,652.7,142,49.3,247.4
410000,河南省,2004,2234.397,823.9,424,714.942,137.0,863.8,364.8,278,201.0,20.0
410000,河南省,2003,4965,3204.0,494,450,817.0,2739.0,2208.0,69,297.0,165.0
410000,河南省,2002,2807,234.0,1533,804,236.0,1400.0,100.0,691,556.0,53.0
410000,河南省,2001,2848,131.0,2420,159,138.0,1825.0,77.0,1540,114.0,94.0
410000,河南省,2000,4608,1940.0,2398,170,100.0,2646.0,1257.0,1320,50.0,19.0
420000,湖北省,2019,1430,,1153,46,12.0,475.0,,405,10.0,7.0
420000,湖北省,2018,1076.1,147.1,515.1,19.2,394.7,475.9,56.2,253.1,12.1,154.5
420000,湖北省,2017,1437.1,692.7,626.7,41,76.7,715.0,398.0,282.7,25.2,9.1
420000,湖北省,2016,2741.23333333333,1870.2,341.933333333333,36.9,492.2,1505.56666666667,1229.5,157.9,20.3,97.8666666666667
420000,湖北省,2015,1115.6,873.7,117.7,50.5,73.7,514.8,410.0,58.7,25.6,20.5
420000,湖北省,2014,1058.8,293.6,633.5,48.8,82.9,343.5,130.5,179.1,3.1,30.8
420000,湖北省,2013,2487.9,455.7,1861.9,70,100.3,954.3,157.6,738.5,17.7,40.5
420000,湖北省,2012,1718.7,631.2,939.2,38.2,74.1,766.1,332.5,382.9,25.2,24.6
420000,湖北省,2011,2580,891.1,1205.4,160.5,323.0,790.3,253.3,408.1,38.9,90.0
420000,湖北省,2010,2465.5,1998.9,204.4,33.3,228.9,896.7,739.1,98.4,22.0,37.2
420000,湖北省,2009,1827.1,832.4,591.9,164.8,238.0,531.9,321.2,149.4,22.8,38.5
420000,湖北省,2008,4032.8,1179.9,20,337.9,2490.0,2658.71,930.91,14.2,207.933333333333,1504.46666666667
420000,湖北省,2007,2789.56,1348.0,830.6,100.8,505.2,1203.55333333333,652.7,332,13.8666666666667,204.866666666667
420000,湖北省,2006,2164.7,277.7,1089.1,246,546.7,1422.66,162.8,865.06,82.7,310.0
420000,湖北省,2005,2580.3,900.4,771,137.2,628.9,1414.2,559.1,380.1,67.2,310.9
420000,湖北省,2004,1550.26060100402,818.0,496,112.985494560652,81.0,894.2,495.0,257,98.0,40.0
420000,湖北省,2003,3099,1575.0,995,168,361.0,1883.0,956.0,690,101.0,136.0
420000,湖北省,2002,2674,1532.0,297,622,223.0,1702.0,941.0,151,461.0,149.0
420000,湖北省,2001,2885,374.0,2363,88,60.0,2030.0,237.0,1703,60.0,30.0
420000,湖北省,2000,3190,582.0,2210,148,250.0,1996.0,365.0,1470,86.0,75.0
430000,湖南省,2019,998,,357,11,23.0,406.0,,142,4.0,17.0
430000,湖南省,2018,625.6,67.9,342.9,37.3,155.4,309.9,36.0,172.9,19.1,71.1
430000,湖南省,2017,1217.7,990.0,222,5.5,,557.0,493.7,60.5,2.8,
430000,湖南省,2016,1375.5066666884,1142.46,11.6133333550642,45.3,173.333333333333,582.168666668869,482.866666666667,4.76866666886873,21.9333333333333,71.4
430000,湖南省,2015,765.1,752.6,,11.8,0.7,420.4,411.1,,8.7,0.6
430000,湖南省,2014,1136.1,1041.1,,21.4,73.2,660.4,615.4,,10.3,34.6
430000,湖南省,2013,3047.2,447.1,2075.9,180.8,167.3,1550.5,160.1,1134.6,101.4,114.5
430000,湖南省,2012,1233.9,756.2,0,335.9,140.3,633.1,539.3,0,53.0,40.8
430000,湖南省,2011,2374.8,502.7,1190.7,21.1,660.3,955.0,226.2,470.2,10.7,247.9
430000,湖南省,2010,2841.3,2279.0,352.1,77.5,132.7,1404.8,1084.1,218.1,44.5,58.1
430000,湖南省,2009,1824.87,557.51,753.06,129,384.5,626.066666666667,168.1,304.8,31.2666666666667,121.8
430000,湖南省,2008,4473.7,666.2,486,131.5,3171.2,2842.50666666667,279.34,160.4,54.1333333333333,2336.26666666667
430000,湖南省,2007,2178.46666666667,504.0,1260,73,87.6666666666667,1474.96666666667,347.0,947,46.5333333333333,21.7333333333333
430000,湖南省,2006,2235.1,938.8,326,243.7,189.0,1249.8,620.7,196.5,55.4,37.7
430000,湖南省,2005,2074.4,495.0,840.4,101,638.0,1183.5,298.5,535.8,29.1,320.1
430000,湖南省,2004,1129.417,629.0,217,143.717,109.0,581.0,427.0,70,63.0,21.0
430000,湖南省,2003,2741,825.0,1676,108,132.0,1737.0,548.0,1072,47.0,70.0
430000,湖南省,2002,2806,1976.0,262,255,313.0,1859.0,1372.0,173,129.0,185.0
430000,湖南省,2001,1749,582.0,1050,110,7.0,1099.0,389.0,629,76.0,5.0
430000,湖南省,2000,1551,334.0,930,29,200.0,687.0,161.0,400,10.0,80.0
440000,广东省,2019,145,,,1.6,1.0,44.0,,,,
440000,广东省,2018,547.8,84.1,0,0,10.4,169.2,36.1,0,0.0,4.2
440000,广东省,2017,282.6,84.5,,0.1,,132.3,41.7,,0.1,
440000,广东省,2016,630.666666666667,73.2,0,2.3,148.466666666667,187.633333333333,33.4,0,1.5,24.2666666666667
440000,广东省,2015,846.3,77.7,147.7,4.4,,494.6,29.7,103.5,1.1,
440000,广东省,2014,842.4,122.2,,15.3,5.3,402.5,62.8,,6.2,1.6
440000,广东省,2013,1134.5,135.9,8.4,6.1,0.0,451.0,104.1,4.9,3.5,0.0
440000,广东省,2012,417.2,73.1,0,29.3,0.2,196.2,30.5,0,17.6,0.0
440000,广东省,2011,501.7,43.1,112.7,5.7,53.6,118.3,13.0,6.1,3.5,29.7
440000,广东省,2010,724.3,466.4,119.7,0.6,11.3,182.6,89.7,4.8,0.3,2.4
440000,广东省,2009,643.3,35.6333333333334,318.2,0,0.0,189.0,2.64,105.9,0.0,0.0
440000,广东省,2008,1599.71,415.0,71,0,433.3,793.81,233.81,40,0.0,200.0
440000,广东省,2007,746.15,216.0,377,0.7,18.0,302.18,100.0,167,0.333333333333333,6.66666666666667
440000,广东省,2006,1271.5,222.62,129.9,6.4,9.6,705.6,106.0,58.3,1.0,3.5
440000,广东省,2005,869.096,273.096,174.7,67.9,204.7,386.8,177.6,64,21.3,68.3
440000,广东省,2004,1070.8857,95.4,728,22.6,215.0,522.6,55.4,320,11.0,134.0
440000,广东省,2003,1194.3,25.0,131,11.3,388.0,498.0,6.0,105,,67.0
440000,广东省,2002,1978,468.0,1204,9,13.0,987.0,252.0,560,7.0,10.0
440000,广东省,2001,1094,379.0,53,14,70.0,610.0,212.0,24,7.0,30.0
440000,广东省,2000,688,175.0,100,,270.0,313.0,61.0,80,,90.0
450000,广西壮族自治区,2019,248,,26,1,3.0,99.0,,13,,1.0
450000,广西壮族自治区,2018,150,31.7,6.9,4.4,,85.2,19.5,5.4,3.7,
450000,广西壮族自治区,2017,196,173.3,,2.4,,61.8,50.1,,1.7,
450000,广西壮族自治区,2016,300.933333333333,85.8,34.6,51.2,94.1333333333333,92.3333333333333,49.2,20.2,4.93333333333333,5.8
450000,广西壮族自治区,2015,545.7,221.9,160,3.2,,252.4,127.1,52.3,2.3,
450000,广西壮族自治区,2014,1212.7,116.4,15.6,14.8,15.1,433.1,60.0,4.2,8.9,6.1
450000,广西壮族自治区,2013,694.4,73.5,52.1,48.7,66.7,178.7,7.1,36.1,19.5,25.1
450000,广西壮族自治区,2012,575,149.9,77.1,7.4,1.0,304.5,74.7,41,5.1,0.6
450000,广西壮族自治区,2011,1437.9,160.6,406.6,5.3,430.4,638.1,173.8,200.9,1.0,206.7
450000,广西壮族自治区,2010,1664.5,466.5,1079.3,17.5,13.7,868.9,91.7,748,3.5,7.1
450000,广西壮族自治区,2009,1109.61,303.41,773.7,10.4,3.2,459.486666666667,109.14,336.12,6.66666666666667,0.0
450000,广西壮族自治区,2008,2305.698,642.1,223.75,42,701.2,1128.85666666667,555.59,127,14.5333333333333,193.333333333333
450000,广西壮族自治区,2007,1125.69,363.7,699,21,3.2,428.64,109.8,310,5.6,1.2
450000,广西壮族自治区,2006,1545.9,295.7,632,38.6635,9.5,741.2,122.7,260.6,16.4,2.5
450000,广西壮族自治区,2005,1524.438,520.0,893.7,51.219,17.889,837.96,248.56,544,19.3,
450000,广西壮族自治区,2004,1995.184,658.5,1135,39.141,90.0,914.0,208.0,660,29.0,17.0
450000,广西壮族自治区,2003,1831,315.0,755,78,343.0,1134.0,128.0,415,51.0,261.0
450000,广西壮族自治区,2002,1170,963.0,102,22,3.0,722.6,575.0,79,15.0,1.0
450000,广西壮族自治区,2001,1155,772.0,53,27,37.0,757.0,518.0,38,16.0,26.0
450000,广西壮族自治区,2000,1523,234.0,1004,55,230.0,836.0,150.0,541,25.0,120.0
460000,海南省,2019,4,,,,,1.0,,,,
460000,海南省,2018,32.4,,0,,,11.3,,0,,
460000,海南省,2017,10.8,0.3,,0,,2.6,0.0,,0.0,
460000,海南省,2016,509.349002731246,0.0,15.5156693979128,0.5,33.9333333333333,98.3449031668358,0.0,4.41156983350243,0.2,16.4
460000,海南省,2015,41.2,0.8,4.2,,,20.2,0.0,2.4,,
460000,海南省,2014,309.4,1.6,,0,,207.5,0.7,,0.0,
460000,海南省,2013,164.7,0.0,0,5.3,0.0,93.1,0.0,0,3.0,0.0
460000,海南省,2012,60.5,1.4,0,12.9,0.0,38.5,0.6,0,7.9,0.0
460000,海南省,2011,516.6,0.0,33.3,0,29.1,198.0,15.7,8,0.0,9.3
460000,海南省,2010,306.2,254.1,41.8,0,0.0,83.4,73.4,8.7,,0.0
460000,海南省,2009,119.9,1.85,13.3,0.2,0.0,86.9,0.99,1.9,0.0,0.0
460000,海南省,2008,365.9,92.6,80.5,0.049999999999954,74.0,172.203333333333,78.57,20.7,0.0,53.8666666666667
460000,海南省,2007,287.75,3.7,160.4,0,0.0,126.7,0.0,70,0.0,
460000,海南省,2006,47.1,10.1,33.2,,,37.3,5.1,29.9,,
460000,海南省,2005,728.2,,260,,,375.2,,184,,
460000,海南省,2004,158.14,11.8,143.27,,,50.2,3.4,46.8,,
460000,海南省,2003,277,,99,,,149.0,,38,,
460000,海南省,2002,289.3,116.0,76,,3.0,162.8,49.0,61,,1.0
460000,海南省,2001,182,67.0,30,,,114.0,42.0,11,,
460000,海南省,2000,541,297.0,,,40.0,264.0,132.0,,,20.0
500000,重庆市,2019,78,,43,4,,26.0,,17,1.0,
500000,重庆市,2018,70.9,30.5,1.7,33.9,4.8,46.0,21.0,1.1,20.1,3.8
500000,重庆市,2017,125.9,38.4,79.6,7.9,,44.5,12.4,27.4,4.7,
500000,重庆市,2016,190.44,127.74,47.2,1.8,13.7,119.4,78.4,30,0.9,10.1
500000,重庆市,2015,70.8,60.6,,10.2,,42.1,36.2,,5.9,
500000,重庆市,2014,280.9,250.9,7.6,20.7,1.7,161.5,144.5,4.7,11.0,1.3
500000,重庆市,2013,455.3,98.6,309.1,19.3,28.3,168.4,46.6,105.1,4.7,12.0
500000,重庆市,2012,405.4,329.0,61.9,14.5,0.0,224.0,186.7,28,9.3,0.0
500000,重庆市,2011,816,204.3,387.6,17.2,206.9,280.5,80.8,152.3,4.0,43.4
500000,重庆市,2010,574.5,320.5,176.3,74.6,3.1,186.2,112.5,44,27.7,2.0
500000,重庆市,2009,495.1,319.4,136.6,21.2,10.6,177.2,118.5,46.9,7.4,3.0
500000,重庆市,2008,661.99,86.1,155.79,116.8,297.5,399.166666666667,46.5,93.2,47.0666666666667,211.0
500000,重庆市,2007,863.2,520.0,233,108,2.2,427.4,241.6,155,30.6666666666667,0.133333333333333
500000,重庆市,2006,1478.8,96.978,1326.6,19.5,32.3,924.7,30.1,882.8,6.1,5.7
500000,重庆市,2005,773.137,394.037,251.4,97.5,30.2,461.8,292.8,98.3,56.5,14.2
500000,重庆市,2004,909.841,515.5,220,105.969,8.0,387.5,286.8,46.1,53.6,1.0
500000,重庆市,2003,959,480.0,431,39,9.0,603.0,291.0,283,25.0,4.0
500000,重庆市,2002,1466,824.0,466,76,100.0,847.0,440.0,294,45.0,68.0
500000,重庆市,2001,1800,256.0,1400,75,69.0,900.0,121.0,698,45.0,36.0
500000,重庆市,2000,708,361.0,270,59,18.0,434.0,202.0,190,30.0,12.0
510000,四川省,2019,324,,79,7,,132.0,,31,3.0,3.0
510000,四川省,2018,484,357.7,98.7,27.3,0.3,295.1,223.8,55.2,15.8,0.3
510000,四川省,2017,215.7,142.7,34.8,12.2,24.1,130.9,92.5,24.8,8.7,4.9
510000,四川省,2016,410.58,138.68,113,71.7,87.2,242.1,82.7,67.6,43.9,47.9
510000,四川省,2015,562.7,258.1,222.9,71.7,9.7,228.4,128.2,53.8,46.0,0.4
510000,四川省,2014,919.3,292.1,576.8,29.8,17.5,368.2,174.8,166,21.5,5.4
510000,四川省,2013,1602.9,605.1,800.4,62.4,25.5,537.9,272.9,199.4,21.2,9.7
510000,四川省,2012,943.9,644.4,222,47.1,30.4,398.0,234.9,124.9,27.4,10.8
510000,四川省,2011,1528.2,519.0,552.8,95.2,361.2,720.7,263.0,300.2,27.8,129.7
510000,四川省,2010,2324,1507.8,627.8,50.1,138.3,850.5,422.9,384.2,28.2,15.2
510000,四川省,2009,1598.76333333333,667.13,742.8,140.133333333333,44.3,696.81,354.47,241.74,88.6,10.9
510000,四川省,2008,1411.8169,206.1,106.7,398,644.2429,636.643333333333,105.31,35.3,148.666666666667,334.666666666667
510000,四川省,2007,2490.4,890.0,1386.66666666667,154.4,59.3333333333333,1127.66666666667,491.0,524,95.3333333333333,17.3333333333333
510000,四川省,2006,2930.4,260.3,2449.3,41.8,178.0,1766.6,132.9,1520.3,10.7,102.7
510000,四川省,2005,1593.744,960.0,213.044,214,206.7,649.3,400.3,86,123.0,40.0
510000,四川省,2004,1475.78373,700.2323,291,278.83076,32.612,656.4,335.1,233,77.4,10.9
510000,四川省,2003,2743,1409.0,882,216,236.0,1264.0,814.0,360,51.0,39.0
510000,四川省,2002,2564.2,915.2,1282,148,219.0,1124.7,416.7,537,112.0,59.0
510000,四川省,2001,3717,613.0,2980,98,26.0,1894.0,327.0,1490,58.0,19.0
510000,四川省,2000,2315,513.0,1637,95,70.0,1127.0,293.0,763,40.0,31.0
520000,贵州省,2019,141,,,15,,44.0,,,7.0,
520000,贵州省,2018,291.7,39.6,132.2,98.3,21.4,178.6,22.5,79.1,65.2,11.7
520000,贵州省,2017,267.3,164.1,56.5,35.8,10.3,153.1,92.0,34.4,22.8,3.5
520000,贵州省,2016,330.7,197.6,6.6,111.1,11.9,170.3,107.5,3.3,52.6,4.4
520000,贵州省,2015,224.4,160.6,18.9,40.8,4.0,117.9,84.7,8.1,24.6,0.5
520000,贵州省,2014,626.7,389.8,9.5,160.9,43.9,350.5,220.9,2.7,100.3,16.4
520000,贵州省,2013,1522.4,123.3,1175,169.2,54.9,841.5,47.7,693.3,77.1,23.4
520000,贵州省,2012,542.1,301.0,132.5,88.2,20.4,220.7,152.7,40.9,24.1,3.0
520000,贵州省,2011,2570.2,111.1,1822.5,84.4,552.2,1363.7,47.2,1181,35.6,99.9
520000,贵州省,2010,1681,363.0,1271.3,42.8,3.9,1146.3,110.9,1024.6,9.9,0.9
520000,贵州省,2009,779.866666666667,195.7,477.9,71.2666666666667,30.2,401.9,42.3,318.1,35.0,5.2
520000,贵州省,2008,1759.7,185.9,30.4,51.7,1489.7,1049.6,122.1,17.7,28.1333333333333,879.866666666667
520000,贵州省,2007,524.2,177.0,179,128,40.2,212.333333333333,71.2,86,47.8666666666667,7.26666666666667
520000,贵州省,2006,1018,114.3,716.9,108.5,62.9,483.4,66.3,353.3,46.6,17.2
520000,贵州省,2005,757.9,174.2,442,104.7,37.0,320.1,93.1,170,49.2,7.8
520000,贵州省,2004,698.418,256.0,175.105,124,2.703,291.3,146.2,76,68.0,1.1
520000,贵州省,2003,1060.1,252.0,594,140.1,74.0,578.8,148.0,323,82.8,25.0
520000,贵州省,2002,1159,419.0,170,323,247.0,694.0,246.0,103,204.0,141.0
520000,贵州省,2001,1070,225.0,698,110,37.0,549.0,120.0,333,70.0,26.0
520000,贵州省,2000,1020,505.0,216,82,217.0,504.0,290.0,160,24.0,30.0
530000,云南省,2019,1569,,1433,38,18.0,541.0,,501,19.0,
530000,云南省,2018,274.8,150.8,0,33.5,70.2,172.2,92.6,0,23.0,44.8
530000,云南省,2017,406.6,185.6,102,65.4,12.7,233.1,81.8,69.8,47.0,9.6
530000,云南省,2016,868.472466893197,225.474,47.6984668931973,158.1,417.8,437.339670092655,143.212,15.2262134059878,94.5333333333333,174.733333333333
530000,云南省,2015,1028.3,230.8,514.9,112,169.7,607.4,164.4,300.9,76.1,65.5
530000,云南省,2014,882,143.5,332,157.1,74.5,512.0,98.0,194.2,76.1,29.5
530000,云南省,2013,1231.1,126.1,807.4,185.2,112.4,558.3,69.3,369.7,70.0,49.3
530000,云南省,2012,1578.3,374.0,1072.7,72.5,40.2,580.9,106.1,434.7,30.7,9.3
530000,云南省,2011,1989.3,107.6,1230.5,141.1,510.1,773.3,33.0,592.3,48.9,99.1
530000,云南省,2010,3215,167.6,2957.2,62.8,27.4,2136.5,58.5,2050.9,23.5,3.6
530000,云南省,2009,1667.52333333333,145.04,1036.7,90.3333333333333,381.9,716.573333333333,86.21,416,40.9333333333333,169.4
530000,云南省,2008,1459.657,120.6,475,124.6,590.9,881.966666666667,55.2,359,62.2,331.266666666667
530000,云南省,2007,1448.13333333333,450.0,703,165.133333333333,130.0,754.866666666667,235.6,351,83.1333333333333,85.1333333333333
530000,云南省,2006,1534.9,220.2,993.4,201.1,107.5,872.38,67.1,651.98,109.2,44.1
530000,云南省,2005,2585.169,159.0,2053.4,123.869,248.9,1431.4,112.8,1192,80.7,45.9
530000,云南省,2004,1132.5,381.7,220.329,281.202,159.0,446.0,143.0,104,118.0,81.0
530000,云南省,2003,1493,227.0,864,195,207.0,810.0,119.0,491,103.0,97.0
530000,云南省,2002,1446,448.0,401,456,141.0,823.0,259.0,194,281.0,89.0
530000,云南省,2001,1137,392.0,582,143,20.0,611.0,231.0,280,90.0,10.0
530000,云南省,2000,941,375.0,206,120,240.0,470.0,204.0,113,70.0,83.0
540000,西藏自治区,2019,6,,,3,,,,,,
540000,西藏自治区,2018,9.7,9.4,0.3,0,0.0,8.0,7.7,0.3,0.0,0.0
540000,西藏自治区,2017,12.8,10.6,,2.2,0.0,9.7,8.0,,1.7,0.0
540000,西藏自治区,2016,14.48061,12.92658,0.763,0.53167,0.25936,10.9,10.34,0.04,0.42,0.1
540000,西藏自治区,2015,11.8,7.6,1.3,1.4,1.5,5.4,1.7,1.1,1.3,1.3
540000,西藏自治区,2014,12.9,3.2,4.1,4.7,0.2,11.3,2.6,3.8,4.1,0.2
540000,西藏自治区,2013,22.1,12.6,0,7.8,1.7,8.9,3.9,0,4.0,1.0
540000,西藏自治区,2012,14.4,6.5,0,6.8,1.1,6.9,3.5,0,3.3,0.1
540000,西藏自治区,2011,17.8,5.3,0,9.7,2.8,4.0,1.3,0,2.0,0.7
540000,西藏自治区,2010,51.3,4.4,40.3,6.1,0.5,22.2,0.0,21.2,0.9,0.1
540000,西藏自治区,2009,53.04,10.39,27.23,5.8,9.62,20.1,4.0,9.8,3.0,3.3
540000,西藏自治区,2008,53.9427,5.2,,15.4283,32.5084,36.41,3.91,0,8.9,23.0
540000,西藏自治区,2007,28.4,5.3,7.6,12.9,2.6,5.7,4.7,,0.0,1.0
540000,西藏自治区,2006,24.7,4.7,11.3,6.7,2.0,4.0,4.0,0,,
540000,西藏自治区,2005,43.218,2.7,34.018,6.5,,1.2,,,1.2,
540000,西藏自治区,2004,43.24,20.74,12.5,2.99,3.7,10.6,6.4,1.7,1.5,1.0
540000,西藏自治区,2003,4,4.0,,,,,,,,
540000,西藏自治区,2002,70,46.0,24,,,11.0,11.0,,,
540000,西藏自治区,2001,35,12.0,23,,,20.0,10.0,10,,
540000,西藏自治区,2000,32,28.0,,4,,15.0,13.0,,2.0,
610000,陕西省,2019,645,,458,16,45.0,219.0,,183,5.0,21.0
610000,陕西省,2018,382.4,91.6,4.2,51.2,235.4,276.1,58.0,4,35.7,178.4
610000,陕西省,2017,651.1,82.4,434.2,128.2,6.3,312.3,56.5,181.7,70.6,3.5
610000,陕西省,2016,632.8098359996,98.2540221996,240.0630353,286.7727119,7.7200666,364.575072205,62.068623455,110.5650159,187.84993285,4.0915
610000,陕西省,2015,744.3,90.9,561.6,75.5,16.3,464.8,62.8,335.4,53.1,13.5
610000,陕西省,2014,772.2,143.2,434.7,189.8,4.5,434.6,43.1,274.7,114.2,2.6
610000,陕西省,2013,813.4,199.0,400,115.5,98.9,386.7,100.7,200,39.1,46.9
610000,陕西省,2012,508.9,209.3,227.6,62.7,9.3,187.8,89.1,68.3,27.1,3.3
610000,陕西省,2011,762.5,369.9,260,127.1,5.5,292.4,165.6,97.3,29.4,0.1
610000,陕西省,2010,1121.5,391.1,421.3,13.3,295.8,536.3,172.0,271.6,5.3,87.4
610000,陕西省,2009,1220.66666666667,60.7,800,186.666666666667,173.3,571.26,24.66,333.3,80.0,133.3
610000,陕西省,2008,1046.766,134.1,478,166.7,266.7,502.346666666667,14.68,341,66.6666666666667,80.0
610000,陕西省,2007,1945.8,462.0,908,155.8,420.0,1041.33333333333,153.333333333333,548,100.0,240.0
610000,陕西省,2006,1398.6,194.2,765.6,245.7,178.0,694.3,94.2,456.7,106.7,36.7
610000,陕西省,2005,1748.1373,400.3513,1022,253.086,72.7,888.2,247.5,515,100.0,25.7
610000,陕西省,2004,1121.404,138.7,435,343.2,125.0,457.0,84.0,240,65.0,68.0
610000,陕西省,2003,2136,946.0,1000,66,124.0,1160.0,524.0,533,57.0,46.0
610000,陕西省,2002,1877,291.0,1233,110,243.0,1227.0,183.0,800,73.0,171.0
610000,陕西省,2001,2475,55.0,1900,200,320.0,1383.0,28.0,935,210.0,210.0
610000,陕西省,2000,1908,198.0,1654,46,10.0,1242.0,116.0,1110,6.0,10.0
620000,甘肃省,2019,174,,3,62,17.0,88.0,,,24.0,8.0
620000,甘肃省,2018,764.2,257.5,50.1,90.4,366.2,527.1,183.4,31.6,57.2,254.9
620000,甘肃省,2017,773.1,82.5,526.7,145.2,18.7,375.7,56.1,225.1,83.9,10.6
620000,甘肃省,2016,1343.30862496667,104.3,998.2,76.6666666666667,164.1419583,814.852364866667,74.4,594.5,39.0666666666667,106.8856982
620000,甘肃省,2015,1011.2,80.6,533.1,263,134.5,583.5,64.2,253.1,180.6,85.6
620000,甘肃省,2014,1618.4,155.3,644.2,143.1,675.8,804.4,117.0,291.3,119.3,276.8
620000,甘肃省,2013,1282.9,278.6,694.9,200.9,102.9,655.4,146.7,371.5,108.3,25.9
620000,甘肃省,2012,1016.5,195.4,498.1,220.3,102.7,488.6,142.5,182,106.3,57.8
620000,甘肃省,2011,1266.6,102.0,915.6,200.7,48.3,711.7,59.1,572.6,55.0,25.0
620000,甘肃省,2010,1304.1,223.4,715.1,73.3,292.3,663.2,82.6,428.4,62.9,89.3
620000,甘肃省,2009,1880.79666666667,109.93,1542,155.666666666667,71.3,669.083333333333,60.25,494.7,81.3333333333333,32.4
620000,甘肃省,2008,1334.07,71.3,783.5,160.7,312.3,840.733333333334,35.6,573.4,102.666666666667,126.266666666667
620000,甘肃省,2007,2283.7,195.0,1535,207,346.7,1360.63333333333,120.0,992,181.333333333333,67.3
620000,甘肃省,2006,2039.3,149.0,1175.6,221.8,489.6,1522.2,113.2,943.2,154.3,311.5
620000,甘肃省,2005,1332.916,134.716,1100,41.3,56.9,854.0,89.0,687,30.0,48.0
620000,甘肃省,2004,2146.67688,76.6,925,126.01258,929.15726,1152.6,34.0,755,44.9,318.7
620000,甘肃省,2003,1051,210.0,736,83,22.0,757.0,154.0,534,51.0,18.0
620000,甘肃省,2002,1216,129.0,671,349,67.0,848.0,95.0,491,235.0,27.0
620000,甘肃省,2001,2214,164.0,1580,230,240.0,1173.0,68.0,855,100.0,150.0
620000,甘肃省,2000,2319,144.0,1855,220,100.0,1311.0,106.0,1105,100.0,
630000,青海省,2019,70,,,38,11.0,26.0,,,14.0,4.0
630000,青海省,2018,51.9,25.3,14.6,10.8,1.2,42.6,18.9,12.7,9.9,1.1
630000,青海省,2017,272.4,5.0,225.3,42.1,0.0,160.7,3.7,118,39.0,0.0
630000,青海省,2016,134.65927,13.45931,38.325,66.49367,16.38129,109.72596,9.2,27.7,60.626,12.19996
630000,青海省,2015,220.5,9.8,126.5,49.8,34.4,163.7,6.4,78.6,48.6,30.1
630000,青海省,2014,169.8,14.1,23.9,67.5,64.3,76.8,11.0,0.5,46.2,19.1
630000,青海省,2013,171.2,15.5,41.7,30.8,83.2,60.1,1.2,24.4,21.4,13.1
630000,青海省,2012,154.9,36.0,33.3,49.4,36.2,87.3,16.1,19.1,28.4,23.7
