省份编码,省份,年份,有效灌溉面积(千公顷),农用化肥施用折纯量(万吨),农用氮肥施用折纯量(万吨),农用磷肥施用折纯量(万吨),农用钾肥施用折纯量(万吨),农用复合肥施用折纯量(万吨),乡村办水电站个数(个),乡村办水电站装机容量(万千瓦),农村用电量(亿千瓦小时)
360000,江西省,2002,1894.17,112.45,46.82,21.99,18.96,24.68,1827,33.9844,36.2666
360000,江西省,2001,1897.5,109.66,48.25,19.67,18.22,23.52,1166,18.15,34.516526
360000,江西省,2000,1903.41,106.94,47.5,19.6,17.17,22.67,1298,19.55,35.28879
370000,山东省,2019,5271.366,395.3445,119.1737,37.8924,33.0245,205.2539,112,,435.916283
370000,山东省,2018,5235.99,420.3489,130.6737,42.125,35.6387,211.9114,124,8.8899,416.236274
370000,山东省,2017,5191.06,439.9594,139.1591,45.2457,38.326,217.2286,127,8.9499,488.45322
370000,山东省,2016,5161.16,456.4633,146.0428,47.0611,39.6379,223.7215,129,8.9689,488.839639
370000,山东省,2015,4964.431,463.4965,151.0133,48.0791,40.3624,224.0417,129,8.9014,482.303185
370000,山东省,2014,4901.94968,468.08,154.41,48.24,41.98,223.45,525,8.3887,480.038059
370000,山东省,2013,4729.03393,472.6568,158.1705,48.8009,44.0709,221.6144,129,8.3972,471.37588
370000,山东省,2012,5058.11,476.2576,159.5601,48.6125,43.7203,224.3647,128,8.379,465.786051
370000,山东省,2011,4986.876,473.64,158.61,49.7,45.65,219.68,107,7.9223,456.518327
370000,山东省,2010,4955.303,475.32,162.62,49.88,46.4,216.42,89,7.3052,439.033491
370000,山东省,2009,4896.915,472.86,165.01,51.37,46.52,209.96,85,6.9733,415.230511
370000,山东省,2008,4857.477,476.33,170.31,54.94,47.45,203.63,88,7.2543,400.013137
370000,山东省,2007,4836.78,500.34,193.09,57.67,49.27,200.31,12,0.33,408.180502
370000,山东省,2006,4818.16,489.82,193.58,58.43,48.21,189.6,12,0.27,376.166466
370000,山东省,2005,4789.96,467.63,189.8,57.49,44.89,175.45,12,0.41,346.539544
370000,山东省,2004,4766.81,450.96,185.27,57.68,43.9,164.11,12,0.41,304.13586
370000,山东省,2003,4760.79,432.65,182.03,54.49,41.31,154.82,13,0.43,272.236739
370000,山东省,2002,4797.44,433.92,189.72,54.6,40.25,149.35,13,0.4,238.278077
370000,山东省,2001,4836.1,428.62,197.74,54.72,38.88,137.28,18,0.42,214.045956
370000,山东省,2000,4824.86,423.19,198.59,57.79,36.76,130.05,17,0.42,200.2665
410000,河南省,2019,5328.948,666.7215,190.0221,89.693,55.2568,331.7496,534,,353.82549404
410000,河南省,2018,5288.69,692.7929,201.6682,96.3476,57.4377,337.3394,534,50.949,330.58979526
410000,河南省,2017,5273.63,706.7,219.98,108.08,58.34,320.3,531,50.4342,328.8173353
410000,河南省,2016,5242.92,715.028452,228.304512,113.763082,63.314978,309.64588,530,49.2742,317.231212
410000,河南省,2015,5210.643653,716.09,238.66,117.54,63.58,296.31,530,49.2742,321.006451
410000,河南省,2014,5101.146786,705.75,241.45,119.77,64.22,280.31,1753,49.0987,313.231127
410000,河南省,2013,4969.105521,696.37,243.51,121.15,63.86,267.85,520,47.9492,305.422469
410000,河南省,2012,5205.63,684.43,245.5,121.7,64.58,252.65,515,46.1217,290.028075
410000,河南省,2011,5150.44,673.71,245.28,120.94,63.43,244.06,547,38.2256,281.822553
410000,河南省,2010,5080.9607,655.15,243.92,117.94,61.57,231.72,545,36.8356,269.413264
410000,河南省,2009,5033.027,628.67,239.38,116.57,59.81,212.91,540,35.4291,257.761647
410000,河南省,2008,4989.197,601.68,239.51,111.38,56.49,194.3,600,34.2137,227.356986
410000,河南省,2007,4955.84,569.68,238.97,109.8,55.72,165.19,334,9.12,223.4283
410000,河南省,2006,4918.8,540.43,235.39,110.7,52.86,141.48,432,7.57,188.8153
410000,河南省,2005,4864.12,518.1368,227.1744,106.1226,50.7778,134.07,405,6.26,172.1457
410000,河南省,2004,4829.08,493.16,221.3,102.42,47.54,121.9,452,6.2,157.6889
410000,河南省,2003,4792.22,467.89,215.81,103.79,43.31,104.98,445,5.99,144.5929
410000,河南省,2002,4802.36,468.83,220.51,106.22,43.36,98.74,445,6.3,141.3639
410000,河南省,2001,4766.0,441.73,211.08,101.62,40.28,88.75,473,6.9,134.6135
410000,河南省,2000,4725.31,419.46,205.73,97.2,36.67,79.86,475,6.8,125.7978
420000,湖北省,2019,2968.988,273.8904,104.67,42.8695,26.7109,99.64,1662,,178.552911
420000,湖北省,2018,2931.902,295.8189,113.068,46.0016,29.065,107.6843,1663,386.1738,165.213889
420000,湖北省,2017,2919.17,317.93,128.22,54.56,30.12,105.03,1724,380.6649,156.569403
420000,湖北省,2016,2905.57,327.96,133.97,59.06,30.65,104.28,1749,368.4555,152.861796
420000,湖北省,2015,2899.148041,333.872,138.5096,60.2744,31.1068,103.9812,1764,360.0722,149.099156
420000,湖北省,2014,2855.322774,348.27,146.25,63.92,31.59,106.51,4439,341.6222,142.22884
420000,湖北省,2013,2791.40584,351.9336,152.8189,64.6119,31.2662,103.2366,1810,337.3583,130.14171
420000,湖北省,2012,2548.91,354.89,159.13,65.28,31.16,99.32,1787,322.6864,112.25979
420000,湖北省,2011,2455.687,354.89,159.13,65.28,31.16,99.32,1764,296.0954,112.25979
420000,湖北省,2010,2379.775,350.77,156.38,65.79,30.33,98.27,1751,290.0244,109.7791
420000,湖北省,2009,2350.103,340.2551,153.5708,67.1973,28.5456,90.9414,1709,269.7835,104.0885
420000,湖北省,2008,2330.17,327.66,149.35,66.51,27.66,84.14,1737,252.4722,98.06469
420000,湖北省,2007,2095.43,299.9,142.76,63.53,24.04,69.57,502,61.4,87.79361
420000,湖北省,2006,2056.63,292.4779,140.489,63.6749,24.1868,64.1272,589,64.11,75.85545
420000,湖北省,2005,2064.59,285.83,142.04,59.83,23.16,60.8,609,35.72,70.08588
420000,湖北省,2004,2071.0,281.92,142.45,62.66,22.01,54.8,626,35.33,64.79347
420000,湖北省,2003,2043.69,270.32,136.85,61.56,21.2,50.71,646,32.84,63.113605
420000,湖北省,2002,2006.49,256.97,133.1,56.78,19.41,47.68,669,31.83,60.741652
420000,湖北省,2001,2027.92,245.27,126.75,54.56,17.54,46.42,829,36.49,60.171661
420000,湖北省,2000,2072.53,247.08,132.7,52.46,16.19,45.73,893,34.83,60.857408
430000,湖南省,2019,3176.108,229.007809,83.82483,23.023132,37.632157,84.52769,4463,,132.977564
430000,湖南省,2018,3164.003,242.614541,94.05897,25.51065,41.639949,81.404972,4485,637.9772,130.820711
430000,湖南省,2017,3145.87,245.25802,97.926072,26.047961,42.01251,79.271477,4512,635.8228,128.557429
430000,湖南省,2016,3132.37,246.4427,100.448,26.6188,43.0765,76.2994,4524,628.4934,126.703704
430000,湖南省,2015,3113.3182,246.5356,101.6259,26.5197,43.2139,75.1761,4472,610.8835,123.914238
430000,湖南省,2014,3101.6982,247.8,107.48,27.56,44.1,68.66,9805,592.1007,123.830106
430000,湖南省,2013,3084.2982,248.192883,109.727155,27.928198,43.515742,67.021788,4417,586.0837,118.582555
430000,湖南省,2012,2715.78,249.11,112.34,27.88,42.63,66.26,4313,557.2159,110.2288
430000,湖南省,2011,2762.41,242.4886,112.2242,27.2637,41.2216,61.7791,4219,540.1186,106.029842
430000,湖南省,2010,2738.997,236.57,110.35,26.72,40.46,59.04,4158,512.7968,98.6299
430000,湖南省,2009,2720.68,231.6037,108.6123,26.4022,39.5782,57.011,4096,488.3357,86.706569
430000,湖南省,2008,2708.965,223.38,106.52,26.01,38.14,52.71,4101,468.792,81.46461
430000,湖南省,2007,2696.645,219.58,107.71,25.93,37.16,48.78,3995,116.62,76.377071
430000,湖南省,2006,2696.645,214.7235,106.83345,25.7752,36.01515,46.0997,4128.5,98.9189,70.806825
430000,湖南省,2005,2690.41,209.867,105.9569,25.6204,34.8703,43.4194,4262,81.2178,65.236579
430000,湖南省,2004,2683.28,203.18,103.87,25.07,34.2,40.04,4080,65.24,57.52976
430000,湖南省,2003,2675.34,188.33,97.63,23.48,31.27,35.96,3912,49.66,53.837549
430000,湖南省,2002,2675.61,184.32,97.46,23.59,30.19,33.08,4115,45.7975,49.83374
430000,湖南省,2001,2676.27,184.25,98.6,23.96,30.4,31.29,4178,41.75,46.734766
430000,湖南省,2000,2677.46,182.15,98.08,24.28,29.85,29.94,4509,41.99,44.529053
440000,广东省,2019,1773.396,225.7894,86.2687,26.4492,43.2684,69.8031,9777,,1448.0376
440000,广东省,2018,1775.206,231.3195,88.6385,27.0464,44.8634,70.7712,9789,760.2484,1443.0988
440000,广东省,2017,1774.61,258.303596,103.599738143251,24.7533294732824,50.7242104732824,79.2263139752066,9847,759.675,1414.774795
440000,广东省,2016,1771.71,261.0162,104.8463,25.0268,51.0895,80.0536,9837,754.8805,1334.7822
440000,广东省,2015,1771.261236,256.4573,103.6367,24.3867,50.2667,78.1672,9817,740.0257,1326.198
440000,广东省,2014,1770.991079,249.5833,101.749,22.8808,49.3369,75.6166,2387,727.2926,1314.0031
440000,广东省,2013,1770.75708,243.9059,100.5395,21.8953,48.3773,73.0938,9766,725.8195,1234.8431
440000,广东省,2012,1874.44,245.3762,102.8024,21.8309,48.2786,72.4643,9708,715.7124,1187.4983
440000,广东省,2011,1873.16,241.3002,101.5081,21.7087,47.4149,70.6685,9645,705.5838,1134.922
440000,广东省,2010,1872.458,237.2872,100.0102,21.5009,46.9858,68.7903,9641,699.7224,1044.2606
440000,广东省,2009,1871.091297,233.1551,99.6753,21.2083,46.0648,66.2067,9667,652.6256,995.0731
440000,广东省,2008,1863.449997,226.597,98.1154,20.8449,45.0095,62.6272,9336,614.5803,951.156
440000,广东省,2007,1312.0358,219.6361,94.5222,21.0177,43.101,60.9952,5639,216.0488,937.2512
440000,广东省,2006,1314.9279,212.12805,94.1511,19.98885,42.3255,55.6626,5380,200.3094,851.8407
440000,广东省,2005,1317.82,204.62,93.78,18.96,41.55,50.33,5121,184.57,766.4302
440000,广东省,2004,1312.56,201.3,96.03,18.75,39.81,46.71,5117,183.16,748.2272
440000,广东省,2003,1315.93,199.61,97.59,18.85,39.4,43.77,4937,171.53,714.2535
440000,广东省,2002,1424.96,196.44,96.55,20.15,38.86,40.88,5394,162.3,586.3599
440000,广东省,2001,1447.05106666667,195.0934,97.4223,20.0797,38.5562,39.0352,6121,305.5743,463.4282
440000,广东省,2000,1478.51,176.2022,95.8859,18.361,35.8353,26.12,5478,142.57,405.4461
450000,广西壮族自治区,2019,1713.084,252.0353,72.8223,29.4949,55.0888,94.6293,2414,,126.469404
450000,广西壮族自治区,2018,1706.883,255.045816,73.814925,29.970547,55.953182,95.307162,2416,457.9711,108.249286
450000,广西壮族自治区,2017,1669.87,263.8308,76.0344,31.0205,58.4498,98.3261,2420,459.3586,103.531397
450000,广西壮族自治区,2016,1646.07,262.1415,74.8921,31.1263,58.9582,97.1649,2411,453.2701,95.37309
450000,广西壮族自治区,2015,1618.79,259.8571,74.2296,31.0638,58.3377,96.226,2402,441.2031,83.905461
450000,广西壮族自治区,2014,1600.0,258.6762,74.6528,31.2535,57.3895,95.3804,338,429.2311,76.213405
450000,广西壮族自治区,2013,1586.369565,255.7006,74.1729,30.9131,57.2779,93.3363,2373,418.4546,68.37907
450000,广西壮族自治区,2012,1541.29,249.04,72.45,30.46,56.04,90.09,2349,405.5129,63.31399
450000,广西壮族自治区,2011,1529.242,242.71,70.82,29.57,54.82,87.5,2311,395.2628,56.179404
450000,广西壮族自治区,2010,1523.046,237.1595,69.9379,28.8469,53.2245,85.1482,2266,367.6328,50.22418
450000,广西壮族自治区,2009,1522.135,229.32,68.38,27.98,51.49,81.47,2292,345.3354,48.484638
450000,广西壮族自治区,2008,1521.447,222.5813,67.94,27.46,50.51,76.669,2269,331.1718,44.10966
450000,广西壮族自治区,2007,1522.27,220.8381,67.2986,27.5038,51.8484,74.1873,717,24.06,40.310312
450000,广西壮族自治区,2006,1519.19,210.6632,65.4118,26.5315,49.9367,68.8359,735,22.9183,36.627835
450000,广西壮族自治区,2005,1519.82,201.25,63.27,25.23,47.95,64.8,313,17.58,34.305588
450000,广西壮族自治区,2004,1515.99,195.22,61.48,25.3,47.7,60.74,744,19.16,32.360086
450000,广西壮族自治区,2003,1516.67,183.69,58.72,24.52,44.79,55.66,908,18.87,31.173191
450000,广西壮族自治区,2002,1518.46,176.51,59.29,24.02,42.07,51.13,999,16.76,31.199053
450000,广西壮族自治区,2001,1519.63,168.11,57.51,23.33,39.36,47.91,1045,15.26,30.659912
450000,广西壮族自治区,2000,1501.61,157.76,56.86,22.53,36.1,42.27,1120,14.91,29.58436
460000,海南省,2019,290.627,46.264423,13.874339,2.992712,8.213825,21.183547,353,,18.6839606942
460000,海南省,2018,290.482,48.370015,14.805241,3.143083,8.609645,21.812046,354,49.3725,17.4094565603
460000,海南省,2017,289.25,51.360118,15.56737,3.390498,9.00237,23.39988,346,45.714,15.5188644499
460000,海南省,2016,289.95,50.622747,15.492534,3.310294,8.815951,23.003968,341,43.7045,13.8859556252
460000,海南省,2015,263.9937,51.14,15.27,4.05,9.11,22.71,338,41.6945,13.023124
460000,海南省,2014,259.9237,49.46,14.71,3.92,8.57,22.26,1496,40.312,10.894449
460000,海南省,2013,260.9277,47.57,14.36,3.43,8.16,21.61,336,39.62,9.627134
460000,海南省,2012,256.75,45.53,14.32,3.18,7.96,20.07,324,36.7795,8.587607
460000,海南省,2011,247.51,47.73,13.84,3.13,7.52,23.24,322,35.6895,7.073333
460000,海南省,2010,243.79,46.43,13.76,3.07,7.18,22.41,323,34.7531,5.948038
460000,海南省,2009,243.17,46.29,13.87,3.12,6.96,22.34,314,29.7036,5.640398
460000,海南省,2008,246.10637,45.62,13.92,2.99,6.85,21.86,331,28.4679,5.104431
460000,海南省,2007,169.92,41.67,11.62,2.72,6.23,21.1,34,8.12,4.694919
460000,海南省,2006,169.093,39.49005,11.9009,2.5812,5.6611,19.34685,36,8.25965,4.27007184
460000,海南省,2005,168.266,37.3101,12.1818,2.4424,5.0922,17.5937,38,8.3993,3.84522468
460000,海南省,2004,169.82,41.06,12.21,6.48,4.77,17.6,40,8.74,3.311084
460000,海南省,2003,177.27,33.92,11.59,2.47,4.09,15.77,57,8.35,2.985004
460000,海南省,2002,187.96,28.96,9.57,2.04,3.59,13.76,48,3.26,2.269189
460000,海南省,2001,180.82,26.98,8.91,6.05,2.59,9.43,44,0.93,1.758802
460000,海南省,2000,179.78,26.27,10.72,1.75,2.84,10.96,83,2.75,1.493025
500000,重庆市,2019,697.68,91.08,44.06,15.98,5.34,25.7,1560,,80.903699
500000,重庆市,2018,696.94,93.17,45.85,16.55,5.34,25.43,1548,287.4133,79.527244
500000,重庆市,2017,694.26,95.464922,47.161754,16.925913,5.536597,25.840658,1554,267.2353,80.1801617991
500000,重庆市,2016,690.6,96.144084,48.375019,17.362887,5.43841,24.967768,1548,254.7104,78.69375432
500000,重庆市,2015,687.1926,97.72,49.65,17.84,5.57,24.66,1520,243.5364,78.13974
500000,重庆市,2014,677.2626,97.26,49.88,17.91,5.42,24.05,4917,225.5419,78.3145
500000,重庆市,2013,675.1826,96.6435,49.6825,17.9272,5.3959,23.6379,1483,220.4009,76.1193
500000,重庆市,2012,702.97,96.02,49.87,18.41,5.26,22.48,1450,200.7619,73.8
500000,重庆市,2011,692.88,95.58,50.0,18.0,5.6,21.39,1365,177.8214,70.3706
500000,重庆市,2010,685.25,91.8186,49.3044,17.4927,5.2444,19.1301,1251,167.16911,64.7738
500000,重庆市,2009,672.02,91.1657,50.2405,17.3113,4.8566,18.0549,1136,138.119,61.4832
500000,重庆市,2008,658.857,88.14,50.02,17.31,4.73,15.45,1118,125.3678,55.0949
500000,重庆市,2007,633.67,84.32,48.01,18.43,4.25,13.43,606,33.97,48.4478
500000,重庆市,2006,621.32,80.54,46.37,18.0,4.01,12.16,567,32.08,46.0291
500000,重庆市,2005,618.09,79.05,46.53,17.52,3.83,11.17,529,30.28,42.8943
500000,重庆市,2004,616.79,77.02,46.35,16.94,3.55,10.04,630,32.64,38.4627
500000,重庆市,2003,649.69,71.6,43.86,16.55,3.12,8.07,623,31.14,36.6535
500000,重庆市,2002,641.16,73.37,44.69,16.66,3.2,7.84,660,21.47,33.8717
500000,重庆市,2001,631.93,72.58,45.82,16.58,2.51,7.04,714,22.18,30.114
500000,重庆市,2000,624.59,72.0,45.96,16.27,2.54,7.23,814,22.73,27.8728
510000,四川省,2019,2954.094,222.7724,103.5254,41.3742,15.7794,62.0934,3928,,205.7976
510000,四川省,2018,2932.544,235.2065,112.1483,45.3947,17.4002,60.2633,4844,1201.1238,198.6177
510000,四川省,2017,2873.1,241.9511,117.0353,47.1323,17.6303,60.1532,4982,1179.1723,188.4409
510000,四川省,2016,2813.55,248.984,121.9381,48.9309,17.927,60.188,4987,1162.2098,183.0785
510000,四川省,2015,2735.0857,249.827,124.7349,49.6275,17.8082,57.657,4948,1110.3042,174.812
510000,四川省,2014,2666.323,250.1876,125.7122,49.8773,17.7189,56.8811,1474,1076.0671,169.5696
510000,四川省,2013,2616.538,251.1434,126.0928,50.273,17.7329,54.9985,4871,1029.0616,163.5071
510000,四川省,2012,2662.65,253.0295,127.9694,50.7578,17.5331,55.1149,4264,814.2326,155.9613
510000,四川省,2011,2600.75,251.2312,128.7785,50.6426,17.2584,53.1585,4172,761.8344,148.5667
510000,四川省,2010,2553.106,248.0029,129.6319,49.2494,16.4441,51.1253,4135,716.19295,141.655049
510000,四川省,2009,2523.656,247.9738,130.6723,49.6621,16.4328,50.3257,4141,657.1132,133.7714
510000,四川省,2008,2506.692,242.8398,128.592,48.8632,15.7697,47.9717,4174,619.6926,128.1766
510000,四川省,2007,2499.8,238.1679,127.8828,48.0375,14.834,46.6123,2415,99.3358,123.3101
510000,四川省,2006,2486.99,228.1601,124.7208,46.5815,13.6827,43.0261,2561,102.193,117.7387
510000,四川省,2005,2508.25,220.9249,121.7778,45.1269,12.9477,40.6185,2582,94.2257,112.9156
510000,四川省,2004,2503.25,214.71,120.23,42.94,12.24,39.29,2472,83.39,107.8468
510000,四川省,2003,2503.15,208.39,117.47,41.87,11.6,37.46,2715,80.4,99.9369
510000,四川省,2002,2500.6,209.64,118.53,42.27,11.02,37.82,2793,80.99,93.0095
510000,四川省,2001,2533.0,212.01,121.84,41.86,10.4,37.91,2943,78.39,89.4529
510000,四川省,2000,2469.01,212.59,123.04,42.05,10.03,37.47,3070,78.4,82.8312
520000,贵州省,2019,1153.99,83.184013,35.857683,9.726645,7.921524,29.678161,1527,,104.9352533807
520000,贵州省,2018,1132.243,89.478306,40.071615,10.64631,8.926202,29.834179,1483,350.7621,98.4074929081
520000,贵州省,2017,1114.12,95.6546,46.5443,11.4791,9.2373,28.3939,1517,347.6426,95.10575
520000,贵州省,2016,1088.07,103.6705,50.8879,12.2865,10.1167,30.3794,1509,337.0956,85.25483
520000,贵州省,2015,1065.431669,103.6877,52.7684,12.254916,10.008016,28.656511,1512,328.6201,80.1185
520000,贵州省,2014,981.834025,101.2948,51.9873,11.870206,9.625754,27.811593,1913,315.276,71.2698
520000,贵州省,2013,926.904001,97.4153,51.3016,11.1892,9.2222,25.7023,1447,296.837,61.89176
520000,贵州省,2012,1214.57,98.1726,52.3363,11.2742,9.1306,25.4315,1408,259.2661,54.45966
520000,贵州省,2011,1201.192,94.0838,50.9123,10.8655,7.9273,24.3787,1370,232.8709,47.99191
520000,贵州省,2010,1131.7209,86.5347,46.4572,10.8312,7.649,21.5973,1367,216.8566,41.73207
520000,贵州省,2009,1016.0367,86.5388,46.9799,10.8659,7.48,21.213,1312,195.4274,33.01326
520000,贵州省,2008,917.4329,83.0904,46.2537,10.8395,6.9841,19.0131,1256,181.4493,31.4412
520000,贵州省,2007,779.66,82.0528,45.9357,10.7252,6.6774,18.7145,791,30.2,30.2319
520000,贵州省,2006,738.31,80.23,45.71,10.83,6.28,17.42,791,30.2,30.2319
520000,贵州省,2005,711.64,77.4095,44.5588,10.0782,5.9147,16.8578,791,30.2,30.2319
520000,贵州省,2004,692.86,74.31,43.28,10.07,6.04,14.92,782,23.84,30.2913
520000,贵州省,2003,682.71,74.9203,44.6891,10.1687,5.5524,14.5101,786,20.51,16.0233
520000,贵州省,2002,671.53,73.56,43.56,10.44,5.45,14.11,721,13.78,14.3356
520000,贵州省,2001,659.81,69.95,42.11,10.89,5.21,11.74,795,10.66,13.92
520000,贵州省,2000,653.37,71.29,42.24,10.91,5.0,13.14,798,14.99,14.1821
530000,云南省,2019,1922.492,204.0273,98.5375,28.1529,23.4249,53.912,2052,,120.418
530000,云南省,2018,1898.074,217.3723,105.0288,31.3258,24.5673,56.4504,1951,1212.8479,104.9413
530000,云南省,2017,1851.42,231.9402,112.9271,34.6613,26.2252,58.1266,1985,1198.499,102.336
530000,云南省,2016,1809.39,235.5831,115.5034,34.9669,26.1639,58.9489,1970,1175.793,95.2648
530000,云南省,2015,1757.7107,231.8686,115.2925,34.542,25.321,56.7131,1951,1141.8315,91.4452
530000,云南省,2014,1708.9671,226.8602,113.2857,33.4068,24.7998,55.3667,362,1107.277,87.1163
530000,云南省,2013,1660.2684,219.0151,110.5204,32.0819,23.253,53.1081,1883,1056.4212,82.372
530000,云南省,2012,1677.9,210.2095,106.8084,30.5885,21.9905,50.8215,1784,963.7151,73.7805
530000,云南省,2011,1634.2394,200.47,103.24,29.62,19.82,47.79,1653,890.3959,66.7808
530000,云南省,2010,1588.4167,184.5806,97.5236,27.1754,17.917,41.9637,1690,822.3596,61.673
530000,云南省,2009,1562.072,171.3871,92.6566,25.4465,16.1279,37.1561,1655,721.8555,54.4102
530000,云南省,2008,1536.873,167.6708,91.9118,26.0123,15.213,34.5337,1672,623.2274,50.4413
530000,云南省,2007,1517.1,158.27,86.63,24.82,13.57,33.24,455,24.58,48.4695
530000,云南省,2006,1501.25,150.39,83.21,23.77,12.785,30.625,529,22.81335,45.07785
530000,云南省,2005,1485.4,142.65,79.92,22.72,12.0,28.01,603,23.28,41.6862
530000,云南省,2004,1469.4,137.24,78.77,22.66,11.21,24.6,789,23.83,40.3402
530000,云南省,2003,1457.0,129.22,74.5,21.52,10.38,22.82,953,25.27,37.133
530000,云南省,2002,1442.1,125.0,72.24,21.68,9.9,21.18,1177,24.99,34.7849
530000,云南省,2001,1424.27,120.04,70.09,19.94,9.67,20.21,1470,25.78,32.5606
530000,云南省,2000,1403.4,112.09,66.13,18.29,9.06,18.48,1776,26.64,31.7402
540000,西藏自治区,2019,275.935,4.82279,1.457492,0.725625,0.356929,2.282744,88,,2.4758609143
540000,西藏自治区,2018,264.533,5.189153,1.489426,0.940667,0.358101,2.400959,381,37.5619,1.585867626
540000,西藏自治区,2017,261.23,5.53312,1.803318,1.042002,0.3408,2.347,375,36.9289,1.340729
540000,西藏自治区,2016,251.53,5.909407,1.946194,1.195912,0.488403,2.278898,372,36.5069,1.211086315
540000,西藏自治区,2015,247.795,6.03,2.04,1.16,0.55,2.28,365,31.8109,1.27529
540000,西藏自治区,2014,244.028583,5.34,2.02,1.11,0.56,1.65,659,31.3419,1.18291
540000,西藏自治区,2013,239.274649,5.7,1.97,1.23,0.56,1.94,359,30.1719,1.078516
540000,西藏自治区,2012,251.04,4.99,1.69,1.02,0.55,1.72,313,16.3601,1.016971
540000,西藏自治区,2011,245.3112,4.79,1.48,1.2,0.52,1.56,358,16.7207,0.874455
540000,西藏自治区,2010,237.0332,4.74,1.92,1.07,0.44,1.31,401,18.0158,0.762334
540000,西藏自治区,2009,235.1486,4.69,1.66,0.99,0.28,1.76,435,18.3996,0.753987
540000,西藏自治区,2008,220.6649,4.6,1.7,0.94,0.14,1.82,435,10.256,0.614481
540000,西藏自治区,2007,156.37,4.58,1.87,1.06,0.47,1.18,283,4.28,0.635436
540000,西藏自治区,2006,159.48,4.395,1.835,1.165,0.295,1.1,319.5,4.065,0.635418
540000,西藏自治区,2005,162.59,4.21,1.8,1.27,0.12,1.02,356,3.85,0.635436
540000,西藏自治区,2004,153.68,3.98,1.65,0.58,0.11,1.01,343,3.17,0.59012
540000,西藏自治区,2003,156.32,3.19,1.7,0.57,0.16,0.76,239,2.1,0.4305
540000,西藏自治区,2002,159.74,3.04,1.41,0.62,0.16,0.85,237,2.08,0.358603
540000,西藏自治区,2001,154.37,3.02,1.57,0.47,0.13,0.84,235,2.83,0.9714
540000,西藏自治区,2000,157.03,2.5,1.16,0.54,0.17,0.63,231,1.57,0.339208
610000,陕西省,2019,1285.159,202.5193,80.3603,17.4027,23.1312,81.6251,685,,137.82158
610000,陕西省,2018,1274.99,229.6427,88.8525,17.9432,24.1301,98.7169,693,157.8291,133.604835
610000,陕西省,2017,1263.09,232.1487,90.0187,18.6355,24.2571,99.2374,693,149.5619,130.8458
610000,陕西省,2016,1251.39,233.0545,92.1952,19.0798,24.6912,97.0883,690,144.9174,118.678792
610000,陕西省,2015,1236.77,231.946,93.5224,18.5212,24.401,95.5014,680,138.5629,110.2431
610000,陕西省,2014,1226.49,230.1891,96.1175,18.4448,23.8078,91.819,714,130.8112,109.0162
610000,陕西省,2013,1209.944,241.7343,98.6867,18.4494,23.3333,101.2649,647,122.4527,113.007313
610000,陕西省,2012,1277.18,239.8048,98.2501,18.4972,23.0127,100.0448,617,108.6697,142.48721
610000,陕西省,2011,1274.344,207.27,91.37,17.79,21.77,76.34,610,101.1627,131.32462
610000,陕西省,2010,1284.87,196.79,87.67,17.98,19.99,56.43,585,92.5618,121.03652
610000,陕西省,2009,1293.336,181.3188,87.2388,19.7276,15.8426,43.5245,852,82.7345,110.0332
610000,陕西省,2008,1301.44302,165.9,81.28,16.04,13.1,55.48,981,72.7701,104.1981
610000,陕西省,2007,1287.43,158.81,81.08,14.82,11.43,51.48,598,19.92,101.9551
610000,陕西省,2006,1312.21,149.73,76.48,16.64,11.04,45.57,659,17.15,95.09105
610000,陕西省,2005,1298.84,147.3,76.69,16.85,10.81,42.95,650,16.07,88.227
610000,陕西省,2004,1296.84,143.13,77.5,16.09,8.81,34.07,632,8.63,84.0257
610000,陕西省,2003,1271.86,142.73,77.77,15.76,8.96,40.24,642,9.04,75.4974
610000,陕西省,2002,1314.73,131.89,71.37,16.22,8.35,29.8,858,7.78,67.0
610000,陕西省,2001,1314.07,131.05,72.44,16.45,7.74,34.42,1708,10.99,58.6
610000,陕西省,2000,1307.96,131.19,73.0,16.89,8.17,33.25,2087,9.15,59.49
620000,甘肃省,2019,1328.855,80.88,31.65,14.99,7.88,26.36,599,,61.69396
620000,甘肃省,2018,1337.541,83.17,33.18,15.52,7.62,26.85,598,279.1778,59.075005
620000,甘肃省,2017,1331.43,84.49,34.08,15.58,7.63,27.2,689,262.6581,55.854714
620000,甘肃省,2016,1317.51,93.42,38.55,18.25,8.44,28.18,688,260.4506,54.2226
620000,甘肃省,2015,1306.7203,97.92,40.55,19.13,8.87,29.37,673,248.7836,54.0417
620000,甘肃省,2014,1297.0619,97.6,40.67,18.6,8.63,29.7,241,237.6698,51.258532
620000,甘肃省,2013,1284.0838,94.71,40.3,17.51,8.18,28.72,711,227.0258,50.358209
620000,甘肃省,2012,1297.58,92.13,39.71,17.11,7.82,27.49,760,202.0105,47.849924
620000,甘肃省,2011,1291.8227,87.24,37.91,17.01,6.76,25.56,754,181.0292,45.054065
620000,甘肃省,2010,1278.4456,85.26,37.93,16.56,6.09,24.68,736,170.3667,42.851143
620000,甘肃省,2009,1264.1713,82.9,38.18,15.64,5.78,23.3,712,155.3481,40.56695
620000,甘肃省,2008,1254.7272,81.37,37.68,15.92,5.31,22.46,674,127.6607,38.55992
620000,甘肃省,2007,1063.04,80.14,38.2,15.7,4.81,21.43,255,15.62,36.881411
