省份编码,省份,年份,水库数(座),水库总库容量(亿立方米),除涝面积(千公顷),水土流失治理面积(千公顷)
610000,陕西省,2017,1101,94.35,133.21,7765.02
610000,陕西省,2016,1098,89.87,133.56,7571.21
610000,陕西省,2015,1095,86.8,132.72,7288.32
610000,陕西省,2014,1092,87.64,132.5,7039.06
610000,陕西省,2013,1110,88.49,132.61,6784.91
610000,陕西省,2012,1045,77.4,132.9,9512.32
610000,陕西省,2011,1041,77.01,131.97,9407.09
610000,陕西省,2010,1021,77.1,130.8,9120.7
610000,陕西省,2009,1012,76.57,130.82,9142.78
610000,陕西省,2008,1001,75.73,130.61,9102.86
610000,陕西省,2007,996,71.21,130.48,9052.86
610000,陕西省,2006,995,70.22117,130.28,8988.05
610000,陕西省,2005,999,69.341996,129.51,8930.58
610000,陕西省,2004,1000,66.19616,129.47,8788.3
610000,陕西省,2003,1024,66.43284,129.33,8657.78
610000,陕西省,2002,1053,66.2,132.3,8546.7
610000,陕西省,2001,1053,66.3,132.2,8463.9
610000,陕西省,2000,1043,36.4,132,8503.0
620000,甘肃省,2019,387,103.994007,15.17,9574.743
620000,甘肃省,2018,388,103.450307,14.28,9090.65
620000,甘肃省,2017,383,103.36,14.05,8580.49
620000,甘肃省,2016,383,102.4,13.6,7864.73
620000,甘肃省,2015,381,96.11,13.6,7702.23
620000,甘肃省,2014,382,105.0,11.14,7567.08
620000,甘肃省,2013,377,105.4,12.47,7388.78
620000,甘肃省,2012,313,103.14,12.47,8244.68
620000,甘肃省,2011,318,103.21,12.47,8096.76
620000,甘肃省,2010,313,103.1,12.5,7944.7
620000,甘肃省,2009,311,103.0,12.48,7807.1
620000,甘肃省,2008,288,88.63,12.48,7683.78
620000,甘肃省,2007,287,88.63,12.48,7914.33
620000,甘肃省,2006,273,88.357762,12.48,7910.21
620000,甘肃省,2005,272,88.653343,12.48,7744.07
620000,甘肃省,2004,270,86.64646,12.48,7502.45
620000,甘肃省,2003,289,86.9680780008,12.48,7241.16
620000,甘肃省,2002,288,86.9,12.5,7029.0
620000,甘肃省,2001,289,86.9,12.4,6774.3
620000,甘肃省,2000,289,86.6,12,6564.0
630000,青海省,2019,198,316.59156,0.8,1408.134
630000,青海省,2018,207,316.6057,0.8,1251.66
630000,青海省,2017,206,316.5,0.8,1134.06
630000,青海省,2016,200,319.98,0.8,1014.42
630000,青海省,2015,203,318.78,,898.7
630000,青海省,2014,200,316.0,,863.32
630000,青海省,2013,199,316.39,,794.41
630000,青海省,2012,158,341.97,,856.5
630000,青海省,2011,157,341.94,,840.82
630000,青海省,2010,157,341.9,,825.5
630000,青海省,2009,157,341.94,,812.31
630000,青海省,2008,157,341.94,,798.64
630000,青海省,2007,154,299.87,,779.02
630000,青海省,2006,154,299.597454,,767.62
630000,青海省,2005,152,299.0327,,744.25
630000,青海省,2004,152,299.0327,,720.28
630000,青海省,2003,152,299.8819,,707.26
630000,青海省,2002,152,299.9,,687.4
630000,青海省,2001,149,299.75,,658.9
630000,青海省,2000,147,297.9,,638.0
640000,宁夏回族自治区,2019,327,27.841289,,2388.1
640000,宁夏回族自治区,2018,327,27.841289,0,2301.07
640000,宁夏回族自治区,2017,322,27.76,,2214.84
640000,宁夏回族自治区,2016,321,27.67,,2136.54
640000,宁夏回族自治区,2015,321,29.1,,2057.2
640000,宁夏回族自治区,2014,311,27.0,24.03,1959.81
640000,宁夏回族自治区,2013,311,26.78,12.83,1709.44
640000,宁夏回族自治区,2012,266,27.46,45.7,1851.24
640000,宁夏回族自治区,2011,254,28.28,10.5,1910.04
640000,宁夏回族自治区,2010,226,26.9,10.5,1865.8
640000,宁夏回族自治区,2009,224,26.08,10.5,1974.4
640000,宁夏回族自治区,2008,223,25.46,10.5,1880.76
640000,宁夏回族自治区,2007,214,23.78,,1818.4
640000,宁夏回族自治区,2006,202,22.753805,,1713.7824
640000,宁夏回族自治区,2005,198,19.35352,,1643.919
640000,宁夏回族自治区,2004,201,19.04672,,1576.53
640000,宁夏回族自治区,2003,206,18.85792,,1530.74
640000,宁夏回族自治区,2002,199,18.6,,1395.1
640000,宁夏回族自治区,2001,198,18.5,,1260.0
640000,宁夏回族自治区,2000,196,18.3,,1141.0
650000,新疆维吾尔自治区,2019,662,210.845476,22.63,2008.1
650000,新疆维吾尔自治区,2018,674,210.649755,21.73,1688.11
650000,新疆维吾尔自治区,2017,683,204.65,21.73,1420.22
650000,新疆维吾尔自治区,2016,679,199.37,21.73,1256.27
650000,新疆维吾尔自治区,2015,671,195.0,21.73,1128.88
650000,新疆维吾尔自治区,2014,652,182.87,21.33,1054.59
650000,新疆维吾尔自治区,2013,646,183.0,21.33,992.85
650000,新疆维吾尔自治区,2012,582,144.83,43.92,541.9
650000,新疆维吾尔自治区,2011,576,144.4,43.61,458.73
650000,新疆维吾尔自治区,2010,575,135.7,43.6,420.4
650000,新疆维吾尔自治区,2009,577,135.62,40.16,393.9
650000,新疆维吾尔自治区,2008,575,135.8,40.16,367.03
650000,新疆维吾尔自治区,2007,492,86.0,40.16,331.05
650000,新疆维吾尔自治区,2006,490,85.2077,37.35,312.0651
650000,新疆维吾尔自治区,2005,501,84.6636,38.38,219.767
650000,新疆维吾尔自治区,2004,498,83.78291,38.18,175.95
650000,新疆维吾尔自治区,2003,503,80.2589,38.11,121.45
650000,新疆维吾尔自治区,2002,489,77.8,36.5,112.7
650000,新疆维吾尔自治区,2001,488,77.03,36.4,84.2
650000,新疆维吾尔自治区,2000,478,68.1,39,68.0
