省份编码,省份,年份,水产品总产量(万吨),捕捞产量(吨),养殖产量(吨),鱼类产量(吨),虾蟹类产量(吨),贝类产量(吨),藻类产量(吨),海水产品产量(万吨),海洋捕捞产量(吨),海水养殖产量(吨),天然生产海水产品产量(万吨),人工养殖海水产品产量(万吨),鱼类海水产品产量(万吨),虾蟹类海水产品产量(万吨),贝类海水产品产量(万吨),藻类海水产品产量(万吨),淡水产品产量(万吨),淡水捕捞产量(吨),淡水养殖产量(吨),天然生产淡水产品产量(万吨),人工养殖淡水产品产量(万吨),鱼类淡水产品产量(万吨),虾蟹类淡水产品产量(万吨),贝类淡水产品产量(万吨)
230000,黑龙江省,2004,43.0066,53568,376498,425003,4637,397,,,,,,,,,,,43.0066,53568,376498,5.3568,37.6498,42.5003,0.4637,0.0397
230000,黑龙江省,2003,41.8915,47810,371105,415578,3229,99,,,,,,,,,,,41.8915,47810,371105,4.781,37.1105,41.5578,0.3229,0.0099
230000,黑龙江省,2002,41.7786,52197,365589,416256,1121,48,,,,,,,,,,,41.7786,52197,365589,5.2,36.6,41.6256,0.1121,0.0048
230000,黑龙江省,2001,40.1892,37010,364882,399823,2019,47,,,,,,,,,,,40.1892,37010,364882,3.701,36.4882,39.9823,0.2019,0.0047
230000,黑龙江省,2000,38.2153,57635,324518,380459,1645,46,,,,,,,,,,,38.2153,57635,324518,5.7635,32.4518,38.0459,0.1645,0.0046
310000,上海市,2019,28.0277,196722,83555,241646,37948,3,,19.5729,195729,,19.5729,,18.8031,0.7473,0.0003,,8.4548,993,83555,0.0993,8.3555,5.3615,3.0475,
310000,上海市,2018,26.2509,,,,,,,16.6632,,,16.6632,,15.8585,0.7828,0.0002,,9.5877,,,0.1584,9.4293,6.3586,3.1876,
310000,上海市,2017,26.8882,,,,,,,14.4701,,,14.4701,,13.4661,0.9757,0.0002,,12.4181,,,0.1431,12.275,9.8508,2.5074,
310000,上海市,2016,29.6201,144247,151954,238045,57496,4,,14.1833,141833,,14.1833,,13.0982,1.0692,0.0004,,15.4368,2414,151954,0.2414,15.1954,10.7063,4.6804,
310000,上海市,2015,32.4369,173080,151289,265391,58166,5,,16.9997,169997,,16.9997,,16.1269,0.8459,0.0005,,15.4372,3083,151289,0.3083,15.1289,10.4122,4.9707,
310000,上海市,2014,33.046,172992,157468,262740,66839,21,,16.9594,169594,,16.9594,,15.6588,1.2871,0.001,,16.0866,3398,157468,0.3398,15.7468,10.6152,5.3968,0.0011
310000,上海市,2013,28.8787,128666,160121,220142,67815,27,,12.4825,124825,,12.4825,,11.2995,1.1642,0.0017,,16.3962,3841,160121,0.3841,16.0121,10.7147,5.6173,0.001
310000,上海市,2012,29.7132,135028,162104,222472,73411,173,,13.0585,130585,,13.0585,,12.087,0.9474,,,16.6547,4443,162104,0.4443,16.2104,10.1602,6.3937,0.0173
310000,上海市,2011,28.7314,127248,160066,213079,73241,133,,12.1586,121586,,12.1586,,11.1319,0.9967,,,16.5728,5662,160066,0.5662,16.0066,10.176,6.3274,0.0133
310000,上海市,2010,28.9678,127199,162479,111204,77199,154,,12.1464,121464,,12.1,,1.2202,0.9031,,,16.8214,5735,162479,0.6,16.2,9.9002,6.8168,0.0154
310000,上海市,2009,30.8986,161119,147867,103504,69322,210,,15.6351,156351,,15.6351,,1.1547,0.9908,,,15.2635,4768,147867,0.4768,14.7867,9.1957,5.9414,0.021
310000,上海市,2008,32.34,180986,142414,93666,70980,218,,17.7204,177204,,17.7204,,0.8706,1.0476,,,14.6196,3782,142414,0.3782,14.2414,8.496,6.0504,0.0218
310000,上海市,2007,32.0,160169.462648312,159830,213439,79017,276,,15.5621,155586,35,15.5586,0.0035,11.6719,1.2251,,,16.4379808206158,4583.75333468608,159795,0.4584,15.9795,9.672,6.6766,0.0276
310000,上海市,2006,33.4955,173080.55515448,187621,270684,90647,301,,16.8037,193987,417,19.3987,,15.4663,1.5284,0,0,16.6917598096906,6252,187204,0.6252,18.7204,11.6021,7.5363,0.0301
310000,上海市,2005,35.3539,153151,200388,227324,91076,26233,,15.0307,149567,740,14.9567,0.074,10.1093,1.6625,2.5525,,20.3232,3584,199648,0.3584,19.9648,12.6231,7.4451,0.0708
310000,上海市,2004,34.4105,136839,207266,242216,82994,11297,,13.4237,132008,2229,13.2008,0.2229,10.2468,1.5557,1.0614,,20.9868,4831,205037,0.4831,20.5037,13.9748,6.7437,0.0683
310000,上海市,2003,35.4787,137242,217545,248998,83409,15205,,13.3491,130773,2718,13.0773,0.2718,9.7842,1.7146,1.437,,22.1296,6469,214827,0.6469,21.4827,15.1156,6.6263,0.0835
310000,上海市,2002,32.6905,122384,204521,187970,68877,67413,,11.8235,115802,2433,11.6,0.2,3.2621,1.9044,6.6247,,20.867,6582,202088,0.7,20.2,15.5349,4.9833,0.1166
310000,上海市,2001,29.7658,110594,187064,202343,62479,29514,,10.4904,102269,2635,10.2269,0.2635,5.0996,2.4761,2.8344,,19.2754,8325,184429,0.8325,18.4429,15.1347,3.7718,0.117
310000,上海市,2000,28.8682,127560,161122,208504,43712,32489,,12.2286,120174,2112,12.0174,0.2112,6.7257,2.1471,3.1466,,16.6396,7386,159010,0.7386,15.901,14.1247,2.2241,0.1023
320000,江苏省,2019,484.1159,747009,4094150,2773080,1154093,799352,43361,137.0205,454947,915258,45.4947,91.5258,33.2892,24.5234,70.6413,4.216,347.0954,292062,3178892,29.2062,317.8892,244.0188,90.8859,9.2939
320000,江苏省,2018,494.8443,,,,,,,140.8306,,,48.9979,91.8327,35.6772,25.3789,70.8299,4.3362,354.0137,,,28.7194,325.2943,252.4789,89.3905,8.9912
320000,江苏省,2017,507.5922,,,,,,,148.7281,,,55.6522,93.0759,40.2722,27.0383,72.1773,4.3483,358.8641,,,30.7635,328.1006,260.126,85.0334,10.3326
320000,江苏省,2016,520.7448,886050,4321398,3135613,1131288,825178,31529,147.3125,568952,904173,56.8952,90.4173,40.4002,27.384,71.5849,3.0074,373.4323,317098,3417225,31.7098,341.7225,273.1611,85.7448,10.9329
320000,江苏省,2015,521.0467,913725,4296742,3147420,1131678,815748,30654,148.1838,588314,893524,58.8314,89.3524,42.2725,27.5339,70.4257,2.9272,372.8629,325411,3403218,32.5411,340.3218,272.4695,85.6339,11.1491
320000,江苏省,2014,518.7503,893637,4293866,3102410,1108009,860719,29252,150.3806,567859,935947,56.7859,93.5947,40.3205,27.2812,74.8989,2.8293,368.3697,325778,3357919,32.5778,335.7919,269.9205,83.5197,11.173
320000,江苏省,2013,509.3844,901860,4191984,3053966,1041181,876820,31811,151.2078,573336,938742,57.3336,93.8742,40.7552,25.9342,76.129,3.0918,358.1766,328524,3253242,32.8524,325.3242,264.6414,78.1839,11.553
320000,江苏省,2012,493.7399,914072,4023327,2959855,974753,882668,24861,148.4814,579855,904959,57.9855,90.4959,42.1816,22.2103,76.0418,2.4196,345.2585,334217,3118368,33.4217,311.8368,253.8039,75.265,12.225
320000,江苏省,2011,475.9669,912116,3847553,2861244,936157,843205,27049,142.084,578432,842408,57.8432,84.2408,40.5482,21.5019,72.0903,2.6014,333.8829,333684,3005145,33.3684,300.5145,245.5762,72.1138,12.2302
320000,江苏省,2010,460.4429,911658,3692771,2770092,900663,792866,31284,136.4468,579295,785173,57.9,78.5,38.8735,20.1332,67.603,2.9934,323.9961,332363,2907598,33.2,290.8,238.1357,69.9331,11.6836
320000,江苏省,2009,443.2236,890741,3541495,2664980,891539,731605,33477,130.4969,570009,734960,57.0009,73.496,39.0483,18.0585,63.5043,3.3477,312.7267,320732,2806535,32.0732,280.6535,227.4497,71.0954,9.6562
320000,江苏省,2008,425.0005,899974,3350031,2570399,855922,695642,26303,125.2503,578089,674414,57.8089,67.4414,38.9579,16.4453,60.3496,2.6303,299.7502,321885,2675617,32.1885,267.5617,218.082,69.1469,9.2146
320000,江苏省,2007,408.9904,895126.551146483,3194777.12501567,2484875,823314,642985,29168,119.9155,573519,625636,57.3519,62.5636,36.7095,16.9017,56.437,2.9168,289.07487861339,321607.680024942,2569141.10610895,32.1608,256.9141,211.778,65.4297,7.8615
320000,江苏省,2006,398.5458,896666.440818992,3138830,2515999,763643,646277,19202,117.165,584386,606369,58.4386,60.6369,36.0158,18.6259,55.9129,1.9202,281.380842003685,326902,2532461,32.6902,253.2461,215.5841,57.7384,8.7148
320000,江苏省,2005,388.6555,911901,2974654,2458592,699127,599361,18683,113.4311,582813,551498,58.2813,55.1498,38.0685,15.4402,51.0846,1.8683,275.2244,329088,2423156,32.9088,242.3156,207.7907,54.4725,8.8515
320000,江苏省,2004,366.1285,902180,2759105,2315224,668496,558373,17434,107.3982,589404,484578,58.9404,48.4578,37.4175,15.207,46.4981,1.7434,258.7303,312776,2274527,31.2776,227.4527,194.1049,51.6426,9.3392
320000,江苏省,2003,342.9302,933760,2495542,2220755,578031,513920,14291,98.1715,572315,409400,57.2315,40.94,36.2791,12.0998,41.5229,1.4291,244.7587,361445,2086142,36.1445,208.6142,185.7964,45.7033,9.8691
320000,江苏省,2002,334.4167,886146,2458021,2219547,579269,471088,10910,97.0773,606572,364201,60.7,36.4,39.1153,13.7628,37.3654,1.091,237.3394,279574,2093820,28.0,209.4,182.8394,44.1641,9.7434
320000,江苏省,2001,320.8522,916036,2292486,2208699,504772,437530,10847,94.1014,639658,301356,63.9658,30.1356,41.0689,13.3976,34.1913,1.0847,226.7508,276378,1991130,27.6378,199.113,179.801,37.0796,9.5617
320000,江苏省,2000,308.7902,956824,2131078,2209563,444235,331393,8416,90.8688,659967,248721,65.9967,24.8721,43.4336,12.9226,29.7795,0.8416,217.9214,296857,1882357,29.6857,188.2357,177.5227,31.5009,3.3598
330000,浙江省,2019,576.7227,3325616,2441611,3314906,1001452,1062958,100024,443.6164,3165807,1270357,316.5807,127.0357,231.6913,83.4839,102.506,9.9594,133.1063,159809,1171254,15.9809,117.1254,99.7993,16.6613,3.7898
330000,浙江省,2018,589.6129,,,,,,,463.2465,,,342.3492,120.8973,254.1873,86.3899,98.0106,8.9274,126.3664,,,13.0628,113.3036,95.9118,14.5683,3.3849
330000,浙江省,2017,594.4516,,,,,,,472.3721,,,356.1163,116.2558,262.5997,90.2764,94.9117,7.4613,122.0795,,,11.3524,110.7271,91.6872,13.8344,3.3531
330000,浙江省,2016,604.5404,3976371,2069033,3617902,1154400,869517,55245,490.2738,3885036,1017702,388.5036,101.7702,278.6152,102.1746,83.8722,5.5129,114.2666,91335,1051331,9.1335,105.1331,83.175,13.2654,3.0795
330000,浙江省,2015,597.8341,4025395,1952946,3609165,1172781,800315,51603,487.0397,3936966,933431,393.6966,93.3431,282.8964,103.9405,76.9971,5.1463,110.7944,88429,1019515,8.8429,101.9515,78.0201,13.3376,3.0344
330000,浙江省,2014,574.1734,3866342,1875392,3411579,1165001,769313,48390,467.333,3775390,897940,377.539,89.794,267.7255,103.3555,73.7834,4.8264,106.8404,90952,977452,9.0952,97.7452,73.4324,13.1446,3.1479
330000,浙江省,2013,550.8186,3655968,1852218,3210033,1127234,755301,48108,443.1886,3560186,871700,356.0186,87.17,250.5759,98.0348,71.5936,4.8006,107.63,95782,980518,9.5782,98.0518,70.4274,14.6886,3.9365
330000,浙江省,2012,539.5806,3550673,1845133,3138147,1097227,741100,49629,431.2434,3451070,861364,345.107,86.1364,243.5663,94.1175,69.9891,4.9556,108.3372,99603,983769,9.9603,98.3769,70.2484,15.6052,4.1209
330000,浙江省,2011,515.8098,3363415,1794683,3049459,988893,727687,48076,410.9846,3264905,844941,326.4905,84.4941,237.5001,82.5436,68.2126,4.8018,104.8252,98510,949742,9.851,94.9742,67.4458,16.3457,4.5561
330000,浙江省,2010,477.9502,3078752,1700750,2609663,932667,720766,44492,381.2332,2986602,825730,298.7,82.6,198.6785,78.0922,67.6171,4.4471,96.717,92150,875020,9.2,87.5,62.2878,15.1745,4.4595
330000,浙江省,2009,440.3134,2863853,1539281,2440367,880140,670478,42169,353.8075,2773510,764565,277.351,76.4565,187.62,75.2358,62.4856,4.2169,86.5059,90343,774716,9.0343,77.4716,56.4167,12.7782,4.5622
330000,浙江省,2008,418.79,2626178,1561722,2201512,802766,713262,34909,337.6004,2545219,830785,254.5219,83.0785,167.0078,67.2097,67.7633,3.4909,81.1896,80959,730937,8.0959,73.0937,53.1434,13.0669,3.5629
330000,浙江省,2007,415.134,2601047.63338679,1550293.29142259,2138070,845828,736024,41952,337.6194,2514920,861274,251.492,86.1274,164.9562,69.9708,69.4478,4.1952,77.5146645711296,86127.4050790329,689019.240632263,8.6127,68.9019,48.8508,14.612,4.1546
330000,浙江省,2006,418.0117,2766577.61575629,1641201,2639993,1034552,772847,41187,344.9601,3119084,886147,311.9084,88.6147,207.2271,89.734,72.653,4.1187,73.0515424399341,93108,755054,9.3108,75.5054,56.7722,13.7212,4.6317
330000,浙江省,2005,483.7669,3235886,1601783,2645208,986367,775196,34599,402.368,3142573,881107,314.2573,88.1107,208.6061,86.9529,72.7194,3.4599,81.3989,93313,720676,9.3313,72.0676,55.9147,11.6838,4.8002
330000,浙江省,2004,493.5288,3311320,1623968,2563271,959737,812044,43413,414.9798,3220358,929440,322.0358,92.944,202.06,85.0844,76.3123,4.3413,78.549,90962,694528,9.0962,69.4528,54.2671,10.8893,4.8921
330000,浙江省,2003,482.8206,3227127,1601079,2627303,921579,1079580,38582,406.0015,3141511,918504,314.1511,91.8504,208.4516,82.0775,103.4764,3.8582,76.8191,85616,682575,8.5616,68.2575,54.2787,10.0804,4.4816
330000,浙江省,2002,480.6837,3323204,1483633,2736144,963863,1022168,32309,409.3332,3241799,851533,324.2,85.2,218.9165,88.7019,98.0897,3.2309,71.3505,81405,632100,8.1,63.2,54.6979,7.6844,4.1271
330000,浙江省,2001,472.8529,3370291,1358238,2742391,942527,961047,28309,406.9625,3293072,776553,329.3072,77.6553,222.9608,88.4759,91.6219,2.8309,65.8904,77219,581685,7.7219,58.1685,51.2783,5.7768,4.4828
330000,浙江省,2000,469.5144,3472073,1223071,2720881,958798,950613,27225,410.4595,3395749,708846,339.5749,70.8846,225.1514,91.3549,90.5629,2.7225,59.0549,76324,514225,7.6324,51.4225,46.9367,4.5249,4.4984
340000,安徽省,2019,231.4603,205079,2109524,1652438,543333,67913,,,,,,,,,,,231.4603,205079,2109524,20.5079,210.9524,165.2438,54.3333,6.7913
340000,安徽省,2018,224.9625,,,,,,,,,,,,,,,,224.9625,,,25.9126,199.0499,169.7805,42.4777,7.986
340000,安徽省,2017,217.9632,,,,,,,,,,,,,,,,217.9632,,,27.8508,190.1124,169.3601,35.2179,8.8653
340000,安徽省,2016,235.7964,308754,2049210,1861756,349839,97079,,0.0,,,,,,,,,235.7964,308754,2049210,30.8754,204.921,186.1756,34.9839,9.7079
340000,安徽省,2015,230.4261,316388,1987873,1842231,326959,88344,,,,,,,,,,,230.4261,316388,1987873,31.6388,198.7873,184.2231,32.6959,8.8344
340000,安徽省,2014,223.6864,328456,1908408,1785856,318361,87580,210,,,,,,,,,,223.6864,328456,1908408,32.8456,190.8408,178.5856,31.8361,8.758
340000,安徽省,2013,215.5341,325049,1830292,1713382,309501,88674,220,,,,,,,,,,215.5341,325049,1830292,32.5049,183.0292,171.3382,30.9501,8.8674
340000,安徽省,2012,207.4938,323494,1751444,1639520,308606,86560,,,,,,,,,,,207.4938,323494,1751444,32.3494,175.1444,163.952,30.8606,8.656
340000,安徽省,2011,199.5505,319290,1676215,1573976,299093,86258,,,,,,,,,,,199.5505,319290,1676215,31.929,167.6215,157.3976,29.9093,8.6258
340000,安徽省,2010,193.3118,315877,1617241,1529311,287587,79541,,,,,,,,,,,193.3118,315877,1617241,31.6,161.7,152.9311,28.7587,7.9541
340000,安徽省,2009,183.1462,307285,1524177,1439066,273716,82156,,,,,,,,,,,183.1462,307285,1524177,30.7285,152.4177,143.9066,27.3716,8.2156
340000,安徽省,2008,172.2849,310113,1412736,1354939,246607,87629,,,,,,,,,,,172.2849,310113,1412736,31.0113,141.2736,135.4939,24.6607,8.7629
340000,安徽省,2007,166.4533,311745.270611126,1352788.17390272,1312267,231855,91144,,,,,,,,,,,166.453344451385,311745.270611126,1352788.17390272,31.1745,135.2788,131.2267,23.1855,9.1144
340000,安徽省,2006,156.5179,295341.955592733,1514917,1482157,237242,106000,,,,,,,0.0,0,0,0,156.517902893177,351746,1514917,35.1746,151.4917,148.2157,23.7242,10.6
340000,安徽省,2005,177.5721,378756,1396965,1435646,203671,98974,,,,,,,,,,,177.5721,378756,1396965,37.8756,139.6965,143.5646,20.3671,9.8974
340000,安徽省,2004,171.3259,357559,1355700,1388290,198142,100324,,,,,,,,,,,171.3259,357559,1355700,35.7559,135.57,138.829,19.8142,10.0324
340000,安徽省,2003,165.2645,404620,1248025,1334902,187698,103782,,,,,,,,,,,165.2645,404620,1248025,40.462,124.8025,133.4902,18.7698,10.3782
340000,安徽省,2002,163.3857,328103,1305754,1294371,184724,103993,,,,,,,,,,,163.3857,328103,1305754,32.8,130.6,129.4371,18.4724,10.3993
340000,安徽省,2001,159.9418,332676,1266742,1287833,163044,102409,,,,,,,,,,,159.9418,332676,1266742,33.2676,126.6742,128.7833,16.3044,10.2409
340000,安徽省,2000,159.8002,316896,1281106,1313639,149103,88789,,,,,,,,,,,159.8002,316896,1281106,31.6896,128.1106,131.3639,14.9103,8.8789
350000,福建省,2019,814.5763,2199222,5946541,2865422,595973,3319448,1189402,723.5283,2128121,5107162,212.8121,510.7162,211.0839,49.9636,327.1992,118.9338,91.048,71101,839379,7.1101,83.9379,75.4583,9.6337,4.7456
350000,福建省,2018,783.8917,,,,,,,696.8161,,,217.9864,478.8297,210.8295,50.6832,306.5971,112.0449,87.0756,,,6.9876,80.088,71.9147,8.4082,4.7599
350000,福建省,2017,744.5737,,,,,,,662.458,,,217.1408,445.3172,206.8958,51.1473,285.7367,103.348,82.1157,,,6.8925,75.2232,68.3365,7.4499,4.6522
350000,福建省,2016,767.7846,2417845,5260001,2990635,636905,2874543,982545,665.2871,2329056,4323815,232.9056,432.3815,213.7411,54.7012,281.4868,98.1551,102.4975,88789,936186,8.8789,93.6186,85.3224,8.9893,5.9675
350000,福建省,2015,733.8969,2409521,4929448,2924602,606861,2720273,897702,636.3218,2321917,4041301,232.1917,404.1301,211.2835,52.3292,266.1333,89.6791,97.5751,87604,888147,8.7604,88.8147,81.1767,8.3569,5.894
350000,福建省,2014,695.8361,2326974,4631387,2773930,572322,2612163,815902,603.3847,2239549,3794298,223.9549,379.4298,200.3934,49.5176,255.6808,81.5156,92.4514,87425,837089,8.7425,83.7089,76.9996,7.7146,5.5355
350000,福建省,2013,658.4802,2252914,4331888,2641105,528312,2462611,777209,571.6786,2167826,3548960,216.7826,354.896,191.5918,45.7391,241.0641,77.6514,86.8016,85088,782928,8.5088,78.2928,72.5187,7.0921,5.197
350000,福建省,2012,628.6826,2225633,4061193,2553679,508933,2345993,711412,546.6075,2139480,3326595,213.948,332.6595,186.6229,44.0506,229.9217,71.0719,82.0751,86153,734598,8.6153,73.4598,68.745,6.8427,4.6776
350000,福建省,2011,603.7385,2184912,3852473,2474782,462519,2324349,630904,526.1619,2100130,3161489,210.013,316.1489,182.1687,40.4439,227.6548,63.0215,77.5766,84782,690984,8.4782,69.0984,65.3095,5.808,4.7801
350000,福建省,2010,586.9567,2170909,3698658,2246090,436302,2269802,599916,512.7982,2088992,3038990,208.9,303.9,161.9246,38.5259,222.1429,59.9357,74.1585,81917,659668,8.2,66.0,62.6844,5.1043,4.8373
350000,福建省,2009,567.5206,2105985,3569221,2179550,407277,2226525,555435,495.8118,2027864,2930254,202.7864,293.0254,157.1186,36.4668,217.6775,55.5435,71.7088,78121,638967,7.8121,63.8967,60.8364,4.2609,4.975
350000,福建省,2008,542.0,2059071,3360929,2097548,381885,2146583,512634,476.0549,1982728,2777821,198.2728,277.7821,153.9873,34.1038,209.9797,51.2634,65.9451,76343,583108,7.6343,58.3108,55.7675,4.0847,4.6786
350000,福建省,2007,531.995,1999196.96437584,3320752.81325139,2186727,358129,2174202,466896,466.4713,1920960,2743753,192.096,274.3753,162.1617,32.3999,213.1524,46.6896,65.523772262375,78237.3530388082,577000.369584942,7.8237,57.7,56.511,3.413,4.2678
350000,福建省,2006,523.5931,1969426.12404052,3744014,2426609,388475,2513743,502331,461.478,2169678,3118800,216.9678,311.88,181.6829,35.2325,246.3648,50.2331,62.1150952508592,87259,625214,8.7259,62.5214,60.978,3.615,5.0095
350000,福建省,2005,602.2167,2306663,3715504,2470082,392675,2527499,468311,531.8809,2221438,3097371,222.1438,309.7371,186.8474,35.5546,247.82,46.8311,70.3358,85225,618133,8.5225,61.8133,60.1608,3.7129,4.9299
350000,福建省,2004,591.2117,2317846,3594271,2421713,383164,2485781,443255,523.2746,2233279,2999467,223.3279,299.9467,184.6631,34.6545,243.4884,44.3255,67.9371,84567,594804,8.4567,59.4804,57.5082,3.6619,5.0897
350000,福建省,2003,572.7725,2296209,3431516,2342781,406078,2387332,417187,507.8732,2212006,2866726,221.2006,286.6726,179.0121,37.2761,234.2485,41.7187,64.8993,84203,564790,8.4203,56.479,55.266,3.3317,4.4847
350000,福建省,2002,558.7142,2197343,3389799,2292278,385424,2462011,386656,494.7843,2118278,2829565,211.8,283.0,175.4321,35.3351,240.8425,38.6656,63.9299,79065,560234,7.9,56.0,53.7957,3.2073,5.3586
350000,福建省,2001,542.4862,2171745,3253117,2223689,370778,2426331,345639,481.8225,2092126,2726099,209.2126,272.6099,170.5023,35.063,237.5523,34.5639,60.6637,79619,527018,7.9619,52.7018,51.8666,2.0148,5.0808
350000,福建省,2000,527.8934,2154560,3124374,2169905,369219,2362971,317830,470.5066,2078009,2627057,207.8009,262.7057,166.8816,35.7794,231.8397,31.783,57.3868,76551,497317,7.6551,49.7317,50.1089,1.1425,4.4574
360000,江西省,2019,258.8135,167567,2420568,2231307,213479,61761,1421,,,,,,,,,,258.8135,167567,2420568,16.7567,242.0568,223.1307,21.3479,6.1761
360000,江西省,2018,255.945,,,,,,,,,,,,,,,,255.945,,,22.4007,233.5443,222.7455,18.8008,6.5318
360000,江西省,2017,250.5549,,,,,,,,,,,,,,,,250.5549,,,22.6043,227.9506,220.4519,16.219,6.7587
360000,江西省,2016,271.6146,275390,2440756,2397397,164215,78765,3330,,,,,,,,,,271.6146,275390,2440756,27.539,244.0756,239.7397,16.4215,7.8765
360000,江西省,2015,264.249,264044,2378446,2337111,156681,78181,3438,,,,,,,,,,264.249,264044,2378446,26.4044,237.8446,233.7111,15.6681,7.8181
360000,江西省,2014,253.6613,259832,2276781,2242616,153367,76595,3342,,,,,,,,,,253.6613,259832,2276781,25.9832,227.6781,224.2616,15.3367,7.6595
360000,江西省,2013,242.646,260620,2165840,2136498,154424,74938,3233,,,,,,,,,,242.646,260620,2165840,26.062,216.584,213.6498,15.4424,7.4938
360000,江西省,2012,237.0007,264866,2105141,2087708,153418,72818,3364,,,,,,,,,,237.0007,264866,2105141,26.4866,210.5141,208.7708,15.3418,7.2818
360000,江西省,2011,217.27,244298,1928402,1919608,138138,68926,2401,,,,,,,,,,217.27,244298,1928402,24.4298,192.8402,191.9608,13.8138,6.8926
360000,江西省,2010,215.3405,292513,1860892,1882809,146630,77488,3859,,,,,,,,,,215.3405,292513,1860892,29.3,186.1,188.2809,14.663,7.7488
360000,江西省,2009,201.0503,227510,1782993,1769040,122310,75903,,,,,,,,,,,201.0503,227510,1782993,22.751,178.2993,176.904,12.231,7.5903
360000,江西省,2008,190.3862,241354,1662508,1693686,102017,68921,,,,,,,,,,,190.3862,241354,1662508,24.1354,166.2508,169.3686,10.2017,6.8921
360000,江西省,2007,180.6557,222626.698220706,1583929.87135363,1602608,93891,69888,,,,,,,,,,,180.655656957434,222626.698220706,1583929.87135363,22.2627,158.393,160.2608,9.3891,6.9888
360000,江西省,2006,166.2846,215294.805125869,1570764,1605511,91981,72829,,,,,,,0.0,0,0,0,166.284613062302,234091,1570764,23.4091,157.0764,160.5511,9.1981,7.2829
360000,江西省,2005,168.6648,248929,1437719,1528665,69186,53804,,,,,,,,,,,168.6648,248929,1437719,24.8929,143.7719,152.8665,6.9186,5.3804
360000,江西省,2004,156.3427,231619,1331808,1429868,55981,52940,,,,,,,,,,,156.3427,231619,1331808,23.1619,133.1808,142.9868,5.5981,5.294
360000,江西省,2003,146.0644,230947,1229697,1336046,51604,50899,,,,,,,,,,,146.0644,230947,1229697,23.0947,122.9697,133.6046,5.1604,5.0899
360000,江西省,2002,138.2016,229781,1152235,1285448,35626,43396,,,,,,,,,,,138.2016,229781,1152235,23.0,115.2,128.5448,3.5626,4.3396
360000,江西省,2001,132.2576,228711,1093865,1222060,37032,43645,,,,,,,,,,,132.2576,228711,1093865,22.8711,109.3865,122.206,3.7032,4.3645
360000,江西省,2000,127.1209,232516,1038693,1164203,36672,53008,,,,,,,,,,,127.1209,232516,1038693,23.2516,103.8693,116.4203,3.6672,5.3008
370000,山东省,2019,823.2724,2180391,6052333,2710811,512039,4065472,664184,706.2086,2091101,4970985,209.1101,497.0985,168.1929,38.2006,406.1889,66.4184,117.0638,89290,1081348,8.929,108.1348,102.8882,13.0033,0.3583
370000,山东省,2018,861.4032,,,,,,,736.0685,,,214.983,521.0855,172.0671,38.8707,429.2739,66.6569,125.3347,,,8.2821,117.0526,112.2764,11.9613,0.4311
370000,山东省,2017,868.003,,,,,,,737.1727,,,218.0891,519.0836,176.8166,35.1167,428.0099,66.0344,130.8303,,,8.373,122.4573,121.4973,8.1463,0.4723
370000,山东省,2016,950.1856,2937686,6564170,3708694,497787,4232367,674667,794.9542,2821702,5127840,282.1702,512.784,226.6576,40.3227,422.515,67.4667,155.2314,115984,1436330,11.5984,143.633,144.2118,9.456,0.7217
370000,山东省,2015,931.2693,2853967,6458726,3701617,483306,4067977,667387,774.6994,2751340,4995654,275.134,499.5654,224.0035,39.3606,406.1479,66.7387,156.5699,102627,1463072,10.2627,146.3072,146.1582,8.97,0.6498
370000,山东省,2014,903.7382,2774219,6263163,3627192,488597,3879025,664269,746.1343,2662236,4799107,266.2236,479.9107,215.6295,39.8309,387.265,66.4269,157.6039,111983,1464056,11.1983,146.4056,147.0897,9.0288,0.6375
370000,山东省,2013,863.1599,2570493,6061106,3383289,493619,3732543,590625,699.459,2428240,4566350,242.824,456.635,187.0689,38.7635,372.3315,59.0625,163.7009,142253,1494756,14.2253,149.4756,151.26,10.5984,0.9228
370000,山东省,2012,841.8937,2637611,5781326,3337114,485601,3584338,568262,686.0746,2498303,4362443,249.8303,436.2443,189.7138,38.3242,357.5329,56.8226,155.8191,139308,1418883,13.9308,141.8883,143.9976,10.2359,0.9009
370000,山东省,2011,813.828,2647815,5490465,3285577,487444,3440281,509606,664.7212,2512437,4134775,251.2437,413.4775,191.0047,38.5821,343.1311,50.9405,149.1068,135378,1355690,13.5378,135.569,137.553,10.1623,0.897
370000,山东省,2010,783.8259,2631598,5206661,2922377,511646,3316365,530480,646.3345,2500702,3962643,250.1,396.3,166.4321,40.8386,330.7076,53.0475,137.4914,130896,1244018,13.1,124.4,125.8056,10.326,0.9289
370000,山东省,2009,753.5939,2577933,4958006,2830794,506784,3233741,507490,626.3895,2449591,3814304,244.9591,381.4304,164.2077,43.6019,322.5134,50.749,127.2044,128342,1143702,12.8342,114.3702,118.8717,7.0765,0.8607
370000,山东省,2008,730.3005,2610856,4692149,2819691,539058,3007071,510548,609.4723,2481213,3613510,248.1213,361.351,169.38,46.571,300.1494,51.0548,120.8282,129643,1078639,12.9643,107.8639,112.5891,7.3348,0.5577
370000,山东省,2007,712.7665,2565964.12917314,4567830.97479315,2655801,543627,3005189,518811,598.0743,2445466,3535277,244.5466,353.5277,159.8672,47.0463,299.3642,51.8811,114.692191052596,114367.877097535,1032554.03342843,11.4368,103.2554,105.7129,7.3164,1.1547
