省份编码,省份,年份,肉类产量(万吨),猪肉产量(万吨),牛肉产量(万吨),羊肉产量(万吨),牛奶产量(万吨),绵羊毛产量(吨),细羊毛产量(吨),半细羊毛产量(吨),山羊毛产量(吨),羊绒产量(吨),禽蛋产量(万吨),蜂蜜产量(万吨)
320000,江苏省,2004,346.8478,219.7532,5.2915,17.3863,53.6146,672.0,416.0,256.0,16.0,6.0,175.3895,0.596
320000,江苏省,2003,354.7791,221.1648,5.583,17.6458,49.781,646.0,398.0,248.0,10.0,8.0,188.1862,0.6349
320000,江苏省,2002,349.4,217.36,5.3371,17.16,45.3,746.0,512.0,234.0,8.0,,187.25,0.6542
320000,江苏省,2001,343.0861,216.6816,5.0243,16.3405,35.4,1017.0,821.0,196.0,7.0,,180.13,0.6492
320000,江苏省,2000,328.0468,205.72,5.1206,15.7526,25.5,1104.0,863.0,54.0,17.0,,181.38,0.7116
330000,浙江省,2019,94.2703,60.16,1.3,2.27,15.48,1536.81626766559,,1536.81626766559,349.402895582329,,33.57,6.5606
330000,浙江省,2018,104.5603,73.95,1.24,2.29,15.73,1687.20089609152,,1687.20089609152,391.893025322079,,31.49,6.6316
330000,浙江省,2017,114.695846,83.31,1.32,2.36,14.3082058524173,1768.88,,1768.88,414.78,,35.85,16.352
330000,浙江省,2016,118.0878,90.73,1.28,1.9134,15.3,1950.7194,,1950.7194,454.393152,,30.8493060648801,9.1689
330000,浙江省,2015,131.1173,103.33,1.2,1.8,16.5,2111.434,,2111.434,410.0,,33.3,8.7871
330000,浙江省,2014,157.1384,127.008,1.17,1.69,15.9,2042.08,,2042.08,295.0,,39.03,8.7744
330000,浙江省,2013,174.26793,138.76,1.12585,1.69338,18.21,1971.62,,1971.62,282.47,,43.09,7.9951
330000,浙江省,2012,180.7859,139.71,1.15,1.67,19.27,1971.9,,1971.9,418.02,,48.14,8.7569
330000,浙江省,2011,175.9519,135.83,1.15,1.84,19.91,1993.92,,1993.92,424.03,,47.17,7.8345
330000,浙江省,2010,175.106246,131.899747,1.12996,1.9,20.260838,1873.38,,1873.38,441.49,,44.279768,7.2061
330000,浙江省,2009,170.3735,128.17,1.04,1.74,19.93,1856.45,,1856.45,437.63,,43.28,8.8107
330000,浙江省,2008,170.08281301365,126.854476275634,0.9824,1.84433673801579,22.5099,1881.0,,1881.0,411.0,,41.432410660547,8.5292
330000,浙江省,2007,149.643480095241,111.4046,1.04938358988439,2.11652600051326,23.7105,1587.0,,1587.0,487.0,,37.8742231823188,8.9597
330000,浙江省,2006,158.265502044878,121.1,0.9853367041168,2.34388261407891,25.4797,1814.0,0.0,1814.0,521.0,0.0,34.525271816152,8.6027
330000,浙江省,2005,165.3482,125.1359,1.3779,3.9221,26.6685,2045.0,,2045.0,552.0,,44.5172,7.9325
330000,浙江省,2004,161.7705,126.4322,1.467,3.8213,25.9523,1768.0,,1768.0,603.0,,42.0666,7.3918
330000,浙江省,2003,153.9336,117.2357,1.3788,3.605,24.7275,1671.0,,1671.0,70.65,,42.2043,8.1391
330000,浙江省,2002,147.8325,115.0861,1.2269,3.0835,22.2,1637.0,,1637.0,560.0,,43.4886,6.9707
330000,浙江省,2001,136.1244,107.4,1.0,2.9,17.6,2319.0,2319.0,,,,40.5512,7.2711
330000,浙江省,2000,117.62043,89.78473,0.9184,2.6161,11.2,2132.0,2132.0,,,,37.1703,7.0879
340000,安徽省,2019,402.833634106847,197.797608233375,9.4878559949568,18.8275179739564,33.7550539571636,132.0,115.0,17.0,25.0,15.0,168.702948447044,1.7924
340000,安徽省,2018,421.740100927128,243.893475010327,8.70408177408,17.141889072,30.7960964703486,132.0,95.0,37.0,23.0,,158.257925372461,2.1031
340000,安徽省,2017,415.184674578988,242.680074637141,8.07428736,16.514344,29.8411787503378,231.0,111.0,120.0,56.0,10.0,154.699829298594,1.7789
340000,安徽省,2016,411.389653958408,244.855653958409,16.4916,17.347,32.6820689322079,216.0,94.0,122.0,60.0,10.0,139.5492,1.7396
340000,安徽省,2015,419.383398645007,259.1065121253,16.1914279026262,16.579561662029,30.6298677902604,127.0,62.0,65.0,54.0,10.0,134.659581974763,1.6734
340000,安徽省,2014,414.017655620969,264.7997058,17.891080555388,15.4949174411486,27.8706713287174,169.0,106.0,63.0,92.0,10.0,122.529191969757,1.9427
340000,安徽省,2013,403.82564188946,253.415116787,18.14511212514,14.9985691551798,25.33927750588,158.92,96.92,62.0,83.69,10.31,124.5341924685,2.0109
340000,安徽省,2012,397.73564989,249.6700658,18.12698514,14.5906026,24.08676569,145.0,54.0,91.0,145.0,10.0,122.6454525,1.89
340000,安徽省,2011,375.46834,233.071,17.82,14.1794,22.5131,148.0,9.0,139.0,127.0,,119.6541,1.8287
340000,安徽省,2010,376.94259208,238.7622,18.31679208,14.2,20.4819,164.0,9.0,155.0,115.0,,119.0192433,1.6447
340000,安徽省,2009,362.54762,229.8,17.54482,13.82,20.1,153.0,48.0,105.0,119.0,,118.1919,1.6312
340000,安徽省,2008,343.915548,217.39308,17.109902,13.415734,18.0937,189.0,125.0,64.0,158.0,,112.0919,1.4997
340000,安徽省,2007,323.839384779875,202.5422,17.0922658838,13.1670188960754,18.0937,179.0,4.0,175.0,132.0,,108.576616855631,1.4341
340000,安徽省,2006,322.1802,200.1371881152,17.26938836,12.2366298890705,12.7955,159.0,5.0,154.0,189.0,4.0,101.56839743277,1.2831
340000,安徽省,2005,340.125738369754,215.6184645233,32.9807392587082,16.403174599588,11.0186,129.0,4.0,125.0,193.0,4.0,122.0556,1.1258
340000,安徽省,2004,333.712469803577,207.56742,35.55524,16.4298885304124,10.1856,140.0,5.0,135.0,105.0,3.0,120.0074,1.1229
340000,安徽省,2003,329.636792,209.687612,34.854498,15.090572,9.0138,126.0,14.0,112.0,93.0,4.0,119.7758,1.156
340000,安徽省,2002,316.985997267685,201.217421157421,35.3166863335981,11.9308254126031,7.4,131.0,14.0,117.0,83.0,12.0,115.3096,1.1622
340000,安徽省,2001,306.74872,199.86732,28.7028,10.8804,5.5,125.0,6.0,119.0,110.0,2.0,112.7183,1.4025
340000,安徽省,2000,297.849,184.8244,31.8794,11.2146,4.1,174.0,9.0,165.0,82.0,1.0,107.4038,1.055
350000,福建省,2019,255.150740543732,103.03254117483,2.1381,2.2184,14.4637,,,,,,48.5805974445172,1.6524
350000,福建省,2018,256.055068381494,113.1173969,1.9369,2.0441,13.8239,,,,,,44.323785752784,1.5797
350000,福建省,2017,264.912003350462,128.3711754,1.7248,1.93547445193384,13.1130405190573,,,,,,46.4981423784661,1.4546
350000,福建省,2016,225.642892482921,136.003092482921,3.2112,2.523,15.447,,,,,,27.848684,1.4121
350000,福建省,2015,216.554216988902,134.53,3.0727,2.3636,14.9543,,,,,,25.5125761724556,1.3567
350000,福建省,2014,213.71177492784,151.12317538017,2.8505,2.2165,14.9654,,,,,,25.422441211,1.1722
350000,福建省,2013,211.20544503783,157.746280826165,2.6406,2.0743,14.9348,,,,,,25.039208118,1.0934
350000,福建省,2012,200.84697306272,155.551173283395,2.4507,1.9631,15.0357,,,,,,25.358221066495,1.0006
350000,福建省,2011,182.95733,146.60263,2.3513,1.8979,15.468,,,,,,25.221504407047,0.9105
350000,福建省,2010,180.2063,146.62,2.25,1.8232,15.41,,,,,,26.28,0.8641
350000,福建省,2009,175.146881158792,142.9,2.165,1.7438,15.1969,,,,,,28.75,0.8993
350000,福建省,2008,169.416043532029,136.603336,2.1402,1.6482,14.4881,,,,,,33.023875,0.7956
350000,福建省,2007,150.436051717821,121.866587431836,2.05666220657378,1.442158597908,16.2741,,,,,,39.6921126932376,0.8292
350000,福建省,2006,161.808032829303,134.36227941768,1.9890350160288,1.407258585,17.0493,0.0,0.0,0.0,0.0,0.0,36.9228955285931,0.8101
350000,福建省,2005,165.856062167174,133.464463251466,2.9214,2.0646,19.4174,,,,,,43.9097,0.8539
350000,福建省,2004,151.262272745518,121.513827027549,2.8263,1.8055,20.7997,,,,,,43.4384,0.8421
350000,福建省,2003,146.231520268364,116.43336882651,2.4844,1.6336,19.1903,,,,10.0,,42.3956,0.7238
350000,福建省,2002,142.460032,110.612051,2.3281,1.4669,13.8,,,,10.0,,40.7915,0.6491
350000,福建省,2001,139.987826,107.182226,2.2143,1.4529,11.1,,,,16.0,,40.108,0.5951
350000,福建省,2000,137.584901,106.453901,2.1177,1.3315,9.6,,,,9.0,,40.6948,0.5446
360000,江西省,2019,299.788,206.75,13.14,2.31,7.28,,,,,,57.17,2.012
360000,江西省,2018,325.6758,246.32,12.45,2.1,9.63,,,,,,46.96,1.8175
360000,江西省,2017,326.053225659039,249.49,12.04676,1.96978036268584,9.49421826222685,,,,,,45.6581066554021,1.485
360000,江西省,2016,330.897558144,242.885158144,14.41,1.26,13.45,,,,,,51.68,1.5826
360000,江西省,2015,336.457604623143,253.533568,13.6118366231427,1.16,13.0,,,,,,49.28,1.5714
360000,江西省,2014,339.822829400892,259.768,13.1261683926159,1.13692734331669,12.85,,,,,,47.81,1.5569
360000,江西省,2013,321.9345,245.1234,12.6929,1.12,12.2472,,,,,,46.1214,1.392
360000,江西省,2012,311.1042,237.3,12.1,1.1,12.6,,,,,,45.7905,1.2899
360000,江西省,2011,295.59946,224.1,11.7,1.09,11.8,,,,,,44.5,1.27823
360000,江西省,2010,289.9161195608,221.10822,11.1647249208,1.1,11.4016,,,,,,41.971014092,1.1535
360000,江西省,2009,276.0178196,210.78,10.9137096,1.11,11.2,,,,,,41.3507528,1.1191
360000,江西省,2008,260.266680194853,198.0787,10.5793,1.15058019485276,11.1893,,,,,,40.0242,1.0137
360000,江西省,2007,244.66845114113,187.6849,7.2543366464127,1.07631449471727,11.2173,,,,,,36.3696508439885,0.8537
360000,江西省,2006,237.655978264245,181.72599744,7.1051289387,1.07095969623609,13.8749,0.0,0.0,0.0,0.0,0.0,35.5519558592263,0.8542
360000,江西省,2005,237.1045,175.868,10.1884,1.603,12.5094,,,,,,42.0869,1.1361
360000,江西省,2004,217.6855,161.2125,8.7147,1.5707,11.6008,,,,,,40.8111,1.0387
360000,江西省,2003,195.2222,142.7407,6.9627,1.3924,10.8862,,,,,,37.0631,0.9609
360000,江西省,2002,195.483,149.9062,5.9952,1.1249,7.9,,,,,,35.3658,0.8524
360000,江西省,2001,193.8322,151.6672,5.3435,0.9233,5.9,,,,1.0,,33.6352,0.7265
360000,江西省,2000,184.4061,143.451,5.236,0.8834,5.6,,,,2.0,,33.496,0.6938
370000,山东省,2019,704.015318650177,254.722830186761,73.3290880681578,36.8579245617518,228.035099705043,6840.138,1750.24,3046.898,2190.278,410.634,450.130960992404,0.4443609
370000,山东省,2018,854.695050223867,421.029471383077,76.3844667376644,36.7843558500517,225.108686776943,6451.027,1655.472,3686.745,2696.662,551.057,447.001947360877,0.4271434
370000,山东省,2017,866.006127265453,427.441087698555,75.9288933774,36.0277726249282,223.543879619606,6974.348,1656.678,4486.144,2740.302,617.613,444.7780570755,0.4570505
370000,山东省,2016,777.510943454053,383.533074,66.98911027549,38.390315548571,268.39566,8334.579,1946.94,5007.691,3339.387,737.785,440.592429,0.6087471
370000,山东省,2015,774.010608252794,397.4436,67.8714389822594,37.0920923174599,275.38,9194.116,1903.436,5759.372,3750.799,790.481,423.9,0.6439166
370000,山东省,2014,770.24317444596,406.8,66.60592638102,36.0117401140387,279.6,9602.008,1903.414,5696.943,3898.988,834.751,388.02429,0.6399678
370000,山东省,2013,774.771279065373,392.8943228633,67.89594942,33.6873153545732,271.430794561714,9640.413,1884.941,5600.049,3931.07,805.977,396.2068,0.6171573
370000,山东省,2012,764.16404866418,376.69637858418,66.95853,33.1036416,283.92342527376,9617.972,1652.085,5082.697,4237.173,751.996,401.989374,0.6101045
370000,山东省,2011,711.0528783,346.9,66.23,32.4864,268.86687999409,8922.718,1626.854,4570.247,4083.211,727.946,401.187,0.5998212
370000,山东省,2010,704.360229249192,353.209893238356,68.6568792778814,32.67,253.051181170909,9010.602,1539.006,4708.818,4585.857,823.557,384.282945413936,0.6166513
370000,山东省,2009,684.134443445138,341.265597331744,69.6317234055593,32.9,236.27561267125,8660.33,1632.746,4592.81,4576.259,925.094,377.117708944,0.8129931
370000,山东省,2008,660.310000022418,321.342370368874,70.6742120121348,33.2104523007143,230.51279285,10930.642,2049.49,5026.31,4463.08,847.639,364.98354215095,0.929923
370000,山东省,2007,618.722,300.0986,69.23574,33.00319,218.99496,9626.0,1728.712,4464.55,5148.511,809.948,359.904641714113,0.911803
370000,山东省,2006,681.01313383905,361.8,65.48554537155,30.5013884675,215.8,18037.0,3260.0,8431.0,5868.0,918.0,353.888536592048,0.8472
370000,山东省,2005,753.9467025,367.0533904,80.7219669,36.3550598,187.0747,21581.0,4315.0,11250.0,6291.0,913.0,441.8334,0.8336
370000,山东省,2004,696.53,346.4193,79.5898,34.9881,160.8798,20082.0,4981.0,15101.0,8553.0,934.0,432.8712,0.8436
370000,山东省,2003,662.1097,332.6371,79.65,32.9275,124.3868,19761.0,4553.0,15208.0,8791.0,916.0,424.6878,1.0327
370000,山东省,2002,626.9977,314.8382,76.1473,30.2272,90.3,19527.0,4790.0,14737.0,8774.0,842.0,399.4099,1.0106
370000,山东省,2001,595.439366,298.7446,72.964526,27.5608,61.8,18377.86,4833.51,7818.18,8721.82,1030.36,379.0377,0.997589
370000,山东省,2000,560.15,285.88,69.18,24.8,45.7,17808.0,3917.0,9629.0,8618.0,1042.0,366.22,0.9676
410000,河南省,2019,560.418057345311,344.4293286,36.2173411353312,28.1064333637009,204.073305982947,3649.3449,421.374,2548.0247,2467.02,330.633,442.422832936345,6.109259845
410000,河南省,2018,669.410378656826,479.0394,34.8,26.9003,202.654722922489,4130.213,500.489,2584.529,2406.0975,312.5403,413.606446166363,6.13925366
410000,河南省,2017,655.839151067635,466.9,35.0397873,26.1,202.857580502992,5764.899,602.713,3239.248,2868.98,580.5443,401.181631896536,7.1486893
410000,河南省,2016,697.02463025,450.647406,83.013,26.4439,326.801,5713.4056,627.833,3357.607,2950.892,706.075,422.5,8.7822835
410000,河南省,2015,711.070235252,467.962,82.6,25.9,342.2,6892.278,817.948,4182.142,3095.636,767.3056,410.0,9.3985796
410000,河南省,2014,719.0007454,478.0,82.1,25.4,332.0,7364.621,816.728,4763.01,4816.537,846.931,404.0,9.5382813
410000,河南省,2013,699.051197229976,454.125,80.5608,24.7584972299758,316.4161,8263.0,944.0,4854.0,6213.0,887.0,410.23255,9.9053
410000,河南省,2012,677.354005,432.5,80.442,24.7504,316.1046,8439.0,883.048,4869.146,5849.0,867.711,404.1675,9.9607
410000,河南省,2011,641.6521,406.4,82.0,24.8,306.6,8250.0,875.34,4830.44,5770.0,858.8,390.5,9.96517
410000,河南省,2010,638.37035738976,408.29117738976,83.04633,25.2,290.911512,8930.04,969.7,6248.56,5235.38,933.1,388.59275,9.82651
410000,河南省,2009,615.00541812,389.59081812,83.97,25.8905,281.891,10418.97,947.61,6823.17,4887.02,885.21,382.85,10.0914
410000,河南省,2008,584.828009,367.1,84.1,26.5,279.1,10824.6,1086.02,6781.03,6220.54,896.93,371.7,10.246987
410000,河南省,2007,542.921,338.9816,82.111,25.298,215.6129,3958.0,1187.0,2771.0,3015.0,2750.0,336.724786879617,6.0346
410000,河南省,2006,584.602631354493,391.318215207947,82.0466205312,23.7742956153456,147.68,11920.0,963.0,7445.0,3175.0,489.0,329.476308101387,5.026
410000,河南省,2005,685.9474,440.8252,100.783,46.6612,104.0,11462.0,911.0,7135.0,2873.0,433.0,375.3,2.7441
410000,河南省,2004,641.5308,410.318,98.325,44.646,74.5,11182.0,1768.0,6665.0,2731.0,409.0,347.4,4.0523
410000,河南省,2003,603.5504,386.0,93.0,42.0,49.6,10680.0,1674.0,6195.0,2639.0,394.0,326.2,3.8229
410000,河南省,2002,570.01,366.4908,89.2,37.8465,36.0,8990.0,1586.0,5206.0,2421.0,422.0,302.0,2.5375
410000,河南省,2001,537.93,343.7744,89.225,34.5147,27.0,8645.0,1705.0,5173.0,2306.0,394.0,286.0045,1.6083
410000,河南省,2000,502.0,322.8812,83.0,32.0,16.1,7736.0,1585.0,4875.0,2641.0,277.0,270.0,2.3105
420000,湖北省,2019,349.20394772467,242.95481521356,15.9945880176989,9.8527977457235,13.38,9.0,,9.0,48.0,,178.75,2.2914
420000,湖北省,2018,430.94742419174,333.179944066868,15.8221268351952,9.74848891434006,12.81,9.0,,5.0,48.0,,171.53,2.3434
420000,湖北省,2017,435.348152417591,339.287112084387,15.7593232301077,9.67115737079153,12.7576947802068,7.9,,5.0,9.25,,168.165926774225,2.775
420000,湖北省,2016,425.238949910487,322.16970629527,23.1737713846154,8.88761748057696,16.86,8.0,,5.0,105.0,,167.77,2.4203
420000,湖北省,2015,433.317413244115,331.450451651368,22.9898525641026,8.81028493955572,16.85,7.0,,4.0,104.0,,165.29,2.743
420000,湖北省,2014,440.442127386382,339.600872593614,21.873938034188,8.6122138786618,16.1,4.0,,4.0,74.0,,155.06,2.6504
420000,湖北省,2013,430.079903902874,330.59500656,20.1727435897436,8.21603624561489,15.40475352,3.557,,3.557,73.4245,0.4,145.05,2.3288842
420000,湖北省,2012,412.27027044093,317.26968,18.9423214548027,8.15134768,15.34338,3.33,,3.33,74.86,,139.35951,2.007107
420000,湖北省,2011,381.928762876748,290.54,18.171,8.02298,14.22,3.5,,3.5,4.9,101.0,137.03,2.3163
420000,湖北省,2010,379.348997823196,286.95348,17.689662676696,8.09,13.9911926,,,,14.0,100.0,132.589002,1.5442
420000,湖北省,2009,367.007186549122,279.9,17.025661864,7.84447368512155,15.5113,3.1,,,10.7,,128.94,0.923336
420000,湖北省,2008,340.008384823369,260.3823,16.0927,7.29718482336888,15.5113,0.6,,0.6,9.87,157.3,124.0955,0.711719
420000,湖北省,2007,310.029999486454,236.94092304176,15.74186795874,6.09113925156,15.5113,2.0,,2.0,49.4,,110.289889317573,0.9929
420000,湖北省,2006,302.662669561287,233.59445652,14.850818829,5.562684248,13.8785,2.0,,2.0,91.4,,102.595245876812,0.88
420000,湖北省,2005,327.3131,256.33843,16.32145,5.9962,12.2223,4.0,1.0,1.0,16.0,,121.25,0.789
420000,湖北省,2004,309.323818,240.71355,15.86992,5.82992,11.6728,9.0,,,15.0,,118.1061,0.8221
420000,湖北省,2003,301.142139,238.584338,14.886935,4.926988,11.0714,20.0,,,452.0,,117.3735,0.8385
420000,湖北省,2002,278.2391582541,218.7955919842,14.648914782,4.302175465,10.1,23.0,1.0,9.0,30.0,,112.0984,0.7562
420000,湖北省,2001,264.2792,205.0905,13.4307,3.5517,8.8,24.0,17.0,3.0,36.0,,108.1805,0.8938
420000,湖北省,2000,248.8458,193.4904,13.7983,3.0395,5.6,35.0,24.0,10.0,52.0,,102.5592,0.9187
430000,湖南省,2019,459.418819,348.504,19.0,15.9,6.3,,,,2.01,1.0,114.7,1.119684
430000,湖南省,2018,541.719292,446.8,17.9,14.9,6.2,,,,2.0,1.0,105.4,1.019797
430000,湖南省,2017,543.250476319726,449.6,17.0,14.9376436013893,6.05102945301543,,,,2.19,0.81,103.2,0.989078480208531
430000,湖南省,2016,529.8218528,434.8,20.3997528,11.9712,10.1,,,,4.0,2.0,104.7,1.2948
430000,湖南省,2015,540.1424,448.0218,19.8828,11.6,9.7,,,,3.0,1.0,101.5,1.3017
430000,湖南省,2014,546.5242813741,458.1,18.9,11.1,9.3,,,,5.0,1.0,97.9,1.2713
430000,湖南省,2013,519.2256,430.5932,18.1944,10.7,8.9,,,,5.0,1.0,95.6,1.181
430000,湖南省,2012,515.26621,427.6,16.8,10.30161,8.5,,,,4.0,,95.183,1.1212
430000,湖南省,2011,489.4763,406.1,16.2,10.23,8.1,,,,3.0,,93.5,1.099
430000,湖南省,2010,494.789249991765,412.411922840965,16.2706271508,10.6,7.7953616,,,,2.0,,91.73448,1.0785
430000,湖南省,2009,476.348138195172,395.409321995172,15.7356162,11.0,7.6726,,,,2.0,,88.89,0.9972
430000,湖南省,2008,446.353138518554,370.233447561023,14.6106,10.5663909575316,7.6726,8.0,,,8.0,,87.4694,0.9826
430000,湖南省,2007,422.723500659354,348.484,14.604833369066,10.2986266642608,7.6726,3.0,3.0,,7.0,,85.6160287703425,1.1052
430000,湖南省,2006,437.006109990427,365.8,13.7521971460132,9.62537000418554,7.2749,3.0,3.0,,14.0,,78.3312248585018,1.0344
430000,湖南省,2005,523.453522,436.9684,18.1813,11.6492,6.909,3.0,3.0,,13.0,,92.0579,1.004
430000,湖南省,2004,517.090575,429.1177,16.8486,10.103375,6.657,3.0,3.0,,7.0,,88.0924,1.0033
430000,湖南省,2003,503.7902,419.3258,16.0787,9.3915,5.2508,3.0,3.0,,10.0,,64.5865,0.8741
430000,湖南省,2002,472.53995,396.8608,15.91605,8.069,3.0,3.0,3.0,,8.0,,62.7053,0.9598
430000,湖南省,2001,456.84666,389.76916,13.15,6.6758,1.8,2.0,2.0,,,,54.6514,0.7663
430000,湖南省,2000,434.7186,371.7571,13.4858,6.0988,1.1,3.0,3.0,,18.0,,52.298,0.5308
440000,广东省,2019,412.124611640628,221.934676164743,4.07546485398619,1.97281848643432,13.9156768017206,,,,3.0,,41.4774601858294,2.5696
440000,广东省,2018,449.899409654227,281.516197211997,4.0725666216324,1.96884831149765,13.8907223573583,,,,6.0,,39.2407381133675,2.4268
440000,广东省,2017,444.08143946604,277.963573112052,4.07976990359014,1.96386958000196,13.8834013871774,,,,6.0,,38.5039947642662,2.255105
440000,广东省,2016,415.491629577142,264.384323406373,7.0731100963768,0.889012999583954,12.9463668638453,,,,3.0,,33.3273038791947,2.1467
440000,广东省,2015,424.245737047354,274.150001167666,6.97318344110032,0.908082737062262,12.9454713397295,,,,2.0,,33.8361477383078,2.0497
440000,广东省,2014,429.433546869352,282.639744477214,6.97442545835786,0.898136933780157,13.512283991952,,,,2.0,,32.9669106069486,1.9208
440000,广东省,2013,435.2274655,277.77195,6.9706819,0.8883336,13.76,,,,4.0,,32.31,1.7655
440000,广东省,2012,443.2108,276.39,6.6833,0.8778,13.637,,,,3.0,,31.805,1.6362
440000,广东省,2011,434.680693360411,270.965283703411,6.5587,0.925,14.2289,,,,6.0,,34.8433,1.6079
440000,广东省,2010,441.0969725208,275.4552035208,6.269676,0.911203,14.225017,,,,6.0,,34.4085,1.5547
440000,广东省,2009,426.9912808,262.0886808,6.06,0.877,14.03,,,,5.0,,33.9,1.4448
440000,广东省,2008,411.974652417154,253.9619,5.7598,0.815452417154096,12.958,,,,3.0,,32.3512,1.318
440000,广东省,2007,385.682862749696,235.36780942896,5.3284671990225,0.745386121713068,12.6334,,,,3.0,,29.8028334698249,1.4489
440000,广东省,2006,382.078441749756,251.46133486,5.0506798095,0.697927080255682,12.16644,0.0,0.0,0.0,6.0,,28.5194578658612,1.3945
440000,广东省,2005,384.3109,256.2822,7.2109,0.7093,11.6415,,,,23.0,,33.1871,1.3664
440000,广东省,2004,360.458,237.73,6.3253,0.6284,10.9372,,,,9.0,,31.6745,1.2385
440000,广东省,2003,359.5994,234.45,5.8056,0.5531,10.5505,,,,11.0,,32.5169,1.2598
440000,广东省,2002,348.5309,225.75,5.0198,0.4914,10.8,,,,8.0,,32.8266,1.2736
440000,广东省,2001,333.3287,213.653,5.2129,0.4638,10.2,,,,32.0,,33.1399,1.2168
440000,广东省,2000,322.2311,206.8487,5.1676,0.4334,9.2,,,,10.0,,33.0842,1.5671
450000,广西壮族自治区,2019,380.037481475329,192.112596215857,12.4083860457843,3.4624722914,8.70692950826496,,,,,,25.088656030105,1.838783
450000,广西壮族自治区,2018,426.842535845669,263.890928867936,12.3160159263368,3.366199,8.86652699415984,,,,,,22.3149124167082,1.612826
450000,广西壮族自治区,2017,420.180279026362,254.967081031822,11.7072394737042,3.32335762983702,8.14189806626248,,,,,,24.1976609956006,1.50444
450000,广西壮族自治区,2016,411.192224062209,249.752957695432,14.7149817417097,3.26459492125444,9.66441106365456,,,,,,23.0872726945419,1.4229
450000,广西壮族自治区,2015,417.269773914347,258.8113551248,14.3784870821347,3.23928380789432,10.05661921296,,,,,,22.88048333976,1.3585
450000,广西壮族自治区,2014,420.019064761195,266.289325,14.3758981168386,3.23972949543084,9.65435192,,,,,,22.162287,1.3093
450000,广西壮族自治区,2013,420.0226614382,261.3375,14.33124,3.2407364382,9.55656,,,,,,22.71462,1.2417
450000,广西壮族自治区,2012,411.033659032573,252.495538817402,13.8561893151708,3.2472309,9.356527098,,,,,,21.8159045,1.1639
450000,广西壮族自治区,2011,391.078056712914,239.786836483763,14.267,3.2119,8.88306,,,,,,20.995,0.9752
450000,广西壮族自治区,2010,387.80324258336,241.53484390336,13.699344,3.3,8.209224,,,,,,20.024499,0.9286
450000,广西壮族自治区,2009,371.2532016,232.3344016,13.36,3.156,8.072,,,,,,19.338,
450000,广西壮族自治区,2008,350.76839958,218.3594,12.4514,2.922234432,7.5042,,,,,,17.9357,0.8071
450000,广西壮族自治区,2007,329.0444,206.1571,11.6521,2.6708,6.9518,,,,,,16.824258426181,0.8597
450000,广西壮族自治区,2006,321.140777429262,210.3,10.89043206,2.45994536926148,6.2659,0.0,0.0,0.0,0.0,,15.4634728181811,0.7896
450000,广西壮族自治区,2005,242.919272,186.00376,16.871,3.7623,5.354,,,,,,17.7386,0.7775
450000,广西壮族自治区,2004,210.4943,161.7424,14.5971,3.1956,4.819,,,,,,16.1427,0.6952
450000,广西壮族自治区,2003,227.1319,179.7608,12.93,2.8205,3.8166,,,,,,14.9628,0.6269
450000,广西壮族自治区,2002,248.54961,190.76,11.5927,2.6446,3.1,,,,,,14.9547,0.636
450000,广西壮族自治区,2001,266.1424,208.0752,10.4328,2.6025,2.0,,,,,,14.458,0.5903
450000,广西壮族自治区,2000,276.2398,206.849,9.7851,2.4677,1.7,,,,,,14.4514,0.5563
460000,海南省,2019,67.064993291754,29.4692282044474,2.2137,1.18993409031199,0.22642,,,,,,4.751,0.110395
460000,海南省,2018,79.86162,45.63,1.9305,1.147,0.19,,,,,,4.66,0.112665
460000,海南省,2017,78.674025374,44.4,1.847943234,1.14850814,0.499344444444444,,,,,,4.75,0.130157
460000,海南省,2016,76.3341746,42.8559768,2.5973038,1.09486,0.2231,,,,,,4.83,0.097861
460000,海南省,2015,78.041443,45.7863,2.55892,1.035,0.23,,,,,,4.383,0.102885
460000,海南省,2014,79.489112,48.57,2.59,1.092,0.23,,,,,,3.79,0.086541
460000,海南省,2013,82.853358,50.48,2.61793,1.06,0.226,,,,,,3.81,0.072786
460000,海南省,2012,79.529679,48.12,2.51,1.03,0.22629,,,,,,3.58,0.066652
460000,海南省,2011,71.639259,42.2,2.354,1.11148,0.19,,,,,,3.32395,0.073735
460000,海南省,2010,68.469696,41.230536,2.249904,1.1,0.190008,,,,,,3.500068,0.071667
460000,海南省,2009,66.049531,39.66,2.28,1.11,0.18,,,,,,3.19,0.05958
460000,海南省,2008,61.145615,36.889962,2.194013,1.039552,0.2363,,,,,,3.109513,0.067815
460000,海南省,2007,54.6553,32.5747,2.0168,0.9403,0.1428,,,,,,2.16772737206856,0.0781
460000,海南省,2006,50.702632374707,29.9593357749,1.956902435007,0.9060822,0.094,,,,,,2.14839184545942,0.0829
460000,海南省,2005,58.209478,36.960676,2.9599,1.3298,0.114,,,,,,2.6516,0.0718
460000,海南省,2004,52.256209,32.144882,2.8503,1.2752,0.1009,,,,,,2.6784,0.0832
460000,海南省,2003,46.99534,28.381725,2.7079,1.256,0.0604,,,,,,2.5912,0.0524
460000,海南省,2002,39.688514,23.260526,2.5688,1.2413,0.04,,,,,,3.1108,0.0455
460000,海南省,2001,39.6835,22.9074,2.3697,1.1492,,,,,,,3.1347,0.0654
460000,海南省,2000,37.9763,22.6657,2.0515,0.9914,0.032,,,,,,2.8704,0.0398
