省份编码,省份,年份,批发业主营业务收入(亿元),批发业主营业务成本(亿元),批发业主营业务税金及附加(亿元),批发业主营业务利润(亿元)
510000,四川省,2013,5946.9635,5436.982,49.1966,460.7849
510000,四川省,2012,5208.2534,4797.115,44.2,367.0
510000,四川省,2011,4362.5567,3979.8473,37.6742,345.0352
510000,四川省,2010,3074.46384,2780.08239,30.8,263.6
510000,四川省,2009,2378.62933,2171.6246,23.13995,183.42694
510000,四川省,2008,2653.8061,2432.4188,7.9517,209.4278
510000,四川省,2007,1784.74657,1542.07932,4.43907,142.85853
510000,四川省,2006,1339.8398,1208.0008,2.759,116.1938
510000,四川省,2005,1243.00671,1030.27433,2.13415,157.2065
510000,四川省,2004,1171.36942,1047.73715,,89.45801
510000,四川省,2003,670.1877,606.3321,1.12234,42.3793
510000,四川省,2002,586.9649,532.4286,1.1637,35.6381
510000,四川省,2001,583.8424,527.5069,1.106,26.598
510000,四川省,2000,610.4967,560.6051,0.9085,19.113
520000,贵州省,2019,,,,
520000,贵州省,2018,3691.7,2866.6,71.9,753.2
520000,贵州省,2017,3332.4035,2665.1482,74.3546,592.9007
520000,贵州省,2016,3053.2415,2313.9291,71.2457,668.0667
520000,贵州省,2015,3021.0357,2380.6505,59.4452,580.94
520000,贵州省,2014,2371.6768,1971.8829,33.275,366.5189
520000,贵州省,2013,2157.7617,1697.203,32.0001,428.5586
520000,贵州省,2012,1754.0145,1349.9914,30.1,373.9
520000,贵州省,2011,1212.3827,940.3012,25.5634,246.5181
520000,贵州省,2010,974.94576,767.41717,17.0,178.9
520000,贵州省,2009,760.24704,584.07866,10.03018,155.70277
520000,贵州省,2008,752.3672,597.6114,12.8039,122.5592
520000,贵州省,2007,430.38332,351.58746,1.54512,63.10277
520000,贵州省,2006,357.7419,294.2454,1.0338,59.8626
520000,贵州省,2005,340.94493,278.89076,0.91184,49.4948
520000,贵州省,2004,305.88157,261.56963,,34.99526
520000,贵州省,2003,214.8461,181.9088,0.59806,21.30913
520000,贵州省,2002,183.6869,156.2452,0.5712,17.6185
520000,贵州省,2001,173.5385,150.0224,0.5398,11.5397
520000,贵州省,2000,208.4453,185.3495,0.5163,9.396
530000,云南省,2019,,,,
530000,云南省,2018,7076.5,6444.1,74.6,557.8
530000,云南省,2017,6090.7345,5518.0231,71.1203,501.591099999999
530000,云南省,2016,5659.2569,5081.1205,67.8095,510.3269
530000,云南省,2015,4766.7313,4264.7514,53.6971,448.2828
530000,云南省,2014,5910.8172,5297.3571,36.0189,577.4412
530000,云南省,2013,5205.6804,4682.9183,31.5169,491.2452
530000,云南省,2012,4802.6787,4393.3197,28.0,381.4
530000,云南省,2011,3715.0065,3331.1204,25.0637,358.8224
530000,云南省,2010,3005.03806,2676.91275,20.9,310.9
530000,云南省,2009,2364.37656,2099.37825,13.08512,253.33668
530000,云南省,2008,2345.2174,2074.2676,11.2251,253.3677
530000,云南省,2007,1865.12754,1621.43015,4.4641,199.33183
530000,云南省,2006,1747.5542,1540.5407,3.4773,189.7023
530000,云南省,2005,1486.15251,1287.90934,3.36896,163.52493
530000,云南省,2004,1390.57077,1230.25138,,142.88369
530000,云南省,2003,968.2993,844.2807,2.35465,83.23159
530000,云南省,2002,723.7471,621.8319,1.5907,66.5029
530000,云南省,2001,803.6196,702.7256,5.7665,50.862
530000,云南省,2000,954.6286,810.8901,9.3991,73.0527
540000,西藏自治区,2019,,,,
540000,西藏自治区,2018,102.6,71,8.1,23.5
540000,西藏自治区,2017,96.2171,66.0054,8.1149,22.0968
540000,西藏自治区,2016,96.5525,65.5087,7.3179,23.7259
540000,西藏自治区,2015,92.8859,64.0624,5.7085,23.115
540000,西藏自治区,2014,106.9307,67.0331,3.2688,36.6288
540000,西藏自治区,2013,80.5088,51.1443,2.7873,26.5772
540000,西藏自治区,2012,44.5195,31.8093,1.4,11.3
540000,西藏自治区,2011,38.2914,28.873,1.0802,8.3382
540000,西藏自治区,2010,37.05198,28.14383,0.9,8.0
540000,西藏自治区,2009,32.74805,22.64284,0.50254,9.60267
540000,西藏自治区,2008,25.054,21.2597,0.0667,3.7277
540000,西藏自治区,2007,11.92646,10.38474,,1.16299
540000,西藏自治区,2006,22.99,19.7227,0.0646,1.6636
540000,西藏自治区,2005,18.57767,15.38884,,2.25696
540000,西藏自治区,2004,16.74153,13.92074,,2.25106
540000,西藏自治区,2003,10.7971,5.5888,,4.65304
540000,西藏自治区,2002,5.2293,4.4904,0.0049,0.4789
540000,西藏自治区,2001,5.8637,5.1815,0.0082,0.1308
540000,西藏自治区,2000,5.8497,5.3159,0.0079,-0.0057
610000,陕西省,2019,,,,
610000,陕西省,2018,8631.6,8187.8,63.2,380.5
610000,陕西省,2017,8146.7568,7693.2649,63.3499,390.142
610000,陕西省,2016,5167.664,4788.6466,57.5793,321.4381
610000,陕西省,2015,4858.2844,4560.8026,46.1796,251.3022
610000,陕西省,2014,5096.6148,4766.0939,30.3216,300.1993
610000,陕西省,2013,4913.1856,4593.6811,33.741,285.7635
610000,陕西省,2012,4357.7975,4046.6716,28.4,282.7
610000,陕西省,2011,3602.301,3316.8076,26.1205,259.3729
610000,陕西省,2010,2822.41398,2388.74096,25.3,406.9
610000,陕西省,2009,1871.42976,1587.9275,17.67927,231.61003
610000,陕西省,2008,1646.2723,1345.8049,8.0711,330.1462
610000,陕西省,2007,1501.402,1359.14821,2.89243,124.37104
610000,陕西省,2006,959.7451,907.7373,1.2675,49.6125
610000,陕西省,2005,805.60645,754.44479,0.85834,44.95771
610000,陕西省,2004,819.942,758.42417,,51.70263
610000,陕西省,2003,349.1167,325.0398,0.3369,12.26638
610000,陕西省,2002,275.6716,255.7753,0.2688,9.9628
610000,陕西省,2001,252.1535,233.1301,1.1783,6.634
610000,陕西省,2000,312.2856,288.4962,0.3012,10.0546
620000,甘肃省,2019,,,,
620000,甘肃省,2018,4155.1,3965.1,30.0,160.0
620000,甘肃省,2017,3433.4893,3274.9086,27.5776,131.0031
620000,甘肃省,2016,3433.91,3255.7705,28.6553,149.4842
620000,甘肃省,2015,2895.272,2780.3022,21.1159,93.8538999999999
620000,甘肃省,2014,4140.3516,3950.4616,10.8,179.09
620000,甘肃省,2013,2732.452,2647.0935,12.2912,73.0673000000003
620000,甘肃省,2012,2274.8817,2160.7787,11.5,102.6
620000,甘肃省,2011,2063.2366,1970.9655,8.6483,83.6228000000002
620000,甘肃省,2010,1618.13403,1512.56078,8.9,96.6
620000,甘肃省,2009,1174.03389,1073.24043,3.74841,97.04505
620000,甘肃省,2008,1351.1531,1261.4169,1.9124,87.8238
620000,甘肃省,2007,1169.69438,1060.89786,0.94278,53.28571
620000,甘肃省,2006,838.4454,785.9632,0.6308,39.4554
620000,甘肃省,2005,759.24368,715.92167,0.85347,41.01263
620000,甘肃省,2004,713.25752,670.09517,,40.15426
620000,甘肃省,2003,435.1632,407.0119,0.5071,8.70039
620000,甘肃省,2002,326.343,305.6459,0.4304,5.417
620000,甘肃省,2001,315.746,291.4724,1.2783,8.5649
620000,甘肃省,2000,296.6082,277.8877,0.6693,8.5029
630000,青海省,2019,,,,
630000,青海省,2018,661.9,612.3,8.8,40.8
630000,青海省,2017,987.1871,915.0974,15.778,56.3117
630000,青海省,2016,881.2046,797.1952,15.2115,68.7979
630000,青海省,2015,860.8061,802.7401,14.6257,43.4403
630000,青海省,2014,1195.2064,1148.6551,3.8601,42.6912
630000,青海省,2013,1113.044,1053.7375,3.6759,55.6306000000001
630000,青海省,2012,915.4401,846.6068,3.1,65.7
630000,青海省,2011,488.6336,452.0516,2.4425,34.1395
630000,青海省,2010,271.19668,247.2199,2.0,16.6
630000,青海省,2009,176.17525,160.09832,1.00795,13.21745
630000,青海省,2008,209.3076,179.0718,1.2412,22.3085
630000,青海省,2007,124.16164,110.80287,0.4629,10.68178
630000,青海省,2006,122.2792,112.6903,0.1882,9.0884
630000,青海省,2005,72.85987,64.5888,0.10907,7.54284
630000,青海省,2004,87.82892,76.6936,,10.20364
630000,青海省,2003,47.4044,41.1698,0.11228,4.23328
630000,青海省,2002,47.1096,41.8953,0.0996,3.2521
630000,青海省,2001,33.2026,29.6672,0.0619,1.8141
630000,青海省,2000,35.4878,30.1643,0.0558,1.6783
640000,宁夏回族自治区,2019,,,,
640000,宁夏回族自治区,2018,1258.4,1207.9,10.1,40.4
640000,宁夏回族自治区,2017,1047.3941,1002.5258,8.9702,35.8981
640000,宁夏回族自治区,2016,763.9222,729.6775,8.3848,25.8599
640000,宁夏回族自治区,2015,689.5086,652.8647,6.92,29.7239
640000,宁夏回族自治区,2014,767.612,740.8644,3.7952,22.9524
640000,宁夏回族自治区,2013,704.5695,671.6752,3.6643,29.2299999999999
640000,宁夏回族自治区,2012,671.1369,636.9829,3.5,30.6
640000,宁夏回族自治区,2011,494.8373,462.4382,3.5686,28.8305
640000,宁夏回族自治区,2010,369.92463,344.40853,2.5,23.0
640000,宁夏回族自治区,2009,303.72676,280.53448,1.52039,19.67134
640000,宁夏回族自治区,2008,323.9395,292.624,1.6041,30.0145
640000,宁夏回族自治区,2007,137.63501,124.83424,0.53977,11.15787
640000,宁夏回族自治区,2006,116.2689,106.2903,0.3258,9.523
640000,宁夏回族自治区,2005,102.9389,94.342,0.1883,8.2132
640000,宁夏回族自治区,2004,133.87716,122.60168,,10.04094
640000,宁夏回族自治区,2003,48.5042,43.661,0.05662,2.55031
640000,宁夏回族自治区,2002,38.1105,34.5323,0.0605,1.6182
640000,宁夏回族自治区,2001,45.113,42.398,0.0544,0.8037
640000,宁夏回族自治区,2000,36.2685,33.133,0.108,1.0174
650000,新疆维吾尔自治区,2019,,,,
650000,新疆维吾尔自治区,2018,7511.4,7196,23.4,292.0
650000,新疆维吾尔自治区,2017,6527.0919,6228.779,29.7131,268.5998
650000,新疆维吾尔自治区,2016,5162.1576,4903.666,28.3327,230.158899999999
650000,新疆维吾尔自治区,2015,5182.605,5000.3617,22.3984,159.844899999999
650000,新疆维吾尔自治区,2014,6351.3981,6159.9623,13.7065,177.7293
650000,新疆维吾尔自治区,2013,6434.0308,6233.1857,11.4135,189.4316
650000,新疆维吾尔自治区,2012,4887.6256,4682.0229,10.6,195.0
650000,新疆维吾尔自治区,2011,4109.8899,3971.4523,9.5522,128.8854
650000,新疆维吾尔自治区,2010,3038.98997,2894.59328,6.6,125.9
650000,新疆维吾尔自治区,2009,2261.01695,2136.26586,4.47278,118.91384
650000,新疆维吾尔自治区,2008,2276.0834,2164.0517,3.68,97.9632
650000,新疆维吾尔自治区,2007,1622.10449,1524.49184,1.47579,77.46653
650000,新疆维吾尔自治区,2006,937.9795,876.0873,1.2757,55.1531
650000,新疆维吾尔自治区,2005,835.00343,778.86041,1.02965,45.77776
650000,新疆维吾尔自治区,2004,782.51268,702.00598,,40.59212
650000,新疆维吾尔自治区,2003,521.6096,478.0242,0.68581,24.64705
650000,新疆维吾尔自治区,2002,423.3627,388.4684,0.3235,18.417
650000,新疆维吾尔自治区,2001,360.6254,327.3589,0.4599,15.6964
650000,新疆维吾尔自治区,2000,390.4698,355.0838,0.7233,16.8328
