省份编码,省份,年份,零售业资产总计(亿元),零售业流动资产合计(亿元),零售业固定资产合计(亿元),零售业负债合计(亿元),零售业所有者权益合计(亿元)
460000,海南省,2007,52.2,23.9,29.4,29.8,22.4
460000,海南省,2006,29.0,18.3,10.7,22.0,7.0
460000,海南省,2005,27.9,18.9,8.3,21.4,6.5
460000,海南省,2004,29.56436,16.90197,10.28635,21.83055,7.73381
460000,海南省,2003,23.6,13.0,8.6,16.8,6.8
460000,海南省,2002,16.3159,9.1479,6.0222,12.201,4.1149
460000,海南省,2001,14.4082,7.4413,5.8188,8.0957,
460000,海南省,2000,15.5291,6.9362,7.4364,11.0666,
500000,重庆市,2019,1465.5365,858.0961,,968.3258,493.2739
500000,重庆市,2018,1315.1,810.9,212.6,891.7,420.0
500000,重庆市,2017,1358.7169,909.8069,200.1598,944.0828,414.9266
500000,重庆市,2016,1484.8626,920.5406,213.5853,998.2684,486.5941
500000,重庆市,2015,1344.4907,876.9062,187.1625,897.0056,447.4851
500000,重庆市,2014,1128.4563,750.907,177.0076,763.7786,364.6503
500000,重庆市,2013,947.4767,627.2089,154.5712,631.0444,316.4322
500000,重庆市,2012,752.3,518.0,117.3,511.7,240.6
500000,重庆市,2011,695.0,462.3,103.3,452.6,242.5
500000,重庆市,2010,510.3,337.8,86.5,347.1,163.2
500000,重庆市,2009,372.0,249.0,75.6,256.2,115.9
500000,重庆市,2008,287.4,187.4,88.8,202.0,85.3
500000,重庆市,2007,199.10625,140.7,52.7,155.8,43.3
500000,重庆市,2006,175.7,108.7,64.9,139.9,35.8
500000,重庆市,2005,96.5,64.1,25.3,71.3,25.2
500000,重庆市,2004,126.56882,81.39362,30.507,88.82727,37.74155
500000,重庆市,2003,102.9,65.9,30.6,81.5,21.4
500000,重庆市,2002,57.5346,31.3111,21.0802,39.8844,17.6502
500000,重庆市,2001,51.8439,25.0643,19.9728,39.2623,
500000,重庆市,2000,45.1093,20.0362,18.2578,30.1984,
510000,四川省,2019,2363.3622,1516.7014,,1529.1591,832.5819
510000,四川省,2018,2369.4,1548.2,316,1534.0,835.4
510000,四川省,2017,2284.4257,1525.0367,320.4654,1517.5202,766.9055
510000,四川省,2016,2247.5758,1449.2457,330.8035,1459.4266,788.1492
510000,四川省,2015,2077.5837,1336.3581,326.9841,1360.919,716.6647
510000,四川省,2014,2073.6821,1354.3508,299.8826,1320.1209,753.6425
510000,四川省,2013,1725.2319,1076.7145,268.4158,1147.7983,577.4336
510000,四川省,2012,1675.3,1101.2,224.1,1157.3,518.0
510000,四川省,2011,1316.1,778.8,276.8,859.2,456.8
510000,四川省,2010,904.1,581.4,135.1,618.7,285.5
510000,四川省,2009,621.5,408.2,112.5,429.7,191.8
510000,四川省,2008,488.2,328.7,108.2,340.1,148.1
510000,四川省,2007,246.5,183.1,55.5,189.7,56.8
510000,四川省,2006,216.6,148.0,56.5,157.0,59.6
510000,四川省,2005,177.3,124.0,36,123.5,53.8
510000,四川省,2004,181.10477,110.82234,33.88144,132.93178,48.17299
510000,四川省,2003,146.8,91.6,40.6,107.7,39.2
510000,四川省,2002,113.8017,64.236,31.356,80.1541,33.6476
510000,四川省,2001,118.0679,64.6182,34.0881,87.044,
510000,四川省,2000,104.2069,53.1789,35.8514,74.605,
520000,贵州省,2019,1466.067,1077.6472,,1000.6584,459.6324
520000,贵州省,2018,1344.9,1031.9,113.4,900.5,443.5
520000,贵州省,2017,1177.9299,882.3823,147.3265,855.4438,322.486
520000,贵州省,2016,962.8329,594.4254,100.1856,706.8808,266.6708
520000,贵州省,2015,765.184,544.2221,85.2967,558.3026,206.8994
520000,贵州省,2014,657.3016,374.0592,64.6499,501.7636,155.538
520000,贵州省,2013,498.1299,305.9861,60.81,380.587,117.5429
520000,贵州省,2012,385.9,240.2,49.2,301.4,84.5
520000,贵州省,2011,280.4,163.4,40.7,216.7,63.7
520000,贵州省,2010,212.9,139.2,31.9,172.5,40.4
520000,贵州省,2009,165.4,99.8,30.3,130.7,34.7
520000,贵州省,2008,121.5,70.6,36.8,89.8,31.6
520000,贵州省,2007,61.5,41.2,17.4,51.6,9.8
520000,贵州省,2006,43.525,28.3,16.2,35.0,8.6
520000,贵州省,2005,53.0,36.6,11.7,44.3,8.6
520000,贵州省,2004,48.74411,30.86398,12.06471,39.6721,9.07201
520000,贵州省,2003,38.1,21.6,11.4,32.4,5.8
520000,贵州省,2002,33.4728,16.562,14.1214,28.0024,5.4705
520000,贵州省,2001,33.6475,16.6645,15.0592,27.6675,
520000,贵州省,2000,33.3462,14.5032,16.2486,25.2996,
530000,云南省,2019,1137.1094,732.2912,,774.4566,361.162
530000,云南省,2018,1175.9,770.2,151.1,735.6,440.3
530000,云南省,2017,1125.6611,760.6505,163.1256,759.8955,365.7656
530000,云南省,2016,1214.9818,769.8665,166.5515,792.1083,422.8735
530000,云南省,2015,1103.2592,691.8519,154.9382,691.9624,411.2968
530000,云南省,2014,1057.5619,735.8615,146.8632,733.7554,323.8065
530000,云南省,2013,1061.8835,702.5574,142.6812,704.9882,356.8953
530000,云南省,2012,770.6,513.9,125.9,536.6,233.9
530000,云南省,2011,619.3,422.1,89.6,428.7,190.5
530000,云南省,2010,466.8,329.0,80.4,311.7,155.1
530000,云南省,2009,341.3,227.2,66.3,228.0,113.3
530000,云南省,2008,263.8,170.3,66.8,180.2,83.6
530000,云南省,2007,156.6,114.1,36.1,113.1,43.5
530000,云南省,2006,133.0,96.3,34.4,95.2,37.8
530000,云南省,2005,130.1,89.3,24,91.4,38.7
530000,云南省,2004,138.86988,85.7214,28.03513,108.99862,29.87126
530000,云南省,2003,98.7,47.2,25.9,81.1,17.6
530000,云南省,2002,98.0767,44.1746,35.7714,76.442,21.6347
530000,云南省,2001,82.2127,39.7168,31.4456,67.045,
530000,云南省,2000,75.1257,40.1641,26.2939,58.5427,
540000,西藏自治区,2019,90.9933,60.6913,,65.5867,26.652
540000,西藏自治区,2018,65.4,42.4,13.4,43.3,23.0
540000,西藏自治区,2017,66.9337,42.0243,13.1551,37.6508,29.2829
540000,西藏自治区,2016,56.8281,32.3262,12.4265,36.2217,20.6064
540000,西藏自治区,2015,56.4901,31.8936,13.2345,36.037,20.4531
540000,西藏自治区,2014,45.1033,24.3962,11.8085,28.1776,16.9257
540000,西藏自治区,2013,26.95,15.5595,8.4527,15.6048,11.3452
540000,西藏自治区,2012,29.0,18.5,7.1,17.0,12.0
540000,西藏自治区,2011,21.6,12.5,6.7,12.2,9.4
540000,西藏自治区,2010,17.6,9.3,5.2,9.0,8.6
540000,西藏自治区,2009,17.0,9.6,5.3,9.2,7.7
540000,西藏自治区,2008,17.7,6.9,7.6,8.1,9.5
540000,西藏自治区,2007,12.7,4.7,6.7,4.3,8.4
540000,西藏自治区,2006,8.7,3.7,4.5,3.1,5.6
540000,西藏自治区,2005,10.9,3.9,6.3,4.0,6.8
540000,西藏自治区,2004,8.80962,4.67198,2.65173,5.17872,3.6309
540000,西藏自治区,2003,9.6,4.2,3.3,4.6,5.0
540000,西藏自治区,2002,8.1371,3.835,3.1934,4.0659,4.0712
540000,西藏自治区,2001,5.3677,2.739,1.5239,4.0871,
540000,西藏自治区,2000,4.8019,2.7884,1.5629,3.2639,
610000,陕西省,2019,1752.4971,1193.3844,,1183.2393,563.2667
610000,陕西省,2018,1797.8,1227.5,215.6,1177.6,620.2
610000,陕西省,2017,1674.5992,1131.2573,250.1398,1081.7243,592.8749
610000,陕西省,2016,1736.8125,966.5016,255.7551,984.3014,752.5111
610000,陕西省,2015,1371.7824,860.2285,220.5587,907.2628,464.5196
610000,陕西省,2014,1297.2289,830.0971,201.6054,908.2522,388.9767
610000,陕西省,2013,1104.9627,711.5357,188.5268,750.0168,354.9459
610000,陕西省,2012,974.3,666.8,154.6,649.9,324.3
610000,陕西省,2011,642.4,422.2,108.9,436.2,206.2
610000,陕西省,2010,536.2,343.0,112.6,387.6,148.6
610000,陕西省,2009,427.2,264.0,108.4,307.4,119.8
610000,陕西省,2008,262.3,162.1,78.3,180.6,81.8
610000,陕西省,2007,190.8,120.0,65.2,126.5,64.3
610000,陕西省,2006,158.9,96.6,55.7,114.4,44.5
610000,陕西省,2005,148.1,85.2,48.1,106.5,41.7
610000,陕西省,2004,130.39855,73.10105,41.34509,88.06017,42.33838
610000,陕西省,2003,95.6,47.8,34.7,63.1,32.5
610000,陕西省,2002,86.5328,42.7257,36.7623,55.9804,30.5525
610000,陕西省,2001,73.8235,31.6571,32.9781,46.8499,
610000,陕西省,2000,69.7935,32.4515,25.7422,44.6064,
620000,甘肃省,2019,572.2612,377.6182,,381.9328,180.8806
620000,甘肃省,2018,522.7,329.6,77.9,325.3,191.2
620000,甘肃省,2017,547.4553,341.1461,84.0937,342.667,202.3554
620000,甘肃省,2016,709.2464,486.8931,83.0166,440.4198,267.0514
620000,甘肃省,2015,525.0813,330.577,87.8731,315.5746,208.0345
620000,甘肃省,2014,883.4831,451.9637,370.1031,368.6366,514.1527
620000,甘肃省,2013,308.9884,187.4205,59.2345,207.3478,100.8589
620000,甘肃省,2012,246.2,172.6,41.3,177.8,68.4
620000,甘肃省,2011,220.3,151.8,33.1,146.6,73.7
620000,甘肃省,2010,143.8,92.7,21.7,104.8,39.0
620000,甘肃省,2009,116.6,69.9,23.9,82.3,34.3
620000,甘肃省,2008,85.3,48.7,27.7,59.8,25.5
620000,甘肃省,2007,75.3,45.2,28.5,50.8,24.5
620000,甘肃省,2006,65.7,34.0,28.5,47.3,18.5
620000,甘肃省,2005,59.4,34.9,17,42.1,17.4
620000,甘肃省,2004,60.15496,31.20853,17.72367,45.07549,15.07947
620000,甘肃省,2003,56.2,22.2,29.5,40.5,15.6
620000,甘肃省,2002,44.1179,21.9024,18.6965,33.4419,10.676
620000,甘肃省,2001,43.8222,20.5435,20.3204,34.5703,
620000,甘肃省,2000,46.267,20.0243,18.7129,35.0692,
630000,青海省,2019,141.5019,101.3374,,105.0765,35.6697
630000,青海省,2018,137.7,92.0,30.6,98.7,39.0
630000,青海省,2017,123.4444,84.352,29.3231,88.1164,35.328
630000,青海省,2016,120.8722,79.9387,28.259,84.9953,35.877
630000,青海省,2015,106.9778,71.1213,25.6901,78.756,28.2218
630000,青海省,2014,95.4478,62.9806,22.4892,71.4712,23.9765
630000,青海省,2013,80.7956,50.2562,21.4064,58.8398,21.9558
630000,青海省,2012,56.0,42.7,9.4,39.5,16.5
630000,青海省,2011,46.0,28.9,8.2,30.6,15.4
630000,青海省,2010,39.7,27.5,7.4,25.4,14.3
630000,青海省,2009,31.3,21.2,6.7,21.5,9.8
630000,青海省,2008,24.4,14.7,9.7,15.9,8.5
630000,青海省,2007,17.6,10.4,7.7,11.6,6.0
630000,青海省,2006,17.2,9.3,8.1,11.3,5.9
630000,青海省,2005,19.4,10.4,4.6,12.3,7.0
630000,青海省,2004,22.43299,10.70388,6.19106,15.47784,6.95515
630000,青海省,2003,12.4,5.1,6.3,9.4,3.0
630000,青海省,2002,9.1053,4.3508,4.002,5.9419,3.1634
630000,青海省,2001,8.3912,2.6804,4.7299,6.7427,
630000,青海省,2000,9.9098,3.7348,5.5409,8.9391,
640000,宁夏回族自治区,2019,221.6995,144.9532,,146.9552,75.2239
640000,宁夏回族自治区,2018,214.9,137.7,32.1,134.3,80.6
640000,宁夏回族自治区,2017,232.9603,160.808,27.5547,153.5499,79.4105
640000,宁夏回族自治区,2016,201.3605,139.0867,25.2023,140.7896,60.5709
640000,宁夏回族自治区,2015,198.5066,138.7518,23.5981,144.1531,54.3535
640000,宁夏回族自治区,2014,190.6949,134.2022,23.4116,138.0501,52.6448
640000,宁夏回族自治区,2013,148.768,105.0664,23.5504,115.3511,33.4169
640000,宁夏回族自治区,2012,124.3,91.1,19.2,97.8,26.5
640000,宁夏回族自治区,2011,126.1,92.7,17.6,93.3,32.8
640000,宁夏回族自治区,2010,99.3,69.1,16.8,71.7,27.6
640000,宁夏回族自治区,2009,78.9,52.1,15.3,55.5,23.5
640000,宁夏回族自治区,2008,62.6,40.9,16.5,44.5,18.1
640000,宁夏回族自治区,2007,42.6,24.0,14.1,29.3,13.3
640000,宁夏回族自治区,2006,35.7,18.4,13,22.9,12.9
640000,宁夏回族自治区,2005,30.4,16.1,8.5,18.5,11.9
640000,宁夏回族自治区,2004,27.1919,12.46696,8.33712,15.60927,11.58263
640000,宁夏回族自治区,2003,23.0,16.4,7.3,13.7,9.4
640000,宁夏回族自治区,2002,17.2614,6.5989,6.3281,8.9514,8.31
640000,宁夏回族自治区,2001,15.91,6.3448,5.9397,8.6726,
640000,宁夏回族自治区,2000,13.4849,6.3845,5.5899,9.4376,
650000,新疆维吾尔自治区,2019,821.2819,548.4615,,567.6585,251.1706
650000,新疆维吾尔自治区,2018,734.8,489.6,112.9,507.7,227.1
650000,新疆维吾尔自治区,2017,688.066,471.81,108.7549,468.7966,173.3188
650000,新疆维吾尔自治区,2016,717.0252,470.8219,103.5196,477.5096,193.1076
650000,新疆维吾尔自治区,2015,624.089,413.4478,95.2098,493.478,139.7458
650000,新疆维吾尔自治区,2014,571.266,378.8974,88.4877,461.1837,110.0823
650000,新疆维吾尔自治区,2013,513.5791,347.0618,79.09,398.8287,114.7504
650000,新疆维吾尔自治区,2012,352.5,241.4,55.8,277.3,75.1
650000,新疆维吾尔自治区,2011,297.8,206.5,42.8,219.6,78.3
650000,新疆维吾尔自治区,2010,229.8,162.2,37.2,164.0,65.9
650000,新疆维吾尔自治区,2009,175.5,116.7,31.7,112.3,63.3
650000,新疆维吾尔自治区,2008,145.3,90.5,43.6,94.5,50.9
650000,新疆维吾尔自治区,2007,115.3225,72.1,36.2,82.2,33.1
650000,新疆维吾尔自治区,2006,107.9,56.0,42.3,79.9,28.0
650000,新疆维吾尔自治区,2005,111.6,52.5,36.4,83.9,27.7
650000,新疆维吾尔自治区,2004,114.40713,54.1774,37.57089,84.4581,29.94903
650000,新疆维吾尔自治区,2003,86.7,43.0,27.9,62.1,24.6
650000,新疆维吾尔自治区,2002,78.4988,39.3151,28.8149,56.4796,22.0191
650000,新疆维吾尔自治区,2001,70.58,38.8596,23.9487,57.0531,
650000,新疆维吾尔自治区,2000,72.76,41.851,25.9423,69.1916,
