省份编码,省份,年份,零售业法人企业单位数(个),零售业年末从业人数(人),零售业商品购进总额(亿元),零售业进口额(亿元),零售业商品销售总额(亿元),零售业出口额(亿元),零售业商品库存总额(亿元)
500000,重庆市,2015,3186,207094,2755.2146,77.1459,3439.5647,0.1193,249.2282
500000,重庆市,2014,2836,202286,2571.2189,79.596,3141.5842,0.1251,220.0936
500000,重庆市,2013,2358,187399,2280.12967,70.80861,2618.32624,0.62159,178.42331
500000,重庆市,2012,1936,157785,2169.2,65.7,2277.7,0.2,229.1
500000,重庆市,2011,1807,150871,1773.5,43.8,1950.1,,204.5
500000,重庆市,2010,1244,119828,1331.0,8.5,1478.0,,100.6
500000,重庆市,2009,980,108459,889.6,15.3,1047.1,,88.0
500000,重庆市,2008,812,108097,666.6,,773.1,,69.9
500000,重庆市,2007,445,67812,,,,,
500000,重庆市,2006,411,64668,,,,,
500000,重庆市,2005,408,50402,,,,,
500000,重庆市,2004,403,56313,,,,,
500000,重庆市,2003,243,48410,,,,,
500000,重庆市,2002,225,38575,,,,,
500000,重庆市,2001,166,36368,,,,,
500000,重庆市,2000,148,30687,,,,,
510000,四川省,2019,4611,306660,5753.3581,148.3036,6557.1903,,444.3229
510000,四川省,2018,4385,309161,5298.7,127.1,6104.3,0.1,427.1
510000,四川省,2017,4346,300873,4873.4863,152.8394,5491.3483,5.2214,412.4034
510000,四川省,2016,4489,327746,5189.2814,153.7276,5875.8516,5.021,393.3467
510000,四川省,2015,4245,323755,4834.5846,152.7061,5387.2288,,434.2025
510000,四川省,2014,4179,326122,4913.926,133.9829,5222.7119,4.2732,384.8986
510000,四川省,2013,3838,304591,4023.92814,120.6338,4362.14852,3.99286,334.13079
510000,四川省,2012,3303,260370,3372.3,112.9,3693.2,3.9,411.5
510000,四川省,2011,2696,169713,2387.5,78.3,3048.1,0.1,278.4
510000,四川省,2010,1867,200675,1850.9,47.8,2183.3,0.5,164.3
510000,四川省,2009,1026,150014,1393.2,20.9,1560.5,0.3,132.2
510000,四川省,2008,970,137840,952.0,,1181.0,,136.1
510000,四川省,2007,501,102064,,,,,
510000,四川省,2006,436,88212,,,,,
510000,四川省,2005,437,99363,,,,,
510000,四川省,2004,482,88475,,,,,
510000,四川省,2003,340,71023,,,,,
510000,四川省,2002,281,61572,,,,,
510000,四川省,2001,264,83876,,,,,
510000,四川省,2000,244,81181,,,,,
520000,贵州省,2019,2392,104822,1774.3366,61.0348,2413.1912,0.7622,244.8769
520000,贵州省,2018,2451,104969,1528.6,34.0,2062.6,0.1,175.6
520000,贵州省,2017,2416,101540,1731.9941,33.5785,2092.7995,,161.0152
520000,贵州省,2016,2044,91185,1424.1724,21.6534,1784.1582,1.486,145.1621
520000,贵州省,2015,1651,83972,1246.1581,19.5526,1529.2928,,177.5047
520000,贵州省,2014,1463,78431,1139.3825,53.5216,1399.1866,0.2717,151.3032
520000,贵州省,2013,1178,67485,970.87365,37.69606,1143.96087,0.14759,89.11179
520000,贵州省,2012,798,55068,764.1,35.8,898.8,,76.9
520000,贵州省,2011,547,43527,577.9,21.6,675.6,,58.7
520000,贵州省,2010,494,38154,423.4,4.8,487.4,,42.1
520000,贵州省,2009,371,30806,278.8,2.4,358.0,0.1,28.7
520000,贵州省,2008,304,25017,200.1,,260.1,,32.8
520000,贵州省,2007,108,18085,,,,,
520000,贵州省,2006,96,18485,,,,,
520000,贵州省,2005,97,17325,,,,,
520000,贵州省,2004,99,20847,,,,,
520000,贵州省,2003,84,19675,,,,,
520000,贵州省,2002,71,17200,,,,,
520000,贵州省,2001,76,16138,,,,,
520000,贵州省,2000,76,15766,,,,,
530000,云南省,2019,2320,132942,1721.073,44.579,2360.4184,13.4967,196.4764
530000,云南省,2018,2311,141355,1656.4,39.3,2268.0,5.5,210.3
530000,云南省,2017,2241,138256,1978.9648,32.1735,2472.5422,2.2729,220.1704
530000,云南省,2016,2234,147278,2152.1685,36.0651,2554.4472,2.2887,199.5223
530000,云南省,2015,2012,147528,1822.6738,32.0799,2222.5604,2.2727,188.6534
530000,云南省,2014,1967,144805,1710.3615,50.2894,1990.6823,1.1969,220.647
530000,云南省,2013,1813,134564,1716.65106,58.88746,1897.67955,2.92123,208.74516
530000,云南省,2012,1506,117873,1398.8,28.6,1506.8,3.4,186.1
530000,云南省,2011,1154,97967,1186.2,49.9,1239.6,0.6,140.1
530000,云南省,2010,945,88882,818.7,18.4,994.6,,100.1
530000,云南省,2009,688,71274,517.2,19.3,663.8,0.1,86.2
530000,云南省,2008,647,71033,403.2,,532.5,,72.7
530000,云南省,2007,469,65015,,,,,
530000,云南省,2006,448,49412,,,,,
530000,云南省,2005,432,41026,,,,,
530000,云南省,2004,472,47869,,,,,
530000,云南省,2003,266,34722,,,,,
530000,云南省,2002,230,32954,,,,,
530000,云南省,2001,254,34316,,,,,
530000,云南省,2000,325,36509,,,,,
540000,西藏自治区,2019,123,6338,153.4543,1.6192,190.8838,,29.8562
540000,西藏自治区,2018,90,5871,164.4,1.8,174.6,,18.9
540000,西藏自治区,2017,86,6101,132.4896,2.0077,139.9583,,15.8053
540000,西藏自治区,2016,85,6187,105.3701,0.3874,119.4011,,16.4291
540000,西藏自治区,2015,76,5703,89.0511,0.0134,104.8545,0.0002,14.2386
540000,西藏自治区,2014,76,5504,94.1833,0.3684,112.5252,0.0001,13.7245
540000,西藏自治区,2013,64,4530,85.33589,0.32693,93.55357,,11.00383
540000,西藏自治区,2012,65,5903,74.1,4.9,91.5,,9.3
540000,西藏自治区,2011,47,4137,57.5,,67.5,,9.2
540000,西藏自治区,2010,46,4070,51.0,,51.7,,11.3
540000,西藏自治区,2009,46,3664,39.4,0.1,43.7,,7.3
540000,西藏自治区,2008,46,4695,32.2,,36.6,,4.6
540000,西藏自治区,2007,17,2109,,,,,
540000,西藏自治区,2006,15,1466,,,,,
540000,西藏自治区,2005,17,1829,,,,,
540000,西藏自治区,2004,14,2185,,,,,
540000,西藏自治区,2003,10,2117,,,,,
540000,西藏自治区,2002,11,1310,,,,,
540000,西藏自治区,2001,11,1267,,,,,
540000,西藏自治区,2000,11,943,,,,,
610000,陕西省,2019,4386,217143,3179.269,49.4421,3921.3778,0.0851,276.0142
610000,陕西省,2018,4032,219167,2884.1,36.3,3832.9,0.3,269.2
610000,陕西省,2017,3687,223275,3096.4819,62.5667,3726.9305,7.7739,304.8135
610000,陕西省,2016,3354,215834,3002.6298,72.4552,3533.6725,2.5181,302.1803
610000,陕西省,2015,2852,207678,2659.032,81.1492,3082.7551,0.8,234.5553
610000,陕西省,2014,2542,204312,2518.144,94.428,2825.8177,1.489,222.6941
610000,陕西省,2013,2261,192671,2098.72366,40.50386,2333.87082,,191.4986
610000,陕西省,2012,1754,169503,1740.4,28.2,1887.5,0.1,154.6
610000,陕西省,2011,1409,148514,1476.2,27.7,1639.7,0.6,140.8
610000,陕西省,2010,1162,132947,1067.8,24.8,1200.1,8.2,119.0
610000,陕西省,2009,896,114948,832.2,4.3,954.1,0.3,79.4
610000,陕西省,2008,707,94926,564.1,,678.7,,60.4
610000,陕西省,2007,382,75550,,,,,
610000,陕西省,2006,301,73097,,,,,
610000,陕西省,2005,243,60317,,,,,
610000,陕西省,2004,253,63947,,,,,
610000,陕西省,2003,124,42177,,,,,
610000,陕西省,2002,116,38878,,,,,
610000,陕西省,2001,90,38446,,,,,
610000,陕西省,2000,95,36372,,,,,
620000,甘肃省,2019,970,63002,746.7459,12.2603,933.2158,,89.1187
620000,甘肃省,2018,941,59345,755.9,15.7,869.1,0.5,79.0
620000,甘肃省,2017,1092,70342,766.7143,10.9574,913.0758,,93.367
620000,甘肃省,2016,1119,71998,1037.1692,14.0305,1188.3482,,90.929
620000,甘肃省,2015,1021,69266,746.1545,19.6541,882.7004,0.4031,81.7425
620000,甘肃省,2014,911,67015,800.2841,19.7368,930.4052,0.3802,79.4574
620000,甘肃省,2013,810,61912,701.43641,8.9321,827.59423,0.2986,64.49616
620000,甘肃省,2012,676,56156,612.0,6.6,680.9,0.5,62.7
620000,甘肃省,2011,521,45508,471.4,7.2,525.3,0.2,78.6
620000,甘肃省,2010,440,44142,335.9,0.8,376.4,,44.5
620000,甘肃省,2009,282,31585,238.2,,280.1,,36.9
620000,甘肃省,2008,259,25609,128.3,,161.5,,17.5
620000,甘肃省,2007,225,26199,,,,,
620000,甘肃省,2006,211,25255,,,,,
620000,甘肃省,2005,212,27221,,,,,
620000,甘肃省,2004,235,32803,,,,,
620000,甘肃省,2003,139,19970,,,,,
620000,甘肃省,2002,150,24251,,,,,
620000,甘肃省,2001,125,23702,,,,,
620000,甘肃省,2000,155,24847,,,,,
630000,青海省,2019,282,15690,189.958,2.2523,235.7956,0.2067,24.0285
630000,青海省,2018,237,18970,220.1,4.1,325.0,,32.0
630000,青海省,2017,231,16426,182.3124,0.1197,233.032,,21.4362
630000,青海省,2016,229,17771,188.3423,2.8342,220.8382,,20.935
630000,青海省,2015,193,16553,164.0301,2.0826,198.4349,,24.7509
630000,青海省,2014,150,14556,158.4933,0.1371,177.56,,22.9224
630000,青海省,2013,141,13987,126.87608,2.35303,160.19559,,12.31185
630000,青海省,2012,110,11904,120.1,,126.6,,12.3
630000,青海省,2011,96,10354,88.3,0.9,106.5,,8.0
630000,青海省,2010,97,9920,73.3,1.6,89.6,,9.0
630000,青海省,2009,89,9447,49.7,0.1,59.8,,6.0
630000,青海省,2008,100,10197,54.4,,64.4,,4.8
630000,青海省,2007,71,7798,,,,,
630000,青海省,2006,73,9094,,,,,
630000,青海省,2005,83,7540,,,,,
630000,青海省,2004,96,9461,,,,,
630000,青海省,2003,27,5785,,,,,
630000,青海省,2002,25,5722,,,,,
630000,青海省,2001,24,7810,,,,,
630000,青海省,2000,36,7569,,,,,
640000,宁夏回族自治区,2019,297,24436,291.6327,1.486,325.6796,,39.3599
640000,宁夏回族自治区,2018,267,25875,276.8,1.5,306.3,,37.9
640000,宁夏回族自治区,2017,273,27582,307.4914,5.9727,330.0261,,44.1346
640000,宁夏回族自治区,2016,283,28301,301.6473,12.8157,330.0416,,38.58
640000,宁夏回族自治区,2015,275,29137,279.1967,15.4209,312.6566,0.0028,52.3395
640000,宁夏回族自治区,2014,277,29311,305.0753,16.5102,332.364,0.0711,43.2616
640000,宁夏回族自治区,2013,256,28272,296.95075,10.48177,312.82148,0.22876,44.97326
640000,宁夏回族自治区,2012,236,25390,329.3,4.2,339.5,,35.4
640000,宁夏回族自治区,2011,219,22897,253.4,5.5,259.2,1.9,33.9
640000,宁夏回族自治区,2010,207,17581,182.7,2.8,190.1,,26.4
640000,宁夏回族自治区,2009,191,15171,133.0,1.0,144.8,,17.2
640000,宁夏回族自治区,2008,186,14454,114.9,,133.2,,16.1
640000,宁夏回族自治区,2007,133,14309,,,,,
640000,宁夏回族自治区,2006,124,12925,,,,,
640000,宁夏回族自治区,2005,113,12900,,,,,
640000,宁夏回族自治区,2004,126,12703,,,,,
640000,宁夏回族自治区,2003,59,10531,,,,,
640000,宁夏回族自治区,2002,54,9730,,,,,
640000,宁夏回族自治区,2001,50,9806,,,,,
640000,宁夏回族自治区,2000,46,8808,,,,,
650000,新疆维吾尔自治区,2019,1135,64768,1029.5183,7.5555,1201.0051,,145.9004
650000,新疆维吾尔自治区,2018,957,60273,960.1,32.8,1145.3,,145.9
650000,新疆维吾尔自治区,2017,982,60504,992.635,12.9446,1140.1493,,119.5827
650000,新疆维吾尔自治区,2016,923,59343,877.2739,14.2847,1046.3363,0.0989,121.9321
650000,新疆维吾尔自治区,2015,870,56170,819.3357,16.8338,937.9246,0.3087,119.6898
650000,新疆维吾尔自治区,2014,768,59022,813.2941,29.588,924.0352,0.6148,109.666
650000,新疆维吾尔自治区,2013,613,53633,723.35975,17.00738,814.33749,0.05,93.14285
650000,新疆维吾尔自治区,2012,526,46919,657.8,8.2,719.8,,76.5
650000,新疆维吾尔自治区,2011,491,43588,585.9,12.5,659.1,,63.8
650000,新疆维吾尔自治区,2010,462,38469,429.2,10.7,523.6,1.3,55.2
650000,新疆维吾尔自治区,2009,410,33526,324.1,2.9,369.0,0.1,38.9
650000,新疆维吾尔自治区,2008,418,34638,292.3,,345.0,,39.2
650000,新疆维吾尔自治区,2007,321,31066,,,,,
650000,新疆维吾尔自治区,2006,315,30502,,,,,
650000,新疆维吾尔自治区,2005,291,36167,,,,,
650000,新疆维吾尔自治区,2004,320,30588,,,,,
650000,新疆维吾尔自治区,2003,189,23028,,,,,
650000,新疆维吾尔自治区,2002,177,23378,,,,,
650000,新疆维吾尔自治区,2001,185,23147,,,,,
650000,新疆维吾尔自治区,2000,132,22736,,,,,
