省份编码,省份,年份,零售业企业主营业企业务收入(亿元),零售业企业主营业企业务成本(亿元),零售业企业主营业企业务税金及附加(亿元),零售业企业主营业企业务利润(亿元)
510000,四川省,2004,296.23027,261.52086,,27.83311
510000,四川省,2003,231.9065,207.4287,0.46613,8.86008
510000,四川省,2002,174.9189,155.264,0.4227,7.2912
510000,四川省,2001,156.4629,138.0889,0.4068,6.4524
510000,四川省,2000,101.5894,85.4752,0.453,4.8293
520000,贵州省,2019,,,,
520000,贵州省,2018,1812.1,1578.6,5.3,228.2
520000,贵州省,2017,1851.984,1652.0252,6.524,193.4348
520000,贵州省,2016,1601.8052,1445.2897,6.6346,149.8809
520000,贵州省,2015,1278.8914,1155.1143,6.2184,117.5587
520000,贵州省,2014,1169.9778,1045.3245,4.5404,120.1129
520000,贵州省,2013,1020.4029,888.8434,3.7158,127.8437
520000,贵州省,2012,709.6029,658.7069,2.3,48.6
520000,贵州省,2011,595.5953,534.9737,1.6144,59.0071999999999
520000,贵州省,2010,436.17997,391.64502,1.2,41.7
520000,贵州省,2009,334.5466,290.62431,0.84418,31.23609
520000,贵州省,2008,249.3415,221.3469,0.6726,24.5648
520000,贵州省,2007,109.56777,96.66749,0.43931,9.11049
520000,贵州省,2006,89.5805,80.1777,0.2708,7.8919
520000,贵州省,2005,77.55437,68.86343,0.1935,7.01514
520000,贵州省,2004,72.01818,63.90458,,4.81059
520000,贵州省,2003,43.2888,37.8279,0.1956,1.70607
520000,贵州省,2002,32.7594,28.4424,0.1672,1.9466
520000,贵州省,2001,33.0985,28.7932,0.1336,2.0005
520000,贵州省,2000,27.5289,24.1786,0.1732,1.3721
530000,云南省,2019,,,,
530000,云南省,2018,1992.6,1754.7,5.2,232.7
530000,云南省,2017,2139.3086,1920.5927,5.5935,213.1224
530000,云南省,2016,2272.0844,2038.4465,6.6429,226.995
530000,云南省,2015,1981.6986,1761.923,6.5014,213.2742
530000,云南省,2014,1805.5783,1604.0288,7.0124,194.5371
530000,云南省,2013,1715.6614,1513.2324,6.0455,196.3835
530000,云南省,2012,1387.368,1224.7133,4.5,158.2
530000,云南省,2011,1166.0108,1044.2129,3.399,118.3989
530000,云南省,2010,934.14071,835.74767,2.4,93.5
530000,云南省,2009,618.96663,548.92554,1.49826,67.43677
530000,云南省,2008,489.6597,423.8886,1.7434,60.6972
530000,云南省,2007,293.47583,261.8919,0.63887,29.22063
530000,云南省,2006,246.9503,221.4084,0.5912,23.5629
530000,云南省,2005,219.12007,195.04497,0.44827,20.58591
530000,云南省,2004,206.48922,186.75443,,17.9689
530000,云南省,2003,124.0215,109.5455,0.36856,5.14672
530000,云南省,2002,96.1481,83.6069,0.8886,4.432
530000,云南省,2001,69.1074,59.2652,0.2425,3.4329
530000,云南省,2000,68.6793,58.2007,0.2668,3.6939
540000,西藏自治区,2019,,,,
540000,西藏自治区,2018,161.5,149.8,0.9,10.7
540000,西藏自治区,2017,127.773,118.5125,0.8745,8.38599999999999
540000,西藏自治区,2016,113.95,103.0011,1.1699,9.77900000000001
540000,西藏自治区,2015,99.8007,90.573,0.7378,8.48990000000001
540000,西藏自治区,2014,104.492,96.6695,0.5097,7.3128
540000,西藏自治区,2013,88.3419,76.567,0.3933,11.3816
540000,西藏自治区,2012,88.0503,72.3848,0.5,15.2
540000,西藏自治区,2011,65.5178,55.9619,0.3962,9.15969999999999
540000,西藏自治区,2010,51.72431,44.11088,0.4,7.2
540000,西藏自治区,2009,43.92054,37.15711,0.20849,6.48866
540000,西藏自治区,2008,36.2038,29.2605,0.1146,6.8286
540000,西藏自治区,2007,19.69351,14.88982,,3.37763
540000,西藏自治区,2006,9.8428,7.7452,,1.1934
540000,西藏自治区,2005,9.83955,7.02906,0.02009,2.18489
540000,西藏自治区,2004,11.65519,9.69556,,1.77964
540000,西藏自治区,2003,10.735,8.3992,,1.91008
540000,西藏自治区,2002,7.737,6.6599,0.018,0.2646
540000,西藏自治区,2001,5.0305,4.398,0.0323,0.2669
540000,西藏自治区,2000,4.4816,3.5516,0.0163,0.6249
610000,陕西省,2019,,,,
610000,陕西省,2018,3373.3,2935.9,19.2,418.2
610000,陕西省,2017,3286.4499,2855.9958,27.7277,402.7264
610000,陕西省,2016,3106.9432,2715.1894,30.4675,361.2863
610000,陕西省,2015,2713.2215,2372.846,25.8527,314.5228
610000,陕西省,2014,2459.4599,2145.9101,22.5835,290.9663
610000,陕西省,2013,2115.5325,1821.3956,20.223,273.9139
610000,陕西省,2012,1714.1646,1472.6121,16.3,225.3
610000,陕西省,2011,1428.0755,1232.8561,16.2341,178.9853
610000,陕西省,2010,1104.89965,904.40723,10.4,182.0
610000,陕西省,2009,888.37139,749.99973,8.77753,100.44402
610000,陕西省,2008,592.4728,496.4412,6.467,89.5544
610000,陕西省,2007,335.0857,291.84302,3.85146,33.38227
610000,陕西省,2006,253.7952,225.273,0.8949,26.2542
610000,陕西省,2005,204.10738,180.77467,1.96319,18.60068
610000,陕西省,2004,197.56606,175.12857,,20.06594
610000,陕西省,2003,95.8234,82.8701,0.38604,5.7255
610000,陕西省,2002,88.4494,76.5653,0.4059,6.6542
610000,陕西省,2001,69.2077,59.4424,0.2126,6.2258
610000,陕西省,2000,66.4382,58.5838,0.1609,4.9396
620000,甘肃省,2019,,,,
620000,甘肃省,2018,754.9,664.9,2.3,87.7
620000,甘肃省,2017,819.0216,727.6656,3.2965,88.0595
620000,甘肃省,2016,1063.2359,960.4225,4.4825,98.3308999999999
620000,甘肃省,2015,798.3041,713.5225,4.6844,80.0971999999999
620000,甘肃省,2014,839.4672,751.819,6.2961,81.3521000000001
620000,甘肃省,2013,755.8581,677.4444,3.3905,75.0232000000001
620000,甘肃省,2012,628.0891,556.0767,2.7,69.3
620000,甘肃省,2011,512.9064,461.7913,2.0575,49.0576
620000,甘肃省,2010,373.88376,339.94441,1.8,32.4
620000,甘肃省,2009,270.28394,241.32457,1.21538,27.74399
620000,甘肃省,2008,156.3907,138.2268,0.9469,17.217
620000,甘肃省,2007,160.15874,142.97708,0.52091,13.21968
620000,甘肃省,2006,112.0274,99.1345,0.2716,10.3868
620000,甘肃省,2005,100.53478,89.77235,0.50488,8.6841
620000,甘肃省,2004,110.86574,97.81268,,10.53565
620000,甘肃省,2003,54.1475,47.8876,0.15296,2.74681
620000,甘肃省,2002,54.0171,48.0053,0.1493,2.6486
620000,甘肃省,2001,38.7899,33.844,0.1211,1.7105
620000,甘肃省,2000,45.0568,39.6798,0.2176,2.7554
630000,青海省,2019,,,,
630000,青海省,2018,276.9,248.0,0.9,28.0
630000,青海省,2017,208.2578,186.042,0.6523,21.5635
630000,青海省,2016,206.0513,184.7803,0.5048,20.7662
630000,青海省,2015,177.3199,158.2239,0.5226,18.5734
630000,青海省,2014,166.0954,148.5637,0.4608,17.0709
630000,青海省,2013,150.3837,134.3786,0.4904,15.5147
630000,青海省,2012,113.9937,102.448,0.3,11.3
630000,青海省,2011,107.2725,97.4415,0.251,9.57999999999999
630000,青海省,2010,81.77738,78.27331,3.9,8.7
630000,青海省,2009,57.33854,51.70335,0.13387,5.41295
630000,青海省,2008,56.7642,49.6029,0.1723,5.45
630000,青海省,2007,30.14661,26.80576,0.07756,2.57264
630000,青海省,2006,25.9199,22.8701,0.0617,2.4878
630000,青海省,2005,27.46219,24.1161,,1.63893
630000,青海省,2004,31.60009,28.81693,,2.34101
630000,青海省,2003,11.6677,10.1874,,0.77415
630000,青海省,2002,10.7929,9.5443,0.0454,0.5924
630000,青海省,2001,8.6227,7.3939,0.0242,0.4616
630000,青海省,2000,8.0136,6.9573,0.0217,0.2975
640000,宁夏回族自治区,2019,,,,
640000,宁夏回族自治区,2018,260.0,230.8,1.1,28.1
640000,宁夏回族自治区,2017,285.5479,249.1955,1.0858,35.2666
640000,宁夏回族自治区,2016,284.1426,253.3176,1.1394,29.6856
640000,宁夏回族自治区,2015,270.5842,239.2038,1.1317,30.2487
640000,宁夏回族自治区,2014,289.3869,257.8252,1.1786,30.3831
640000,宁夏回族自治区,2013,253.2972,227.8685,0.8262,24.6025
640000,宁夏回族自治区,2012,232.0886,210.0715,0.7,21.3
640000,宁夏回族自治区,2011,205.5215,183.4889,0.8643,21.1683
640000,宁夏回族自治区,2010,161.45382,144.21426,0.6,15.9
640000,宁夏回族自治区,2009,125.48665,112.49376,0.43512,12.76689
640000,宁夏回族自治区,2008,115.3817,101.908,1.879,11.5073
640000,宁夏回族自治区,2007,59.04966,52.47342,0.26038,6.15065
640000,宁夏回族自治区,2006,44.1347,39.2634,0.2081,4.5831
640000,宁夏回族自治区,2005,36.8683,32.4733,0.1466,3.8137
640000,宁夏回族自治区,2004,34.72794,30.98965,,3.31571
640000,宁夏回族自治区,2003,23.8007,21.2255,0.07671,1.38205
640000,宁夏回族自治区,2002,16.4689,14.2053,0.0639,1.2388
640000,宁夏回族自治区,2001,13.0934,11.0672,0.0548,1.1182
640000,宁夏回族自治区,2000,14.3914,11.8474,0.0598,0.9819
650000,新疆维吾尔自治区,2019,,,,
650000,新疆维吾尔自治区,2018,1001.7,882.7,3.8,115.2
650000,新疆维吾尔自治区,2017,995.8357,880.947,5.0198,109.8689
650000,新疆维吾尔自治区,2016,929.6336,823.4281,6.1963,100.0092
650000,新疆维吾尔自治区,2015,835.6626,742.4136,3.2621,89.9869
650000,新疆维吾尔自治区,2014,849.9355,749.5386,5.5753,94.8216000000001
650000,新疆维吾尔自治区,2013,741.4189,658.2239,3.0586,80.1364000000001
650000,新疆维吾尔自治区,2012,619.2494,554.4519,1.5,63.2
650000,新疆维吾尔自治区,2011,570.8786,508.1825,2.0563,60.6398
650000,新疆维吾尔自治区,2010,453.88586,405.99242,1.7,45.8
650000,新疆维吾尔自治区,2009,326.04062,287.0642,1.04984,34.50415
650000,新疆维吾尔自治区,2008,297.3643,262.6463,0.791,27.4084
650000,新疆维吾尔自治区,2007,182.08682,161.63384,0.53403,17.61956
650000,新疆维吾尔自治区,2006,158.1253,139.6311,0.4023,16.7523
650000,新疆维吾尔自治区,2005,153.73255,135.44264,0.41204,14.84828
650000,新疆维吾尔自治区,2004,152.4839,136.1783,,12.89519
650000,新疆维吾尔自治区,2003,94.7864,84.6368,0.26555,3.63865
650000,新疆维吾尔自治区,2002,84.1252,74.0153,0.2358,4.7186
650000,新疆维吾尔自治区,2001,77.1256,67.4105,0.2332,4.7192
650000,新疆维吾尔自治区,2000,62.4876,53.5785,0.1726,3.9999
