省份编码,省份,年份,地形图(张),1：10000地形图(张),1：50000地形图(张),测绘基准成果(点),航摄成果(片),专题地图(张),地图集(册)
540000,西藏自治区,2001,6606,203,1349,412,,10050,27748
540000,西藏自治区,2000,4452,123,530,,,2890,20242
610000,陕西省,2019,1119,6,1113,5281,,,
610000,陕西省,2018,1167,143,1021,14867,136795,,
610000,陕西省,2017,4588,4073,508,11046,33370.1,,
610000,陕西省,2016,5779,5018,654,9854,22086.2,,
610000,陕西省,2015,7143,5750,1287,2222,102,,
610000,陕西省,2014,6351,4451,1798,3207,3630.9755859375,,
610000,陕西省,2013,8225,6966,852,3827,3869.19140625,77,
610000,陕西省,2012,10641,8186,2134,6469,21444,,
610000,陕西省,2011,13942,11877,1914,2409,253,,
610000,陕西省,2010,13397,11179,2068,2566,16898,,
610000,陕西省,2009,14316,12041,1994,1610,21372,,
610000,陕西省,2008,13089,10396,2489,2476,3289,,
610000,陕西省,2007,10994,8650,1910,475,9259,,
610000,陕西省,2006,11521,8876,2224,447,16526,,
610000,陕西省,2005,4722,2249,2004,338,519,28,
610000,陕西省,2004,4798,3012,1336,535,381,70,
610000,陕西省,2003,12440,8209,3386,501,73301,46,
610000,陕西省,2002,6319,4065,1714,30,30579,400,
610000,陕西省,2001,11934,7848,3340,42,5918,,
610000,陕西省,2000,13431,11009,1935,68,328,,
620000,甘肃省,2019,9415,8393,1008,5535,,,
620000,甘肃省,2018,10662,9518,1131,11929,,490,
620000,甘肃省,2017,5907,4342,1497,15416,,1358,
620000,甘肃省,2016,6875,4930,1931,3282,,470,
620000,甘肃省,2015,8288,6247,2022,1864,,10,
620000,甘肃省,2014,17771,12797,4650,1936,6943.359375,1088,
620000,甘肃省,2013,9565,5794,3393,16383,315429.6875,535,
620000,甘肃省,2012,8651,4456,3677,7348,133484,647,2
620000,甘肃省,2011,8630,4118,3882,3179,,1016,243
620000,甘肃省,2010,7262,3895,2819,1536,324,,
620000,甘肃省,2009,2413,32,2045,1982,1115,,300
620000,甘肃省,2008,3517,451,1367,1228,11600,,
620000,甘肃省,2007,2046,54,1100,699,29,,
620000,甘肃省,2006,3709,1537,1328,610,451,,
620000,甘肃省,2005,2134,1104,280,371,19,,
620000,甘肃省,2004,7380,2602,3606,489,3867,,14
620000,甘肃省,2003,10765,2138,7175,608,310,,
620000,甘肃省,2002,10048,2605,5800,165,2854,1829,24
620000,甘肃省,2001,24468,12716,9316,1576,4823,1645,13
620000,甘肃省,2000,14188,7184,4222,1377,5002,1194,124
630000,青海省,2019,3991,2,3989,4546,,,
630000,青海省,2018,1094,32,992,2682,334929.6,1924,
630000,青海省,2017,1523,376,1091,1096,90145,1170,
630000,青海省,2016,1191,173,970,1219,34060.3,1458,
630000,青海省,2015,1383,106,1235,1259,900,769,
630000,青海省,2014,1712,392,1145,7519,36.328125,472,
630000,青海省,2013,4454,674,2928,4147,152.40234375,94,102
630000,青海省,2012,5124,928,3613,3389,45907,388,189
630000,青海省,2011,4992,361,3550,4256,,567,53
630000,青海省,2010,4019,534,2270,3173,2027,659,350
630000,青海省,2009,4347,1693,1630,2648,1254,560,82
630000,青海省,2008,4018,327,1327,1727,647,389,54
630000,青海省,2007,4895,476,2613,1459,5280,787,70
630000,青海省,2006,4393,261,2038,392,2481,16764,47
630000,青海省,2005,2950,310,1355,274,117,590,12
630000,青海省,2004,5184,1674,2494,414,8824,1335,
630000,青海省,2003,5695,1096,3332,619,,856,950
630000,青海省,2002,4032,479,2204,350,,442,27
630000,青海省,2001,5253,734,3080,582,33,265,307
630000,青海省,2000,8432,725,3668,339,2100,260,245
640000,宁夏回族自治区,2019,699,569,130,161,,,
640000,宁夏回族自治区,2018,1190,887,303,714,16212,285,
640000,宁夏回族自治区,2017,1089,873,216,403,,,
640000,宁夏回族自治区,2016,1004,898,104,250,42430,1286,
640000,宁夏回族自治区,2015,1658,1159,490,75,8620,,
640000,宁夏回族自治区,2014,1210,1140,57,315,7128.90625,,
640000,宁夏回族自治区,2013,1565,1338,132,805,14.0625,,
640000,宁夏回族自治区,2012,945,820,125,386,400,,1
640000,宁夏回族自治区,2011,3432,2735,624,1345,5029,,
640000,宁夏回族自治区,2010,1966,1580,323,1126,822,,
640000,宁夏回族自治区,2009,1365,1118,180,962,329,,
640000,宁夏回族自治区,2008,3727,2395,1204,296,15499,,
640000,宁夏回族自治区,2007,2579,1949,516,,,,
640000,宁夏回族自治区,2006,3088,2190,828,1523,,,
640000,宁夏回族自治区,2005,4540,3324,1160,179,,82,
640000,宁夏回族自治区,2004,8547,6956,1277,1668,,10,
640000,宁夏回族自治区,2003,3924,2549,1089,554,,31,
640000,宁夏回族自治区,2002,3811,2230,1363,420,,105,
640000,宁夏回族自治区,2001,4323,2026,1754,1224,,153,
640000,宁夏回族自治区,2000,5126,2745,1995,442,,110,7
650000,新疆维吾尔自治区,2019,1906,314,1592,5043,,,
650000,新疆维吾尔自治区,2018,2455,746,1682,12384,49697,493,
650000,新疆维吾尔自治区,2017,8166,2908,4976,18472,33521,648,
650000,新疆维吾尔自治区,2016,6553,1546,4112,14781,67527,1237,
650000,新疆维吾尔自治区,2015,9092,2988,5055,11452,,2085,
650000,新疆维吾尔自治区,2014,11351,3366,3375,9362,41032.6787109375,6393,
650000,新疆维吾尔自治区,2013,17189,2037,5404,12643,7408.5859375,3836,435
650000,新疆维吾尔自治区,2012,22711,9667,10498,16156,77005,1513,2714
650000,新疆维吾尔自治区,2011,20292,8102,9300,15349,,2392,114
650000,新疆维吾尔自治区,2010,17466,6794,7963,20166,12343,1222,1188
650000,新疆维吾尔自治区,2009,21280,3986,11591,24664,10915,4702,635
650000,新疆维吾尔自治区,2008,27621,1784,15675,23991,7587,308,355
650000,新疆维吾尔自治区,2007,25190,3275,14772,8914,14190,1247,461
650000,新疆维吾尔自治区,2006,17957,4088,10020,2179,10513,,
650000,新疆维吾尔自治区,2005,12564,780,8545,1486,25506,75,1945
650000,新疆维吾尔自治区,2004,12753,2847,6057,1820,18697,107,274
650000,新疆维吾尔自治区,2003,8719,1286,3836,1302,24001,526,
650000,新疆维吾尔自治区,2002,6804,925,2460,1935,3508,,
650000,新疆维吾尔自治区,2001,7526,870,3516,1646,3483,1177,184
650000,新疆维吾尔自治区,2000,9725,1791,5600,764,,10442,205
