省份编码,省份,年份,地方财政一般预算收入(亿元),地方财政税收收入(亿元),地方财政国内增值税(亿元),地方财政营业税(亿元),地方财政企业所得税(亿元),地方财政个人所得税(亿元),地方财政资源税(亿元),地方财政固定资产投资方向调节税(亿元),地方财政城市维护建设税(亿元),地方财政房产税(亿元),地方财政印花税(亿元),地方财政城镇土地使用税(亿元),地方财政土地增值税(亿元),地方财政车船税(亿元),地方财政耕地占用税(亿元),地方财政契税(亿元),地方财政烟叶税(亿元),地方财政其他税收收入(亿元),地方财政非税收入(亿元),地方财政专项收入(亿元),地方财政行政事业性收费收入(亿元),地方财政罚没收入(亿元),地方财政国有资本经营收入(亿元),地方财政国有资源(资产)有偿使用收入(亿元),地方财政其他非税收入(亿元)
520000,贵州省,2015,1503.38,1126.03,120.47,353.08,127.35,33.27,24.67,,59.8,29.48,13.08,27.91,86.57,8.64,146.26,73.4,22.05,,377.35,96.34,75.72,32.6,15.8,114.17,42.7
520000,贵州省,2014,1366.6731,1026.7016,117.0285,344.4931,123.8411,32.5186,17.046,,57.64,23.43,11.6374,18.4448,64.641,7.2962,122.0311,66.9256,19.7282,,339.9715,65.082,70.7343,33.2897,12.909,96.7442,61.2123
520000,贵州省,2013,1206.4146,839.6672,96.0647,300.7755,103.1462,34.6463,15.3303,,53.7082,17.1287,8.4035,16.1813,29.4062,5.8127,97.9437,41.4152,19.7047,,366.7474,73.8423,76.7127,31.1474,10.971,119.7032,54.3708
520000,贵州省,2012,1014.0547,681.6648,85.7404,241.528,86.5348,32.2911,12.7247,,45.7949,11.6035,6.8653,14.3759,19.0708,4.9396,71.3799,32.9968,15.8191,,332.3899,84.8496,65.7104,25.1444,7.2097,76.6989,72.7769
520000,贵州省,2011,773.08,518.14,76.41,181.73,70.69,33.24,11.95,,37.82,9.73,5.72,12.61,13.76,3.67,27.58,23.91,9.33,,254.93,85.91,45.98,23.5,6.38,44.04,49.12
520000,贵州省,2010,533.7309,395.57,65.999,136.7339,51.0246,27.42,11.01,,29.18,8.41,4.34,10.83,11.98,2.84,10.72,13.98,11.11,,138.16,59.07,30.06,16.66,4.88,16.23,11.27
520000,贵州省,2009,416.4761,311.7071,57.4741,104.3126,42.1772,21.3244,8.4858,,24.4503,7.426,3.1685,9.4809,5.8135,2.2516,5.6251,8.6886,11.0285,,104.769,46.5612,19.0833,14.2269,6.0371,12.7231,6.1374
520000,贵州省,2008,347.8416,260.7992,55.1444,80.3335,35.5393,18.4078,5.3306,0.0075,22.0707,6.2907,2.366,9.8948,3.7314,1.4716,2.4489,7.8515,9.9068,0.0037,87.0424,40.6489,19.7555,12.6744,4.336,5.4199,4.2077
520000,贵州省,2007,285.1375,211.8512,45.9414,68.2742,29.8409,14.723,4.3195,,18.8938,5.775,1.7756,3.3336,3.0121,0.5847,2.7885,6.3436,6.2403,0.005,73.2863,24.8499,18.4804,12.9042,,,17.0518
520000,贵州省,2006,226.8157,,38.1878,55.7303,21.4095,11.0417,3.0665,0.002,15.4212,5.1224,1.2534,2.0407,1.4304,0.3312,2.314,4.7078,,,,13.9163,16.7703,12.1475,,,
520000,贵州省,2005,182.4963,,31.37,46.306,16.0814,8.8973,1.9754,0.0017,12.9134,4.2836,0.8443,1.7573,0.8724,0.2849,1.7211,3.5059,,,,10.3746,13.7595,10.0969,,,
520000,贵州省,2004,149.2855,,24.69,37.9489,12.102,7.0546,1.1999,0.0109,10.4899,3.8307,0.68,1.538,0.4529,0.2335,1.4687,2.4278,,,,7.0729,12.9896,8.0148,,,
520000,贵州省,2003,124.5552,93.4447,19.4261,31.4589,8.4133,5.4412,0.9731,0.0127,8.6919,3.6655,0.5653,1.4558,0.2755,0.2184,1.0425,1.7562,,,,5.2411,11.7114,6.7559,,,
520000,贵州省,2002,108.28,89.22,17.0156,26.9534,8.7717,5.5567,0.8984,0.0511,7.0376,3.4769,0.5323,1.3398,0.194,0.2003,1.143,1.2087,,,,3.9766,8.7964,5.7567,,,
520000,贵州省,2001,99.7494,67.02,14.2622,22.0764,12.3437,6.6684,0.7291,0.1721,6.3307,3.0002,0.3644,1.21,0.1545,0.1801,1.29,0.8995,,,,3.6019,7.6754,4.8793,,,
520000,贵州省,2000,85.2324,77.43,12.182,20.3388,6.7843,4.7324,0.7365,0.9579,5.9654,2.7256,0.321,1.2804,0.1545,0.1746,0.8453,0.6837,,,,3.2141,4.3044,4.136,,,
530000,云南省,2019,2073.5639,1450.6335,606.3539,,200.6844,48.9108,29.6216,,132.7947,47.4859,23.2365,39.8023,86.92,23.7898,33.3189,118.6637,53.4231,0.6693,622.9304,178.4155,97.0725,64.1815,20.1831,186.0239,77.0539
530000,云南省,2018,1994.3458,1423.2486,611.6623,,180.6749,87.4436,29.4303,,131.6735,46.9593,21.5146,38.8196,71.9286,22.179,35.7233,90.5737,52.532,,571.0972,179.4163,82.5206,62.8481,1.1985,175.5118,69.6019
530000,云南省,2017,1886.1687,1233.8474,527.9071,,161.1899,69.1457,24.5594,,112.3226,41.9554,19.5494,37.108,50.5273,20.0651,52.9932,63.3632,53.1611,,652.3213,202.8408,100.7085,58.7861,1.9764,231.1894,56.8201
530000,云南省,2016,1812.29,1173.52,369.93,167.23,148.76,52.54,17.24,,103.65,37.92,16.56,30.39,42.63,17.54,61.28,52.35,55.5,,638.77,225.45,103.54,67.14,25.25,149.98,25.82
530000,云南省,2015,1808.1,1210.54,190.25,367.68,147.44,44.16,18.23,,112.1,35.9,16.04,25.04,56.34,15.49,67.06,56.16,58.65,,597.61,244.58,95.74,53.27,9.61,113.47,80.95
530000,云南省,2014,1698.0574,1233.2307,186.1135,396.3062,159.6334,48.1808,17.1331,,118.4191,34.5342,17.2947,23.9819,43.8577,13.3926,55.3464,60.9593,58.0758,0.002,464.8267,168.1595,103.5838,49.5653,0.7991,76.7679,65.9511
530000,云南省,2013,1611.2955,1215.6592,158.2185,418.838,146.6536,40.7593,18.7472,,105.7362,28.8583,14.3416,21.2755,46.0995,11.5721,76.0348,69.1631,59.346,0.0155,395.6363,163.2437,84.6859,50.2469,-0.1751,57.4418,40.1931
530000,云南省,2012,1338.1509,1063.896,148.0004,340.5428,135.8208,37.1046,17.7015,,93.797,24.6592,11.8559,19.276,43.8015,9.0151,67.0123,59.1942,56.1147,,274.2549,88.576,66.2713,45.0178,-1.3215,43.5276,32.1837
530000,云南省,2011,1111.16,881.95,136.64,277.71,110.61,41.38,14.08,,79.39,18.08,9.95,15.33,30.09,7.42,46.82,54.9,39.55,,229.21,80.32,54.18,36.26,8.97,22.17,27.32
530000,云南省,2010,871.1875,702.16,112.782,237.2617,82.2808,32.23,12.92,,67.66,17.18,9.0,13.99,14.36,5.66,33.73,32.53,30.57,,169.02,52.8,33.49,33.92,10.94,14.28,23.59
530000,云南省,2009,698.2525,548.1063,97.526,175.7903,65.2924,25.6723,10.4906,,56.8138,14.1781,6.332,13.0586,8.187,4.6263,13.9581,26.3607,29.6531,0.167,150.1462,42.1964,29.0431,32.6847,13.0845,10.4365,22.701
530000,云南省,2008,614.0518,482.3882,99.4086,136.6251,66.0298,23.2132,8.3064,,50.701,11.3707,5.8294,13.5931,5.6689,3.469,7.2705,25.2455,25.6541,0.0029,131.6636,50.3778,27.3649,25.0605,12.2343,6.7053,9.9208
530000,云南省,2007,486.7146,378.6361,85.7223,112.4655,55.7104,19.1915,6.303,,41.6,9.6449,4.163,3.9302,3.7275,2.1561,3.1693,10.6035,20.1804,0.0685,108.0785,36.0549,27.9138,25.1475,,,18.9623
530000,云南省,2006,379.9702,,67.5019,89.4891,41.3009,14.4562,4.611,0.001,34.3424,8.5165,3.3853,3.4647,2.0286,1.8011,2.7269,7.786,,,,26.2609,20.6878,19.6072,,,
530000,云南省,2005,312.649,,56.0191,67.6429,33.3481,11.9435,3.1904,0.2251,29.5727,7.9107,2.6762,2.9899,0.5567,1.3441,2.593,8.3277,,,,16.7894,15.3927,15.8018,,,
530000,云南省,2004,263.3618,209.3636,48.3105,56.5676,27.7797,10.0448,1.792,0.4391,28.3606,6.9715,1.9933,2.5917,0.3371,1.2132,1.8569,4.4081,,,,13.5221,13.6204,12.5373,,,
530000,云南省,2003,228.9992,184.43,39.11,45.1702,21.4963,8.3851,1.4585,0.6381,23.5834,6.9915,1.6015,2.8732,0.2468,1.144,2.167,4.053,,,,8.8781,12.3962,11.1629,,,
530000,云南省,2002,206.7594,173.36,34.4231,41.4098,25.7779,9.4454,1.1569,0.8199,21.5152,6.692,1.4071,2.8936,0.0489,1.0313,1.4929,3.3849,,,,8.467,7.0533,8.8092,,,
530000,云南省,2001,191.2799,163.52,33.6212,36.6782,26.2891,11.4532,0.939,2.8966,19.0847,5.6863,1.2338,2.6303,0.0655,0.9002,1.2681,2.0964,,,,7.612,4.0262,7.4567,,,
530000,云南省,2000,180.745,153.11,31.3725,35.9978,20.1689,7.8343,0.9235,3.2297,20.5483,5.7041,1.1475,2.8601,0.0659,0.9667,1.2693,1.8955,,,,7.5593,1.5036,7.6332,,,
540000,西藏自治区,2019,221.9942,157.5194,97.2319,,17.6403,17.2251,2.5193,,13.0015,,3.056,0.1811,4.1263,1.6046,0.7314,,,,64.4748,12.9995,6.6646,5.6712,1.2984,26.7325,11.1086
540000,西藏自治区,2018,230.3543,155.9298,98.9297,,4.9341,25.1974,2.638,,13.7624,,3.9073,0.2084,3.1775,1.3878,1.6161,,,,74.4245,11.1841,9.1868,5.2956,-0.7684,39.8088,9.7176
540000,西藏自治区,2017,185.8341,122.7022,78.9438,,4.7419,18.624,1.9341,,11.0165,,3.5676,0.2111,1.4102,1.1653,1.0877,,,,63.1319,15.5875,6.8344,4.3749,-0.283,20.1554,16.4627
540000,西藏自治区,2016,155.99,99.05,48.77,15.74,4.64,13.0,1.04,,8.62,,2.71,0.2,1.62,0.99,1.72,,,,56.94,7.87,4.89,3.44,1.34,27.4,11.69
540000,西藏自治区,2015,137.13,92.0,17.34,41.61,11.5,8.48,0.96,,6.7,,1.96,0.17,1.08,0.89,1.32,,,,45.13,6.16,3.47,2.19,-0.2,23.67,9.84
540000,西藏自治区,2014,124.2708,85.8616,15.9054,31.9832,18.1387,9.4365,0.6958,,5.7256,,1.6544,0.1621,1.0585,0.7647,0.3367,,,,38.4092,3.7576,3.2494,2.5419,-0.1632,16.2041,12.8194
540000,西藏自治区,2013,95.0237,71.5366,10.7668,28.1192,12.5059,11.4834,0.9731,,4.7239,,1.1211,0.2547,0.6444,0.6509,0.2932,,,,23.4871,4.079,3.0023,2.2336,-0.2962,7.6318,6.8366
540000,西藏自治区,2012,86.5827,70.0654,7.6866,20.7525,10.9122,23.8039,1.0005,,3.613,,0.7319,0.5761,0.339,0.4962,0.1535,,,,16.5173,1.907,2.2618,1.8622,-0.489,4.402,6.5733
540000,西藏自治区,2011,54.76,45.83,5.18,16.0,11.25,8.1,0.81,,2.59,,0.4,0.56,0.36,0.3,0.28,,,,8.93,0.2,1.21,0.53,-0.49,2.21,5.27
540000,西藏自治区,2010,36.6473,25.28,3.5005,11.9554,4.5273,1.98,0.66,,1.87,,0.31,,0.13,0.23,0.12,,,,11.37,1.18,1.59,0.83,-0.43,3.09,5.11
540000,西藏自治区,2009,30.0894,18.5065,2.8383,10.0679,2.0962,0.7266,0.4984,,1.412,,0.2676,,0.2759,0.1904,0.1332,,,,11.5829,1.9992,1.2609,1.1581,-0.0874,2.7372,4.5149
540000,西藏自治区,2008,24.8823,15.1865,2.7465,7.9514,1.8684,0.7051,0.5755,,0.7171,,0.1993,,0.2547,0.1262,0.0423,,,,9.6958,1.58,1.5698,0.9152,0.2038,2.0759,3.3511
540000,西藏自治区,2007,20.1412,11.6667,2.0874,6.4421,1.2529,0.5807,0.5012,,0.5843,,0.1261,,0.0832,,0.0088,,,,8.4745,1.0618,1.2471,1.0581,,,5.1075
540000,西藏自治区,2006,14.5607,,1.5065,5.1077,0.8747,0.4466,0.2985,0.0,0.4984,0.0,0.0893,0.0,0.0243,0.0,0.0026,0.0,,,,0.4262,1.3094,0.7003,,,
540000,西藏自治区,2005,12.0312,,1.1824,4.8721,0.8879,0.4475,0.2399,,0.4114,,0.0654,,0.0296,,0.0096,,,,,0.3469,1.6289,0.5841,,,
540000,西藏自治区,2004,10.0188,7.1917,1.1125,4.3139,0.7514,0.3542,0.2297,0.0,0.3768,0.0,0.0641,0.0,0.0246,0.0,0.0045,0.0,,,,0.3106,1.0505,0.7941,,,
540000,西藏自治区,2003,8.1499,6.54,0.9364,4.016,0.716,0.2851,0.1999,,0.3168,,0.0482,,0.0182,,0.0022,,,,,0.258,0.6318,0.2928,,,
540000,西藏自治区,2002,7.3082,5.81,0.8585,3.3743,0.7277,0.2965,0.2118,,0.2765,,0.039,,0.0276,,0.0021,,,,,0.2078,0.5261,0.2018,,,
540000,西藏自治区,2001,6.1108,5.36,0.8493,2.2617,1.3011,0.4626,0.1906,,0.241,,0.0396,,0.0108,,0.0025,,,,,0.1833,0.4908,0.2405,,,
540000,西藏自治区,2000,5.3848,5.07,0.7892,1.939,1.6123,0.3127,0.1654,,0.2117,,0.0168,,0.0144,,0.0045,,,,,0.1607,0.0834,0.2029,,,
610000,陕西省,2019,2287.8983,1846.107,782.6417,,250.5241,74.44,230.417,,112.4216,65.7986,29.6101,45.1153,80.4978,25.4123,45.0441,97.3156,1.6465,0.4496,441.7913,167.808,78.146,47.2104,0.8478,111.953,35.8261
610000,陕西省,2018,2243.1391,1774.2899,776.9077,,228.2772,102.5779,181.3135,,118.073,59.5737,27.5478,40.7858,87.8151,21.5168,34.1857,90.6672,1.7553,,468.8492,175.9418,78.1126,43.0743,0.9865,133.8588,36.8752
610000,陕西省,2017,2006.6939,1485.5828,690.854,,176.5418,79.0491,144.6572,,100.3582,44.7195,23.9087,36.7142,44.8159,19.0141,51.1474,72.5618,1.2409,,521.1111,159.5924,103.1668,41.5974,32.5741,136.1778,48.0026
610000,陕西省,2016,1833.99,1204.39,394.14,202.92,130.74,58.85,82.67,,85.71,42.84,18.42,27.69,34.89,17.72,54.75,50.81,2.24,,629.6,156.66,117.98,39.48,95.64,159.14,44.06
610000,陕西省,2015,2059.95,1290.33,233.92,398.44,147.42,53.34,90.7,,77.61,41.59,19.53,28.34,40.86,15.98,71.55,68.53,2.5,,769.63,228.68,133.81,50.21,74.4,177.32,105.2
610000,陕西省,2014,1890.4044,1335.6844,250.6345,399.2796,156.5329,46.8686,84.8975,,86.9334,37.6126,19.9506,28.0679,50.0714,13.7349,78.719,80.2702,2.1113,,554.72,123.4197,146.4778,36.2077,44.5565,126.8121,77.2462
610000,陕西省,2013,1748.3305,1256.2435,201.6447,428.4411,156.7633,48.7616,78.7736,,83.8326,30.3449,17.9574,22.5476,46.0131,12.0503,63.5751,62.7122,2.826,,492.087,147.7752,125.4668,39.2221,30.081,83.6075,65.9344
610000,陕西省,2012,1600.6862,1131.5534,189.4574,392.9029,160.9186,42.0501,61.5942,,82.466,26.9962,16.0605,22.6649,37.0335,10.3448,44.245,42.431,2.3783,0.01,469.1328,174.7701,87.23,29.068,26.4141,93.8036,57.847
610000,陕西省,2011,1500.18,933.84,176.05,332.88,124.12,44.42,49.44,,64.74,20.04,12.08,19.21,22.19,8.75,28.99,29.17,1.75,,566.35,365.16,69.6,24.99,61.16,31.95,13.48
610000,陕西省,2010,958.2065,710.57,140.2708,265.9418,84.7811,35.54,22.3,,50.22,15.35,10.01,15.73,15.43,6.93,22.32,24.13,1.59,0.01,247.64,88.4,39.02,22.06,76.35,14.97,6.85
610000,陕西省,2009,735.2704,532.7984,111.2316,194.493,64.0779,26.8744,17.8973,,40.7403,13.6078,8.0134,15.4484,7.322,5.1652,12.4533,13.9382,1.5356,,202.472,70.4634,24.5332,20.6764,62.0759,14.4136,10.3095
610000,陕西省,2008,591.475,455.6043,109.8853,147.7115,58.964,22.7518,16.9459,,39.2333,10.8895,6.9047,16.9578,5.4948,2.9456,5.7418,10.0494,1.1289,,135.8707,35.9535,19.2782,17.0526,50.0901,6.5901,6.9062
610000,陕西省,2007,475.2398,355.5047,89.5537,117.5461,46.5704,17.6297,14.5312,,32.1814,9.2239,4.851,4.8633,4.127,1.7193,3.3775,8.6178,0.6863,0.0261,119.7351,35.7529,18.2275,16.0416,,,49.7131
610000,陕西省,2006,362.4805,,73.0518,87.9989,34.1,13.2886,11.4459,0.006,24.5048,7.8862,3.1387,3.7729,2.247,1.1493,2.6681,7.2257,,,,25.1484,15.0076,11.5421,,,
610000,陕西省,2005,275.3183,,55.3438,69.2717,20.5939,10.2237,6.8213,0.0197,20.766,6.9411,2.2562,3.5153,0.807,0.8277,2.5694,5.9015,,,,11.9655,13.0873,12.6338,,,
610000,陕西省,2004,214.9586,,43.1844,61.9259,14.4941,8.2201,4.303,0.0594,15.5791,6.7895,1.6239,2.9278,0.0513,0.5417,1.9183,4.2023,,,,10.0424,11.7248,9.4826,,,
610000,陕西省,2003,177.33,143.1254,31.6393,51.0441,12.7942,6.8506,2.6337,0.1506,12.2833,6.5942,1.2825,2.5646,0.0701,0.4568,1.368,2.5364,,,,6.7904,10.2627,7.463,,,
610000,陕西省,2002,150.2934,96.62,26.4657,40.1876,13.9069,7.4085,2.145,0.2651,10.4725,5.8926,0.9048,2.3155,0.0848,0.4455,1.1637,2.0982,,,,7.0538,6.5834,7.9259,,,
610000,陕西省,2001,135.8109,94.29,23.3318,33.4989,20.7586,7.3119,1.3592,0.4391,8.0401,5.0512,0.7994,1.8609,0.104,0.4595,0.8809,1.3538,,,,6.9084,4.821,7.0609,,,
610000,陕西省,2000,114.9711,84.63,18.998,31.7014,11.6123,4.4466,1.3046,1.0467,7.1585,5.0331,0.6364,1.7556,0.0609,0.4697,0.933,0.9268,,,,6.5399,4.5401,5.9881,,,
620000,甘肃省,2019,850.4879,577.9249,276.823,,64.7874,20.302,23.7814,,47.3326,23.673,11.1315,21.653,30.6225,14.3436,4.5997,36.2335,0.1317,0.3601,272.563,84.3324,50.6108,29.0018,3.2472,69.9405,35.4303
620000,甘肃省,2018,871.0537,610.4732,293.9405,,74.5858,30.5325,22.8152,,49.5909,23.8679,10.8365,22.245,34.7601,13.3357,4.8912,27.465,0.1833,,260.5805,79.1893,41.0169,30.5572,1.1499,70.178,38.4892
620000,甘肃省,2017,815.7323,547.1429,270.7559,,67.2415,27.3323,16.7282,,45.5857,21.0391,8.7536,19.3966,28.8414,11.9858,6.8054,22.5545,0.1229,,268.5894,76.1146,55.2599,27.4873,1.5743,72.6667,35.4866
620000,甘肃省,2016,786.97,526.0,173.16,110.64,54.95,20.55,13.02,,43.07,19.54,8.44,19.2,23.58,10.66,5.52,23.47,0.2,,260.97,67.25,57.66,29.19,2.15,58.61,24.51
620000,甘肃省,2015,743.86,529.79,89.79,207.15,59.2,18.94,16.81,,44.17,17.71,8.43,18.84,16.97,9.22,5.46,16.85,0.25,,214.07,65.14,53.44,17.72,1.69,51.54,24.55
620000,甘肃省,2014,672.6698,490.2596,88.4047,194.9794,45.999,15.8097,22.9796,,37.6947,14.2753,7.8574,16.0623,14.3493,7.7223,4.877,19.0597,0.1892,,182.4102,42.6449,54.3353,16.9268,3.1515,43.2869,22.0648
620000,甘肃省,2013,607.2717,417.7266,63.6506,176.5945,40.0959,14.7793,19.4864,,32.1405,12.9991,8.0263,14.4559,10.1594,6.3433,4.1064,14.6159,0.2731,,189.5451,60.786,52.1169,16.2571,5.2155,35.5149,19.6547
620000,甘肃省,2012,520.3993,347.7792,60.518,136.7172,36.5301,13.5407,16.6232,,28.9096,11.1672,6.0355,13.68,6.7649,4.9885,2.3302,9.7605,0.2136,,172.6201,75.4587,43.275,12.4586,9.7321,20.7438,10.9519
620000,甘肃省,2011,450.12,284.04,48.95,110.05,28.57,14.06,14.36,,23.62,8.96,4.61,10.01,5.46,3.28,3.17,8.82,0.13,,166.08,84.84,37.69,10.56,4.98,13.02,14.98
620000,甘肃省,2010,353.5833,220.29,44.0902,86.8425,19.9816,11.13,6.18,,21.22,8.36,4.42,4.42,3.02,2.58,1.95,5.98,0.12,,133.3,59.02,19.02,8.12,23.38,9.1,14.66
620000,甘肃省,2009,286.5898,176.0411,37.1096,65.2494,16.9474,8.9876,5.1265,,18.2536,7.7317,3.836,4.1106,0.422,1.8699,1.829,4.4127,0.1551,,110.5487,46.7475,16.355,7.3371,16.2513,5.6754,18.1824
620000,甘肃省,2008,264.965,162.8049,37.912,53.1536,20.5554,8.1306,5.5469,0.0002,15.5398,6.6292,3.0059,3.864,2.9294,1.0282,1.1078,3.2744,0.1268,0.0007,102.1601,31.7268,14.6344,5.9318,5.7816,2.7164,41.3691
620000,甘肃省,2007,190.9107,142.0532,40.3624,43.4006,17.9107,7.1513,4.1972,,13.4391,5.7447,2.1872,2.7473,0.7786,0.3838,0.549,3.0957,0.1056,,48.8575,12.2819,16.5394,6.1663,,,13.8699
620000,甘肃省,2006,141.2152,,31.4071,37.2674,10.6902,5.7884,3.1202,0.0161,10.9908,4.6368,1.6895,1.5438,0.1829,0.265,0.3286,2.7458,,,,11.3194,10.0674,5.2726,,,
620000,甘肃省,2005,123.5026,,25.3337,31.589,8.432,5.1793,2.11,,9.3582,4.1993,1.2475,1.388,0.0055,0.2225,0.4286,2.2283,,,,8.4942,9.8309,4.4641,,,
620000,甘肃省,2004,104.16,,22.9028,27.0531,6.3182,4.3112,1.5912,0.0003,8.3106,3.7841,0.8222,1.2857,0.0103,0.2187,0.3912,2.0131,,,,7.2133,7.9494,3.9755,,,
620000,甘肃省,2003,87.6561,72.24,18.123,24.0705,5.3111,3.6776,1.2331,0.0072,7.0085,3.4316,0.6754,0.5358,0.0022,0.1709,0.2541,1.0432,,,,4.9334,5.7503,3.1427,,,
620000,甘肃省,2002,76.2432,65.43,15.072,20.9747,6.6054,4.092,0.8787,0.0462,5.9061,3.0612,0.4437,0.5587,0.01,0.1373,0.2412,0.8419,,,,4.2137,3.4027,2.4564,,,
620000,甘肃省,2001,69.9485,58.79,13.3758,17.3483,10.4045,3.8788,0.8448,0.0655,4.8963,2.721,0.3617,0.4433,0.0055,0.1319,0.3285,0.7801,,,,3.7178,2.4837,2.5602,,,
620000,甘肃省,2000,61.2849,51.66,11.9471,15.8995,6.0957,2.5921,0.8486,0.4055,4.1067,2.5834,0.2693,0.5409,0.0046,0.134,0.3494,0.4549,,,,3.5065,2.5057,2.0944,,,
630000,青海省,2019,282.245,198.7,93.0014,,24.4429,6.8467,18.3115,,13.3266,7.4555,3.4114,3.6191,8.184,3.6815,4.9314,10.5149,,0.1291,83.545,20.024,11.1192,7.9213,0.7791,35.6069,8.0945
630000,青海省,2018,272.887,205.4871,92.6987,,25.0281,11.1666,20.2828,,12.9267,7.3452,4.1296,4.1742,9.2624,3.103,5.8854,8.8654,,,67.3999,19.2271,10.4745,8.018,0.8442,23.4186,5.4175
630000,青海省,2017,246.1961,183.9621,89.3554,,23.245,8.9597,18.5721,,12.1915,6.5281,3.5687,4.5782,4.6047,2.7301,5.0335,4.5951,,,62.234,15.5764,9.2348,6.4072,0.725,25.1495,5.1411
630000,青海省,2016,238.51,176.48,46.82,50.3,17.07,6.41,14.84,,11.59,5.67,2.97,5.7,3.26,2.53,5.64,3.68,,,62.03,19.92,8.53,5.17,0.23,22.79,2.98
630000,青海省,2015,267.13,205.81,22.95,89.61,20.23,5.7,21.92,,11.83,5.52,2.73,4.19,3.53,2.26,9.24,6.07,,0.01,61.33,26.15,9.32,6.88,0.39,14.34,4.25
630000,青海省,2014,251.6759,199.3917,30.9253,77.8486,19.8226,6.2826,23.1518,,12.0285,5.3737,3.0151,3.7481,3.1402,1.8782,4.5195,7.6575,,,52.2842,19.2589,9.0915,4.5692,0.8113,13.2963,5.257
630000,青海省,2013,223.8586,175.0516,28.4051,70.4413,21.6667,4.7165,18.368,,11.244,3.7898,2.4623,2.8884,1.7171,1.5516,3.543,4.2578,,,48.807,19.7605,8.065,3.907,0.8056,8.9159,7.353
630000,青海省,2012,186.4165,146.686,26.4234,59.165,16.0761,3.5572,17.7792,,9.8232,3.1992,1.7157,2.4136,1.4285,1.0752,0.9305,3.0992,,,39.7305,20.9642,8.5966,3.2812,0.5083,4.3791,2.0011
630000,青海省,2011,151.81,119.85,22.93,45.66,14.62,4.45,14.91,,7.83,1.99,1.45,1.76,0.68,0.4,0.84,2.32,,,31.96,19.56,5.4,2.9,0.25,2.75,1.1
630000,青海省,2010,110.2153,88.94,17.5153,34.4433,10.9829,3.46,9.58,,5.69,1.58,1.09,1.83,0.45,0.4,0.48,1.44,,,21.27,13.3,3.05,2.16,0.56,1.69,0.52
630000,青海省,2009,87.7381,70.1653,14.9733,25.2611,8.8601,3.1166,6.8229,,4.4724,1.4925,1.0462,1.8686,0.1992,0.3345,0.4082,1.3097,,,17.5728,7.6993,3.1842,1.6508,0.9479,1.3629,2.7277
630000,青海省,2008,71.5692,55.8966,14.5676,18.4903,7.1292,2.585,3.9363,,3.8685,1.1897,0.6865,1.7376,0.1334,0.2488,0.2928,1.0309,,,15.6726,8.285,3.7229,1.6736,0.2475,0.9825,0.7611
630000,青海省,2007,56.7083,43.2855,12.4811,14.7086,4.7479,2.1406,2.7063,,3.4507,1.0194,0.5296,0.2431,0.1454,0.0909,0.2008,0.8211,,,13.4228,6.9465,3.0419,1.3754,,,2.059
630000,青海省,2006,42.2437,,9.7547,11.269,3.6066,1.4567,1.9422,0.0005,2.6563,0.9576,0.3771,0.0903,0.0401,0.0458,0.2351,0.6872,,,,3.7407,2.3713,1.0394,,,
630000,青海省,2005,33.8222,,7.8378,10.0177,2.5396,1.0289,1.4205,0.0011,2.3195,0.9468,0.2905,0.0984,0.0005,0.0512,0.2707,0.5788,,,,2.4273,1.4249,0.7985,,,
630000,青海省,2004,26.996,20.5194,6.4392,8.5068,1.694,0.8447,0.7448,0.0074,1.8052,0.9153,0.2288,0.0904,0.0036,0.0476,0.0929,0.3815,,,,1.5108,1.2752,0.6385,,,
630000,青海省,2003,24.0411,19.6271,5.2503,7.3079,1.2177,0.7831,0.6252,0.0025,1.5483,0.8401,0.1538,0.0883,0.0008,0.0365,0.0919,0.2814,,,,1.4557,1.2467,0.5798,,,
630000,青海省,2002,21.0965,15.82,4.6057,5.7587,1.3412,0.8702,0.4909,0.0882,1.3221,0.7207,0.1471,0.0873,0.0008,0.0375,0.0399,0.2498,,,,0.8082,1.4332,0.614,,,
630000,青海省,2001,19.8241,13.22,3.85,4.8664,2.8928,0.9387,0.4273,0.1389,1.249,0.633,0.0878,0.0694,0.0001,0.0283,0.0592,0.1701,,,,0.8786,1.104,0.618,,,
630000,青海省,2000,16.5843,11.69,2.9822,4.1495,2.2246,0.7141,0.3706,0.1952,1.0483,0.6242,0.0874,0.0897,0.004,0.0395,0.038,0.1163,,,,0.7307,0.4847,0.4183,,,
640000,宁夏回族自治区,2019,423.5774,267.5,114.2889,,32.5429,10.1609,18.9024,,16.9257,13.6844,5.9492,12.9165,9.2302,4.9584,6.9604,18.7984,0.0106,0.5277,156.0774,36.0268,18.0146,9.1336,2.918,65.0486,24.9358
640000,宁夏回族自治区,2018,436.5205,298.2989,133.9923,,32.5296,13.3998,25.0023,,20.0524,12.591,6.9494,12.5264,9.4988,4.8588,8.0674,17.5734,0.0344,,138.2216,40.6772,21.3075,9.8805,3.3647,43.7811,19.2106
640000,宁夏回族自治区,2017,417.5888,270.3027,125.4237,,26.1413,15.0496,18.5671,,17.5219,12.1468,6.1456,12.3421,8.5948,4.2373,10.6288,13.4953,0.0084,,147.2861,31.6639,18.5622,8.6317,14.307,61.1362,12.9851
640000,宁夏回族自治区,2016,387.66,246.55,84.04,45.28,24.47,9.85,10.49,,17.25,10.02,4.9,8.68,7.76,3.59,7.33,12.84,0.05,,141.11,33.06,20.91,8.52,1.36,63.62,8.03
