省份编码,省份,年份,地方财政一般预算收入(亿元),地方财政税收收入(亿元),地方财政国内增值税(亿元),地方财政营业税(亿元),地方财政企业所得税(亿元),地方财政个人所得税(亿元),地方财政资源税(亿元),地方财政固定资产投资方向调节税(亿元),地方财政城市维护建设税(亿元),地方财政房产税(亿元),地方财政印花税(亿元),地方财政城镇土地使用税(亿元),地方财政土地增值税(亿元),地方财政车船税(亿元),地方财政耕地占用税(亿元),地方财政契税(亿元),地方财政烟叶税(亿元),地方财政其他税收收入(亿元),地方财政非税收入(亿元),地方财政专项收入(亿元),地方财政行政事业性收费收入(亿元),地方财政罚没收入(亿元),地方财政国有资本经营收入(亿元),地方财政国有资源(资产)有偿使用收入(亿元),地方财政其他非税收入(亿元)
210000,辽宁省,2006,817.6718,,124.4029,205.3699,73.9961,35.6348,18.742,0.3455,43.8653,29.8039,9.6161,16.8347,11.5401,2.2323,5.2882,48.3166,,,,34.499,81.1395,29.8216,,,
210000,辽宁省,2005,675.2768,,113.0567,164.6848,72.199,32.8052,12.0494,0.2001,39.9204,24.8284,7.5072,9.759,5.9491,1.6836,3.6925,38.9349,,,,28.8998,63.0022,27.1868,,,
210000,辽宁省,2004,529.6405,411.5,96.3291,141.6704,49.9919,28.1574,8.2991,0.4742,31.7325,21.9674,6.0937,8.3446,4.8873,1.4369,2.1174,23.3455,,,,22.4418,57.0059,24.2436,,,
210000,辽宁省,2003,447.049,361.4,85.4907,119.0908,35.9313,23.5562,6.1245,0.3502,25.7669,20.719,4.7453,7.5689,2.7589,1.4154,1.5921,15.692,,,,18.0998,37.8573,20.4765,,,
210000,辽宁省,2002,399.6888,333.0,74.2733,106.3832,41.3513,28.3513,6.5918,0.2856,22.2445,19.033,3.7843,7.0555,1.6762,1.1416,0.9623,11.4785,,,,16.1274,27.7144,16.8087,,,
210000,辽宁省,2001,370.4387,256.5,66.5132,87.8545,63.6167,29.4413,8.7004,0.925,19.2641,15.7925,3.4533,6.5468,0.5767,1.068,0.8073,8.3131,,,,14.1908,18.5029,16.562,,,
210000,辽宁省,2000,295.6274,227.5,56.6997,80.0239,39.0181,22.0472,8.123,2.8165,17.6239,14.2784,2.7242,6.0668,0.5534,0.9726,1.0099,6.9416,,,,12.7109,8.6441,11.4121,,,
220000,吉林省,2019,1116.9457,797.9776,328.2985,,128.7944,33.6833,10.4481,,60.3775,34.4027,15.0109,26.4715,37.7851,18.8013,12.3915,88.2507,0.5278,1.1763,318.9681,79.6676,79.9138,45.1334,7.9326,83.2627,23.058
220000,吉林省,2018,1240.8892,891.7538,364.1216,,146.5394,50.3734,10.8188,,67.5116,35.6279,15.286,30.5424,43.4054,18.1767,18.3389,89.1422,0.5247,,349.1354,94.4269,79.6611,38.9708,13.1424,101.0405,21.8937
220000,吉林省,2017,1210.9081,854.0311,371.4034,,144.6127,46.3475,8.4781,,66.624,33.3321,13.861,31.0333,31.0327,16.0899,19.8307,70.6169,0.7688,,356.877,95.9476,85.7257,33.8537,18.2823,86.8779,36.1898
220000,吉林省,2016,1263.78,872.97,267.88,111.44,134.01,41.72,7.31,,67.66,27.31,10.76,28.69,34.15,14.73,61.11,65.36,0.76,0.08,390.81,92.92,83.77,28.7,35.83,131.64,8.42
220000,吉林省,2015,1229.35,867.12,134.43,242.05,134.92,34.11,10.0,,63.13,27.61,10.46,30.6,36.15,13.08,63.21,66.35,0.93,0.08,362.23,94.11,77.79,31.33,28.02,122.1,8.88
220000,吉林省,2014,1203.3843,884.4028,139.7805,228.7794,143.218,34.9236,13.3869,,59.6705,23.9608,11.8836,33.0732,48.4745,11.1312,56.9779,78.0034,1.1311,0.0082,318.9815,47.629,86.3739,34.5718,24.0335,112.9627,13.4106
220000,吉林省,2013,1156.9616,856.4084,119.5806,245.0939,121.858,28.0593,14.7811,,66.5748,22.8924,11.7963,27.6401,40.412,9.44,66.132,80.8148,1.3331,,300.5532,51.4009,84.9676,40.8702,22.1882,86.6279,14.4984
220000,吉林省,2012,1041.2514,760.5681,102.6819,218.1247,111.2119,26.8489,15.3164,,57.2449,19.971,10.0835,31.608,35.8791,8.082,59.6346,62.5917,1.2895,,280.6833,49.418,86.2678,43.2736,20.5532,65.2069,15.9638
220000,吉林省,2011,850.1,624.19,92.78,189.3,90.59,29.49,6.06,,46.39,16.26,8.61,22.76,25.21,6.23,39.69,49.98,0.84,,225.91,36.48,72.0,29.87,32.43,46.92,8.2
220000,吉林省,2010,602.4092,439.31,78.1492,145.9685,60.8217,23.39,4.8,,26.3,13.6,6.94,19.45,11.25,4.72,11.58,31.53,0.74,0.05,163.1,20.11,54.7,28.76,24.48,26.57,8.48
220000,吉林省,2009,487.0943,361.1132,66.5694,117.4077,49.2,18.5225,4.498,,22.344,12.5519,5.1854,18.1654,6.3161,3.8749,15.2018,20.4923,0.7838,,125.9811,18.9278,43.6381,29.7989,17.6552,11.8178,4.1433
220000,吉林省,2008,422.7961,311.0741,63.5782,93.9623,42.5347,17.4925,4.1539,,22.0521,10.6841,3.9486,18.8411,3.9533,3.0301,6.9296,19.238,0.6756,,111.722,22.7328,39.3431,23.3477,12.9152,11.6274,1.7558
220000,吉林省,2007,320.6892,237.3862,52.9222,75.8638,29.4126,15.1219,3.4794,,18.739,9.4082,2.9418,6.0113,3.1126,0.9778,3.2771,15.7483,0.3485,0.0217,83.303,17.1692,30.6079,16.7612,,,18.7647
220000,吉林省,2006,245.2045,,42.9738,59.6923,17.8791,11.7041,2.3888,0.0021,14.376,8.7345,2.1888,2.4757,1.5182,0.6347,4.4825,9.3339,,,,12.2859,27.5928,13.075,,,
220000,吉林省,2005,207.152,,39.5328,47.5904,13.916,11.1221,1.8136,0.0059,13.1567,7.6606,1.6084,2.3881,0.6927,0.561,1.966,7.6259,,,,10.9115,20.1239,11.5997,,,
220000,吉林省,2004,166.2807,130.51,34.3569,40.7799,12.3628,9.2653,1.4399,0.0069,11.5747,7.068,1.46,2.2149,0.5831,0.52,1.9614,6.4954,,,,7.9446,18.1615,10.7155,,,
220000,吉林省,2003,154.0033,125.77,30.6877,35.0192,11.8021,7.807,1.4776,0.0077,9.3277,6.3792,1.4564,1.8876,0.3833,0.392,2.0485,4.8553,,,,6.0639,15.0066,9.6015,,,
220000,吉林省,2002,131.4885,111.97,27.4441,30.5447,14.2299,8.9923,1.2392,0.0891,8.0054,5.5768,1.1429,0.8077,0.3625,0.3447,1.2695,3.4842,,,,6.1173,8.334,9.3879,,,
220000,吉林省,2001,121.1015,,24.2028,28.0301,20.6802,8.7726,1.0198,0.2996,7.3527,4.5424,0.7872,0.8018,0.373,0.3243,1.3041,2.45,,,,5.1123,6.055,7.4412,,,
220000,吉林省,2000,103.8267,87.41,20.4117,25.5547,14.284,6.9547,0.9024,1.0903,6.6332,4.4842,0.67,0.752,0.1664,0.3181,0.9907,1.7644,,,,4.4389,6.6226,6.4454,,,
230000,黑龙江省,2019,1262.7563,924.4036,339.4949,,103.7439,32.6864,64.9114,,56.4671,42.1829,12.7656,80.829,66.9295,22.6235,22.9602,73.2589,1.0749,2.1475,338.3527,61.9833,55.7906,59.3673,8.718,119.958,32.5355
230000,黑龙江省,2018,1282.595,980.8045,381.4962,,107.0358,47.2613,66.5485,,63.2876,41.1377,12.0908,72.7595,79.8121,21.1033,15.9951,69.0676,1.4924,0.0204,301.7905,67.4179,50.7307,49.0675,7.7261,103.9602,22.8881
230000,黑龙江省,2017,1243.3118,901.9067,357.7362,,102.378,41.4555,53.5913,,58.0773,38.267,11.7461,75.2109,63.4119,19.4021,20.9184,58.2291,1.4829,,341.4051,65.7423,62.3652,45.9911,28.0104,113.7811,25.515
230000,黑龙江省,2016,1148.41,827.85,226.73,135.31,94.6,37.28,40.74,,52.24,31.92,10.38,57.94,53.31,17.36,21.5,46.67,1.87,,320.56,66.01,66.17,42.19,18.22,96.13,6.25
230000,黑龙江省,2015,1165.88,880.34,129.46,256.98,100.64,35.57,53.75,,54.56,31.38,10.33,61.41,63.46,15.53,18.57,45.13,3.58,,285.53,76.37,69.32,38.62,24.47,70.69,6.06
230000,黑龙江省,2014,1301.312,977.396,168.8927,250.5051,103.2194,36.981,108.3296,,59.3763,27.6172,12.4959,49.647,65.3954,13.9995,22.7411,55.0545,3.1413,,323.916,47.908,78.2256,42.9761,34.2666,100.1673,20.3724
230000,黑龙江省,2013,1277.3951,912.8175,151.7325,267.9947,98.8078,35.627,75.2722,,60.0059,24.0715,10.2951,47.648,49.3715,12.4057,20.6366,55.166,3.5307,0.2523,364.5776,73.6143,84.2221,45.9604,46.5105,94.894,19.3763
230000,黑龙江省,2012,1163.1708,837.8027,144.8683,244.0455,97.8876,28.3936,68.4703,,58.9577,21.5031,10.8908,47.4172,41.5255,10.8096,17.9092,42.418,2.7063,,325.3681,49.9143,94.1086,42.6953,49.0969,72.4173,17.1357
230000,黑龙江省,2011,997.55,741.85,145.48,218.92,80.87,34.05,23.73,,61.53,20.74,8.9,43.97,22.59,8.34,17.8,52.77,2.18,,255.7,45.53,84.6,32.59,48.85,36.6,7.51
230000,黑龙江省,2010,755.5788,556.97,123.5226,165.7993,61.5951,25.07,15.34,,43.89,18.03,7.19,28.91,8.64,6.6,15.76,34.46,2.16,,198.61,36.49,68.84,25.71,38.42,24.81,4.33
230000,黑龙江省,2009,641.6627,444.3132,104.3413,125.8847,51.13,20.7316,15.3136,,37.4664,15.463,5.7861,27.3625,4.9735,4.8915,5.2242,23.6591,2.0855,,197.3495,49.92,62.0416,22.6894,30.6897,21.3395,10.6693
230000,黑龙江省,2008,578.2773,420.2079,129.4133,99.9035,46.0529,22.2267,14.0502,0.0477,42.2162,12.4555,4.1018,20.5046,3.5736,3.2157,1.861,18.7692,1.801,0.015,158.0694,82.2315,25.0943,19.203,26.1528,3.7399,1.6479
230000,黑龙江省,2007,440.4689,334.9661,105.9445,85.8457,30.8568,20.3395,15.3694,,34.2113,12.6832,3.1953,7.0432,1.9137,1.3483,1.4806,13.7785,0.9461,0.01,105.5028,33.7144,24.3007,16.942,,,30.5457
230000,黑龙江省,2006,386.844,,103.1951,73.2253,23.7909,16.0201,14.5207,0.0004,31.6421,11.1264,2.6317,3.456,0.8803,1.45,1.1168,18.0069,,,,28.5213,22.3867,13.2767,,,
230000,黑龙江省,2005,318.2056,,85.0156,59.5595,18.5764,15.5623,11.1357,0.0005,27.604,11.2187,2.2985,3.6485,0.6149,0.8643,1.4344,8.6716,,,,22.5915,20.2661,11.5254,,,
230000,黑龙江省,2004,289.42,,75.4995,52.2784,12.1106,13.2963,12.231,0.0335,27.8142,10.1061,1.6817,3.8798,0.2744,0.8717,1.5908,7.5013,,,,21.5993,17.5977,10.7189,,,
230000,黑龙江省,2003,248.8643,201.4559,58.64,46.1394,10.7808,10.9793,14.4485,0.1921,21.0205,9.0352,1.2362,3.2298,0.163,0.8783,1.2302,5.5374,,,,14.0902,15.196,10.5347,,,
230000,黑龙江省,2002,231.8908,,55.8545,40.1684,13.6383,12.5836,13.2332,0.0899,18.6841,8.1804,1.0852,3.4555,0.1656,0.8961,0.6692,4.3852,,,,14.9876,12.0373,9.8933,,,
230000,黑龙江省,2001,213.6398,,52.5551,36.3088,21.9392,12.615,12.9349,0.159,16.1031,6.6157,0.8322,3.1546,0.1371,0.7353,0.4808,3.5848,,,,12.3281,9.6518,8.515,,,
230000,黑龙江省,2000,185.3379,,46.1244,33.8898,13.3158,9.7314,12.351,2.0873,15.6717,6.0581,0.7731,3.1649,0.0996,0.5566,0.5999,3.2224,,,,10.8947,5.0048,6.6969,,,
310000,上海市,2019,7165.0984,6216.2875,2766.8533,,1452.1092,603.7335,0.0012,,284.1941,216.8347,100.7239,22.8855,412.7564,22.2589,13.2903,315.1752,,3.2211,948.8109,418.4605,71.3912,90.7989,25.009,306.6941,36.4572
310000,上海市,2018,7108.148,6285.0413,2624.8211,,1518.7123,770.2073,0.0133,,275.9089,213.8381,97.5474,43.9863,421.8438,25.6893,5.7139,284.951,,0.0008,823.1067,437.3238,71.5662,48.3111,,229.0066,36.899
310000,上海市,2017,6642.2638,5865.5131,2460.3879,,1402.2983,692.4571,0.0147,,271.557,203.6853,94.8987,47.5784,387.7252,27.4635,5.8939,271.5531,,,776.7507,344.2916,100.8144,61.5114,,234.2076,35.9257
310000,上海市,2016,6406.13,5625.9,1614.48,845.96,1336.89,593.08,0.01,,239.49,170.96,77.7,42.97,334.25,19.66,4.62,345.83,,,780.23,377.64,128.38,43.66,,216.98,11.99
310000,上海市,2015,5519.5,4858.16,1012.8,1215.49,1104.08,487.61,,,221.27,123.81,103.01,37.44,253.31,21.1,7.26,270.99,,,661.34,324.86,127.41,30.81,,163.35,14.92
310000,上海市,2014,4585.5534,4219.0488,969.1352,1001.9161,942.4561,408.6066,,,177.2383,99.9501,70.9938,34.6896,266.1845,19.0465,14.4839,214.3256,,0.0225,366.5046,124.5988,114.2274,27.9555,-1.0782,87.7153,13.0858
310000,上海市,2013,4109.5086,3797.1606,848.4723,962.7238,837.4369,355.22,,,167.8598,93.0531,59.1733,30.7742,197.3704,17.8801,12.1254,215.0713,,,312.348,115.681,109.4126,30.212,-1.6056,48.6255,10.0225
310000,上海市,2012,3743.7053,3426.7879,667.1271,897.9186,806.7732,318.0953,,,149.3922,92.5595,57.3597,31.8148,233.1,14.6406,12.0425,145.9644,,,316.9174,104.6997,139.7429,24.5628,-9.4892,43.3298,14.0714
310000,上海市,2011,3429.83,3172.72,416.7,1041.49,731.05,314.95,,,139.08,73.66,51.82,29.1,168.22,10.87,15.1,180.67,,,257.11,97.22,107.7,22.95,-9.15,22.38,16.0
310000,上海市,2010,2873.584,2707.8,388.6232,933.9137,606.0517,261.2,,,87.66,62.3,48.17,27.28,96.96,9.93,12.14,173.58,,,165.78,49.94,97.04,17.34,-11.25,8.76,3.94
310000,上海市,2009,2540.2975,2368.4528,372.47,839.6778,481.6932,230.4409,,,72.4288,62.8951,46.3112,23.6507,61.2271,7.0941,8.5545,162.0093,,,171.8447,42.3014,85.2692,20.009,-9.2797,6.3035,27.2413
310000,上海市,2008,2358.7464,2223.4284,334.8882,763.3822,547.9937,204.8939,,,68.7706,52.2231,52.028,34.0948,49.425,4.2046,1.53,109.9943,,,135.318,42.9598,55.2392,24.0907,-0.958,11.71,2.2763
310000,上海市,2007,2074.4792,1975.4796,313.4205,714.6039,425.6325,169.4351,,,65.5318,42.8292,65.5125,10.7061,47.3977,2.5038,2.0276,115.8789,,,98.9996,40.5937,34.4476,24.7156,,,-0.7573
310000,上海市,2006,1576.0742,,270.213,558.6744,271.4672,131.073,0.0,0.0,52.9671,42.6773,26.9076,2.5815,35.6819,1.7269,3.6059,83.1259,,,,33.0676,36.3982,20.2582,,,
310000,上海市,2005,1417.3976,,226.1236,512.9265,249.1494,111.9241,,0.1927,49.7914,34.1042,26.0311,2.0865,24.6277,1.416,3.3916,111.0419,,,,29.035,34.0636,16.2068,,,
310000,上海市,2004,1106.1932,842.74,199.3832,442.4582,204.9897,88.6865,0.0,0.0001,43.4552,27.0791,16.9841,2.1284,9.6549,1.4093,3.6646,87.0043,,,,25.8817,29.4492,16.2529,,,
310000,上海市,2003,886.2277,863.6784,170.1998,332.314,146.1501,71.8127,,0.0168,35.6155,22.4086,13.1908,2.2519,1.6609,1.2497,3.2059,63.4831,,,,19.7772,22.7976,14.1381,,,
310000,上海市,2002,719.79,554.7,136.8252,251.8486,139.4646,67.0803,,0.006,30.2081,19.6848,9.0666,2.1471,0.1275,1.2338,3.1645,36.846,,,,16.0703,15.2313,13.5222,,,
310000,上海市,2001,609.4719,458.28,111.9511,191.1225,149.8156,78.4443,,0.0409,24.7477,14.6551,15.8268,2.0465,0.1516,1.1388,1.2824,18.918,,,,12.8095,8.4653,12.1974,,,
310000,上海市,2000,485.3777,410.63,93.5468,153.8082,103.1183,60.2434,,1.0251,22.0122,13.2416,33.1773,2.0098,0.618,1.0941,1.0727,14.376,,,,11.1301,0.3079,9.6811,,,
320000,江苏省,2019,8802.3616,7339.5887,3146.7109,,1316.8134,349.3379,7.1318,,474.3586,322.9052,98.9279,180.4414,558.8631,57.259,72.5266,717.1267,,1.2969,1462.7729,421.0172,312.8458,162.3705,,423.448,143.0914
320000,江苏省,2018,8630.1605,7263.6542,3113.4555,,1312.6521,468.4127,13.9462,,478.5358,310.8219,105.7766,199.2228,494.481,55.5533,54.1728,635.1014,,,1366.5063,478.739,299.8502,141.5344,,328.7763,117.6064
320000,江苏省,2017,8171.5315,6484.326,2864.229,,1145.1934,386.8233,14.0025,,431.8183,291.1934,95.8967,202.7245,458.9265,52.2359,52.9984,488.1988,,0.09,1687.2055,493.0478,420.5068,136.463,,465.8947,171.2932
320000,江苏省,2016,8121.23,6531.83,1974.58,1325.14,978.81,382.37,17.56,,433.98,256.6,87.94,185.12,480.58,47.11,26.63,335.41,,,1589.4,484.42,410.47,132.52,,440.71,82.02
320000,江苏省,2015,8028.59,6610.12,1046.92,2442.82,917.58,360.89,26.48,,421.46,248.01,85.27,180.06,437.01,41.74,31.76,370.11,,,1418.47,463.64,390.01,131.66,,365.17,67.99
320000,江苏省,2014,7233.1426,6006.0461,987.5351,2084.6602,821.0401,306.3325,25.3271,,376.1543,228.7344,81.9687,176.0609,444.8893,36.913,34.7417,401.6888,,,1227.0965,209.3322,426.5248,120.6332,242.3383,186.6271,41.6409
320000,江苏省,2013,6568.464,5419.488,859.2611,1872.4125,763.661,264.878,23.3947,,339.5297,192.8407,75.3715,163.4411,405.7866,32.2493,42.9125,383.7493,,,1148.976,193.1075,389.6044,118.5399,241.1019,167.1341,39.4882
320000,江苏省,2012,5860.6884,4782.5853,708.7457,1659.6673,745.8788,224.2242,21.9345,,309.9341,160.8798,66.7715,149.2466,317.1681,27.3389,57.9571,332.8385,,,1078.1031,179.3378,375.3149,98.5061,234.9078,147.6404,42.3961
320000,江苏省,2011,5148.91,4124.62,650.8,1260.6,731.17,237.74,12.48,,270.82,121.39,62.64,125.73,256.97,20.17,54.33,319.78,,,1024.29,160.76,321.22,97.53,285.63,115.98,43.17
320000,江苏省,2010,4079.8595,3312.61,562.597,1023.9168,554.4269,180.94,10.06,,164.81,92.11,49.28,104.57,170.36,15.82,58.98,324.72,,0.02,767.25,107.37,224.57,89.31,257.53,79.75,8.72
320000,江苏省,2009,3228.78,2654.7485,516.5916,833.8639,407.8512,140.2075,8.2216,,134.6615,80.9935,36.6998,96.3991,98.1732,12.9725,42.6602,245.4527,,,574.0315,91.3305,159.6789,77.1873,184.7835,46.1763,14.875
320000,江苏省,2008,2731.4074,2278.7081,483.0367,663.902,398.9161,129.232,5.4988,-0.0148,125.5457,69.0709,33.5983,88.2963,63.4608,13.1166,25.932,179.1167,,,452.6993,91.7887,133.2481,75.1672,128.1671,20.7278,3.6004
320000,江苏省,2007,2237.7276,1894.77,413.8088,574.0225,316.2171,110.9503,4.3206,,108.9427,54.2621,27.3987,55.8464,51.3894,3.436,14.7576,159.4174,,0.0004,342.9576,76.8617,119.0164,71.7628,,,75.3167
320000,江苏省,2006,1656.682,,329.4346,431.8092,220.8691,81.7307,3.8816,0.0003,84.916,48.8665,20.0771,8.5749,32.9167,2.8692,17.7468,105.4359,,,,61.5232,102.7043,61.4309,,,
320000,江苏省,2005,1322.6753,,265.5705,342.8176,177.6961,66.1954,2.8336,,70.6573,40.1319,16.47,6.7111,22.7335,2.3638,12.1566,80.8849,,,,48.6895,81.5291,53.0529,,,
320000,江苏省,2004,980.4939,833.71,228.9088,282.4927,138.5871,52.8318,2.3504,0.0408,58.6375,29.1913,13.0332,4.4365,12.4041,2.0893,13.8728,60.4384,,,,38.1625,64.697,41.8164,,,
320000,江苏省,2003,798.1065,690.53,181.4325,207.2215,92.6878,40.1547,1.7731,0.2609,46.3216,23.1595,7.9339,3.8232,2.6544,1.988,14.3228,40.2796,,,,23.4098,50.8231,34.9877,,,
320000,江苏省,2002,643.6966,565.3,153.2276,148.2248,94.8659,40.9339,1.3657,0.0484,36.7332,20.1667,5.8247,3.4474,0.5432,1.9168,7.6215,23.8031,,,,20.1826,32.4279,29.3839,,,
320000,江苏省,2001,572.1473,523.84,131.9931,109.4859,140.8127,44.5417,0.9645,0.295,30.4506,14.2038,4.3558,2.5955,0.2806,1.7317,2.867,13.7505,,,,17.9664,5.4587,27.5463,,,
320000,江苏省,2000,448.3097,409.14,108.6395,96.0024,88.6525,33.2823,0.9514,1.5274,26.621,11.8332,3.2734,1.5133,0.1478,1.7393,3.034,15.9564,,,,16.2162,4.8458,21.9647,,,
330000,浙江省,2019,7048.5771,5898.7479,2374.5797,,1116.0931,412.9403,12.1024,,363.2621,207.2531,93.4768,92.4419,467.6891,59.3766,121.8508,571.3368,0.0102,2.8248,1149.8292,528.8693,144.8345,199.4446,-46.6945,277.3513,46.024
330000,浙江省,2018,6598.212,5586.6304,2408.8426,,972.4594,465.8649,12.8326,,370.5508,233.2943,90.1903,127.6452,342.1975,55.0188,45.6262,459.4547,0.0155,,1011.5816,529.7846,96.7532,172.4502,-47.468,226.0017,34.0599
330000,浙江省,2017,5804.3837,4940.7446,2201.3738,,822.1918,395.2361,12.5769,,329.0856,195.3497,81.5745,116.2865,288.901,51.5939,64.968,381.5884,0.0184,,863.6391,467.556,68.9922,123.6552,-43.955,211.0384,36.3523
330000,浙江省,2016,5301.98,4540.09,1472.21,678.78,704.86,317.1,11.76,,300.65,184.3,67.58,134.13,234.55,46.71,82.65,304.79,0.02,,761.89,474.02,49.0,123.4,-61.95,133.35,9.04
330000,浙江省,2015,4809.94,4168.22,809.91,1201.33,662.21,265.74,11.53,,274.92,179.98,70.73,132.86,210.16,42.96,62.51,243.37,0.01,,641.72,446.68,43.47,107.76,-61.53,95.52,9.82
330000,浙江省,2014,4122.0211,3853.9583,743.3978,1086.5755,635.2531,217.5403,9.3013,,246.1134,158.4295,61.7695,121.0429,205.7224,38.4578,63.2408,267.091,0.023,,268.0628,128.3275,33.9015,93.6398,-55.9954,50.4265,17.7629
330000,浙江省,2013,3796.9241,3545.6603,651.6703,1069.9693,565.8815,193.8442,9.2289,,232.5807,134.1081,52.5399,102.4494,186.5333,33.8567,58.7002,254.2029,0.0947,0.0002,251.2638,121.4034,34.7092,97.7954,-51.6404,42.8289,6.1673
330000,浙江省,2012,3441.2267,3227.769,507.5666,1063.4916,536.9677,178.9266,8.4064,,218.0869,126.9351,46.2351,105.3987,149.7291,28.4876,64.7255,192.7216,0.0905,,213.4577,116.0987,33.6037,83.321,-52.7356,28.2722,4.8977
330000,浙江省,2011,3150.8,2952.01,461.75,915.71,497.56,185.56,8.5,,200.07,99.19,45.37,85.5,148.05,19.13,51.38,234.17,0.07,,198.79,110.74,40.8,82.76,-64.07,27.28,1.28
330000,浙江省,2010,2608.4655,2464.96,398.8233,816.6778,374.1279,151.08,6.36,,143.06,71.97,40.37,67.54,106.7,16.2,44.05,227.94,0.07,,143.51,83.75,44.59,70.6,-72.91,16.77,0.7
330000,浙江省,2009,2142.5131,1983.8146,368.5473,663.6158,295.0593,124.1136,6.675,,114.1346,68.6297,28.9457,72.1471,48.937,11.1109,27.3851,154.4225,0.0908,,158.6985,67.1114,41.9374,78.9732,-46.3799,11.4732,5.5832
330000,浙江省,2008,1933.389,1792.0894,348.9164,574.303,302.2812,115.7086,6.7501,,110.4714,60.1248,27.9484,57.8304,40.2641,9.7132,20.5723,117.0966,0.0811,0.0278,141.2996,72.6397,33.1009,71.0137,-46.8413,10.4552,0.9314
330000,浙江省,2007,1649.4981,1535.3548,306.2238,495.0505,274.1822,102.4993,6.1092,,98.3666,49.4883,23.3113,18.9053,34.0815,3.662,15.2882,108.1197,0.0646,0.0023,114.1433,63.2037,29.374,63.8367,,,-42.2711
330000,浙江省,2006,1298.2044,,248.6339,386.8717,204.2473,80.9783,4.6468,0.07,77.0924,39.9495,17.5063,10.5653,20.2541,3.0605,12.1797,78.1402,,,,52.7201,38.3911,59.0772,,,
330000,浙江省,2005,1066.5964,,204.2343,324.3348,167.9185,66.1194,3.3668,0.0208,61.6358,30.6006,11.9864,6.6906,15.4734,2.1535,12.2793,69.1432,,,,41.843,26.5531,58.4372,,,
330000,浙江省,2004,805.9479,,171.7155,286.2683,147.7859,56.2055,1.4006,0.2381,51.7544,21.9382,9.2948,2.3574,8.3269,2.1421,21.3678,58.7082,,,,34.4491,25.3018,42.8669,,,
330000,浙江省,2003,706.5607,673.47,155.006,220.0657,106.5165,45.7895,0.6338,0.0836,42.1743,17.258,6.4799,1.6313,2.9836,1.6666,19.911,47.8227,,,,25.9011,20.3224,31.2889,,,
330000,浙江省,2002,566.8522,,129.7221,171.6867,108.1388,43.5493,0.4241,0.1166,36.3252,15.1214,4.1949,1.3043,1.0996,1.2974,12.3058,30.1505,,,,21.7226,13.5591,27.7498,,,
330000,浙江省,2001,500.6948,,102.4086,124.8934,175.6406,51.6942,0.2769,0.0602,28.489,11.3013,3.0295,1.0649,0.5512,0.9833,6.6038,18.1319,,,,17.7034,7.5757,18.5879,,,
330000,浙江省,2000,342.7745,,90.0353,97.2052,87.9077,29.223,0.1998,1.0604,23.5683,9.3244,2.29,0.9949,0.3993,0.8138,3.4747,11.7501,,,,15.3498,5.3205,12.2881,,,
340000,安徽省,2019,3182.7069,2209.728,942.3451,,370.9031,65.1118,28.212,,143.1664,68.9926,33.9878,102.7216,146.8444,22.5466,46.8094,231.9035,1.0024,1.4584,972.9789,285.9436,124.7129,82.916,51.1606,353.5828,74.663
340000,安徽省,2018,3048.6705,2180.7419,905.9762,,334.6921,92.3496,22.4737,,140.2499,65.0995,30.9854,122.5204,147.8829,23.9824,52.9949,237.6451,0.9347,,867.9286,280.9707,140.6444,77.9911,40.2352,269.5626,58.5246
340000,安徽省,2017,2812.4495,1970.6808,803.36,,274.7309,79.4104,21.4518,,121.2091,59.3329,28.5112,143.6173,120.8458,20.7675,52.1187,244.295,1.0302,,841.7687,239.0519,152.3296,60.0516,63.3276,271.3696,55.6384
340000,安徽省,2016,2672.79,1857.53,530.34,309.99,233.24,59.28,17.82,,113.39,51.58,23.22,141.87,104.83,16.83,68.38,185.4,1.36,,815.26,209.1,160.16,52.74,41.39,300.29,23.23
340000,安徽省,2015,2454.3,1799.89,273.11,586.8,235.57,53.14,20.6,,106.05,46.15,21.6,133.05,90.42,14.85,45.12,172.52,0.93,,654.41,226.69,148.86,54.4,22.87,173.85,27.74
340000,安徽省,2014,2218.4418,1692.5236,260.5482,539.9682,218.3194,52.142,20.8198,,98.0024,38.6356,20.8697,100.3779,96.6661,12.8294,35.7629,195.6631,1.9189,,525.9182,129.4461,148.4337,49.1567,28.1068,141.2931,29.4818
340000,安徽省,2013,2075.075,1520.2168,224.4996,502.2636,190.4639,43.4399,19.7366,,88.1277,31.5444,18.8808,71.2238,91.1505,10.6991,38.9848,187.8926,1.3095,,554.8582,103.257,156.7353,49.2318,35.6603,176.5539,33.4199
340000,安徽省,2012,1792.7192,1305.0933,175.3345,451.4185,184.4973,35.9124,17.9243,,79.7056,29.8479,15.7772,66.7523,70.0633,9.136,50.6106,117.0917,1.0217,,487.6259,87.4834,158.6178,43.5699,45.5807,125.4425,26.9316
340000,安徽省,2011,1463.56,1108.31,164.68,379.18,153.26,40.04,14.52,,74.65,23.09,13.7,42.85,51.98,7.41,41.99,100.27,0.68,,355.25,79.99,125.71,34.07,28.04,62.2,25.23
340000,安徽省,2010,1149.3952,866.55,129.4839,291.93,106.5948,31.97,12.65,,54.4,17.62,11.15,32.52,30.22,5.95,45.57,95.91,0.57,,282.84,73.79,94.46,26.77,20.05,59.8,7.97
