省份编码,省份,年份,地方财政一般预算支出(亿元),地方财政一般公共服务支出(亿元),地方财政外交支出(亿元),地方财政国防支出(亿元),地方财政公共安全支出(亿元),地方财政教育支出(亿元),地方财政科学技术支出(亿元),地方财政文化体育与传媒支出(亿元),地方财政社会保障和就业支出(亿元),地方财政医疗卫生支出(亿元),地方财政环境保护支出(亿元),地方财政城乡社区事务支出(亿元),地方财政农林水事务支出(亿元),地方财政交通运输支出(亿元),地方财政资源勘探电力信息等事务支出(亿元),地方财政商业服务业等事务支出(亿元),地方财政金融监管支出(亿元),地方财政地震灾后重建支出(亿元),地方财政国土资源气象等事务支出决策数(亿元),地方财政住房保障支出支出(亿元),地方财政粮油物资储备管理等事务(亿元),地方财政国债还本付息支出(亿元),地方财政其他支出(亿元)
310000,上海市,2019,8179.284,365.0757,,11.2698,413.3427,995.6956,389.5425,179.8741,999.7726,493.4371,184.0737,1634.9217,523.1036,426.8733,755.4296,178.7168,29.9372,,53.3019,273.5079,19.9144,89.5884,65.0166
310000,上海市,2018,8351.5376,367.1551,,9.9051,412.1302,917.9868,426.3655,186.5151,933.3848,470.12,233.392,2091.1263,469.8762,431.5286,618.0946,178.323,59.0744,,56.1494,266.7034,20.4316,78.0769,64.6018
310000,上海市,2017,7547.6208,320.7034,,9.7513,356.1224,874.104,389.8973,191.3242,1061.0263,412.1765,224.6599,1531.4249,456.5332,428.8434,566.791,141.2741,26.3728,,81.9888,286.0131,18.1517,69.1495,56.0186
310000,上海市,2016,6918.94,302.09,,9.38,337.17,840.97,341.71,113.34,988.81,383.1,134.41,1588.04,327.41,403.88,558.64,129.25,20.4,,52.19,230.67,18.07,44.15,59.37
310000,上海市,2015,6191.5601,259.84,,6.73,269.2,767.32,271.85,108.22,543.16,303.46,104.35,1173.88,267.37,274.73,539.02,86.85,17.87,,47.89,123.39,17.55,4.31,971.23
310000,上海市,2014,4923.4372,248.8383,,6.5669,250.9149,695.6268,262.2914,86.3767,498.131,264.7499,77.3187,801.2897,202.3368,157.2012,468.2028,79.095,15.1956,,16.4319,119.2993,15.4082,11.4475,617.4201
310000,上海市,2013,4528.6079,260.1001,,6.6165,226.5079,679.5418,257.6599,89.1681,468.005,214.9204,56.4273,712.9196,187.2459,144.4591,426.0739,66.5147,15.0884,,18.4618,105.2431,16.0521,12.06,537.991
310000,上海市,2012,4184.017,251.4717,,6.8846,221.0808,648.9518,245.4281,72.5107,443.0107,197.3388,55.1842,627.4374,217.9673,115.411,401.9247,60.5066,17.0512,,13.5834,112.7064,14.0194,8.9736,426.952
310000,上海市,2011,3914.88,236.11,,7.61,206.11,549.24,218.5,68.8,417.5,190.03,51.62,579.29,161.54,137.04,379.53,51.13,13.81,,11.86,82.46,16.9,55.3,480.51
310000,上海市,2010,3302.8862,226.0181,,7.25,187.25,417.2775,202.0323,54.9497,362.5577,160.0707,47.3051,475.47,151.93,80.43,,,,22.1,,,,,380.09
310000,上海市,2009,2989.65,206.681,,6.0611,163.4142,346.9518,215.3112,53.1244,336.0776,132.8469,33.9565,602.3633,107.4536,81.8414,,,,21.66,,,,,322.9241
310000,上海市,2008,2593.9161,198.7807,,0.9267,149.5741,326.0628,120.2743,49.5223,334.9669,122.284,25.0758,468.6252,78.9711,17.0818,,,,18.0,,,,,323.9103
310000,上海市,2007,2181.678,182.6135,,1.012,134.3324,283.3335,105.7666,43.4059,274.2171,88.8313,20.0373,366.7605,62.6016,16.2324,,,,,,,,,313.0581
310000,上海市,2006,1795.566,,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2005,1646.255,,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2004,1382.5254,,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2003,1088.4386,,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2002,862.3847,,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2001,708.1382,,,,,,,,,,,,,,,,,,,,,,
310000,上海市,2000,608.5621,,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2019,12573.5537,1210.9851,,18.6156,853.1311,2213.8362,572.0375,264.5342,1415.9986,906.0122,372.7726,1697.5453,1032.3708,574.9474,306.078,94.7352,16.0496,,113.839,507.143,30.5225,217.3721,57.7812
320000,江苏省,2018,11657.3521,1124.0553,,17.7678,826.0834,2055.562,507.3064,197.2171,1316.5467,845.3177,317.9875,1599.6023,996.6743,497.9526,322.908,114.3997,16.0866,,109.3886,443.6499,29.9182,196.1509,71.6251
320000,江苏省,2017,10621.0275,1022.7526,,17.0972,717.0719,1979.5671,428.009,194.3686,1043.4037,789.5207,292.1045,1500.5428,918.2185,482.1302,347.5783,112.5555,13.5924,,117.1761,351.8057,30.9817,157.0201,64.3087
320000,江苏省,2016,9981.96,920.93,,14.61,634.76,1842.94,381.02,193.28,897.93,712.77,285.11,1440.12,985.62,511.81,437.26,123.74,26.95,,73.49,269.43,31.51,95.38,67.15
320000,江苏省,2015,9687.5754,845.68,,18.1,519.92,1746.22,371.96,196.06,838.06,649.31,308.45,1535.59,1008.6,547.81,448.45,136.15,18.05,,64.56,247.18,25.97,22.21,107.17
320000,江苏省,2014,8472.4466,856.7008,,22.0014,473.8292,1504.8551,327.1007,190.8625,709.5865,560.9285,237.7844,1221.6358,899.3111,496.9327,364.3282,118.1078,14.842,,65.0075,189.5327,33.5348,18.5226,140.1075
320000,江苏省,2013,7798.4737,859.4092,,22.5351,452.9934,1434.9863,302.5912,173.5397,631.147,475.8622,229.1832,1006.8046,868.3385,448.5764,345.8891,117.9986,16.4978,,55.0815,169.3216,30.4387,18.9765,115.5626
320000,江苏省,2012,7027.6665,820.4346,,17.5799,407.7778,1350.6067,257.2375,150.8951,557.7719,418.1418,193.8259,858.1347,754.0892,436.5766,283.1812,124.871,22.9787,,50.5658,133.9407,27.6497,6.8538,139.8962
320000,江苏省,2011,6221.72,748.45,,18.46,371.4,1093.22,213.4,116.86,481.65,349.86,170.37,812.06,618.13,391.69,294.39,128.56,27.45,1.59,48.16,118.92,29.34,4.57,183.18
320000,江苏省,2010,4914.0598,631.243,,12.93,326.8,865.3615,150.3531,88.6747,364.48,249.6903,139.8948,624.53,489.16,276.0,,,,21.23,,,,,157.94
320000,江苏省,2009,4017.364,568.4824,,11.1861,284.7529,680.6288,117.0161,77.1769,299.1663,198.2082,147.6025,474.9284,403.2704,230.8668,,,,24.7553,,,,,172.5323
320000,江苏省,2008,3247.4927,516.8601,,5.3224,252.8845,592.6032,91.5173,66.7446,231.5241,148.6116,95.1795,361.7904,276.1599,117.212,,,,11.8443,,,,,190.585
320000,江苏省,2007,2553.7217,438.2727,,4.1712,210.7297,492.8972,68.7266,48.1582,212.5341,115.2882,48.3065,311.2204,193.6328,79.1508,,,,,,,,,148.0958
320000,江苏省,2006,2013.2502,,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2005,1673.3965,,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2004,1312.0404,,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2003,1047.6812,,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2002,860.2526,,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2001,729.6421,,,,,,,,,,,,,,,,,,,,,,
320000,江苏省,2000,591.281,,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2019,10053.0335,1009.9552,,9.37,662.7043,1764.6898,516.0608,203.2599,1073.9411,735.6114,269.5485,1627.6811,744.2421,444.5895,196.3152,104.3696,40.7013,,105.8738,200.3959,22.8492,205.7354,18.6557
330000,浙江省,2018,8629.5256,875.3336,,9.3873,614.2404,1572.473,379.6567,174.5892,914.9336,626.198,194.7519,1158.8836,724.4617,391.2266,215.706,154.6154,64.255,,92.5782,185.3128,22.6172,176.2123,41.6029
330000,浙江省,2017,7530.3171,765.0264,,8.1472,548.4403,1430.1531,303.4961,159.6593,801.7837,584.1657,190.1502,910.1656,696.6927,320.5324,193.5399,140.3838,10.4677,,67.9504,169.7771,16.7736,143.7049,44.2393
330000,浙江省,2016,6974.26,660.26,,8.52,518.58,1300.03,269.04,158.72,631.19,542.44,161.4,788.93,722.41,463.75,191.01,133.51,10.33,,45.88,160.86,18.71,86.81,76.79
330000,浙江省,2015,6645.977,584.45,,9.2,423.55,1264.93,250.79,165.38,541.7,485.5,167.89,541.21,739.08,553.65,346.8,143.57,30.51,,91.66,140.73,24.67,20.43,96.86
330000,浙江省,2014,5159.568,527.7369,,7.9349,370.6854,1030.9852,207.991,115.3562,435.5381,433.7986,120.653,389.0108,524.5892,388.3319,191.6791,103.6334,10.1299,,38.0607,99.823,14.589,9.6554,120.1839
330000,浙江省,2013,4730.4659,538.8767,,8.5349,347.7837,950.065,191.866,106.0016,397.0594,350.7289,98.1384,332.9295,513.0275,372.5102,180.0477,89.4751,12.1385,,36.5938,81.5942,13.6404,4.8181,88.7834
330000,浙江省,2012,4161.8779,503.6088,,7.6706,319.0272,877.8625,165.9792,94.1755,345.4375,305.9117,77.698,307.8153,408.2038,287.6419,161.6471,84.6303,9.8694,,28.3172,65.2499,12.2557,4.0089,83.9816
330000,浙江省,2011,3842.59,471.55,,7.54,290.87,751.42,143.9,85.09,291.82,278.98,78.11,338.43,373.32,273.99,137.81,96.97,5.78,2.8,30.43,58.05,13.11,3.2,109.42
330000,浙江省,2010,3207.883,434.2936,,6.43,260.67,606.5431,121.4005,77.1484,206.3942,224.5289,82.0725,272.3,290.37,233.37,,,,18.68,,,,,93.19
330000,浙江省,2009,2653.3486,397.6905,,5.4828,216.9814,519.3303,99.3037,64.0943,153.0802,177.0527,55.421,224.6114,236.0813,246.3553,,,,17.8033,,,,,77.5909
330000,浙江省,2008,2208.5756,372.4556,0.0013,5.0048,199.6246,453.9902,86.7928,63.7593,141.5223,142.869,46.5183,193.9499,177.4175,59.4234,,,,12.6185,,,,,80.5957
330000,浙江省,2007,1806.7928,328.9148,,4.2929,173.7917,383.8886,71.5442,49.3408,107.9848,112.2822,31.3847,154.6345,142.1494,45.0743,,,,,,,,,70.5132
330000,浙江省,2006,1471.8593,,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2005,1265.5345,,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2004,1062.9355,,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2003,896.774,,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2002,749.9039,,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2001,597.2991,,,,,,,,,,,,,,,,,,,,,,
330000,浙江省,2000,431.2958,,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2019,7392.2226,566.8469,,6.2602,296.764,1222.2085,377.9505,87.9794,1084.0599,687.3588,312.115,1156.7457,736.2734,275.1701,99.7945,26.4787,4.9008,,47.9062,213.2093,26.3543,122.3737,7.6059
340000,安徽省,2018,6572.1484,506.1298,,6.2414,288.0355,1113.2594,294.8145,79.7679,954.6709,627.0988,209.3185,998.5575,704.856,220.7788,103.9105,36.646,10.3331,,48.7071,224.9138,25.9201,95.1635,16.4005
340000,安徽省,2017,6203.811,453.2794,,5.5453,258.3904,1014.9069,260.4129,80.9365,862.526,597.744,198.6403,1013.7971,681.9092,230.3742,106.1078,34.7096,13.5543,,56.0902,222.5185,25.6939,74.7736,6.4992
340000,安徽省,2016,5522.95,404.09,,6.09,221.17,910.87,259.5,84.23,761.59,480.12,133.64,669.06,624.83,341.37,157.36,59.47,33.04,,40.36,229.29,31.56,56.53,13.42
340000,安徽省,2015,5239.0076,400.09,,5.66,196.06,856.73,147.94,88.19,691.54,485.6,124.83,609.65,577.74,383.97,181.2,63.43,6.93,,61.53,276.63,32.21,26.27,17.72
340000,安徽省,2014,4664.0973,408.1513,,5.6964,179.602,743.0675,129.5878,82.2536,575.8225,425.0037,104.7646,558.5476,502.6868,338.3838,150.9315,62.0888,5.0178,,53.7978,232.7601,39.8543,22.1644,40.213
340000,安徽省,2013,4349.6871,469.1511,,4.7974,163.7769,736.5882,109.6698,79.5016,533.6402,361.7987,108.4246,459.7953,478.1716,276.0124,145.6292,60.1053,3.6271,,41.2383,225.7665,34.1961,16.5763,37.0705
340000,安徽省,2012,3961.008,425.9607,,6.0087,149.1476,717.9357,95.9996,71.4343,459.1897,319.3939,95.5189,348.0292,430.4717,237.1742,131.4556,71.5308,4.0372,,45.395,248.577,32.9756,15.9712,52.0629
340000,安徽省,2011,3302.99,345.34,,5.57,128.58,564.71,77.03,62.35,392.98,277.23,81.96,280.76,351.87,219.59,125.4,65.63,8.06,,40.87,161.22,31.21,11.9,70.76
340000,安徽省,2010,2587.6135,273.7167,,4.63,119.48,386.3071,57.9817,51.6833,334.1539,184.2232,64.7203,236.18,292.52,124.86,,,,,,,,,87.83
340000,安徽省,2009,2141.9217,267.4982,,2.9731,105.3219,323.7914,36.4693,42.139,303.9604,165.7413,59.2653,165.8503,259.2146,142.728,,,,11.5,,,,,90.4209
340000,安徽省,2008,1647.1253,234.1531,,2.0027,86.8949,286.2557,23.7788,32.7465,228.2005,103.8442,54.7367,147.8746,136.7525,51.8196,,,,2.0381,,,,,69.7417
340000,安徽省,2007,1243.8342,195.949,,2.3101,72.5247,212.9665,15.9551,26.258,206.4435,65.4132,37.6495,89.9646,103.5161,49.5045,,,,,,,,,49.7204
340000,安徽省,2006,940.2329,,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2005,713.0633,,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2004,601.528,,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2003,507.4398,,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2002,456.8579,,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2001,403.7988,,,,,,,,,,,,,,,,,,,,,,
340000,安徽省,2000,323.4728,,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2019,5077.9329,458.7841,0.1127,6.0947,332.8555,968.5449,133.4065,104.004,507.8865,467.7641,179.5465,558.8739,442.0628,255.0023,223.7821,62.8542,4.138,,53.5732,102.1648,23.8483,103.8323,51.6238
350000,福建省,2018,4832.693,429.4732,,5.0731,338.811,925.0606,115.2537,84.7306,468.1506,441.6958,124.0388,623.5168,431.5149,268.9926,173.4377,68.1015,6.3183,,54.33,88.8164,22.1025,94.3875,63.7856
350000,福建省,2017,4684.1517,380.8446,,5.1409,330.0205,842.2065,99.4414,87.3406,394.5581,420.4356,120.6481,728.0802,447.7013,263.6805,172.8791,67.8064,13.8004,,48.6029,91.5936,25.0149,63.6412,74.4764
350000,福建省,2016,4275.4,338.21,0.3,6.34,257.32,789.11,80.28,81.26,348.99,377.58,130.35,572.24,410.58,287.66,175.39,83.11,6.28,,40.04,105.85,23.59,38.64,118.32
350000,福建省,2015,4001.5778,308.02,1.06,6.85,225.24,757.51,76.6,84.82,341.77,351.19,95.57,378.7,441.86,346.2,159.66,79.48,4.86,,33.43,81.65,28.08,18.25,178.1
350000,福建省,2014,3306.6986,293.4031,,6.5557,191.6303,634.5984,67.3956,64.178,258.7105,292.1356,61.7958,269.7434,320.3234,310.9307,177.75,65.2423,2.9807,,42.7761,91.4573,15.6342,16.1794,121.126
350000,福建省,2013,3068.8006,327.0569,,7.6108,189.4405,574.9113,60.6228,57.8796,240.6553,224.2313,58.6029,259.7774,312.2226,279.3122,164.2119,64.6267,2.7751,,39.3982,51.6679,14.8077,12.2287,125.8279
350000,福建省,2012,2607.502,293.1509,,5.5117,162.3883,562.3008,48.4695,46.0722,205.2848,185.9917,48.5982,178.8641,244.1622,272.0829,106.5804,55.3849,2.9802,,25.7264,52.8486,14.005,5.1441,91.8636
350000,福建省,2011,2198.18,247.47,,4.76,144.74,406.73,40.48,35.86,184.92,159.3,37.95,146.24,207.89,240.05,95.71,49.63,1.58,,25.25,56.45,13.78,2.98,96.41
350000,福建省,2010,1695.0906,211.9124,,3.27,120.6,327.7681,32.3057,27.1014,148.2366,117.5835,39.7865,107.68,160.34,125.21,,,,4.06,,,,,94.34
350000,福建省,2009,1411.8238,203.823,,3.2557,99.4719,277.5527,27.8903,25.7706,132.8536,93.3922,33.825,78.4441,120.8948,127.6205,,,,3.1263,,,,,89.6324
350000,福建省,2008,1137.7159,189.1974,0.0148,3.1468,91.5985,233.2923,25.6281,22.4251,109.2914,74.2741,14.0264,75.0936,80.4268,45.6079,,,,4.9229,,,,,80.7681
350000,福建省,2007,910.6446,161.9087,,3.2004,76.5591,183.655,21.267,18.2941,90.5712,51.9887,9.7019,61.5597,61.4904,26.6274,,,,,,,,,84.2355
350000,福建省,2006,728.6973,,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2005,593.0663,,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2004,516.6787,,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2003,452.301,,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2002,397.5582,,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2001,373.1855,,,,,,,,,,,,,,,,,,,,,,
350000,福建省,2000,324.1839,,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2019,6386.8022,596.3708,,8.1535,315.6466,1148.5039,182.9194,87.5979,817.7559,630.9928,194.2833,1046.3845,619.8025,224.8187,139.1127,19.0594,4.3412,,36.5611,143.2372,21.6788,98.2914,15.9739
360000,江西省,2018,5667.5207,525.2659,,6.6356,300.6038,1054.409,147.0936,79.1029,761.0648,585.472,162.5457,676.1472,599.4078,230.7388,166.8544,37.0914,2.3451,,38.4423,137.5948,16.8238,73.5103,62.6039
360000,江西省,2017,5111.4673,477.1658,0.0038,5.68,255.7445,940.5702,120.0857,74.6545,663.9343,492.589,143.4042,516.0581,607.7087,228.9087,215.8014,34.6045,7.1153,,40.0948,151.0369,17.1073,57.5689,57.8682
360000,江西省,2016,4617.4,416.59,,5.87,229.14,848.88,83.12,70.49,582.23,438.72,117.88,380.12,580.9,223.49,258.33,41.22,4.07,,28.39,171.65,22.18,48.66,61.57
360000,江西省,2015,4412.5491,410.83,,7.13,195.44,793.27,74.79,68.9,510.18,398.79,87.43,331.44,557.3,247.18,275.79,55.7,10.22,,36.84,241.38,17.23,20.45,70.43
360000,江西省,2014,3882.7011,361.3598,,6.5296,175.962,711.7164,58.3726,60.0344,422.3474,338.454,68.1277,226.8123,500.1512,289.4581,244.3835,32.9419,4.3202,,33.496,197.108,23.6703,32.0468,94.4089
360000,江西省,2013,3470.3013,337.007,,5.9455,162.9192,664.5302,46.322,52.6243,378.8398,262.1374,74.1652,201.2053,438.5353,206.927,211.5185,34.4648,6.7087,,29.5464,200.0215,20.9684,21.595,112.2698
360000,江西省,2012,3019.2244,308.1631,,5.4023,141.7128,622.0594,27.4969,44.7728,323.0628,219.1516,66.9129,176.6999,384.7674,192.7848,196.0281,38.2196,6.9217,,30.3591,134.4319,18.9497,11.8517,69.4759
360000,江西省,2011,2534.6,258.0,,5.03,123.9,474.43,21.32,39.66,272.75,196.32,43.76,125.34,287.99,218.05,157.36,38.16,2.06,,28.51,108.28,47.11,12.51,74.07
360000,江西省,2010,1923.2633,218.7548,,4.09,107.49,297.4961,18.2628,28.3833,233.0159,150.0167,49.1411,102.47,232.34,107.31,,,,0.18,,,,,74.95
360000,江西省,2009,1562.3742,193.4186,,3.2497,86.2164,251.9286,13.4021,22.9317,219.3351,120.5455,43.1419,79.708,203.4071,112.9603,,,,4.0,,,,,63.7761
360000,江西省,2008,1210.073,180.6669,,2.1587,75.2927,206.8578,11.1406,18.7795,179.3603,76.9195,31.8377,70.782,147.0156,37.6031,,,,2.0,,,,,47.8069
360000,江西省,2007,905.0582,146.6833,,1.7387,65.1465,173.8076,8.7373,15.799,126.1449,58.0717,13.8809,51.5325,103.5666,30.9884,,,,,,,,,38.258
360000,江西省,2006,696.4361,,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2005,563.9525,,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2004,454.0598,,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2003,382.0981,,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2002,341.3843,,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2001,283.7144,,,,,,,,,,,,,,,,,,,,,,
360000,江西省,2000,223.4722,,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2019,10739.756,1061.95,,19.4192,633.2058,2156.1355,305.7556,189.5034,1444.6327,912.0675,306.4956,1070.2489,1075.9789,377.7587,216.1059,55.8267,161.0659,,135.5145,239.2927,35.597,221.8021,27.184
370000,山东省,2018,10100.9606,943.349,0.8641,15.0954,644.9501,2006.5026,232.7392,153.522,1253.9881,885.1487,287.1972,1109.7209,998.495,412.7928,226.8809,102.1953,62.1387,,129.1748,343.8172,29.9263,197.0767,34.3202
370000,山东省,2017,9258.3984,857.5099,0.0288,15.9922,566.053,1889.9972,195.7718,141.8993,1131.9595,829.2714,236.837,1075.9203,953.5911,367.312,198.6534,83.9616,22.7497,,144.6349,309.8883,27.773,152.7247,32.521
370000,山东省,2016,8755.21,783.56,,13.13,521.52,1825.99,167.0,137.47,992.66,790.19,239.28,1012.46,943.44,372.84,239.05,113.79,43.17,,107.39,248.74,33.74,101.43,48.2
370000,山东省,2015,8250.0113,738.11,,14.96,425.75,1690.62,159.05,137.26,904.64,701.43,217.08,920.57,964.42,460.69,276.06,116.88,48.74,,110.88,204.14,31.38,43.39,64.71
370000,山东省,2014,7177.3136,725.334,,15.4704,380.5743,1461.0483,147.0572,127.7473,763.5304,605.6673,166.6733,777.9249,772.8411,399.14,255.9779,94.1317,11.8939,,100.3937,181.1534,39.6142,53.4538,82.2009
370000,山东省,2013,6688.8,749.9609,,15.2561,341.8333,1399.6715,149.1372,127.5325,681.9826,485.8614,212.8095,618.4955,748.1384,371.149,245.5389,88.8715,12.9281,,132.4737,126.5379,38.2907,47.9641,86.1539
370000,山东省,2012,5904.5188,705.514,,12.6803,317.3784,1311.8009,124.9751,114.2709,596.4793,422.9136,154.4192,468.0867,673.8161,322.9315,207.819,96.0034,17.3453,,84.8541,123.5302,35.7988,25.9284,82.2386
370000,山东省,2011,5002.07,618.48,,15.13,274.69,1047.9,108.62,91.57,501.54,360.36,113.95,401.7,564.0,294.91,184.41,119.34,21.17,0.52,68.15,67.56,35.78,32.13,80.18
370000,山东省,2010,4145.032,544.3095,,10.41,244.03,770.4472,84.3643,74.027,416.7672,250.7742,112.9334,388.4,465.98,230.5,,,,26.14,,,,,98.85
370000,山东省,2009,3267.6716,490.1437,,8.4223,197.3698,613.4864,62.8783,70.3991,342.793,189.24,76.1698,311.9311,369.3489,174.2456,,,,25.1108,,,,,102.6635
370000,山东省,2008,2704.6613,468.2351,,4.0459,173.2612,550.9929,57.1333,55.2178,285.0525,140.4184,58.6002,289.4598,235.3,30.0454,,,,3.3665,,,,,99.17
370000,山东省,2007,2261.8495,421.8172,,3.6336,156.2148,453.3574,46.4073,44.1092,251.7774,99.6496,33.9445,266.9508,163.013,27.0004,,,,,,,,,101.853
370000,山东省,2006,1833.44,,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2005,1466.2271,,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2004,1189.3716,,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2003,1010.6395,,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2002,860.6484,,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2001,753.7781,,,,,,,,,,,,,,,,,,,,,,
370000,山东省,2000,613.0774,,,,,,,,,,,,,,,,,,,,,,
410000,河南省,2019,10163.9304,1097.4047,,9.2649,496.7869,1810.7089,211.0712,127.8727,1457.1352,986.7821,352.2869,1381.4763,1059.7034,383.8248,106.4017,30.1423,12.9887,,82.919,284.7078,42.0071,144.1516,47.4684
410000,河南省,2018,9217.7286,972.5492,,7.0761,460.1765,1664.667,155.6729,103.0384,1298.4499,928.9503,358.7008,1152.4262,1001.0834,283.194,119.6683,41.8884,19.8303,,68.6015,359.6156,42.4458,128.3904,45.6334
410000,河南省,2017,8215.5182,850.2854,,5.9753,417.1146,1493.1106,137.937,97.5203,1160.232,836.6628,241.6484,1122.6727,916.8095,296.1655,104.0817,34.5689,18.9878,,65.8582,248.1247,35.1885,99.7818,28.5222
410000,河南省,2016,7453.74,750.94,,9.52,358.41,1343.76,96.1,97.33,1067.4,778.01,195.72,879.33,807.06,347.97,120.86,42.97,34.95,,54.37,268.58,37.24,101.43,56.84
410000,河南省,2015,6799.3518,695.32,,6.08,301.12,1271.0,83.25,105.38,945.83,717.74,177.77,645.21,791.63,371.01,149.98,57.71,40.92,,55.72,242.04,36.21,29.92,71.58
410000,河南省,2014,6028.694,700.708,,6.7878,274.1173,1201.3782,81.2488,91.1599,790.8682,602.9493,119.9451,431.7393,661.9375,364.8523,117.621,31.4987,27.7147,,54.0004,247.5702,45.116,94.4052,80.4553
410000,河南省,2013,5582.3139,733.2076,,6.5079,261.216,1171.5204,80.0038,80.7762,731.4113,492.4837,111.9228,309.1193,629.8543,346.1925,101.9531,39.7414,28.7228,,53.8755,191.114,43.7161,84.7592,82.7258
410000,河南省,2012,5006.399,663.0657,,7.1295,244.4179,1106.5094,69.6392,69.6275,631.6138,425.9878,109.4525,237.9693,551.7307,300.4317,119.3152,53.99,25.0632,,55.9599,185.6492,41.4251,43.3354,64.086
410000,河南省,2011,4248.82,559.02,,5.67,204.8,857.14,56.59,57.54,547.96,361.48,95.6,191.3,480.48,281.21,126.55,67.6,16.83,3.42,63.54,142.64,39.85,26.41,63.17
410000,河南省,2010,3416.1426,478.6949,,4.16,189.72,609.3697,44.6734,54.9922,461.224,270.207,96.3782,165.3,399.19,173.84,,,,3.1,,,,,80.97
410000,河南省,2009,2905.763,459.0119,,2.5645,167.1375,526.1356,35.516,58.6676,403.6176,223.1495,92.9762,130.8912,361.6019,177.6159,,,,6.07,,,,,90.5155
410000,河南省,2008,2281.6093,406.5896,,1.928,139.1862,444.0264,30.4389,41.4616,330.2343,145.4726,75.851,135.3822,209.5859,43.1727,,,,,,,,,77.7013
410000,河南省,2007,1870.6135,355.7104,,1.3169,119.685,366.1231,25.2287,33.3802,281.2238,98.7788,60.9191,111.2654,152.5128,40.2964,,,,,,,,,87.2679
410000,河南省,2006,1440.0878,,,,,,,,,,,,,,,,,,,,,,
410000,河南省,2005,1116.0412,,,,,,,,,,,,,,,,,,,,,,
410000,河南省,2004,879.958,,,,,,,,,,,,,,,,,,,,,,
410000,河南省,2003,716.5978,,,,,,,,,,,,,,,,,,,,,,
410000,河南省,2002,629.1811,,,,,,,,,,,,,,,,,,,,,,
410000,河南省,2001,508.5795,,,,,,,,,,,,,,,,,,,,,,
410000,河南省,2000,445.5295,,,,,,,,,,,,,,,,,,,,,,
420000,湖北省,2019,7970.207,795.0544,,5.8301,452.9244,1147.1017,319.2848,148.5321,1267.0108,601.8175,282.1321,924.6159,828.2095,429.3934,185.9797,21.1262,5.8351,,90.6238,202.6772,32.2724,133.1432,44.6461
420000,湖北省,2018,7258.2663,739.2079,,4.6068,428.9896,1065.6373,268.4882,113.1503,1172.0044,575.737,211.2988,848.5624,785.5536,370.6353,124.612,32.3073,3.0977,,97.4716,213.6229,32.5054,107.4258,55.2708
420000,湖北省,2017,6801.2572,688.8548,,3.5588,397.54,1101.3506,234.2714,95.2562,1092.2989,614.6938,139.7121,693.6087,714.7326,306.3101,174.284,33.7082,4.2627,,90.6839,249.552,34.3564,101.4852,23.3771
420000,湖北省,2016,6422.98,639.6,,3.55,352.73,1047.37,190.11,96.61,978.82,588.9,145.64,588.48,704.59,391.8,209.94,37.28,4.13,,48.77,240.64,40.6,65.42,40.84
420000,湖北省,2015,6132.8414,618.14,,4.25,295.24,913.05,157.36,84.03,858.7,515.25,145.84,545.16,616.57,452.05,451.36,52.17,10.51,,61.24,204.78,44.12,24.31,71.24
