省份编码,省份,年份,支出法生产总值(亿元),最终消费(亿元),居民消费(亿元),城镇居民消费(亿元),农村居民消费(亿元),政府消费(亿元),资本形成总额(亿元),固定资本形成总额(亿元),存货增加(亿元),货物和服务净流出(亿元),最终消费率(%),资本形成率(%)
330000,浙江省,2015,42886.49,20936.3,15858.82,12038.61,3820.21,5077.48,18879.28,18213.27,666.01,3070.91,48.8179377701462,44.0215088714418
330000,浙江省,2014,40173.03,19365.42,14794.82,11412.81,3382.01,4570.6,17827.25,17000.91,826.34,2980.36,48.2050271040048,44.3761648050944
330000,浙江省,2013,37568.5,17737.24,13593.16,10505.55,3087.61,4144.08,17112.35,16139.7,972.65,2718.9,47.2,45.5
330000,浙江省,2012,34665.33,16509.4,12496.1,9699.85,2796.25,4013.3,15460.74,14607.57,853.17,2695.19,47.625105544935,44.600008134929
330000,浙江省,2011,32318.85,15041.98,11643.89,9076.93,2566.96,3398.09,14743.55,13822.9,920.65,2533.32,46.5424357611734,45.6190427567813
330000,浙江省,2010,27722.31,12765.63,9796.72,7582.18,2214.54,2968.91,12950.46,12101.32,849.14,2006.22,46.0482189254791,46.7
330000,浙江省,2009,22990.35,10864.59,8320.39,6421.42,1898.97,2544.2,10607.33,10220.13,387.2,1518.43,47.2571752931121,46.1
330000,浙江省,2008,21462.69,9828.95,7394.05,5653.88,1740.17,2434.9,9326.26,8798.01,528.25,2307.48,45.7955177100354,43.453360226514
330000,浙江省,2007,18753.73,8620.5,6509.53,4920.52,1589.01,2110.97,8662.44,7992.86,669.58,1470.79,45.9668556601807,46.1904911716229
330000,浙江省,2006,15718.47,7499.76,5584.5,4044.31,1540.19,1915.26,7297.05,7065.65,231.4,921.66,47.7130407730523,46.4234114388996
330000,浙江省,2005,13417.68,6347.6,4636.46,3291.07,1345.39,1711.14,6448.72,6269.16,179.56,621.36,47.3077312918478,48.061363812522
330000,浙江省,2004,11648.7,5416.73,3909.82,2674.7,1235.12,1506.91,5748.87,5563.87,185.0,483.1,46.5007254028346,49.3520306987046
330000,浙江省,2003,9705.02,4623.26,3338.66,2201.22,1137.44,1284.6,4663.83,4479.98,183.85,417.93,47.6378204269543,48.0558515077764
330000,浙江省,2002,8003.66999054237,4062.46408164391,2874.66408164391,1800.7243272136,1073.93975443031,1187.8,3467.46,3255.13,212.33,473.745908898456,50.7575160700575,43.3233754527281
330000,浙江省,2001,6898.33883636153,3579.13805307403,2602.80805307403,1589.97470417522,1012.83334889881,976.33,2891.02,2645.4,245.62,428.180783287504,51.8840569878677,41.9089300856211
330000,浙江省,2000,6141.02891834851,3150.88076761963,2334.08076761963,1409.63099565463,924.449771965,816.8,2652.77,2267.2,385.57,337.378150728888,51.3086782282566,43.1974842533945
340000,安徽省,2019,,,,,,,,,,,,
340000,安徽省,2018,,,,,,,,,,,,
340000,安徽省,2017,27018.0,13498.86,10670.37,7843.3,2827.07,2828.49,13723.44,13569.15,154.29,-204.3,49.9624694648012,50.7936930934932
340000,安徽省,2016,24407.62,12112.78,9541.63,6965.49,2576.14,2571.15,12507.75,12345.14,162.61,-212.91,49.6270427022381,51.2452668469929
340000,安徽省,2015,22005.63,10970.5,8522.46,6168.62,2353.84,2448.04,11312.33,11106.51,205.82,-277.2,49.8531512163024,51.4065264207387
340000,安徽省,2014,20848.75,10136.81,7839.17,5657.95,2181.22,2297.64,10905.76,10723.84,181.92,-193.82,48.6207086755801,52.3089393848552
340000,安徽省,2013,17212.1,9189.29,6981.34,5040.76,1940.58,2207.95,9919.02,9739.11,179.91,-69.4,53.4,57.6
340000,安徽省,2012,17212.05,8439.01,6562.72,4902.93,1659.79,1876.29,8855.77,8680.9,174.87,-82.73,49.0296623586383,51.4509892778606
340000,安徽省,2011,15300.65,7604.3,5995.1,4369.88,1625.22,1609.2,7725.04,7594.37,130.67,-28.69,49.6991957858,50.4883125880273
340000,安徽省,2010,12359.33,6213.15,4873.35,3374.0,1499.35,1339.8,6171.54,6061.09,110.45,-25.36,50.2709289257589,49.9342601904796
340000,安徽省,2009,10062.82,5179.08,4188.29,2862.56,1325.73,990.79,4914.15,4820.46,93.69,-30.41,51.4674812825828,48.8347202871561
340000,安徽省,2008,8851.66,4571.97,3679.34,2473.51,1205.83,892.63,4319.15,4229.64,89.51,-39.46,51.6509897578533,48.7948023308622
340000,安徽省,2007,7360.92,3979.71,3225.49,2132.57,1092.92,754.22,3418.2,3344.78,73.42,-36.99,54.0653885655597,46.437130141341
340000,安徽省,2006,6112.5,3374.7,2707.2,1757.9,949.3,667.5,2760.5,2656.9,103.6,-22.7,55.2098159509202,45.161554192229
340000,安徽省,2005,5350.17,3006.7,2399.4,1519.2,880.2,607.3,2354.1,2214.1,140.0,-10.63,56.1982142623505,44.0004710130706
340000,安徽省,2004,4814.65,2835.44,2296.38,1084.12,1212.26,539.06,1983.21,1877.75,105.46,-4.0,58.8919236081543,41.191156158807
340000,安徽省,2003,3973.02,2520.31,2038.1,951.5,1086.6,482.21,1455.21,1362.18,93.03,-2.5,63.435623279017,36.6273011462313
340000,安徽省,2002,3553.55,2262.95,1833.19,822.49,1010.7,429.76,1294.76,1138.2,156.56,-4.16,63.6813890335017,36.4356769990573
340000,安徽省,2001,3290.13041375072,2108.09475,1725.80475,721.97768,1003.82707,382.29,1185.49566375072,1012.31033350128,173.185330249433,-3.46,64.0732884383386,36.0318745663114
340000,安徽省,2000,3041.24347,1947.77623,1615.43423,650.946027,964.488208,332.342,1094.96724,928.087582,166.879658,-1.5,64.0453896313668,36.003932299442
350000,福建省,2019,,,,,,,,,,,,
350000,福建省,2018,,,,,,,,,,,,
350000,福建省,2017,32182.09,13150.91,10108.39,7617.0,2491.39,3042.52,18509.31,17637.87,871.44,521.87,40.8640644532409,57.5143192999585
350000,福建省,2016,28810.58,11614.37,9006.78,6779.37,2227.41,2607.59,16633.82,15576.09,1057.73,562.39,40.3128642325146,57.7351098103544
350000,福建省,2015,25979.82,10328.9,7961.52,5991.84,1969.68,2367.38,15142.82,14140.3,1002.52,508.1,39.7573963176034,58.286854951266
350000,福建省,2014,24055.76,9299.33,7238.38,5490.86,1747.52,2060.95,14177.73,13038.04,1139.69,578.7,38.6573943205286,58.9369448315081
350000,福建省,2013,21759.6,8389.94,6436.96,4917.38,1519.58,1952.98,12804.67,11678.58,1126.09,565.0,38.6,58.8
350000,福建省,2012,19701.78,7882.88,6028.12,4553.72,1474.4,1854.76,11304.77,10270.16,1034.61,514.130000000001,40.0110040818647,57.3794347515808
350000,福建省,2011,17932.85,7300.48,5544.31,4218.11,1326.2,1756.17,10074.75,9060.53,1014.22,557.619999999999,40.7100934876498,56.1804175019587
350000,福建省,2010,14931.73,6440.4,4852.2,3693.72,1158.48,1588.2,8022.95,7341.57,681.38,468.38,43.1,53.7
350000,福建省,2009,12777.09,5576.66,4140.44,3091.73,1048.71,1436.22,6819.66,6438.28,381.38,380.77,43.6,53.4
350000,福建省,2008,11569.19,5191.28,3859.43,2852.36,1007.07,1331.85,5975.76,5601.36,374.4,402.15,44.9,51.7
350000,福建省,2007,9426.46,4356.31,3218.08,2361.85,856.23,1138.23,4704.56,4344.88,359.68,365.59,46.2,49.9
350000,福建省,2006,7820.76,3837.08,2846.57,2072.97,773.6,990.51,3637.46,3310.15,327.31,346.22,49.1,46.5
350000,福建省,2005,6568.93,3295.55,2393.17,1692.23,700.94,902.38,2943.65,2654.95,288.7,329.73,50.2,44.8
350000,福建省,2004,5763.35,2975.97,2150.13,1514.63,635.5,825.84,2469.87,2100.48,369.39,317.51,51.6,42.9
350000,福建省,2003,4983.67,2651.77,1920.99,1325.73,595.26,730.79,2077.08,1672.63,404.45,254.82,53.2,41.7
350000,福建省,2002,4467.55,2412.57,1753.57,1158.56,595.01,659.0,1826.23,1383.54,442.69,228.75,54.0,40.9
350000,福建省,2001,4072.85,2214.11,1634.83,1042.44,592.39,579.28,1693.63,1269.93,423.71,165.11,54.4,41.6
350000,福建省,2000,3764.54,2049.66,1539.58,979.78,559.8,510.09,1601.29,1216.91,384.38,113.59,54.4,42.5
360000,江西省,2019,,,,,,,,,,,,
360000,江西省,2018,,,,,,,,,,,,
360000,江西省,2017,20006.31,10223.22,7965.72,5412.48,2553.24,2257.5,10025.14,9738.41,286.73,-242.05,51.0999779569546,50.109890329601
360000,江西省,2016,18499.0,9362.73,7344.86,4875.51,2469.35,2017.87,9303.63,9029.49,274.14,-167.36,50.6120871398454,50.2926104113736
360000,江西省,2015,16723.78,8418.28,6598.11,4489.99,2108.12,1820.17,8322.77,7706.0,616.77,-17.2700000000002,50.3371845360319,49.7660815916019
360000,江西省,2014,14410.19,7082.56,5415.58,3678.53,1737.05,1666.98,7262.75,6876.92,385.83,64.88,49.149664230659,50.4000988189608
360000,江西省,2013,14338.5,7042.13,5375.15,3638.1,1737.05,1666.98,7160.05,6774.22,385.83,136.3,49.1,49.9
360000,江西省,2012,12948.88,6314.31,4753.79,3211.89,1541.9,1560.52,6513.67,6301.13,212.54,120.9,48.763367951514,50.3029605649292
360000,江西省,2011,11702.82,5593.93,4261.66,2817.92,1443.74,1332.27,5989.05,5785.75,203.3,119.84,47.7998465327161,51.1761267796993
360000,江西省,2010,9458.73,4496.69,3552.93,2396.4,1156.53,943.76,4854.65,4740.28,114.37,107.39,47.5,51.32
360000,江西省,2009,7647.76,3538.42,2743.3,1835.65,907.65,795.12,4163.37,4082.63,80.74,-54.03,46.3,54.4
360000,江西省,2008,6993.94,3302.78,2545.08,1715.61,829.47,757.7,3760.5,3675.71,84.79,-69.34,47.22,53.77
360000,江西省,2007,5783.14,2782.34,2036.02,1059.37,976.65,746.32,3060.96,2982.33,78.63,-60.16,48.11,52.93
360000,江西省,2006,4790.28,2348.66,1780.54,887.5,893.04,568.12,2494.67,2422.06,72.61,-53.05,49.03,52.08
360000,江西省,2005,4061.76,2117.3,1642.2,825.36,816.84,475.1,1981.98,1922.1,59.88,-37.52,52.12,48.8
360000,江西省,2004,3464.59,1822.14,1431.42,686.96,744.46,390.72,1697.01,1633.53,63.48,-54.56,52.59,48.98
360000,江西省,2003,2815.35,1525.9,1171.27,542.77,628.5,354.63,1321.68,1269.92,51.76,-32.23,54.2,46.9
360000,江西省,2002,2460.49,1459.65,1114.58,511.86,602.72,345.07,999.28,931.8,67.48,1.56,59.3,40.6
360000,江西省,2001,2161.75,1357.47,1041.96,463.67,578.29,315.51,800.83,696.7,104.13,3.45,62.7949577888285,37.0
360000,江西省,2000,1982.17,1269.58,989.2,414.57,574.63,280.38,718.29,605.54,112.75,-5.7,64.0500058017223,36.2375578280369
370000,山东省,2019,,,,,,,,,,,,
370000,山东省,2018,,,,,,,,,,,,
370000,山东省,2017,72634.15,35185.91,28285.46,20854.34,7431.12,6900.45,36412.57,34703.97,1708.6,1035.67,48.4426540408334,50.1314739692004
370000,山东省,2016,68024.49,32149.67,25593.42,18958.49,6634.93,6556.25,34637.26,33548.68,1088.58,1237.56,47.2619052344237,50.9188087995956
370000,山东省,2015,63002.33,26144.42,20308.37,14844.68,5463.69,5836.05,35587.41,33229.42,2357.99,1270.5,41.4975446146198,56.4858633006113
370000,山东省,2014,59426.59,24193.05,18726.59,13732.36,4994.23,5466.5,33780.8,31647.07,2133.73,1452.74,40.7108164880401,56.8445875827639
370000,山东省,2013,54684.3,22601.63,16241.4,12040.58,4200.82,6360.23,30952.89,29249.45,1703.44,1129.8,41.3,56.6
370000,山东省,2012,50013.24,20543.68,14583.38,10750.52,3832.86,5960.3,27551.54,26808.85,742.69,1918.02,41.0764829473156,55.0884925671682
370000,山东省,2011,45361.85,18095.43,12999.98,9637.82,3362.16,5095.45,24944.34,24281.22,663.12,2322.08,39.8912963205866,54.9896884717003
370000,山东省,2010,39169.92,15331.2,11058.97,8274.87,2784.1,4272.23,21499.29,20800.55,698.74,2339.43,39.1402382236165,54.8872451105338
370000,山东省,2009,33896.65,13574.79,9910.18,7258.66,2651.52,3664.61,18109.95,17734.43,375.52,2211.91,40.0475858233778,53.4269610713743
370000,山东省,2008,30933.28,12368.4,9085.22,6564.55,2520.67,3283.18,15587.57,15035.08,552.49,2977.31,39.984120662277,50.3909381740313
370000,山东省,2007,25776.91,10352.82,7603.39,5476.82,2126.57,2749.43,13105.8,12505.88,599.92,2318.29,40.1631537682368,50.8431770914357
370000,山东省,2006,21900.19,8888.17,6553.88,4730.92,1822.96,2334.29,11177.54,10829.36,348.18,1834.48,40.5848990351225,51.0385526335616
370000,山东省,2005,18366.87,7478.35,5451.19,3854.48,1596.71,2027.16,9411.18,8974.77,436.41,1477.34,40.7165183833718,51.2399771980746
370000,山东省,2004,15021.84,6568.66,4506.51,3109.18,1397.33,2062.15,7455.96,6896.07,559.89,997.22,43.7273995728885,49.6341327027847
370000,山东省,2003,12078.15,5608.6,3960.91,2653.81,1307.1,1647.69,5668.51,5180.82,487.69,801.04,46.4359194081875,46.9319390800744
370000,山东省,2002,10275.5,4887.4,3555.72,2275.6,1280.12,1331.68,4840.39,4192.58,647.81,547.71,47.5636222081651,47.1061262225682
370000,山东省,2001,9195.04,4479.42,3360.92,2117.4,1243.52,1118.5,4422.24,3518.25,903.99,293.38,48.7156118951087,48.0937548939428
370000,山东省,2000,8337.47,4021.46,3082.06,1910.86,1171.2,939.4,4122.26,3159.03,963.23,193.75,48.2335768524504,49.4425767049237
410000,河南省,2019,,,,,,,,,,,,
410000,河南省,2018,,,,,,,,,,,,
410000,河南省,2017,44552.83,23129.62,17029.73,12051.63,4978.1,6099.89,31047.72,30415.27,632.45,-9624.51,51.9150410871767,69.6874250187923
410000,河南省,2016,40471.79,20777.02,15250.82,10629.85,4620.97,5526.2,29560.08,29595.12,-35.04,-9865.31,51.3370424189293,73.0387264808401
410000,河南省,2015,37002.16,18722.62,13720.97,9498.89,4222.08,5001.65,28253.1,27722.49,530.61,-9973.56,50.5987218043487,76.3552722327562
410000,河南省,2014,34938.24,16850.13,12325.62,8434.6,3891.02,4524.51,27244.43,26655.78,588.65,-9156.32,48.2283309061933,77.9788277829679
410000,河南省,2013,32155.9,15287.41,11086.71,7640.67,3446.04,4200.7,24829.97,24376.04,453.93,-7961.5,47.5,77.2
410000,河南省,2012,29599.31,13338.44,9754.41,6672.59,3081.82,3584.03,22060.0,21667.75,392.25,-5799.13,45.0633477604714,74.5287643529528
410000,河南省,2011,26931.03,11783.07,8617.9,5825.1,2792.8,3165.17,19166.59,18819.16,347.43,-4018.63,43.7527640049415,71.1691680563276
410000,河南省,2010,23092.36,10209.83,7402.6,5029.87,2372.73,2807.23,15977.4,15704.09,273.31,-3094.87,44.2130211030834,69.1891170932724
410000,河南省,2009,19480.46,8742.69,6248.92,4142.02,2106.9,2493.77,13304.05,12996.08,307.97,-2566.28,44.8792790313986,68.2943318586933
410000,河南省,2008,18018.53,7759.33,5521.46,3567.66,1953.8,2237.87,10713.52,10301.66,411.86,-454.32,43.0630578632108,59.4583464910845
410000,河南省,2007,15012.46,6831.27,4820.0,3051.32,1768.68,2011.27,8366.37,8043.35,323.02,-185.18,45.5040013428845,55.7295073558897
410000,河南省,2006,12362.79,6102.27,4251.5,2609.65,1641.85,1850.77,6322.82,6001.5,321.32,-62.3,49.3599745688473,51.1439569870555
410000,河南省,2005,10587.42,5353.67,3817.86,2263.64,1554.22,1535.81,5019.81,4506.75,513.06,213.94,50.5663324964911,47.4129674651615
410000,河南省,2004,8553.79,4568.52,3370.21,1928.42,1441.79,1198.31,3745.5,3217.1,528.4,239.77,53.4093074531874,43.7876075985031
410000,河南省,2003,6867.7,3891.7,2870.19,1625.12,1245.07,1021.51,2786.46,2431.76,354.7,189.54,56.666715203052,40.5734088559489
410000,河南省,2002,6035.48,3386.68,2446.93,1105.7,1341.23,939.75,2474.19,2018.58,455.61,174.61,56.1128526645768,40.9940882912378
410000,河南省,2001,5533.01,3086.15,2266.65,992.74,1273.91,819.5,2257.24,1790.76,466.48,189.62,55.7770544423379,40.7958778314154
410000,河南省,2000,5052.99,2745.8,2090.01,900.75,1189.26,655.79,2104.0,1641.43,462.57,203.19,54.3401035822355,41.6387129204689
420000,湖北省,2019,,,,,,,,,,,,
420000,湖北省,2018,,,,,,,,,,,,
420000,湖北省,2017,35478.09,17171.77,12754.48,9728.51,3025.97,4417.29,20853.57,20586.51,267.06,-2547.25,48.4010554119458,58.7787279416677
420000,湖北省,2016,32665.4,15254.99,11379.23,8669.34,2709.89,3875.76,18786.27,18515.84,270.43,-1375.9,46.7,57.5
420000,湖北省,2015,31226.44,13799.7,10167.87,7733.14,2434.73,3631.83,17418.4,16757.35,661.05,8.34000000000015,44.192357502168,55.7809343620342
420000,湖北省,2014,28728.18,12562.76,9124.48,6832.42,2292.06,3438.28,16109.59,15442.86,666.73,55.83,43.7297454972783,56.0759157036749
420000,湖北省,2013,25431.7,11161.21,8053.82,5989.08,2064.74,3107.39,14245.35,13701.86,543.49,25.1,43.9,56.0
420000,湖北省,2012,22659.38,9982.79,7085.46,5254.63,1830.83,2897.33,12554.67,12064.75,489.92,121.92,44.0558832589418,55.4060614191562
420000,湖北省,2011,20167.28,8931.48,6241.95,4644.26,1597.69,2689.53,11027.27,10597.82,429.45,208.53,44.2869836685959,54.6790147208746
420000,湖北省,2010,16182.27,7389.8,5136.78,3717.13,1419.65,2253.02,8511.17,8200.4,310.77,281.3,45.6660283137038,52.5956494360804
420000,湖北省,2009,13240.42,6325.15,4456.31,3178.59,1277.72,1868.84,6827.0,6612.85,214.15,88.27,47.7715208429944,51.5618084622693
420000,湖北省,2008,11728.64,5892.03,4225.38,3007.43,1217.95,1666.65,5716.36,5368.99,347.37,120.25,50.2362592764378,48.738472661792
420000,湖北省,2007,9550.04,4999.66,3709.69,2657.87,1051.82,1289.97,4450.25,4371.14,79.11,100.13,52.3522414565803,46.5992812595549
420000,湖北省,2006,7972.33,4245.68,3124.37,2218.22,906.15,1121.31,3634.13,3555.21,78.92,92.52,53.2551964105851,45.584289661868
420000,湖北省,2005,6520.14,3645.71,2785.42,1970.1,815.32,860.29,2943.58,2804.01,139.57,-69.15,55.9145969258329,45.1459631234912
420000,湖北省,2004,5633.3,3174.18,2452.62,1751.85,700.77,721.56,2538.77,2325.87,212.9,-79.65,56.3467239451121,45.0671897466849
420000,湖北省,2003,4910.53,2819.24,2188.04,1550.36,637.68,631.2,2037.19,1875.78,161.41,54.1,57.41213270258,41.4861532258229
420000,湖北省,2002,4416.88,2499.95,1951.54,1344.72,606.82,548.41,1905.92,1699.78,206.14,11.01,56.5999076271033,43.1508213942874
420000,湖北省,2001,4102.08,2262.67,1767.37,1181.96,585.41,495.3,1884.57,1610.93,273.64,-45.16,55.1590900226227,45.9418148841563
420000,湖北省,2000,3760.48,2030.07,1594.06,1034.96,559.1,436.01,1882.47,1451.85,430.62,-152.06,53.9843317874314,50.0593009403055
430000,湖南省,2019,,,,,,,,,,,,
430000,湖南省,2018,,,,,,,,,,,,
430000,湖南省,2017,33902.67,18075.98,13283.88,9639.0,3644.88,4792.1,17585.44,17159.52,425.92,-1758.75,53.3172756010072,51.8703689119471
430000,湖南省,2016,31551.37,16122.55,11897.7,8469.38,3428.32,4224.85,16737.27,16477.36,259.91,-1308.45,51.0993658912434,53.0476806553883
430000,湖南省,2015,28902.21,14755.76,11011.49,7710.05,3301.44,3744.27,15555.06,15085.0,470.06,-1408.61,51.0540889433715,53.8196214061139
430000,湖南省,2014,27037.32,12463.11,9657.14,6929.33,2727.81,2805.97,15652.18,15139.68,512.5,-1077.97,46.0959518177097,57.8910187844061
430000,湖南省,2013,24501.7,11281.02,8610.74,6150.81,2459.93,2670.28,14001.63,13573.85,427.78,-781.0,46.0,57.1
430000,湖南省,2012,22154.23,10166.09,7768.35,5482.75,2285.6,2397.74,12488.84,11990.65,498.19,-500.7,45.8878056244789,56.3722593834225
430000,湖南省,2011,19669.56,9088.73,6942.88,4883.44,2059.44,2145.85,10913.43,10487.26,426.17,-332.6,46.2,55.5
430000,湖南省,2010,16037.96,7603.53,5788.85,4127.05,1661.8,1814.68,8780.76,8568.77,211.99,-346.33,47.4,54.7
430000,湖南省,2009,13059.69,6644.74,5069.09,3546.83,1522.26,1575.65,6773.35,6666.8,106.55,-358.4,50.9,51.9
430000,湖南省,2008,11555.0,5988.91,4554.12,3091.74,1462.38,1434.79,5655.36,5571.61,83.75,-89.27,51.8,48.9
430000,湖南省,2007,9439.6,5275.29,3970.53,2652.67,1317.86,1304.76,4284.22,4194.92,89.3,-119.91,55.8846773168355,45.3856095597271
430000,湖南省,2006,7688.67,4608.61,3488.56,2275.72,1212.84,1120.05,3250.48,3159.17,91.31,-170.42,59.9402757564052,42.2762324303163
430000,湖南省,2005,6596.1,4026.02,3092.25,1952.62,1139.63,933.77,2576.17,2520.38,55.79,-6.09,61.0363699761981,39.0559573081063
430000,湖南省,2004,5641.94,3552.05,2680.61,1641.96,1038.65,871.44,2173.55,1978.31,195.24,-83.66,63.0,38.5
430000,湖南省,2003,4659.99,3046.5,2290.01,1377.83,912.18,756.49,1599.06,1613.12,-14.06,14.43,65.4,34.3
430000,湖南省,2002,4151.54,2754.62,2075.13,1185.6,889.53,679.49,1391.46,1380.89,10.57,5.46,66.4,33.5
430000,湖南省,2001,3831.9,2638.39,2030.06,1146.61,883.45,608.33,1190.12,1233.17,-43.05,3.39,68.9,31.1
430000,湖南省,2000,3551.49,2471.77,1928.94,1028.89,900.05,542.83,1046.05,1082.0,-35.95,33.67,69.6,29.5
440000,广东省,2019,,,,,,,,,,,,
440000,广东省,2018,,,,,,,,,,,,
440000,广东省,2017,89705.23,45128.95,34097.05,28712.16,5384.89,11031.9,39657.52,38390.85,1266.67,4918.76,50.3080478139346,44.2087044423162
440000,广东省,2016,80854.91,40885.91,31127.58,26113.94,5013.64,9758.33,34647.09,33279.65,1367.44,5321.91,50.5670094741309,42.8509412724595
440000,广东省,2015,72812.55,37211.27,28438.58,23884.12,4554.46,8772.69,30374.17,29250.44,1123.73,5227.11,51.1055717729979,41.7155696373771
440000,广东省,2014,67809.85,33920.56,26263.14,21913.85,4349.29,7657.42,28759.81,27930.81,829.0,5129.48000000001,50.0230571222322,42.4124371311837
440000,广东省,2013,62163.97,32196.22,25208.46,21771.95,3436.51,6987.76,26050.75,24997.73,1053.02,3916.99999999999,51.7924128719578,41.9065095102517
440000,广东省,2012,57067.92,29264.26,23022.47,19898.98,3123.49,6241.79,22871.85,22033.82,838.03,4931.80999999999,51.2797032027801,40.0782961776073
440000,广东省,2011,53210.28,26074.76,20504.11,17735.53,2768.58,5570.65,21003.62,19432.79,1570.83,6131.9,49.00323772023,39.4728612591402
440000,广东省,2010,46013.06,22480.91,17702.35,15438.42,2263.93,4778.56,17706.61,16515.11,1191.5,5825.54,48.8576721478641,38.4817049768044
440000,广东省,2009,39482.56,19179.4,15261.29,13233.01,2028.28,3918.11,14951.41,14025.08,926.33,5351.75,48.576890657546,37.8683904995016
440000,广东省,2008,36796.71,17202.13,13599.73,11812.6,1787.13,3602.4,12257.94,11471.36,786.58,7336.64,46.749097949246,33.312597783878
440000,广东省,2007,31777.01,14842.85,11781.66,10229.41,1552.25,3061.19,10701.48,9964.01,737.47,6232.68,46.709397769016,33.6767996737264
440000,广东省,2006,26587.76,12635.59,9895.13,8470.02,1425.11,2740.46,9307.9,8489.71,818.19,4644.27,47.5240862712767,35.0082143061318
440000,广东省,2005,22557.37,11450.96,8968.54,7560.24,1408.3,2482.42,8239.73,7418.23,821.5,2866.68,50.7637193520344,36.5278842347313
440000,广东省,2004,18864.62,10162.0388462947,7953.59999999998,6729.37999999998,1224.22,2208.43884629472,7214.69613098777,5957.86498756594,1256.83114342184,1487.88502271753,53.8682403689801,38.2445876513165
440000,广东省,2003,15844.6350733733,8643.43938206234,6537.5290873851,5273.68997684668,1263.83911053842,2105.91029467724,5911.96938015251,4986.52840492485,925.440975227656,1289.22631115847,54.5512051368574,37.3121208079288
440000,广东省,2002,13502.4248567801,7286.6342550529,5449.58086725036,4025.5385175207,1424.04234972966,1837.05338780254,4762.90364806683,4023.72933156211,739.174316504718,1452.88695366034,53.9653753480732,35.2744318045599
440000,广东省,2001,12039.2535556379,6255.92466102343,4733.52618220282,3318.27787382463,1415.24830837819,1522.39847882061,4392.50908955069,3447.51801099251,944.991078558182,1390.81980506378,51.9627286867284,36.4848955896747
440000,广东省,2000,10741.2528756176,5714.45879126965,4474.10859389026,3125.4399255937,1348.66866829656,1240.35019737938,3850.80843201671,3093.81921215835,756.989219858359,1175.98565233129,53.2010451428931,35.8506449536994
450000,广西壮族自治区,2019,,,,,,,,,,,,
450000,广西壮族自治区,2018,,,,,,,,,,,,
450000,广西壮族自治区,2017,18523.26,10505.44,7847.07,5522.05,2325.02,2658.37,9364.46,9034.54,329.92,-1346.64,56.7148547285953,50.5551398619897
450000,广西壮族自治区,2016,18317.64,9834.45,7231.78,5154.98,2076.8,2602.67,12363.85,12114.06,249.79,-3880.66,53.6884118259776,67.4969592152701
450000,广西壮族自治区,2015,16803.12,8878.53,6645.66,4756.84,1888.82,2232.87,11452.17,11264.65,187.52,-3527.58,52.8385799780041,68.1550212103467
450000,广西壮族自治区,2014,15672.89,8187.66,6131.54,4413.45,1718.09,2056.12,10789.81,10463.07,326.74,-3304.58,52.2409077075128,68.8437805663155
450000,广西壮族自治区,2013,14378.0,7407.67,5504.38,3983.78,1520.6,1903.29,10129.47,9725.64,403.83,-3159.1,51.5,70.5
450000,广西壮族自治区,2012,13035.09,6517.95,4905.76,3473.98,1431.78,1612.19,11068.47,10547.35,521.12,-4551.33,50.0031069981105,84.9128774715019
450000,广西壮族自治区,2011,11720.87,5601.59,4248.3,2972.15,1276.15,1353.29,10036.05,9745.72,290.33,-3916.77,47.7915888496332,85.62546978168
450000,广西壮族自治区,2010,9569.85,4942.23,3745.84,2656.95,1088.89,1196.39,7934.8,7785.5,149.3,-3307.18,51.6437561717268,82.914570238823
450000,广西壮族自治区,2009,7759.16,4375.89,3369.86,2354.46,1015.4,1006.03,5795.76,5533.23,262.53,-2412.49,56.3964398208054,74.6957144845576
450000,广西壮族自治区,2008,7021.0,3880.17,2947.82,2002.04,945.78,932.35,4093.19,3762.7,330.49,-952.36,55.2652043868395,58.2992451217775
450000,广西壮族自治区,2007,5823.41,3343.41,2425.83,1592.75,833.08,917.58,2994.88,2791.97,202.91,-514.88,57.4132681710544,51.4282868628518
450000,广西壮族自治区,2006,4746.16,2779.59,2006.99,1252.5,754.49,772.6,2200.39,2141.72,58.67,-233.82,58.565029413252,46.3614795961367
450000,广西壮族自治区,2005,3984.1,2463.52,1808.47,1081.15,727.32,655.05,1798.25,1749.87,48.38,-277.67,61.8337893125173,45.1356642654552
450000,广西壮族自治区,2004,3433.5,2097.15,1537.99,912.88,625.11,559.16,1356.35,1296.55,59.8,-20.0,61.0790738313674,39.5034221639726
450000,广西壮族自治区,2003,2821.11,1859.55,1360.25,783.53,576.72,499.3,1030.4,990.71,39.69,-68.8399999999999,65.9155438816636,36.5246303759868
450000,广西壮族自治区,2002,2523.73,1699.73,1250.93,690.74,560.19,448.8,877.93,842.72,35.21,-53.93,67.349914610517,34.7870017791127
450000,广西壮族自治区,2001,2279.34,1595.34,1159.34,636.39,522.95,436.0,769.04,735.56,33.48,-85.0399999999997,69.9913132748954,33.7395912851966
450000,广西壮族自治区,2000,2080.04,1448.32,1091.0,583.98,507.02,357.32,676.12,670.65,5.46999999,-44.4,69.6294302032653,32.5051441318436
460000,海南省,2019,,,,,,,,,,,,
460000,海南省,2018,,,,,,,,,,,,
460000,海南省,2017,4462.54,2781.82,1929.43,1464.5,464.93,852.39,2815.67,2808.53,7.14,-1134.95,62.3371443169137,63.0956809350728
