省份编码,省份,年份,城镇基本医疗保险年末参保人数(万人),城镇职工基本医疗保险年末参保人数(万人),城镇在岗职工基本医疗保险年末参保人数(万人),城镇退休人员基本医疗保险年末参保人数(万人),城镇居民基本医疗保险年末参保人数(万人),城镇基本医疗保险基金收入(万元),城镇职工医疗保险基金收入(万元),城镇居民医疗保险基金收入(万元),城镇基本医疗保险基金支出(万元),城镇职工医疗保险基金支出(万元),城镇居民医疗保险基金支出(万元),城镇基本医疗保险基金累计结余(万元),城镇职工医疗保险基金累计结余(万元),城镇居民医疗保险基金累计结余(万元)
230000,黑龙江省,2015,1594.8276,873.7368,543.6129,330.1239,721.0908,2665983.0,2297651.0,368332.0,2436377.0,2130294.0,306083.0,3209391.0,2735285.0,474106.0
230000,黑龙江省,2014,1586.372,873.8735,549.5967,324.2768,712.4985,2413407.0,2104176.0,309231.0,2170520.0,1927954.0,242566.0,2979653.0,2568573.0,411080.0
230000,黑龙江省,2013,1580.384,868.0855,556.4716,311.6139,712.2985,2120180.0,1873883.0,246297.0,1905753.0,1699612.0,206141.0,2737338.0,2392353.0,344985.0
230000,黑龙江省,2012,1580.3221,867.8367,558.2701,309.5666,712.4854,1876871.109708,1635238.565848,241632.54386,1604681.173233,1451848.62403,152832.549203,2523023.320788,2218083.504331,304939.816457
230000,黑龙江省,2011,1578.0375,881.0077,587.3798,293.6279,697.0298,1653187.0,1470838.0,182349.0,1297493.0,1185112.0,112381.0,2250833.0,2034693.0,216140.0
230000,黑龙江省,2010,,873.7,595.3,278.4,,,1133000.0,,,954000.0,,,1749000.0,
230000,黑龙江省,2009,1544.3209,851.3045,594.8027,256.5018,693.0164,,1292296.0,,,813255.0,,,1569732.0,
230000,黑龙江省,2008,,788.2502,572.2741,215.9761,,,931703.0,,,612929.0,,,1054318.0,
230000,黑龙江省,2007,,752.2439,549.9728,202.2711,,,699092.0,,,464638.0,,,735544.0,
230000,黑龙江省,2006,,708.1673,515.2679,192.8994,,559886.0,,,377331.0,,,501090.0,,
230000,黑龙江省,2005,,602.85,432.4649,170.3889,,423163.0,,,332442.0,,,318535.0,,
230000,黑龙江省,2004,,544.13,392.4672,151.6579,,346652.0,,,268091.0,,,227814.0,,
230000,黑龙江省,2003,,435.25,313.1872,122.06,,154843.0,,,112356.0,,,115326.0,,
230000,黑龙江省,2002,,392.8,284.6,108.2,,99778.0,,,63249.0,,,72839.0,,
230000,黑龙江省,2001,,,,,,,,,,,,,,
230000,黑龙江省,2000,,,,,,,,,,,,,,
310000,上海市,2019,1889.1478,1539.3206,1026.9352,512.3854,349.8272,14452802.57563,13566370.244221,886432.331409,9711202.081076,8917698.503004,793503.578072,29312009.061827,29203571.843214,108437.218613
310000,上海市,2018,1866.0674,1523.3096,1020.61,502.6996,342.7578,11995327.1927,11193113.53,802213.6627,8942573.0391,8095121.215,847451.8241,23909776.598613,23894268.138613,15508.46
310000,上海市,2017,1839.7585,1495.1299,1005.3958,489.7341,344.6286,14043528.0,13403774.0,639754.0,7294028.0,6637342.0,656686.0,20857022.0,20796275.0,60747.0
310000,上海市,2016,1806.668,1468.6371,991.6016,477.0355,338.0309,9034909.0,8497012.0,537897.0,6095330.0,5540245.0,555085.0,14107523.0,14029844.0,77679.0
310000,上海市,2015,1719.2399,1446.3695,980.5379,465.8316,272.8704,7570909.0,7330656.0,240253.0,5284686.0,5018563.0,266123.0,11114466.0,11073079.0,41387.0
310000,上海市,2014,1678.5097,1420.8492,967.6433,453.2059,257.6605,6733509.0,6486562.0,246947.0,4762613.0,4519890.0,242723.0,8828243.0,8760985.0,67258.0
310000,上海市,2013,1650.4828,1394.0867,955.7008,438.3859,256.3961,6248431.0,6005799.0,242632.0,4148886.0,3941305.0,207581.0,6857347.0,6794313.0,63034.0
310000,上海市,2012,1638.5656,1375.979,954.4573,421.5217,262.5866,5457010.2194,5248212.222215,208797.997185,3678035.747998,3484754.231922,193281.516076,4757801.957918,4729819.821965,27982.135953
310000,上海市,2011,1591.8051,1342.0552,937.9445,404.1107,249.7499,4289506.0,4060296.0,229210.0,3356453.0,3128251.0,228202.0,2978828.0,2966362.0,12466.0
310000,上海市,2010,,1405.9,1017.1,388.8,,,3167000.0,,,2870000.0,,,2034000.0,
310000,上海市,2009,1583.7936,1329.6079,957.0654,372.5425,254.1857,,2684630.0,,,2311283.0,,,1737391.0,
310000,上海市,2008,,1171.6692,850.7794,320.8898,,,2364868.0,,,2120318.0,,,1364046.0,
310000,上海市,2007,,1096.8062,790.4396,306.3666,,,2028308.0,,,1795833.0,,,1119495.0,
310000,上海市,2006,,1023.29,732.3071,290.9829,,1705656.0,,,1561231.0,,,805223.0,,
310000,上海市,2005,,728.57,452.7207,275.8548,,1510763.0,,,1464370.0,,,660798.0,,
310000,上海市,2004,,714.11,453.2628,260.8526,,1342929.0,,,1194508.0,,,614405.0,,
310000,上海市,2003,,709.63,459.0714,250.5609,,1215590.0,,,1170618.0,,,465984.0,,
310000,上海市,2002,,694.9,449.0,245.9,,904147.0,,,723731.0,,,606818.0,,
310000,上海市,2001,,,,,,,,,,,,,,
310000,上海市,2000,,,,,,,,,,,,,,
320000,江苏省,2019,7848.8287,2954.0451,2189.5502,764.4949,4894.7836,18010418.262917,13364003.296589,4646414.966328,15559795.39579,10918106.675727,4641688.720063,20898739.219238,18577149.979452,2321589.239786
320000,江苏省,2018,7721.7462,2752.6348,2029.5066,723.1282,4969.1114,15766843.224,11413714.45,4353128.774,12991111.438,9110802.124,3880309.314,18156096.816945,15839233.826945,2316862.99
320000,江苏省,2017,7619.1009,2601.1269,1921.3569,679.77,5017.974,13687496.0,9786216.0,3901280.0,11493646.0,8100151.0,3393495.0,14636243.0,12829463.0,1806780.0
320000,江苏省,2016,3984.3869,2490.5271,1849.3625,641.1646,1493.8598,9904685.0,8680244.0,1224441.0,8435546.0,7338929.0,1096617.0,11871734.0,11117937.0,753797.0
320000,江苏省,2015,4014.2928,2428.9992,1818.1996,610.7996,1585.2936,8757507.0,7819077.0,938430.0,7515464.0,6657290.0,858174.0,10393956.0,9795949.0,598007.0
320000,江苏省,2014,3797.4774,2361.8091,1784.8586,576.9505,1435.6683,7715934.0,6974897.0,741037.0,6519321.0,5854891.0,664430.0,9140922.0,8634162.0,506760.0
320000,江苏省,2013,3427.5961,2274.7258,1731.0891,543.6367,1152.8703,6750029.0,6103487.0,646542.0,5504009.0,4953637.0,550372.0,7958456.0,7514159.0,444297.0
320000,江苏省,2012,3608.8483,2155.4719,1646.5282,508.9437,1453.3764,5832242.049915,5312281.652951,519960.396964,4649556.18521,4183216.671196,466339.514014,6716724.62441,6364310.16204,352414.46237
320000,江苏省,2011,3500.5174,2012.4383,1541.5459,470.8924,1488.0791,4590631.0,4217290.0,373341.0,3674758.0,3378002.0,296756.0,5532313.0,5235246.0,297067.0
320000,江苏省,2010,,1848.3,1405.1,443.2,,,3398000.0,,,2701000.0,,,4396000.0,
320000,江苏省,2009,3030.9979,1701.1279,1282.5009,418.627,1329.87,,2914535.0,,,2310673.0,,,3699534.0,
320000,江苏省,2008,,1604.2509,1213.904,390.3469,,,2639020.0,,,1783906.0,,,3100817.0,
320000,江苏省,2007,,1435.7847,1070.3352,365.4495,,,2035165.0,,,1337052.0,,,2245702.0,
320000,江苏省,2006,,1274.2751,935.769,338.5061,,1546144.0,,,1077313.0,,,1549486.0,,
320000,江苏省,2005,,1124.09,821.0696,303.0201,,1179901.0,,,905982.0,,,1044373.0,,
320000,江苏省,2004,,976.73,715.1073,261.6196,,944043.0,,,693545.0,,,770454.0,,
320000,江苏省,2003,,815.01,587.4279,227.5836,,733229.0,,,555503.0,,,519956.0,,
320000,江苏省,2002,,690.9,507.7,183.2,,512700.0,,,354164.0,,,342230.0,,
320000,江苏省,2001,,,,,,,,,,,,,,
320000,江苏省,2000,,,,,,,,,,,,,,
330000,浙江省,2019,5461.4646,2426.6135,1950.1054,476.5081,3034.8511,16251007.272426,11544656.221114,4706351.051312,13705216.277609,9505265.944439,4199950.33317,21103018.302738,19410680.776566,1692337.526172
