省份编码,省份,年份,城镇职工参加养老保险人数(万人),在职职工参加养老保险人数(万人),离退人员参加养老保险人数(万人),基本养老保险基金收入(万元),基本养老保险基金支出(万元),基本养老保险累计结余(万元)
430000,湖南省,2019,1557.834,1071.846,485.988,17675386.0,16201643.0,18366531.0
430000,湖南省,2018,1402.392,947.873,454.519,21292193.0,16102465.0,16574943.0
430000,湖南省,2017,1279.331,856.623,422.708,14481178.0,13490983.0,11041215.0
430000,湖南省,2016,1186.654,823.776,362.878,10866682.0,10189638.0,10069753.0
430000,湖南省,2015,1160.069,791.078,368.991,9101115.0,8494232.0,9392707.0
430000,湖南省,2014,1118.8914,769.8485,349.0429,8115354.0,7304336.0,8785824.0
430000,湖南省,2013,1091.7322,762.2179,329.5143,7336980.0,6221449.0,7974805.0
430000,湖南省,2012,1047.9779,747.6198,300.3581,6078375.0,5027531.0,6859274.0
430000,湖南省,2011,988.1913,710.2986,277.8927,5416003.0,4166080.0,5808430.0
430000,湖南省,2010,938.9,673.5,265.4,4523000.0,3551000.0,4559000.0
430000,湖南省,2009,879.0727,632.9314,246.1413,3843112.0,3078605.0,3585915.0
430000,湖南省,2008,829.0536,593.7196,235.334,3395314.0,2636419.0,2821408.0
430000,湖南省,2007,,556.6637,227.3222,2724628.0,2233342.0,2062512.0
430000,湖南省,2006,,541.7677,209.8773,2134488.0,1813158.0,1568268.0
430000,湖南省,2005,,523.4094,195.2394,1734508.0,1519918.0,1246938.0
430000,湖南省,2004,,506.3302,185.3855,1578340.0,1303399.0,1032348.0
430000,湖南省,2003,,468.686,167.503,1363588.0,1189872.0,757407.0
430000,湖南省,2002,,458.8,157.7,1209728.0,1037192.0,583691.0
430000,湖南省,2001,,455.4109,147.9886,678999.0,700395.0,233060.0
430000,湖南省,2000,,327.3701,,,,
440000,广东省,2019,4633.439,3962.236,671.203,55932194.0,37614546.0,123435701.0
440000,广东省,2018,4919.656,4283.036,636.62,45713485.0,24506412.0,111288058.0
440000,广东省,2017,5287.077,4718.032,569.045,34570408.0,18980432.0,92450988.0
440000,广东省,2016,5392.432,4867.852,524.58,28187145.0,16786678.0,76525595.0
440000,广东省,2015,5086.527,4613.273,473.254,25636280.0,14754831.0,65327542.0
440000,广东省,2014,4809.4651,4363.6037,445.8614,20593986.0,12891373.0,54441665.0
440000,广东省,2013,4183.0372,3761.7354,421.3018,18425447.0,10500237.0,46731270.0
440000,广东省,2012,4034.0837,3643.8353,390.2484,16809262.0,9008626.0,38796116.0
440000,广东省,2011,3800.7439,3428.1905,372.5534,14003260.0,7645077.0,31081507.0
440000,广东省,2010,3215.2,2875.6,339.6,11391000.0,6277000.0,24715000.0
440000,广东省,2009,2716.4342,2422.271,294.1632,8864664.0,5530967.0,19514380.0
440000,广东省,2008,2444.2509,2171.2293,273.0216,7871392.0,4486497.0,16210320.0
440000,广东省,2007,,1969.6235,257.1705,6384181.0,3834936.0,12825296.0
440000,广东省,2006,,1728.7755,243.5489,5601730.0,3072807.0,10272943.0
440000,广东省,2005,1564.8,1564.8628,231.2319,4576734.0,2799381.0,7754623.0
440000,广东省,2004,,1368.4494,220.3874,3735659.0,2335138.0,5967514.0
440000,广东省,2003,,1278.4748,203.7561,3055375.0,1972110.0,4567456.0
440000,广东省,2002,,1211.9,193.5,2437723.0,1620084.0,3474105.0
440000,广东省,2001,,1183.2974,186.9872,2035383.0,1344255.0,2062858.0
440000,广东省,2000,,998.3374,,,,
450000,广西壮族自治区,2019,869.523,601.163,268.36,11286816.0,10796615.0,7551925.0
450000,广西壮族自治区,2018,825.876,565.537,260.339,12488646.0,11267703.0,6931796.0
450000,广西壮族自治区,2017,777.791,525.926,251.865,9770349.0,8818547.0,5566611.0
450000,广西壮族自治区,2016,751.912,511.239,240.673,8528352.0,8489952.0,4603839.0
450000,广西壮族自治区,2015,576.629,389.76,186.869,4791203.0,4708900.0,4565440.0
450000,广西壮族自治区,2014,557.5905,377.3118,180.2787,4137740.0,4123780.0,4480396.0
450000,广西壮族自治区,2013,538.3687,365.7722,172.5965,3677512.0,3641644.0,4466435.0
450000,广西壮族自治区,2012,512.6503,349.068,163.5823,3261919.0,2970875.0,4430566.0
450000,广西壮族自治区,2011,483.7549,332.2639,151.491,2786103.0,2436343.0,4139523.0
450000,广西壮族自治区,2010,449.3,311.2,138.1,2879000.0,1935000.0,3790000.0
450000,广西壮族自治区,2009,411.3232,293.3712,117.952,2436072.0,1471739.0,2845216.0
450000,广西壮族自治区,2008,368.0521,273.1013,94.9508,1809465.0,1110739.0,1880885.0
450000,广西壮族自治区,2007,,243.3018,82.1507,1379146.0,847043.0,1182161.0
450000,广西壮族自治区,2006,,225.6135,77.0923,792098.0,713375.0,649762.0
450000,广西壮族自治区,2005,288.61,215.2876,73.3163,693388.0,584104.0,571039.0
450000,广西壮族自治区,2004,279.3104,209.0934,70.217,596850.0,496606.0,461552.0
450000,广西壮族自治区,2003,,198.5396,66.259,502828.0,462505.0,333686.0
450000,广西壮族自治区,2002,,193.7,63.5,472946.0,438302.0,285420.0
450000,广西壮族自治区,2001,,190.2436,58.7052,373138.0,339867.0,251156.0
450000,广西壮族自治区,2000,,184.8839,,,,
460000,海南省,2019,280.953,208.291,72.662,3245150.0,2801012.0,2814443.0
460000,海南省,2018,257.953,187.468,70.485,3260717.0,2678427.0,2346304.0
460000,海南省,2017,240.888,172.006,68.882,2711223.0,2319659.0,1735014.0
460000,海南省,2016,224.93,158.462,66.468,1980124.0,1778449.0,1343451.0
460000,海南省,2015,249.848,187.865,61.983,1679503.0,1574501.0,1141776.0
460000,海南省,2014,242.3242,182.3859,59.9383,1407848.0,1385360.0,1036774.0
460000,海南省,2013,231.4981,174.4307,57.0674,1273080.0,1199515.0,1014285.0
460000,海南省,2012,214.1629,161.6332,52.5297,1230257.0,1143554.0,940719.0
460000,海南省,2011,199.855,152.0876,47.7674,1156864.0,951562.0,854017.0
460000,海南省,2010,180.8,135.4,45.4,802000.0,741000.0,649000.0
460000,海南省,2009,168.0826,124.8647,43.2179,728548.0,577765.0,587234.0
460000,海南省,2008,156.1943,114.2419,41.9524,638145.0,503620.0,436451.0
460000,海南省,2007,,101.9916,39.7454,500531.0,432897.0,301837.0
460000,海南省,2006,,94.0012,38.0456,407116.0,342905.0,231542.0
460000,海南省,2005,120.69,84.37,36.5486,313119.0,283228.0,167331.0
460000,海南省,2004,84.8323,84.8323,35.1782,289287.0,256022.0,139432.0
460000,海南省,2003,,83.1338,33.6012,228031.0,210100.0,106219.0
460000,海南省,2002,,79.3,31.9,207660.0,188078.0,88288.0
460000,海南省,2001,,77.6593,30.5129,164816.0,148281.0,68706.0
460000,海南省,2000,,99.1416,,,,
500000,重庆市,2019,1127.718,721.101,406.617,12383310.0,11924927.0,10901492.0
500000,重庆市,2018,1051.188,662.451,388.737,12022502.0,10929507.0,10259112.0
500000,重庆市,2017,989.174,628.332,360.842,14347277.0,13724280.0,8971117.0
500000,重庆市,2016,952.245,605.915,346.33,8198560.0,7404600.0,8348121.0
500000,重庆市,2015,849.292,544.408,304.884,7580575.0,6646210.0,7554160.0
500000,重庆市,2014,825.5042,532.2278,293.2764,6784483.0,5737868.0,6619734.0
500000,重庆市,2013,773.124,497.7591,275.3649,6072440.0,5080227.0,5573120.0
500000,重庆市,2012,716.8569,469.885,246.9719,5358316.0,4126643.0,4580692.0
500000,重庆市,2011,647.5558,427.4835,220.0723,4152734.0,3360746.0,3348306.0
500000,重庆市,2010,584.4,391.9,192.5,3108000.0,2736000.0,2556000.0
500000,重庆市,2009,492.8359,316.3296,176.5063,3177655.0,2405119.0,2092064.0
500000,重庆市,2008,406.1038,275.4178,130.686,2047902.0,1573936.0,1319529.0
500000,重庆市,2007,,232.1156,112.6574,1492551.0,1166491.0,845562.0
500000,重庆市,2006,,209.4437,107.9051,1122487.09,959423.1,519129.2
500000,重庆市,2005,189.6,189.6408,100.5147,790803.0,672952.0,319855.0
500000,重庆市,2004,282.13,187.0374,96.8284,654164.0,607890.0,202004.0
500000,重庆市,2003,,187.6457,92.3762,575475.0,536253.0,155727.0
500000,重庆市,2002,,192.5,87.8,540739.0,506385.0,116505.0
500000,重庆市,2001,,188.0345,82.2812,378502.0,389779.0,71836.0
500000,重庆市,2000,,192.1536,,,,
510000,四川省,2019,2700.322,1784.599,915.723,27549401.0,27641794.0,37594829.0
510000,四川省,2018,2543.71,1662.089,881.621,28842406.0,25320781.0,36868218.0
510000,四川省,2017,2335.069,1519.033,816.036,32958865.0,22764386.0,32457590.0
510000,四川省,2016,2157.603,1379.773,777.83,27399020.0,26799491.0,22263112.0
510000,四川省,2015,1938.984,1250.064,688.92,16806498.0,15275756.0,21663582.0
510000,四川省,2014,1839.6905,1191.6152,648.0753,15767686.0,13131614.0,20132840.0
510000,四川省,2013,1720.2586,1124.069,596.1896,13929069.0,11075562.0,17496769.0
510000,四川省,2012,1615.3527,1073.6828,541.6699,11320054.0,9277164.0,14643263.0
510000,四川省,2011,1494.2446,998.8074,495.4372,10856128.0,7539284.0,12600372.0
510000,四川省,2010,1300.9,861.9,439.0,8040000.0,6087000.0,9284000.0
510000,四川省,2009,1176.1843,782.6727,393.5116,7206458.0,4905443.0,7331148.0
510000,四川省,2008,1017.8567,711.1309,306.7258,5150867.0,3724401.0,5029958.0
510000,四川省,2007,,647.9887,269.3965,3872932.0,2874897.0,3603491.0
510000,四川省,2006,,597.7471,244.904,2927691.0,2282010.0,2605456.0
510000,四川省,2005,,562.7233,230.6851,2331002.0,1806205.0,1959706.0
510000,四川省,2004,,465.3426,202.6692,1889174.0,1526936.0,1421675.0
510000,四川省,2003,,418.0438,187.506,1729205.0,1451783.0,1111592.0
510000,四川省,2002,,411.2,178.1,1291605.0,1132404.0,681789.0
510000,四川省,2001,,409.4958,169.4045,946059.0,892375.0,410462.0
510000,四川省,2000,,412.1685,,,,
520000,贵州省,2019,677.498,521.721,155.777,7256181.0,6134883.0,8940492.0
520000,贵州省,2018,639.815,490.089,149.726,7992502.0,6365733.0,7819193.0
520000,贵州省,2017,588.173,446.914,141.259,6671009.0,5756916.0,6192424.0
520000,贵州省,2016,423.577,323.939,99.638,3312941.0,2838769.0,5278331.0
520000,贵州省,2015,392.095,297.264,94.831,3153805.0,2421634.0,4804159.0
520000,贵州省,2014,361.4535,274.3164,87.1371,2598302.0,2077951.0,4071989.0
520000,贵州省,2013,337.2946,254.6816,82.613,2402063.0,1784537.0,3551638.0
520000,贵州省,2012,309.3767,231.6696,77.7071,2169403.0,1530728.0,2934113.0
520000,贵州省,2011,282.0634,210.7138,71.3496,1792351.0,1275518.0,2295438.0
520000,贵州省,2010,257.3,190.3,67.0,1446000.0,1074000.0,1779000.0
520000,贵州省,2009,235.6135,172.1398,63.4737,1248126.0,899087.0,1407464.0
520000,贵州省,2008,215.8926,156.5679,59.3247,1000819.0,749884.0,1058426.0
520000,贵州省,2007,,149.3928,56.5352,793842.0,617958.0,807491.0
520000,贵州省,2006,,139.1401,54.1083,665613.0,536453.0,623377.0
520000,贵州省,2005,183.31,132.0247,51.6545,532469.0,433645.0,494217.0
520000,贵州省,2004,,124.8053,50.0454,455113.0,379979.0,395734.0
520000,贵州省,2003,,120.0131,47.9775,415840.0,348341.0,320611.0
520000,贵州省,2002,,124.0,44.9,376246.0,325987.0,253067.0
520000,贵州省,2001,,116.5723,42.3839,300252.0,265171.0,202808.0
520000,贵州省,2000,,124.9324,,,,
530000,云南省,2019,649.878,468.412,181.466,9513429.0,7645233.0,13252094.0
530000,云南省,2018,616.216,440.227,175.989,8779526.0,6903500.0,11383899.0
530000,云南省,2017,591.459,420.119,171.34,10960131.0,9588964.0,9507871.0
530000,云南省,2016,581.796,413.776,168.02,6642813.0,5011201.0,8136704.0
530000,云南省,2015,412.944,291.149,121.795,4064844.0,3290209.0,6505092.0
530000,云南省,2014,397.892,279.2256,118.6664,3581532.0,2881708.0,5730457.0
530000,云南省,2013,384.3192,268.6236,115.6956,3338163.0,2537697.0,5030635.0
530000,云南省,2012,364.4729,253.7637,110.7092,2984770.0,2113252.0,4230168.0
530000,云南省,2011,342.8186,238.6613,104.1573,2773489.0,1707701.0,3358651.0
530000,云南省,2010,317.4,225.1,92.3,1940000.0,1442000.0,2293000.0
530000,云南省,2009,306.5407,216.3156,90.2251,1679616.0,1268062.0,1795128.0
530000,云南省,2008,293.7182,204.3722,89.346,1435716.0,1128190.0,1384333.0
530000,云南省,2007,,191.7533,87.6082,1193313.0,965348.0,1076806.0
530000,云南省,2006,,183.631,83.7882,993642.0,859529.0,848609.0
530000,云南省,2005,258.69,176.7858,81.9039,862728.0,713312.0,714496.0
530000,云南省,2004,,175.8831,79.3818,781673.0,671232.0,565080.0
530000,云南省,2003,,179.5575,77.7777,718964.0,616629.0,454622.0
530000,云南省,2002,,178.0,74.1,686356.0,595278.0,337392.0
530000,云南省,2001,,173.5094,69.6096,507591.0,531767.0,117640.0
530000,云南省,2000,,184.0538,,,,
540000,西藏自治区,2019,48.199,38.185,10.014,1391017.0,1073579.0,1712340.0
540000,西藏自治区,2018,46.213,36.64,9.573,1105403.0,946802.0,1394902.0
540000,西藏自治区,2017,42.867,33.699,9.168,1307815.0,846828.0,1236299.0
540000,西藏自治区,2016,21.065,15.083,5.982,795189.0,517607.0,775315.0
540000,西藏自治区,2015,16.225,12.379,3.846,281579.0,187897.0,497732.0
540000,西藏自治区,2014,15.2465,11.5906,3.6559,232669.0,148909.0,404051.0
540000,西藏自治区,2013,14.0138,10.4847,3.5291,209679.0,134977.0,320291.0
540000,西藏自治区,2012,13.3118,9.8602,3.4516,182187.0,120454.0,245591.0
540000,西藏自治区,2011,11.2387,8.0339,3.2048,154929.0,106098.0,145435.0
540000,西藏自治区,2010,9.9,6.8,3.2,141000.0,76000.0,97000.0
540000,西藏自治区,2009,9.2331,6.1087,3.1244,105748.0,85118.0,31652.0
540000,西藏自治区,2008,8.5395,5.482,3.0575,74102.0,68340.0,11022.0
540000,西藏自治区,2007,,5.0575,3.0456,66220.0,68917.0,5260.0
540000,西藏自治区,2006,,4.4486,3.1418,58907.0,51058.0,7935.0
540000,西藏自治区,2005,,4.5729,3.1226,55794.0,55638.0,86.0
540000,西藏自治区,2004,,4.5159,3.0464,50742.0,50552.0,-70.0
540000,西藏自治区,2003,,4.4298,2.8327,48028.0,48216.0,-260.0
540000,西藏自治区,2002,,4.4,2.6,42089.0,42237.0,-72.0
540000,西藏自治区,2001,,4.5737,2.5638,33637.0,33633.0,76.0
540000,西藏自治区,2000,,5.1873,,,,
610000,陕西省,2019,1080.72,816.653,264.067,12540506.0,11874805.0,8042096.0
610000,陕西省,2018,991.99,733.742,258.248,11733050.0,10454081.0,6930124.0
610000,陕西省,2017,953.309,706.861,246.448,10492160.0,9618148.0,5661289.0
610000,陕西省,2016,790.824,577.267,213.557,6910583.0,6783399.0,4744847.0
610000,陕西省,2015,751.707,544.218,207.489,6049202.0,6129684.0,4533289.0
610000,陕西省,2014,716.4585,516.1364,200.3221,5761627.0,5429045.0,4455613.0
610000,陕西省,2013,684.9841,493.0387,191.9454,5361548.0,4649789.0,4148605.0
610000,陕西省,2012,643.4911,466.3621,177.129,4805745.0,4010819.0,3389152.0
610000,陕西省,2011,588.6216,433.1075,155.5141,3681128.0,3283177.0,2561987.0
610000,陕西省,2010,550.4,400.1,150.3,3028000.0,2650000.0,2158000.0
610000,陕西省,2009,458.8383,327.8833,130.955,2351763.0,2011951.0,1656272.0
610000,陕西省,2008,433.3678,308.998,124.3698,2033596.0,1707953.0,1300578.0
610000,陕西省,2007,,290.7271,117.3571,1575728.0,1345497.0,1024369.0
610000,陕西省,2006,,280.1661,111.3555,1340781.0,1057836.0,804843.0
610000,陕西省,2005,,268.3591,107.7661,1052042.0,832228.0,530677.0
610000,陕西省,2004,,266.7515,102.5128,871839.0,758323.0,316797.0
610000,陕西省,2003,,265.0106,97.3994,742622.0,685370.0,207032.0
610000,陕西省,2002,,261.3,90.8,681794.0,647734.0,150370.0
610000,陕西省,2001,,262.0085,83.3737,547683.0,506327.0,82951.0
610000,陕西省,2000,,218.318,,,,
620000,甘肃省,2019,469.376,309.821,159.555,5984802.0,5993237.0,4669817.0
620000,甘肃省,2018,454.71,299.295,155.415,5525736.0,5082248.0,4581253.0
620000,甘肃省,2017,429.842,288.228,141.614,3912788.0,3635249.0,4037444.0
620000,甘肃省,2016,314.967,200.913,114.054,3418499.0,3316501.0,3759905.0
620000,甘肃省,2015,306.209,197.013,109.196,3122292.0,3076069.0,3657908.0
620000,甘肃省,2014,298.8492,193.859,104.9902,2981741.0,2585832.0,3611685.0
620000,甘肃省,2013,288.3981,188.5457,99.8524,2579881.0,2247052.0,3215776.0
620000,甘肃省,2012,277.3694,183.6223,93.7471,2338942.0,1932051.0,2882947.0
620000,甘肃省,2011,262.9541,177.8639,85.0902,2233516.0,1539566.0,2476057.0
620000,甘肃省,2010,242.5,171.1,71.3,1661000.0,1272000.0,1782000.0
620000,甘肃省,2009,230.9138,163.3733,67.5405,1381039.0,1066411.0,1393614.0
620000,甘肃省,2008,220.9942,157.0015,63.9927,1147926.0,905332.0,1079214.0
620000,甘肃省,2007,,147.8095,60.6369,975059.0,713271.0,836620.0
620000,甘肃省,2006,,143.4317,57.7431,809178.0,613736.0,574168.0
620000,甘肃省,2005,,142.1751,55.1289,608803.0,504034.0,378727.0
620000,甘肃省,2004,,141.0645,53.4509,538257.0,464417.0,273958.0
620000,甘肃省,2003,,140.763,51.2353,473073.0,427163.0,200118.0
620000,甘肃省,2002,,139.9,48.1,442974.0,406797.0,119366.0
620000,甘肃省,2001,,143.1533,45.2715,372725.0,368372.0,83189.0
620000,甘肃省,2000,,143.7091,,,,
630000,青海省,2019,152.768,106.083,46.685,3005424.0,3232817.0,370307.0
630000,青海省,2018,145.093,100.347,44.746,2176725.0,2216966.0,540699.0
630000,青海省,2017,138.338,95.566,42.772,1975663.0,2054798.0,557939.0
630000,青海省,2016,132.31,90.872,41.438,1744613.0,1878418.0,630314.0
630000,青海省,2015,100.074,69.941,30.133,1033005.0,1111941.0,764130.0
630000,青海省,2014,94.5655,65.7392,28.8263,930955.0,908198.0,843054.0
630000,青海省,2013,90.3053,62.7526,27.5527,806603.0,774193.0,820297.0
630000,青海省,2012,86.0137,59.8516,26.1621,717729.0,649610.0,787886.0
630000,青海省,2011,81.515,56.3638,25.1512,750319.0,536305.0,719768.0
630000,青海省,2010,74.4,54.4,20.0,518000.0,434000.0,506000.0
630000,青海省,2009,71.3455,52.0245,19.321,460348.0,369157.0,421068.0
630000,青海省,2008,68.3026,49.6678,18.6348,398107.0,314058.0,329876.0
630000,青海省,2007,,47.202,17.9709,329474.0,255538.0,245827.0
630000,青海省,2006,,45.1017,17.3621,293149.0,229521.0,171891.0
630000,青海省,2005,59.9,43.0463,16.934,257911.0,188014.0,107950.0
630000,青海省,2004,,42.0614,16.458,191003.0,165280.0,36238.0
630000,青海省,2003,,40.532,15.9165,159085.0,156661.0,6600.0
630000,青海省,2002,,39.2,15.0,138618.0,139751.0,6953.0
630000,青海省,2001,,37.0874,14.8582,125107.0,124997.0,7395.0
630000,青海省,2000,,36.4266,,,,
640000,宁夏回族自治区,2019,226.602,160.592,66.01,2691214.0,2668388.0,2615062.0
640000,宁夏回族自治区,2018,216.126,152.502,63.624,2687864.0,2400513.0,2500235.0
640000,宁夏回族自治区,2017,205.208,144.973,60.235,2430240.0,2214083.0,2176884.0
640000,宁夏回族自治区,2016,189.274,131.47,57.804,2057916.0,1819202.0,1960728.0
640000,宁夏回族自治区,2015,157.516,111.118,46.398,1439319.0,1370770.0,1722013.0
640000,宁夏回族自治区,2014,151.4192,107.2316,44.1876,1171851.0,1182613.0,1653464.0
640000,宁夏回族自治区,2013,143.7698,101.8321,41.9377,1075675.0,997637.0,1662931.0
640000,宁夏回族自治区,2012,131.2306,91.3631,39.8675,907431.0,861986.0,1584893.0
640000,宁夏回族自治区,2011,121.4124,84.9825,36.4299,1131516.0,678739.0,1539448.0
640000,宁夏回族自治区,2010,107.8,77.3,30.5,847000.0,488000.0,1087000.0
640000,宁夏回族自治区,2009,89.3812,69.4025,19.9787,509642.0,381316.0,727417.0
640000,宁夏回族自治区,2008,82.5557,63.7418,18.8139,474598.0,334022.0,599092.0
640000,宁夏回族自治区,2007,,59.2918,17.7267,351043.0,238335.0,458517.0
640000,宁夏回族自治区,2006,,55.6425,16.6955,272356.0,203136.0,345809.0
640000,宁夏回族自治区,2005,,51.4965,16.0526,214295.0,159268.0,276589.0
640000,宁夏回族自治区,2004,,47.3058,15.164,197148.0,133374.0,221562.0
640000,宁夏回族自治区,2003,,46.4541,14.2624,165889.0,114540.0,157788.0
640000,宁夏回族自治区,2002,,45.3,13.7,138335.0,106691.0,106439.0
640000,宁夏回族自治区,2001,,44.67,13.2069,112996.0,97842.0,74795.0
640000,宁夏回族自治区,2000,,44.4926,,,,
650000,新疆维吾尔自治区,2019,744.217,525.205,219.012,11371482.0,10409189.0,13070350.0
650000,新疆维吾尔自治区,2018,695.274,484.314,210.96,10417071.0,9202076.0,12033059.0
650000,新疆维吾尔自治区,2017,646.38,442.077,204.303,10061224.0,9059619.0,10740063.0
650000,新疆维吾尔自治区,2016,624.983,428.473,196.51,10524483.0,9343557.0,9794541.0
650000,新疆维吾尔自治区,2015,499.446,344.66,154.786,6069994.0,4903758.0,8613615.0
650000,新疆维吾尔自治区,2014,490.7549,341.6279,149.127,5260929.0,4261443.0,7447379.0
650000,新疆维吾尔自治区,2013,476.3368,332.5389,143.7979,4647953.0,3669853.0,6447892.0
650000,新疆维吾尔自治区,2012,458.7604,319.7749,138.9855,4012987.0,3204566.0,5469794.0
650000,新疆维吾尔自治区,2011,431.5141,299.5853,131.9288,3529475.0,2728477.0,4658240.0
650000,新疆维吾尔自治区,2010,393.8,274.5,119.2,2875000.0,2118000.0,3857000.0
650000,新疆维吾尔自治区,2009,356.9149,256.296,100.6189,2164331.0,1559149.0,3100085.0
650000,新疆维吾尔自治区,2008,346.3181,248.7499,97.5682,1976748.0,1313813.0,2494903.0
650000,新疆维吾尔自治区,2007,,234.0,93.7,1610000.0,1070000.0,1840000.0
650000,新疆维吾尔自治区,2006,,222.4,90.9,1300770.0,933891.0,1302841.0
650000,新疆维吾尔自治区,2005,181.88,213.0791,88.9924,975102.0,778077.0,935962.0
650000,新疆维吾尔自治区,2004,,207.5283,87.3107,906946.0,711255.0,735315.0
650000,新疆维吾尔自治区,2003,,186.3244,82.9594,826213.0,663502.0,539624.0
650000,新疆维吾尔自治区,2002,,182.5,79.6,724991.0,637165.0,298051.0
650000,新疆维吾尔自治区,2001,,180.817,77.5841,616602.0,541169.0,210225.0
650000,新疆维吾尔自治区,2000,,175.7187,,,,
