省份编码,省份,年份,参加失业保险人数(万人),年末领取失业保险金人数(万人),失业保险基金收入(万元),失业保险基金支出(万元),失业保险累计结余(万元)
500000,重庆市,2014,439.071,2.822,281875.45358,47709.706215,948080.397032
500000,重庆市,2013,389.67,3.385,229088.390997,40917.214275,713879.680371
500000,重庆市,2012,323.534,2.814,196149.129558,35410.237478,525743.472945
500000,重庆市,2011,268.6126,2.9459,120057.653247,31960.487189,365004.58
500000,重庆市,2010,237.4,3.7473,92000,49000,277000
500000,重庆市,2009,215.9116,4.6581,106745.177534,48359.900511,233822.31
500000,重庆市,2008,210.121,4.3912,87088.729697,24767.829893,175837.13
500000,重庆市,2007,196.65,4.1105,61141.02443,19057.35179,113545.66
500000,重庆市,2006,193.0133,4.8008,44859.842381,17734.287339,71536.94
500000,重庆市,2005,188.1533,6.3788,,,
500000,重庆市,2004,193.4483,9.1721,31161.6,24791.23,23068.84
500000,重庆市,2003,199.4705,8.1326,,,
500000,重庆市,2002,205.3,9.1066,,,
500000,重庆市,2001,210.467,7.6849,,,
500000,重庆市,2000,210.393,4.8525,,,
510000,四川省,2019,953.5362,32.7086,988452,1028714,3700229
510000,四川省,2018,875.112,33.245,1042551,807840,4387770
510000,四川省,2017,776.6802,27.4146,1359509.793927,622157.69536,4153064.343911
510000,四川省,2016,701.951,29.765,953397.180138,756089.480369,3415712.245344
510000,四川省,2015,660.952,33.196,1026884.354312,594745.778053,3218404.545575
510000,四川省,2014,635.846,29.781,1057159.753592,411193.2246,2786265.969316
510000,四川省,2013,613.45,24.063,816069.270877,293615.707909,2140299.440324
510000,四川省,2012,585.498,24.508,715974.05679,248535.54542,1617845.877356
510000,四川省,2011,536.7517,8.142,609757.317245,172086.267284,1150407.37
510000,四川省,2010,464.7,9.118,408000,170000,713000
510000,四川省,2009,463.5068,9.975,254072.559207,137222.841674,475379.71
510000,四川省,2008,436.9414,12.2458,221759.98463,110319.908792,358693.69
510000,四川省,2007,418.1999,11.291,180080.256114,134281.922122,247395.24
510000,四川省,2006,400.0235,16.3288,136321.726747,101419.434691,200596.14
510000,四川省,2005,380.5497,15.6063,,,
510000,四川省,2004,398.6151,12.5555,,,
510000,四川省,2003,400.0196,12.6004,,,
510000,四川省,2002,402.9,14.0463,,,
510000,四川省,2001,412.323,11.9477,,,
510000,四川省,2000,438.687,16.1575,,,
520000,贵州省,2019,276.0697,2.7137,176896,122465,734331
520000,贵州省,2018,257.327,2.302,155361,107400,849880
520000,贵州省,2017,235.705,2.2363,138047.368245,113110.042982,801912.454524
520000,贵州省,2016,218.099,2.367,170317.63255,139060.69119,776975.129261
520000,贵州省,2015,205.313,1.731,177088.948346,84620.177958,745718.187901
520000,贵州省,2014,191.857,1.539,202924.288357,97661.176844,653233.089108
520000,贵州省,2013,185.175,1.333,179741.364234,130923.984664,547969.977595
520000,贵州省,2012,173.465,1.021,149134.182916,64912.517042,499152.598025
520000,贵州省,2011,160.5166,1.0816,120950.203115,34315.141384,414930.93
520000,贵州省,2010,152.5,1.2129,76000,53000,328000
520000,贵州省,2009,144.6056,1.0674,65804.038649,58249.938296,305391.58
520000,贵州省,2008,141.3644,1.2621,70287.132914,20783.214605,298129.61
520000,贵州省,2007,134.5497,1.4187,61175.216012,21178.863053,248684.5
520000,贵州省,2006,131.0677,1.4952,50869.369806,11029.795784,208785.59
520000,贵州省,2005,129.3208,1.2612,,,
520000,贵州省,2004,129.9285,1.1868,,,
520000,贵州省,2003,127.955,1.3265,,,
520000,贵州省,2002,132.2,1.592,,,
520000,贵州省,2001,134.708,1.1633,,,
520000,贵州省,2000,126.65,0.5722,,,
530000,云南省,2019,289.1681,5.0665,209606,132084,1197682
530000,云南省,2018,273.12,4.927,177446,110850,1400160
530000,云南省,2017,259.8155,5.0818,170156.086459,113752.852383,1333561.627863
530000,云南省,2016,251.168,5.583,221969.853061,130660.703418,1277158.393787
530000,云南省,2015,243.343,5.948,239456.69501,136143.761446,1185849.244144
530000,云南省,2014,236.888,5.27,265915.914435,59217.460827,1082536.31058
530000,云南省,2013,232.521,4.515,248857.392714,45174.690022,875837.856972
530000,云南省,2012,224.678,3.831,207150.905334,34959.348967,672155.15428
530000,云南省,2011,216.7572,3.2758,162197.897839,25935.279809,500022.36
530000,云南省,2010,209.6,3.2126,82000,65000,364000
530000,云南省,2009,198.6535,3.485,80243.852858,54190.792996,347084.55
530000,云南省,2008,191.8903,3.7169,116121.945564,25428.208094,321137.47
530000,云南省,2007,185.8386,4.2824,90169.657682,20821.524377,230485.17
530000,云南省,2006,182.9577,6.4022,77051.24079,29782.296309,162064.97
530000,云南省,2005,180.3095,9.1091,,,
530000,云南省,2004,173.1645,10.5314,,,
530000,云南省,2003,183.011,6.6483,,,
530000,云南省,2002,183.2,4.5774,,,
530000,云南省,2001,190.733,3.5527,,,
530000,云南省,2000,196.03,5.2419,,,
540000,西藏自治区,2019,25.3136,0.0064,27909,5337,186276
540000,西藏自治区,2018,17.719,0.004,25847,2830,204630
540000,西藏自治区,2017,15.1906,0.0019,20125.277748,2762.638704,181612.551488
540000,西藏自治区,2016,15.191,0.003,26926.111017,1377.933234,164249.912444
540000,西藏自治区,2015,11.358,0.009,25598.869016,656.441205,138701.734661
540000,西藏自治区,2014,12.534,0.004,24893.498987,958.339755,113759.30685
540000,西藏自治区,2013,10.954,0.002,20043.472728,1932.620419,89824.147618
540000,西藏自治区,2012,10.597,,17384.51288,3052.558933,71713.295309
540000,西藏自治区,2011,9.5995,0.0001,17141.672711,6323.30652,57509.3
540000,西藏自治区,2010,9.3,0.0004,14000,8000,47000
540000,西藏自治区,2009,8.7975,0.0007,10976.887215,4504.089152,40814.43
540000,西藏自治区,2008,7.8207,0.0017,7478.497887,4792.540439,34341.63
540000,西藏自治区,2007,7.2275,0.0003,6046.866154,,31655.67
540000,西藏自治区,2006,7.4807,,5525.268542,1047.830348,26845.22
540000,西藏自治区,2005,6.7,,,,
540000,西藏自治区,2004,6.7087,,,,
540000,西藏自治区,2003,7.1327,,,,
540000,西藏自治区,2002,7.1,,,,
540000,西藏自治区,2001,7.1,0.0091,,,
540000,西藏自治区,2000,6.3,,,,
610000,陕西省,2019,426.3636,3.2258,255378,421417,1179670
610000,陕西省,2018,372.353,2.889,227603,141820,1682140
610000,陕西省,2017,356.5028,2.8887,204141.129895,142974.708529,1596368.261062
610000,陕西省,2016,352.225,2.78,231505.497394,117536.232942,1544115.067648
610000,陕西省,2015,347.738,3.004,257750.617672,104691.922592,1454085.803196
610000,陕西省,2014,344.268,2.906,298955.469256,49403.830976,1301027.108116
610000,陕西省,2013,339.668,3.162,415085.556117,163763.617422,1051475.469836
610000,陕西省,2012,339.14,3.547,266088.182231,49470.41809,800153.531141
610000,陕西省,2011,332.1654,4.508,208645.838108,51552.059264,583535.77
610000,陕西省,2010,331.6,7.5085,166000,118000,426000
610000,陕西省,2009,330.9538,9.2906,152491.236576,73509.243691,378621.49
610000,陕西省,2008,329.285,9.0509,138668.00227,60150.813612,299618.89
610000,陕西省,2007,327.1691,13.6283,110681.879152,73774.866398,220741.93
610000,陕西省,2006,326.469,14.0534,95877.266874,54346.814949,184475.58
610000,陕西省,2005,326.6621,8.5926,,,
610000,陕西省,2004,325.5321,7.2131,,,
610000,陕西省,2003,323.3138,8.2216,,,
610000,陕西省,2002,315.7,7.2739,,,
610000,陕西省,2001,304.462,3.542,,,
610000,陕西省,2000,309.033,2.2798,,,
620000,甘肃省,2019,172.9675,0.7598,128760,80363,753982
620000,甘肃省,2018,168.341,0.962,107340,56540,881973
620000,甘肃省,2017,165.3779,0.9286,105449.85806,59317.514562,831167.974108
620000,甘肃省,2016,164.325,1.08,145984.471021,82224.03545,785035.63061
620000,甘肃省,2015,162.759,1.012,155598.928243,49579.232757,721275.195039
620000,甘肃省,2014,162.354,0.968,166208.39599,18794.32675,615255.499553
620000,甘肃省,2013,163.094,0.985,147849.799039,26453.33632,467841.430313
620000,甘肃省,2012,163.553,1.248,128707.942333,30279.292247,346444.967594
620000,甘肃省,2011,163.7952,1.4939,114802.402949,33026.615304,248016.32
620000,甘肃省,2010,164.2,2.3948,87000,75000,166000
620000,甘肃省,2009,164.1055,3.6508,83585.547339,60587.868555,154263.71
620000,甘肃省,2008,162.6369,5.6322,65232.172311,34486.363574,131257.84
620000,甘肃省,2007,161.83,7.0564,47450.122884,26033.023351,100844.58
620000,甘肃省,2006,160.4932,7.5098,45349.950534,39239.75294,79422.93
620000,甘肃省,2005,159.9789,5.4284,,,
620000,甘肃省,2004,160.9637,4.2755,,,
620000,甘肃省,2003,162.0795,3.8275,,,
620000,甘肃省,2002,161.0,2.6543,,,
620000,甘肃省,2001,162.679,1.1371,,,
620000,甘肃省,2000,172.005,2.2434,,,
630000,青海省,2019,43.7514,0.2911,40040,50360,230088
630000,青海省,2018,42.275,0.287,44090,35580,300407
630000,青海省,2017,41.4706,0.322,32928.731343,15754.467834,291899.539255
630000,青海省,2016,40.768,0.37,35613.780007,32860.138937,274725.275746
630000,青海省,2015,40.112,0.369,60526.081763,39610.040672,271971.634676
630000,青海省,2014,39.316,0.38,59440.695656,4644.549588,251055.593585
630000,青海省,2013,38.512,0.464,49694.52903,9369.164721,196259.447517
630000,青海省,2012,37.885,0.698,44043.278119,14182.221831,155934.083208
630000,青海省,2011,37.2543,0.5998,36386.618386,4168.037901,126073.03
630000,青海省,2010,36.6,0.4305,27000,10000,94000
630000,青海省,2009,36.0248,0.9758,25367.665819,14520.75969,76934.17
630000,青海省,2008,35.4347,2.3344,23697.912982,11719.402332,66087.26
630000,青海省,2007,34.7219,2.0976,18767.13609,5689.415269,54108.75
630000,青海省,2006,34.0218,1.031,16684.729645,4796.506824,41259.68
630000,青海省,2005,33.2291,1.0638,,,
630000,青海省,2004,33.0626,1.176,,,
630000,青海省,2003,33.1987,1.2942,,,
630000,青海省,2002,32.2,1.0345,,,
630000,青海省,2001,35.719,1.3752,,,
630000,青海省,2000,43.767,1.2123,,,
640000,宁夏回族自治区,2019,97.3628,1.5671,64036,47992,326142
640000,宁夏回族自治区,2018,91.968,1.198,54900,30160,388098
640000,宁夏回族自治区,2017,88.5499,1.1969,48306.395075,32413.59328,363486.970409
640000,宁夏回族自治区,2016,95.571,1.289,67939.549463,35626.352738,347594.247062
640000,宁夏回族自治区,2015,76.605,1.344,93674.412422,51285.654002,315281.050337
640000,宁夏回族自治区,2014,73.544,1.283,83552.739044,37894.036958,272892.291917
640000,宁夏回族自治区,2013,71.271,1.13,70054.527975,15448.970878,227233.589831
640000,宁夏回族自治区,2012,70.504,1.081,62568.503085,15383.397868,172628.032734
640000,宁夏回族自治区,2011,60.0111,1.2267,46209.773808,9523.972038,125442.93
640000,宁夏回族自治区,2010,47.6,1.0077,29000,11000,89000
640000,宁夏回族自治区,2009,44.9492,1.1041,24391.26727,11727.464872,70629.39
640000,宁夏回族自治区,2008,44.438,1.3848,25889.799489,9331.077683,57918.01
640000,宁夏回族自治区,2007,40.1031,1.46,16762.915099,8234.320174,41302.31
640000,宁夏回族自治区,2006,38.3137,1.229,13454.911626,7805.137688,32833.48
640000,宁夏回族自治区,2005,37.1715,1.185,,,
640000,宁夏回族自治区,2004,36.4186,1.2383,,,
640000,宁夏回族自治区,2003,36.3288,1.0201,,,
640000,宁夏回族自治区,2002,35.7,0.7937,,,
640000,宁夏回族自治区,2001,34.15,0.7224,,,
640000,宁夏回族自治区,2000,34.1652,0.7026,,,
650000,新疆维吾尔自治区,2019,352.1313,3.1064,224058,158447,740137
650000,新疆维吾尔自治区,2018,328.789,3.383,191173,162340,843526
650000,新疆维吾尔自治区,2017,310.778,3.9885,199092.792672,271959.555137,847822.118852
650000,新疆维吾尔自治区,2016,298.743,4.517,269140.191716,296557.292583,920688.881317
650000,新疆维吾尔自治区,2015,294.881,4.863,312869.075902,297668.144693,948105.982184
650000,新疆维吾尔自治区,2014,290.239,4.692,381024.293749,211942.857495,932905.050975
650000,新疆维吾尔自治区,2013,283.888,4.758,338971.360333,162394.268293,763823.614721
650000,新疆维吾尔自治区,2012,273.735,4.212,274335.740217,178366.289798,587246.522681
650000,新疆维吾尔自治区,2011,260.2297,4.9757,211628.966533,198341.927719,491277.07
650000,新疆维吾尔自治区,2010,242.9,8.3337,154000,130000,478000
650000,新疆维吾尔自治区,2009,231.8449,4.8507,150160.815818,101197.961811,454057.58
650000,新疆维吾尔自治区,2008,224.7802,6.085,139847.336441,72128.309896,405091.22
650000,新疆维吾尔自治区,2007,213.6,4.7272,110000,50000,340000
650000,新疆维吾尔自治区,2006,205.3509,4.7698,96144.085877,33202.620613,274415.32
650000,新疆维吾尔自治区,2005,202.3841,5.638,,,
650000,新疆维吾尔自治区,2004,192.393,7.6842,,,
650000,新疆维吾尔自治区,2003,186.5289,7.4449,,,
650000,新疆维吾尔自治区,2002,185.2,5.666,,,
650000,新疆维吾尔自治区,2001,177.284,3.9038,,,
650000,新疆维吾尔自治区,2000,178.6743,1.9258,,,
