省份编码,省份,年份,商品房销售额(亿元),住宅商品房销售额(亿元),别墅、高档公寓销售额(亿元),办公楼销售额(亿元),商业营业用房销售额(亿元),其他商品房销售额(亿元)
440000,广东省,2011,5852.5415,5070.7558,624.6959,242.2399,380.7347,158.8111
440000,广东省,2010,5480.77,4589.82,,248.4289,482.9974,159.5171
440000,广东省,2009,4598.528,4176.6505,,128.2883,225.6271,67.9621
440000,广东省,2008,2888.3504,2495.6432,,98.0134,215.8881,78.8057
440000,广东省,2007,3651.8204,3184.2004,,148.0795,243.5916,75.9489
440000,广东省,2006,2513.0183,2153.6158,,124.1572,199.5253,35.72
440000,广东省,2005,2238.6643,1886.3862,,89.6125,224.576,38.0896
440000,广东省,2004,1164.9177,992.3214,,24.1932,122.9167,25.4864
440000,广东省,2003,978.1005,820.1276,,28.2714,113.5226,16.1789
440000,广东省,2002,820.322,683.0099,,,,
440000,广东省,2001,752.0777,635.5369,,,,
440000,广东省,2000,729.5026,597.363,,,,
450000,广西壮族自治区,2019,4366.2356,3913.402,63.9718,68.8399,275.4144,108.5793
450000,广西壮族自治区,2018,3826.5045,3330.7489,82.9335,114.4426,281.7468,99.5662
450000,广西壮族自治区,2017,3016.6388,2635.7435,59.0624,77.8138,212.1672,90.9143
450000,广西壮族自治区,2016,2207.4664,1948.2272,52.4328,47.4997,159.2706,52.4689
450000,广西壮族自治区,2015,1747.765,1459.4268,30.582,40.5647,184.5928,63.1807
450000,广西壮族自治区,2014,1532.0544,1274.5691,40.4927,29.4751,183.4663,44.5439
450000,广西壮族自治区,2013,1375.7948,1166.7241,27.9833,43.2304,139.4664,26.3739
450000,广西壮族自治区,2012,1159.8322,995.8158,16.642,15.0247,129.0728,19.9189
450000,广西壮族自治区,2011,1118.2159,977.1009,26.8773,14.0144,102.7346,24.366
450000,广西壮族自治区,2010,995.19,881.7,,14.5408,75.5394,23.4037
450000,广西壮族自治区,2009,777.1721,704.7622,,7.867,53.3495,11.1934
450000,广西壮族自治区,2008,499.6235,431.5247,,5.1394,53.8882,9.0712
450000,广西壮族自治区,2007,511.8485,442.6332,,8.2041,55.9808,5.0304
450000,广西壮族自治区,2006,329.8842,270.7541,,7.8508,48.927,2.3523
450000,广西壮族自治区,2005,289.641,239.8083,,3.6269,43.076,3.1298
450000,广西壮族自治区,2004,170.8474,141.4252,,1.956,25.4899,1.9763
450000,广西壮族自治区,2003,95.1643,76.7366,,3.5144,13.3522,1.5611
450000,广西壮族自治区,2002,65.4045,49.6853,,,,
450000,广西壮族自治区,2001,53.6611,44.0155,,,,
450000,广西壮族自治区,2000,27.7384,24.5721,,,,
460000,海南省,2019,1275.7631,1090.5637,65.6094,55.8232,90.5025,38.8737
460000,海南省,2018,2083.2908,1831.9516,185.3782,89.3276,128.6894,33.3222
460000,海南省,2017,2713.7184,2473.1801,392.3084,31.375,129.4351,79.7282
460000,海南省,2016,1490.2013,1385.261,253.6757,12.6631,66.3078,25.9694
460000,海南省,2015,982.7541,908.5984,135.9594,12.2288,39.8618,22.0651
460000,海南省,2014,935.2137,873.22,141.1052,12.6624,44.3623,4.969
460000,海南省,2013,1032.6526,996.9951,201.238,4.883,25.209,5.5655
460000,海南省,2012,735.574,701.7234,223.2028,2.0073,25.737,6.1063
460000,海南省,2011,774.2716,743.9256,267.5155,5.848,18.1708,6.3272
460000,海南省,2010,746.61,734.1,,3.5281,8.5223,0.465
460000,海南省,2009,351.4587,343.4396,,1.9539,5.7184,0.3468
460000,海南省,2008,202.7094,195.1875,,0.7832,6.3488,0.3899
460000,海南省,2007,130.058,122.6707,,2.9694,4.3589,0.059
460000,海南省,2006,77.0477,72.3505,,0.283,4.2163,0.1979
460000,海南省,2005,72.9458,66.5496,,0.5225,5.7715,0.1022
460000,海南省,2004,30.2438,28.1444,,0.1558,1.9428,0.0008
460000,海南省,2003,23.7092,21.9783,,0.8493,0.8604,0.0212
460000,海南省,2002,13.7325,12.7624,,,,
460000,海南省,2001,11.449,10.5017,,,,
460000,海南省,2000,8.345,7.7705,,,,
500000,重庆市,2019,5129.4213,4457.7816,272.3041,102.291,422.601,146.7477
500000,重庆市,2018,5272.7,4442.8692,363.739,138.9847,536.0191,154.827
500000,重庆市,2017,4557.8543,3601.5634,361.7028,162.1252,629.6559,164.5098
500000,重庆市,2016,3431.9972,2635.6415,134.9036,98.855,552.7667,144.734
500000,重庆市,2015,2952.2124,2244.4311,139.2366,118.0176,483.482,106.2817
500000,重庆市,2014,2814.991,2253.2816,147.153,109.41,373.7467,78.5527
500000,重庆市,2013,2682.7626,2283.5658,115.629,78.0774,263.0838,58.0356
500000,重庆市,2012,2297.3464,1972.4206,118.9537,71.6121,212.4707,40.843
500000,重庆市,2011,2146.086,1825.4119,125.0499,51.2786,216.5765,52.819
500000,重庆市,2010,1846.94,1610.64,,59.7039,155.461,21.1303
500000,重庆市,2009,1377.7615,1231.7053,,15.0847,112.2808,18.6907
500000,重庆市,2008,800.0006,704.8198,,16.2761,68.7333,10.1714
500000,重庆市,2007,967.3125,856.7327,,16.4106,87.0984,7.0708
500000,重庆市,2006,505.685,418.698,,10.3362,69.4895,7.1613
500000,重庆市,2005,430.7679,340.6768,,7.845,79.3601,2.886
500000,重庆市,2004,232.6352,178.9982,,7.2439,40.6172,5.7759
500000,重庆市,2003,210.226,149.9915,,7.9299,49.7706,2.534
500000,重庆市,2002,158.1505,111.1929,,,,
500000,重庆市,2001,107.6534,71.9196,,,,
500000,重庆市,2000,78.3709,52.8698,,,,
510000,四川省,2019,9666.7321,7869.0359,231.5152,344.9198,1083.8536,368.9228
510000,四川省,2018,8532.3451,6621.2077,225.9498,341.8308,1201.185,368.1216
510000,四川省,2017,6757.1094,5173.6009,281.9698,270.6079,1029.8104,283.0902
510000,四川省,2016,5358.9093,4296.2685,159.9465,120.5299,741.2979,200.813
510000,四川省,2015,4199.8448,3269.5173,112.2099,88.732,711.9212,129.6743
510000,四川省,2014,3997.3726,3145.0212,103.4198,109.5149,637.6514,105.1851
510000,四川省,2013,4020.2707,3308.5768,107.5649,111.7458,514.3029,85.6452
510000,四川省,2012,3517.7222,2816.4868,135.1519,140.9265,488.3977,71.9112
510000,四川省,2011,3218.0378,2677.3585,111.2968,83.0699,363.4131,94.1963
510000,四川省,2010,2647.34,2330.85,,74.1605,183.0451,59.2883
510000,四川省,2009,2094.0511,1906.8845,,35.1892,128.4854,23.492
510000,四川省,2008,1105.459,996.0224,,18.4547,80.4978,10.4841
510000,四川省,2007,1398.5898,1255.9621,,22.9275,108.9221,10.7781
510000,四川省,2006,931.1185,793.602,,10.643,119.8541,7.0194
510000,四川省,2005,661.9495,511.1802,,11.2961,135.8603,3.6129
510000,四川省,2004,330.4781,248.5324,,5.1954,72.6257,4.1246
510000,四川省,2003,349.368,268.1965,,4.5698,74.6942,1.9075
510000,四川省,2002,257.6376,195.7252,,,,
510000,四川省,2001,193.5267,147.0925,,,,
510000,四川省,2000,126.7444,95.0444,,,,
520000,贵州省,2019,3183.5675,2527.4055,124.1844,74.8588,537.593,43.7102
520000,贵州省,2018,2920.9515,2278.1001,100.5421,73.0485,533.6871,36.1158
520000,贵州省,2017,2240.765,1623.3707,82.3815,75.3398,499.812,42.2425
520000,贵州省,2016,1790.5337,1269.4287,46.9312,60.3601,426.2964,34.4485
520000,贵州省,2015,1571.6767,1068.142,24.1688,51.9169,422.8995,28.7183
520000,贵州省,2014,1370.3112,1000.007,48.0702,57.0212,292.254,21.029
520000,贵州省,2013,1276.6927,988.7669,25.0337,73.1501,204.0983,10.6774
520000,贵州省,2012,900.0765,739.9576,19.0125,12.1414,139.2054,8.7721
520000,贵州省,2011,731.9072,592.7327,16.4664,16.3281,107.7843,15.0621
520000,贵州省,2010,581.01,501.63,,13.7327,56.7582,8.8896
520000,贵州省,2009,475.0718,407.3089,,9.2664,53.8472,4.6493
520000,贵州省,2008,212.465,179.9384,,3.7679,27.8166,0.9421
520000,贵州省,2007,228.9658,187.9201,,7.7198,32.1493,1.1766
520000,贵州省,2006,156.7931,128.1956,,5.2117,22.3362,1.0496
520000,贵州省,2005,138.5781,101.2982,,6.3313,30.1335,0.8151
520000,贵州省,2004,76.7763,58.4163,,2.0768,15.1674,1.1158
520000,贵州省,2003,72.7889,56.4928,,2.6987,13.2341,0.3633
520000,贵州省,2002,52.6138,40.4183,,,,
520000,贵州省,2001,42.9951,34.0724,,,,
520000,贵州省,2000,31.9315,25.0815,,,,
530000,云南省,2019,3846.1891,3255.8441,265.3689,65.8674,296.8841,227.5935
530000,云南省,2018,3406.8403,2690.8368,251.6051,115.7702,451.8556,148.3777
530000,云南省,2017,2561.1899,1973.724,181.4267,88.8909,351.4361,147.1389
530000,云南省,2016,1917.7639,1411.3773,110.0215,87.6845,325.5191,93.183
530000,云南省,2015,1666.8542,1236.8124,83.3857,67.3411,297.1317,65.569
530000,云南省,2014,1596.3711,1165.3878,116.4998,78.985,291.0197,60.9786
530000,云南省,2013,1487.2408,1192.5532,108.8562,46.6239,207.4542,40.6095
530000,云南省,2012,1362.8282,1077.0956,111.0279,71.5677,182.2605,31.9044
530000,云南省,2011,1171.6428,958.7785,149.6026,22.0544,160.6902,30.1197
530000,云南省,2010,934.6,769.32,,14.4723,118.4756,32.3314
530000,云南省,2009,653.5287,555.5833,,12.5694,73.0722,12.3038
530000,云南省,2008,440.3093,360.7721,,10.7275,60.8548,7.9549
530000,云南省,2007,485.1759,411.5889,,5.0479,59.0311,9.508
530000,云南省,2006,402.9805,328.6386,,6.6238,58.953,8.7651
530000,云南省,2005,310.0083,259.0989,,2.2538,45.3373,3.3183
530000,云南省,2004,106.4125,89.2088,,0.9634,14.6243,1.616
530000,云南省,2003,98.2134,85.3008,,1.425,10.4409,1.0467
530000,云南省,2002,76.5723,66.3464,,,,
530000,云南省,2001,61.0771,52.7346,,,,
530000,云南省,2000,59.6712,51.2009,,,,
540000,西藏自治区,2019,96.7828,81.2104,11.1015,0.6139,12.351,2.6075
540000,西藏自治区,2018,52.8246,42.9418,0.995,1.0441,8.1568,0.6819
540000,西藏自治区,2017,35.2842,25.1926,,1.2386,8.853,
540000,西藏自治区,2016,38.1416,34.6994,1.7478,0.7382,2.694,0.01
540000,西藏自治区,2015,21.0756,16.6997,2.3139,1.4796,2.8941,0.0022
540000,西藏自治区,2014,34.2528,28.5541,1.5036,2.1751,3.5236,
540000,西藏自治区,2013,10.6023,8.8458,1.62,0.3992,1.3573,
540000,西藏自治区,2012,7.3545,6.1578,1.0826,0.2314,0.9653,0.0
540000,西藏自治区,2011,6.3423,5.7266,0.903,,0.608,0.0077
540000,西藏自治区,2010,5.58,5.18,,,0.4038,
540000,西藏自治区,2009,15.5127,14.6887,,,0.824,
540000,西藏自治区,2008,21.2894,19.2646,,0.0414,1.9801,0.0033
540000,西藏自治区,2007,16.4348,15.8663,,,0.5685,
540000,西藏自治区,2006,11.2855,7.1317,,,4.1538,
540000,西藏自治区,2005,4.4032,3.6421,,,0.7611,
540000,西藏自治区,2004,2.6279,2.6279,,,,
540000,西藏自治区,2003,1.8088,1.7794,,,0.0294,
540000,西藏自治区,2002,2.5348,2.26,,,,
540000,西藏自治区,2001,1.4383,1.1475,,,,
540000,西藏自治区,2000,0.516,0.516,,,,
610000,陕西省,2019,3960.2074,3359.1672,50.0153,223.7839,237.4629,139.7934
610000,陕西省,2018,3407.4478,2808.7752,59.3718,253.5964,272.406,72.6702
610000,陕西省,2017,2661.0776,2215.1693,89.6486,161.0517,233.5919,51.2647
610000,陕西省,2016,1785.1694,1585.708,44.9317,58.4145,115.7745,25.2724
610000,陕西省,2015,1597.4351,1381.2698,32.0917,53.7651,137.2329,25.1673
610000,陕西省,2014,1598.036,1368.1219,42.2745,43.7401,147.7739,38.4001
610000,陕西省,2013,1608.1136,1413.2019,26.554,33.2229,125.0981,36.5907
610000,陕西省,2012,1420.7497,1215.5745,50.8782,53.3837,132.3773,19.4142
610000,陕西省,2011,1510.3812,1352.538,54.3576,32.5473,109.7056,15.5903
610000,陕西省,2010,973.69,906.68,,22.0904,39.6624,5.2499
610000,陕西省,2009,672.7127,621.2775,,10.1012,39.449,1.885
610000,陕西省,2008,446.714,402.24,,16.9972,25.7371,1.7397
610000,陕西省,2007,382.8563,342.7372,,14.5206,22.9844,2.6141
610000,陕西省,2006,274.8085,243.5067,,5.8747,23.6105,1.8166
610000,陕西省,2005,183.7192,163.9682,,3.7585,15.6921,0.3004
610000,陕西省,2004,88.1716,75.5576,,5.3056,6.8377,0.4707
610000,陕西省,2003,89.0059,73.9693,,6.603,8.0695,0.3641
610000,陕西省,2002,74.1858,65.3823,,,,
610000,陕西省,2001,65.3434,51.8746,,,,
610000,陕西省,2000,49.6868,44.8659,,,,
620000,甘肃省,2019,1019.2843,907.0679,6.0342,14.0547,84.3797,13.782
620000,甘肃省,2018,922.3391,774.6324,10.0117,23.1637,106.6681,17.8749
620000,甘肃省,2017,890.3073,738.2204,11.9444,40.9913,94.4282,16.6674
620000,甘肃省,2016,873.4606,712.3481,6.5436,45.4521,106.324,9.3364
620000,甘肃省,2015,704.9335,603.0795,9.5473,14.8556,77.9044,9.094
620000,甘肃省,2014,602.3393,513.467,10.479,11.1317,68.1697,9.5709
620000,甘肃省,2013,474.0665,418.0826,3.5735,5.0293,46.4882,4.4664
620000,甘肃省,2012,349.318,301.6035,0.2785,2.0643,41.5674,4.0828
620000,甘肃省,2011,278.3393,237.3035,0.2515,6.2534,32.0904,2.692
620000,甘肃省,2010,230.3,203.32,,2.1519,23.4171,1.2486
620000,甘肃省,2009,173.5339,157.9952,,2.9494,12.1718,0.4175
620000,甘肃省,2008,122.2879,108.9747,,1.0536,11.437,0.8226
620000,甘肃省,2007,129.7396,119.3722,,1.3772,8.1654,0.8248
620000,甘肃省,2006,91.7439,82.242,,1.7823,7.4428,0.2768
620000,甘肃省,2005,95.4958,76.4891,,2.8051,15.7414,0.4602
620000,甘肃省,2004,45.8543,37.6538,,1.4035,6.7488,0.0482
620000,甘肃省,2003,28.6528,24.5323,,0.606,3.1865,0.328
620000,甘肃省,2002,21.983,18.1922,,,,
620000,甘肃省,2001,17.8327,15.6783,,,,
620000,甘肃省,2000,16.0101,13.079,,,,
630000,青海省,2019,367.2765,295.5903,0.1142,7.4242,55.8413,8.4207
630000,青海省,2018,289.8874,224.0515,1.7509,7.2941,54.3208,4.221
630000,青海省,2017,296.4953,211.7069,0.5426,21.6501,59.6426,3.4957
630000,青海省,2016,236.4421,172.0566,0.4686,13.0616,46.1798,5.1441
630000,青海省,2015,205.9969,139.8329,0.132,22.8392,41.3459,1.9789
630000,青海省,2014,211.2694,155.8318,0.1208,6.6418,47.0249,1.7709
630000,青海省,2013,158.8392,146.2925,0.1703,0.4067,11.8301,0.3099
630000,青海省,2012,106.4592,91.1437,0.2932,0.1395,15.0192,0.1568
630000,青海省,2011,116.7878,105.8522,0.1348,0.2578,10.3981,0.2797
630000,青海省,2010,84.44,77.1,,0.2183,6.9964,0.127
630000,青海省,2009,54.5761,50.8048,,0.4949,3.1882,0.0882
630000,青海省,2008,36.3745,33.6669,,0.3083,2.3531,0.0462
630000,青海省,2007,35.7123,32.4986,,0.4924,2.6783,0.043
630000,青海省,2006,22.9877,20.423,,0.4689,2.0267,0.0691
630000,青海省,2005,22.1768,18.232,,2.4132,1.4706,0.061
630000,青海省,2004,14.8556,11.8396,,1.2304,1.7531,0.0325
630000,青海省,2003,12.2365,9.4398,,0.8807,1.882,0.034
630000,青海省,2002,8.7898,7.1375,,,,
630000,青海省,2001,4.067,3.5796,,,,
630000,青海省,2000,4.9413,4.1847,,,,
640000,宁夏回族自治区,2019,573.8999,498.5123,18.6839,8.0834,55.6455,11.6587
640000,宁夏回族自治区,2018,517.7263,420.6254,12.9178,15.7394,72.1768,9.1847
640000,宁夏回族自治区,2017,464.1311,369.2975,16.5728,13.2285,70.6708,10.9343
640000,宁夏回族自治区,2016,409.7065,325.8909,8.9145,5.746,69.7537,8.3159
640000,宁夏回族自治区,2015,370.2955,283.9806,5.376,10.1788,70.1738,5.9623
640000,宁夏回族自治区,2014,464.9623,352.0283,8.6671,6.4071,88.9894,17.5375
640000,宁夏回族自治区,2013,443.6951,363.6024,11.7998,4.569,70.6155,4.9082
640000,宁夏回族自治区,2012,317.5781,256.1936,6.9475,3.453,55.4355,2.496
640000,宁夏回族自治区,2011,315.9137,239.0002,8.9588,6.7252,64.6957,5.4926
640000,宁夏回族自治区,2010,309.22,253.76,,8.1253,43.9656,3.3614
640000,宁夏回族自治区,2009,239.531,191.4733,,6.0275,40.5062,1.524
640000,宁夏回族自治区,2008,125.3781,100.4196,,2.4672,22.0119,0.4794
640000,宁夏回族自治区,2007,108.4672,87.7496,,3.1168,17.1943,0.4065
640000,宁夏回族自治区,2006,78.394,62.9982,,0.5426,14.3958,0.4574
640000,宁夏回族自治区,2005,84.4726,56.3186,,2.966,24.7703,0.4177
640000,宁夏回族自治区,2004,57.9551,44.5577,,1.2331,11.7514,0.4129
640000,宁夏回族自治区,2003,43.415,28.4466,,1.9565,12.6943,0.3176
640000,宁夏回族自治区,2002,22.0736,15.7019,,,,
640000,宁夏回族自治区,2001,20.1895,13.5147,,,,
640000,宁夏回族自治区,2000,14.1306,10.3746,,,,
650000,新疆维吾尔自治区,2019,1034.2989,877.887,21.9341,23.1452,116.4264,16.8403
650000,新疆维吾尔自治区,2018,863.2607,648.6381,39.0076,43.2014,157.6126,13.8086
650000,新疆维吾尔自治区,2017,793.4457,597.5194,39.6488,34.9633,145.675,15.288
650000,新疆维吾尔自治区,2016,846.8445,648.9385,30.6951,27.4142,159.1846,11.3072
650000,新疆维吾尔自治区,2015,849.1847,641.6249,37.0635,40.2309,153.6999,13.629
650000,新疆维吾尔自治区,2014,840.4657,625.3483,28.4221,32.7685,169.1206,13.2283
650000,新疆维吾尔自治区,2013,860.953,710.7384,42.2422,15.3473,123.1744,11.6929
650000,新疆维吾尔自治区,2012,560.4508,458.1386,30.6194,17.3314,75.9812,8.9996
650000,新疆维吾尔自治区,2011,613.3128,516.2366,41.8385,11.7904,77.9898,7.296
650000,新疆维吾尔自治区,2010,483.04,416.41,,11.1022,52.3153,3.2077
650000,新疆维吾尔自治区,2009,366.2638,327.1682,,5.0144,31.731,2.3502
650000,新疆维吾尔自治区,2008,213.7859,186.1169,,4.3331,21.2861,2.0498
650000,新疆维吾尔自治区,2007,238.152,211.3425,,4.5591,21.1508,1.0996
650000,新疆维吾尔自治区,2006,165.8176,135.8136,,2.4064,26.545,1.0526
650000,新疆维吾尔自治区,2005,123.541,91.5191,,2.0043,28.8747,1.1429
650000,新疆维吾尔自治区,2004,101.9861,73.2174,,2.7946,25.5104,0.4637
650000,新疆维吾尔自治区,2003,106.664,76.8012,,7.0174,22.4579,0.3875
650000,新疆维吾尔自治区,2002,87.9287,65.8157,,,,
650000,新疆维吾尔自治区,2001,64.3814,53.7818,,,,
650000,新疆维吾尔自治区,2000,37.3801,33.3166,,,,
