省份编码,省份,年份,商品房平均销售价格(元/平方米),住宅商品房平均销售价格(元/平方米),别墅、高档公寓平均销售价格(元/平方米),办公楼商品房平均销售价格(元/平方米),商业营业用房平均销售价格(元/平方米),其他商品房平均销售价格(元/平方米)
430000,湖南省,2011,3790.26021812339,3523.64889310312,7424.82577687028,8549.91273286571,7069.79514015125,3178.22763687908
430000,湖南省,2010,3146,3014,6062,3742,5277,3221
430000,湖南省,2009,2680,2532,4846,4141,5197,2488
430000,湖南省,2008,2302,2113,4007,4212,4564,1969
430000,湖南省,2007,2233.14833357592,2067.96173696678,3609.17398726009,3719.00022199718,4246.17993747187,1860.32432432432
430000,湖南省,2006,1928.4375326472,1655.15287559012,2548.94342674308,3061.07985786971,4631.96425262879,1934.72531568065
430000,湖南省,2005,1624.81001204947,1404.5945758118,2283.22327765105,2794.10110604262,3415.78481623398,1427.43802872773
430000,湖南省,2004,1510.54068063253,1248.29111632832,,2781.61612838369,3506.5359824497,1390.07917861827
430000,湖南省,2003,1413,1188,1960,2015,3006.05,932.88
430000,湖南省,2002,1326,1150,2155,1689,2605,1429
430000,湖南省,2001,1248,1123,2422,1722,2342.36,1816.1
430000,湖南省,2000,1079,987,1960,1258,2193.24,801.49
440000,广东省,2019,14262,14115,21832,25026,16922,7457
440000,广东省,2018,13073.1832831555,12915.2539001325,17864.949317021,22244.0700241408,15332.5449317575,7317.10395418824
440000,广东省,2017,11776,11416,16573,21151,14529,7555
440000,广东省,2016,11097,10936,15907,18328,13217,6764
440000,广东省,2015,9796,9495,17220,18767,13037,6790
440000,广东省,2014,9083,8526,12130,18605,15183,7598
440000,广东省,2013,9090,8466,11327,20792,15678,7972
440000,广东省,2012,8112.18887879548,7667.8933394076,10256.239288963,20497.6252563302,12993.5172538116,6724.4754485038
440000,广东省,2011,7879.16501287273,7560.84796331946,9661.18809112724,17213.0470744061,11877.4151584681,6108.36356531184
440000,广东省,2010,7486,7004,8656,15238,12987,6817
440000,广东省,2009,6513,6360,7389,13602,9043,4568
440000,广东省,2008,5953,5723,6817,10554,8630,5296
440000,广东省,2007,5914.29515439442,5682.13817537148,7011.02709641084,12529.2650877551,8153.20794275688,4940.28317762055
440000,广东省,2006,4852.73551517273,4588.6161903839,7916.6204293989,9893.41391037716,7229.56520856916,4268.0405965698
440000,广东省,2005,4442.75534447462,4149.26418428991,7331.19606462697,8315.7406333372,8105.02579738013,3535.00424130718
440000,广东省,2004,3482,3298.29728368491,,5713.35458731846,5955.09624482633,2873.81180582962
440000,广东省,2003,3195,2994,4293,5281,5475.24,2658.84
440000,广东省,2002,3241,3022,4380,5258,5847,1982
440000,广东省,2001,3305,3102,5038,6627,5332.89,3138.35
440000,广东省,2000,3228,2973,4018,8108,5410.76,2315.76
450000,广西壮族自治区,2019,6505,6440,7188,10621,8975,4125
450000,广西壮族自治区,2018,6158.96623229414,5958.52699260579,8068.3165822057,9756.7600517325,9787.23167743419,4570.47088617822
450000,广西壮族自治区,2017,5834,5623,8945,9540,9560,5049
450000,广西壮族自治区,2016,5237,5042,7998,9450,9347,4014
450000,广西壮族自治区,2015,4960,4587,8485,10447,9336,5998
450000,广西壮族自治区,2014,4854,4442,9032,9854,10123,5855
450000,广西壮族自治区,2013,4593,4219,8950,13483,10324,4168
450000,广西壮族自治区,2012,4203.42169612091,3909.82772099256,6708.99598879281,15658.0688864572,8614.39808641308,3767.36022454102
450000,广西壮族自治区,2011,3772.47202676872,3553.95669479931,7392.97266965936,8007.40495263344,8375.6950219309,3263.86163348465
450000,广西壮族自治区,2010,3562,3382,6493,7828,6981,3901
450000,广西壮族自治区,2009,3260,3133,6138,6321,6370,2957
450000,广西壮族自治区,2008,2826,2634,4601,4959,6077,2926
450000,广西壮族自治区,2007,2538.63664025472,2385.51530622281,3640.97714256572,3181.88164661532,4922.10298636725,2371.3760429925
450000,广西壮族自治区,2006,2195.41076612059,1972.85739091138,2889.6058534667,4272.1954670367,4879.19438992868,2035.02002751079
450000,广西壮族自治区,2005,2013.6397831667,1824.51108523306,3006.86106683595,4132.18338422276,4342.54007746327,1949.72745678243
450000,广西壮族自治区,2004,2082.5844772993,1886.18665145894,,3187.22502851556,4723.08949446624,1888.95473313962
450000,广西壮族自治区,2003,1883,1699,2381,2170,4533.99,1950.98
450000,广西壮族自治区,2002,1926,1644,2655,2756,4957,1806
450000,广西壮族自治区,2001,1836,1628,2000,2396,5488.94,1931.11
450000,广西壮族自治区,2000,1450,1382,2562,2521,2586.5,1374.52
460000,海南省,2019,15383,15114,22140,19398,19420,12004
460000,海南省,2018,14545.6304929931,14104.7631241859,23088.3776078674,22428.3981831831,19255.5119141136,12448.9856913363
460000,海南省,2017,11837,11381,18008,17334,18918,24187
460000,海南省,2016,9878,9775,16468,13372,11842,9997
460000,海南省,2015,9339,9226,16216,13515,10423,10920
460000,海南省,2014,9315,9262,16962,23109,9333,6120
460000,海南省,2013,8669,8633,16297,23490,10050,6045
460000,海南省,2012,7893.80292031667,7811.26119888453,19589.6579839581,4970.77905997722,12720.8742542791,6623.89082941011
460000,海南省,2011,8943.45330914135,9083.13770278393,23565.1006545874,9582.48672740382,7055.05965669735,4256.61311590108
460000,海南省,2010,8735,8800,18040,6446,6124,4043
460000,海南省,2009,6261,6291,10770,4950,5238,5884
460000,海南省,2008,5443,5441,9058,5831,5461,5157
460000,海南省,2007,4161.60031127687,4094.57557781685,6776.3769489903,5791.80401412159,5715.54075317319,3416.3288940359
460000,海南省,2006,3787.45663097519,3734.67040664524,5429.16462380818,3197.37882725116,4963.44779686157,6142.14773432651
460000,海南省,2005,2924.47054814429,2855.26977420279,4436.0016911849,2719.93753253514,4108.20930050467,2644.92753623188
460000,海南省,2004,2404.8861400861,2380.17675165969,,3022.89483896003,2777.33302836231,1904.7619047619
460000,海南省,2003,2105,2017,2846,3914,6737.14,878.21
460000,海南省,2002,1789,1797,2330,3000,1577,2745
460000,海南省,2001,1910,1904,2472,1053,2446.96,500
460000,海南省,2000,1980,1956,4299,3080,1592.46,1193.91
500000,重庆市,2019,8402,8657,11325,12230,10113,3232
500000,重庆市,2018,8066.85951224592,8189.97602218537,11222.2139606404,10911.6039232712,10428.9187503332,3293.23154740001
500000,重庆市,2017,6792,6605,11107,9623,9926,3612
500000,重庆市,2016,5485,5162,8572,9239,8884,3426
500000,重庆市,2015,5486,5012,8991,10188,10441,3272
500000,重庆市,2014,5519,5094,9455,11147,10725,3414
500000,重庆市,2013,5569,5239,9941,11370,10780,3984
500000,重庆市,2012,5079.92780912311,4804.79552756257,8273.4284800178,11494.756002427,9575.57023060702,3068.51896233978
500000,重庆市,2011,4733.83721312657,4492.30028589685,8794.65638922979,11687.3236483314,8132.33717039057,3303.50614837789
500000,重庆市,2010,4281,4040,7337,9537,8003,2967
500000,重庆市,2009,3442,3266,6120,5175,7145,4120
500000,重庆市,2008,2785,2640,6322,4667,5432,2489
500000,重庆市,2007,2722.58260629102,2588.21528778998,5263.23030043174,4186.62319472826,5134.73473095795,2081.50204446904
500000,重庆市,2006,2269.21434704752,2081.31120746949,4381.89038203093,3301.94164212194,4552.87306768492,2181.70684523356
500000,重庆市,2005,2134.99158082532,1900.65911112053,4294.87928393688,2407.8376727612,4461.93695947716,1949.88142612949
500000,重庆市,2004,1766.238546431,1572.5557274549,,2486.1857594915,3344.97264213408,2041.31471991518
500000,重庆市,2003,1596,1324,3361,2478,3661.43,1589.38
500000,重庆市,2002,1556,1277,2849,2387,3653,1537
500000,重庆市,2001,1443,1133,2546,2622,3548.42,1419.89
500000,重庆市,2000,1351,1077,2455,2227,3274.81,1327.62
510000,四川省,2019,7448,7529,12669,9381,10606,3242
510000,四川省,2018,6987.57779794655,6691.23218080769,11340.4760745606,10666.9221338038,11479.3011147542,3880.95354314696
510000,四川省,2017,6217,5888,11138,9042,10253,3635
510000,四川省,2016,5762,5449,9913,8005,10181,3735
510000,四川省,2015,5475,5034,10310,7172,10594,3412
510000,四川省,2014,5597,5092,10233,7765,11358,3992
510000,四川省,2013,5498,5086,9813,9783,10974,3813
510000,四川省,2012,5448.82003825969,4959.18517766996,10037.9155296959,8955.02613562566,11137.166111478,3979.61030243095
510000,四川省,2011,4917.88136247248,4595.12776752227,10037.8979874924,9723.2265653805,9064.31867539012,4083.63987124324
510000,四川省,2010,4138,3985,8750,8845,6221,3498
510000,四川省,2009,3509,3434,7898,5590,5013,2465
510000,四川省,2008,3157,3067,7934,5688,4528,2397
510000,四川省,2007,2840.44670442516,2752.81470098259,5776.71111870785,5134.60491927736,4118.74476753288,2062.20618426516
510000,四川省,2006,2270.93764862261,2122.56134737801,4523.7315538155,3420.95451155854,4090.5110216474,1889.71926386182
510000,四川省,2005,1945.48499747641,1687.87360137069,3501.5678127819,3405.75318758913,4282.96037466521,1533.06600471008
510000,四川省,2004,1572.22352972016,1351.43722245112,,2549.93963071668,3395.43312218345,1437.67885588007
510000,四川省,2003,1421,1229,2893,1725,3153.64,1503.84
510000,四川省,2002,1381,1190,2270,2161,3026,1356
510000,四川省,2001,1368,1171,2932,2469,3209.9,1188.57
510000,四川省,2000,1340,1135,3837,2286,3164.4,1739.89
520000,贵州省,2019,5980,5480,9748,7358,10877,3794
520000,贵州省,2018,5636.76510926108,5129.19186626069,8797.91983507089,8182.09311312354,9615.90408439858,3752.66130163497
520000,贵州省,2017,4771,4165,8820,6667,8719,3737
520000,贵州省,2016,4307,3704,6813,7012,7865,3381
520000,贵州省,2015,4415,3629,7069,6620,9347,3356
520000,贵州省,2014,4312,3694,8073,6782,8653,4274
520000,贵州省,2013,4295,3735,8940,7314,10257,4056
520000,贵州省,2012,4115.6730485423,3695.36003483825,11980.4531935272,8158.17235007559,9629.786430414,3493.13486564406
520000,贵州省,2011,3888.78368714063,3489.71007390218,6976.16485481151,6041.22422098728,8634.29323062528,4748.18579021367
520000,贵州省,2010,3357,3142,6937,5228,7015,3268
520000,贵州省,2009,2874,2642,5570,4605,7176,2909
520000,贵州省,2008,2339,2122,4738,3672,5967,2935
520000,贵州省,2007,2136.7374685659,1899.36119964527,3525.94503613268,4261.90410467331,5479.12263958007,2182.12166172107
520000,贵州省,2006,1779.82464096304,1583.52465158174,3672.1160438807,3760.35383416549,4198.28130638759,2426.54028436019
520000,贵州省,2005,1606.59103211267,1307.55928557202,2896.50473530013,3213.05868083573,4642.61558585222,2518.38348884632
520000,贵州省,2004,1385.01603091704,1181.42851480054,,1964.56443389176,3274.86364990737,3726.28907293615
520000,贵州省,2003,1313,1143,2684,2553,2857.44,1213.26
520000,贵州省,2002,1238,1068,1136,2721,2686,1387
520000,贵州省,2001,1164,1026,3131,1851,2589.34,1678.59
520000,贵州省,2000,1269,1096,3426,2353,3191.31,1418.47
530000,云南省,2019,7954,8010,7268,8423,9795,5842
530000,云南省,2018,7517.49311296285,7384.4390744769,7757.20741260755,10432.9246202898,9628.75263117295,4821.97604638632
530000,云南省,2017,5919,5664,6193,8039,8406,4685
530000,云南省,2016,5269,4812,5491,8051,8513,4327
530000,云南省,2015,5300,4800,5109,11353,8386,4239
530000,云南省,2014,4998,4451,6771,11878,8846,3375
530000,云南省,2013,4494,4176,5741,9083,7262,3477
530000,云南省,2012,4209.18851038857,3861.00608099292,4185.2562203289,7876.13697017053,6567.08453377647,4004.72969919716
530000,云南省,2011,3635.38337449985,3388.40725949668,3693.49647309312,5259.51293033549,6368.17257175331,3041.28187470844
530000,云南省,2010,3158,2893,3547,6732,6490,3355
530000,云南省,2009,2931,2723,3429,5472,5532,3560
530000,云南省,2008,2680,2441,3230,4860,5203,3086
530000,云南省,2007,2454.98047024724,2295.74269362694,3307.98645232608,4350.55029346112,4218.32403528091,2979.23808210765
530000,云南省,2006,2380.17132747043,2190.65133693026,3237.87063546869,3159.32061108753,4257.27509263345,2620.75048587233
530000,云南省,2005,2165.01528145597,2000.83555123794,2919.72959040647,2181.92731426801,3998.76343180309,2506.7043368561
530000,云南省,2004,1977.50958579943,1860.3526021409,,3087.42468914242,3073.5846122159,2049.09717995537
530000,云南省,2003,1882,1775,2522,2572,3194.36,3250.32
530000,云南省,2002,1913,1784,2383,2883,3823,3002
530000,云南省,2001,1940,1848,3161,2162,3305.11,1992.51
530000,云南省,2000,1739,1646,2444,2135,3142.84,1781.05
540000,西藏自治区,2019,7578,7350,10107,9137,11165,4750
540000,西藏自治区,2018,7201.55088430125,6914.73207744047,9525.17710128279,11217.2324881822,9103.97785615429,5016.18361041636
540000,西藏自治区,2017,6626,5604,,5798,14374,
540000,西藏自治区,2016,5112,4876,6333,6920,11546,2165
540000,西藏自治区,2015,4111,3605,7291,5300,13455,2973
540000,西藏自治区,2014,5774,5323,7467,13643,8613,
540000,西藏自治区,2013,4174,3883,4669,5155,7334,
540000,西藏自治区,2012,3268.62308502553,2982.18765436882,3685.44680851064,5328,6810.3569916749,
540000,西藏自治区,2011,3474.50941721724,3311.55162842339,2598.11255610542,,6372.49764175663,11159.4202898551
540000,西藏自治区,2010,2896,2761,3936,,7740,
540000,西藏自治区,2009,2452,2392,3848,,4481,
540000,西藏自治区,2008,3202,3103,3547,10000,4554,1200
540000,西藏自治区,2007,2704.12394203051,2662.31848553086,3486.34134952136,,4813.71718882303,
540000,西藏自治区,2006,1976.46214064922,1686.85442344855,1531.86353395558,,2802.56925796483,
540000,西藏自治区,2005,1700.11004073438,1506.07665810683,1560.26834018611,,4433.24790307549,
540000,西藏自治区,2004,2747.58479360964,2747.58479360964,,,,
540000,西藏自治区,2003,1753,1745,2505,,2495.76,
540000,西藏自治区,2002,1569,1542,2000,,1836,
540000,西藏自治区,2001,1674,1466,,1200,5033.83,990.91
540000,西藏自治区,2000,1075,1075,,,,
610000,陕西省,2019,8998,8798,13188,12117,12175,6884
610000,陕西省,2018,8273.39865278599,7921.85163127618,12701.2358567459,11625.4071930019,11766.5963018973,5893.45582474904
610000,陕西省,2017,6840,6477,10897,10519,10368,5564
610000,陕西省,2016,5471,5264,8905,8260,8744,5381
610000,陕西省,2015,5362,5082,7090,8887,9209,4893
610000,陕西省,2014,5166,4823,9973,9213,10753,5330
610000,陕西省,2013,5280,4991,9128,7411,10493,7256
610000,陕西省,2012,5155.88073366629,4803.04551716028,9603.10299918839,8092.53470695776,10646.6881031008,5636.0606623624
610000,陕西省,2011,4949.20254063974,4705.28112525594,9024.0302806438,8671.78757553474,10124.1599775563,4970.81020415321
610000,陕西省,2010,3759,3668,7812,5516,6260,3541
610000,陕西省,2009,3223,3113,5368,5123,6034,3064
610000,陕西省,2008,2952,2821,5589,5571,5056,3149
610000,陕西省,2007,2622.00207400821,2487.37686208248,5191.40282178619,4232.53495632099,5746.31548683076,3285.69632981398
610000,陕西省,2006,2461.32247208371,2297.06767333634,4420.57800801622,4128.85496612409,6579.21502514873,2876.05085255608
610000,陕西省,2005,2059.61150616193,1930.33119605797,3309.81322108465,3587.21068957289,5181.39043436628,1654.54946023353
610000,陕西省,2004,1731.03328855803,1597.65545706746,,3961.38367691308,3348.15373390852,1800.27537673067
610000,陕西省,2003,1534,1390,3502,4111,2729,1493.19
610000,陕西省,2002,1554,1481,3296,3431,1969,1361
610000,陕西省,2001,1570,1398,3293,3466,3150.66,1723.26
610000,陕西省,2000,1253,1210,2594,1525,2455.3,1717.95
620000,甘肃省,2019,5977,5781,11289,11169,8733,5113
620000,甘肃省,2018,5780.32741474958,5387.04538621921,10377.6146941145,13958.6610021393,10151.0068870484,4962.20375824841
620000,甘肃省,2017,5709,5326,9403,14016,8839,4457
620000,甘肃省,2016,5201,4817,9576,10156,7936,4256
620000,甘肃省,2015,4913,4613,12396,11222,8036,5260
620000,甘肃省,2014,4544,4234,14640,8561,8423,5043
620000,甘肃省,2013,3886,3684,7946,8530,7296,2865
620000,甘肃省,2012,3570.14628464833,3376.07632172246,7367.72486772487,6956.59499898901,6496.20549109822,2251.70968453563
620000,甘肃省,2011,3318.24142061242,3130.04354297237,5080.80808080808,7771.86746538739,5151.84012637825,2605.32097128534
620000,甘肃省,2010,3042,2938,3626,3795,4382,2343
620000,甘肃省,2009,2483,2396,3344,4551,3949,1953
620000,甘肃省,2008,1958,1851,2082,2899,4008,2134
620000,甘肃省,2007,2190.54083259043,2146.02903854386,2628.73326467559,2220.78885412971,3207.07288909138,1890.39902821388
620000,甘肃省,2006,1779.76024889977,1703.08693566944,2038.50509626274,3048.17772913068,3163.67562420832,861.741539802621
620000,甘肃省,2005,1936.22032763911,1739.0660816509,3146.60928921205,2770.79752662044,4005.54721494186,1163.32566546172
620000,甘肃省,2004,1753.70231696469,1600.97451879945,,2377.16163344117,3394.70030784089,975.906053857056
620000,甘肃省,2003,1275,1175,1390,2356,2522.68,4713.32
620000,甘肃省,2002,1326,1195,,2023,3456,1358
620000,甘肃省,2001,1259,1190,1399,1450,2655.52,1377.25
620000,甘肃省,2000,1302,1199,1565,2069,2225.7,1246.21
630000,青海省,2019,7643,7269,5037,9227,13391,3491
630000,青海省,2018,6471.72365632783,5936.60002686754,4659.74717232202,8260.68245393493,10384.7183243991,4498.17771052239
630000,青海省,2017,6001,5298,13132,8025,10235,3795
630000,青海省,2016,5400,4612,9534,6829,13207,4798
630000,青海省,2015,5242,4241,10233,9619,12814,2732
630000,青海省,2014,5081,4294,11396,8202,11704,3875
630000,青海省,2013,4163,3957,8689,5862,11523,3436
630000,青海省,2012,4048.54487449835,3692.21227616821,7151.21951219512,6518.69158878505,9704.64516712651,3801.21212121212
630000,青海省,2011,3248.08084561271,3090.01311586243,5263.56891839125,1750.16972165648,7019.3404664664,3936.11032929918
630000,青海省,2010,3005,2894,5764,2193,5296,3113
630000,青海省,2009,2517,2442,2538,3581,4805,1118
630000,青海省,2008,2460,2384,2768,3271,4246,2625
630000,青海省,2007,2310.99857052169,2205.75339564912,2633.48392792231,3075.0015612315,5093.08384201419,1278.62027951234
630000,青海省,2006,1920.56310963511,1840.49687918489,2376.78561756147,2511.51580074987,3266.02636413446,1054.15713196034
630000,青海省,2005,1832.19527509615,1681.03333022919,2134.35969209237,2765.62338838145,4117.13653797699,2141.85393258427
630000,青海省,2004,1582.87685172064,1415.3735803945,,2484.55232018093,3465.44635091326,1702.46202200105
630000,青海省,2003,1465,1342,1629,2126,2275.64,451.11
630000,青海省,2002,1292,1167,,1311,3651,1282
630000,青海省,2001,1208,1123,,2174,2840.92,1700
630000,青海省,2000,1238,1136,,3770,2257.26,2662.05
640000,宁夏回族自治区,2019,5685,5618,8504,6344,7560,3252
640000,宁夏回族自治区,2018,5043.60838647996,4736.9421562619,7272.96271690295,8224.29027521594,7755.35070932693,3488.72631690901
640000,宁夏回族自治区,2017,4544,4243,6658,8119,6810,3526
640000,宁夏回族自治区,2016,4241,3925,5824,8036,6655,3482
640000,宁夏回族自治区,2015,4413,4010,5518,7802,6866,3774
640000,宁夏回族自治区,2014,4117,3747,6392,7259,6719,3592
640000,宁夏回族自治区,2013,4232,3917,6727,7962,6879,4211
640000,宁夏回族自治区,2012,3947.88163394895,3620.76551000435,4848.59270425504,5065.42659312287,6685.60512411705,3503.35457429189
640000,宁夏回族自治区,2011,3732.1897268933,3389.45644509567,4806.45524730271,7254.17439703154,5640.08299406313,3165.67245900695
640000,宁夏回族自治区,2010,3304,3107,5321,5278,4888,2426
640000,宁夏回族自治区,2009,3090,2824,3656,5110,5145,2250
640000,宁夏回族自治区,2008,2435,2215,5345,3726,4243,1570
640000,宁夏回族自治区,2007,2136.20252675935,1957.71232853485,4401.44305005755,3191.74210461639,3724.06369393643,1130.4541283128
640000,宁夏回族自治区,2006,2063.06569235494,1869.2724079498,3040.51598134672,2739.29725363489,3764.4148549493,1666.05959058789
640000,宁夏回族自治区,2005,2235.38247230402,1764.59658758893,3275.98828696925,3428.9413750448,5150.51078225684,2101.63522012579
640000,宁夏回族自治区,2004,1880.39531873059,1665.3821830789,,3505.01691253802,3742.48407643312,719.776867427874
640000,宁夏回族自治区,2003,1868,1515,2948,2701,3610.31,1466.09
640000,宁夏回族自治区,2002,1865,1594,3115,2953,3282,2867
640000,宁夏回族自治区,2001,1596,1309,2802,1969,3223.48,2204.35
640000,宁夏回族自治区,2000,1352,1145,3213,1958,2933.73,1073.89
650000,新疆维吾尔自治区,2019,5999,5807,7687,7888,9120,3038
650000,新疆维吾尔自治区,2018,5944.37797581031,5427.31168058557,8157.15567303289,7926.5424148016,9246.84159948184,4296.2437502139
650000,新疆维吾尔自治区,2017,4965,4538,7885,7745,7407,3862
650000,新疆维吾尔自治区,2016,4632,4204,6236,7829,7424,3218
650000,新疆维吾尔自治区,2015,4653,4176,6252,8427,7457,3911
650000,新疆维吾尔自治区,2014,4628,4057,5988,8399,8039,5241
650000,新疆维吾尔自治区,2013,4268,3949,5478,9006,7143,4236
650000,新疆维吾尔自治区,2012,3918.39733338218,3593.81752303211,5339.27372596887,9382.88046861889,6532.42086077342,4342.51413792438
650000,新疆维吾尔自治区,2011,3548.78743131709,3286.95481534348,4290.14257237312,7433.20430215991,6334.56738180832,3903.58738396512
650000,新疆维吾尔自治区,2010,3087,2872,4299,8989,5541,3957
650000,新疆维吾尔自治区,2009,2604,2466,3384,6631,4822,3609
650000,新疆维吾尔自治区,2008,2240,2100,3684,5184,4156,2434
650000,新疆维吾尔自治区,2007,2081.13191652682,1959.9939310833,2976.91019318148,4193.54838709677,4101.4483479448,3040.42470828955
650000,新疆维吾尔自治区,2006,1858.08723387518,1684.06319043707,2743.52396644611,3371.67757212313,3589.00031232212,2171.56296418551
650000,新疆维吾尔自治区,2005,1797.74447031432,1509.01195019948,2504.12127128556,2708.25732700961,4236.62240481256,2214.62204739667
650000,新疆维吾尔自治区,2004,1585.18581842486,1324.89007111449,,3212.18390804598,3195.99097970433,2088.73873873874
650000,新疆维吾尔自治区,2003,1817,1487,2759,4587,4202.17,2158.65
650000,新疆维吾尔自治区,2002,1735,1444,1834,2861,4506,1585
650000,新疆维吾尔自治区,2001,1533,1409,,2887,2846.77,1592.37
650000,新疆维吾尔自治区,2000,1424,1328,1338,3306,3578.28,2262.28
