省份编码,省份,年份,全社会固定资产投资(亿元),城镇固定资产投资(亿元),房地产开发投资(亿元)
610000,陕西省,2010,7963.6658,7569.9009,1159.47
610000,陕西省,2009,6246.9044,5888.3715,941.6321
610000,陕西省,2008,4614.4216,4286.423,762.2281
610000,陕西省,2007,3415.0239,3168.8196,535.3249
610000,陕西省,2006,2480.6855,2285.7067,394.8602
610000,陕西省,2005,1882.1792,1740.8611,298.9546
610000,陕西省,2004,1508.89,1378.46,231.1719
610000,陕西省,2003,1200.68069,1071.0,188.3082
610000,陕西省,2002,915.35,795.4,123.5686
610000,陕西省,2001,773.434801,,99.7844
610000,陕西省,2000,653.67,,78.8862
620000,甘肃省,2019,,,1257.8484
620000,甘肃省,2018,,,1116.3933
620000,甘肃省,2017,5827.7507,5696.3491,944.5166
620000,甘肃省,2016,9663.9924,9534.1023,850.0344
620000,甘肃省,2015,8754.2269,8626.5969,768.0627
620000,甘肃省,2014,7884.131,7759.6316,721.4717
620000,甘肃省,2013,6527.9384,6407.1982,724.649
620000,甘肃省,2012,5145.0,5040.0347,561.0185
620000,甘肃省,2011,3965.7903,3870.08,366.9672
620000,甘肃省,2010,3158.3401,2808.5506,266.41
620000,甘肃省,2009,2363.0018,2076.3582,204.1378
620000,甘肃省,2008,1712.7757,1510.7526,185.8089
620000,甘肃省,2007,1304.157,1177.4632,134.0699
620000,甘肃省,2006,1022.5882,923.9217,97.7206
620000,甘肃省,2005,870.361,786.0469,86.6044
620000,甘肃省,2004,733.94,660.76,72.0818
620000,甘肃省,2003,619.8166,553.7,50.8029
620000,甘肃省,2002,526.21,465.5,37.7112
620000,甘肃省,2001,460.374551,,31.3696
620000,甘肃省,2000,395.4,,27.7135
630000,青海省,2019,,,406.2924
630000,青海省,2018,,,351.8188
630000,青海省,2017,3883.5539,3819.8617,408.5865
630000,青海省,2016,3528.0548,3455.5124,396.9204
630000,青海省,2015,3210.6323,3144.1705,335.9998
630000,青海省,2014,2861.228,2788.9116,308.2702
630000,青海省,2013,2361.0916,2285.3013,247.6138
630000,青海省,2012,1883.4,1808.666,189.6795
630000,青海省,2011,1435.5768,1365.9129,144.6936
630000,青海省,2010,1016.8686,840.0123,108.19
630000,青海省,2009,798.23,689.0893,72.8499
630000,青海省,2008,583.2406,514.0482,51.1881
630000,青海省,2007,482.843,443.6907,34.2057
630000,青海省,2006,408.5366,384.6142,31.1794
630000,青海省,2005,329.8142,310.8377,29.113
630000,青海省,2004,289.18,272.74,26.2394
630000,青海省,2003,255.617639,236.9,22.3121
630000,青海省,2002,232.35,215.4,16.9171
630000,青海省,2001,196.346203,,15.3558
630000,青海省,2000,151.14,,13.499
640000,宁夏回族自治区,2019,,,403.0911
640000,宁夏回族自治区,2018,,,449.5685
640000,宁夏回族自治区,2017,3728.3788,3640.1215,652.8429
640000,宁夏回族自治区,2016,3794.2466,3709.0448,728.1647
640000,宁夏回族自治区,2015,3505.4465,3426.4227,633.6378
640000,宁夏回族自治区,2014,3173.7908,3093.9191,654.7995
640000,宁夏回族自治区,2013,2651.1421,2577.7882,558.9682
640000,宁夏回族自治区,2012,2096.9,2033.0345,429.1529
640000,宁夏回族自治区,2011,1644.7418,1589.141,336.2289
640000,宁夏回族自治区,2010,1444.1606,1292.802,254.37
640000,宁夏回族自治区,2009,1075.9058,964.1606,162.7417
640000,宁夏回族自治区,2008,828.8537,735.7094,117.5853
640000,宁夏回族自治区,2007,599.7984,527.6947,93.1129
640000,宁夏回族自治区,2006,498.7452,438.733,76.9437
640000,宁夏回族自治区,2005,443.2509,381.9897,74.7766
640000,宁夏回族自治区,2004,376.2,316.83,67.1912
640000,宁夏回族自治区,2003,317.992647,263.1,50.9065
640000,宁夏回族自治区,2002,226.98,183.5,30.8634
640000,宁夏回族自治区,2001,191.083294,,23.1799
640000,宁夏回族自治区,2000,157.52,,15.5691
650000,新疆维吾尔自治区,2019,,,1074.0436
650000,新疆维吾尔自治区,2018,,,1033.4407
650000,新疆维吾尔自治区,2017,12089.1177,11795.6405,1037.8565
650000,新疆维吾尔自治区,2016,10287.5299,9983.862,923.4025
650000,新疆维吾尔自治区,2015,10813.0306,10525.4206,998.8751
650000,新疆维吾尔自治区,2014,9447.7419,9067.7912,1014.8108
650000,新疆维吾尔自治区,2013,7732.3043,7371.2357,825.6855
650000,新疆维吾尔自治区,2012,6158.8,5857.9757,606.0939
650000,新疆维吾尔自治区,2011,4632.1427,4444.9863,516.3895
650000,新疆维吾尔自治区,2010,3423.2441,3065.1329,347.72
650000,新疆维吾尔自治区,2009,2725.4512,2434.1466,235.8805
650000,新疆维吾尔自治区,2008,2259.9746,2025.6393,228.6267
650000,新疆维吾尔自治区,2007,1850.8415,1659.1894,168.316
650000,新疆维吾尔自治区,2006,1567.0521,1418.011,120.8786
650000,新疆维吾尔自治区,2005,1339.0555,1210.0053,101.6618
650000,新疆维吾尔自治区,2004,1147.15,1046.43,104.7001
650000,新疆维吾尔自治区,2003,973.390185,892.6,102.4908
650000,新疆维吾尔自治区,2002,800.09,734.5,87.706
650000,新疆维吾尔自治区,2001,705.997003,,97.9184
650000,新疆维吾尔自治区,2000,610.39,,57.4347
