省份编码,省份,年份,私营企业户数(万户),私营企业就业人数(万人),私营企业投资者就业人数(万人),城镇私营企业就业人数(万人),城镇私营企业投资者就业人数(万人),乡村私营企业就业人数(万人),乡村私营企业投资者就业人数(万人)
420000,湖北省,2011,30.7974,301.3885,70.9567,218.7414,57.4385,82.6471,13.5182
420000,湖北省,2010,26.6621,267.2594,61.7942,200.8387,50.6707,66.4207,11.1235
420000,湖北省,2009,23.0567,249.6024,54.5496,186.1291,44.3524,63.4733,10.1972
420000,湖北省,2008,20.4686,202.3479,50.8584,142.0054,38.9393,60.3425,11.9191
420000,湖北省,2007,17.0008,161.7551,43.9574,109.9168,35.9025,51.8383,8.0549
420000,湖北省,2006,15.0288,143.4935,39.0573,102.8225,32.2917,40.671,6.7656
420000,湖北省,2005,12.9029,122.604,34.1694,89.6552,28.5234,32.9488,5.646
420000,湖北省,2004,11.3751,110.3309,29.5768,72.8894,24.1226,37.4415,5.4542
420000,湖北省,2003,8.6155,105.2782,20.5072,71.0041,14.7042,34.2741,5.803
420000,湖北省,2002,7.0,93.4,16.5,53.3,11.2,40.1,5.2
420000,湖北省,2001,5.8,71.1285,11.3339,39.101,6.6845,32.0275,4.6494
420000,湖北省,2000,5.3,79.605,13.1346,52.9152,9.7131,26.6898,3.4215
430000,湖南省,2019,87.2268,514.3851,,161.4205,,352.9646,
430000,湖南省,2018,75.4752,449.8333,,205.7702,,244.0631,
430000,湖南省,2017,63.8697,374.6056,,124.5315,,250.0741,
430000,湖南省,2016,52.6139,304.6777,,105.5357,,199.142,
430000,湖南省,2015,44.4389,680.6448,,586.6314,,94.0134,
430000,湖南省,2014,38.3998,582.6209,81.5166,478.597,64.679,104.0239,16.8376
430000,湖南省,2013,30.5,464.7518,66.971,370.39,52.0875,94.3618,14.8835
430000,湖南省,2012,24.8945,398.402,61.217,281.3793,46.0911,117.0227,15.1259
430000,湖南省,2011,21.9127,355.7784,55.362,234.5745,39.0381,121.2039,16.3239
430000,湖南省,2010,18.526,296.1178,47.7029,191.6133,32.6531,104.5045,15.0498
430000,湖南省,2009,16.0261,263.2448,39.4476,190.2479,28.2518,72.9969,11.1958
430000,湖南省,2008,13.6567,236.878,35.7754,171.3821,25.161,65.4959,10.6144
430000,湖南省,2007,11.5919,224.5149,32.8526,162.063,23.2407,62.4519,9.6119
430000,湖南省,2006,10.0459,213.6363,27.8071,152.9227,21.6222,60.7136,6.1849
430000,湖南省,2005,8.4553,200.4275,30.0725,150.7982,17.8531,49.6293,12.2194
430000,湖南省,2004,6.9002,173.9629,30.0147,133.1062,18.7798,40.8567,11.2349
430000,湖南省,2003,5.6534,109.1335,28.9227,82.5602,25.1011,26.5733,3.8216
430000,湖南省,2002,3.8,81.7,16.8,57.6,13.9,24.1,2.9
430000,湖南省,2001,3.0,56.1571,8.496,41.9318,6.5559,14.2253,1.9401
430000,湖南省,2000,2.5,46.196,7.0606,33.5446,5.4246,12.6514,1.636
440000,广东省,2019,494.2351,3501.5729,,3059.4124,,442.1605,
440000,广东省,2018,447.0681,3115.1421,,2783.0731,,332.069,
440000,广东省,2017,381.5754,2753.4619,,2449.5925,,303.8694,
440000,广东省,2016,317.173,2356.6038,,2084.844,,271.7598,
440000,广东省,2015,248.1161,1866.8058,,1654.5856,,212.2202,
440000,广东省,2014,194.8286,1514.7576,359.4986,1318.8695,311.001,195.8881,48.4976
440000,广东省,2013,153.0,1218.3646,289.4621,1043.0031,246.6183,175.3615,42.8438
440000,广东省,2012,125.6249,1097.7679,241.2498,953.1112,215.4714,144.6567,25.7784
440000,广东省,2011,110.8317,977.0669,208.6733,843.3669,185.6606,133.7,23.0127
440000,广东省,2010,94.8202,851.8684,179.8628,727.5137,158.8039,124.3547,21.0589
440000,广东省,2009,81.3445,857.1572,222.8386,723.9226,195.191,133.2346,27.6476
440000,广东省,2008,73.2028,802.3313,211.2449,679.1699,192.1308,123.1614,19.1141
440000,广东省,2007,62.2655,750.2575,199.8834,641.896,180.0512,108.3615,19.8322
440000,广东省,2006,55.139,652.5586,172.1576,533.0424,150.8539,119.5162,21.3037
440000,广东省,2005,44.9194,526.1279,116.7,402.0465,96.6175,124.0814,20.0825
440000,广东省,2004,38.9771,434.465,98.8161,311.2112,78.8158,123.2538,20.0003
440000,广东省,2003,32.3077,359.3998,74.4377,276.9094,62.1992,82.4904,12.2385
440000,广东省,2002,25.9,281.4,60.0,221.1,50.3,60.3,9.8
440000,广东省,2001,21.1,245.3267,48.1908,182.0973,40.6627,63.2294,7.5281
440000,广东省,2000,18.4,217.5354,41.0713,151.7324,34.0644,65.803,7.0069
450000,广西壮族自治区,2019,74.0059,526.7897,,292.1489,,234.6408,
450000,广西壮族自治区,2018,67.3919,485.9808,,282.7187,,203.2621,
450000,广西壮族自治区,2017,59.818,403.9696,,248.6735,,155.2961,
450000,广西壮族自治区,2016,51.5341,360.1338,,247.3656,,112.7682,
450000,广西壮族自治区,2015,43.5839,338.4852,,168.0679,,170.4173,
450000,广西壮族自治区,2014,34.8705,289.8707,69.9175,152.3352,42.5323,137.5355,27.3852
450000,广西壮族自治区,2013,28.3,259.6026,57.9832,129.8756,34.6429,129.727,23.3403
450000,广西壮族自治区,2012,22.6917,247.9468,49.6544,137.3359,34.4158,110.6109,15.2386
450000,广西壮族自治区,2011,18.0726,216.6363,41.4826,123.3653,27.0345,93.271,14.4481
450000,广西壮族自治区,2010,13.7023,189.4048,35.859,100.4502,21.85,88.9546,14.009
450000,广西壮族自治区,2009,10.8879,165.5167,30.9086,93.2519,19.9548,72.2648,10.9538
450000,广西壮族自治区,2008,8.9669,134.4855,24.8294,92.3814,21.1554,42.1041,3.674
450000,广西壮族自治区,2007,6.9886,123.9625,21.9844,92.1844,17.6738,31.7781,4.3106
450000,广西壮族自治区,2006,6.079,94.7778,17.3588,68.7654,14.4204,26.0124,2.9384
450000,广西壮族自治区,2005,5.1925,83.5563,14.5592,54.3182,9.6218,29.2381,4.9374
450000,广西壮族自治区,2004,4.3234,66.3719,11.8886,49.3219,9.2428,17.05,2.6458
450000,广西壮族自治区,2003,3.486,49.3492,9.1545,35.8306,7.2314,13.5186,1.9231
450000,广西壮族自治区,2002,2.8,41.5,7.0,30.4,5.7,11.1,1.3
450000,广西壮族自治区,2001,2.3,31.8708,5.8221,20.9517,4.4228,10.9191,1.3993
450000,广西壮族自治区,2000,2.1,30.5732,5.5818,21.8752,4.2057,8.698,1.3761
460000,海南省,2019,25.7745,129.9191,,93.1686,,36.7505,
460000,海南省,2018,21.3997,130.5098,,102.9103,,27.5995,
460000,海南省,2017,17.0269,107.7484,,88.4311,,19.3173,
460000,海南省,2016,15.7961,104.3565,,83.3719,,20.9846,
460000,海南省,2015,15.9328,110.2535,,93.161,,17.0925,
460000,海南省,2014,13.5355,94.7817,28.7067,83.9276,27.586,10.8541,1.1207
460000,海南省,2013,13.3,94.3951,29.4749,71.8727,24.0122,22.5224,5.4627
460000,海南省,2012,10.2229,70.0455,21.932,62.0301,21.1434,8.0154,0.7886
460000,海南省,2011,9.0966,61.8338,19.6616,55.1548,19.1007,6.679,0.5609
460000,海南省,2010,7.9544,52.8623,17.3624,47.6109,16.8752,5.2514,0.4872
460000,海南省,2009,6.6647,45.1543,14.5983,40.5829,14.1645,4.5714,0.4338
460000,海南省,2008,5.8795,40.5496,13.012,36.4956,12.6141,4.05399999999999,0.3979
460000,海南省,2007,4.6988,48.4183,10.9203,46.9154,10.5721,1.5029,0.3482
460000,海南省,2006,3.7687,39.7103,9.2036,34.2036,7.9558,5.5067,1.2478
460000,海南省,2005,3.2275,36.0918,7.7348,31.8437,6.8244,4.2481,0.9104
460000,海南省,2004,2.5316,29.0085,6.0807,25.4159,5.3219,3.5926,0.7588
460000,海南省,2003,2.6161,28.2967,6.915,23.4668,5.8014,4.8299,1.1136
460000,海南省,2002,2.0,22.3,5.6,18.4,4.7,3.9,0.9
460000,海南省,2001,2.1,20.499,5.4951,18.4057,5.0624,2.0933,0.4327
460000,海南省,2000,2.0,18.6259,5.1966,16.624,4.788,2.0019,0.4086
500000,重庆市,2019,81.1275,1014.4095,,822.9885,,191.421,
500000,重庆市,2018,76.1542,952.3653,,760.6485,,191.7168,
500000,重庆市,2017,69.0882,864.3866,,674.9173,,189.4693,
500000,重庆市,2016,62.7577,786.0652,,603.3791,,182.6861,
500000,重庆市,2015,54.4015,684.1684,,526.5484,,157.62,
500000,重庆市,2014,44.4263,560.4627,77.0908,436.1302,62.8372,124.3325,14.2536
500000,重庆市,2013,35.6,449.5226,62.8572,346.618,50.3154,102.9046,12.5418
500000,重庆市,2012,29.2225,370.6093,52.6736,290.1267,42.6187,80.4826,10.0549
500000,重庆市,2011,22.8262,292.2787,43.9342,233.3683,35.8547,58.9104,8.0795
500000,重庆市,2010,15.418,201.3673,33.6271,164.5998,27.5913,36.7675,6.0358
500000,重庆市,2009,14.2785,186.8965,31.6306,149.5045,25.3473,37.392,6.2833
500000,重庆市,2008,12.5409,163.5855,27.4272,130.3945,21.9787,33.191,5.4485
500000,重庆市,2007,10.0279,135.8126,26.7412,104.9645,20.8472,30.8481,5.894
500000,重庆市,2006,8.0381,109.1962,21.8025,72.8369,14.5248,36.3593,7.2777
500000,重庆市,2005,7.5684,105.4403,20.5259,78.4732,16.2296,26.9671,4.2963
500000,重庆市,2004,6.7991,99.4619,18.6348,66.2208,12.8691,33.2411,5.7657
500000,重庆市,2003,5.4922,86.4499,15.4246,56.277,10.6344,30.1729,4.7902
500000,重庆市,2002,4.4,71.4,12.2,52.2,9.8,19.2,2.4
500000,重庆市,2001,3.5,56.2476,9.8113,35.0845,6.5184,21.1631,3.2929
500000,重庆市,2000,3.1,48.6395,8.0542,35.4524,6.61,13.1871,1.4442
510000,四川省,2019,137.3212,504.7404,,437.8217,,66.9187,
510000,四川省,2018,125.8527,382.2686,,325.716,,56.5526,
510000,四川省,2017,109.3204,307.2301,,257.8747,,49.3554,
510000,四川省,2016,92.0147,817.0339,,725.2182,,91.8157,
510000,四川省,2015,78.0929,817.8752,,743.9167,,73.9585,
510000,四川省,2014,64.1718,514.9011,128.6631,351.0838,114.889,163.8173,13.7741
510000,四川省,2013,50.4,418.5223,108.135,238.4084,85.9043,180.1139,22.2307
510000,四川省,2012,44.8165,402.9183,95.5903,216.6499,76.0839,186.2684,19.5064
510000,四川省,2011,40.4633,365.828,86.613,195.2913,68.9477,170.5367,17.6653
510000,四川省,2010,36.1414,372.217,77.9967,231.9603,57.357,140.2567,20.6397
510000,四川省,2009,32.5476,364.9054,75.2823,230.7987,52.8905,134.1067,22.3918
510000,四川省,2008,28.6223,341.254,65.5463,224.6854,46.7956,116.5686,18.7507
510000,四川省,2007,22.6601,293.364,60.1905,182.1375,41.983,111.2265,18.2075
510000,四川省,2006,20.8952,276.7195,54.4387,158.9031,34.8086,117.8164,19.6301
510000,四川省,2005,17.8705,237.9789,45.2652,153.2122,32.0274,84.7667,13.2378
510000,四川省,2004,13.5724,188.3525,36.5623,108.2811,22.7944,80.0714,13.7679
510000,四川省,2003,11.0359,150.2906,28.8387,81.362,17.1499,68.9286,11.6888
510000,四川省,2002,8.4,112.4,21.0,63.4,13.7,49.0,7.3
510000,四川省,2001,6.6,98.5777,17.3349,55.5511,11.4409,43.0266,5.894
510000,四川省,2000,5.5,81.4732,13.7065,49.4606,9.6993,32.0126,4.0072
520000,贵州省,2019,63.5921,403.9679,,91.7982,,312.1697,
520000,贵州省,2018,56.5465,374.563,,106.5326,,268.0304,
520000,贵州省,2017,49.4771,345.2125,,98.1553,,247.0572,
520000,贵州省,2016,40.2309,295.5707,,80.5487,,215.022,
520000,贵州省,2015,33.7587,261.2056,,87.8504,,173.3552,
520000,贵州省,2014,26.2468,207.8228,46.2109,90.3119,22.8077,117.5109,23.4032
520000,贵州省,2013,19.5,161.6547,34.7584,84.4991,20.9655,77.1556,13.7929
520000,贵州省,2012,14.3935,123.5776,28.8779,66.7448,17.0854,56.8328,11.7925
520000,贵州省,2011,9.4625,95.7268,21.6689,53.8889,12.8167,41.8379,8.8522
520000,贵州省,2010,7.7773,73.0714,17.5356,47.6337,11.8974,25.4377,5.6382
520000,贵州省,2009,7.1738,68.1523,16.1809,44.653,11.096,23.4993,5.0849
520000,贵州省,2008,6.3822,64.9302,14.7889,40.2583,9.3683,24.6719,5.4206
520000,贵州省,2007,5.4812,57.018,13.7963,37.9587,9.5758,19.0593,4.2205
520000,贵州省,2006,4.8783,52.4812,14.2131,35.235,10.6332,17.2462,3.5799
520000,贵州省,2005,4.1484,50.6512,18.4508,37.4145,15.6001,13.2367,2.8507
520000,贵州省,2004,3.6105,36.7794,9.1943,25.2856,6.6152,11.4938,2.5791
520000,贵州省,2003,2.81,29.5194,7.2471,18.8033,4.7265,10.7161,2.5206
520000,贵州省,2002,2.4,25.8,6.1,15.5,3.9,10.3,2.2
520000,贵州省,2001,2.2,28.3133,6.3414,16.9736,4.1478,11.3397,2.1936
520000,贵州省,2000,2.0,25.6143,5.6717,16.3875,4.0737,9.2268,1.598
530000,云南省,2019,62.7307,438.2897,,289.6098,,148.6799,
530000,云南省,2018,58.3843,419.728,,259.5916,,160.1364,
530000,云南省,2017,54.8712,405.4901,,221.3826,,184.1075,
530000,云南省,2016,48.8679,379.7014,,163.5816,,216.1198,
530000,云南省,2015,39.4529,334.3793,,78.602,,255.7773,
530000,云南省,2014,29.2878,367.7793,57.6285,300.333,50.8182,67.4463,6.8103
530000,云南省,2013,22.9,322.0304,46.7165,268.206,42.2233,53.8244,4.4932
530000,云南省,2012,20.2871,294.7219,39.4226,236.5201,35.1124,58.2018,4.3102
530000,云南省,2011,17.8819,270.046,36.8281,220.8102,33.2027,49.2358,3.6254
530000,云南省,2010,15.5545,227.5981,31.8156,186.3368,28.6145,41.2613,3.2011
530000,云南省,2009,13.6746,199.3242,27.8653,158.7636,24.398,40.5606,3.4673
530000,云南省,2008,11.6425,178.8336,28.5,142.6401,25.6406,36.1935,2.8594
530000,云南省,2007,8.4736,143.1649,27.5726,102.3399,22.3521,40.825,5.2205
530000,云南省,2006,7.6803,110.1145,21.1539,71.099,16.6949,39.0155,4.459
530000,云南省,2005,6.6008,109.2394,17.6553,76.094,14.4297,33.1454,3.2256
530000,云南省,2004,5.2026,76.7873,14.379,47.3556,11.3577,29.4317,3.0213
530000,云南省,2003,4.3734,56.7462,12.1991,26.6237,5.5942,30.1225,6.6049
530000,云南省,2002,3.4,49.2,9.4,31.5,7.3,17.7,2.1
530000,云南省,2001,2.9,45.8305,8.2124,32.4109,6.942,13.4196,1.2704
530000,云南省,2000,2.0,34.7304,5.0022,22.8505,4.0389,11.8799,0.9633
540000,西藏自治区,2019,6.3785,43.2054,,22.9399,,20.2655,
540000,西藏自治区,2018,5.5617,59.6426,,55.2067,,4.4359,
540000,西藏自治区,2017,4.5643,55.2794,,48.1209,,7.1585,
540000,西藏自治区,2016,3.5314,49.1088,,45.0644,,4.0444,
540000,西藏自治区,2015,2.4179,35.4593,,31.5041,,3.9552,
540000,西藏自治区,2014,1.7741,31.9798,3.8511,25.5565,3.4525,6.4233,0.3986
540000,西藏自治区,2013,1.3,26.4961,2.982,22.4179,2.728,4.0782,0.254
540000,西藏自治区,2012,1.0432,24.0674,2.3783,20.0033,2.2001,4.0641,0.1782
540000,西藏自治区,2011,0.8548,20.6281,2.0188,17.5892,1.9009,3.0389,0.1179
540000,西藏自治区,2010,0.727,15.0578,1.7199,13.3435,1.6351,1.7143,0.0848
540000,西藏自治区,2009,0.6286,13.3809,1.5436,12.1388,1.4855,1.2421,0.0581
540000,西藏自治区,2008,0.4756,11.3003,1.3505,10.3549,1.2908,0.945399999999999,
540000,西藏自治区,2007,0.4236,9.3871,1.2877,8.2351,1.1704,1.152,0.1173
540000,西藏自治区,2006,0.3414,5.9101,0.807,5.0066,0.7325,0.903500000000001,0.0745
540000,西藏自治区,2005,0.2631,4.9831,0.6196,4.1432,0.5631,0.8399,0.0565
540000,西藏自治区,2004,0.2218,4.3362,0.538,3.8187,0.5207,0.5175,
540000,西藏自治区,2003,0.1823,3.2718,0.4225,2.841,0.4112,0.4308,
540000,西藏自治区,2002,0.1,2.2,0.3,2.1,0.3,0.2,
540000,西藏自治区,2001,0.1,1.5708,0.1999,1.488,0.1965,0.0828,
540000,西藏自治区,2000,0.1,0.7949,0.1173,0.7177,0.1143,0.0772,
610000,陕西省,2019,87.1366,442.2506,,363.5979,,78.6527,
610000,陕西省,2018,75.2862,318.0431,,257.4037,,60.6394,
610000,陕西省,2017,60.3956,206.2698,,162.6569,,43.6129,
610000,陕西省,2016,50.7401,183.5852,,144.8029,,38.7823,
610000,陕西省,2015,45.5177,173.5427,,133.2265,,40.3162,
610000,陕西省,2014,34.4646,237.0123,69.7496,170.7354,57.0358,66.2769,12.7138
610000,陕西省,2013,27.2,217.0476,59.1382,149.0,45.982,68.0476,13.1562
610000,陕西省,2012,23.7878,186.5273,44.205,127.183,33.0721,59.3443,11.1329
610000,陕西省,2011,21.6312,180.9029,51.439,126.1894,38.9116,54.7135,12.5274
610000,陕西省,2010,18.7506,229.1888,83.5342,92.6884,30.2808,136.5004,53.2534
610000,陕西省,2009,17.0178,215.5583,80.3185,86.8666,28.9546,128.6917,51.3639
610000,陕西省,2008,11.4611,152.7198,53.5715,62.3761,13.7783,90.3437,39.7932
610000,陕西省,2007,10.5527,158.2726,52.9681,63.4892,17.5445,94.7834,35.4236
610000,陕西省,2006,10.4691,156.748,52.7707,58.6099,16.4422,98.1381,36.3285
610000,陕西省,2005,9.8444,154.5472,52.0232,49.2197,12.2949,105.3275,39.7283
610000,陕西省,2004,8.6641,152.1568,50.7163,53.8189,12.3755,98.3379,38.3408
610000,陕西省,2003,8.0761,160.1923,50.5336,122.4934,44.0112,37.6989,6.5224
610000,陕西省,2002,8.0,157.9,49.8,115.4,42.3,42.6,7.5
610000,陕西省,2001,7.0,96.5546,18.0263,56.5001,11.5827,40.0545,6.4436
610000,陕西省,2000,6.1,83.3998,14.2762,40.2822,7.4557,43.1176,6.8205
620000,甘肃省,2019,39.055,285.4464,,150.6432,,134.8032,
620000,甘肃省,2018,34.9359,262.5745,,136.8965,,125.678,
620000,甘肃省,2017,30.0402,235.4521,,124.7672,,110.6849,
620000,甘肃省,2016,25.0553,207.2211,,109.5913,,97.6298,
620000,甘肃省,2015,20.8856,178.7606,,100.1889,,78.5717,
620000,甘肃省,2014,15.7315,149.1752,30.2814,91.2016,20.0623,57.9736,10.2191
620000,甘肃省,2013,11.7,118.1631,23.8404,77.4884,16.5704,40.6747,7.27
620000,甘肃省,2012,9.6166,99.8169,19.6456,64.8662,13.5131,34.9507,6.1325
620000,甘肃省,2011,8.8741,90.9778,17.4022,63.8765,12.5409,27.1013,4.8613
620000,甘肃省,2010,8.0141,81.4098,15.6149,59.4194,12.2303,21.9904,3.3846
620000,甘肃省,2009,7.0678,69.566,14.3218,48.9457,11.0323,20.6203,3.2895
620000,甘肃省,2008,6.0184,60.7884,12.4784,44.1857,10.0344,16.6027,2.444
620000,甘肃省,2007,4.7074,58.5115,12.781,43.1813,10.4912,15.3302,2.2898
620000,甘肃省,2006,4.2062,53.5124,11.9051,38.1564,8.7825,15.356,3.1226
620000,甘肃省,2005,3.8169,48.1427,9.9511,34.3454,7.9317,13.7973,2.0194
620000,甘肃省,2004,3.2504,42.4329,8.464,31.5337,6.9233,10.8992,1.5407
620000,甘肃省,2003,2.6462,36.2874,6.8376,25.8684,5.4624,10.419,1.3752
620000,甘肃省,2002,2.2,30.8,5.7,21.9,4.5,8.9,1.2
620000,甘肃省,2001,2.0,26.6914,4.9581,19.4491,4.0017,7.2423,0.9564
620000,甘肃省,2000,1.7,22.3803,4.2075,16.1437,3.3392,6.2366,0.8683
630000,青海省,2019,9.2302,48.2976,,30.1359,,18.1617,
630000,青海省,2018,8.0237,43.1504,,32.005,,11.1454,
630000,青海省,2017,7.2812,36.3295,,25.4799,,10.8496,
630000,青海省,2016,6.3654,29.6516,,18.2572,,11.3944,
630000,青海省,2015,4.8616,24.7325,,12.8071,,11.9254,
630000,青海省,2014,3.5088,27.5233,6.8291,13.9971,4.2315,13.5262,2.5976
630000,青海省,2013,2.6,26.0513,5.3883,12.7163,3.1576,13.335,2.2307
630000,青海省,2012,2.1691,37.5691,4.5545,20.0645,2.7677,17.5046,1.7868
630000,青海省,2011,1.7378,35.6237,4.2095,21.6817,2.9658,13.942,1.2437
630000,青海省,2010,1.4886,34.2272,3.7407,22.8281,3.0091,11.3991,0.7316
630000,青海省,2009,1.322,31.2143,3.3438,20.2079,2.7098,11.0064,0.634
630000,青海省,2008,1.2604,30.7547,3.2454,16.7568,2.4053,13.9979,0.8401
630000,青海省,2007,1.1202,36.6319,3.124,23.5975,2.5477,13.0344,0.5763
630000,青海省,2006,1.1254,35.1693,3.1405,22.0165,2.6006,13.1528,0.5399
630000,青海省,2005,1.0947,27.8852,2.9771,19.2095,2.4645,8.6757,0.5126
630000,青海省,2004,0.9892,24.5264,2.6616,17.5405,2.2178,6.9859,0.4438
630000,青海省,2003,0.8815,20.5509,2.3362,14.3014,1.8991,6.2495,0.4371
630000,青海省,2002,0.8,17.4,2.1,12.2,1.7,5.2,0.4
630000,青海省,2001,0.7,14.031,1.7453,9.1449,1.2692,4.8861,0.4761
630000,青海省,2000,0.5,11.1564,1.6294,8.0637,1.3533,3.0927,0.2761
640000,宁夏回族自治区,2019,16.0777,42.8674,,21.2883,,21.5791,
640000,宁夏回族自治区,2018,14.9577,42.5591,,23.0733,,19.4858,
640000,宁夏回族自治区,2017,13.5355,97.157,,67.8781,,29.2789,
640000,宁夏回族自治区,2016,11.2345,86.1441,,66.1871,,19.957,
640000,宁夏回族自治区,2015,9.3798,71.7369,,51.785,,19.9519,
640000,宁夏回族自治区,2014,7.1132,58.2863,14.8087,39.5869,9.515,18.6994,5.2937
640000,宁夏回族自治区,2013,5.6,49.4582,12.1477,31.9445,7.4811,17.5137,4.6666
640000,宁夏回族自治区,2012,4.5766,43.7265,10.2414,31.5128,8.4522,12.2137,1.7892
640000,宁夏回族自治区,2011,4.1849,47.6236,9.8684,39.1816,8.2677,8.442,1.6007
640000,宁夏回族自治区,2010,3.774,36.786,9.1024,20.0488,7.5589,16.7372,1.5435
640000,宁夏回族自治区,2009,3.4423,33.0322,8.5803,26.2778,7.4763,6.7544,1.104
640000,宁夏回族自治区,2008,3.0845,29.71,7.944,7.4871,2.0546,22.2229,5.8894
640000,宁夏回族自治区,2007,2.3751,39.8522,6.7327,16.4994,4.2475,23.3528,2.4852
640000,宁夏回族自治区,2006,2.131,28.3636,5.6877,19.7998,4.3827,8.5638,1.305
640000,宁夏回族自治区,2005,1.8778,23.3752,5.0939,14.0137,3.4629,9.3615,1.631
640000,宁夏回族自治区,2004,1.7384,21.3197,4.7507,15.8189,3.9011,5.5008,0.8496
640000,宁夏回族自治区,2003,1.4591,18.6069,4.0963,12.2938,3.0713,6.3131,1.025
640000,宁夏回族自治区,2002,1.1,15.1,3.3,9.3,2.4,5.8,0.9
640000,宁夏回族自治区,2001,0.9,12.7466,2.6406,7.8134,1.8756,4.9332,0.765
640000,宁夏回族自治区,2000,0.7,10.5969,1.9333,4.8181,1.003,5.7788,0.9303
650000,新疆维吾尔自治区,2019,32.1965,224.8248,,191.3654,,33.4594,
650000,新疆维吾尔自治区,2018,28.8987,187.1592,,166.1563,,21.0029,
650000,新疆维吾尔自治区,2017,27.7669,430.713,,415.4938,,15.2192,
650000,新疆维吾尔自治区,2016,22.9378,163.1356,,148.3785,,14.7571,
650000,新疆维吾尔自治区,2015,18.9802,145.1749,,130.696,,14.4789,
650000,新疆维吾尔自治区,2014,15.8901,125.6137,32.4077,113.4031,30.9236,12.2106,1.4841
650000,新疆维吾尔自治区,2013,13.4,116.803,29.8186,89.9103,24.3179,26.8927,5.5007
650000,新疆维吾尔自治区,2012,11.6709,114.4772,24.1089,109.8109,23.4739,4.6663,0.635
650000,新疆维吾尔自治区,2011,10.6786,75.7767,21.9209,71.1784,21.2536,4.5983,0.6673
650000,新疆维吾尔自治区,2010,10.2267,84.0995,22.3747,65.3625,18.928,18.737,3.4467
650000,新疆维吾尔自治区,2009,9.4281,80.6173,20.6742,65.1485,17.7098,15.4688,2.9644
650000,新疆维吾尔自治区,2008,9.0187,78.5299,19.9697,68.5483,18.2682,9.9816,1.7015
650000,新疆维吾尔自治区,2007,6.8896,78.4329,18.1324,68.7883,16.7385,9.6446,1.3939
650000,新疆维吾尔自治区,2006,6.341,75.245,17.4176,66.3635,16.1481,8.8815,1.2695
650000,新疆维吾尔自治区,2005,5.1702,67.094,15.1753,58.5509,13.9993,8.5431,1.176
650000,新疆维吾尔自治区,2004,4.3072,57.2518,12.995,50.7549,12.0717,6.4969,0.9233
650000,新疆维吾尔自治区,2003,3.6617,49.1657,11.2999,42.3484,10.1806,6.8173,1.1193
650000,新疆维吾尔自治区,2002,2.8,38.7,8.3,34.4,7.6,4.3,0.7
650000,新疆维吾尔自治区,2001,2.2,28.0874,6.846,23.155,5.8246,4.9324,1.0214
650000,新疆维吾尔自治区,2000,1.9,22.3729,5.5666,17.1344,4.5646,5.2385,1.002
