省份编码,省份,年份,城镇单位就业人员平均工资(元),城镇单位在岗职工平均工资(元),城镇国有单位就业人员平均工资(元),城镇集体单位就业人员平均工资(元),城镇其他单位就业人员平均工资(元),城镇单位就业人员平均货币工资指数(上年=100),城镇单位在岗职工平均货币工资指数(上年=100),国有城镇单位就业人员平均货币工资指数(上年=100),城镇集体单位就业人员平均货币工资指数(上年=100),其他城镇单位就业人员平均货币工资指数(上年=100),城镇单位就业人员平均实际工资指数(上年=100),城镇单位在岗职工平均实际工资指数(上年=100),国有城镇单位就业人员平均实际工资指数(上年=100),城镇集体单位就业人员平均实际工资指数(上年=100),其他城镇单位就业人员平均实际工资指数(上年=100)
320000,江苏省,2007,27212,27374,32738,18496,23955,115.0,115.1,116.3,121.1,114.0,,110.143540669856,,,
320000,江苏省,2006,23657,23782,28143,15279,21006,113.272683744314,113.479982821969,116.375139560849,118.625776397516,111.59158521037,,111.802938740856,,,
320000,江苏省,2005,,20957,,,,,115.1,,,,,112.843137254902,,,
320000,江苏省,2004,,18202,,,,,115.8,,,,,112.100677637948,,,
320000,江苏省,2003,,15712,,,,,116.3,,,,,115.262636273538,,,
320000,江苏省,2002,,13509,,,,,114.1,,,,,115.3,,,
320000,江苏省,2001,,11842,,,,,115.0,,,,,114.200595829196,,,
320000,江苏省,2000,,10299,,,,,112.3,,,,,111.40873015873,,,
330000,浙江省,2019,99654,101996,144495,65529,86632,112.118177829281,112.259924936989,107.832089552239,94.9241667028812,112.441917815331,109.064375320312,109.202261611857,104.895028747314,92.338683563114,109.379297485731
330000,浙江省,2018,88883,90857,134000,69033,77046,110.1,109.9,109.5,116.4,110.5,107.835455435847,107.639569049951,107.247796278159,114.005876591577,108.22722820764
330000,浙江省,2017,80750,82642,122415,59286,69739,110.124648828519,110.714859868174,112.241436220935,103.899335798531,108.834545397796,108.283823823519,108.864168995255,110.365227355884,102.162572073286,107.015285543556
330000,浙江省,2016,73326,74644,109064,57061,64078,109.986800263995,110.245617144461,112.864135440274,103.122910378978,108.627032158538,107.724583999995,107.978077516612,110.542737943461,101.001871086169,106.392783700821
330000,浙江省,2015,66668,67707,96633,55333,58989,108.276489313324,108.400576368876,110.300311611821,97.6166113894573,107.011465060591,106.676344151058,106.79859740776,108.670257745636,96.1740013689235,105.43001483802
330000,浙江省,2014,61572,62460,87609,56684,55124,108.8,109.0,107.9,108.9,109.4,106.601585197359,106.758080313418,105.72969911393,106.622084675812,107.144682835295
330000,浙江省,2013,56571,57310,81157,52070,50390,112.7,112.8,110.4,111.3,114.8,109.844054580897,109.941520467836,107.602339181287,108.479532163743,111.890838206628
330000,浙江省,2012,50197,50813,73494,46789,43891,111.1,111.0,108.4,114.0,114.0,108.754046602254,108.656158171469,106.111058971056,111.592811095022,111.592811095022
330000,浙江省,2011,45162,45780,67781,41039,38504,111.126968503937,110.299963859776,108.680872897526,115.067993831487,115.019715617159,105.533683289589,104.748303760471,103.210705505723,109.276347418317,109.230499161594
330000,浙江省,2010,40640,41505,62367,35665,33476,111.2,111.0,109.5,113.9,113.9,107.0,106.8,105.3,109.6,109.6
330000,浙江省,2009,36553,37395,56962,31319,29391,108.7,109.5,110.6,108.9,109.0,110.094010359168,110.9,112.018376685593,110.296575235634,110.397857673866
330000,浙江省,2008,33622,34146,51491,28747,26966,109.1,109.8,108.2,113.9,113.0,,104.796451504344,,,
330000,浙江省,2007,30818,31086,47587,25242,23859,111.8,111.7,113.5,114.7,113.1,,106.88995215311,,,
330000,浙江省,2006,27570,27820,41920,22006,21098,107.29296388543,107.429718875502,109.815838419826,108.935201227662,110.391377145249,,105.842087562071,,,
330000,浙江省,2005,,25896,,,,,110.2,,,,,108.571428571429,,,
330000,浙江省,2004,,23506,,,,,110.0,,,,,106.48596321394,,,
330000,浙江省,2003,,21367,,,,,113.7,,,,,112.685827552032,,,
330000,浙江省,2002,,18785,,,,,114.6,,,,,115.8,,,
330000,浙江省,2001,,16385,,,,,125.3,,,,,124.428997020854,,,
330000,浙江省,2000,,13076,,,,,116.7,,,,,115.77380952381,,,
340000,安徽省,2019,79037,82127,99851,66059,70415,106.263949017183,106.387636665112,107.12477202017,103.471014833263,106.545718652121,103.369600211267,103.489918934934,104.206976673317,100.652738164653,103.643695186888
340000,安徽省,2018,74378,77196,93210,63843,66089,114.2,113.6,123.1,112.5,111.4,111.851126346719,111.26346718903,120.568070519099,110.186092066601,109.108716944172
340000,安徽省,2017,65150,67927,75733,56758,59346,110.233156238368,110.830654766761,114.38302371243,111.342592592593,107.75292323335,108.390517441856,108.9780282859,112.471016433068,109.481408645617,105.951743592282
340000,安徽省,2016,59102,61289,66210,50976,55076,107.18729030269,107.573630076877,109.559346714543,107.860603880578,105.30381247371,104.982654556993,105.361048067461,107.305922345292,105.64211937373,103.137916232821
340000,安徽省,2015,55139,56974,60433,47261,52302,108.340865327936,108.753913109872,116.275445415015,113.22440765674,103.247330082713,106.739768795997,107.14671242352,114.557089078833,111.551140548513,101.721507470653
340000,安徽省,2014,50894,52388,51974,41741,50657,106.5,107.1,106.8,110.1,106.1,104.269774963396,104.897159647405,104.564211537581,107.795359828251,103.873303154431
340000,安徽省,2013,47806,48929,48683,37926,47765,107.2,106.2,108.6,109.2,105.7,104.48343079922,103.508771929825,105.847953216374,106.432748538012,103.021442495127
340000,安徽省,2012,44601,46091,44818,34741,45209,113.3,113.4,114.1,117.6,111.8,110.870433482775,110.968289116917,111.65327855591,115.078225750877,109.402598970646
340000,安徽省,2011,39352,40640,39287,29539,40445,118.028853363726,118.34250604234,116.257804870831,123.754660857179,119.423037174831,112.088179832599,112.386045624255,110.406272431939,117.525793786495,113.412191049222
340000,安徽省,2010,33341,34341,33793,23869,33867,116.1,115.8,115.9,119.4,115.8,112.7,112.4,112.5,115.9,112.4
340000,安徽省,2009,28723,29658,29163,19984,29257,111.8,112.5,113.5,110.6,107.4,113.063484438601,113.8,114.782696634895,111.849922888276,108.613758754077
340000,安徽省,2008,25703,26363,25697,18061,27244,118.5,118.9,117.0,119.5,120.0,,112.117835184708,,,
340000,安徽省,2007,21699,22180,21960,15109,22711,123.2,123.6,126.0,128.9,116.3,,118.277511961722,,,
340000,安徽省,2006,17610,17949,17425,11722,19536,117.251481456821,117.053606364941,114.902736564458,120.423258680912,119.005847953216,,115.323750113242,,,
340000,安徽省,2005,,15334,,,,,118.6,,,,,117.425742574257,,,
340000,安徽省,2004,,12928,,,,,122.2,,,,,118.296224588577,,,
340000,安徽省,2003,,10581,,,,,113.8,,,,,112.784935579782,,,
340000,安徽省,2002,,9296,,,,,117.5,,,,,118.7,,,
340000,安徽省,2001,,7908,,,,,113.1,,,,,112.313803376365,,,
340000,安徽省,2000,,6989,,,,,107.3,,,,,106.448412698413,,,
350000,福建省,2019,81814,84374,105876,73518,74593,110.089348188815,110.631211811292,107.684014605222,103.200539038154,110.765781150231,107.090805631143,107.617910322269,104.75098697006,100.389629414547,107.748814348474
350000,福建省,2018,74316,76266,98321,71238,67343,110.2,110.5,113.5,113.2,109.9,107.933398628795,108.22722820764,111.165523996082,110.871694417238,107.639569049951
350000,福建省,2017,67420,69029,86616,62947,61253,108.789311474352,109.330355728721,112.494155540548,111.312113174182,106.896912793843,106.970807742725,107.502807992843,110.613722262092,109.45143871601,105.110042078508
350000,福建省,2016,61973,63138,76996,56550,57301,107.539737627542,107.525673121136,109.332045893445,107.732754186432,106.693851711168,105.327852720413,105.314077493767,107.083296663512,105.516899301109,104.499365045219
350000,福建省,2015,57628,58719,70424,52491,53706,107.865084415827,108.267723794598,111.837382880737,103.575445450778,106.584901166945,106.271019128894,106.667708172017,110.184613675603,102.044773843131,105.00975484428
350000,福建省,2014,53426,54235,62970,50679,50388,110.1,109.9,108.2,122.7,110.4,107.806523269287,107.639569049951,105.972316705463,120.20592050508,108.167925616841
350000,福建省,2013,48538,49328,58199,41293,45625,109.0,109.7,107.4,107.0,110.8,106.237816764133,106.92007797271,104.678362573099,104.288499025341,107.992202729045
350000,福建省,2012,44525,44979,54211,38576,41189,115.4,115.4,115.7,114.3,115.8,112.668123965259,112.668123965259,112.961022034493,111.594164378068,113.058654724237
350000,福建省,2011,38588,38989,46846,33760,35568,119.319727891156,119.425980947713,116.852082813669,126.669668317575,122.741390020015,113.31408156805,113.414986654999,110.970638949354,120.294081973005,116.563523285864
350000,福建省,2010,32340,32647,40090,26652,28978,114.0,113.9,111.2,110.0,117.3,110.5,110.4,107.8,106.6,113.7
350000,福建省,2009,28366,28666,36061,24227,24711,111.0,111.5,112.2,111.2,110.3,112.91997839261,113.4,114.140734915773,113.123437813137,112.207870420764
350000,福建省,2008,25555,25702,32148,21790,22394,114.7,115.3,117.2,116.5,113.5,,110.385568269309,,,
350000,福建省,2007,22277,22283,27423,18706,19737,114.7,115.3,116.7,120.3,114.2,,110.334928229665,,,
350000,福建省,2006,19424,19318,23500,15549,17284,112.995927865038,112.667677592441,114.567082683307,114.356107964992,113.248591272441,,111.00263802211,,,
350000,福建省,2005,,17146,,,,,109.9,,,,,107.850834151129,,,
350000,福建省,2004,,15603,,,,,109.0,,,,,105.517909002904,,,
350000,福建省,2003,,14310,,,,,107.5,,,,,106.541129831516,,,
350000,福建省,2002,,13306,,,,,110.8,,,,,111.9,,,
350000,福建省,2001,,12013,,,,,113.5,,,,,112.711022840119,,,
350000,福建省,2000,,10584,,,,,111.5,,,,,110.615079365079,,,
360000,江西省,2019,73725,76131,85804,55915,67092,107.513161156724,107.572203696377,109.743432328038,99.3038165769798,107.208258097506,104.584787117435,104.64222149453,106.75431160315,96.5990433628208,104.288188810803
360000,江西省,2018,68573,70772,78186,56307,62581,111.6,112.2,107.3,109.2,116.1,109.304603330069,109.892262487757,105.093046033301,106.953966699314,113.712047012733
360000,江西省,2017,61429,63069,72845,51556,53899,109.428886988742,109.742474334435,112.285163776493,102.444064698168,106.925488017775,107.599692220985,107.908037693643,110.40822396902,100.731627038513,105.13813964383
360000,江西省,2016,56136,57470,64875,50326,50408,110.21754496191,110.228820223642,115.247282029418,108.989713048186,106.53478738693,107.950582724691,107.961626076045,112.876867805502,106.748004944355,104.343572367219
360000,江西省,2015,50932,52137,56292,46175,47316,110.199489376433,110.228546058056,113.677578303278,115.747123555511,107.151592010508,108.570925494023,108.599552766558,111.997614091899,114.036574931538,105.568070946313
360000,江西省,2014,46218,47299,49519,39893,44158,108.8,108.5,109.3,110.8,108.7,106.57920306253,106.268364348678,107.029658426492,108.522602940733,106.450454458681
360000,江西省,2013,42473,43582,45315,36004,40629,110.3,109.9,114.9,122.3,106.2,107.504873294347,107.115009746589,111.988304093567,119.200779727096,103.508771929825
360000,江西省,2012,38512,39651,39422,29429,38247,115.9,116.3,110.7,120.6,123.4,112.911895333816,113.301582634364,107.845960426691,117.490721115257,120.218532219093
360000,江西省,2011,33239,34102,35597,24403,30984,117.191411345767,117.221229203905,118.534181345943,136.344842999218,118.967900476117,111.292888267585,111.321205321847,112.568073452937,129.482282050539,112.979962465449
360000,江西省,2010,28363,29092,30031,17898,26044,117.4,117.8,117.4,110.9,118.9,114.1,114.5,114.1,107.8,115.5
360000,江西省,2009,24165,24696,25582,16142,21908,117.3,117.6,115.8,118.1,120.9,117.990598975805,118.3,116.481767786856,118.795308943245,121.611793829283
360000,江西省,2008,20597,21000,22093,13673,18122,113.5,114.1,114.5,110.2,111.4,,107.750978328832,,,
360000,江西省,2007,18144,18400,19298,12404,16261,118.1,118.0,118.9,124.0,115.2,,112.918660287081,,,
360000,江西省,2006,15370,15590,16227,10000,14116,113.649807749187,113.895382817066,115.166784953868,112.309074573226,108.326298825877,,112.212199819769,,,
360000,江西省,2005,,13688,,,,,115.4,,,,,113.694581280788,,,
360000,江西省,2004,,11860,,,,,112.7,,,,,109.099709583737,,,
360000,江西省,2003,,10521,,,,,113.6,,,,,112.586719524281,,,
360000,江西省,2002,,9262,,,,,115.4,,,,,116.6,,,
360000,江西省,2001,,8026,,,,,114.4,,,,,113.604766633565,,,
360000,江西省,2000,,7014,,,,,103.9,,,,,103.075396825397,,,
370000,山东省,2019,81446,84089,98587,56301,73783,110.670851847322,111.932113144759,110.03259001317,98.3646941663609,111.073810348202,107.656470668602,108.883378545485,107.035593398025,95.6855001618297,108.048453646111
370000,山东省,2018,73593,75125,89598,57237,66427,108.1,108.4,106.9,98.7,109.3,105.876591576885,106.17042115573,104.701273261508,96.669931439765,107.051909892263
370000,山东省,2017,68081,69305,83845,58002,60748,108.861670317722,109.035272647179,109.026956035525,107.830451756832,108.521204759012,107.041957047907,107.212657470186,107.204479877606,106.027976162077,106.707182653896
370000,山东省,2016,62539,63562,76903,53790,55978,109.200279378383,109.218688248535,111.372918175235,107.170608276384,107.739091941413,106.954240331423,106.972270566636,109.082192140289,104.966315647781,105.523106700698
370000,山东省,2015,57270,58197,69050,50191,51957,110.506512301013,110.935951200915,118.064460972899,111.498389425747,106.06499816274,108.873411134003,109.296503646222,116.319665983152,109.850629976105,104.497535135705
370000,山东省,2014,51825,52460,58485,45015,48986,110.3,110.1,110.7,108.7,110.1,108.002595313306,107.835455435847,108.466183930792,106.454337226151,107.850677735808
370000,山东省,2013,46998,47652,52811,41416,44486,112.2,111.9,110.3,121.8,116.2,109.356725146199,109.06432748538,107.504873294347,118.713450292398,113.255360623782
370000,山东省,2012,41904,42572,47894,34001,38295,111.4,112.1,110.2,114.5,112.9,109.05676779022,109.742043709908,107.882009070757,112.091561148835,110.52521618955
370000,山东省,2011,37618,37992,43469,29683,33931,112.895771435431,112.638975362448,112.935827487659,115.8315773043,115.694899072559,107.213458153306,106.969587238792,107.251498088945,110.001497914815,109.871699024272
370000,山东省,2010,33321,33729,38490,25626,29328,113.3,113.6,112.2,120.1,114.3,110.5,110.8,109.4,117.1,111.4
370000,山东省,2009,29398,29688,34292,21344,25657,112.1,112.4,111.5,115.5,113.3,112.164606813525,112.5,111.564261014344,115.566566342213,113.365298411885
370000,山东省,2008,26234,26404,30756,18482,22639,115.4,115.6,114.0,119.2,116.2,,110.380988192481,,,
370000,山东省,2007,22734,22844,26986,15502,19485,118.8,118.8,119.7,119.0,117.5,,113.684210526316,,,
370000,山东省,2006,19135,19228,22552,13024,16586,115.521613136923,115.73371855062,114.897085795802,114.62770638972,117.157589884863,,114.023368030167,,,
370000,山东省,2005,,16614,,,,,115.9,,,,,114.638971315529,,,
370000,山东省,2004,,14332,,,,,114.0,,,,,110.358180058083,,,
370000,山东省,2003,,12567,,,,,110.5,,,,,109.514370664024,,,
370000,山东省,2002,,11374,,,,,113.7,,,,,114.8,,,
370000,山东省,2001,,10008,,,,,114.1,,,,,113.30685203575,,,
370000,山东省,2000,,8772,,,,,114.6,,,,,113.690476190476,,,
410000,河南省,2019,67268,68305,76547,57405,62719,106.480514135562,106.480326744404,104.387017591709,99.6320530399014,109.669691723933,103.580266668835,103.580084381716,101.543791431623,96.918339532978,106.682579497989
410000,河南省,2018,63174,64148,73330,57617,57189,113.8,114.6,111.2,111.1,113.5,111.459353574927,112.242899118511,108.912830558276,108.814887365328,111.165523996082
410000,河南省,2017,55495,55997,65958,51882,50388,112.099787900212,111.931318461661,116.515041777809,113.756358533591,109.29203539823,110.225946804535,110.060293472627,114.567396045043,111.854826483373,107.465128218515
410000,河南省,2016,49505,50028,56609,45608,46104,109.034645287756,108.945993031359,113.267837848653,109.869673098697,106.588985989735,106.792013014453,106.705184163917,110.938136972236,107.609865914492,104.396656209339
410000,河南省,2015,45403,45920,49978,41511,43254,107.643614120771,107.616592453715,107.239721912282,110.398659610117,107.865336658354,106.052821793863,106.026199461788,105.654898435746,108.767152325238,106.271267643699
410000,河南省,2014,42179,42670,46604,37601,40100,110.1,110.0,110.3,113.5,110.2,107.860001967507,107.737512242899,107.985440363208,111.144167739283,107.919710856989
410000,河南省,2013,38301,38804,42270,33135,36393,102.6,102.2,107.4,119.7,99.7,100.0,99.6101364522417,104.678362573099,116.666666666667,97.1734892787524
410000,河南省,2012,37338,37958,39344,27682,36508,111.0,111.0,111.2,114.3,110.5,108.185169518608,108.185169518608,108.380097751975,111.401485369161,107.697848935191
410000,河南省,2011,33634,34203,35386,24220,33054,112.793856266139,112.870012870013,112.443597076581,118.812852587687,112.920196775075,107.116672617416,107.188996077885,106.784042807769,112.832718506825,107.236654107384
410000,河南省,2010,29819,30303,31470,20385,29272,110.8,110.8,110.4,113.2,111.2,107.1,107.1,106.8,109.5,107.5
410000,河南省,2009,26906,27357,28503,18006,26330,110.1,110.2,108.7,106.7,111.0,111.411198393898,111.5,109.99452557145,107.970707253668,112.3219166369
410000,河南省,2008,24438,24816,26222,16873,23721,118.4,118.5,119.0,107.6,118.5,,111.279005201378,,,
410000,河南省,2007,20639,20935,22044,15674,20013,122.9,123.3,124.5,126.6,118.8,,117.99043062201,,,
410000,河南省,2006,16791,16981,17702,12377,16850,118.924853034917,118.897913457499,120.094979647218,120.774785323966,115.221553610503,,117.14080143596,,,
410000,河南省,2005,,14282,,,,,117.9,,,,,115.475024485798,,,
410000,河南省,2004,,12114,,,,,112.7,,,,,109.099709583737,,,
410000,河南省,2003,,10749,,,,,117.2,,,,,116.15460852329,,,
410000,河南省,2002,,9174,,,,,115.9,,,,,117.1,,,
410000,河南省,2001,,7916,,,,,114.2,,,,,113.406156901688,,,
410000,河南省,2000,,6930,,,,,111.9,,,,,111.011904761905,,,
420000,湖北省,2019,79303,81524,88355,54215,74622,107.490139203275,107.244432166489,107.549328691588,106.911851705778,107.910111059695,104.562392221084,104.323377593861,104.619969544346,103.99985574492,104.970925155345
420000,湖北省,2018,73777,76017,82153,50710,69152,111.9,112.2,109.1,106.6,114.5,109.598432908913,109.892262487757,106.856023506366,104.407443682664,112.144955925563
420000,湖北省,2017,65912,67736,75299,47563,60408,110.163627550935,110.837301392502,113.405524262779,111.011786672891,107.665710160942,108.322150984204,108.98456380777,111.509856698898,109.156132421721,105.865988358842
420000,湖北省,2016,59831,61113,66398,42845,56107,110.0502142844,110.637797128736,113.247258276338,107.680514715122,107.840009225801,107.786693716357,108.362191115315,110.917980682016,105.465734294929,105.621948311265
420000,湖北省,2015,54367,55237,58631,39789,52028,109.087443316345,109.084266445485,110.003940036398,109.163488710253,108.213565173984,107.475313612163,107.472183690133,108.378266045713,107.550235182515,106.614349925108
420000,湖北省,2014,49838,50637,53299,36449,48079,113.5,113.5,119.1,109.7,109.9,111.193713983164,111.165523996082,116.664601102674,107.476259626835,107.673909858491
420000,湖北省,2013,43899,44613,44746,33216,43734,110.2,109.1,106.6,101.6,114.9,107.407407407407,106.335282651072,103.898635477583,99.0253411306043,111.988304093567
420000,湖北省,2012,39846,40884,41979,32683,38054,110.3,110.1,107.4,123.2,113.4,107.249547391012,107.055078583413,104.429749680822,119.792785481167,110.263813908801
420000,湖北省,2011,36128,37134,39104,26536,33568,113.570777404043,113.94992021603,111.585435452574,110.778993070051,118.774325950039,107.854489462529,108.214549113039,105.969074503869,105.203222288747,112.796131006685
420000,湖北省,2010,31811,32588,35044,23954,28262,119.8,120.1,120.1,127.3,121.0,116.6,116.9,116.9,123.9,117.8
420000,湖北省,2009,26547,27127,29172,18819,23356,118.6,119.3,120.2,128.5,115.8,119.445434787425,120.2,121.056840315755,129.416006493964,116.625475112849
420000,湖北省,2008,22384,22739,24270,14651,20168,114.5,114.7,112.4,113.8,120.4,,108.722460847118,,,
420000,湖北省,2007,19548,19818,21591,12869,16750,123.9,123.5,121.9,125.4,121.9,,118.181818181818,,,
420000,湖北省,2006,15779,16048,17708,10265,13741,114.965391621129,111.297593453083,115.92039800995,116.22509057971,116.321002285618,,109.652801431609,,,
420000,湖北省,2005,,14419,,,,,121.6,,,,,118.40311587147,,,
420000,湖北省,2004,,11855,,,,,110.9,,,,,107.357212003872,,,
420000,湖北省,2003,,10692,,,,,111.2,,,,,110.208126858276,,,
420000,湖北省,2002,,9611,,,,,111.5,,,,,112.6,,,
420000,湖北省,2001,,8619,,,,,113.9,,,,,113.108242303873,,,
420000,湖北省,2000,,7565,,,,,108.2,,,,,107.34126984127,,,
430000,湖南省,2019,74316,77563,84409,52063,67881,105.831588840945,105.815825375171,104.695930441685,106.92091265685,107.680959406082,102.949016382242,102.933682271567,101.844290312924,104.00866989966,104.748014986461
430000,湖南省,2018,70221,73300,80623,48693,63039,110.3,111.1,110.3,110.5,109.2,108.031341821743,108.814887365328,108.031341821743,108.22722820764,106.953966699314
430000,湖南省,2017,63690,65994,73061,44047,57702,109.355951992583,109.697473404255,113.476950795229,105.82116086873,106.155714180587,107.527976393886,107.863788991401,111.580089277511,104.052272240639,104.381233215917
430000,湖南省,2016,58241,60160,64384,41624,54356,111.238229845102,111.636883222921,115.497354022782,103.761685155179,107.76795273405,108.950274089228,109.34072793626,113.121796300472,101.627507497727,105.551373882517
430000,湖南省,2015,52357,53889,55745,40115,50438,111.121251353015,111.054095826893,115.309035247394,110.154598127248,107.674572508166,109.479065372428,109.412902292506,113.604960834871,108.526697662314,106.083322668143
430000,湖南省,2014,47117,48525,48344,36417,46843,110.3,110.6,109.5,110.4,111.0,108.008927166951,108.325171400588,107.239954700303,108.166709858699,108.706385197663
430000,湖南省,2013,42726,43893,44153,32975,42205,109.6,109.7,109.3,111.2,110.0,106.82261208577,106.92007797271,106.530214424951,108.382066276803,107.212475633528
430000,湖南省,2012,38971,40028,40397,29663,38380,112.7,112.7,113.4,113.8,111.7,110.280395809938,110.280395809938,110.965367212484,111.356779442511,109.301865234872
430000,湖南省,2011,34586,35520,35626,26066,34374,116.568924839906,116.523964176754,111.680250783699,120.703866635795,123.452090216923,110.701732991363,110.65903530556,106.05911755337,114.628553310347,117.23845224779
430000,湖南省,2010,29670,30483,31900,21595,27844,111.8,111.7,110.1,111.9,115.1,108.5,108.4,106.8,108.6,111.7
430000,湖南省,2009,26534,27284,28967,19295,24184,109.9,109.7,110.1,107.4,111.5,110.257012205521,110.1,110.457661909262,107.748890908763,111.862209835447
430000,湖南省,2008,24146,24870,26312,17969,21684,114.7,115.5,114.6,116.0,115.4,,109.213682290117,,,
430000,湖南省,2007,21060,21534,22956,15496,18792,121.0,120.6,124.4,124.1,115.0,,115.406698564593,,,
430000,湖南省,2006,17400,17850,18459,12490,16346,113.680909447276,113.991953509164,113.182905144399,110.884232954545,115.72389380531,,112.307343358782,,,
430000,湖南省,2005,,15659,,,,,112.4,,,,,110.088148873653,,,
430000,湖南省,2004,,13928,,,,,114.0,,,,,110.358180058083,,,
430000,湖南省,2003,,12221,,,,,111.4,,,,,110.406342913776,,,
430000,湖南省,2002,,10967,,,,,114.0,,,,,115.2,,,
430000,湖南省,2001,,9623,,,,,118.4,,,,,117.576961271102,,,
430000,湖南省,2000,,8128,,,,,111.8,,,,,110.912698412698,,,
440000,广东省,2019,98889,100689,134291,60649,91611,111.56753463604,112.093380535702,120.479257876983,103.64869945654,108.986758984974,108.5287301907,109.040253439399,117.197721670217,100.82558312893,106.018248039858
440000,广东省,2018,88636,89826,111464,58514,84057,111.9,112.3,113.7,106.4,111.8,109.598432908913,109.990205680705,111.361410381978,104.211557296768,109.500489715965
440000,广东省,2017,79183,80020,98074,55013,75193,109.480684677709,109.845157039315,113.829083438759,111.459367465608,108.110478490913,107.650624068544,108.009003971794,111.926335731326,109.596231529604,106.303322016631
440000,广东省,2016,72326,72848,86159,49357,69552,109.93798261081,109.882949197538,112.08403798621,109.616452350812,109.248554913295,107.676770431744,107.622868949597,109.778685588845,107.361853428807,107.001522931729
440000,广东省,2015,65788,66296,76870,45027,63664,110.603385955179,110.812843699333,111.724779442757,111.153077093979,110.189175623518,108.968853157812,109.175215467323,110.073674327839,109.510420782245,108.560764161101
440000,广东省,2014,59481,59827,68803,40509,57777,111.6,111.6,109.8,113.6,112.1,109.264395884042,109.304603330069,107.558984619923,111.292589148224,109.767886620794
440000,广东省,2013,53318,53611,62652,35650,51553,106.0,106.0,105.4,115.2,110.1,103.313840155945,103.313840155945,102.729044834308,112.280701754386,107.309941520468
440000,广东省,2012,50278,50577,59423,30947,46814,111.6,112.0,110.1,121.0,112.4,108.564121504526,108.953240219596,107.104926323013,117.708411308671,109.342358934666
440000,广东省,2011,45060,45152,53976,25573,41651,111.446379105659,111.878685762426,110.094437758786,113.89569322585,113.24668968705,105.837017194358,106.247564826616,104.553122278049,108.163051496533,107.546713852849
440000,广东省,2010,40432,40358,49027,22453,36779,110.9,111.0,110.4,110.5,111.8,107.6,107.7,107.1,107.2,108.5
440000,广东省,2009,36469,36355,44403,20318,32888,109.6,109.8,109.9,110.2,109.2,112.269085232313,112.5,112.576391122547,112.883697012782,111.859344045334
440000,广东省,2008,33282,33110,40391,18446,30109,112.2,112.5,112.0,112.8,112.3,,106.622448204947,,,
440000,广东省,2007,29658,29443,36053,16347,26801,112.3,112.4,116.1,112.4,109.9,,107.55980861244,,,
440000,广东省,2006,26400,26186,31057,14545,24380,109.443661387945,109.295045703076,108.769656428396,109.781870329836,110.72758652012,,107.679847983326,,,
440000,广东省,2005,,23959,,,,,108.3,,,,,106.176470588235,,,
440000,广东省,2004,,22116,,,,,110.7,,,,,107.163601161665,,,
440000,广东省,2003,,19986,,,,,112.2,,,,,111.199207135778,,,
440000,广东省,2002,,17184,,,,,113.6,,,,,114.7,,,
440000,广东省,2001,,15682,,,,,113.4,,,,,112.611717974181,,,
440000,广东省,2000,,13823,,,,,112.9,,,,,112.003968253968,,,
450000,广西壮族自治区,2019,76479,79516,82203,55747,71770,108.317989972524,108.107079248977,106.890408821388,107.505544306239,111.195463559742,105.367694525801,105.162528452312,103.978996907965,104.577377729804,108.166793346053
450000,广西壮族自治区,2018,70606,73553,76904,51855,64544,110.6,110.7,109.2,111.6,112.0,108.325171400588,108.423114593536,106.953966699314,109.304603330069,109.696376101861
450000,广西壮族自治区,2017,63821,66456,70407,46457,57603,110.268150247071,110.32055645014,110.440620539286,107.878970834107,109.866488651535,108.424926496629,108.47645668647,108.594513804607,106.075684202662,108.029979008393
450000,广西壮族自治区,2016,57878,60239,63751,43064,52430,109.240874259182,109.559318334758,111.361294041609,106.304616144162,106.478472786353,106.994000253851,107.305894549224,109.070807092663,104.118135302803,104.288416049317
450000,广西壮族自治区,2015,52982,54983,57247,40510,49240,116.638781261007,117.369679374973,124.274394876805,109.860606389326,108.510732072811,114.915055429564,115.63515209357,122.437827464832,108.237050629878,106.907125194887
450000,广西壮族自治区,2014,45424,46846,46065,36874,45378,109.7,109.9,108.3,114.5,111.4,107.48644865971,107.639569049951,106.029168620835,112.170615174329,109.098782699161
450000,广西壮族自治区,2013,41391,42637,42552,32197,40738,113.8,113.4,112.9,111.7,116.1,110.916179337232,110.526315789474,110.038986354776,108.869395711501,113.157894736842
450000,广西壮族自治区,2012,36386,37614,37706,28819,35081,110.2,110.4,108.1,130.3,111.5,106.778714857487,106.972505628553,104.743911761292,126.254687349642,108.038354869417
450000,广西壮族自治区,2011,33032,34064,34886,22123,31449,107.69080298634,106.978204886628,107.054960567097,102.739980495054,111.735237689192,102.270468173162,101.593736834404,101.666629218516,97.5688323789688,106.11133683684
450000,广西壮族自治区,2010,30673,31842,32587,21533,28146,112.3,112.5,111.3,115.9,114.9,109.1,109.3,108.2,112.6,111.7
450000,广西壮族自治区,2009,27322,28302,29275,18575,24486,110.2,110.3,110.3,113.5,110.5,112.535907839014,112.6,112.638027537598,115.90585789227,112.842266934765
450000,广西壮族自治区,2008,24798,25660,26547,16372,22157,116.7,117.2,117.4,118.9,114.8,,108.876308245922,,,
450000,广西壮族自治区,2007,21251,21898,22614,13774,19308,120.9,121.2,123.0,114.5,115.9,,115.980861244019,,,
450000,广西壮族自治区,2006,17571,18064,18384,12025,16656,116.526294847138,116.835909708298,117.334694919581,115.714010777521,113.313830872848,,115.10927064857,,,
