省份编码,省份,年份,个体户数(万户),个体就业人数(万人),城镇就业人数(万人),乡村个体就业人数(万人)
510000,四川省,2000,121.1,168.3,68.5364,99.8004
520000,贵州省,2019,224.3923,421.4373,258.2241,163.2132
520000,贵州省,2018,195.8054,352.9075,175.7744,177.1331
520000,贵州省,2017,184.8583,324.2021,133.1072,191.0949
520000,贵州省,2016,166.2081,288.6896,113.3036,175.386
520000,贵州省,2015,149.2083,253.5362,104.8198,148.7164
520000,贵州省,2014,127.9948,220.811,95.1387,125.6723
520000,贵州省,2013,106.1,185.1567,85.6152,99.5415
520000,贵州省,2012,89.4798,152.8187,83.4622,69.3565
520000,贵州省,2011,75.5135,120.1351,63.2807,56.8544
520000,贵州省,2010,64.7265,95.4639,51.573,43.8909
520000,贵州省,2009,59.7864,88.6198,46.5966,42.0232
520000,贵州省,2008,54.9757,80.1734,43.9442,36.2292
520000,贵州省,2007,50.7655,76.7908,46.3994,30.3914
520000,贵州省,2006,48.6247,69.4302,42.4586,26.9716
520000,贵州省,2005,43.1662,59.6604,33.6706,25.9898
520000,贵州省,2004,43.3096,63.0722,38.0195,25.0527
520000,贵州省,2003,41.5492,61.6493,27.2377,34.4116
520000,贵州省,2002,38.5,57.0,27.3,29.7
520000,贵州省,2001,39.4,57.9231,30.3032,27.6199
520000,贵州省,2000,36.9,53.4,25.4865,27.8649
530000,云南省,2019,249.4032,481.12,261.3293,219.7907
530000,云南省,2018,224.8242,427.6981,220.3032,207.3949
530000,云南省,2017,207.7273,390.7806,181.6255,209.1551
530000,云南省,2016,199.1155,368.9645,147.6091,221.3554
530000,云南省,2015,185.069,337.6836,118.5699,219.1137
530000,云南省,2014,169.6118,332.716,138.1135,194.6025
530000,云南省,2013,150.8,298.1949,133.6468,164.5481
530000,云南省,2012,139.5708,268.2897,140.3386,127.9511
530000,云南省,2011,124.2584,244.0763,154.4423,89.634
530000,云南省,2010,114.1201,213.9874,138.2216,75.7658
530000,云南省,2009,98.6655,200.9177,122.1293,78.7884
530000,云南省,2008,85.831,177.7389,120.6145,57.1244
530000,云南省,2007,85.2305,171.867,105.6861,66.1809
530000,云南省,2006,78.7183,164.7109,88.1771,76.5338
530000,云南省,2005,72.9434,145.8244,87.2592,58.5652
530000,云南省,2004,69.4734,125.8853,78.0896,47.7957
530000,云南省,2003,72.813,123.6848,67.0095,56.6753
530000,云南省,2002,70.6,115.9,61.1,54.9
530000,云南省,2001,69.1,104.2922,49.4234,54.8688
530000,云南省,2000,62.6,93.6,43.4894,50.1118
540000,西藏自治区,2019,23.719,51.4762,45.2658,6.2104
540000,西藏自治区,2018,20.0207,47.2656,44.1679,3.0977
540000,西藏自治区,2017,16.5286,44.8828,42.7578,2.125
540000,西藏自治区,2016,14.1529,42.1503,39.8083,2.342
540000,西藏自治区,2015,12.0285,36.4023,33.5748,2.8275
540000,西藏自治区,2014,11.9118,28.1456,21.8079,6.3377
540000,西藏自治区,2013,11.3,28.0416,22.1235,5.9181
540000,西藏自治区,2012,10.7074,27.2647,22.0442,5.2205
540000,西藏自治区,2011,10.2082,25.3849,20.467,4.9179
540000,西藏自治区,2010,9.4449,21.7092,17.5338,4.1754
540000,西藏自治区,2009,8.678,20.2423,16.4509,3.7914
540000,西藏自治区,2008,8.1664,18.1875,14.6906,3.4969
540000,西藏自治区,2007,7.7051,16.6818,13.349,3.3328
540000,西藏自治区,2006,6.8664,13.4529,10.9735,2.4794
540000,西藏自治区,2005,6.1886,11.5836,9.2234,2.3602
540000,西藏自治区,2004,5.6591,9.8155,7.8404,1.9751
540000,西藏自治区,2003,5.2401,8.5643,6.8289,1.7354
540000,西藏自治区,2002,4.8,7.8,6.3,1.5
540000,西藏自治区,2001,4.5,6.9199,5.1317,1.7882
540000,西藏自治区,2000,4.2,6.3,4.0844,2.1772
610000,陕西省,2019,292.9837,590.7388,551.1212,39.6176
610000,陕西省,2018,215.1753,455.7191,417.8683,37.8508
610000,陕西省,2017,162.817,360.8119,323.2403,37.5716
610000,陕西省,2016,149.6436,334.7598,295.9402,38.8196
610000,陕西省,2015,140.2206,309.9924,271.4716,38.5208
610000,陕西省,2014,127.3739,280.4482,184.6867,95.7615
610000,陕西省,2013,104.9,249.715,151.8594,97.8556
610000,陕西省,2012,90.7556,233.966,138.4334,95.5326
610000,陕西省,2011,82.1662,207.367,120.7532,86.6138
610000,陕西省,2010,74.7784,109.0419,24.8387,84.2032
610000,陕西省,2009,73.6259,102.9581,19.9677,82.9904
610000,陕西省,2008,80.5898,163.5915,90.3932,73.1983
610000,陕西省,2007,76.0308,155.9596,74.9054,81.0542
610000,陕西省,2006,74.9761,153.5648,73.7937,79.7711
610000,陕西省,2005,73.0693,149.5432,62.4367,87.1065
610000,陕西省,2004,74.1789,156.2709,73.8039,82.467
610000,陕西省,2003,76.5077,158.3137,62.3418,95.9719
610000,陕西省,2002,96.7,198.5,63.5,134.9
610000,陕西省,2001,97.4,201.6514,61.889,139.7624
610000,陕西省,2000,104.7,214.8,92.2477,122.5948
620000,甘肃省,2019,118.723,230.341,124.1372,106.2038
620000,甘肃省,2018,110.7386,212.9596,114.869,98.0906
620000,甘肃省,2017,107.1243,295.3206,119.4797,175.8409
620000,甘肃省,2016,105.794,208.2152,115.4258,92.7894
620000,甘肃省,2015,97.8882,191.5891,110.1285,81.4606
620000,甘肃省,2014,87.1322,169.2692,98.7191,70.5501
620000,甘肃省,2013,77.4,145.6168,89.0002,56.6166
620000,甘肃省,2012,66.3204,126.1371,78.9701,47.167
620000,甘肃省,2011,62.0085,114.8768,71.9951,42.8817
620000,甘肃省,2010,52.7014,96.0829,64.1616,31.9213
620000,甘肃省,2009,47.9308,87.9349,58.5313,29.4036
620000,甘肃省,2008,41.6722,75.465,50.0551,25.4099
620000,甘肃省,2007,36.4645,63.3938,40.6402,22.7536
620000,甘肃省,2006,33.0171,57.4963,36.7329,20.7634
620000,甘肃省,2005,31.0064,55.9858,34.7182,21.2676
620000,甘肃省,2004,34.1675,63.4048,38.6553,24.7495
620000,甘肃省,2003,33.2327,61.692,32.2746,29.4174
620000,甘肃省,2002,30.8,56.2,28.8,27.5
620000,甘肃省,2001,29.8,54.7375,27.4114,27.3261
620000,甘肃省,2000,27.3,50.2,25.5218,24.7025
630000,青海省,2019,32.3546,74.7987,60.8924,13.9063
630000,青海省,2018,30.7642,70.735,65.0875,5.64749999999999
630000,青海省,2017,27.5676,62.1049,58.7046,3.4003
630000,青海省,2016,24.3335,52.097,49.3567,2.7403
630000,青海省,2015,21.7565,46.071,43.8921,2.1789
630000,青海省,2014,19.2323,44.5528,40.1167,4.4361
630000,青海省,2013,15.4,40.4859,37.2059,3.28
630000,青海省,2012,13.7587,32.3011,27.2283,5.0728
630000,青海省,2011,12.7328,28.8427,22.4913,6.3514
630000,青海省,2010,12.1238,26.1505,20.3296,5.8209
630000,青海省,2009,11.9794,25.8762,19.196,6.6802
630000,青海省,2008,10.8068,23.8949,19.2794,4.6155
630000,青海省,2007,10.1377,22.2188,17.9474,4.2714
630000,青海省,2006,12.1687,25.5377,17.1444,8.3933
630000,青海省,2005,14.5034,30.2712,19.7328,10.5384
630000,青海省,2004,13.1414,27.0506,18.4652,8.5854
630000,青海省,2003,12.3243,24.4021,16.704,7.6981
630000,青海省,2002,11.5,21.5,14.0,7.5
630000,青海省,2001,10.6,19.0098,12.4808,6.529
630000,青海省,2000,8.7,15.9,10.5106,5.344
640000,宁夏回族自治区,2019,43.7327,103.312,79.2144,24.0976
640000,宁夏回族自治区,2018,41.3196,82.5424,57.0926,25.4498
640000,宁夏回族自治区,2017,37.9378,74.9182,48.8219,26.0963
640000,宁夏回族自治区,2016,34.25,66.5738,40.8614,25.7124
640000,宁夏回族自治区,2015,30.9204,64.2597,41.7846,22.4751
640000,宁夏回族自治区,2014,27.9368,56.399,35.5036,20.8954
640000,宁夏回族自治区,2013,24.4,46.363,24.7502,21.6128
640000,宁夏回族自治区,2012,22.2693,55.1968,38.2142,16.9826
640000,宁夏回族自治区,2011,21.0996,47.5119,30.9808,16.5311
640000,宁夏回族自治区,2010,19.7868,44.23,28.5942,15.6358
640000,宁夏回族自治区,2009,18.3323,36.2,25.7039,10.4961
640000,宁夏回族自治区,2008,16.0032,27.8047,20.5737,7.231
640000,宁夏回族自治区,2007,13.4289,24.8351,20.1522,4.6829
640000,宁夏回族自治区,2006,11.6007,22.5361,17.646,4.8901
640000,宁夏回族自治区,2005,11.0063,18.613,13.9494,4.6636
640000,宁夏回族自治区,2004,9.7814,16.7448,11.9213,4.8235
640000,宁夏回族自治区,2003,8.8374,15.4888,8.2572,7.2316
640000,宁夏回族自治区,2002,9.0,15.0,8.1,6.9
640000,宁夏回族自治区,2001,9.0,14.4763,8.3278,6.1485
640000,宁夏回族自治区,2000,8.1,13.3,7.6356,5.6925
650000,新疆维吾尔自治区,2019,145.2886,254.6288,224.021,30.6078
650000,新疆维吾尔自治区,2018,126.1517,221.5183,195.5161,26.0022
650000,新疆维吾尔自治区,2017,110.7986,195.3032,170.7783,24.5249
650000,新疆维吾尔自治区,2016,97.2491,171.5224,148.97,22.5524
650000,新疆维吾尔自治区,2015,85.3729,149.1001,128.5062,20.5939
650000,新疆维吾尔自治区,2014,71.9213,123.756,105.3526,18.4034
650000,新疆维吾尔自治区,2013,64.6,110.3371,86.3348,24.0023
650000,新疆维吾尔自治区,2012,57.5948,97.2038,73.9591,23.2447
650000,新疆维吾尔自治区,2011,56.3014,95.7514,77.8279,17.9235
650000,新疆维吾尔自治区,2010,54.2953,90.5094,66.9932,23.5162
650000,新疆维吾尔自治区,2009,51.6451,86.2852,64.8324,21.4528
650000,新疆维吾尔自治区,2008,49.0383,82.3203,61.5342,20.7861
650000,新疆维吾尔自治区,2007,47.7653,78.902,58.9713,19.9307
650000,新疆维吾尔自治区,2006,47.3746,77.7494,58.5845,19.1649
650000,新疆维吾尔自治区,2005,47.7098,75.8923,57.122,18.7703
650000,新疆维吾尔自治区,2004,46.6584,74.1829,55.1678,19.0151
650000,新疆维吾尔自治区,2003,44.9911,70.6556,51.9813,18.6743
650000,新疆维吾尔自治区,2002,43.2,65.6,45.6,20.0
650000,新疆维吾尔自治区,2001,41.9,64.3274,45.2295,19.0979
650000,新疆维吾尔自治区,2000,40.7,60.8,40.9289,19.8225
