省份编码,省份,年份,卫生机构床位数(万张),医院床位数(万张),基层医疗卫生机构床位数(万张),社区卫生服务中心床位数(万张),街道卫生院床位数(万张),乡镇卫生院床位数(万张),专业公共卫生机构床位数(万张),妇幼保健院(所、站)床位数(万张),专科疾病防治院(所、站)床位数(万张)
450000,广西壮族自治区,2013,18.7216,11.8475,5.6447,,,5.5526,1.1121,1.0627,0.0494
450000,广西壮族自治区,2012,16.8691,10.735,5.0264,,,4.9331,1.0004,0.955,0.0454
450000,广西壮族自治区,2011,15.2039,9.5752,4.6534,0.0806,,4.5526,0.8762,0.8365,0.0397
450000,广西壮族自治区,2010,14.3695,8.8913,,0.0575,,4.4974,,0.7679,0.0391
450000,广西壮族自治区,2009,13.1569,,,,,,,,
450000,广西壮族自治区,2008,,,,,,,,,
450000,广西壮族自治区,2007,10.5223,,,,,,,,
450000,广西壮族自治区,2006,9.6765,,,,,,,,
450000,广西壮族自治区,2005,9.3532,,,,,,,,
450000,广西壮族自治区,2004,9.1795,,,,,,,,
450000,广西壮族自治区,2003,8.8081,,,,,,,,
450000,广西壮族自治区,2002,8.7727,,,,,,,,
450000,广西壮族自治区,2001,8.8291,,,,,,,,
450000,广西壮族自治区,2000,8.5422,,,,,,,,
460000,海南省,2019,4.9764,4.0762,0.6986,,,0.571,0.1916,0.1912,
460000,海南省,2018,4.48,3.5863,0.709,,,0.6016,0.1747,0.1578,0.0165
460000,海南省,2017,4.1954,3.2514,0.7302,,,0.613,0.1509,0.1384,0.0125
460000,海南省,2016,4.0324,3.1667,0.6493,,,0.5432,0.1477,0.1383,0.0094
460000,海南省,2015,3.8698,3.0251,0.6373,,,0.5496,0.1427,0.1333,0.0094
460000,海南省,2014,3.4466,2.6456,0.6178,,,0.5458,0.135,0.1278,0.0072
460000,海南省,2013,3.21,2.4555,0.5826,,,0.5299,0.1339,0.1263,0.0076
460000,海南省,2012,3.0289,2.2943,0.5885,,,0.543,0.1231,0.1155,0.0076
460000,海南省,2011,2.8465,2.1367,0.5831,0.011,0.005,0.5536,0.1067,0.0991,0.0076
460000,海南省,2010,2.5981,1.8807,,0.011,0.005,0.5479,,0.0965,0.0077
460000,海南省,2009,2.3526,,,,,,,,
460000,海南省,2008,,,,,,,,,
460000,海南省,2007,2.0767,,,,,,,,
460000,海南省,2006,1.9927,,,,,,,,
460000,海南省,2005,1.8651,,,,,,,,
460000,海南省,2004,1.8144,,,,,,,,
460000,海南省,2003,1.7847,,,,,,,,
460000,海南省,2002,1.901,,,,,,,,
460000,海南省,2001,1.9924,,,,,,,,
460000,海南省,2000,2.055,,,,,,,,
500000,重庆市,2019,23.1806,17.1092,5.5704,,,4.4207,0.4615,0.4125,0.049
500000,重庆市,2018,22.0104,16.2147,5.2881,,,4.2048,0.4541,0.4055,0.0486
500000,重庆市,2017,20.6376,15.0545,5.1039,,,4.1127,0.4087,0.362,0.0467
500000,重庆市,2016,19.085,13.6245,5.0288,,,4.0045,0.3612,0.3222,0.039
500000,重庆市,2015,17.6549,12.3855,4.8727,,,3.9323,0.3242,0.3065,0.0177
500000,重庆市,2014,16.0579,10.9299,4.7407,,,3.8491,0.3058,0.288,0.0178
500000,重庆市,2013,14.7436,9.9056,4.4661,,,3.6777,0.2904,0.2776,0.0128
500000,重庆市,2012,13.0813,8.614,4.1107,,,3.456,0.2751,0.265,0.0101
500000,重庆市,2011,11.5627,7.4827,3.7196,0.4488,0.0677,3.1638,0.2684,0.2557,0.0127
500000,重庆市,2010,10.3624,6.4827,,0.3452,0.0716,3.0784,,0.2355,0.0144
500000,重庆市,2009,9.2709,,,,,,,,
500000,重庆市,2008,,,,,,,,,
500000,重庆市,2007,7.4635,,,,,,,,
500000,重庆市,2006,6.825,,,,,,,,
500000,重庆市,2005,6.4174,,,,,,,,
500000,重庆市,2004,6.3288,,,,,,,,
500000,重庆市,2003,6.2696,,,,,,,,
500000,重庆市,2002,6.1744,,,,,,,,
500000,重庆市,2001,6.4981,,,,,,,,
500000,重庆市,2000,6.5666,,,,,,,,
510000,四川省,2019,63.1763,46.9814,14.8297,,,13.5705,1.3652,1.2857,0.0739
510000,四川省,2018,59.8898,44.2215,14.3846,,,13.1474,1.2837,1.2499,0.0282
510000,四川省,2017,56.3475,41.1911,13.9395,,,12.7062,1.2169,1.1794,0.0319
510000,四川省,2016,51.9205,37.5378,13.2023,,,12.0279,1.1452,1.1122,0.0274
510000,四川省,2015,48.8755,34.5771,13.0741,,,11.9088,1.1708,1.0681,0.0971
510000,四川省,2014,45.9596,31.9155,12.8645,,,11.7042,1.1303,1.0152,0.1095
510000,四川省,2013,42.6635,28.9242,12.5964,,,11.4388,1.0963,0.9682,0.1244
510000,四川省,2012,39.0147,25.7333,12.2678,,,11.1514,0.9786,0.8759,0.1002
510000,四川省,2011,33.4663,21.1524,11.3909,0.8497,0.0036,10.2586,0.8775,0.7749,0.1001
510000,四川省,2010,30.1227,18.4828,,0.6831,0.0167,9.7778,,0.7946,0.0973
510000,四川省,2009,27.5085,,,,,,,,
510000,四川省,2008,,,,,,,,,
510000,四川省,2007,21.4512,,,,,,,,
510000,四川省,2006,20.0344,,,,,,,,
510000,四川省,2005,19.3171,,,,,,,,
510000,四川省,2004,18.935,,,,,,,,
510000,四川省,2003,18.5423,,,,,,,,
510000,四川省,2002,18.7026,,,,,,,,
510000,四川省,2001,18.9829,,,,,,,,
510000,四川省,2000,19.1025,,,,,,,,
520000,贵州省,2019,26.4986,20.5789,5.0427,,,4.4041,0.8617,0.8479,0.0138
520000,贵州省,2018,24.5639,18.9167,4.7947,,,4.2349,0.8431,0.8268,0.0163
520000,贵州省,2017,23.299,17.8296,4.62,,,4.1754,0.83,0.7635,0.0665
520000,贵州省,2016,21.0279,15.9098,4.3758,,,3.9905,0.7323,0.7047,0.0276
520000,贵州省,2015,19.6422,14.8112,4.205,,,3.8434,0.616,0.5485,0.0675
520000,贵州省,2014,18.2189,13.5561,4.1699,,,3.8172,0.4831,0.4376,0.0455
520000,贵州省,2013,16.6724,12.0418,4.1531,,,3.6601,0.4677,0.4191,0.0486
520000,贵州省,2012,13.9211,9.6903,3.7815,,,3.3148,0.4225,0.3785,0.044
520000,贵州省,2011,11.7534,7.8368,3.4259,0.1915,0.012,2.9541,0.4678,0.4398,0.028
520000,贵州省,2010,10.5277,6.9343,,0.1953,0.0024,2.8123,,0.3049,0.0199
520000,贵州省,2009,9.7527,,,,,,,,
520000,贵州省,2008,,,,,,,,,
520000,贵州省,2007,7.915,,,,,,,,
520000,贵州省,2006,6.6152,,,,,,,,
520000,贵州省,2005,6.1594,,,,,,,,
520000,贵州省,2004,6.1421,,,,,,,,
520000,贵州省,2003,5.9118,,,,,,,,
520000,贵州省,2002,5.9587,,,,,,,,
520000,贵州省,2001,5.912,,,,,,,,
520000,贵州省,2000,5.858,,,,,,,,
530000,云南省,2019,31.1899,24.1339,6.0273,,,5.4351,0.9312,0.8587,0.0605
530000,云南省,2018,29.1194,22.3272,5.8852,,,5.2877,0.7996,0.7324,0.0586
530000,云南省,2017,27.4809,21.084,5.5566,,,5.0003,0.7515,0.6894,0.0571
530000,云南省,2016,25.3555,19.4727,5.1206,,,4.6225,0.6734,0.6175,0.0531
530000,云南省,2015,23.7597,18.1269,4.8916,,,4.4398,0.6412,0.5834,0.0535
530000,云南省,2014,22.4899,16.9722,4.7895,,,4.3526,0.6255,0.5717,0.0501
530000,云南省,2013,21.0125,15.6074,4.672,,,4.2022,0.6304,0.5579,0.0693
530000,云南省,2012,19.4707,14.3528,4.4427,,,3.9833,0.5625,0.5139,0.0442
530000,云南省,2011,17.3434,12.6318,4.0488,0.3015,,3.6116,0.5409,0.4927,0.0423
530000,云南省,2010,15.7143,11.2493,,0.2723,0.003,3.4375,,0.4704,0.0423
530000,云南省,2009,14.0187,,,,,,,,
530000,云南省,2008,,,,,,,,,
530000,云南省,2007,11.9038,,,,,,,,
530000,云南省,2006,10.9895,,,,,,,,
530000,云南省,2005,10.6334,,,,,,,,
530000,云南省,2004,10.1654,,,,,,,,
530000,云南省,2003,9.5844,,,,,,,,
530000,云南省,2002,9.6613,,,,,,,,
530000,云南省,2001,9.9768,,,,,,,,
530000,云南省,2000,9.753,,,,,,,,
540000,西藏自治区,2019,1.7063,1.2748,0.3782,,,0.3647,0.0495,0.0495,
540000,西藏自治区,2018,1.6787,1.2604,0.3771,,,0.3653,0.0374,0.0374,
540000,西藏自治区,2017,1.6103,1.1749,0.3659,,,0.3569,0.0655,0.0655,
540000,西藏自治区,2016,1.4456,1.0397,0.3345,,,0.3285,0.0674,0.0674,
540000,西藏自治区,2015,1.4013,0.9944,0.3393,,,0.3329,0.0626,0.0626,
540000,西藏自治区,2014,1.1929,0.7984,0.3374,,,0.3305,0.0531,0.0531,
540000,西藏自治区,2013,1.1003,0.7262,0.323,,,0.3166,0.0471,0.0471,
540000,西藏自治区,2012,0.8352,0.5385,0.2583,,,0.2573,0.0344,0.0344,
540000,西藏自治区,2011,0.9592,0.6314,0.2861,,,0.2861,0.0377,0.0377,
540000,西藏自治区,2010,0.8838,0.5444,,,,0.2995,,0.0342,
540000,西藏自治区,2009,0.8502,,,,,,,,
540000,西藏自治区,2008,,,,,,,,,
540000,西藏自治区,2007,0.675,,,,,,,,
540000,西藏自治区,2006,0.7496,,,,,,,,
540000,西藏自治区,2005,0.6767,,,,,,,,
540000,西藏自治区,2004,0.6411,,,,,,,,
540000,西藏自治区,2003,0.6212,,,,,,,,
540000,西藏自治区,2002,0.6149,,,,,,,,
540000,西藏自治区,2001,0.6372,,,,,,,,
540000,西藏自治区,2000,0.6348,,,,,,,,
610000,陕西省,2019,26.5814,21.5683,4.0119,,,3.6116,0.9214,0.8246,0.0968
610000,陕西省,2018,25.3711,20.4359,3.9933,,,3.622,0.8651,0.7712,0.0939
610000,陕西省,2017,24.1265,19.315,3.8821,,,3.514,0.8526,0.761,0.0916
610000,陕西省,2016,22.54,18.0316,3.6346,,,3.2722,0.797,0.7054,0.0916
610000,陕西省,2015,21.1885,16.7248,3.5636,,,3.1559,0.7579,0.6663,0.0916
610000,陕西省,2014,19.9372,15.4871,3.49,,,3.0831,0.8035,0.7145,0.089
610000,陕西省,2013,18.5139,14.2093,3.4205,,,2.9806,0.7439,0.6649,0.079
610000,陕西省,2012,16.923,12.6889,3.3677,,,2.9162,0.7262,0.6432,0.083
610000,陕西省,2011,15.3847,11.4339,3.126,0.3119,0.0015,2.6797,0.6486,0.5626,0.086
610000,陕西省,2010,14.2334,10.4819,,0.1922,0.053,2.6534,,0.4944,0.05
610000,陕西省,2009,13.4431,,,,,,,,
610000,陕西省,2008,,,,,,,,,
610000,陕西省,2007,11.7851,,,,,,,,
610000,陕西省,2006,11.0943,,,,,,,,
610000,陕西省,2005,10.6391,,,,,,,,
610000,陕西省,2004,10.299,,,,,,,,
610000,陕西省,2003,10.1963,,,,,,,,
610000,陕西省,2002,10.0364,,,,,,,,
610000,陕西省,2001,9.9068,,,,,,,,
610000,陕西省,2000,9.6857,,,,,,,,
620000,甘肃省,2019,18.1172,14.2943,3.2216,,,2.7836,0.5395,0.4925,0.0455
620000,甘肃省,2018,16.2737,12.6147,3.0998,,,2.675,0.5024,0.4978,
620000,甘肃省,2017,14.6613,11.1206,3.0213,,,2.5758,0.4626,0.4564,0.005
620000,甘肃省,2016,13.4346,10.0638,2.8631,,,2.46,0.4427,0.4383,0.0032
620000,甘肃省,2015,12.7743,9.4596,2.8671,,,2.401,0.3826,0.3782,
620000,甘肃省,2014,12.2412,9.0528,2.7629,,,2.3811,0.3605,0.3561,
620000,甘肃省,2013,11.6064,8.4511,2.724,,,2.338,0.3563,0.3519,
620000,甘肃省,2012,11.2296,7.6444,3.1891,,,2.2819,0.3211,0.3187,
620000,甘肃省,2011,9.4907,6.6661,2.5154,0.186,0.0079,2.2176,0.2402,0.2362,0.0028
620000,甘肃省,2010,9.041,6.3773,,0.1289,0.0083,2.1368,,0.2246,0.0028
620000,甘肃省,2009,8.152,,,,,,,,
620000,甘肃省,2008,,,,,,,,,
620000,甘肃省,2007,7.029,,,,,,,,
620000,甘肃省,2006,6.5988,,,,,,,,
620000,甘肃省,2005,6.3314,,,,,,,,
620000,甘肃省,2004,6.1439,,,,,,,,
620000,甘肃省,2003,6.0439,,,,,,,,
620000,甘肃省,2002,6.0933,,,,,,,,
620000,甘肃省,2001,6.0336,,,,,,,,
620000,甘肃省,2000,5.9441,,,,,,,,
630000,青海省,2019,4.1443,3.4573,0.6378,,,0.4716,0.0473,0.0473,
630000,青海省,2018,3.9146,3.2521,0.6119,,,0.4522,0.0506,0.0466,
630000,青海省,2017,3.8321,3.2028,0.5789,,,0.4506,0.0504,0.0464,0.004
630000,青海省,2016,3.4749,2.9156,0.5193,,,0.4062,0.04,0.036,0.004
630000,青海省,2015,3.4546,2.8322,0.5843,,,0.4216,0.0381,0.0341,
630000,青海省,2014,3.3007,2.6936,0.573,,,0.4234,0.0341,0.0306,
630000,青海省,2013,2.9529,2.358,0.5659,,,0.4306,0.029,0.0255,
630000,青海省,2012,2.6018,2.0654,0.5103,,,0.4072,0.0261,0.0226,
630000,青海省,2011,2.3117,1.8586,0.4325,0.0478,,0.3314,0.0206,0.0171,0.0035
630000,青海省,2010,2.0451,1.6226,,0.0342,,0.2957,,0.0181,0.0035
630000,青海省,2009,1.9223,,,,,,,,
630000,青海省,2008,,,,,,,,,
630000,青海省,2007,1.605,,,,,,,,
630000,青海省,2006,1.547,,,,,,,,
630000,青海省,2005,1.5088,,,,,,,,
630000,青海省,2004,1.5438,,,,,,,,
630000,青海省,2003,1.5384,,,,,,,,
630000,青海省,2002,1.5806,,,,,,,,
630000,青海省,2001,1.6464,,,,,,,,
630000,青海省,2000,1.6521,,,,,,,,
640000,宁夏回族自治区,2019,4.0971,3.5427,0.409,,,0.3628,0.1454,0.1454,
640000,宁夏回族自治区,2018,4.1005,3.5698,0.3955,,,0.3532,0.1252,0.1252,
640000,宁夏回族自治区,2017,3.982,3.4822,0.3686,,,0.3354,0.1212,0.1212,
640000,宁夏回族自治区,2016,3.6313,3.2027,0.3218,,,0.2913,0.0968,0.0968,
640000,宁夏回族自治区,2015,3.3804,2.9566,0.3198,,,0.2823,0.094,0.094,
640000,宁夏回族自治区,2014,3.2506,2.8493,0.3052,,,0.2799,0.0861,0.0861,
640000,宁夏回族自治区,2013,3.1134,2.7076,0.3087,,,0.2804,0.0871,0.0871,
640000,宁夏回族自治区,2012,2.7765,2.3937,0.2832,,,0.2598,0.0896,0.0896,
640000,宁夏回族自治区,2011,2.5805,2.2037,0.2781,0.004,,0.2537,0.0887,0.0887,
640000,宁夏回族自治区,2010,2.3659,2.0258,,0.0036,,0.2233,,0.0844,
640000,宁夏回族自治区,2009,2.2142,,,,,,,,
640000,宁夏回族自治区,2008,,,,,,,,,
640000,宁夏回族自治区,2007,1.8927,,,,,,,,
640000,宁夏回族自治区,2006,1.826,,,,,,,,
640000,宁夏回族自治区,2005,1.7754,,,,,,,,
640000,宁夏回族自治区,2004,1.6867,,,,,,,,
640000,宁夏回族自治区,2003,1.574,,,,,,,,
640000,宁夏回族自治区,2002,1.3792,,,,,,,,
640000,宁夏回族自治区,2001,1.4254,,,,,,,,
640000,宁夏回族自治区,2000,1.3825,,,,,,,,
650000,新疆维吾尔自治区,2019,18.6426,14.4736,3.8465,,,3.0079,0.3035,0.298,0.0055
650000,新疆维吾尔自治区,2018,17.8881,14.1848,3.3795,,,2.9459,0.2973,0.2839,0.0084
650000,新疆维吾尔自治区,2017,16.7577,13.1212,3.3104,,,2.8893,0.305,0.2915,0.0085
650000,新疆维吾尔自治区,2016,15.6912,12.3216,3.074,,,2.6839,0.2745,0.261,0.0085
650000,新疆维吾尔自治区,2015,15.0263,11.8024,2.8987,,,2.5551,0.3041,0.2906,0.0085
650000,新疆维吾尔自治区,2014,14.2956,11.2357,2.771,,,2.4365,0.268,0.2531,0.0099
650000,新疆维吾尔自治区,2013,13.7325,10.7897,2.6373,,,2.2992,0.2679,0.253,0.0099
650000,新疆维吾尔自治区,2012,13.1592,10.3074,2.5461,,,2.199,0.2681,0.2542,0.0089
650000,新疆维吾尔自治区,2011,12.5391,9.7436,2.5315,0.2615,0.006,2.1285,0.2127,0.2037,0.004
650000,新疆维吾尔自治区,2010,11.623,8.9871,,0.2483,0.0094,1.9886,,0.1733,0.004
650000,新疆维吾尔自治区,2009,10.7243,,,,,,,,
650000,新疆维吾尔自治区,2008,,,,,,,,,
650000,新疆维吾尔自治区,2007,9.0329,,,,,,,,
650000,新疆维吾尔自治区,2006,8.3303,,,,,,,,
650000,新疆维吾尔自治区,2005,7.9441,,,,,,,,
650000,新疆维吾尔自治区,2004,7.7721,,,,,,,,
650000,新疆维吾尔自治区,2003,7.2658,,,,,,,,
650000,新疆维吾尔自治区,2002,6.7535,,,,,,,,
650000,新疆维吾尔自治区,2001,7.0898,,,,,,,,
650000,新疆维吾尔自治区,2000,7.0542,,,,,,,,
