省份编码,省份,年份,县(市、区)数(个),开展新型农村合作医疗县(区、市)数(个),参加新型农村合作医疗人数(亿人),新型农村合作医疗人均筹资(元),新型农村合作医疗本年度筹资总额(亿元),新型农村合作医疗补偿受益人次(亿人次)
640000,宁夏回族自治区,2018,22,,,,,
640000,宁夏回族自治区,2017,22,,,,,
640000,宁夏回族自治区,2016,22,,,,,
640000,宁夏回族自治区,2015,22,,,,,
640000,宁夏回族自治区,2014,22,,0.03599551,499.2577960418,17.97103899,0.08303086
640000,宁夏回族自治区,2013,22,,0.03569171,434.8,15.52,0.083186
640000,宁夏回族自治区,2012,22,21,0.03615,385.1,13.9,0.08377
640000,宁夏回族自治区,2011,22,21,0.03702504,237.017245626203,8.78,0.074043
640000,宁夏回族自治区,2010,22,21,0.037201,145.651407220236,5.418378,0.05357676
640000,宁夏回族自治区,2009,22,21,0.036458,104.3,,0.037698
640000,宁夏回族自治区,2008,21,21,0.03584561,,3.307798,0.02645327
640000,宁夏回族自治区,2007,21,,,,,
640000,宁夏回族自治区,2006,21,,,,,
640000,宁夏回族自治区,2005,21,,,,,
640000,宁夏回族自治区,2004,21,,,,,
640000,宁夏回族自治区,2003,21,,,,,
640000,宁夏回族自治区,2002,23,,,,,
640000,宁夏回族自治区,2001,16,,,,,
640000,宁夏回族自治区,2000,17,,,,,
650000,新疆维吾尔自治区,2019,106,,,,,
650000,新疆维吾尔自治区,2018,105,,,,,
650000,新疆维吾尔自治区,2017,105,,,,,
650000,新疆维吾尔自治区,2016,105,,,,,
650000,新疆维吾尔自治区,2015,104,,,,,
650000,新疆维吾尔自治区,2014,103,,0.11181182,440.678069586,49.2730169945,0.20643157
650000,新疆维吾尔自治区,2013,101,,0.11026934,371.7,40.99,0.179505
650000,新疆维吾尔自治区,2012,101,89,0.10783,315.1,34.0,0.139
650000,新疆维吾尔自治区,2011,99,89,0.1050925,238.166822941694,25.03,0.114005
650000,新疆维吾尔自治区,2010,98,89,0.101903,158.254673562113,16.126626,0.0830864
650000,新疆维吾尔自治区,2009,98,89,0.099358,115.5,,0.08594
650000,新疆维吾尔自治区,2008,98,89,0.09502737,,9.7591606292,0.08464893
650000,新疆维吾尔自治区,2007,98,,,,,
650000,新疆维吾尔自治区,2006,99,,,,,
650000,新疆维吾尔自治区,2005,99,,,,,
650000,新疆维吾尔自治区,2004,99,,,,,
650000,新疆维吾尔自治区,2003,99,,,,,
650000,新疆维吾尔自治区,2002,99,,,,,
650000,新疆维吾尔自治区,2001,85,,,,,
650000,新疆维吾尔自治区,2000,85,,,,,
