省份编码,省份,年份,医疗卫生机构数(个),医院数(个),综合医院数(个),中医医院数(个),专科医院数(个),基层医疗卫生机构(个),社区卫生服务中心(站)数(个),街道卫生院数(个),乡镇卫生院数(个),村卫生室数(个),门诊部(所)数(个),专业公共卫生机构数(个),疾病预防控制中心数(个),专科疾病防治院(所/站)数(个),妇幼保健院(所/站)数(个),卫生监督所(中心)数(个)
420000,湖北省,2015,36179,869,532,109,208,34563,1188,29,1140,24795,7411,578,114,76,103,104
420000,湖北省,2014,36077,771,483,102,169,34503,1175,36,1150,24919,7223,696,112,76,100,103
420000,湖北省,2013,35631,711,444,98,153,34042,1231,36,1152,24941,6682,779,113,75,101,102
420000,湖北省,2012,35240,650,414,95,126,34063,1220,34,1165,24976,6668,438,111,83,100,109
420000,湖北省,2011,35625,608,393,91,111,34509,1278,34,1161,25204,6832,425,112,83,100,98
420000,湖北省,2010,34269,602,394,87,107,33164,1130,44,1149,24112,6729,427,115,84,100,98
420000,湖北省,2009,32790,614,409,86,105,,1142,48,1134,22405,6936,,112,87,99,97
420000,湖北省,2008,10305,593,389,86,106,,1115,48,1155,,6871,,110,109,99,
420000,湖北省,2007,11093,,,,,,,,,,7677,,113,,100,
420000,湖北省,2006,10052,,,,,,,,,,7116,,114,,95,
420000,湖北省,2005,9459,,,,,,,,,,6549,,113,,96,
420000,湖北省,2004,9909,,,,,,,,,20141,7068,,110,,92,
420000,湖北省,2003,9498,,,,,,,,,11106,7136,,109,,92,
420000,湖北省,2002,10192,,,,,,,,,,7357,,118,,91,
420000,湖北省,2001,10941,,,,,,,,,26252,8254,,118,,91,
420000,湖北省,2000,11065,,,,,,,,,,8216,,119,,94,
430000,湖南省,2019,57230,1616,875,187,506,54859,806,,2169,39504,12376,694,145,84,136,131
430000,湖南省,2018,56239,1552,877,174,454,53788,781,,2208,39976,10819,851,147,86,137,133
430000,湖南省,2017,58624,1313,773,144,361,56302,746,,2229,42144,11179,961,147,84,137,133
430000,湖南省,2016,61055,1260,745,141,340,58245,715,,2269,44339,10918,1493,147,87,139,131
430000,湖南省,2015,62646,1173,703,138,300,58586,674,2,2296,44822,10792,2778,147,88,139,130
430000,湖南省,2014,61571,1018,612,135,249,57637,666,2,2298,44699,9972,2810,147,86,139,130
430000,湖南省,2013,62210,922,564,133,205,58519,655,2,2302,44929,10631,2612,147,87,139,131
430000,湖南省,2012,58612,798,493,128,161,57177,604,3,2299,44376,9895,528,146,86,139,130
430000,湖南省,2011,59634,782,486,129,151,58214,597,2,2310,45389,9916,526,146,86,139,130
430000,湖南省,2010,59359,752,482,126,127,57972,540,6,2309,45182,9935,523,146,85,139,130
430000,湖南省,2009,55200,768,500,127,127,,492,18,2317,40826,10148,,145,83,138,129
430000,湖南省,2008,14455,767,508,125,119,,443,25,2319,,10268,,145,83,135,
430000,湖南省,2007,14521,,,,,,,,,,10377,,148,,139,
430000,湖南省,2006,15331,,,,,,,,,,10971,,151,,137,
430000,湖南省,2005,15008,,,,,,,,,,10748,,150,,135,
430000,湖南省,2004,14885,,,,,,,,,34379,10722,,150,,133,
430000,湖南省,2003,14539,,,,,,,,,34054,9839,,167,,132,
430000,湖南省,2002,15149,,,,,,,,,,10789,,141,,135,
430000,湖南省,2001,28421,,,,,,,,,47121,24216,,159,,123,
430000,湖南省,2000,24678,,,,,,,,,,20392,,161,,125,
440000,广东省,2019,53900,1631,911,170,501,51064,2625,,1180,25788,21465,1018,134,130,130,161
440000,广东省,2018,51451,1553,882,167,458,48684,2602,,1184,25996,18893,1058,136,129,129,124
440000,广东省,2017,49874,1464,844,163,423,47071,2543,,1192,26459,16867,1215,135,130,128,150
440000,广东省,2016,49079,1381,813,155,385,46033,2566,,1192,26886,15380,1544,137,135,128,150
440000,广东省,2015,48320,1323,793,149,359,45013,2553,20,1196,27177,14067,1831,137,131,130,151
440000,广东省,2014,48085,1260,760,148,337,44675,2527,21,1201,28161,12765,1978,137,136,130,138
440000,广东省,2013,47835,1222,740,142,326,44470,2489,21,1204,28767,11989,1965,136,140,128,124
440000,广东省,2012,46534,1186,727,142,305,44585,2345,25,1227,29086,11902,661,138,147,127,122
440000,广东省,2011,45930,1125,694,141,278,44034,2388,34,1252,28971,11389,670,136,147,124,140
440000,广东省,2010,44880,1088,674,147,255,43018,2267,84,1272,28339,11056,674,134,147,126,141
440000,广东省,2009,44314,1064,678,143,231,,1984,103,1275,28076,11058,,135,149,127,138
440000,广东省,2008,15819,1028,666,141,213,,1695,93,1306,,10948,,136,150,126,
440000,广东省,2007,16488,,,,,,,,,,11977,,132,,126,
440000,广东省,2006,16953,,,,,,,,,,12551,,131,,122,
440000,广东省,2005,16318,,,,,,,,,,12225,,134,,124,
440000,广东省,2004,15744,,,,,,,,,21529,11833,,133,,125,
440000,广东省,2003,13213,,,,,,,,,20368,9768,,131,,127,
440000,广东省,2002,15501,,,,,,,,,,10892,,131,,128,
440000,广东省,2001,14167,,,,,,,,,29080,10462,,149,,32,
440000,广东省,2000,13499,,,,,,,,,,9749,,155,,31,
450000,广西壮族自治区,2019,33679,678,385,102,159,31853,316,,1261,19877,10399,1109,118,31,105,115
450000,广西壮族自治区,2018,33742,624,365,96,136,31826,310,,1264,20409,9843,1257,118,34,104,115
450000,广西壮族自治区,2017,34008,589,350,95,120,32034,300,,1264,20770,9700,1353,117,34,104,110
450000,广西壮族自治区,2016,34253,543,330,93,97,32020,279,,1267,21011,9463,1650,115,37,103,110
450000,广西壮族自治区,2015,34439,527,325,91,91,32216,277,,1267,21417,9255,1657,115,41,104,110
450000,广西壮族自治区,2014,34667,486,298,90,82,32497,269,,1270,21917,9041,1646,113,41,104,110
450000,广西壮族自治区,2013,33943,476,295,88,78,32117,261,,1279,21852,8725,1288,109,40,104,110
450000,广西壮族自治区,2012,34152,469,290,86,79,33257,266,,1280,23323,8388,387,109,41,103,105
450000,广西壮族自治区,2011,34026,465,292,85,76,33132,262,,1280,23381,8209,389,106,41,103,110
450000,广西壮族自治区,2010,32741,450,285,85,69,31856,285,,1278,22405,7888,389,105,43,103,109
450000,广西壮族自治区,2009,32355,460,292,85,71,,318,20,1242,21689,8169,,105,46,103,111
450000,广西壮族自治区,2008,10427,450,299,83,58,,302,16,1242,,7985,,100,47,103,
450000,广西壮族自治区,2007,10060,,,,,,,,,,7676,,109,,99,
450000,广西壮族自治区,2006,9977,,,,,,,,,,7539,,104,,102,
450000,广西壮族自治区,2005,9416,,,,,,,,,,7035,,106,,103,
450000,广西壮族自治区,2004,9034,,,,,,,,,21480,6695,,104,,103,
450000,广西壮族自治区,2003,6610,,,,,,,,,20311,4374,,105,,103,
450000,广西壮族自治区,2002,10107,,,,,,,,,,7748,,107,,105,
450000,广西壮族自治区,2001,13363,,,,,,,,,23235,10983,,110,,12,
450000,广西壮族自治区,2000,13707,,,,,,,,,,11328,,110,,12,
460000,海南省,2019,5417,246,165,22,51,5057,192,,285,2647,1933,105,26,13,24,6
460000,海南省,2018,5325,218,158,17,38,4981,177,,299,2716,1789,119,24,13,24,24
460000,海南省,2017,5180,208,153,18,31,4846,175,,299,2638,1734,117,25,15,24,24
460000,海南省,2016,5144,211,158,17,30,4805,170,,297,2670,1668,119,26,18,24,24
460000,海南省,2015,5046,202,155,17,25,4714,158,,297,2681,1578,119,27,18,24,24
460000,海南省,2014,5075,191,150,16,20,4754,152,,298,2761,1543,121,28,21,24,24
460000,海南省,2013,5011,191,148,17,21,4689,144,,299,2701,1545,122,28,23,24,24
460000,海南省,2012,5154,197,152,19,22,4839,141,,305,2752,1641,107,28,24,24,23
460000,海南省,2011,4816,190,148,19,20,4513,118,3,300,2527,1565,102,26,24,24,21
460000,海南省,2010,4678,188,145,19,21,4379,105,3,305,2412,1554,99,26,24,24,20
460000,海南省,2009,4661,186,143,17,23,,88,2,305,2396,1571,,26,25,24,19
460000,海南省,2008,2220,187,144,17,23,,64,2,309,,1544,,27,26,25,
460000,海南省,2007,2330,,,,,,,,,,1648,,28,,25,
460000,海南省,2006,2337,,,,,,,,,,1633,,28,,26,
460000,海南省,2005,2464,,,,,,,,,,1759,,30,,26,
460000,海南省,2004,2515,,,,,,,,,1873,1819,,30,,25,
460000,海南省,2003,19470,,,,,,,,,1771,18604,,31,,25,
460000,海南省,2002,2840,,,,,,,,,,1896,,31,,26,
460000,海南省,2001,2685,,,,,,,,,2842,2012,,31,,21,
460000,海南省,2000,2689,,,,,,,,,,2012,,30,,21,
500000,重庆市,2019,21057,846,453,128,196,20001,536,,846,10580,8025,150,41,14,41,39
500000,重庆市,2018,20524,800,454,110,174,19535,472,,872,10847,7332,153,41,15,42,39
500000,重庆市,2017,19682,749,459,92,161,18748,472,,881,10991,6390,152,41,15,42,39
500000,重庆市,2016,19933,699,452,76,142,19044,496,,894,11240,6401,156,42,16,42,39
500000,重庆市,2015,19806,631,439,56,121,18986,500,13,924,11280,6269,159,42,15,40,39
500000,重庆市,2014,18767,565,404,48,103,17886,500,12,933,10778,5663,298,42,15,40,39
500000,重庆市,2013,18926,531,382,46,94,18025,493,11,960,11009,5552,350,42,16,40,39
500000,重庆市,2012,17961,463,331,43,80,17310,485,9,933,10642,5241,167,42,16,42,40
500000,重庆市,2011,17650,433,307,43,75,17037,468,8,966,10577,5018,160,43,16,42,42
500000,重庆市,2010,17495,417,296,44,69,16900,450,10,1022,10597,4821,158,43,16,41,42
500000,重庆市,2009,16497,386,273,42,64,,268,19,999,9985,4668,,43,15,41,42
500000,重庆市,2008,6265,355,253,42,52,,116,27,1014,,4579,,43,13,40,
500000,重庆市,2007,6293,,,,,,,,,,4567,,43,,40,
500000,重庆市,2006,6613,,,,,,,,,,4884,,43,,41,
500000,重庆市,2005,6380,,,,,,,,,,4668,,43,,42,
500000,重庆市,2004,6539,,,,,,,,,11315,4720,,46,,44,
500000,重庆市,2003,3730,,,,,,,,,11416,1864,,46,,44,
500000,重庆市,2002,5948,,,,,,,,,,3946,,45,,44,
500000,重庆市,2001,9096,,,,,,,,,17702,6402,,49,,41,
500000,重庆市,2000,9375,,,,,,,,,,6402,,49,,41,
510000,四川省,2019,83756,2417,1507,247,582,80500,1039,,4416,55772,19268,716,208,25,201,201
510000,四川省,2018,81537,2344,1484,232,552,78427,980,,4433,56019,16990,697,206,23,201,200
510000,四川省,2017,80481,2219,1444,222,490,77487,940,,4466,56216,15855,708,206,25,203,200
510000,四川省,2016,79513,2066,1362,204,437,76619,951,,4490,55958,15217,744,206,25,202,200
510000,四川省,2015,80109,1942,1291,198,391,76214,937,2,4509,55869,14897,1801,206,35,202,203
510000,四川省,2014,81070,1814,1217,189,363,76110,928,,4575,55981,14626,2962,207,34,202,204
510000,四川省,2013,80037,1716,1144,184,345,75161,907,1,4594,55165,14494,2969,207,35,202,204
510000,四川省,2012,76557,1542,1013,173,309,74215,928,1,4606,54601,14079,713,204,37,200,204
510000,四川省,2011,75815,1387,925,173,249,73646,873,1,4618,54015,14139,701,205,38,198,204
510000,四川省,2010,74283,1261,833,166,221,72244,741,3,4671,52705,14124,705,206,37,203,203
510000,四川省,2009,72914,1187,787,165,196,,637,11,4734,51670,13907,,207,38,202,202
510000,四川省,2008,20738,1144,757,165,180,,578,14,4804,,13441,,208,37,201,
510000,四川省,2007,21380,,,,,,,,,,14023,,209,,202,
510000,四川省,2006,24015,,,,,,,,,,16294,,207,,202,
510000,四川省,2005,23832,,,,,,,,,,16200,,208,,197,
510000,四川省,2004,24605,,,,,,,,,46339,16934,,209,,196,
510000,四川省,2003,16756,,,,,,,,,43701,8138,,208,,198,
510000,四川省,2002,28204,,,,,,,,,,18664,,214,,204,
510000,四川省,2001,33412,,,,,,,,,49766,23507,,209,,188,
510000,四川省,2000,33351,,,,,,,,,,23309,,208,,188,
520000,贵州省,2019,28511,1340,954,98,254,26806,810,,1329,20265,4361,327,100,6,99,80
520000,贵州省,2018,28066,1309,957,97,222,26374,755,,1341,20355,3868,343,100,8,99,95
520000,贵州省,2017,28034,1270,940,95,203,26378,701,,1362,20543,3722,356,100,10,98,95
520000,贵州省,2016,28017,1220,923,90,177,26172,635,,1399,20652,3444,597,100,10,101,95
520000,贵州省,2015,28712,1188,920,87,149,26175,622,26,1419,20831,3277,1318,100,10,102,95
520000,贵州省,2014,28995,1067,821,83,135,26432,596,18,1427,20945,3446,1464,101,9,100,95
520000,贵州省,2013,29177,991,765,82,122,26657,566,8,1430,21219,3434,1498,101,10,98,100
520000,贵州省,2012,27404,772,600,70,89,26264,469,2,1436,21463,2894,340,101,7,96,101
520000,贵州省,2011,25943,621,472,67,73,24957,398,14,1436,20260,2849,333,103,9,94,96
520000,贵州省,2010,25420,554,414,67,64,24498,370,8,1443,19783,2894,333,103,8,89,96
520000,贵州省,2009,24707,532,395,63,63,,322,11,1439,18971,3052,,103,8,88,96
520000,贵州省,2008,5848,475,350,62,53,,278,11,1448,,3263,,105,8,90,
520000,贵州省,2007,5956,,,,,,,,,,3379,,105,,90,
520000,贵州省,2006,6147,,,,,,,,,,3715,,105,,79,
520000,贵州省,2005,6571,,,,,,,,,,4174,,103,,84,
520000,贵州省,2004,6664,,,,,,,,,18551,4321,,106,,82,
520000,贵州省,2003,13178,,,,,,,,,21914,10719,,99,,93,
520000,贵州省,2002,7022,,,,,,,,,,4734,,100,,95,
520000,贵州省,2001,8791,,,,,,,,,22069,6277,,101,,89,
520000,贵州省,2000,8992,,,,,,,,,,6477,,101,,88,
530000,云南省,2019,25587,1376,893,158,295,23638,598,,1361,13450,8219,526,153,27,147,140
530000,云南省,2018,24954,1280,843,141,267,23108,601,,1355,13404,7741,523,153,29,146,142
530000,云南省,2017,24684,1252,838,136,244,22868,568,,1355,13446,7493,524,153,30,145,142
530000,云南省,2016,24234,1187,787,131,236,22395,566,,1366,13432,7027,593,152,29,145,142
530000,云南省,2015,24181,1101,725,124,219,21833,498,1,1372,13351,6611,1183,150,29,145,142
530000,云南省,2014,24281,1060,706,120,199,21835,479,,1376,13364,6616,1324,150,29,145,142
530000,云南省,2013,24264,997,670,112,180,21913,457,,1379,13341,6736,1294,150,31,147,142
530000,云南省,2012,23395,926,636,107,160,21887,439,,1384,13317,6747,519,150,30,147,145
530000,云南省,2011,23248,845,586,101,137,21800,407,2,1386,13292,6713,515,150,30,148,146
530000,云南省,2010,22888,780,535,101,126,21505,367,2,1385,13189,6562,518,150,31,147,146
530000,云南省,2009,22365,720,495,100,108,,227,3,1383,13114,6314,,152,31,147,146
530000,云南省,2008,9249,692,480,102,91,,165,2,1394,,6396,,152,32,148,
530000,云南省,2007,9693,,,,,,,,,,6887,,152,,148,
530000,云南省,2006,10020,,,,,,,,,,7204,,150,,148,
530000,云南省,2005,10110,,,,,,,,,,7262,,153,,148,
530000,云南省,2004,9436,,,,,,,,,13264,6695,,150,,146,
530000,云南省,2003,3006,,,,,,,,,12210,442,,151,,151,
530000,云南省,2002,8798,,,,,,,,,,6084,,149,,144,
530000,云南省,2001,12552,,,,,,,,,14984,9568,,152,,142,
530000,云南省,2000,13356,,,,,,,,,,10381,,151,,142,
540000,西藏自治区,2019,6940,156,108,,8,6635,14,,678,5300,643,147,82,,57,1
540000,西藏自治区,2018,6844,158,108,,11,6539,14,,678,5298,549,145,82,,56,1
540000,西藏自治区,2017,6826,148,109,,9,6533,12,,678,5324,519,143,82,,55,1
540000,西藏自治区,2016,6835,145,105,,9,6546,10,,678,5360,498,142,82,,55,1
540000,西藏自治区,2015,6814,139,102,,8,6531,9,,680,5353,489,142,82,,55,1
540000,西藏自治区,2014,6795,112,88,,3,6542,9,,678,5366,489,139,82,,54,1
540000,西藏自治区,2013,6725,106,85,,2,6479,9,,677,5313,480,138,82,,54,1
540000,西藏自治区,2012,6660,104,84,,1,6412,9,,673,5254,476,142,82,,57,2
540000,西藏自治区,2011,6602,103,83,,1,6356,8,,673,5232,443,141,81,,57,2
540000,西藏自治区,2010,4960,101,82,,1,4718,8,,672,3608,430,139,81,,55,2
540000,西藏自治区,2009,4959,100,82,,,,6,,657,3635,418,,81,,57,2
540000,西藏自治区,2008,1326,99,81,,,,7,,665,,412,,81,,57,
540000,西藏自治区,2007,1322,,,,,,,,,,415,,68,,58,
540000,西藏自治区,2006,1349,,,,,,,,,,432,,81,,55,
540000,西藏自治区,2005,1378,,,,,,,,,,458,,81,,55,
540000,西藏自治区,2004,1326,,,,,,,,,1937,414,,79,,55,
540000,西藏自治区,2003,5166,,,,,,,,,1681,4184,,81,,53,
540000,西藏自治区,2002,1348,,,,,,,,,,426,,82,,54,
540000,西藏自治区,2001,1284,,,,,,,,,1388,355,,81,,30,
540000,西藏自治区,2000,1237,,,,,,,,,,303,,81,,32,
610000,陕西省,2019,35404,1208,756,168,262,33619,666,,1532,23747,7666,494,120,5,116,116
610000,陕西省,2018,35300,1175,764,163,230,33412,625,,1544,24183,7050,613,120,5,116,116
610000,陕西省,2017,35861,1150,766,157,210,33808,604,,1549,24978,6668,800,120,5,116,116
610000,陕西省,2016,36598,1085,740,157,176,34017,623,,1561,25412,6412,1390,119,5,116,115
610000,陕西省,2015,37030,1014,704,154,145,34098,606,9,1589,25717,6177,1804,119,6,117,115
610000,陕西省,2014,37247,977,694,144,129,34202,589,9,1601,25969,6034,1949,119,6,118,115
610000,陕西省,2013,37137,937,664,145,120,34118,583,10,1603,26018,5904,1962,120,6,118,118
610000,陕西省,2012,36271,888,628,140,112,34889,552,2,1630,26883,5822,387,122,6,117,118
610000,陕西省,2011,36396,871,622,142,102,35033,525,2,1655,27174,5677,384,122,6,117,115
610000,陕西省,2010,35696,828,597,139,88,34389,466,29,1700,26699,5495,375,122,5,117,110
610000,陕西省,2009,33928,815,588,140,83,,358,21,1710,25292,5258,,123,5,117,108
610000,陕西省,2008,8812,816,586,141,84,,197,29,1704,,5596,,123,5,117,
610000,陕西省,2007,9708,,,,,,,,,,6442,,124,,117,
610000,陕西省,2006,11631,,,,,,,,,,8111,,124,,116,
610000,陕西省,2005,11701,,,,,,,,,,8228,,125,,115,
610000,陕西省,2004,11703,,,,,,,,,21973,8431,,126,,116,
610000,陕西省,2003,14369,,,,,,,,,21379,10924,,128,,115,
610000,陕西省,2002,12462,,,,,,,,,,8763,,127,,114,
610000,陕西省,2001,11365,,,,,,,,,28530,7967,,123,,82,
610000,陕西省,2000,10737,,,,,,,,,,7323,,122,,82,
620000,甘肃省,2019,26697,719,381,124,163,24761,676,,1377,16461,6245,1124,103,9,99,94
620000,甘肃省,2018,27897,626,354,109,120,25785,628,,1376,16487,7291,1394,103,6,99,95
620000,甘肃省,2017,28857,526,307,91,97,26579,602,,1374,17032,7567,1639,103,7,99,94
620000,甘肃省,2016,28197,446,276,82,64,25791,581,,1375,16748,7086,1844,103,7,100,93
620000,甘肃省,2015,27799,443,278,81,62,25459,611,1,1371,16744,6732,1774,103,7,100,93
620000,甘肃省,2014,27916,427,275,76,54,25254,597,3,1375,16681,6598,2082,103,7,100,92
620000,甘肃省,2013,26697,419,273,73,54,25514,615,3,1382,16752,6762,718,103,7,106,87
620000,甘肃省,2012,26401,403,264,70,54,25631,616,6,1377,16711,6921,335,103,6,99,92
620000,甘肃省,2011,26632,385,258,68,45,25884,567,9,1370,16574,7364,329,103,7,100,91
620000,甘肃省,2010,26673,381,260,69,40,25930,422,8,1338,16415,7747,328,103,7,100,91
620000,甘肃省,2009,25299,373,259,68,35,,337,8,1333,15087,7802,,103,7,99,88
620000,甘肃省,2008,10534,377,262,70,34,,320,7,1326,,8140,,104,7,100,
620000,甘肃省,2007,12024,,,,,,,,,,9641,,106,,99,
620000,甘肃省,2006,12022,,,,,,,,,,9649,,106,,99,
620000,甘肃省,2005,11849,,,,,,,,,,9547,,103,,100,
620000,甘肃省,2004,11404,,,,,,,,,13411,9055,,105,,100,
620000,甘肃省,2003,8037,,,,,,,,,12890,5684,,103,,98,
620000,甘肃省,2002,11062,,,,,,,,,,8679,,102,,99,
620000,甘肃省,2001,7225,,,,,,,,,21870,4832,,102,,91,
620000,甘肃省,2000,7191,,,,,,,,,,4789,,102,,90,
630000,青海省,2019,6513,220,124,14,37,6114,277,,408,4510,919,176,56,1,50,54
630000,青海省,2018,6396,220,124,14,40,5994,256,,405,4474,859,178,56,1,50,55
630000,青海省,2017,6375,212,122,13,37,5980,255,,404,4518,803,179,56,1,50,55
630000,青海省,2016,6291,199,113,13,37,5908,235,,405,4518,750,180,56,1,34,55
630000,青海省,2015,6223,181,112,13,22,5860,210,1,404,4491,754,178,56,1,31,55
630000,青海省,2014,6241,185,114,13,21,5878,205,1,404,4481,787,174,56,1,24,55
630000,青海省,2013,6020,145,89,13,13,5701,177,,405,4354,765,170,56,1,24,55
630000,青海省,2012,5948,142,86,13,13,5658,174,,405,4314,765,145,56,1,21,55
630000,青海省,2011,5887,131,79,13,12,5608,169,,404,4289,746,144,56,1,21,55
630000,青海省,2010,5781,129,79,13,10,5503,163,,404,4243,693,143,56,1,21,55
630000,青海省,2009,5959,129,80,13,9,,169,,406,4376,729,,56,1,21,54
630000,青海省,2008,1582,126,81,12,6,,157,2,404,,744,,56,1,22,
630000,青海省,2007,1619,,,,,,,,,,822,,51,,21,
630000,青海省,2006,1643,,,,,,,,,,790,,56,,22,
630000,青海省,2005,1478,,,,,,,,,,607,,57,,24,
630000,青海省,2004,1439,,,,,,,,,4243,631,,56,,18,
630000,青海省,2003,9559,,,,,,,,,4100,8824,,54,,19,
630000,青海省,2002,1450,,,,,,,,,,715,,56,,20,
630000,青海省,2001,1437,,,,,,,,,4051,743,,57,,39,
630000,青海省,2000,1847,,,,,,,,,,1139,,58,,39,
640000,宁夏回族自治区,2019,4397,219,143,29,43,4077,222,,205,2173,1477,90,25,,21,24
640000,宁夏回族自治区,2018,4450,231,153,26,45,4121,184,,217,2300,1420,88,25,,21,24
640000,宁夏回族自治区,2017,4271,209,143,24,37,3966,166,,220,2301,1279,86,25,,21,24
640000,宁夏回族自治区,2016,4254,190,123,22,39,3968,142,,219,2365,1242,85,25,,21,24
640000,宁夏回族自治区,2015,4288,168,112,19,32,3981,131,,219,2453,1178,129,25,,22,24
640000,宁夏回族自治区,2014,4255,161,105,19,32,3918,122,,223,2455,1118,166,25,,22,24
640000,宁夏回族自治区,2013,4231,156,99,19,32,3898,112,,228,2461,1097,165,25,,23,24
640000,宁夏回族自治区,2012,4140,143,92,19,27,3904,107,,230,2431,1136,83,25,,22,24
640000,宁夏回族自治区,2011,4132,152,102,19,26,3886,97,,228,2527,1034,84,25,,22,25
640000,宁夏回族自治区,2010,4129,157,108,18,26,3878,96,,233,2544,1005,84,25,,22,25
640000,宁夏回族自治区,2009,4149,158,107,18,26,,86,,236,2547,1016,,25,,22,25
640000,宁夏回族自治区,2008,1629,148,98,18,27,,81,,239,,1056,,25,,22,
640000,宁夏回族自治区,2007,1530,,,,,,,,,,977,,26,,22,
640000,宁夏回族自治区,2006,1553,,,,,,,,,,1022,,26,,21,
640000,宁夏回族自治区,2005,1463,,,,,,,,,,900,,25,,21,
640000,宁夏回族自治区,2004,1483,,,,,,,,,2529,921,,25,,22,
640000,宁夏回族自治区,2003,8990,,,,,,,,,2318,8372,,28,,25,
640000,宁夏回族自治区,2002,1370,,,,,,,,,,816,,26,,25,
640000,宁夏回族自治区,2001,1261,,,,,,,,,2523,774,,27,,25,
640000,宁夏回族自治区,2000,1361,,,,,,,,,,879,,27,,25,
650000,新疆维吾尔自治区,2019,18376,917,678,61,118,16851,909,,926,10063,4952,591,189,3,92,133
650000,新疆维吾尔自治区,2018,18450,907,671,62,115,16833,839,,929,10146,4919,697,215,3,91,158
650000,新疆维吾尔自治区,2017,18724,919,676,64,119,17059,813,,926,10363,4957,737,223,3,92,160
650000,新疆维吾尔自治区,2016,18825,919,689,62,110,17124,830,,930,10432,4931,775,223,3,92,158
650000,新疆维吾尔自治区,2015,18798,914,705,57,101,17075,800,,927,10439,4909,802,223,4,92,158
650000,新疆维吾尔自治区,2014,18873,878,681,55,93,17178,791,,929,10588,4870,801,229,5,92,158
650000,新疆维吾尔自治区,2013,18663,860,667,51,92,17190,794,,924,10567,4905,605,229,5,92,159
650000,新疆维吾尔自治区,2012,18320,836,648,50,87,16970,744,4,919,10500,4803,506,224,5,91,158
650000,新疆维吾尔自治区,2011,17412,820,641,46,83,16120,683,9,913,9825,4690,464,216,4,90,128
650000,新疆维吾尔自治区,2010,16000,802,624,43,86,14715,641,9,901,8350,4814,474,221,4,90,133
650000,新疆维吾尔自治区,2009,14244,763,602,38,75,,405,12,894,6956,4742,,214,5,90,128
650000,新疆维吾尔自治区,2008,6739,741,589,40,66,,264,12,876,,4382,,213,6,89,
650000,新疆维吾尔自治区,2007,7465,,,,,,,,,,5129,,214,,87,
650000,新疆维吾尔自治区,2006,8175,,,,,,,,,,5856,,211,,92,
650000,新疆维吾尔自治区,2005,8087,,,,,,,,,,5848,,197,,88,
650000,新疆维吾尔自治区,2004,9086,,,,,,,,,4753,6931,,193,,85,
650000,新疆维吾尔自治区,2003,9618,,,,,,,,,4609,7564,,239,,89,
650000,新疆维吾尔自治区,2002,10296,,,,,,,,,,7947,,226,,96,
650000,新疆维吾尔自治区,2001,5279,,,,,,,,,7932,3374,,203,,75,
650000,新疆维吾尔自治区,2000,6705,,,,,,,,,,4795,,204,,74,
