省份编码,省份,年份,公共图书馆业机构数(个),公共图书馆总藏量(万册),人均拥有公共图书馆藏量(册/人),公共图书馆累计发放有效借书证数(万个),公共图书馆总流通人次(万人次),公共图书馆书刊文献外借人次(万人次),公共图书馆书刊文献外借册次(万册次),公共图书馆阅览室座席数(万个),每万人拥有公共图书馆建筑面积(平方米),公共图书馆组织各类讲座次数(次),公共图书馆参加讲座人次(万人次),公共图书馆举办展览数(个),公共图书馆参观展览人次(万人次),公共图书馆举办培训班数(个),公共图书馆参加培训人次(万人次),公共图书馆计算机台数(台),公共图书馆电子阅览室终端数(台)
350000,福建省,2013,91,2466.741,0.65,79.0,1809.15,723.941,1805.179,2.8524,93.4,2265,30.065,638,179.482,674,5.047,5539,3372
350000,福建省,2012,87,2894.017,0.772149679829242,64.4104,1526.165,655.271,1519.155,2.6574,89.6157950907151,1669,27.494,503,188.33,578,7.833,5048,3018
350000,福建省,2011,86,2042.612,0.55,57.9542,1314.615,615.538,1205.361,2.3981,114.9,1371,24.273,478,171.455,337,5.288,4288,2423
350000,福建省,2010,86,1681.662,,47.175,1193.34,582.655,1096.902,2.5136,,,,,,,,,
350000,福建省,2009,85,1542.353,,,1181.953,636.603,1128.848,2.2071,,,,,,,,,
350000,福建省,2008,85,1457.9,,,931.2,591.2,945.4,1.9253,,,,,,,,,
350000,福建省,2007,85,,,,,,,,,,,,,,,,
350000,福建省,2006,85,,,,,,,,,,,,,,,,
350000,福建省,2005,84,,,,,,,,,,,,,,,,
350000,福建省,2004,83,,,,,,,,,,,,,,,,
350000,福建省,2003,82,,,,,,,,,,,,,,,,
350000,福建省,2002,82,,,,,,,,,,,,,,,,
350000,福建省,2001,82,,,,,,,,,,,,,,,,
350000,福建省,2000,81,,,,,,,,,,,,,,,,
360000,江西省,2019,114,2659.049,0.57,150.1514,1858.71,895.101,1688.284,3.959,95.2,1901,27.578,1261,225.128,1131,9.712,7659,4832
360000,江西省,2018,113,2522.119,0.54,162.7397,1754.034,831.045,1584.299,3.6961,89.1,1782,25.172,1459,268.717,1057,9.859,7021,4952
360000,江西省,2017,113,2428.772,0.53,156.0,1722.099,873.061,1561.389,3.6248,87.0,1743,25.447,1361,276.196,1041,7.794,7159,5035
360000,江西省,2016,113,2177.814,0.47,105.0805,1374.505,739.474,1302.18,3.4806,80.5,1586,34.327,1172,219.77,691,6.127,6959,4780
360000,江西省,2015,114,2158.88,0.4728547867,93.0376,1258.317,690.72,1118.591,3.1309,80.0568596229,1455,26.06,1030,160.809,879,6.43,7072,4609
360000,江西省,2014,114,2127.465,0.47,80.9672,1213.494,655.016,1059.181,3.1506,80.7,1441,33.323,780,166.746,883,6.237,7015,4542
360000,江西省,2013,114,1989.679,0.44,70.0,1165.05,675.332,946.869,2.8283,75.9,1409,41.115,628,147.428,540,5.618,6867,4234
360000,江西省,2012,114,1822.404,0.404625105249699,53.0852,1056.974,563.854,831.528,2.6284,70.2852514139811,1331,36.752,383,104.643,506,5.756,6415,4362
360000,江西省,2011,114,1664.715,0.37,58.478,756.122,419.955,590.092,2.3305,64.9,963,19.795,223,69.261,306,4.086,6040,4135
360000,江西省,2010,108,1520.121,,50.6189,638.923,359.705,562.357,2.2042,,,,,,,,,
360000,江西省,2009,108,1473.566,,,595.818,307.224,517.516,2.2037,,,,,,,,,
360000,江西省,2008,105,1398.4,,,547.3,284.9,482.2,1.8388,,,,,,,,,
360000,江西省,2007,104,,,,,,,,,,,,,,,,
360000,江西省,2006,105,,,,,,,,,,,,,,,,
360000,江西省,2005,104,,,,,,,,,,,,,,,,
360000,江西省,2004,104,1622.41,,,,,,,,,,,,,,,
360000,江西省,2003,104,,,,,,,,,,,,,,,,
360000,江西省,2002,104,,,,,,,,,,,,,,,,
360000,江西省,2001,104,,,,,,,,,,,,,,,,
360000,江西省,2000,104,,,,,,,,,,,,,,,,
370000,山东省,2019,154,6615.581,0.66,599.672,5244.925,2267.973,3623.421,6.3898,107.2,7728,78.754,2426,356.859,6287,38.867,11919,8046
370000,山东省,2018,154,6212.902,0.62,364.4166,4577.863,1959.832,3328.721,6.3532,116.5,6721,75.845,1912,280.025,5094,31.446,11844,7947
370000,山东省,2017,154,5539.305,0.55,322.0,3972.225,1757.518,3031.284,6.2878,110.7,5826,76.792,1753,279.007,3233,20.159,12042,7951
370000,山东省,2016,154,5065.123,0.51,359.2381,3643.594,1713.057,2809.928,6.1482,106.6,5441,81.579,1357,212.542,2202,16.087,11622,7664
370000,山东省,2015,154,4727.383,0.4800757782,188.8828,2728.975,1507.658,2331.269,5.5991,83.8485411022,3672,57.412,1112,124.696,1624,13.279,11353,7364
370000,山东省,2014,153,4480.342,0.46,165.9497,2557.77,1540.055,2623.433,5.0094,74.7,3051,55.468,914,107.069,1317,11.237,10875,6839
370000,山东省,2013,153,4422.047,0.45,158.0,2355.0,1430.186,2158.083,4.7068,73.5,2661,50.175,863,97.31,1182,8.535,10637,6780
370000,山东省,2012,150,4237.258,0.437508634513065,138.1603,2035.175,1222.601,1989.74,3.9582,57.5520626290014,2525,49.751,818,99.591,1139,15.656,9249,5960
370000,山东省,2011,150,3889.997,0.4,138.9456,1915.216,1103.281,1607.784,3.7962,73.0,2513,44.312,682,80.135,1259,13.589,8676,5546
370000,山东省,2010,149,3635.843,,128.4212,1717.199,915.186,1514.497,3.7061,,,,,,,,,
370000,山东省,2009,150,3515.317,,,1603.02,919.274,1543.872,3.6011,,,,,,,,,
370000,山东省,2008,147,3140.7,,,1460.0,845.2,1385.8,3.1527,,,,,,,,,
370000,山东省,2007,145,,,,,,,,,,,,,,,,
370000,山东省,2006,145,,,,,,,,,,,,,,,,
370000,山东省,2005,145,,,,,,,,,,,,,,,,
370000,山东省,2004,142,2522.3,,,,,,,,,,,,,,,
370000,山东省,2003,140,,,,,,,,,,,,,,,,
370000,山东省,2002,140,,,,,,,,,,,,,,,,
370000,山东省,2001,136,,,,,,,,,,,,,,,,
370000,山东省,2000,133,,,,,,,,,,,,,,,,
410000,河南省,2019,164,3409.423,0.35,209.5234,4295.198,1531.236,2465.401,6.2321,75.3,6750,74.911,1708,220.263,2462,15.23,10445,7190
410000,河南省,2018,160,3168.702,0.33,181.5036,3360.152,1437.56,2270.691,5.4392,70.2,4280,80.661,1470,188.717,1990,15.642,10339,7021
410000,河南省,2017,158,2874.058,0.3,144.0,2950.86,1400.311,2097.235,5.0101,64.2,4192,78.06,1444,160.766,2170,14.265,9757,6582
410000,河南省,2016,158,2645.808,0.28,117.5758,2538.697,1228.367,1862.432,4.9112,64.1,3342,47.673,1209,123.436,1751,16.578,9444,6327
410000,河南省,2015,158,2472.303,0.2607914557,94.2575,2233.158,1106.81,1676.027,4.206,57.8744725738,2640,40.967,997,123.945,1421,11.762,9203,6204
410000,河南省,2014,157,2312.326,0.25,97.3648,1968.081,1060.104,1569.102,4.1448,57.8,2557,49.153,839,98.646,1333,11.785,8878,6095
410000,河南省,2013,157,2218.193,0.24,83.0,1785.173,960.103,1464.832,3.9766,56.8,2454,47.394,737,89.753,876,7.523,8369,5625
410000,河南省,2012,156,2257.222,0.239976823304274,76.5966,1637.67,910.478,1377.764,3.1857,45.6623431852009,2080,42.817,509,50.346,634,8.582,7616,4699
410000,河南省,2011,152,2121.921,0.23,58.0346,2062.121,805.268,1214.189,3.0097,44.9,1430,29.246,409,47.237,597,10.948,6699,4101
410000,河南省,2010,142,1837.211,,68.026,1025.737,518.859,914.651,2.3595,,,,,,,,,
410000,河南省,2009,142,1724.455,,,1010.858,589.222,952.327,2.368,,,,,,,,,
410000,河南省,2008,142,1632.6,,,805.0,478.6,734.3,2.099,,,,,,,,,
410000,河南省,2007,138,,,,,,,,,,,,,,,,
410000,河南省,2006,136,,,,,,,,,,,,,,,,
410000,河南省,2005,136,,,,,,,,,,,,,,,,
410000,河南省,2004,135,1399.0,,,,,,,,,,,,,,,
410000,河南省,2003,136,,,,,,,,,,,,,,,,
410000,河南省,2002,134,,,,,,,,,,,,,,,,
410000,河南省,2001,135,,,,,,,,,,,,,,,,
410000,河南省,2000,134,,,,,,,,,,,,,,,,
420000,湖北省,2019,116,4220.84,0.71,220.305,2645.798,1221.157,2297.588,4.78,121.4,2859,50.947,1216,228.708,1433,10.192,7261,4734
420000,湖北省,2018,115,3910.258,0.66,211.6702,2577.444,1142.851,2210.256,4.3952,116.8,2554,49.552,978,211.617,1343,16.629,7569,4998
420000,湖北省,2017,116,3596.763,0.61,187.0,2388.277,1181.644,2136.347,4.4751,125.8,2605,51.468,992,169.611,1639,9.586,7576,5025
420000,湖北省,2016,112,3317.925,0.56,166.6947,2081.98,1027.928,1882.101,4.3357,118.9,2429,44.168,856,178.034,1589,11.01,7315,4935
420000,湖北省,2015,112,3002.534,0.5131221054,144.3241,1954.585,991.779,1816.385,3.7098,91.9200205076,2048,36.202,734,117.41,833,9.667,7203,4660
420000,湖北省,2014,112,2821.557,0.49,127.9004,1867.679,1052.478,1755.38,3.6643,91.1,1812,39.759,661,124.98,1025,8.634,7089,4762
420000,湖北省,2013,112,2648.267,0.46,108.0,1762.792,952.042,1570.142,3.486,88.3,1682,35.367,487,133.201,1029,9.264,7088,4621
420000,湖北省,2012,111,2521.19,0.436267520332237,138.4404,1516.311,847.629,1386.472,3.3993,83.2375843571552,1554,42.756,427,72.456,947,12.331,7525,4354
420000,湖北省,2011,109,2410.778,0.42,95.4873,1341.948,730.154,1114.091,2.5964,61.1,1243,32.755,329,76.804,686,10.056,5846,3568
420000,湖北省,2010,107,2361.067,,104.1636,1515.544,938.104,1846.203,2.6814,,,,,,,,,
420000,湖北省,2009,107,2181.252,,,1271.191,597.123,1046.837,2.7328,,,,,,,,,
420000,湖北省,2008,104,2105.7,,,1215.3,626.4,1038.7,2.5758,,,,,,,,,
420000,湖北省,2007,102,,,,,,,,,,,,,,,,
420000,湖北省,2006,102,,,,,,,,,,,,,,,,
420000,湖北省,2005,102,,,,,,,,,,,,,,,,
420000,湖北省,2004,104,1867.0,,,,,,,,,,,,,,,
420000,湖北省,2003,103,,,,,,,,,,,,,,,,
420000,湖北省,2002,103,,,,,,,,,,,,,,,,
420000,湖北省,2001,104,,,,,,,,,,,,,,,,
420000,湖北省,2000,103,,,,,,,,,,,,,,,,
430000,湖南省,2019,141,3566.937,0.52,241.8103,2662.026,1143.636,2409.029,4.2224,77.1,4256,134.239,1179,311.315,4602,72.841,8029,5114
430000,湖南省,2018,140,3305.288,0.48,202.9708,2477.701,1019.808,2274.89,3.9726,72.0,4408,182.332,1106,312.855,2721,23.771,7371,4965
430000,湖南省,2017,139,3050.159,0.44,171.0,2176.799,899.316,1849.163,3.8091,68.8,4233,166.7,942,347.03,2377,21.989,7226,4887
430000,湖南省,2016,137,2833.193,0.42,145.9104,1955.372,832.532,1701.129,3.5727,63.1,3103,54.781,618,282.929,1970,19.726,6969,4736
430000,湖南省,2015,137,2555.248,0.3767118824,106.4061,1617.121,823.367,1539.681,3.2591,61.084795438,3049,52.512,553,102.974,1424,19.038,6515,4399
430000,湖南省,2014,136,2422.186,0.36,98.9838,1570.373,792.32,1476.473,3.1244,56.7,2604,51.794,574,93.437,1355,14.608,6370,4361
430000,湖南省,2013,136,2282.199,0.34,78.0,1694.024,801.251,1424.309,3.0438,56.9,2347,47.223,545,71.513,1248,13.798,6098,4414
430000,湖南省,2012,136,2524.782,0.380299536220445,73.1996,1490.169,702.379,1304.239,3.3509,53.8279511909299,2133,40.772,410,65.522,1196,10.318,5847,4104
430000,湖南省,2011,130,2362.319,0.36,65.0277,1215.234,585.053,1173.464,3.1404,55.6,1377,30.037,250,49.02,549,6.641,5238,3877
430000,湖南省,2010,124,1961.351,,81.4353,1027.547,505.919,1058.578,3.0031,,,,,,,,,
430000,湖南省,2009,120,1839.404,,,940.221,464.069,958.159,2.8552,,,,,,,,,
430000,湖南省,2008,120,1766.0,,,965.0,471.9,984.1,2.8262,,,,,,,,,
430000,湖南省,2007,120,,,,,,,,,,,,,,,,
430000,湖南省,2006,120,,,,,,,,,,,,,,,,
430000,湖南省,2005,120,,,,,,,,,,,,,,,,
430000,湖南省,2004,115,,,,,,,,,,,,,,,,
430000,湖南省,2003,115,,,,,,,,,,,,,,,,
430000,湖南省,2002,115,,,,,,,,,,,,,,,,
430000,湖南省,2001,115,,,,,,,,,,,,,,,,
430000,湖南省,2000,115,,,,,,,,,,,,,,,,
440000,广东省,2019,146,10542.522,0.92,860.0035,12200.503,2348.907,7932.524,10.9862,131.2,9419,793.76,3156,2076.102,10174,48.019,18103,11366
440000,广东省,2018,143,9547.572,0.84,746.8361,10517.666,2161.4,7213.22,10.0006,120.8,9996,179.885,3096,2045.434,9437,44.407,17063,10847
440000,广东省,2017,143,8708.302,0.78,680.0,9147.064,2110.504,6850.617,9.5355,120.0,8394,173.312,4310,1619.044,5977,32.734,17453,10928
440000,广东省,2016,142,7899.847,0.72,620.2406,8334.844,1954.11,5218.651,9.3915,117.2,8443,104.77,5329,1108.769,6505,28.013,16163,9723
440000,广东省,2015,140,7007.744,0.6459345562,524.4111,7854.685,1697.328,4377.198,8.9864,115.9157526039,6020,97.193,1887,1050.994,3220,22.33,15182,9034
440000,广东省,2014,138,6366.806,0.59,438.4344,7657.002,1697.669,3848.308,8.0527,105.2,5742,120.22,1551,748.741,2613,17.249,14398,8412
440000,广东省,2013,137,6100.673,0.57,410.0,7356.71,1587.967,3498.845,7.5838,102.8,4295,80.623,1318,514.794,1827,12.14,18588,7875
440000,广东省,2012,137,6567.241,0.619901925618275,341.7295,6418.267,1458.746,3069.538,7.1434,95.6078912592033,5292,97.937,1022,541.781,2346,16.237,13310,6648
440000,广东省,2011,134,5889.737,0.56,300.3851,6071.952,1329.202,2617.497,6.781,92.8,4166,110.843,977,391.271,2026,16.542,11944,6331
440000,广东省,2010,132,4615.497,,258.4012,4539.946,1165.827,2266.546,5.9148,,,,,,,,,
440000,广东省,2009,133,4367.37,,,4565.114,1237.543,2536.007,5.8289,,,,,,,,,
440000,广东省,2008,132,3994.8,,,4100.6,1173.0,2081.4,5.211,,,,,,,,,
440000,广东省,2007,130,,,,,,,,,,,,,,,,
440000,广东省,2006,129,,,,,,,,,,,,,,,,
440000,广东省,2005,129,,,,,,,,,,,,,,,,
440000,广东省,2004,128,,,,,,,,,,,,,,,,
440000,广东省,2003,129,,,,,,,,,,,,,,,,
440000,广东省,2002,131,,,,,,,,,,,,,,,,
440000,广东省,2001,129,,,,,,,,,,,,,,,,
440000,广东省,2000,125,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2019,116,2901.526,0.59,123.3952,2113.124,558.511,1060.809,3.3899,95.4,1793,31.63,1218,289.086,2032,16.2,6764,4624
450000,广西壮族自治区,2018,116,2749.94,0.56,114.2618,2384.6,593.728,1155.292,3.3182,89.4,2021,36.504,1012,325.387,1733,11.212,6776,4748
450000,广西壮族自治区,2017,115,2785.983,0.57,104.0,2344.298,586.965,1182.879,3.2677,86.5,1777,32.811,942,393.119,1747,11.579,6643,4334
450000,广西壮族自治区,2016,114,2719.547,0.56,76.454,2066.991,526.8,1141.781,2.9414,80.8,1748,33.477,792,184.218,1945,11.373,6439,4344
450000,广西壮族自治区,2015,112,2606.269,0.543425563,58.4222,2065.207,520.987,1155.031,2.7856,71.9808173478,1673,30.197,969,202.085,1439,9.574,6063,4098
450000,广西壮族自治区,2014,112,2481.519,0.52,61.4895,1997.956,754.21,1098.707,2.6991,70.3,1699,37.593,646,130.441,1500,10.476,5851,3957
450000,广西壮族自治区,2013,112,2109.841,0.45,46.0,1470.514,438.661,853.932,2.7046,59.6,1505,26.123,634,105.6,1301,7.163,5763,3887
450000,广西壮族自治区,2012,112,2126.698,0.454228534814182,39.4761,1366.436,422.698,805.831,2.6262,60.929090132422,1362,32.846,489,94.938,878,7.291,5392,3667
450000,广西壮族自治区,2011,108,1996.506,0.43,81.5493,1230.722,379.605,668.09,2.4007,55.5,834,23.325,282,59.422,786,3.972,5067,3336
450000,广西壮族自治区,2010,108,1880.877,,26.2427,1342.783,356.399,732.795,2.4665,,,,,,,,,
450000,广西壮族自治区,2009,100,1759.708,,,1100.24,368.27,773.846,2.2649,,,,,,,,,
450000,广西壮族自治区,2008,100,1695.2,,,1518.4,312.1,722.9,1.993,,,,,,,,,
450000,广西壮族自治区,2007,100,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2006,100,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2005,95,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2004,96,1448.6,,,,,,,,,,,,,,,
450000,广西壮族自治区,2003,96,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2002,96,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2001,94,,,,,,,,,,,,,,,,
450000,广西壮族自治区,2000,94,,,,,,,,,,,,,,,,
460000,海南省,2019,24,597.895,0.63,32.0358,443.57,86.007,228.047,0.6599,97.0,400,6.463,142,88.631,948,2.934,1517,963
460000,海南省,2018,24,551.288,0.59,28.986,578.257,81.907,223.155,0.6706,94.6,291,5.459,111,35.848,1902,4.083,1591,1061
460000,海南省,2017,23,489.847,0.53,21.0,523.537,82.121,242.553,0.6039,90.7,244,5.152,115,15.486,768,1.748,1609,976
460000,海南省,2016,23,458.414,0.5,16.6512,377.001,77.808,247.168,0.557,90.6,259,3.792,104,18.486,269,11.663,1496,949
460000,海南省,2015,21,423.619,0.4650962869,21.9674,444.953,81.492,221.99,0.5557,88.4697305725,235,3.523,93,15.618,177,1.027,1458,1047
460000,海南省,2014,21,411.869,0.46,11.5165,268.475,72.283,188.278,0.5352,89.7,224,3.308,85,13.335,154,0.711,1382,994
460000,海南省,2013,21,377.133,0.42,13.0,246.729,64.053,153.377,0.5671,91.4,124,2.214,144,18.616,174,1.45,1484,952
460000,海南省,2012,20,897.928,1.01283401951385,9.8702,269.662,71.493,126.327,0.5228,96.7345327392702,72,1.028,54,14.76,91,0.944,1396,846
460000,海南省,2011,20,516.024,0.59,8.2738,149.964,56.445,103.256,0.4955,95.2,116,3.844,56,8.505,82,0.804,1241,749
460000,海南省,2010,20,285.014,,11.2837,172.077,69.353,86.477,0.4173,,,,,,,,,
460000,海南省,2009,20,340.745,,,193.131,99.321,134.047,0.443,,,,,,,,,
460000,海南省,2008,20,257.2,,,84.8,35.2,75.3,0.4046,,,,,,,,,
460000,海南省,2007,20,,,,,,,,,,,,,,,,
460000,海南省,2006,20,,,,,,,,,,,,,,,,
460000,海南省,2005,20,,,,,,,,,,,,,,,,
460000,海南省,2004,19,175.6735,,,,,,,,,,,,,,,
460000,海南省,2003,19,,,,,,,,,,,,,,,,
460000,海南省,2002,19,,,,,,,,,,,,,,,,
460000,海南省,2001,19,,,,,,,,,,,,,,,,
460000,海南省,2000,19,,,,,,,,,,,,,,,,
500000,重庆市,2019,43,1901.343,0.61,229.4786,1598.437,547.565,1323.851,3.1181,118.4,1499,20.932,1060,167.517,1557,11.336,4416,3125
500000,重庆市,2018,43,1807.937,0.58,173.8221,1604.003,570.477,1312.632,3.001,116.7,1556,21.664,1024,190.308,1293,9.398,4307,3220
500000,重庆市,2017,43,1671.79,0.54,157.0,1524.027,546.234,1222.648,2.7622,110.6,1604,26.362,996,180.875,1952,10.922,4667,3474
500000,重庆市,2016,43,1441.834,0.47,72.896,1308.504,471.331,1026.168,2.4575,101.6,1535,27.188,806,221.908,2038,8.91,4455,3306
500000,重庆市,2015,43,1303.801,0.4322159421,70.012,1234.769,435.07,949.316,2.1363,97.6,1396,25.648,578,157.931,2093,11.496,4176,2899
500000,重庆市,2014,43,1242.246,0.42,57.6995,1221.132,471.279,989.719,1.9177,88.0,1101,22.306,508,116.678,836,6.349,3985,2767
500000,重庆市,2013,43,1128.849,0.38,37.0,1146.775,428.571,968.733,1.7369,85.1,990,11.786,387,77.322,1100,7.514,3890,2530
500000,重庆市,2012,43,1521.916,0.516779626485569,32.1465,1078.3,412.76,868.389,1.6455,83.2461799660441,1033,20.705,333,96.296,1063,26.46,3882,2210
500000,重庆市,2011,43,1148.738,0.39,29.3639,776.83,436.114,721.153,1.3001,77.1,580,13.585,289,53.999,559,11.338,3332,1906
500000,重庆市,2010,43,1030.769,,15.985,621.275,340.44,705.5,1.3568,,,,,,,,,
500000,重庆市,2009,43,987.986,,,588.03,290.279,760.345,1.0308,,,,,,,,,
500000,重庆市,2008,43,932.3,,,504.9,247.7,538.6,0.8153,,,,,,,,,
500000,重庆市,2007,43,,,,,,,,,,,,,,,,
500000,重庆市,2006,43,,,,,,,,,,,,,,,,
500000,重庆市,2005,43,,,,,,,,,,,,,,,,
500000,重庆市,2004,44,736.0,0.23,,,,,,,,,,,,,,
500000,重庆市,2003,44,701.0,0.224,,,,,,,,,,,,,,
500000,重庆市,2002,44,678.0,0.22,,,,,,,,,,,,,,
500000,重庆市,2001,42,814.5,0.26,,,,,,,,,,,,,,
500000,重庆市,2000,42,810.5,0.26,,,,,,,,,,,,,,
510000,四川省,2019,206,4171.685,0.5,284.2777,2739.086,995.463,1929.028,6.2458,81.2,3535,44.332,1376,301.444,1602,8.164,11346,8180
510000,四川省,2018,204,3948.361,0.47,240.6864,2562.079,975.307,1784.912,5.7766,79.2,2899,43.352,1297,345.792,1973,10.988,11906,8370
510000,四川省,2017,204,3792.882,0.46,181.0,2601.11,1088.016,1845.217,5.5179,75.6,3601,57.35,1289,394.961,1419,8.804,11249,7966
510000,四川省,2016,203,3517.571,0.43,133.5552,2358.029,995.339,1751.294,4.9983,72.3,3525,84.021,1111,300.727,1476,13.132,10733,7438
510000,四川省,2015,203,3327.757,0.405626158,95.2981,2010.077,890.346,1617.067,4.5739,68.5372988786,3258,56.841,937,197.929,1335,11.558,10259,6936
510000,四川省,2014,198,3162.143,0.39,75.9527,1867.237,836.105,1535.662,4.168,61.4,2670,52.557,816,153.104,1405,18.102,10010,6545
510000,四川省,2013,197,3048.142,0.38,59.0,1738.019,788.837,1374.099,4.0983,59.5,2680,33.463,806,108.6,1333,10.139,9831,6600
510000,四川省,2012,188,3362.804,0.416384438225898,52.3512,1627.541,694.264,1193.754,3.4655,55.4382011341968,1985,29.398,636,192.376,1254,10.145,8475,5550
510000,四川省,2011,169,3135.624,0.39,51.3223,1433.271,619.213,1041.785,3.2082,48.1,1435,22.15,571,87.532,967,9.627,6985,4332
510000,四川省,2010,161,2599.118,,48.2352,1168.039,544.191,923.528,2.6281,,,,,,,,,
510000,四川省,2009,156,2480.362,,,1151.427,527.479,948.877,2.616,,,,,,,,,
510000,四川省,2008,154,2304.9,,,951.8,402.3,1070.9,2.4787,,,,,,,,,
510000,四川省,2007,151,,,,,,,,,,,,,,,,
510000,四川省,2006,146,,,,,,,,,,,,,,,,
510000,四川省,2005,141,,,,,,,,,,,,,,,,
510000,四川省,2004,137,1953.1,,,,,,,,,,,,,,,
510000,四川省,2003,132,,,,,,,,,,,,,,,,
510000,四川省,2002,131,,,,,,,,,,,,,,,,
510000,四川省,2001,140,,,,,,,,,,,,,,,,
510000,四川省,2000,129,,,,,,,,,,,,,,,,
520000,贵州省,2019,98,1605.958,0.44,83.6845,930.325,392.176,641.673,2.6592,79.1,1175,21.757,719,83.751,810,4.735,5397,3573
520000,贵州省,2018,98,1467.019,0.41,85.3673,882.106,386.773,614.5,2.482,73.9,1343,13.762,647,61.426,768,5.236,5410,3557
520000,贵州省,2017,98,1385.603,0.39,63.0,783.92,357.008,551.306,2.4559,71.8,1572,17.682,591,59.326,729,5.325,5507,3666
520000,贵州省,2016,98,1258.024,0.35,44.1857,604.411,314.287,492.615,2.1266,64.6,1383,16.953,416,45.827,601,4.572,5112,3406
520000,贵州省,2015,96,1220.577,0.3458215045,42.2334,593.995,307.347,476.4,2.0215,63.6974075648,1606,14.309,309,35.9,652,4.756,4469,3232
520000,贵州省,2014,95,1217.316,0.35,39.1656,525.488,306.424,383.962,1.9816,62.3,1492,14.971,279,26.215,603,4.205,5104,3166
520000,贵州省,2013,94,1156.126,0.33,32.0,467.235,261.7,337.459,1.9224,59.9,1414,13.578,289,23.061,471,3.899,4780,2941
520000,贵州省,2012,93,1387.37,0.398203824837044,33.1956,420.063,216.687,278.574,1.4245,46.735570754893,986,23.187,157,35.079,551,3.187,3653,2552
520000,贵州省,2011,94,1194.267,0.34,24.1274,314.086,119.731,164.073,2.2028,49.3,470,5.61,272,16.941,266,2.032,4054,2390
520000,贵州省,2010,93,812.057,,18.9489,369.056,142.686,222.3,1.222,,,,,,,,,
520000,贵州省,2009,93,800.34,,,266.513,144.468,213.421,1.2172,,,,,,,,,
520000,贵州省,2008,92,731.4,,,257.8,103.7,156.6,1.1549,,,,,,,,,
520000,贵州省,2007,92,,,,,,,,,,,,,,,,
520000,贵州省,2006,91,,,,,,,,,,,,,,,,
520000,贵州省,2005,91,,,,,,,,,,,,,,,,
520000,贵州省,2004,90,,,,,,,,,,,,,,,,
520000,贵州省,2003,90,,,,,,,,,,,,,,,,
520000,贵州省,2002,90,,,,,,,,,,,,,,,,
520000,贵州省,2001,90,,,,,,,,,,,,,,,,
520000,贵州省,2000,89,,,,,,,,,,,,,,,,
530000,云南省,2019,151,2338.26,0.48,65.3922,1693.375,485.983,1055.927,3.2911,84.7,1847,23.251,1284,204.572,1431,8.034,7875,5408
530000,云南省,2018,151,2154.09,0.45,56.426,1694.88,562.003,1142.378,3.1618,84.1,1708,22.492,1134,227.025,1369,8.813,7264,5191
530000,云南省,2017,151,2110.628,0.44,51.0,1261.246,519.588,958.498,3.0971,84.3,2012,28.946,1300,169.45,1411,11.355,7623,5390
530000,云南省,2016,151,2091.232,0.44,50.3989,1380.781,534.037,972.719,2.7489,77.1,1896,37.56,944,163.846,1350,13.864,7542,5336
530000,云南省,2015,151,1944.215,0.4100162386,44.4524,1222.57,534.13,1071.658,2.6255,75.1486777173,2079,29.553,835,155.79,1314,12.553,7335,5235
530000,云南省,2014,151,1864.239,0.4,40.7317,1210.001,529.938,892.139,2.7456,72.6,2148,30.905,798,116.296,1607,13.85,7313,5246
530000,云南省,2013,152,1765.46,0.38,41.0,1222.709,506.685,869.574,2.6376,73.2,1894,27.7,720,123.141,1412,11.523,7214,5029
530000,云南省,2012,152,1879.345,0.403379480575231,37.5725,1069.626,473.999,759.77,2.3971,71.0152393217429,1632,25.484,371,86.228,1149,9.238,6783,4738
530000,云南省,2011,152,1699.129,0.37,30.1615,993.194,415.467,982.184,2.2129,72.2,1113,11.916,185,33.478,524,2.572,6473,4733
530000,云南省,2010,150,1565.998,,31.84,907.041,402.612,702.423,2.1034,,,,,,,,,
530000,云南省,2009,150,1507.909,,,961.927,389.738,769.986,2.0352,,,,,,,,,
530000,云南省,2008,150,1452.7,,,753.9,276.9,568.0,2.0026,,,,,,,,,
530000,云南省,2007,149,,,,,,,,,,,,,,,,
530000,云南省,2006,149,,,,,,,,,,,,,,,,
530000,云南省,2005,149,,,,,,,,,,,,,,,,
530000,云南省,2004,149,,,,,,,,,,,,,,,,
530000,云南省,2003,149,,,,,,,,,,,,,,,,
530000,云南省,2002,148,,,,,,,,,,,,,,,,
530000,云南省,2001,147,,,,,,,,,,,,,,,,
530000,云南省,2000,148,,,,,,,,,,,,,,,,
540000,西藏自治区,2019,81,244.661,0.7,1.2278,38.045,6.479,10.734,0.3624,168.3,87,0.855,104,2.194,48,0.228,1419,946
540000,西藏自治区,2018,81,221.057,0.64,1.3654,35.365,6.02,11.108,0.3745,170.0,67,0.685,100,1.432,39,0.221,1482,1035
540000,西藏自治区,2017,81,195.138,0.58,2.0,24.797,4.486,7.827,0.2939,165.2,92,0.888,154,2.834,190,0.228,1437,1010
540000,西藏自治区,2016,81,177.318,0.53,3.0798,25.378,5.223,7.717,0.3011,163.1,74,0.671,76,3.88,39,0.235,1416,1047
