省份编码,省份,年份,居民消费价格指数(上年=100),城市居民消费价格指数(上年=100),农村居民消费价格指数(上年=100),商品零售价格指数(上年=100),城市商品零售价格指数(上年=100),农村商品零售价格指数(上年=100)
420000,湖北省,2000,99.0,100.0,98.2,97.8,98.1,97.1
430000,湖南省,2019,102.91626026,102.82503532,103.09697786,102.25344846,102.23379262,102.44127414
430000,湖南省,2018,101.96134466,101.94962464,101.98457013,102.27245105,102.2978373,102.03050134
430000,湖南省,2017,101.42638905,101.57796813,101.12733884,101.25380603,101.24233721,101.36324286
430000,湖南省,2016,101.87763135,101.86026688,101.91190703,100.99152974,100.97848126,101.1162098
430000,湖南省,2015,101.38034585,101.49113018,101.14705785,99.86648,99.74048,100.04819
430000,湖南省,2014,101.88156212,102.10869759,101.40655263,101.21339819,101.29159598,101.10083738
430000,湖南省,2013,102.54455171,102.58806854,102.45366406,101.73282081,101.36159293,102.27197949
430000,湖南省,2012,102.0117213,102.19404743,101.63301188,101.74573823,101.71441924,101.79125921
430000,湖南省,2011,105.52789891,105.48169553,105.62399736,105.505334,105.44792158,105.58889236
430000,湖南省,2010,103.1133,103.1,103.2,103.1,102.9,103.3
430000,湖南省,2009,99.6415,99.6762,99.559,98.45426,98.24308,98.76559
430000,湖南省,2008,106.02449,105.75598,107.38717,105.60346,104.4687,108.65191
430000,湖南省,2007,105.5744,105.1618,106.8578,104.28521719,103.63381,106.69099
430000,湖南省,2006,101.44124,101.5572,101.2225,101.298,101.22279913,101.39281
430000,湖南省,2005,102.3235,102.0534,102.78,102.2728,101.6346,103.036
430000,湖南省,2004,105.0679,104.0986,105.6878,103.9341,103.0026,105.0438
430000,湖南省,2003,102.4493,101.4286,104.0678,100.5917,100.1201,101.1348
430000,湖南省,2002,99.5,99.6,99.4,99.2,99.1,99.3
430000,湖南省,2001,99.1,98.9,99.3,98.8,98.1,99.4
430000,湖南省,2000,101.4,101.3,101.4,99.3,99.8,98.4
440000,广东省,2019,103.38109799,103.13520737,104.62852548,101.4081456,101.27701335,102.3362068
440000,广东省,2018,102.16069164,102.21460284,101.88806854,102.07850268,102.11510393,101.82021303
440000,广东省,2017,101.50770759,101.65672454,100.76078625,101.58517088,101.60009946,101.47994668
440000,广东省,2016,102.30303692,102.35909326,102.02298695,100.77982216,100.75484638,100.95621606
440000,广东省,2015,101.54903603,101.59498152,101.28740668,99.64684,99.45722,100.2088
440000,广东省,2014,102.30636663,102.33920764,102.1197597,101.43780199,101.44252187,101.42381602
440000,广东省,2013,102.46497161,102.41952798,102.72395571,100.97685178,100.77196137,101.58890755
440000,广东省,2012,102.81273571,102.79639208,102.90597769,102.18899826,102.1242898,102.38278698
440000,广东省,2011,105.3210056,105.2662946,105.63422802,105.07999849,104.91796319,105.56826889
440000,广东省,2010,103.1212,103.1,103.2,103.3,103.4,103.1
440000,广东省,2009,97.6538,97.6226,97.7741,96.81506,96.73126,97.01538
440000,广东省,2008,105.59726,105.51249,105.8194,106.02988,105.96178,106.19516
440000,广东省,2007,103.67613,103.7252,103.5089,103.39017733,103.21904,103.81209
440000,广东省,2006,101.78601,101.8334,101.6271,101.4555,101.40667607,101.57662
440000,广东省,2005,102.2501,102.0476,102.7093,101.7657,101.5292,102.236
440000,广东省,2004,102.97,102.6412,103.6795,102.9199,102.5426,103.6569
440000,广东省,2003,100.6291,100.7279,100.4161,100.0261,99.736,100.5915
440000,广东省,2002,98.6,98.6,98.6,98.5,98.4,98.6
440000,广东省,2001,99.3,99.2,99.6,98.7,98.6,98.9
440000,广东省,2000,101.4,102.2,100.0,99.9,100.0,99.6
450000,广西壮族自治区,2019,103.71637763,103.52684092,104.08375446,103.17447485,103.13115588,103.50306904
450000,广西壮族自治区,2018,102.32225758,102.39535146,102.18087732,101.6359733,101.62931487,101.68650896
450000,广西壮族自治区,2017,101.6134281,101.88916617,101.08430071,101.15187173,101.19902479,100.79542015
450000,广西壮族自治区,2016,101.60498751,101.56920101,101.67373065,100.41305542,100.42738782,100.30484251
450000,广西壮族自治区,2015,101.50915289,101.50830152,101.51087383,100.10131,100.12157,100.06054
450000,广西壮族自治区,2014,102.09606443,102.20422555,101.87812388,101.38708719,101.50994895,101.14065734
450000,广西壮族自治区,2013,102.20578447,102.09845269,102.42274092,101.20708633,101.14696936,101.32788157
450000,广西壮族自治区,2012,103.23476937,103.20408908,103.29684112,102.30252554,102.23871064,102.43099222
450000,广西壮族自治区,2011,105.9048406,105.65700649,106.4098259,105.97834421,105.68059384,106.58286768
450000,广西壮族自治区,2010,102.9844,102.9,103.4,103.0,103.0,103.2
450000,广西壮族自治区,2009,97.8552,97.9243,97.5389,97.95375,98.13116,96.90435
450000,广西壮族自治区,2008,107.78253,107.56682023,108.51782678,107.44568181,107.49325341,108.19984123
450000,广西壮族自治区,2007,106.08855,105.6068,106.8429,104.77180812,104.22112,105.31599
450000,广西壮族自治区,2006,101.33963,101.6122,100.9146,100.27448,100.7639915,99.79483
450000,广西壮族自治区,2005,102.4445,103.0022,101.5832,101.141,101.2891,100.9955
450000,广西壮族自治区,2004,104.3948,104.0764,104.8788,103.9275,103.424,104.4093
450000,广西壮族自治区,2003,101.0621,100.8952,101.3194,100.1975,99.6236,100.7565
450000,广西壮族自治区,2002,99.1,98.9,99.3,98.1,98.2,98.0
450000,广西壮族自治区,2001,100.6,101.3,99.6,97.8,97.3,99.0
450000,广西壮族自治区,2000,99.7,100.0,99.5,98.6,98.4,98.8
460000,海南省,2019,103.4244382,103.21542963,104.03871862,102.50963902,102.37693252,103.38109492
460000,海南省,2018,102.46444855,102.4399059,102.53664801,102.51870644,102.56594569,102.20957395
460000,海南省,2017,102.84504085,103.15676946,101.93882608,101.98283757,101.81405072,103.10133962
460000,海南省,2016,102.79079576,102.8833201,102.52276428,100.99906859,100.80179855,102.32608856
460000,海南省,2015,101.03209625,101.21148141,100.54114864,99.78748,99.94186,98.55904
460000,海南省,2014,102.35448502,102.20199044,102.77417415,101.23508698,101.16384773,101.80555318
460000,海南省,2013,102.7735787,102.79936256,102.70268417,101.54454594,101.53886292,101.59007731
460000,海南省,2012,103.20570201,103.21814568,103.17150283,102.67006527,102.65701082,102.77477494
460000,海南省,2011,106.06571143,105.4536792,107.78496172,105.38967509,105.22565305,106.72402732
460000,海南省,2010,104.8372,104.5,105.8,104.6,104.0,106.0
460000,海南省,2009,99.3212,99.455,99.0057,98.51832,99.04068,97.15202
460000,海南省,2008,106.92515,106.07642,108.83832,106.67207,105.73434,108.28144
460000,海南省,2007,105.06549249,104.58955044,106.26357874,104.15333986,103.40662627,105.28238133
460000,海南省,2006,101.53185,101.1926,102.2673,101.27553,100.63131472,102.27567
460000,海南省,2005,101.4568,101.2618,101.6621,100.9056,100.3636,101.548
460000,海南省,2004,104.4052,103.2152,106.3717,103.3673,102.985,103.7851
460000,海南省,2003,100.125,99.4154,100.9235,100.4415,100.1839,100.7596
460000,海南省,2002,99.5,99.0,100.2,98.4,99.0,97.7
460000,海南省,2001,98.5,98.8,98.3,97.7,97.6,97.8
460000,海南省,2000,101.1,101.5,100.2,99.9,101.0,99.0
500000,重庆市,2019,102.68656013,102.68656013,,101.58461968,101.58461968,
500000,重庆市,2018,102.04706664,102.0,,101.18208186,101.2,
500000,重庆市,2017,101.00855695,101.0,,100.8293253,100.8,
500000,重庆市,2016,101.79162914,101.79162914,,101.28879092,101.28879092,
500000,重庆市,2015,101.25442181,101.25442181,,100.2092,,
500000,重庆市,2014,101.75438242,101.75438242,,100.86805966,100.86805966,
500000,重庆市,2013,102.652756,102.652756,,101.81893936,101.8,
500000,重庆市,2012,102.58410223,102.58410223,,101.58831298,101.58831298,
500000,重庆市,2011,105.30256176,105.30256176,,104.66004251,104.66004251,
500000,重庆市,2010,103.2477,103.2,,101.7,101.7,
500000,重庆市,2009,98.3638,98.3638,,97.34491,97.3449,
500000,重庆市,2008,105.5714,105.5714,,105.04376,105.04376,
500000,重庆市,2007,104.73394,104.7339,,103.6758527,103.6759,
500000,重庆市,2006,102.37393,102.3739,,101.58596,101.586,
500000,重庆市,2005,100.7623,100.7623,,98.7333,98.7333,
500000,重庆市,2004,103.6744,103.6744,,101.3745,101.3745,
500000,重庆市,2003,100.5802,100.5802,,99.4522,99.4522,
500000,重庆市,2002,99.6,99.6,,98.9,98.9,
500000,重庆市,2001,101.7,101.7,,99.0,99.0,
500000,重庆市,2000,96.7,96.7,,95.5,,
510000,四川省,2019,103.19937767,103.13487663,103.31977246,102.65192093,102.54651347,103.08718645
510000,四川省,2018,101.7360578,101.74702633,101.71559074,101.38245489,101.39394283,101.33504463
510000,四川省,2017,101.41209283,101.73538295,100.81430178,100.51174914,100.44354505,100.79420751
510000,四川省,2016,101.89914379,101.9848747,101.74099911,100.79899303,100.77094638,100.915311
510000,四川省,2015,101.46129439,101.40113179,101.57989728,100.22781,99.8962,101.00208
510000,四川省,2014,101.57298199,101.70901943,101.30586468,100.59836565,100.68775922,100.39026492
510000,四川省,2013,102.80780203,102.79646099,102.83007815,101.65332708,101.69477619,101.55696774
510000,四川省,2012,102.5345852,102.82894825,101.96127619,101.62411817,101.73736606,101.36181562
510000,四川省,2011,105.33989282,105.1221265,105.76662042,104.6491418,104.4171602,105.19043226
510000,四川省,2010,103.1787,103.3,103.1,103.0,102.7,103.3
510000,四川省,2009,100.7951,100.6679,100.9597,100.12198,99.82134,100.41621
510000,四川省,2008,105.0725,104.70485,105.5479,105.26665,105.12524,105.40035
510000,四川省,2007,105.92755,105.8622,106.0056,105.34877432,105.1492,105.53573
510000,四川省,2006,102.31497,102.3673,102.2501,101.73868,101.53499509,101.93048
510000,四川省,2005,101.6605,101.6948,101.605,100.5835,100.0863,101.0341
510000,四川省,2004,104.8878,104.5734,105.21,103.7465,102.8109,104.5934
510000,四川省,2003,101.6635,101.9368,100.9098,100.1075,100.1128,100.1033
510000,四川省,2002,99.7,99.5,100.0,99.4,99.0,99.8
510000,四川省,2001,102.1,101.8,102.7,100.8,100.5,101.2
510000,四川省,2000,100.1,99.7,100.6,97.7,97.5,97.8
520000,贵州省,2019,102.38629439,102.24216094,102.63563026,101.70271738,101.65889056,101.91365871
520000,贵州省,2018,101.75309998,101.95730332,101.40177414,101.8367656,101.95878931,101.25352006
520000,贵州省,2017,100.91024776,101.11084974,100.56697444,100.94946197,101.04183619,100.51025705
520000,贵州省,2016,101.35555894,101.51087197,101.09088439,100.24969129,100.3011977,100.00551959
520000,贵州省,2015,101.81445703,101.9925951,101.45884032,100.12392,100.0741,100.34096
520000,贵州省,2014,102.42958334,102.40551441,102.47766591,101.16598393,101.13405926,101.30527351
520000,贵州省,2013,102.54313391,102.94862283,101.74257658,101.54294648,101.71142551,100.81434417
520000,贵州省,2012,102.71355454,102.67358536,102.79255726,101.9879455,101.83835118,102.63997139
520000,贵州省,2011,105.14671809,105.3124435,104.82067669,105.48340561,105.39048877,105.89031624
520000,贵州省,2010,102.9239,103.1,102.6,103.0,102.9,103.1
520000,贵州省,2009,98.7179,98.594,99.0232,97.64747,97.59959,97.70368
520000,贵州省,2008,107.5886,107.01165,108.80878,107.15073,106.2549,108.38931
520000,贵州省,2007,106.4058,105.8967,107.4279,104.21960004,103.57907,105.15997
520000,贵州省,2006,101.71272,101.5555,102.0279,100.88717,100.38131368,101.63865
520000,贵州省,2005,101.0104,100.5575,102.0885,101.287,100.2669,102.7871
520000,贵州省,2004,103.9815,103.4536,105.344,103.193,102.3889,104.3544
520000,贵州省,2003,101.2386,100.8739,102.0121,99.9543,99.1935,101.0649
520000,贵州省,2002,99.0,98.9,99.3,99.3,99.6,98.9
520000,贵州省,2001,101.8,102.4,101.1,98.4,97.8,99.1
520000,贵州省,2000,99.5,99.2,100.2,97.3,96.9,97.8
530000,云南省,2019,102.53372231,102.43467451,102.72406797,101.52955777,101.44783781,102.04734643
530000,云南省,2018,101.57540812,101.6420845,101.44751774,101.50329531,101.45190638,101.83011636
530000,云南省,2017,100.94983338,100.77624616,101.28446603,101.26334607,101.20557286,101.63231892
530000,云南省,2016,101.511052,101.43454308,101.6588682,100.69388205,100.60949338,101.23619357
530000,云南省,2015,101.88686216,102.1983339,101.34233105,100.79674,100.94231,100.56916
530000,云南省,2014,102.37327947,102.63585453,101.91744521,101.64451713,101.57760385,101.74930076
530000,云南省,2013,103.11599339,103.35368393,102.70594511,102.57888473,102.33123102,102.96911826
530000,云南省,2012,102.73398385,103.00168488,102.27541971,102.35406422,102.29156843,102.45269536
530000,云南省,2011,104.85496457,104.80525001,104.94023381,105.0716107,104.94016092,105.2797367
530000,云南省,2010,103.7319,103.8,103.6,103.6,103.5,103.7
530000,云南省,2009,100.3968,100.5172,100.2226,100.11719,99.86591,100.42841
530000,云南省,2008,105.69938,105.44988,105.99384,106.07138,105.3043,106.99045
530000,云南省,2007,105.86108,105.917,105.8556,104.40878603,103.82552,105.09677
530000,云南省,2006,101.86918,101.8903,101.8326,100.78095,100.04952751,101.65705
530000,云南省,2005,101.4267,101.6721,100.987,100.0927,100.352,99.7822
530000,云南省,2004,106.0187,106.116,105.8979,104.7259,104.533,104.9547
530000,云南省,2003,101.2309,101.3149,101.0431,99.9121,100.4661,99.2604
530000,云南省,2002,99.8,99.3,100.5,98.1,97.5,98.9
530000,云南省,2001,99.1,98.1,100.6,98.4,98.0,98.7
530000,云南省,2000,97.9,97.6,98.4,97.6,97.0,98.4
540000,西藏自治区,2019,102.34456917,102.3874233,102.29664841,101.97750549,102.01413351,101.79898433
540000,西藏自治区,2018,101.7142399,101.32602413,102.15189261,101.5024094,101.31254321,102.43807762
540000,西藏自治区,2017,101.63962645,101.61476144,101.66767244,101.42335055,101.45348502,101.27510779
540000,西藏自治区,2016,102.54297787,102.5856833,102.49485175,102.13110661,102.11189615,102.22571539
540000,西藏自治区,2015,101.99615627,102.1345135,101.8354502,101.38002,101.42431,101.28515
540000,西藏自治区,2014,102.89872389,103.26686126,102.47440268,102.2334162,102.3752051,101.93096963
540000,西藏自治区,2013,103.550769,103.47675389,103.63621152,103.03371652,103.26902333,102.53535518
540000,西藏自治区,2012,103.50747202,103.61622065,103.38221692,102.8844007,103.07530548,102.48240506
540000,西藏自治区,2011,104.99420695,105.2371616,104.71576165,103.68891361,103.87512783,103.29896999
540000,西藏自治区,2010,102.2002,102.2,102.2,101.0,101.0,101.0
540000,西藏自治区,2009,101.4086,101.479,101.2545,99.50324,99.47001,99.59215
540000,西藏自治区,2008,105.7208,105.7128,105.67944,103.90729,104.06914,103.53222
540000,西藏自治区,2007,103.36855,102.9412,104.1799,101.68418529,101.28301,102.49882
540000,西藏自治区,2006,102.03311,101.8666,102.3935,100.17878,99.9249711,100.75015
540000,西藏自治区,2005,101.4712,101.5,100.941,100.8003,100.7648,100.411
540000,西藏自治区,2004,102.6811,102.0497,103.4388,100.6944,100.5045,101.1569
540000,西藏自治区,2003,100.8668,100.8154,100.931,99.4091,99.1169,100.0085
540000,西藏自治区,2002,100.4,101.0,99.9,99.5,99.4,99.6
540000,西藏自治区,2001,100.1,99.1,100.9,99.6,99.6,99.4
540000,西藏自治区,2000,99.9,100.4,99.8,99.2,99.1,99.5
610000,陕西省,2019,102.87852198,102.8841471,102.86335973,102.36836155,102.36717314,102.37738031
610000,陕西省,2018,102.10010662,102.03380591,102.27924699,102.09071741,102.06448396,102.29023826
610000,陕西省,2017,101.63744079,101.82264439,101.14038554,101.30905055,101.30242593,101.35946313
610000,陕西省,2016,101.25542595,101.27831558,101.19404516,100.32050235,100.2766562,100.65542616
610000,陕西省,2015,100.96148051,100.89492591,101.11318019,99.8252,99.8035,99.97488
610000,陕西省,2014,101.64220015,101.58961514,101.76226235,100.65703001,100.67075148,100.56247153
610000,陕西省,2013,103.04606516,102.82594036,103.55220408,101.82523158,101.79534166,102.0316901
610000,陕西省,2012,102.78853759,102.6477873,103.11363717,102.26954209,102.26133345,102.32627779
610000,陕西省,2011,105.70325391,105.74516421,105.60657789,104.8078581,104.80734084,104.81143352
610000,陕西省,2010,103.9711,103.7,104.7,103.6,103.1,104.5
610000,陕西省,2009,100.5234,99.9887,101.7817,99.94119,99.87205,100.07774
610000,陕西省,2008,106.35907,106.22221,106.68691,106.90121,106.82865,107.06691
610000,陕西省,2007,105.19898553,105.15253455,105.19447343,104.91517322,104.81315846,105.11057799
610000,陕西省,2006,101.47908,102.0901,100.4016,101.80167,101.62699647,102.15664
610000,陕西省,2005,101.1694,100.8833,101.7715,100.1206,99.7711,100.8424
610000,陕西省,2004,103.0534,103.0007,103.1601,102.4829,101.9227,103.6643
610000,陕西省,2003,101.6506,100.767,103.465,100.4665,100.1704,101.0264
610000,陕西省,2002,98.9,98.2,100.4,98.6,98.4,99.1
610000,陕西省,2001,101.0,100.1,102.9,99.1,98.9,99.6
610000,陕西省,2000,99.5,100.3,99.0,98.3,98.8,97.7
620000,甘肃省,2019,102.30829282,102.23718064,102.43929047,101.88028752,102.01742608,101.31305512
620000,甘肃省,2018,102.04414744,101.91929283,102.27494803,101.65946247,101.80840439,101.04801026
620000,甘肃省,2017,101.38981239,101.42885781,101.31771386,101.41841111,101.59347966,100.7059795
620000,甘肃省,2016,101.28593597,101.15626069,101.52626094,100.87194804,100.83752768,101.01226242
620000,甘肃省,2015,101.55799761,101.43718451,101.75350105,100.97459,100.75251,101.49517
620000,甘肃省,2014,102.12921681,102.16821486,102.066172,101.71034913,101.603292,101.96219883
620000,甘肃省,2013,103.16306645,103.00483341,103.41989902,102.56190769,102.33429279,103.1013808
620000,甘肃省,2012,102.69336706,102.47383157,103.05171083,102.59950542,102.3019454,103.31171766
620000,甘肃省,2011,105.86742964,105.9672155,105.70495415,105.40989111,105.6074868,104.93993379
620000,甘肃省,2010,104.1007,104.4,103.6,104.6,105.3,103.2
620000,甘肃省,2009,101.2543,100.8376863,102.18941838,101.42042806,100.95429038,102.27111734
620000,甘肃省,2008,108.20965,107.97773,108.71321,107.94086,107.66717,108.44068
620000,甘肃省,2007,105.21026964,105.27725778,105.17845986,104.77012232,103.94261868,106.27259038
620000,甘肃省,2006,101.27587,101.1924,101.4444,101.1754,100.76009563,101.95766
620000,甘肃省,2005,101.7497,101.1872,102.9513,99.9136,99.5396,100.6119
620000,甘肃省,2004,102.3288,101.271,104.3281,102.0688,102.0465,102.1095
620000,甘肃省,2003,101.0661,100.8794,101.406,100.2068,99.9742,100.6439
620000,甘肃省,2002,100.0,99.3,100.9,98.9,98.6,99.3
620000,甘肃省,2001,104.0,103.0,105.5,99.6,99.2,100.5
620000,甘肃省,2000,99.5,99.2,100.1,99.1,98.9,99.6
630000,青海省,2019,102.45011577,102.43040981,102.49181369,102.03237036,101.91915327,102.77022626
630000,青海省,2018,102.5395033,102.54291387,102.5322873,102.10966067,102.03055963,102.62819578
630000,青海省,2017,101.49777066,101.66832324,101.13879736,101.22620058,101.20142349,101.38892394
630000,青海省,2016,101.8213667,101.80892468,101.84756423,100.40284115,100.23754721,101.50210357
630000,青海省,2015,102.61881992,102.83667745,102.24023437,100.96537,100.76857,101.45506
630000,青海省,2014,102.76078513,102.8819401,102.5509235,101.45914904,101.34549712,101.74305822
630000,青海省,2013,103.94838403,104.07835441,103.72401903,102.69928345,102.75836528,102.55198985
630000,青海省,2012,103.06036475,103.03173604,103.10982332,102.07348839,102.08052727,102.05594432
630000,青海省,2011,106.13840823,105.97556637,106.42091388,105.38254626,105.46006388,105.18983314
630000,青海省,2010,105.3541,105.1,105.8,104.3,104.0,105.0
630000,青海省,2009,102.6477,103.155,101.7088,101.63083,101.7869,101.26315
630000,青海省,2008,110.0865,108.89767,112.34415,110.56338,110.19026,111.34683
630000,青海省,2007,106.67203222,106.30426931,107.37688392,106.09792538,105.90217562,106.51054553
630000,青海省,2006,101.59033,101.8429,101.1161,101.96419,102.43023113,101.067
630000,青海省,2005,100.7592,99.6629,103.059,100.7221,100.573,100.9962
630000,青海省,2004,103.1521,102.0811,105.5141,102.5556,102.7356,102.249
630000,青海省,2003,102.0022,101.8197,102.4663,100.8181,101.2227,100.1414
630000,青海省,2002,102.3,102.1,102.9,99.3,99.4,99.2
630000,青海省,2001,102.6,103.0,101.2,99.9,99.9,99.9
630000,青海省,2000,99.5,99.6,99.4,99.0,99.3,98.9
640000,宁夏回族自治区,2019,102.0606839,102.02723577,102.14768799,101.14543423,101.15052811,101.09273553
640000,宁夏回族自治区,2018,102.33090825,102.1849095,102.71263624,102.92474329,102.89767782,103.2055867
640000,宁夏回族自治区,2017,101.59157518,101.72088629,101.25502707,101.75949037,101.72843151,102.08289379
640000,宁夏回族自治区,2016,101.45816528,101.576054,101.15262434,100.65991226,100.72787806,99.95762344
640000,宁夏回族自治区,2015,101.14997141,101.19620588,101.03826072,100.09887,100.12331,99.86302
640000,宁夏回族自治区,2014,101.8738284,101.9979493,101.57517332,100.88055544,100.93652247,100.34346753
640000,宁夏回族自治区,2013,103.40760669,103.26025811,103.76388057,102.43726881,102.38659587,102.92611455
640000,宁夏回族自治区,2012,102.03479253,102.15896833,101.73579181,100.96896227,100.89732371,101.66532492
640000,宁夏回族自治区,2011,106.33817091,105.8486327,107.53570907,105.25460382,104.99843155,107.81144003
640000,宁夏回族自治区,2010,104.071,103.7,104.6,103.2,102.7,104.5
640000,宁夏回族自治区,2009,100.7481,100.3446,101.5179,99.54157,99.40144,99.95042
640000,宁夏回族自治区,2008,108.48096,107.89557,109.87468,108.45774,107.12128,112.51958
640000,宁夏回族自治区,2007,105.49174529,105.23606656,106.00554967,104.12450516,103.7069603,105.38758778
640000,宁夏回族自治区,2006,101.93551,101.6955,102.3315,101.34661,101.16109782,101.7541
640000,宁夏回族自治区,2005,101.4968,101.6117,101.1689,100.3913,100.5134,100.0928
640000,宁夏回族自治区,2004,103.6913,103.2589,104.5104,102.819,102.1424,104.1991
640000,宁夏回族自治区,2003,101.6547,101.4846,102.0243,99.5003,99.1888,100.0924
640000,宁夏回族自治区,2002,99.4,99.4,99.5,98.6,98.6,98.7
640000,宁夏回族自治区,2001,101.6,101.3,102.2,100.0,100.3,99.6
640000,宁夏回族自治区,2000,99.6,99.7,99.5,97.6,97.8,97.4
650000,新疆维吾尔自治区,2019,101.94406303,101.87309846,102.0897232,101.30828385,101.27348451,101.68685747
650000,新疆维吾尔自治区,2018,102.02856572,101.84972123,102.39763243,100.88051223,100.77988663,101.98832017
650000,新疆维吾尔自治区,2017,102.18675073,102.37745694,101.79544323,100.94817327,100.91610213,101.30260329
650000,新疆维吾尔自治区,2016,101.36791083,101.37981942,101.3434845,100.53847317,100.54503429,100.46602067
650000,新疆维吾尔自治区,2015,100.56670098,100.54162908,100.61419713,99.58822,99.50074,99.78871
650000,新疆维吾尔自治区,2014,102.10586584,102.29648163,101.74670473,101.70131817,102.00833733,101.00469654
650000,新疆维吾尔自治区,2013,103.94642194,103.84000462,104.14752883,103.25392244,103.31562767,103.11418717
650000,新疆维吾尔自治区,2012,103.82595587,103.37399487,104.69095079,103.27206513,102.96519129,103.97380675
650000,新疆维吾尔自治区,2011,105.94921847,105.50498019,106.80996006,105.14384418,104.53789633,106.55625885
650000,新疆维吾尔自治区,2010,104.3303,103.6,105.8,104.6,103.9,106.4
650000,新疆维吾尔自治区,2009,100.7383,100.1595,101.9949,100.39373,99.89893,101.60182
650000,新疆维吾尔自治区,2008,108.05579,107.34753,109.4664,108.45135,108.27719,108.84131
650000,新疆维吾尔自治区,2007,105.48524,104.64,107.1976,105.09172474,104.66514,105.92195
650000,新疆维吾尔自治区,2006,101.31193,100.9717,102.0293,101.80627,100.91315999,103.53304
650000,新疆维吾尔自治区,2005,100.7294,100.5693,101.1547,99.3945,99.4504,99.2977
650000,新疆维吾尔自治区,2004,102.7117,102.1213,104.5467,100.7471,99.3905,103.2377
650000,新疆维吾尔自治区,2003,100.4113,100.4765,100.1883,99.2355,99.1081,99.5001
650000,新疆维吾尔自治区,2002,99.4,98.9,100.9,97.9,97.5,99.3
650000,新疆维吾尔自治区,2001,104.0,104.0,103.8,102.5,102.7,102.3
650000,新疆维吾尔自治区,2000,99.4,100.1,97.6,98.3,98.9,97.4
