省份编码,省份,年份,经营单位所在地进出口总额(千美元),经营单位所在地出口总额(千美元),经营单位所在地进口总额(千美元)
530000,云南省,2019,33692436.606,15024153.141,18668283.465
530000,云南省,2018,29857965.0,12810498.0,17047467.0
530000,云南省,2017,23451109.0,11466510.0,11984599.0
530000,云南省,2016,19902360.0,11490314.0,8412046.0
530000,云南省,2015,24491279.0,16615633.0,7875646.0
530000,云南省,2014,29607422.0,18787465.0,10819957.0
530000,云南省,2013,25303558.0,15671378.0,9632181.0
530000,云南省,2012,21013730.0,10017371.0,10996361.0
530000,云南省,2011,16028773.0,9472454.0,6556319.0
530000,云南省,2010,13430120.0,7605767.0,5824353.0
530000,云南省,2009,8047595.0,4513250.0,3534340.0
530000,云南省,2008,9596916.0,4984413.0,4612503.0
530000,云南省,2007,8793567.0,4768279.0,4025288.0
530000,云南省,2006,6224836.479,3391492.245,2833344.234
530000,云南省,2005,4743440.952,2641725.264,2101715.688
530000,云南省,2004,3741169.0,2238611.0,1502558.0
530000,云南省,2003,2669130.0,1676590.0,992540.0
530000,云南省,2002,2226760.0,1429710.0,797050.0
530000,云南省,2001,1988780.0,1244060.0,744720.0
530000,云南省,2000,1812760.0,1175090.0,637670.0
540000,西藏自治区,2019,702863.213,540829.474,162033.739
540000,西藏自治区,2018,723178.0,428423.0,294755.0
540000,西藏自治区,2017,863450.0,433286.0,430164.0
540000,西藏自治区,2016,781922.0,471725.0,310197.0
540000,西藏自治区,2015,913839.0,586909.0,326930.0
540000,西藏自治区,2014,2254947.0,2100866.0,154080.0
540000,西藏自治区,2013,3319409.0,3269050.0,50359.0
540000,西藏自治区,2012,3424140.0,3355184.0,68960.0
540000,西藏自治区,2011,1358368.0,1182849.0,175519.0
540000,西藏自治区,2010,836067.0,771029.0,65038.0
540000,西藏自治区,2009,402098.0,375470.0,26630.0
540000,西藏自治区,2008,765829.0,707572.0,58257.0
540000,西藏自治区,2007,393464.0,326364.0,67100.0
540000,西藏自治区,2006,328376.57,222217.785,106158.785
540000,西藏自治区,2005,205468.39,165382.891,40085.499
540000,西藏自治区,2004,199892.0,130224.0,69668.0
540000,西藏自治区,2003,159860.0,121260.0,38600.0
540000,西藏自治区,2002,130370.0,81120.0,49250.0
540000,西藏自治区,2001,92910.0,82370.0,10540.0
540000,西藏自治区,2000,130310.0,113340.0,16970.0
610000,陕西省,2019,51033132.889,27221644.519,23811488.37
610000,陕西省,2018,53304882.0,31595233.0,21709649.0
610000,陕西省,2017,40202798.0,24543806.0,15658992.0
610000,陕西省,2016,29947223.0,15837561.0,14109662.0
610000,陕西省,2015,30498504.0,14788759.0,15709745.0
610000,陕西省,2014,27364485.0,13929798.0,13434686.0
610000,陕西省,2013,20128062.0,10225657.0,9902404.0
610000,陕西省,2012,14799030.0,8652264.0,6146768.0
610000,陕西省,2011,14647271.0,7035026.0,7612245.0
610000,陕西省,2010,12101681.0,6208215.0,5893466.0
610000,陕西省,2009,8405392.0,3988150.0,4417240.0
610000,陕西省,2008,8328826.0,5380817.0,2948009.0
610000,陕西省,2007,6887339.0,4675249.0,2212090.0
610000,陕西省,2006,5360288.513,3629605.833,1730682.68
610000,陕西省,2005,4576868.09,3076886.793,1499981.297
610000,陕西省,2004,3642383.0,2396577.0,1245806.0
610000,陕西省,2003,2782620.0,1734140.0,1048480.0
610000,陕西省,2002,2224030.0,1376030.0,848000.0
610000,陕西省,2001,2062000.0,1108190.0,953810.0
610000,陕西省,2000,2140080.0,1310050.0,830030.0
620000,甘肃省,2019,5520087.691,1906995.93,3613091.761
620000,甘肃省,2018,6013027.0,2210801.0,3802225.0
620000,甘肃省,2017,4826333.0,1709788.0,3116545.0
620000,甘肃省,2016,6832980.0,4062563.0,2770418.0
620000,甘肃省,2015,7952016.0,5811811.0,2140205.0
620000,甘肃省,2014,8640615.0,5329482.0,3311133.0
620000,甘肃省,2013,10236106.0,4677322.0,5558785.0
620000,甘肃省,2012,8900750.0,3573545.0,5327207.0
620000,甘肃省,2011,8728579.0,2158779.0,6569800.0
620000,甘肃省,2010,7402953.0,1637785.0,5765168.0
620000,甘肃省,2009,3865554.0,735510.0,3130040.0
620000,甘肃省,2008,6095433.0,1601354.0,4494079.0
620000,甘肃省,2007,5523670.0,1658657.0,3865013.0
620000,甘肃省,2006,3824931.691,1509600.918,2315330.773
620000,甘肃省,2005,2630274.208,1090995.351,1539278.857
620000,甘肃省,2004,1763145.0,996377.0,766768.0
620000,甘肃省,2003,1327140.0,877200.0,449940.0
620000,甘肃省,2002,877400.0,548910.0,328490.0
620000,甘肃省,2001,778880.0,476320.0,302560.0
620000,甘肃省,2000,569530.0,414950.0,154580.0
630000,青海省,2019,544815.169,293532.656,251282.513
630000,青海省,2018,727175.0,470106.0,257069.0
630000,青海省,2017,655751.0,424174.0,231576.0
630000,青海省,2016,1529204.0,1370061.0,159143.0
630000,青海省,2015,1934472.0,1641967.0,292505.0
630000,青海省,2014,1717888.0,1127899.0,589989.0
630000,青海省,2013,1402742.0,847264.0,555479.0
630000,青海省,2012,1157470.0,728764.0,428705.0
630000,青海省,2011,923817.0,661823.0,261994.0
630000,青海省,2010,788961.0,466197.0,322764.0
630000,青海省,2009,586785.0,251880.0,334910.0
630000,青海省,2008,688823.0,419100.0,269723.0
630000,青海省,2007,612073.0,385913.0,226160.0
630000,青海省,2006,651724.082,534199.9,117524.182
630000,青海省,2005,413306.953,323197.957,90108.996
630000,青海省,2004,575515.0,454762.0,120753.0
630000,青海省,2003,339140.0,273890.0,65250.0
630000,青海省,2002,196640.0,151000.0,45650.0
630000,青海省,2001,204900.0,149130.0,55770.0
630000,青海省,2000,159730.0,112000.0,47730.0
640000,宁夏回族自治区,2019,3489610.798,2159300.509,1330310.289
640000,宁夏回族自治区,2018,3776564.0,2733663.0,1042901.0
640000,宁夏回族自治区,2017,5039517.0,3651071.0,1388446.0
640000,宁夏回族自治区,2016,3252489.0,2486748.0,765741.0
640000,宁夏回族自治区,2015,3739255.0,2963107.0,776148.0
640000,宁夏回族自治区,2014,5435212.0,4302851.0,1132360.0
640000,宁夏回族自治区,2013,3217686.0,2552158.0,665528.0
640000,宁夏回族自治区,2012,2216710.0,1641117.0,575588.0
640000,宁夏回族自治区,2011,2285746.0,1599430.0,686316.0
640000,宁夏回族自治区,2010,1959989.0,1170002.0,789987.0
640000,宁夏回族自治区,2009,1202479.0,742930.0,459550.0
640000,宁夏回族自治区,2008,1879404.0,1258368.0,621036.0
640000,宁夏回族自治区,2007,1581515.0,1085674.0,495841.0
640000,宁夏回族自治区,2006,1437126.931,942623.285,494503.646
640000,宁夏回族自治区,2005,966574.213,687423.775,279150.438
640000,宁夏回族自治区,2004,908209.0,646262.0,261947.0
640000,宁夏回族自治区,2003,653230.0,511950.0,141280.0
640000,宁夏回族自治区,2002,442910.0,328180.0,114730.0
640000,宁夏回族自治区,2001,532770.0,351840.0,180930.0
640000,宁夏回族自治区,2000,442920.0,327370.0,115550.0
650000,新疆维吾尔自治区,2019,23707348.298,18044314.117,5663034.181
650000,新疆维吾尔自治区,2018,19999747.0,16412297.0,3587449.0
650000,新疆维吾尔自治区,2017,20568530.0,17633335.0,2935195.0
650000,新疆维吾尔自治区,2016,17637744.0,15582165.0,2055579.0
650000,新疆维吾尔自治区,2015,19669397.0,17496082.0,2173315.0
650000,新疆维吾尔自治区,2014,27672315.0,23480763.0,4191552.0
650000,新疆维吾尔自治区,2013,27561391.0,22267735.0,5293656.0
650000,新疆维吾尔自治区,2012,25170060.0,19345647.0,5824412.0
650000,新疆维吾尔自治区,2011,22819672.0,16825724.0,5993948.0
650000,新疆维吾尔自治区,2010,17130110.0,12968652.0,4161458.0
650000,新疆维吾尔自治区,2009,13947831.0,10934560.0,3013270.0
650000,新疆维吾尔自治区,2008,22217360.0,19299100.0,2918260.0
650000,新疆维吾尔自治区,2007,13715828.0,11502170.0,2213658.0
650000,新疆维吾尔自治区,2006,9103268.399,7139228.29,1964040.109
650000,新疆维吾尔自治区,2005,7940486.754,5038918.993,2901567.761
650000,新疆维吾尔自治区,2004,5634517.0,3046270.0,2588247.0
650000,新疆维吾尔自治区,2003,4769860.0,2540550.0,2229310.0
650000,新疆维吾尔自治区,2002,2691700.0,1308500.0,1383200.0
650000,新疆维吾尔自治区,2001,1771480.0,668490.0,1102990.0
650000,新疆维吾尔自治区,2000,2264040.0,1204130.0,1059910.0
