省份编码,省份,年份,外商投资企业数(户),外商投资企业投资总额(百万美元),外商投资企业注册资本(百万美元),外方外商投资企业注册资本(百万美元)
530000,云南省,2018,4343,54369.0702,29146.0636,22987.7296
530000,云南省,2017,4366,37382.2591,21448.5885,15950.1375
530000,云南省,2016,4087,33004.7368,18742.6502,13306.6165
530000,云南省,2015,3901,32719.6367,17676.9976,10341.7878
530000,云南省,2014,4046,25252.7157,14445.7137,10891.1453
530000,云南省,2013,4262,24097.03,14136.33,10715.14
530000,云南省,2012,3956,22561.0391,13381.4113,10127.2515
530000,云南省,2011,3919,20641.0934,12110.5115,9206.7359
530000,云南省,2010,3833,17948.5389,10450.3494,7775.2232
530000,云南省,2009,3880,15900.0,9300.0,6800.0
530000,云南省,2008,4084,14106.4723,8255.5449,5534.5392
530000,云南省,2007,2055,11832.5521,6650.2069,4542.494
530000,云南省,2006,1967,10700.0,5900.0,
530000,云南省,2005,1817,8420.0,4700.0,
530000,云南省,2004,1761,7892.0,4438.0,
530000,云南省,2003,1666,7309.4318,4069.8619,
530000,云南省,2002,1619,6054.67,3669.28,
530000,云南省,2001,1632,5377.4,3398.34,
530000,云南省,2000,1634,4818.67,3101.2,
540000,西藏自治区,2019,278,2664.9782,1821.0946,1530.9502
540000,西藏自治区,2018,266,2639.1946,1732.4828,1514.1695
540000,西藏自治区,2017,252,3031.3647,2116.9361,1484.0084
540000,西藏自治区,2016,236,2259.2745,1735.6737,1186.6075
540000,西藏自治区,2015,221,1997.3422,1585.2982,1044.807
540000,西藏自治区,2014,255,1328.3601,828.2226,356.0643
540000,西藏自治区,2013,240,1310.5268,810.7893,348.4335
540000,西藏自治区,2012,208,1130.7945,739.1911,317.9747
540000,西藏自治区,2011,298,725.9397,457.2963,306.0211
540000,西藏自治区,2010,264,533.8424,295.6912,257.4271
540000,西藏自治区,2009,243,600.0,400.0,300.0
540000,西藏自治区,2008,132,549.6938,326.783,239.4086
540000,西藏自治区,2007,129,508.6548,309.744,222.3696
540000,西藏自治区,2006,115,400.0,300.0,
540000,西藏自治区,2005,100,350.0,220.0,
540000,西藏自治区,2004,86,331.0,204.0,
540000,西藏自治区,2003,107,359.18,202.88,
540000,西藏自治区,2002,94,348.69,197.76,
540000,西藏自治区,2001,85,342.56,192.24,
540000,西藏自治区,2000,78,335.47,188.25,
610000,陕西省,2019,6170,121290.0632,65604.1086,46444.6378
610000,陕西省,2018,5856,118785.5091,63004.9598,43541.5156
610000,陕西省,2017,5629,80039.4955,47269.044,34964.0729
610000,陕西省,2016,5953,56081.0747,30969.6509,20939.2822
610000,陕西省,2015,6017,51570.8042,28367.2044,19390.0495
610000,陕西省,2014,6782,44734.2188,24111.3089,18111.8342
610000,陕西省,2013,6443,36628.8887,20974.3715,15640.1702
610000,陕西省,2012,5983,31129.5983,17666.8424,13329.4033
610000,陕西省,2011,5765,19887.6283,12107.9224,9075.9733
610000,陕西省,2010,5378,18043.6283,11012.2424,8305.8733
610000,陕西省,2009,5097,16200.0,9700.0,7200.0
610000,陕西省,2008,4312,13691.6232,8077.3114,5618.2343
610000,陕西省,2007,3175,16473.9823,9452.0423,6893.6135
610000,陕西省,2006,2863,14900.0,8400.0,
610000,陕西省,2005,2890,13700.0,7800.0,
610000,陕西省,2004,2754,12463.0,7126.0,
610000,陕西省,2003,3179,11599.78,7201.69,
610000,陕西省,2002,2993,10624.85,6406.83,
610000,陕西省,2001,2971,9595.63,5810.4,
610000,陕西省,2000,2761,8322.24,5071.07,
620000,甘肃省,2019,2554,25616.5033,18481.15,17016.8412
620000,甘肃省,2018,2342,23616.8848,16894.7182,15580.0296
620000,甘肃省,2017,2061,20197.4978,15996.5286,15185.5876
620000,甘肃省,2016,2079,7528.854,3190.2924,2235.4774
620000,甘肃省,2015,2130,7657.0328,3319.3671,2315.8893
620000,甘肃省,2014,2282,6764.3429,2966.6697,1930.2652
620000,甘肃省,2013,2229,6510.028,2840.2771,1868.8692
620000,甘肃省,2012,2262,6978.7338,3108.4562,2060.659
620000,甘肃省,2011,2177,6393.7136,2857.0273,1906.1506
620000,甘肃省,2010,2116,6288.7196,2765.9855,1859.4908
620000,甘肃省,2009,2045,4900.0,2300.0,1500.0
620000,甘肃省,2008,2142,3826.93,1847.3482,1161.9837
620000,甘肃省,2007,398,3063.9368,1653.3568,1063.6568
620000,甘肃省,2006,431,2800.0,1600.0,
620000,甘肃省,2005,658,3160.0,1980.0,
620000,甘肃省,2004,650,3059.0,1944.0,
620000,甘肃省,2003,607,2164.17,1452.32,
620000,甘肃省,2002,694,2166.36,1419.65,
620000,甘肃省,2001,882,2463.59,1610.31,
620000,甘肃省,2000,826,2564.55,1817.17,
630000,青海省,2019,548,7834.2445,2919.1942,1379.4814
630000,青海省,2018,519,7873.9136,3046.896,1449.2575
630000,青海省,2017,470,7699.3188,2954.1278,1478.9463
630000,青海省,2016,440,7527.3482,2873.748,1345.9861
630000,青海省,2015,404,7396.0183,2830.9444,1334.252
630000,青海省,2014,363,3095.2668,1299.6368,792.5096
630000,青海省,2013,370,2980.7159,1488.5144,884.7911
630000,青海省,2012,347,2829.2185,1393.4961,789.5647
630000,青海省,2011,471,3143.6021,1487.9407,859.922
630000,青海省,2010,499,2349.15,1388.97,864.51
630000,青海省,2009,495,2800.0,1700.0,800.0
630000,青海省,2008,469,3311.43,2015.7,1028.2
630000,青海省,2007,151,2425.91,1355.1,731.43
630000,青海省,2006,123,2000.0,1100.0,
630000,青海省,2005,138,700.0,400.0,
630000,青海省,2004,161,959.0,566.0,
630000,青海省,2003,147,785.79,478.06,
630000,青海省,2002,140,700.49,349.46,
630000,青海省,2001,135,648.06,364.78,
630000,青海省,2000,113,577.24,331.99,
640000,宁夏回族自治区,2019,898,26462.5364,12034.0301,8725.0739
640000,宁夏回族自治区,2018,762,18476.9466,12886.8255,10827.8851
640000,宁夏回族自治区,2017,738,30420.2118,22854.4926,18021.9453
640000,宁夏回族自治区,2016,651,8706.9264,5308.4663,3121.1556
640000,宁夏回族自治区,2015,584,8972.2194,5175.2761,2700.2324
640000,宁夏回族自治区,2014,538,5163.7709,3219.9576,1862.4373
640000,宁夏回族自治区,2013,488,3537.1828,1848.949,1364.3228
640000,宁夏回族自治区,2012,476,3098.2102,1689.1808,1206.6665
640000,宁夏回族自治区,2011,579,4399.2841,2129.9763,1235.6905
640000,宁夏回族自治区,2010,529,3964.0421,1785.2643,972.8495
640000,宁夏回族自治区,2009,669,2500.0,1400.0,1000.0
640000,宁夏回族自治区,2008,637,2449.178,1327.7454,881.4425
640000,宁夏回族自治区,2007,285,2182.52,1197.06,802.42
640000,宁夏回族自治区,2006,375,4400.0,2000.0,
640000,宁夏回族自治区,2005,463,4455.0,2010.0,
640000,宁夏回族自治区,2004,454,4067.0,2016.0,
640000,宁夏回族自治区,2003,481,3884.2,1513.73,
640000,宁夏回族自治区,2002,454,2259.91,933.18,
640000,宁夏回族自治区,2001,435,1062.44,788.96,
640000,宁夏回族自治区,2000,408,940.32,696.27,
650000,新疆维吾尔自治区,2019,1932,24122.8934,16192.9527,10040.6753
650000,新疆维吾尔自治区,2018,1659,21150.5477,13643.024,7984.0429
650000,新疆维吾尔自治区,2017,1679,13322.75,8089.41,5693.87
650000,新疆维吾尔自治区,2016,1474,9665.96,5628.87,4087.12
650000,新疆维吾尔自治区,2015,1384,8518.4,4820.21,3565.66
650000,新疆维吾尔自治区,2014,1325,7585.9666,4062.1243,3044.8523
650000,新疆维吾尔自治区,2013,1302,6453.19,3611.87,2730.39
650000,新疆维吾尔自治区,2012,1311,6654.76,3653.67,2774.06
650000,新疆维吾尔自治区,2011,1247,5602.49,3277.17,2445.38
650000,新疆维吾尔自治区,2010,1751,5228.98,3329.79,2468.25
650000,新疆维吾尔自治区,2009,1639,4800.0,3100.0,2300.0
650000,新疆维吾尔自治区,2008,1402,4559.73,2921.14,2054.91
650000,新疆维吾尔自治区,2007,509,3089.93,1966.27,1291.36
650000,新疆维吾尔自治区,2006,421,2600.0,1700.0,
650000,新疆维吾尔自治区,2005,345,1850.0,1140.0,
650000,新疆维吾尔自治区,2004,331,1448.0,952.0,
650000,新疆维吾尔自治区,2003,342,1250.64,820.95,
650000,新疆维吾尔自治区,2002,338,1143.58,752.56,
650000,新疆维吾尔自治区,2001,358,1119.81,716.28,
650000,新疆维吾尔自治区,2000,371,1143.41,748.8,
