省份编码,省份,年份,城市天然气供气总量(亿立方米),城市天然气用气人口(万人),城市人工煤气供气总量(亿立方米),城市人工煤气用气人口(万人),城市液化石油气供气总量(万吨),城市液化石油气用气人口(万人)
440000,广东省,2002,1.0774,16.0,1.7124,196.0,310.1153,2077.0
440000,广东省,2001,0.8362,16.74,4.0743,175.4,272.770222,2008.26
440000,广东省,2000,0.0339,4.0,1.2097,150.07,310.8612,1485.28
450000,广西壮族自治区,2019,8.744408,631.93,0.419928,35.83,30.497303,537.41
450000,广西壮族自治区,2018,7.358773,545.44,0.358849,34.37,30.624197,575.63
450000,广西壮族自治区,2017,6.967638,478.57,0.349467,39.97,26.406562,585.58
450000,广西壮族自治区,2016,4.871344,423.34,0.442768,41.96,25.586294,577.15
450000,广西壮族自治区,2015,3.878879,347.52,0.443858,42.73,26.231299,596.1
450000,广西壮族自治区,2014,2.851045,266.44,0.47393,47.36,26.763172,607.79
450000,广西壮族自治区,2013,2.22341,241.8,0.453348,46.83,30.947543,592.78
450000,广西壮族自治区,2012,1.690376,186.83,0.44229,45.63,32.611021,631.97
450000,广西壮族自治区,2011,1.36059,133.25,0.450348,45.08,29.741589,649.14
450000,广西壮族自治区,2010,1.032032,105.98,0.451656,42.53,30.380362,633.81
450000,广西壮族自治区,2009,0.705005,88.64,0.444905,41.52,29.684339,595.82
450000,广西壮族自治区,2008,0.4693,58.6,0.49652,45.71,30.609076,598.08
450000,广西壮族自治区,2007,0.2273,39.73,0.486074,25.14,46.283496,596.32
450000,广西壮族自治区,2006,0.1174,8.12,0.4774,25.75,32.4298,548.51
450000,广西壮族自治区,2005,0.008441,0.49,0.44826,24.88,31.59983,550.94
450000,广西壮族自治区,2004,0.0168,1.4,0.41208,23.88,27.19676,506.09
450000,广西壮族自治区,2003,0.0,,0.39034,23.17,24.97,466.64
450000,广西壮族自治区,2002,,,0.3504,17.0,24.3352,439.0
450000,广西壮族自治区,2001,,,0.3521,16.68,18.451576,413.45
450000,广西壮族自治区,2000,,0.12,0.2817,14.51,20.4904,373.57
460000,海南省,2019,3.684352,264.16,,,7.531872,75.76
460000,海南省,2018,2.981784,256.36,,,8.72209,98.11
460000,海南省,2017,2.461101,187.11,,,8.21076,106.86
460000,海南省,2016,2.361144,169.55,,,8.255888,115.4
460000,海南省,2015,2.900416,148.66,0,,8.218914,136.79
460000,海南省,2014,2.763482,127.86,,,8.941888,127.0
460000,海南省,2013,2.527955,110.82,,,9.115086,121.98
460000,海南省,2012,1.766366,104.9,,,5.53435,115.3
460000,海南省,2011,1.63735,90.8,,,7.665,119.15
460000,海南省,2010,1.426356,77.13,,,6.3959,111.0
460000,海南省,2009,1.275973,64.27,,,6.172392,113.19
460000,海南省,2008,1.4947,55.47,,,6.7883,108.8
460000,海南省,2007,1.3926,32.82,,,7.1384,103.51
460000,海南省,2006,1.0899,25.86,0,,6.661,101.43
460000,海南省,2005,0.63601,21.09,,,6.6866,113.4
460000,海南省,2004,0.463162,48.4,0,,6.8291,91.06
460000,海南省,2003,0.230846,41.55,0,,7.99,110.81
460000,海南省,2002,0.0869,14.0,,,7.0886,107.0
460000,海南省,2001,,,,,7.1296,112.36
460000,海南省,2000,,,0.0634,16.65,7.7856,116.53
500000,重庆市,2019,53.813634,1432.91,,,6.118669,67.24
500000,重庆市,2018,49.250235,1390.56,,,6.450315,77.73
500000,重庆市,2017,46.651074,1356.64,,,7.345795,89.43
500000,重庆市,2016,38.452129,1296.44,,,8.160293,99.97
500000,重庆市,2015,34.937781,1180.56,0,,7.64345,95.05
500000,重庆市,2014,32.148547,1070.92,,,9.56724,101.34
500000,重庆市,2013,32.43359,955.21,,,8.7922,99.54
500000,重庆市,2012,32.496488,934.02,,,9.331536,109.56
500000,重庆市,2011,26.878995,862.32,0.0001,,9.2861,107.5
500000,重庆市,2010,25.402078,860.7,,,9.2807,114.41
500000,重庆市,2009,20.516366,729.84,,,7.0066,110.38
500000,重庆市,2008,18.7936,696.16,,,6.9252,103.45
500000,重庆市,2007,17.5128,640.24,,,8.162391,112.5
500000,重庆市,2006,17.3926,545.11,0,,7.3506,86.29
500000,重庆市,2005,16.46137,509.04,,,9.557659,71.71
500000,重庆市,2004,13.517302,458.01,0,,9.60226,75.14
500000,重庆市,2003,11.043801,437.98,0.0336,1.8,6.25,46.07
500000,重庆市,2002,11.0702,395.0,0.1266,2.0,8.2698,57.0
500000,重庆市,2001,9.30724,354.0,0.02,1.0,6.6902,45.51
500000,重庆市,2000,6.8049,328.63,0.01,0.5,3.8769,35.05
510000,四川省,2019,92.011225,2324.81,1.419226,57.74,19.437063,106.9
510000,四川省,2018,84.723297,2254.8,1.723049,59.66,19.203277,117.55
510000,四川省,2017,71.896655,2080.47,1.700433,49.14,19.586234,128.86
510000,四川省,2016,68.868644,1909.78,16.642834,51.83,17.457002,134.7
510000,四川省,2015,62.797571,1702.89,16.560434,51.85,17.365197,140.39
510000,四川省,2014,61.00496,1595.19,16.511307,50.31,17.513089,146.33
510000,四川省,2013,59.023563,1492.14,16.50031,50.04,18.358086,130.79
510000,四川省,2012,56.831724,1382.7,15.99251,48.66,18.04468,132.81
510000,四川省,2011,56.455694,1284.4,15.97194,42.55,20.66275,126.36
510000,四川省,2010,52.568589,1164.48,15.97194,40.89,19.107086,130.98
510000,四川省,2009,51.111525,1079.42,16.2826,39.55,17.65787,134.41
510000,四川省,2008,59.4963,1019.22,15.899294,37.55,18.422924,133.13
510000,四川省,2007,62.9864,960.13,15.859651,34.39,18.325702,141.02
510000,四川省,2006,47.8063,903.91,14.5864,33.04,19.7021,137.09
510000,四川省,2005,59.853102,966.48,12.8252,32.49,16.426648,152.18
510000,四川省,2004,58.273428,911.7,11.3863,31.85,16.394681,139.2
510000,四川省,2003,55.945145,862.52,12.0233,31.52,14.17,137.82
510000,四川省,2002,52.3792,717.0,13.2599,32.0,12.4909,120.0
510000,四川省,2001,42.07839,636.36,12.6449,30.97,11.714113,106.91
510000,四川省,2000,38.8394,556.0,11.1677,30.08,6.6154,80.54
520000,贵州省,2019,9.984842,433.7,,,12.108349,311.09
520000,贵州省,2018,8.293222,368.45,,,11.337906,314.4
520000,贵州省,2017,7.09389,337.33,,,11.408521,305.9
520000,贵州省,2016,3.982188,270.45,0.270509,31.0,9.49021,278.9
520000,贵州省,2015,3.290633,247.98,0.553974,31.0,8.866959,260.7
520000,贵州省,2014,2.901069,138.0,1.60343,127.5,7.604253,217.1
520000,贵州省,2013,1.607773,129.41,2.3788,126.6,7.102656,210.13
520000,贵州省,2012,0.985293,54.81,3.416729,176.05,6.61007,199.96
520000,贵州省,2011,0.548445,23.69,3.0515,207.69,6.53745,188.08
520000,贵州省,2010,0.354649,11.65,2.6963,166.76,6.377188,199.24
520000,贵州省,2009,0.233639,10.32,2.6886,161.33,6.022677,193.69
520000,贵州省,2008,0.1378,8.78,2.6613,156.15,5.81207,191.25
520000,贵州省,2007,0.1449,8.65,2.3491,145.11,5.5563,169.96
520000,贵州省,2006,0.0705,4.13,2.165,133.8,5.0108,187.53
520000,贵州省,2005,0.6199,1.67,1.920918,124.78,5.37793,189.32
520000,贵州省,2004,0.6199,1.67,1.6929,110.5,6.046498,189.57
520000,贵州省,2003,0.6199,1.67,1.4411,100.32,5.66,184.56
520000,贵州省,2002,0.045,3.0,1.0871,99.0,4.7315,170.0
520000,贵州省,2001,0.045,2.6,0.91428,81.26,3.08676,119.57
520000,贵州省,2000,0.045,1.89,0.8727,73.35,2.8973,89.71
530000,云南省,2019,4.881531,530.08,0.0816,,16.212292,251.84
530000,云南省,2018,3.763234,473.91,0.290978,20.42,14.919758,249.99
530000,云南省,2017,2.874633,430.38,0.501745,25.72,12.931638,263.1
530000,云南省,2016,1.679883,256.33,2.729319,114.81,20.707347,366.84
530000,云南省,2015,0.734545,169.2,3.39592,193.06,21.009504,322.44
530000,云南省,2014,0.441406,110.29,4.072195,239.09,21.062919,281.68
530000,云南省,2013,0.228601,37.82,4.053518,247.68,19.60038,290.9
530000,云南省,2012,0.120662,32.97,3.765266,265.22,17.493635,275.85
530000,云南省,2011,0.021245,27.01,3.530871,267.35,16.240228,295.12
530000,云南省,2010,0.011919,36.82,3.3818,232.8,16.6108,289.96
530000,云南省,2009,0.007265,32.64,3.3113,234.8,15.585917,244.66
530000,云南省,2008,0.0743,6.25,2.1737,227.05,13.060156,235.49
530000,云南省,2007,0.0835,5.65,2.0365,219.7,13.975879,235.45
530000,云南省,2006,0.0733,5.04,1.8668,223.2,13.1838,119.97
530000,云南省,2005,1.45,4.9,2.0287,177.28,7.04359,141.02
530000,云南省,2004,1.45,4.9,1.6899,127.1,9.507814,184.09
530000,云南省,2003,1.45,4.5,1.733,144.28,9.35,174.72
530000,云南省,2002,,,1.6854,146.0,8.4184,155.0
530000,云南省,2001,0.0033,1.6,1.8235,146.28,13.976348,144.31
530000,云南省,2000,0.1533,2.0,1.5407,99.6,8.2954,137.5
540000,西藏自治区,2019,0.386231,32.94,,,0.689365,30.55
540000,西藏自治区,2018,0.320567,30.82,,,0.647466,30.09
540000,西藏自治区,2017,0.277241,24.0,,,0.605916,18.2
540000,西藏自治区,2016,0.134605,25.99,,,6.66605,36.56
540000,西藏自治区,2015,0.134605,23.99,0,,6.66605,36.56
540000,西藏自治区,2014,0.001575,8.21,,,6.248148,30.15
540000,西藏自治区,2013,12.75,4.96,,,2.039356,18.87
540000,西藏自治区,2012,,,,,2.591811,16.61
540000,西藏自治区,2011,,,,,2.465016,40.75
540000,西藏自治区,2010,,,,,0.5521,35.89
540000,西藏自治区,2009,,,,,82.6148,37.8
540000,西藏自治区,2008,,,,,81.3348,34.35
540000,西藏自治区,2007,,,,,81.445,23.5
540000,西藏自治区,2006,0.0,,0,,81.3,16.0
540000,西藏自治区,2005,0.080796,15.4,,,0.15,2.77
540000,西藏自治区,2004,0.0,,0,,0.070446,12.5
540000,西藏自治区,2003,0.0,,0,,0.07,12.5
540000,西藏自治区,2002,,,,,1.88,14.0
540000,西藏自治区,2001,,,,,1.88,14.1
540000,西藏自治区,2000,,,,,1.668,13.8
610000,陕西省,2019,52.158892,1168.25,,,3.033638,53.92
610000,陕西省,2018,47.350209,1082.22,0.000363,0.2,5.273652,69.92
610000,陕西省,2017,38.564261,940.41,,,2.794903,65.77
610000,陕西省,2016,34.279694,876.5,,,2.442306,60.62
610000,陕西省,2015,31.128644,811.98,0,,2.87957,70.82
610000,陕西省,2014,28.583913,766.94,,,2.863486,71.15
610000,陕西省,2013,23.866708,712.88,,,3.273182,94.91
610000,陕西省,2012,22.116201,644.33,,,3.151602,131.9
610000,陕西省,2011,18.249487,593.53,,,3.405921,142.65
610000,陕西省,2010,16.46539,546.56,,,4.338073,165.46
610000,陕西省,2009,14.427532,480.11,,,11.1081,216.59
610000,陕西省,2008,12.3518,418.55,,,11.35818,259.33
610000,陕西省,2007,10.8022,400.58,,,8.050068,266.74
610000,陕西省,2006,9.9064,357.83,0,,4.5473,228.26
610000,陕西省,2005,7.62852,358.8,0.4365,27.4,12.1943,242.86
610000,陕西省,2004,5.9153,321.56,0.4534,29.8,5.1448,241.16
610000,陕西省,2003,5.0336,240.28,0.1258,15.2,10.74,336.64
610000,陕西省,2002,4.5298,205.0,0.4784,34.0,8.4762,186.0
610000,陕西省,2001,2.9648,153.04,0.9822,45.9,9.8209,225.56
610000,陕西省,2000,1.777,125.95,0.4447,32.67,7.9038,205.97
620000,甘肃省,2019,25.203986,487.95,0.235417,15.08,4.773164,94.49
620000,甘肃省,2018,23.505922,476.28,0.238319,16.0,4.143241,94.69
620000,甘肃省,2017,20.374057,444.35,0.219544,14.1,4.447319,127.32
620000,甘肃省,2016,16.85709,404.15,0.184472,14.58,4.96112,148.98
620000,甘肃省,2015,16.190739,371.64,0.164416,15.01,8.532748,158.55
620000,甘肃省,2014,15.923029,297.95,0.167591,15.49,5.96621,164.4
620000,甘肃省,2013,13.404351,275.66,0.1722,17.82,7.39711,162.03
620000,甘肃省,2012,11.20984,252.01,0.1658,18.57,15.13921,168.75
620000,甘肃省,2011,8.809972,221.05,0.161716,15.4,15.17145,178.93
620000,甘肃省,2010,7.29168,196.97,0.94381,20.27,18.55226,184.68
620000,甘肃省,2009,5.950475,180.72,0.94267,21.73,18.57327,186.81
620000,甘肃省,2008,5.3394,156.52,0.9429,23.32,9.764202,165.88
620000,甘肃省,2007,4.7043,144.91,0.39551,28.66,8.54832,160.25
620000,甘肃省,2006,4.0918,132.84,0.3017,21.63,7.2543,146.3
620000,甘肃省,2005,0.41,117.55,0.380224,24.0,7.1904,141.87
620000,甘肃省,2004,1.32,88.8,0.4694,26.34,7.32402,208.58
620000,甘肃省,2003,0.9687,86.4,0.343312,24.75,5.46,191.55
620000,甘肃省,2002,0.5105,69.0,0.3431,19.0,72.2284,92.0
620000,甘肃省,2001,0.4945,60.1,0.3358,19.76,72.226695,85.44
620000,甘肃省,2000,0.0078,1.6,0.6691,70.24,78.3739,101.73
630000,青海省,2019,17.039003,166.87,,,1.143285,26.33
630000,青海省,2018,15.732233,161.38,,,0.852758,21.33
630000,青海省,2017,14.645965,157.53,,,0.749664,22.48
630000,青海省,2016,13.673259,144.05,,,0.676264,19.2
630000,青海省,2015,13.302199,138.67,0,,0.635294,20.57
630000,青海省,2014,12.979315,126.68,,,0.624953,20.37
630000,青海省,2013,11.896871,123.13,,,0.536601,15.59
630000,青海省,2012,11.191727,108.42,,,0.683395,18.47
630000,青海省,2011,6.57382,99.61,,,0.6633,17.75
630000,青海省,2010,6.155682,88.98,0,,0.71424,18.9
630000,青海省,2009,15.2572,83.39,,,0.76279,19.19
630000,青海省,2008,11.8383,79.99,,,0.87427,19.61
630000,青海省,2007,10.381,69.67,,,1.1064,20.2
630000,青海省,2006,7.592,61.14,0,,1.2642,26.68
630000,青海省,2005,6.360624,32.63,,,1.433877,36.86
630000,青海省,2004,6.7456,30.52,0,,1.7399,35.81
630000,青海省,2003,3.8126,7.81,0,,1.47,35.49
630000,青海省,2002,2.6696,6.0,,,1.5405,38.0
630000,青海省,2001,0.4427,4.9,,,1.1865,28.5
630000,青海省,2000,0.2022,3.93,0.0024,2.5,1.1496,29.5
640000,宁夏回族自治区,2019,21.604971,251.07,,,1.334988,30.27
640000,宁夏回族自治区,2018,22.269714,240.95,,,0.761885,37.17
640000,宁夏回族自治区,2017,18.245988,231.89,,,0.891109,43.05
640000,宁夏回族自治区,2016,21.497984,216.4,,,0.914507,41.71
640000,宁夏回族自治区,2015,19.927862,204.08,0,,1.319272,42.99
640000,宁夏回族自治区,2014,21.869953,188.26,0.007041,3.24,1.988513,52.49
640000,宁夏回族自治区,2013,21.085382,177.7,0.013211,3.24,1.844369,54.19
640000,宁夏回族自治区,2012,17.913211,141.32,0.013663,3.6,1.708649,64.67
640000,宁夏回族自治区,2011,12.264719,127.87,0.02402,4.7,1.40371,76.66
640000,宁夏回族自治区,2010,10.848499,108.46,0.069702,6.21,1.498401,82.57
640000,宁夏回族自治区,2009,6.956094,85.0,0.102393,12.9,1.562485,92.8
640000,宁夏回族自治区,2008,9.8881,68.7,0.092393,12.62,1.586833,80.38
640000,宁夏回族自治区,2007,9.0762,54.66,0.0794,11.82,1.667091,84.92
640000,宁夏回族自治区,2006,7.8034,42.73,0.0412,8.1,2.0478,82.43
640000,宁夏回族自治区,2005,6.819312,34.12,0.301262,8.75,2.269672,90.44
640000,宁夏回族自治区,2004,6.3749,26.99,0.2883,10.87,2.72172,87.84
640000,宁夏回族自治区,2003,5.046422,16.64,0.2848,10.49,2.17,81.76
640000,宁夏回族自治区,2002,4.7924,8.0,0.2848,10.0,1.8056,85.0
640000,宁夏回族自治区,2001,4.6389,6.37,0.2808,9.74,1.8079,79.42
640000,宁夏回族自治区,2000,0.0056,1.35,0.2838,9.8,1.8231,69.87
650000,新疆维吾尔自治区,2019,54.318553,767.93,0.175705,6.7,7.478207,49.47
650000,新疆维吾尔自治区,2018,52.896432,690.34,0.17566,6.69,7.730215,45.45
650000,新疆维吾尔自治区,2017,50.703465,692.35,0.17566,7.19,6.836284,41.56
650000,新疆维吾尔自治区,2016,48.933424,670.53,0.1752,5.0,6.010291,54.04
650000,新疆维吾尔自治区,2015,44.779733,647.83,0.1752,5.0,6.017416,54.99
650000,新疆维吾尔自治区,2014,44.827084,628.74,0.1752,5.0,5.910453,67.71
650000,新疆维吾尔自治区,2013,38.087973,602.05,0.209,5.0,6.497281,73.83
650000,新疆维吾尔自治区,2012,26.266968,547.68,0.219,7.0,7.312285,94.57
650000,新疆维吾尔自治区,2011,17.441326,490.34,0.199866,6.2,8.299348,130.96
650000,新疆维吾尔自治区,2010,13.47108,444.98,0.1752,8.75,7.961679,150.64
650000,新疆维吾尔自治区,2009,10.449823,382.26,93.13,6.2,8.199913,160.75
650000,新疆维吾尔自治区,2008,8.6592,350.05,93.294,6.0,9.7102,166.8
650000,新疆维吾尔自治区,2007,7.0603,307.17,57.9036,6.18,11.426165,171.12
650000,新疆维吾尔自治区,2006,5.5963,273.06,59.7267,5.95,12.6396,167.92
650000,新疆维吾尔自治区,2005,4.566482,220.37,23.234,5.0,14.731393,240.18
650000,新疆维吾尔自治区,2004,3.722998,186.34,5.4182,5.0,15.452615,246.94
650000,新疆维吾尔自治区,2003,2.251541,141.96,4.065,5.86,17.19,286.24
650000,新疆维吾尔自治区,2002,1.3793,99.0,4.065,6.0,18.3902,309.0
650000,新疆维吾尔自治区,2001,0.93048,56.43,4.065,5.0,18.111054,357.21
650000,新疆维吾尔自治区,2000,0.5385,26.99,,,24.4018,305.7
