省份编码,省份,年份,建筑业企业利润总额(亿元),内资建筑业企业利润总额(亿元),国有建筑业企业利润总额(亿元),集体建筑业企业利润总额(亿元),港澳台商投资建筑业企业利润总额(亿元),港澳台商独资建筑业企业利润总额(亿元),外商投资建筑业企业利润总额(亿元),外商独资建筑业企业利润总额(亿元)
410000,河南省,2018,536.01911,534.43004,39.62886,10.60434,0.09665,,1.49242,0.0078
410000,河南省,2017,473.98896,472.99021,37.15309,11.57703,0.27291,,0.72584,0.00755
410000,河南省,2016,438.52695,437.73976,33.34345,11.77689,0.36572,,0.42147,0.00012
410000,河南省,2015,337.46437,336.52369,25.64684,9.50086,0.37285,,0.56783,0.00012
410000,河南省,2014,321.01169,320.61074,19.02051,10.3173,0.08881,-2e-05,0.31214,-0.00449
410000,河南省,2013,,,,,,,,
410000,河南省,2012,232.90062,232.72787,24.69993,11.84035,0.06447,0.0024,0.10828,-0.00049
410000,河南省,2011,200.09098,200.06235,25.42067,9.55086,0.00218,-0.00073,0.02645,-0.01905
410000,河南省,2010,161.51391,161.2292,23.5575,7.5422,0.1414,-0.0007,0.1433,-0.0005
410000,河南省,2009,118.71827,118.45548,17.79332,5.51246,0.14157,0.01096,0.12122,0.00015
410000,河南省,2008,93.58628,93.19518,12.88502,6.47515,0.02824,0.02819,0.36286,-0.00132
410000,河南省,2007,57.49387,57.45123,7.62874,4.96721,0.04375,,-0.00111,
410000,河南省,2006,37.15022,37.0591,5.81439,3.68974,0.07567,,0.01545,-0.00645
410000,河南省,2005,25.5655,25.6893,4.0962,4.09228,0.05928,,-0.18305,0.00123
410000,河南省,2004,19.17619,,,,,,,
410000,河南省,2003,9.4049,9.2358,2.3791,1.9808,0.1754,0.0,-0.0063,0.0
410000,河南省,2002,7.5985,7.6389,1.3354,2.3273,-0.0419,-0.0006,0.0015,
410000,河南省,2001,5.8802,5.8404,1.2316,3.3581,0.0404,-0.0013,-0.0006,
410000,河南省,2000,3.1281,3.052,-0.5988,2.9048,0.023,-0.0034,0.0532,-0.0009
420000,湖北省,2019,672.39952,671.12534,164.1413,4.25897,0.06902,-0.00037,1.20516,
420000,湖北省,2018,733.90604,731.32924,138.61719,5.87167,0.13307,-0.00028,2.44373,
420000,湖北省,2017,515.1008,514.5764,107.21669,4.67815,0.40916,0.00093,0.11524,
420000,湖北省,2016,475.71948,476.18481,85.16467,4.76647,-0.56922,-0.87884,0.10389,
420000,湖北省,2015,472.60612,472.38495,100.20293,4.86186,-0.62374,-0.90762,0.84491,
420000,湖北省,2014,391.02088,389.20295,57.47105,4.60281,0.21071,-0.00628,1.60722,
420000,湖北省,2013,,,,,,,,
420000,湖北省,2012,278.55181,278.19499,55.00754,9.52992,0.20905,0.00948,0.14777,
420000,湖北省,2011,231.58973,225.37481,55.24826,5.09697,0.12424,-0.00347,6.09068,
420000,湖北省,2010,180.83774,179.0811,47.2286,3.4885,1.5885,0.0026,0.1681,0.0
420000,湖北省,2009,126.54786,125.82738,50.44713,3.35526,0.63978,-0.00933,0.0807,
420000,湖北省,2008,93.40294,93.33605,23.62496,3.0918,0.06912,0.01743,-0.00223,
420000,湖北省,2007,69.88374,69.65087,10.75338,3.28606,0.16249,0.0179,0.07038,0.015
420000,湖北省,2006,40.33779,40.19778,8.78827,2.8669,0.07131,0.00379,0.0687,
420000,湖北省,2005,26.6394,26.60918,3.6038,2.54493,0.05283,-0.00072,-0.0226,
420000,湖北省,2004,28.40901,,,,,,,
420000,湖北省,2003,19.0795,19.0246,3.3163,2.7632,0.031,0.0162,0.0239,0.0
420000,湖北省,2002,12.9633,12.8537,1.0487,3.8601,0.0624,-0.0109,0.0472,
420000,湖北省,2001,8.8285,8.8767,0.3038,3.9064,-0.0499,-0.0121,0.0017,
420000,湖北省,2000,5.8425,6.0014,0.6424,3.8245,-0.1363,-0.0149,-0.0226,
430000,湖南省,2019,324.53939,318.96303,42.97232,8.41367,0.13229,0.04534,5.44407,5.44407
430000,湖南省,2018,317.5943,314.4625,48.12952,8.6254,0.27762,0.03388,2.85418,2.85418
430000,湖南省,2017,246.76309,244.21955,41.12479,8.1789,0.0897,0.02254,2.45384,2.45384
430000,湖南省,2016,230.30135,227.11236,33.10825,7.92419,0.13505,0.04004,3.05394,2.76326
430000,湖南省,2015,216.33867,213.33074,28.55498,6.59252,0.19932,0.03502,2.80861,2.32225
430000,湖南省,2014,208.1834,205.2603,24.02871,6.98942,0.20875,0.06362,2.71435,2.07596
430000,湖南省,2013,,,,,,,,
430000,湖南省,2012,149.64866,148.62326,28.44288,6.20024,0.27983,0.2469,0.74557,0.38077
430000,湖南省,2011,124.76971,124.02729,40.49973,5.28239,0.24722,0.19551,0.4952,0.41304
430000,湖南省,2010,104.79426,104.2645,28.6707,5.2699,0.2463,0.1922,0.2835,0.2862
430000,湖南省,2009,84.55227,84.21248,22.44173,4.1276,0.0025,0.00248,0.33729,0.31582
430000,湖南省,2008,112.11709,111.19859,35.02051,7.48143,0.53053,0.33085,0.38797,0.31591
430000,湖南省,2007,54.56557,54.05202,14.198,4.19126,0.17002,0.11589,0.34353,0.32698
430000,湖南省,2006,37.65859,37.31898,7.75297,3.24323,0.11459,0.09573,0.22502,0.22502
430000,湖南省,2005,28.7689,28.49246,5.04174,3.3477,0.01761,0.0021,0.25878,0.14559
430000,湖南省,2004,25.57053,,,,,,,
430000,湖南省,2003,15.4992,15.4916,2.4566,3.6955,0.0076,0.0046,0.0,0.0
430000,湖南省,2002,11.124,11.0059,2.0531,3.2453,0.1181,-0.0008,,
430000,湖南省,2001,8.6497,8.6175,1.3828,3.335,0.0322,,,
430000,湖南省,2000,4.3938,4.3139,0.3329,2.9518,0.0799,-0.0013,,
440000,广东省,2019,570.26906,535.49814,68.9529,15.9659,27.03834,7.58178,7.73258,5.43117
440000,广东省,2018,540.98728,524.71335,55.81298,17.46527,10.72571,5.71807,5.54822,4.22133
440000,广东省,2017,461.0876,444.84834,59.20881,18.99758,12.26869,2.06171,3.97057,3.00312
440000,广东省,2016,418.2841,398.40345,52.27039,19.90722,9.83038,3.71107,10.05027,9.27281
440000,广东省,2015,384.87496,370.75684,54.59337,15.50653,3.93246,1.11538,10.18566,9.40312
440000,广东省,2014,372.54861,354.04345,58.17433,15.08634,3.78894,1.32395,14.71622,14.15426
440000,广东省,2013,,,,,,,,
440000,广东省,2012,283.45881,273.34394,60.20028,13.26137,3.84369,0.05451,6.27118,6.35773
440000,广东省,2011,251.68681,241.71486,46.30594,14.70052,2.24893,-0.14808,7.72302,7.55974
440000,广东省,2010,204.93906,191.4201,41.354,12.0594,3.9149,0.5116,9.6041,9.0954
440000,广东省,2009,173.16483,164.73802,13.3437,17.82423,3.02314,0.22019,5.40367,5.08864
440000,广东省,2008,145.68912,138.31822,27.6414,15.75169,1.5796,-0.09408,5.7913,5.47531
440000,广东省,2007,138.85546,125.31283,20.08639,8.06289,1.33747,0.02549,12.20516,12.02382
440000,广东省,2006,90.1868,76.54651,11.8236,6.96767,1.00246,0.13859,12.63783,12.50631
440000,广东省,2005,70.5824,69.86738,10.93077,5.90428,0.41342,-0.00078,0.30162,0.01427
440000,广东省,2004,68.91418,,,,,,,
440000,广东省,2003,57.1518,56.3048,6.9016,7.1333,0.7182,0.1667,0.1288,0.0248
440000,广东省,2002,37.3902,36.2879,4.8032,7.0952,0.8294,0.0767,0.2729,0.0328
440000,广东省,2001,37.3276,36.4658,8.1555,8.7715,0.7438,0.3338,0.118,
440000,广东省,2000,20.3926,19.965,7.1415,5.3563,-0.0199,0.1106,0.4475,
450000,广西壮族自治区,2019,102.68621,102.68621,28.75536,4.57329,,,,
450000,广西壮族自治区,2018,89.12989,89.12989,22.3446,5.0232,,,,
450000,广西壮族自治区,2017,75.74867,74.61682,16.4856,4.93355,1.14971,,-0.01786,-0.01786
450000,广西壮族自治区,2016,67.75425,67.46258,16.40667,4.80497,0.29167,,,
450000,广西壮族自治区,2015,54.31775,54.22567,10.55237,3.87787,0.09208,,,
450000,广西壮族自治区,2014,50.63599,50.83477,8.40519,3.60528,-0.19878,,,
450000,广西壮族自治区,2013,,,,,,,,
450000,广西壮族自治区,2012,34.26735,33.76035,4.59325,3.29769,0.04103,0.04278,0.46597,
450000,广西壮族自治区,2011,26.23677,25.99425,4.76168,2.98185,0.06518,0.09304,0.17734,
450000,广西壮族自治区,2010,25.75947,25.5263,4.7652,3.3963,0.0069,0.0,0.2262,0.0
450000,广西壮族自治区,2009,19.77636,19.69741,4.11975,2.59435,-0.00458,,0.08353,
450000,广西壮族自治区,2008,15.25333,15.05369,2.80673,3.16749,0.06755,0.06778,0.13209,
450000,广西壮族自治区,2007,12.63431,12.51032,2.427,2.16566,-0.00177,,0.12576,
450000,广西壮族自治区,2006,10.45711,10.31213,2.15841,1.54544,0.09332,,0.05166,
450000,广西壮族自治区,2005,6.7651,6.74494,0.84209,1.64386,-0.00158,,0.0217,
450000,广西壮族自治区,2004,4.87152,,,,,,,
450000,广西壮族自治区,2003,4.7095,4.6918,1.3665,1.1044,-0.0076,0.0,0.0253,0.0
450000,广西壮族自治区,2002,4.3171,4.3213,1.5264,1.0569,-0.0171,,0.0129,
450000,广西壮族自治区,2001,2.2519,2.247,0.5641,1.4203,-0.013,,0.0179,
450000,广西壮族自治区,2000,0.9147,0.9122,0.044,1.1263,-0.0086,-0.0002,0.0111,
460000,海南省,2019,16.02035,16.02035,1.22912,1.17338,,,,
460000,海南省,2018,14.95364,14.87796,1.26308,1.20584,0.07568,,,
460000,海南省,2017,12.45445,12.43291,1.27884,0.89524,0.02154,,,
460000,海南省,2016,12.12322,12.11617,1.61036,1.46675,0.00705,,,
460000,海南省,2015,11.40257,11.35228,1.43839,1.5607,0.05029,,,
460000,海南省,2014,11.49845,11.54995,1.02106,1.4361,-0.0515,,,
460000,海南省,2013,,,,,,,,
460000,海南省,2012,10.43287,10.41381,3.99891,1.89009,0.01906,,,
460000,海南省,2011,6.44486,6.44486,3.35695,0.93868,,,,
460000,海南省,2010,4.77956,4.7796,2.7772,0.9842,0.0,0.0,0.0,0.0
460000,海南省,2009,5.52322,5.52322,2.60393,0.92927,,,,
460000,海南省,2008,5.67589,5.67393,2.47363,0.75102,,,0.00196,
460000,海南省,2007,1.46157,1.45119,0.94911,0.35162,,,0.01038,-0.00434
460000,海南省,2006,1.49821,1.48784,0.45404,0.12728,,,0.01037,-0.00434
460000,海南省,2005,2.5874,2.57703,1.4871,0.08524,0.00902,,0.00135,-0.00434
460000,海南省,2004,3.02353,,,,,,,
460000,海南省,2003,1.4343,1.4529,0.3304,0.8045,-0.0152,0.0,-0.0034,-0.0037
460000,海南省,2002,1.4339,1.4745,0.6854,0.2636,-0.0103,-0.0049,-0.0303,0.0032
460000,海南省,2001,0.6709,0.6508,0.3239,0.1137,0.0158,0.0018,0.0043,0.0061
460000,海南省,2000,0.3907,0.3904,0.3512,0.0466,-0.0048,,0.0051,0.0082
500000,重庆市,2019,303.08884,302.0841,12.69567,3.91056,0.97179,0.77178,0.03295,0.00591
500000,重庆市,2018,295.42952,295.49728,18.27535,4.31798,-0.18895,-0.47173,0.12119,0.00358
500000,重庆市,2017,340.11907,339.74922,16.62942,6.72288,0.35818,0.02439,0.01167,0.01167
500000,重庆市,2016,326.57298,325.36654,18.57314,6.00068,1.15118,1.04841,0.05526,0.05526
500000,重庆市,2015,306.92537,305.60559,17.5253,5.11388,1.28631,0.96069,0.03347,0.03347
500000,重庆市,2014,274.19499,273.66797,13.84446,6.95898,0.51247,0.10192,0.01455,0.02769
500000,重庆市,2013,,,,,,,,
500000,重庆市,2012,162.72761,160.36299,17.01706,6.68205,2.34138,2.21917,0.02324,0.01397
500000,重庆市,2011,155.34307,155.21507,13.31937,4.94262,0.1115,,0.0165,0.00843
500000,重庆市,2010,120.1834,120.0481,9.4962,3.5268,0.1497,-0.0002,-0.0143,-0.0202
500000,重庆市,2009,97.89681,97.72815,11.90161,3.44341,0.17104,-0.00092,-0.00238,-0.00309
500000,重庆市,2008,89.194,89.19203,8.37004,2.10579,0.01235,-0.00136,-0.01038,-0.02086
500000,重庆市,2007,38.61775,38.61301,3.7193,0.84247,-0.01048,-0.00093,0.01522,
500000,重庆市,2006,28.29212,28.30196,2.22769,1.33605,0.00484,-0.00064,-0.01468,
500000,重庆市,2005,19.9481,19.90608,1.25473,0.72664,0.03847,-0.00135,0.00352,
500000,重庆市,2004,18.08331,,,,,,,
500000,重庆市,2003,13.7489,13.7166,1.3848,1.2264,0.0143,0.0,0.018,0.0
500000,重庆市,2002,9.9587,9.9443,0.9145,1.4032,0.0141,-0.002,0.0003,0.0003
500000,重庆市,2001,9.0786,8.9941,0.6351,1.6764,0.0756,0.0017,0.0089,0.0001
500000,重庆市,2000,4.931,4.9783,0.4137,1.7893,-0.0491,-0.0008,0.0018,-0.0002
510000,四川省,2019,400.20139,400.08036,36.75448,11.12978,0.02505,-0.00077,0.09598,-0.02933
510000,四川省,2018,484.1238,483.96964,52.77187,13.97392,0.00123,0.00123,0.15293,-0.00188
510000,四川省,2017,279.06242,278.13889,31.198,9.67914,0.7881,0.00213,0.13543,-0.005
510000,四川省,2016,266.43574,266.29021,34.06391,10.26529,0.00799,0.00284,0.13754,9e-05
510000,四川省,2015,221.49905,221.28646,26.2644,11.037,0.10631,0.01508,0.10628,-0.00064
510000,四川省,2014,231.16963,230.87599,34.87644,11.2451,0.20559,0.01211,0.08805,0.08718
510000,四川省,2013,,,,,,,,
510000,四川省,2012,210.13503,210.03423,35.67784,12.45872,0.01185,0.0104,0.08895,0.05822
510000,四川省,2011,177.19012,177.02718,28.77961,10.85936,0.01547,0.01237,0.14747,0.11856
510000,四川省,2010,125.60128,125.5285,16.7856,8.0766,0.047,0.0592,0.0259,0.0841
510000,四川省,2009,95.07784,95.05932,18.67083,7.1603,-0.00618,0.00777,0.0247,0.00541
510000,四川省,2008,71.62974,71.66092,16.14685,5.88272,-0.01813,0.00973,-0.01305,0.01156
510000,四川省,2007,46.6176,46.60913,6.152,5.50056,0.01289,0.01324,-0.00442,0.01413
510000,四川省,2006,33.46701,33.46569,4.19239,3.66808,0.01262,0.01207,-0.0113,0.01121
510000,四川省,2005,27.6916,27.6574,4.17205,3.73365,0.03185,0.00476,0.00233,-9e-05
510000,四川省,2004,27.6323,,,,,,,
510000,四川省,2003,25.9289,25.9516,3.3223,3.9008,-0.0101,-0.0035,-0.0126,0.0
510000,四川省,2002,21.3687,21.4872,3.0635,4.9731,-0.1417,-0.136,0.0232,
510000,四川省,2001,15.0604,15.0988,3.5325,3.266,-0.002,-0.0219,-0.0364,
510000,四川省,2000,10.0995,10.0764,-0.5168,4.2354,-0.0252,-0.0549,0.0484,
520000,贵州省,2019,105.60629,105.61366,40.61159,1.4367,,,-0.00737,-0.00737
520000,贵州省,2018,121.85105,121.85105,38.02591,3.1314,,,,
520000,贵州省,2017,101.05091,101.05091,38.79108,1.83389,,,,
520000,贵州省,2016,60.10836,60.1084,24.53453,1.09974,-4e-05,,,
520000,贵州省,2015,45.6094,45.6094,22.0696,0.79315,0.0,,,
520000,贵州省,2014,35.23333,35.23333,14.95064,1.43825,,,,
520000,贵州省,2013,,,,,,,,
520000,贵州省,2012,16.47247,16.47247,12.26119,0.39195,,,,
520000,贵州省,2011,14.39198,14.39198,8.66754,0.422,,,,
520000,贵州省,2010,10.56354,10.5613,5.9471,0.2364,0.0,0.0,0.0023,0.0
520000,贵州省,2009,6.63313,6.63237,2.46025,0.31763,,,0.00076,
520000,贵州省,2008,6.45249,6.43904,2.76816,0.32018,0.01345,,,
520000,贵州省,2007,4.18931,4.16214,1.00544,0.23235,0.02717,,,
520000,贵州省,2006,3.29888,3.30923,0.70937,0.18264,-0.01035,,,
520000,贵州省,2005,3.8331,3.85969,0.66085,0.11094,-0.02663,,,
520000,贵州省,2004,4.35023,,,,,,,
520000,贵州省,2003,4.5525,4.5579,2.3325,1.1681,-0.0054,0.0,0.0,0.0
520000,贵州省,2002,2.5997,2.6169,1.3099,0.4759,-0.0161,0.0,-0.0011,
520000,贵州省,2001,1.7334,1.7308,0.3059,0.5655,0.0027,0.0003,,
520000,贵州省,2000,0.9855,0.9858,0.1924,0.2571,-0.0003,0.0003,,
530000,云南省,2019,254.75879,254.74756,32.50252,5.42612,0.00059,,0.01064,
530000,云南省,2018,237.46147,237.43576,25.30098,6.75984,0.00034,,0.02537,
530000,云南省,2017,163.1372,163.13925,32.78593,5.20191,0.00072,,-0.00277,
530000,云南省,2016,147.02386,147.00396,22.11011,7.04393,0.01698,,0.00292,
530000,云南省,2015,123.53381,123.60608,13.41841,7.06476,-0.04365,-0.04428,-0.02862,
530000,云南省,2014,120.95992,120.81544,10.81202,7.78307,0.13139,0.10805,0.01309,
530000,云南省,2013,,,,,,,,
530000,云南省,2012,84.93404,84.79488,14.57945,5.88681,0.12497,0.10465,0.01419,
530000,云南省,2011,61.88113,61.54415,11.62761,5.11362,0.32364,0.27435,0.01334,
530000,云南省,2010,50.5251,50.4508,8.6686,3.0183,0.0325,0.0,0.0418,0.0
530000,云南省,2009,38.66643,38.60419,7.0392,2.6415,0.06224,,,
530000,云南省,2008,27.91062,27.87614,4.93323,2.45938,0.03149,,0.00299,
530000,云南省,2007,26.63331,26.60186,3.73,2.35693,0.03145,,,
530000,云南省,2006,18.69837,18.66806,2.83131,1.99501,0.03031,,,
530000,云南省,2005,18.7724,18.73778,0.07983,4.15671,0.03463,,,
530000,云南省,2004,9.04203,,,,,,,
530000,云南省,2003,8.0134,8.0181,0.0537,1.5878,-0.0069,0.0,0.0022,0.0022
530000,云南省,2002,4.6553,4.6927,-0.5831,1.8496,-0.0374,-0.0125,,
530000,云南省,2001,4.6654,4.6794,-1.5591,2.4273,-0.0133,-0.0156,-0.0007,-0.0007
530000,云南省,2000,5.835,5.8442,0.7606,3.3083,-0.0104,,0.0013,0.0013
540000,西藏自治区,2019,29.83002,29.83002,3.91022,0.16184,,,,
540000,西藏自治区,2018,21.64903,21.64903,2.30636,0.25683,,,,
540000,西藏自治区,2017,20.11379,20.11379,0.79017,0.17936,,,,
540000,西藏自治区,2016,11.57805,11.57805,0.69373,-0.01606,,,,
540000,西藏自治区,2015,7.84139,7.84139,0.65813,0.26438,,,,
540000,西藏自治区,2014,4.59114,4.59114,0.20311,0.13793,,,,
540000,西藏自治区,2013,,,,,,,,
540000,西藏自治区,2012,3.97135,3.97135,0.33482,0.23148,,,,
540000,西藏自治区,2011,5.7535,5.7535,0.04689,0.3101,,,,
540000,西藏自治区,2010,9.15308,9.1531,2.9864,0.3599,0.0,0.0,0.0,0.0
540000,西藏自治区,2009,12.06996,12.06996,3.27531,1.67562,,,,
540000,西藏自治区,2008,4.58727,4.58727,0.24628,1.52363,,,,
540000,西藏自治区,2007,5.28952,5.28952,0.30976,1.4992,,,,
540000,西藏自治区,2006,3.11652,3.11652,0.37855,0.70315,,,,
540000,西藏自治区,2005,2.8184,2.81841,0.33571,0.65828,,,,
540000,西藏自治区,2004,1.77947,,,,,,,
540000,西藏自治区,2003,1.8879,1.8857,0.6216,0.7193,0.0022,0.0022,0.0,0.0
540000,西藏自治区,2002,1.4307,1.4307,0.5385,0.5973,-0.0058,,0.013,
540000,西藏自治区,2001,1.1402,1.1402,0.1588,0.3182,,,,
540000,西藏自治区,2000,0.7385,0.7385,0.2102,0.3061,,,,
610000,陕西省,2019,187.69358,184.84128,28.40855,7.10198,0.54392,0.08866,2.30838,2.2986
610000,陕西省,2018,220.71524,215.13089,30.67209,12.02805,,,5.58435,5.58484
610000,陕西省,2017,170.99672,170.93026,32.10149,10.93538,0.06837,,-0.00191,
610000,陕西省,2016,163.41876,163.34702,26.59693,11.77561,0.00054,,0.0712,0.02085
610000,陕西省,2015,128.64124,128.64709,21.45356,12.70612,-0.00375,,-0.0021,
610000,陕西省,2014,129.32559,128.98107,18.78334,14.79528,-0.0054,,0.34992,0.04275
610000,陕西省,2013,,,,,,,,
610000,陕西省,2012,100.28946,100.28247,22.77666,13.84264,-0.00448,,0.01147,0.01457
610000,陕西省,2011,104.38037,104.37658,30.39406,10.72065,0.00379,,,
610000,陕西省,2010,58.30073,58.3007,19.2081,5.7982,0.0,0.0,0.0,0.0
610000,陕西省,2009,73.89543,73.89584,21.43594,6.96944,-0.00041,,,
610000,陕西省,2008,49.25677,49.2575,14.98076,5.1902,-0.00217,,0.00144,0.00144
610000,陕西省,2007,22.46466,22.46465,10.40267,2.47575,,,,
610000,陕西省,2006,12.12097,12.12097,1.85624,1.60641,,,,
610000,陕西省,2005,10.0824,10.08244,3.17645,1.36901,,,,
610000,陕西省,2004,6.99377,,,,,,,
610000,陕西省,2003,4.6895,4.6895,1.2512,0.8275,0.0,0.0,0.0,0.0
610000,陕西省,2002,3.4906,3.4834,0.847,0.6652,,,,
610000,陕西省,2001,2.4786,2.4666,0.5427,0.8164,0.012,,,
610000,陕西省,2000,1.4497,1.3603,0.3342,0.8084,0.0893,,,
620000,甘肃省,2019,70.90775,70.90413,2.24803,2.90759,,,0.00362,
620000,甘肃省,2018,55.14969,55.14283,4.80538,2.79077,,,0.00686,
620000,甘肃省,2017,60.91391,60.90552,3.25791,5.1686,0.00527,,0.00312,
620000,甘肃省,2016,64.37157,64.3729,4.09622,5.45882,,,-0.00133,
620000,甘肃省,2015,62.1023,62.1561,3.45676,6.81316,-0.05153,,-0.00227,
620000,甘肃省,2014,63.76933,63.82753,0.29529,6.57207,-0.05644,,-0.00176,
620000,甘肃省,2013,,,,,,,,
620000,甘肃省,2012,48.4956,48.49293,3.56456,4.52664,0.00267,,,
620000,甘肃省,2011,29.33195,29.33078,1.38826,4.97805,0.00087,,0.0003,
620000,甘肃省,2010,25.99597,25.9939,2.2727,3.0906,0.0021,0.0,0.0,0.0
620000,甘肃省,2009,15.30891,15.30787,0.57641,3.43413,0.001,,,
620000,甘肃省,2008,15.77177,15.79332,0.07243,3.81281,-0.01631,,-0.00524,
620000,甘肃省,2007,15.21431,15.21953,2.8555,2.20102,-0.00068,,-0.00454,
620000,甘肃省,2006,9.79145,9.79586,1.02809,2.81,,,-0.00441,
620000,甘肃省,2005,8.6565,8.65969,1.11954,2.24072,,,-0.00322,
620000,甘肃省,2004,6.84726,,,,,,,
620000,甘肃省,2003,3.3042,3.3142,-0.4598,1.3903,-0.0063,0.0,-0.0037,0.0
620000,甘肃省,2002,2.2434,2.2803,-1.0234,0.9102,-0.0265,-0.0185,-0.0104,-0.0003
620000,甘肃省,2001,1.9906,2.0246,-0.4615,1.2713,-0.025,-0.0253,-0.009,
620000,甘肃省,2000,1.9977,2.0071,-0.5793,0.8252,-0.0003,-0.0004,-0.0091,
630000,青海省,2019,7.13666,7.13666,2.84863,0.42196,,,,
630000,青海省,2018,10.94865,10.94865,6.66397,0.34309,,,,
630000,青海省,2017,10.82029,10.82029,8.81438,0.39212,,,,
630000,青海省,2016,15.51381,15.51382,9.7636,0.43412,,,-1e-05,
630000,青海省,2015,14.16955,14.16947,7.78473,0.65657,,,8e-05,
630000,青海省,2014,13.91492,13.91483,7.56685,0.55963,,,9e-05,
630000,青海省,2013,,,,,,,,
630000,青海省,2012,11.27241,11.27327,4.79142,0.76774,-0.00088,-0.00088,2e-05,
630000,青海省,2011,8.34797,8.35,-0.23845,0.11055,-0.00205,-0.00205,2e-05,
630000,青海省,2010,6.25196,6.2519,3.063,0.9948,0.0,0.0,0.0001,0.0
630000,青海省,2009,5.44195,5.44198,3.92061,0.4381,-5e-05,-5e-05,,
630000,青海省,2008,3.63299,3.63216,2.35502,0.62804,-0.00046,-0.00046,0.00129,0.00129
630000,青海省,2007,2.44683,2.44729,1.74001,0.33068,-0.00037,-0.00037,-9e-05,-9e-05
630000,青海省,2006,0.88921,0.88519,0.82303,-0.1811,0.00389,7e-05,0.00013,0.00013
630000,青海省,2005,0.5797,0.58234,0.89984,0.01872,-0.00276,-0.00321,0.0001,0.0001
630000,青海省,2004,0.60631,,,,,,,
630000,青海省,2003,1.3601,1.3661,0.738,0.1379,-0.006,-0.0064,0.0,0.0
630000,青海省,2002,1.378,1.3784,0.9675,0.078,-0.0004,,,
630000,青海省,2001,0.5249,0.5248,0.3443,0.0397,0.0001,,,
630000,青海省,2000,0.3812,0.3815,0.3162,0.0317,-0.0003,-0.0003,,
640000,宁夏回族自治区,2019,15.19449,13.9662,3.64341,-0.04894,,,1.22829,
640000,宁夏回族自治区,2018,15.29588,15.15544,3.05426,-0.06503,,,0.14044,
640000,宁夏回族自治区,2017,20.35328,20.70681,1.86858,0.37495,,,-0.35353,
640000,宁夏回族自治区,2016,19.94992,21.75386,2.08301,0.79253,,,-1.80394,
640000,宁夏回族自治区,2015,17.87082,17.75075,1.7921,0.39813,,,0.12007,
640000,宁夏回族自治区,2014,21.13862,20.49966,3.08818,0.38883,,,0.63896,
640000,宁夏回族自治区,2013,,,,,,,,
640000,宁夏回族自治区,2012,13.11346,13.21845,1.79477,0.44232,0.00539,,-0.11038,
640000,宁夏回族自治区,2011,11.25248,10.9908,2.46398,0.21602,,,0.26168,0.10032
640000,宁夏回族自治区,2010,8.92346,8.7833,2.1256,0.1791,-0.001,-0.001,0.1411,0.0
640000,宁夏回族自治区,2009,6.32166,6.3218,1.18589,0.12251,-0.00014,-0.00014,,
640000,宁夏回族自治区,2008,3.19345,3.19377,0.33611,0.08965,-0.00032,-0.00032,,
640000,宁夏回族自治区,2007,2.52246,2.52321,0.51344,0.07001,-0.00075,-0.00075,,
640000,宁夏回族自治区,2006,2.12232,2.12283,0.65296,0.05623,-0.00051,-0.00131,,
640000,宁夏回族自治区,2005,2.1055,2.1115,0.31223,0.02541,-0.00601,-0.00601,,
640000,宁夏回族自治区,2004,1.6779,,,,,,,
640000,宁夏回族自治区,2003,1.5575,1.5576,0.1393,0.2212,-0.0001,0.0,0.0,0.0
640000,宁夏回族自治区,2002,1.2354,1.2355,0.0029,0.2342,,,-0.0001,
640000,宁夏回族自治区,2001,1.3863,1.3862,0.2568,0.1607,-0.0001,,0.0002,
640000,宁夏回族自治区,2000,1.3722,1.3724,0.2687,0.159,-0.0003,-0.0014,0.0001,
650000,新疆维吾尔自治区,2019,45.37474,45.37349,13.14848,0.18222,0.00125,,,
650000,新疆维吾尔自治区,2018,50.48398,50.48393,12.00759,0.13918,5e-05,,,
650000,新疆维吾尔自治区,2017,61.65923,61.66077,8.68256,0.26428,0.00031,,-0.00185,
650000,新疆维吾尔自治区,2016,50.14913,50.15114,8.33358,0.49907,8e-05,,-0.00209,
650000,新疆维吾尔自治区,2015,48.13219,48.13173,7.82246,0.16485,8e-05,,0.00038,
650000,新疆维吾尔自治区,2014,51.5769,51.57682,7.56614,0.70158,-0.00024,,0.00032,
650000,新疆维吾尔自治区,2013,,,,,,,,
650000,新疆维吾尔自治区,2012,35.74467,35.74472,5.42292,0.43046,2e-05,,-7e-05,
650000,新疆维吾尔自治区,2011,27.60003,27.60089,5.60749,-0.21726,5e-05,,-0.00091,
650000,新疆维吾尔自治区,2010,20.96978,20.9665,3.5893,0.4165,0.0001,0.0,0.0031,0.0
650000,新疆维吾尔自治区,2009,15.77275,15.7737,1.80439,0.1545,0.00017,,-0.00112,
650000,新疆维吾尔自治区,2008,12.10728,12.10736,2.78562,0.21679,-8e-05,,,
650000,新疆维吾尔自治区,2007,6.82766,6.80616,0.10555,0.00857,0.0215,,,
650000,新疆维吾尔自治区,2006,5.46114,5.46531,1.01371,0.0429,-0.00417,,,
650000,新疆维吾尔自治区,2005,4.683,4.66467,0.05464,0.13786,0.01829,,,
650000,新疆维吾尔自治区,2004,6.58134,,,,,,,
650000,新疆维吾尔自治区,2003,6.7205,6.6858,0.0641,0.5069,0.0347,0.0,0.0,0.0
650000,新疆维吾尔自治区,2002,-1.1011,-1.134,-4.9391,0.2418,0.0329,,,
