省份编码,省份,年份,按建筑业总产值计算的建筑业企业劳动生产率(元/人),按建筑业总产值计算的国有建筑业企业劳动生产率(元/人),按建筑业总产值计算的集体建筑业企业劳动生产率(元/人)
520000,贵州省,2000,49713.0,60334.0,33117.0
530000,云南省,2019,337460.1081,685828.7558,300191.5854
530000,云南省,2018,312495.17,609453.47,192456.64
530000,云南省,2017,313557.058280304,564824.509785549,203320.965985523
530000,云南省,2016,292428.384761908,341850.477584308,272861.252115059
530000,云南省,2015,287764.38369188,421415.588431554,247475.947569995
530000,云南省,2014,283467.83852028,351897.76212079,223670.062564055
530000,云南省,2013,279802.0,467436.62530659,270275.84931955
530000,云南省,2012,261166.98331098,276607.01553812,261725.49626724
530000,云南省,2011,209120.22949036,513106.64043809,188391.38843069
530000,云南省,2010,192488.0,292665.0,145912.0
530000,云南省,2009,168986.566913272,226439.702325581,128647.975490602
530000,云南省,2008,138551.047720315,198012.566028213,104160.71245927
530000,云南省,2007,118310.10846299,176946.260273265,86050.737575182
530000,云南省,2006,106638.19,174852.88,70652.42
530000,云南省,2005,97853.22,146894.42,67967.1
530000,云南省,2004,76097.3740287603,,
530000,云南省,2003,69238.0,86003.0,49838.0
530000,云南省,2002,69236.0,97834.0,46880.0
530000,云南省,2001,62531.0,85379.0,45184.0
530000,云南省,2000,58592.0,83840.0,43216.0
540000,西藏自治区,2019,328179.0556,355972.1981,338415.3846
540000,西藏自治区,2018,297501.62,861341.87,590985.51
540000,西藏自治区,2017,312188.134484287,220286.861614498,270631.079478055
540000,西藏自治区,2016,335094.248720265,373357.414448669,224000.944287063
540000,西藏自治区,2015,308316.569583021,445964.72851646,298210.565754964
540000,西藏自治区,2014,249846.331883855,276389.879717959,164495.437466452
540000,西藏自治区,2013,294010.0,300627.23183863,169672.6342711
540000,西藏自治区,2012,262515.73798384,334956.42471224,138393.31619537
540000,西藏自治区,2011,224525.28951261,408778.79082942,70983.827222501
540000,西藏自治区,2010,209126.0,257943.0,90477.0
540000,西藏自治区,2009,188829.295460874,277862.280277375,196849.771271729
540000,西藏自治区,2008,114296.634215931,149688.1425634,109628.10237849
540000,西藏自治区,2007,127890.698907625,88101.4877176796,89542.937633573
540000,西藏自治区,2006,104579.36,126982.17,106858.31
540000,西藏自治区,2005,114399.55,121636.67,113154.85
540000,西藏自治区,2004,72965.9142766876,,
540000,西藏自治区,2003,73205.0,95271.0,44505.0
540000,西藏自治区,2002,73694.0,111235.0,51620.0
540000,西藏自治区,2001,73268.0,60607.0,66345.0
540000,西藏自治区,2000,62795.0,81181.0,36032.0
610000,陕西省,2019,460839.4083,600195.4025,296615.9004
610000,陕西省,2018,411271.61,601763.31,271896.59
610000,陕西省,2017,408219.430751482,491104.216887227,269442.344023459
610000,陕西省,2016,389770.776742628,464478.894822382,253587.400908
610000,陕西省,2015,373123.413920288,424529.092892117,226626.81606176
610000,陕西省,2014,328689.215307306,305244.304203308,235858.812720591
610000,陕西省,2013,373459.0,438904.06716192,248023.89356763
610000,陕西省,2012,355889.89500942,411120.55059055,247745.73865224
610000,陕西省,2011,353926.9409357,460012.93787636,210602.29849459
610000,陕西省,2010,269631.0,376584.0,141725.0
610000,陕西省,2009,238892.039664599,248741.483027013,127327.849998973
610000,陕西省,2008,172509.219509902,207800.509208725,91903.7407009019
610000,陕西省,2007,182782.937933742,240893.543404885,90801.7529254399
610000,陕西省,2006,157126.76,263261.08,56297.41
610000,陕西省,2005,136027.92,214025.15,58183.63
610000,陕西省,2004,99589.2089578852,,
610000,陕西省,2003,93212.0,115392.0,44801.0
610000,陕西省,2002,72825.0,86523.0,41566.0
610000,陕西省,2001,62016.0,84158.0,31280.0
610000,陕西省,2000,59672.0,82156.0,29566.0
620000,甘肃省,2019,353875.653,474703.7558,198233.1354
620000,甘肃省,2018,320721.33,427536.33,191295.97
620000,甘肃省,2017,293008.077124338,401603.520528551,168215.027034873
620000,甘肃省,2016,309965.436882077,426566.488565107,194639.815787347
620000,甘肃省,2015,303635.954144696,378593.577391088,216263.819580825
620000,甘肃省,2014,281917.270138292,369639.607444565,191542.140268661
620000,甘肃省,2013,299229.0,474896.60849156,192677.0837645
620000,甘肃省,2012,260028.26791159,517434.9380181,197435.30149743
620000,甘肃省,2011,182868.79773725,288639.47158126,109422.06014042
620000,甘肃省,2010,149820.0,188147.0,102625.0
620000,甘肃省,2009,118185.596047748,174215.213704206,87615.1196300516
620000,甘肃省,2008,103779.735027364,150468.643066489,79825.9129882502
620000,甘肃省,2007,97580.9083498051,136977.76130467,69652.4264500617
620000,甘肃省,2006,72080.53,101876.97,50242.31
620000,甘肃省,2005,68338.77,115575.07,41052.48
620000,甘肃省,2004,44548.1324913227,,
620000,甘肃省,2003,46857.0,72496.0,35507.0
620000,甘肃省,2002,43743.0,61511.0,31122.0
620000,甘肃省,2001,40385.0,57872.0,27843.0
620000,甘肃省,2000,36335.0,51251.0,27009.0
630000,青海省,2019,439073.3339,816646.8449,353519.9166
630000,青海省,2018,378017.49,675798.34,380197.18
630000,青海省,2017,284557.386105381,432940.935550936,202091.552990556
630000,青海省,2016,284248.165582168,446729.738167589,187281.56424581
630000,青海省,2015,319873.973801173,534212.567671124,195457.821966755
630000,青海省,2014,307455.615292288,462208.350231595,216388.841927303
630000,青海省,2013,290417.0,457705.4313227,197176.38010596
630000,青海省,2012,252799.6507838,369279.75763374,74321.2624838
630000,青海省,2011,263622.92430095,444723.39476464,199723.18517247
630000,青海省,2010,221885.0,383400.0,116006.0
630000,青海省,2009,170943.039033613,268492.611459605,102105.488391997
630000,青海省,2008,144746.950633155,229633.504905903,95230.8429118774
630000,青海省,2007,120027.4705297,204112.566837435,71139.1683732526
630000,青海省,2006,105317.54,166485.07,59222.82
630000,青海省,2005,87689.15,140453.5,43902.59
630000,青海省,2004,71487.1186204008,,
630000,青海省,2003,61046.0,87432.0,36240.0
630000,青海省,2002,60212.0,92483.0,49362.0
630000,青海省,2001,52158.0,82319.0,25462.0
630000,青海省,2000,42300.0,55619.0,23968.0
640000,宁夏回族自治区,2019,293895.7793,347355.9186,290709.0021
640000,宁夏回族自治区,2018,267273.82,306880.25,324130.79
640000,宁夏回族自治区,2017,243009.380364949,257126.379712027,291416.093535076
640000,宁夏回族自治区,2016,267565.921413469,284767.827529022,277450.117568022
640000,宁夏回族自治区,2015,266856.403707811,255219.990544066,278207.350689127
640000,宁夏回族自治区,2014,262544.631420688,267702.587629547,252393.28444616
640000,宁夏回族自治区,2013,237415.0,181422.33260768,198219.22005571
640000,宁夏回族自治区,2012,251093.02675729,212503.49434102,274705.76540755
640000,宁夏回族自治区,2011,178490.02890595,153611.28241419,156001.59348442
640000,宁夏回族自治区,2010,148544.0,133744.0,172651.0
640000,宁夏回族自治区,2009,126696.416963583,120367.663503168,132486.063263389
640000,宁夏回族自治区,2008,111434.522078073,114752.577659732,107904.939422181
640000,宁夏回族自治区,2007,97341.1713709551,105561.080383481,112426.96312975
640000,宁夏回族自治区,2006,84466.16,94323.46,92856.76
640000,宁夏回族自治区,2005,74367.96,86393.13,62038.33
640000,宁夏回族自治区,2004,67659.9389059969,,
640000,宁夏回族自治区,2003,61459.0,69396.0,42641.0
640000,宁夏回族自治区,2002,57179.0,71612.0,37919.0
640000,宁夏回族自治区,2001,52432.0,63947.0,37544.0
640000,宁夏回族自治区,2000,44936.0,54485.0,27923.0
650000,新疆维吾尔自治区,2019,364619.657,423674.873,666261.6438
650000,新疆维吾尔自治区,2018,317488.55,242568.68,611630.92
650000,新疆维吾尔自治区,2017,309603.340134609,329766.405965518,401241.857465334
650000,新疆维吾尔自治区,2016,295358.998136219,336623.074439189,330052.644173247
650000,新疆维吾尔自治区,2015,284123.920713113,317349.67583728,269994.515975203
650000,新疆维吾尔自治区,2014,282925.471934206,317711.220166939,378676.501804288
650000,新疆维吾尔自治区,2013,274400.0,265591.854903,427877.79354381
650000,新疆维吾尔自治区,2012,249755.90707556,245196.00336727,288304.00144849
650000,新疆维吾尔自治区,2011,225621.72128486,284263.42563502,172648.88963661
650000,新疆维吾尔自治区,2010,179823.0,200541.0,241634.0
650000,新疆维吾尔自治区,2009,176331.989051463,204329.865567175,240089.814668145
650000,新疆维吾尔自治区,2008,154516.123054572,182569.213732004,168902.311096542
650000,新疆维吾尔自治区,2007,128377.979639781,134579.478977426,146821.336954882
650000,新疆维吾尔自治区,2006,123068.43,152921.71,116903.71
650000,新疆维吾尔自治区,2005,114229.35,138470.84,135362.89
650000,新疆维吾尔自治区,2004,107550.466721675,,
650000,新疆维吾尔自治区,2003,95835.0,100658.0,92958.0
650000,新疆维吾尔自治区,2002,86611.0,107065.0,67024.0
650000,新疆维吾尔自治区,2001,84666.0,93650.0,62458.0
650000,新疆维吾尔自治区,2000,74999.0,88009.0,48780.0
