省份编码,省份,年份,建筑业总产值(亿元),建筑工程产值(亿元),安装工程产值(亿元),其他产值(亿元)
520000,贵州省,2015,1947.74,1730.86248,122.19421,94.68761
520000,贵州省,2014,1640.24425,1437.48873,108.18617,94.56935
520000,贵州省,2013,1379.15262,1196.06612,99.81104,69.12011
520000,贵州省,2012,1039.21746,910.32676,90.64087,38.24983
520000,贵州省,2011,824.71945,718.01428,52.65486,54.05031
520000,贵州省,2010,622.95648,521.4585,75.444,
520000,贵州省,2009,523.90692,446.89951,53.25072,
520000,贵州省,2008,393.67212,336.90247,48.02612,
520000,贵州省,2007,348.79081,301.52707,37.42724,
520000,贵州省,2006,312.34284,260.36214,42.67874,
520000,贵州省,2005,271.2254,219.45442,46.73117,
520000,贵州省,2004,255.4529,203.2471,33.4324,
520000,贵州省,2003,212.2907,175.4241,31.1704,
520000,贵州省,2002,181.1244,153.2814,25.3102,
520000,贵州省,2001,150.2008,132.8482,16.3395,
520000,贵州省,2000,109.0571,97.3016,11.0819,
530000,云南省,2019,6122.08992,5591.01194,345.96471,185.11327
530000,云南省,2018,5458.52181,4935.93,353.29,169.3
530000,云南省,2017,4726.35842,4185.85038,301.0966,239.41144
530000,云南省,2016,3867.21625,3453.72128,264.04938,149.44559
530000,云南省,2015,3268.93,2900.35397,245.14866,123.42595
530000,云南省,2014,3054.67494,2731.48384,230.70462,92.48648
530000,云南省,2013,2906.60305,2607.00284,208.07264,73.74738
530000,云南省,2012,2383.66061,2136.16729,164.9754,82.51792
530000,云南省,2011,1868.40142,1666.80481,156.00006,45.59655
530000,云南省,2010,1510.95823,1354.5504,125.2382,
530000,云南省,2009,1196.22042,1025.7249,102.52275,
530000,云南省,2008,906.90528,803.38757,85.77361,
530000,云南省,2007,756.67951,673.77706,67.25947,
530000,云南省,2006,672.35379,581.35326,77.84465,
530000,云南省,2005,539.3669,475.97397,50.20381,
530000,云南省,2004,448.25198,374.8474,34.1015,
530000,云南省,2003,396.7957,351.2085,31.0567,
530000,云南省,2002,358.2375,318.1449,27.5941,
530000,云南省,2001,343.935,307.5527,29.4714,
530000,云南省,2000,309.2645,277.7488,25.4206,
540000,西藏自治区,2019,220.3066,206.6679,8.86588,4.77282
540000,西藏自治区,2018,172.82464,159.43,8.92,4.47
540000,西藏自治区,2017,147.91786,132.92288,13.62145,1.37353
540000,西藏自治区,2016,111.2848,98.118,6.80995,6.35685
540000,西藏自治区,2015,106.92,87.85709,11.53069,7.53024
540000,西藏自治区,2014,71.24618,64.95554,4.07006,2.22058
540000,西藏自治区,2013,76.99613,71.01529,2.78955,8.30921
540000,西藏自治区,2012,86.40443,81.48445,3.13039,1.78959
540000,西藏自治区,2011,124.47233,118.45061,2.24511,3.77661
540000,西藏自治区,2010,122.07321,120.3606,1.1641,
540000,西藏自治区,2009,94.93204,86.1039,7.05237,
540000,西藏自治区,2008,72.90868,70.15079,1.40168,
540000,西藏自治区,2007,60.29407,56.70861,1.25214,
540000,西藏自治区,2006,49.36146,47.64792,1.35196,
540000,西藏自治区,2005,40.6118,37.47568,0.75537,
540000,西藏自治区,2004,29.0802,19.8512,0.7503,
540000,西藏自治区,2003,29.3427,23.8109,4.4307,
540000,西藏自治区,2002,21.6949,19.245,2.0121,
540000,西藏自治区,2001,18.6832,17.1344,0.5041,
540000,西藏自治区,2000,16.8178,15.3121,1.0099,
610000,陕西省,2019,7883.88852,6910.58807,665.65059,307.64986
610000,陕西省,2018,7120.15208,6232.19,597.68,290.28
610000,陕西省,2017,6227.46906,5547.50991,482.4151,197.54405
610000,陕西省,2016,5329.23449,4745.60319,401.49586,182.13544
610000,陕西省,2015,4752.61,4229.5136,385.71758,137.38353
610000,陕西省,2014,4557.70984,3998.84895,396.24696,162.61393
610000,陕西省,2013,4000.36347,3580.02376,339.76739,74.01616
610000,陕西省,2012,3529.38856,3130.76288,286.41386,112.21182
610000,陕西省,2011,2908.3,2590.3,256.03635,43.50424
610000,陕西省,2010,3063.61064,2770.2169,225.3029,
610000,陕西省,2009,2309.1424,2049.82475,203.06262,
610000,陕西省,2008,1651.18062,1491.75306,124.92934,
610000,陕西省,2007,1173.09724,1043.08413,103.67157,
610000,陕西省,2006,830.41494,747.3648,66.83956,
610000,陕西省,2005,658.5112,588.8057,55.55812,
610000,陕西省,2004,523.07664,477.2475,39.2644,
610000,陕西省,2003,440.4362,402.5666,30.6197,
610000,陕西省,2002,346.5727,306.9214,32.3756,
610000,陕西省,2001,279.7388,255.9613,17.7216,
610000,陕西省,2000,242.3046,222.2068,17.4768,
620000,甘肃省,2019,1916.35344,1614.95227,210.39936,91.00181
620000,甘肃省,2018,1796.42753,1514.06,190.7,91.67
620000,甘肃省,2017,1825.42274,1573.23982,180.1735,72.00942
620000,甘肃省,2016,1947.24317,1683.98262,190.01898,73.24157
620000,甘肃省,2015,1849.02,1602.88774,171.93782,74.19291
620000,甘肃省,2014,1814.52386,1587.55762,164.28008,62.68616
620000,甘肃省,2013,1720.8628,1496.1627,150.49416,61.60863
620000,甘肃省,2012,1364.62835,1202.719,124.40371,37.50564
620000,甘肃省,2011,925.84095,787.11369,113.54017,25.18709
620000,甘肃省,2010,751.98788,623.0304,106.1219,
620000,甘肃省,2009,579.8859,478.95822,82.539,
620000,甘肃省,2008,481.27437,381.35703,85.58648,
620000,甘肃省,2007,436.90388,351.42107,78.1823,
620000,甘肃省,2006,344.32868,271.26398,57.60486,
620000,甘肃省,2005,313.4016,252.28624,53.19142,
620000,甘肃省,2004,293.88534,165.5452,35.7906,
620000,甘肃省,2003,223.686,175.5107,40.4701,
620000,甘肃省,2002,192.3798,156.8,29.7353,
620000,甘肃省,2001,147.3057,120.8861,22.6392,
620000,甘肃省,2000,125.1202,100.3973,22.0306,
630000,青海省,2019,460.72404,386.10908,55.7169,18.89806
630000,青海省,2018,435.14349,364.65,52.38,18.12
630000,青海省,2017,406.93129,346.07442,40.87909,19.97778
630000,青海省,2016,410.6249,329.7201,50.50146,30.40334
630000,青海省,2015,409.51,328.97827,60.24114,20.28645
630000,青海省,2014,432.90673,356.65381,60.26255,15.99037
630000,青海省,2013,413.71096,332.50487,38.46052,25.4272
630000,青海省,2012,325.75763,262.40874,32.79985,30.54904
630000,青海省,2011,319.41608,268.71834,34.79754,15.9002
630000,青海省,2010,279.60598,239.8327,24.2625,
630000,青海省,2009,204.34189,161.38304,20.5435,
630000,青海省,2008,142.99696,112.45303,19.52044,
630000,青海省,2007,125.44311,105.64461,15.20005,
630000,青海省,2006,108.37175,92.09907,13.69229,
630000,青海省,2005,90.9337,74.26887,13.25495,
630000,青海省,2004,88.64056,66.618,12.8411,
630000,青海省,2003,74.7325,62.2176,9.1853,
630000,青海省,2002,73.355,62.9139,8.353,
630000,青海省,2001,54.213,45.6685,7.5578,
630000,青海省,2000,44.7162,37.4755,6.2524,
640000,宁夏回族自治区,2019,601.40775,538.53337,50.86032,12.01406
640000,宁夏回族自治区,2018,565.04359,512.67,43.94,8.43
640000,宁夏回族自治区,2017,549.21092,500.97011,39.90637,8.33444
640000,宁夏回族自治区,2016,511.25426,467.19926,35.8165,8.2385
640000,宁夏回族自治区,2015,524.53,491.5568,28.54901,4.4218
640000,宁夏回族自治区,2014,625.1634,587.27881,28.78819,9.0964
640000,宁夏回族自治区,2013,568.92009,533.84344,26.43158,4.38453
640000,宁夏回族自治区,2012,466.95268,437.00106,22.26437,7.68725
640000,宁夏回族自治区,2011,427.91735,399.43161,23.649,4.83674
640000,宁夏回族自治区,2010,342.69431,316.0174,21.3861,
640000,宁夏回族自治区,2009,259.22467,238.5017,17.25668,
640000,宁夏回族自治区,2008,191.5448,173.56489,15.7942,
640000,宁夏回族自治区,2007,154.94865,139.17122,14.56686,
640000,宁夏回族自治区,2006,130.83808,113.96019,15.59039,
640000,宁夏回族自治区,2005,112.9649,97.86864,13.5591,
640000,宁夏回族自治区,2004,111.19132,94.8306,12.9456,
640000,宁夏回族自治区,2003,108.0546,92.9613,12.5449,
640000,宁夏回族自治区,2002,83.9121,70.689,12.2983,
640000,宁夏回族自治区,2001,70.3722,59.2215,9.6293,
640000,宁夏回族自治区,2000,56.2352,48.2922,7.1276,
650000,新疆维吾尔自治区,2019,2278.16914,1907.46533,157.9948,212.70901
650000,新疆维吾尔自治区,2018,2110.04794,1763.47,150.59,195.99
650000,新疆维吾尔自治区,2017,2418.70179,2198.43446,164.70125,55.56608
650000,新疆维吾尔自治区,2016,2258.24106,2057.16154,156.07016,45.00936
650000,新疆维吾尔自治区,2015,2255.74,2039.29422,179.02985,37.41245
650000,新疆维吾尔自治区,2014,2306.28396,2088.88112,174.73974,42.6631
650000,新疆维吾尔自治区,2013,2079.65884,1861.61085,166.2665,43.64364
650000,新疆维吾尔自治区,2012,1622.31447,1443.73442,142.06276,36.51729
650000,新疆维吾尔自治区,2011,1320.3699,1177.62969,122.30946,20.43075
650000,新疆维吾尔自治区,2010,963.71893,839.3075,110.7005,
650000,新疆维吾尔自治区,2009,786.59408,687.63289,86.7812,
650000,新疆维吾尔自治区,2008,625.37465,532.03132,80.4719,
650000,新疆维吾尔自治区,2007,450.83137,382.2923,56.42275,
650000,新疆维吾尔自治区,2006,383.11203,320.91908,51.07704,
650000,新疆维吾尔自治区,2005,359.2513,298.13733,48.72386,
650000,新疆维吾尔自治区,2004,341.70931,267.4712,32.271,
650000,新疆维吾尔自治区,2003,319.6774,270.8269,33.6535,
650000,新疆维吾尔自治区,2002,312.2828,263.7362,40.5115,
650000,新疆维吾尔自治区,2001,274.28,240.3688,27.9909,
650000,新疆维吾尔自治区,2000,234.9506,207.3166,21.4425,
