省份编码,省份,年份,建筑业企业从业人员(万人),内资建筑业企业从业人员(万人),国有建筑业企业从业人员(万人),集体建筑业企业从业人员(万人),港澳台商投资建筑业企业从业人员(万人),港澳台商独资建筑业企业从业人员(万人),外商投资建筑业企业从业人员(万人),外商独资建筑业企业从业人员(万人)
410000,河南省,2014,239.9619,239.8566,13.1084,9.2787,0.0222,0.0001,0.0831,0.0057
410000,河南省,2013,244.7824,244.6528,17.3435,12.2623,0.0323,0.0002,0.0973,0.0047
410000,河南省,2012,226.7462,226.5973,17.4115,12.5286,0.0284,0.0005,0.1205,0.0093
410000,河南省,2011,228.7509,228.6031,19.6513,13.4097,0.0096,0.0015,0.1382,0.022
410000,河南省,2010,234.9545,234.5988,22.8217,13.4995,0.2214,0.0018,0.1343,0.0044
410000,河南省,2009,224.229,223.9383,20.1641,13.3535,0.1959,0.0038,0.0948,0.0018
410000,河南省,2008,197.9685,197.7329,20.2882,14.6855,0.1589,0.0034,0.0767,0.0016
410000,河南省,2007,176.1856,176.1501,24.9819,17.0543,0.0124,,0.0231,
410000,河南省,2006,140.6686,140.5992,23.7852,15.5421,0.0343,,0.0351,0.002
410000,河南省,2005,124.9116,124.7562,28.7605,17.5804,0.0773,,0.0781,0.007
410000,河南省,2004,92.95,92.83,29.33,18.78,,,,
410000,河南省,2003,93.29,93.0797,28.8922,19.3922,0.1756,,0.0348,
410000,河南省,2002,89.81,89.72,31.03,21.38,0.05,0.01,0.04,
410000,河南省,2001,83.72,83.72,36.46,32.92,0.1032,0.0065,0.0646,
410000,河南省,2000,79.7,79.18,34.68,33.14,0.4425,,0.07,
420000,湖北省,2019,244.2336,243.5431,19.734,2.4079,0.0568,0.0006,0.6337,
420000,湖北省,2018,243.4219,242.5379,13.9278,2.2146,0.0953,0.0054,0.7887,0.0247
420000,湖北省,2017,289.0998,288.2399,18.0234,3.0207,0.1696,0.0059,0.6903,
420000,湖北省,2016,269.6423,268.4548,21.6235,3.3188,0.4507,0.331,0.7368,
420000,湖北省,2015,261.4593,260.6105,18.1998,4.314,0.0879,0.0052,0.7609,
420000,湖北省,2014,193.0255,192.0658,18.5162,3.5523,0.2483,0.0125,0.7114,
420000,湖北省,2013,178.5587,178.2768,28.1127,5.7708,0.23,0.0124,0.0519,
420000,湖北省,2012,170.4411,170.2411,31.1823,5.6163,0.1392,0.0154,0.0608,
420000,湖北省,2011,141.1145,140.5589,25.2132,5.2472,0.1905,0.0149,0.3651,
420000,湖北省,2010,155.5159,155.2892,27.5209,6.4277,0.1952,0.0263,0.0315,
420000,湖北省,2009,144.4997,144.2677,32.019,8.291,0.157,0.033,0.075,
420000,湖北省,2008,133.5411,133.4221,24.5638,8.3401,0.116,0.0398,0.003,
420000,湖北省,2007,127.1324,126.9239,24.1145,11.3322,0.1471,0.0187,0.0614,0.018
420000,湖北省,2006,118.3697,118.0221,28.3063,10.5187,0.079,0.0222,0.2686,
420000,湖北省,2005,114.3111,113.9614,30.0811,14.7036,0.1624,0.0136,0.1873,
420000,湖北省,2004,105.3,,44.4,12.2,,,,
420000,湖北省,2003,104.88,104.5719,34.205,18.3772,0.0763,0.0153,0.2281,
420000,湖北省,2002,92.23,91.9,35.34,22.66,0.1,,0.24,
420000,湖北省,2001,83.02,83.02,35.98,28.58,0.1976,,0.1775,
420000,湖北省,2000,83.64,83.21,37.77,34.33,0.3522,0.01,0.08,
430000,湖南省,2019,277.3982,276.441,36.2126,8.1287,0.4167,0.0715,0.5405,0.5405
430000,湖南省,2018,260.1713,259.3009,36.591,8.3221,0.4095,0.0685,0.4609,0.4609
430000,湖南省,2017,247.2774,246.3711,38.2598,11.437,0.4282,0.0685,0.4781,0.4781
430000,湖南省,2016,219.9556,218.9065,35.8676,10.6471,0.4414,0.059,0.6077,0.3921
430000,湖南省,2015,209.8555,208.5786,33.2141,9.6523,0.4905,0.052,0.7864,0.348
430000,湖南省,2014,138.2934,137.3302,19.0152,9.2445,0.393,0.094,0.5702,0.3443
430000,湖南省,2013,136.0383,134.9724,22.1084,12.176,0.3894,0.0946,0.6765,0.3347
430000,湖南省,2012,118.7207,118.1616,21.6933,11.4621,0.3842,0.0679,0.1749,0.0964
430000,湖南省,2011,105.8573,105.3755,20.5296,12.6625,0.2828,0.0656,0.199,0.0714
430000,湖南省,2010,150.3363,149.7748,40.1429,13.0763,0.5057,0.1527,0.0558,0.0435
430000,湖南省,2009,144.8079,144.6776,38.4398,11.4205,0.0285,0.022,0.1018,0.0617
430000,湖南省,2008,137.8791,137.4771,34.0576,13.4786,0.3679,0.1411,0.0341,0.0152
430000,湖南省,2007,131.6009,131.225,30.9429,18.4956,0.3512,0.0683,0.0247,0.018
430000,湖南省,2006,125.8879,125.6588,30.8934,19.7405,0.2036,0.0764,0.0255,0.0255
430000,湖南省,2005,118.6069,117.8623,26.4722,21.0841,0.6016,0.1005,0.143,0.039
430000,湖南省,2004,115.4,,39.56,,,,,
430000,湖南省,2003,111.91,111.6757,30.3758,31.7664,0.2349,0.0246,,
430000,湖南省,2002,92.06,91.72,22.72,31.81,0.35,,,
430000,湖南省,2001,91.49,91.49,24.29,38.57,0.2342,0.02,,
430000,湖南省,2000,79.62,79.15,24.25,44.35,0.4618,,,
440000,广东省,2019,329.1955,326.6377,52.9803,14.51,1.6488,0.289,0.909,0.63
440000,广东省,2018,280.8731,277.2906,41.4806,17.1301,2.5578,0.3698,1.0247,0.5813
440000,广东省,2017,260.6997,257.5867,47.0234,17.3624,2.2988,0.2315,0.8142,0.3681
440000,广东省,2016,228.5741,225.6792,41.062,17.5441,2.1983,0.1705,0.6966,0.4018
440000,广东省,2015,220.1249,217.4027,39.1227,17.0567,2.0113,0.1612,0.7109,0.4184
440000,广东省,2014,199.8287,197.3387,32.8405,18.9286,1.8472,0.135,0.6428,0.5254
440000,广东省,2013,201.0599,198.1276,47.5999,18.9105,1.5077,0.096,1.4246,1.3308
440000,广东省,2012,190.4984,188.4379,43.9063,19.5421,1.3265,0.0732,0.734,0.6476
440000,广东省,2011,178.7661,176.5179,35.7393,21.9761,1.2009,0.1146,1.0473,0.8418
440000,广东省,2010,188.2443,184.4654,38.3366,23.7509,2.581,0.3782,1.1979,0.9807
440000,广东省,2009,172.7299,169.7261,34.3928,25.5474,1.8741,0.2945,1.1297,0.9338
440000,广东省,2008,167.6556,164.6557,33.9944,27.9736,1.6016,0.2424,1.3983,1.0251
440000,广东省,2007,175.6537,173.1563,37.3791,30.773,1.3053,0.0919,1.1921,0.8326
440000,广东省,2006,168.2909,166.3422,37.8056,34.2429,1.4435,0.0916,0.5052,0.2758
440000,广东省,2005,166.2065,164.5629,37.6152,34.5266,1.2656,0.0811,0.378,0.0158
440000,广东省,2004,152.03,,,,,,,
440000,广东省,2003,149.28,147.5954,36.1418,42.4003,1.4026,0.0908,0.284,0.0211
440000,广东省,2002,149.69,148.26,42.42,49.19,1.3,0.08,0.12,
440000,广东省,2001,140.5,140.5,41.92,55.78,1.184,0.0723,0.0976,
440000,广东省,2000,133.29,132.07,44.52,57.82,1.0257,0.07,0.19,
450000,广西壮族自治区,2019,141.9393,141.9393,25.8722,7.5952,,,,
450000,广西壮族自治区,2018,130.217,130.2022,27.3864,7.9142,0.0148,,,
450000,广西壮族自治区,2017,126.148,126.0972,30.4788,8.3755,0.0148,,0.036,0.036
450000,广西壮族自治区,2016,120.0224,119.992,33.7232,8.5612,0.0304,,,
450000,广西壮族自治区,2015,95.6448,95.629,30.6821,8.2371,0.0158,,,
450000,广西壮族自治区,2014,77.8062,77.7651,30.7102,6.8855,0.0411,0.0295,,
450000,广西壮族自治区,2013,74.9437,72.0376,29.5203,7.6626,0.0416,0.0298,2.8645,
450000,广西壮族自治区,2012,67.0261,63.7716,25.9087,7.7638,0.042,0.0299,3.2125,
450000,广西壮族自治区,2011,59.4829,58.5804,25.6101,7.3817,0.0491,0.0366,0.8534,
450000,广西壮族自治区,2010,59.003,57.9573,25.1791,7.9071,0.0135,,1.0322,
450000,广西壮族自治区,2009,53.2793,52.6563,21.1954,7.9596,0.0335,,0.5895,
450000,广西壮族自治区,2008,46.5386,46.1441,17.8878,7.237,0.1117,0.066,0.2828,
450000,广西壮族自治区,2007,47.6736,47.5351,17.3801,8.2792,0.0205,,0.118,
450000,广西壮族自治区,2006,44.979,44.7782,18.4908,8.1325,0.0439,,0.1569,
450000,广西壮族自治区,2005,42.8766,42.7318,17.6167,9.3089,0.0327,,0.1121,
450000,广西壮族自治区,2004,34.0,,,,,,,
450000,广西壮族自治区,2003,35.37,35.3083,16.3237,10.4734,0.0276,,0.0341,
450000,广西壮族自治区,2002,34.79,34.72,17.24,10.99,0.02,,0.05,
450000,广西壮族自治区,2001,33.81,33.81,17.34,12.19,0.0129,,0.1167,
450000,广西壮族自治区,2000,33.33,33.21,16.11,13.57,0.0164,,0.1,
460000,海南省,2019,7.6161,7.6161,1.1243,0.4877,,,,
460000,海南省,2018,7.3604,7.3525,0.9997,0.4559,,,0.0079,
460000,海南省,2017,7.4158,7.3992,1.2049,0.6386,0.0166,,,
460000,海南省,2016,7.4219,7.4125,1.3241,0.8599,0.0094,,,
460000,海南省,2015,7.4283,7.4225,1.5001,0.9744,0.0058,,,
460000,海南省,2014,7.2942,7.289,1.1591,1.2533,0.0052,,,
460000,海南省,2013,5.8001,5.7948,1.8746,1.2424,0.0053,,,
460000,海南省,2012,5.896,5.8925,2.1614,1.3639,0.0035,,,
460000,海南省,2011,5.4847,5.4847,2.435,1.4172,,,,
460000,海南省,2010,10.9978,10.9978,7.4407,1.7074,,,,
460000,海南省,2009,10.3354,10.3354,6.5709,1.7062,,,,
460000,海南省,2008,8.1632,8.1572,4.5565,1.386,,,0.006,
460000,海南省,2007,7.1787,7.145,4.3323,1.493,,,0.0337,0.001
460000,海南省,2006,7.2435,7.2197,4.1503,1.4557,,,0.0238,0.001
460000,海南省,2005,6.6826,6.6588,3.5736,1.4845,0.0195,,0.0043,0.001
460000,海南省,2004,7.19,,,,,,,
460000,海南省,2003,6.12,6.0951,3.4037,1.3522,0.0199,,0.006,0.002
460000,海南省,2002,6.75,6.73,4.38,1.41,0.01,0.01,0.01,
460000,海南省,2001,6.48,6.48,3.82,1.98,0.0343,,,
460000,海南省,2000,5.54,5.53,3.33,1.76,,,0.01,0.01
500000,重庆市,2019,216.1806,216.0894,8.6193,3.2832,0.0272,0.0172,0.064,0.003
500000,重庆市,2018,226.4748,226.3711,12.0314,3.2669,0.0388,0.0263,0.0649,0.0029
500000,重庆市,2017,224.7938,224.6176,10.0963,4.5533,0.1731,0.0342,0.0031,0.0031
500000,重庆市,2016,209.0773,208.9042,11.7078,4.9536,0.1703,0.1382,0.0028,0.0028
500000,重庆市,2015,192.7537,192.5565,11.2992,4.6527,0.1882,0.1671,0.009,0.0025
500000,重庆市,2014,166.898,166.7032,10.44,4.6281,0.186,0.1524,0.0088,0.003
500000,重庆市,2013,160.0905,159.9307,14.6009,6.2587,0.1495,0.1318,0.0103,0.0031
500000,重庆市,2012,140.8832,140.7565,11.9393,5.3442,0.1143,0.1013,0.0124,0.0033
500000,重庆市,2011,134.3134,134.2751,12.5576,4.8726,0.0039,,0.0344,0.0105
500000,重庆市,2010,139.2225,139.1154,13.3587,5.364,0.0377,0.0028,0.0694,0.0142
500000,重庆市,2009,118.782,118.7152,12.6285,4.8425,0.0287,0.0015,0.0381,0.0118
500000,重庆市,2008,105.2455,105.1837,9.9968,4.701,0.0266,0.0026,0.0352,0.0105
500000,重庆市,2007,96.7874,96.6009,9.0804,5.9119,0.1021,0.0124,0.0844,
500000,重庆市,2006,86.5882,86.4509,7.8793,6.3469,0.1031,0.0013,0.0342,
500000,重庆市,2005,82.9402,82.7773,7.2704,8.2652,0.1154,0.004,0.0475,
500000,重庆市,2004,86.91,,,,,,,
500000,重庆市,2003,81.8,81.4741,9.6864,12.1318,0.2673,0.0064,0.0583,0.004
500000,重庆市,2002,81.46,81.05,9.97,16.42,0.36,0.01,0.05,
500000,重庆市,2001,83.56,83.56,12.13,19.72,0.3634,0.0085,0.035,
500000,重庆市,2000,73.16,72.77,12.81,31.19,0.2651,,0.13,
510000,四川省,2019,351.3602,351.3174,20.5474,10.4058,0.02,0.012,0.0228,0.004
510000,四川省,2018,352.9179,352.8807,51.8193,11.5473,0.0056,0.0056,0.0316,
510000,四川省,2017,352.8317,352.6089,37.0919,13.8057,0.194,0.0303,0.0288,0.004
510000,四川省,2016,282.8652,282.7656,37.6204,17.2109,0.0809,0.0443,0.0187,0.004
510000,四川省,2015,273.6339,273.5547,38.2027,13.1886,0.0632,0.034,0.016,0.0122
510000,四川省,2014,227.0663,226.9646,29.9281,13.5176,0.0872,0.0472,0.0145,0.0118
510000,四川省,2013,242.8688,242.7859,44.0759,18.1917,0.0694,0.0629,0.0135,0.0092
510000,四川省,2012,218.8844,218.7527,35.4681,17.4102,0.1189,0.0264,0.0128,0.0093
510000,四川省,2011,234.8056,234.7436,41.4157,19.2568,0.0495,0.0348,0.0125,0.0084
510000,四川省,2010,305.1814,305.0865,81.3943,18.8384,0.0511,0.0415,0.0438,0.014
510000,四川省,2009,216.2684,216.1832,39.5352,20.0071,0.0563,0.0428,0.0289,0.0096
510000,四川省,2008,190.8288,190.7286,34.7548,18.2765,0.0318,0.011,0.0684,0.0397
510000,四川省,2007,194.3774,194.2943,39.9268,20.7116,0.0375,0.0046,0.0456,0.0112
510000,四川省,2006,178.4039,178.3321,31.6267,20.5945,0.0369,0.0045,0.0349,0.0107
510000,四川省,2005,172.699,172.5842,32.8299,25.4416,0.0489,0.0079,0.0659,0.0041
510000,四川省,2004,204.05,,,,,,,
510000,四川省,2003,207.05,206.8567,53.8412,41.7915,0.1402,0.0552,0.0565,
510000,四川省,2002,206.09,205.89,41.68,52.21,0.13,0.04,0.07,
510000,四川省,2001,177.72,177.72,43.25,50.17,0.1594,0.0257,0.0336,
510000,四川省,2000,163.45,163.13,41.73,71.61,0.2562,0.08,0.06,
520000,贵州省,2019,80.0038,79.9968,14.9874,1.9158,,,0.007,0.007
520000,贵州省,2018,81.3874,81.3849,16.1336,2.2833,0.0025,,,
520000,贵州省,2017,77.6374,77.6374,20.1955,2.1697,,,,
520000,贵州省,2016,67.5305,67.522,31.2279,2.2459,0.0085,,,
520000,贵州省,2015,56.1218,56.1218,23.7705,2.7246,,,,
520000,贵州省,2014,44.6107,44.6107,24.527,2.5376,,,,
520000,贵州省,2013,41.2236,41.2236,25.5177,2.9994,,,,
520000,贵州省,2012,35.5159,35.5159,23.1129,2.235,,,,
520000,贵州省,2011,33.0754,33.0754,21.2964,2.1884,,,,
520000,贵州省,2010,33.7678,33.7634,21.0208,2.3012,,,0.0044,
520000,贵州省,2009,33.051,33.0472,19.7147,2.4649,,,0.0038,
520000,贵州省,2008,30.1167,30.1121,18.8607,2.5203,0.0046,,,
520000,贵州省,2007,29.0634,29.0401,17.7126,2.525,0.0233,,,
520000,贵州省,2006,30.1194,30.1028,18.7943,3.1664,0.0166,,,
520000,贵州省,2005,30.4364,30.4239,17.8006,3.6258,0.0125,,,
520000,贵州省,2004,28.39,,,,,,,
520000,贵州省,2003,29.33,29.3242,17.5904,5.0544,0.0068,,,
520000,贵州省,2002,27.14,27.11,15.82,5.88,0.02,0.02,,
520000,贵州省,2001,25.91,25.9,14.97,7.13,0.008,,,
520000,贵州省,2000,22.3,22.3,12.7,7.78,,,,
530000,云南省,2019,141.5442,141.5377,6.077,3.8999,0.003,,0.0035,
530000,云南省,2018,128.7401,128.7376,14.4868,3.7595,0.0025,,,
530000,云南省,2017,152.7189,152.7087,10.857,5.7964,0.0082,,0.002,
530000,云南省,2016,115.6319,115.6082,13.6693,5.4522,0.0176,,0.0061,
530000,云南省,2015,97.2807,97.2715,7.3283,6.444,0.0012,0.0001,0.008,
530000,云南省,2014,79.3345,79.2507,4.5973,5.8471,0.0559,0.0509,0.0279,
530000,云南省,2013,79.5069,79.3914,7.6021,7.4955,0.0994,0.0587,0.0161,
530000,云南省,2012,74.8556,74.7506,6.4475,6.8912,0.0886,0.0648,0.0164,
530000,云南省,2011,62.3066,62.1582,6.9179,5.3879,0.1273,0.0948,0.0211,
530000,云南省,2010,74.7493,74.723,12.0558,5.8673,0.0075,,0.0188,
530000,云南省,2009,68.1551,68.1167,11.4229,6.2677,0.0384,,,
530000,云南省,2008,64.6087,64.577,11.1496,7.1583,0.0312,,0.0005,
530000,云南省,2007,61.7898,61.6988,11.8582,7.9446,0.091,,,
530000,云南省,2006,62.9025,62.8561,10.8382,9.7297,0.0464,,,
530000,云南省,2005,56.5898,56.5767,9.6312,9.7763,0.0131,,,
530000,云南省,2004,50.2976,,10.56,10.2822,,,,
530000,云南省,2003,52.25,52.1896,11.6646,13.176,0.0522,0.0025,0.0052,0.0052
530000,云南省,2002,53.96,53.89,11.74,19.26,0.07,,0.01,0.01
530000,云南省,2001,60.9,60.9,14.92,24.45,0.126,0.0247,0.006,0.006
530000,云南省,2000,59.11,58.98,17.37,27.91,0.1257,,,
540000,西藏自治区,2019,4.752,4.752,1.0338,0.0625,,,,
540000,西藏自治区,2018,4.5454,4.5454,0.324,0.0398,,,,
540000,西藏自治区,2017,3.693,3.693,0.3799,0.1013,,,,
540000,西藏自治区,2016,2.8397,2.8397,0.3662,0.1111,,,,
540000,西藏自治区,2015,2.8038,2.8038,0.4004,0.2446,,,,
540000,西藏自治区,2014,2.5313,2.5313,0.2825,0.268,,,,
540000,西藏自治区,2013,3.3958,3.3958,0.905,0.3672,,,,
540000,西藏自治区,2012,3.5859,3.5859,0.847,0.424,,,,
540000,西藏自治区,2011,4.9818,4.9818,1.2753,0.9366,,,,
540000,西藏自治区,2010,4.4944,4.4944,1.1993,0.2663,,,,
540000,西藏自治区,2009,3.803,3.803,0.5142,0.5136,,,,
540000,西藏自治区,2008,4.2709,4.2709,0.5114,0.6543,,,,
540000,西藏自治区,2007,4.4097,4.4097,0.8372,0.95,,,,
540000,西藏自治区,2006,3.7992,3.7992,0.4656,1.0466,,,,
540000,西藏自治区,2005,3.4528,3.4528,0.4473,1.0324,,,,
540000,西藏自治区,2004,3.1861,,0.5988,0.4067,,,,
540000,西藏自治区,2003,3.66,3.6522,1.0078,1.5706,0.0071,0.0071,,
540000,西藏自治区,2002,2.51,2.51,0.6,1.31,,,,
540000,西藏自治区,2001,2.3,2.3,0.75,0.94,,,,
540000,西藏自治区,2000,2.06,2.06,0.83,0.81,,,,
610000,陕西省,2019,145.2119,144.952,18.5058,6.0848,0.191,0.089,0.0689,0.0568
610000,陕西省,2018,153.9472,153.7368,8.1213,5.7418,0.1604,0.1604,0.05,0.0397
610000,陕西省,2017,137.979,137.9494,21.6304,8.1059,0.0264,,0.0032,
610000,陕西省,2016,118.3184,118.2962,19.911,8.4733,0.0006,,0.0216,0.0003
610000,陕西省,2015,114.9979,114.486,18.8263,8.7227,0.0012,,0.5107,0.0199
610000,陕西省,2014,89.4411,88.4507,15.3476,9.4801,0.0015,,0.9889,0.0209
610000,陕西省,2013,95.1817,95.1655,27.2113,10.2518,0.0018,,0.0144,0.0049
610000,陕西省,2012,79.6281,79.6165,23.187,8.696,0.0043,,0.0073,0.0048
610000,陕西省,2011,72.4683,72.4606,19.2454,8.4834,0.0077,,,
610000,陕西省,2010,104.6669,104.6619,28.5994,10.3961,0.005,,,
610000,陕西省,2009,88.394,88.3875,31.1184,9.2685,0.0065,,,
610000,陕西省,2008,71.0682,71.0343,29.0594,10.4304,0.0065,,0.0274,0.0274
610000,陕西省,2007,57.4641,57.463,21.0452,11.1255,,,0.0011,
610000,陕西省,2006,50.1451,50.1451,15.6048,12.7002,,,,
610000,陕西省,2005,42.2217,42.2217,12.8972,7.9046,,,,
610000,陕西省,2004,42.1261,,,,,,,
610000,陕西省,2003,41.03,41.0311,13.9414,9.4601,,,,
610000,陕西省,2002,44.27,44.25,15.49,11.33,0.01,,0.01,
610000,陕西省,2001,41.5,41.5,17.46,14.65,0.0385,,,
610000,陕西省,2000,39.5,39.45,19.25,14.37,0.0556,,,
620000,甘肃省,2019,50.8456,50.8422,10.8839,3.1879,,,0.0034,
620000,甘肃省,2018,51.4915,51.4869,11.3691,3.1524,0.0046,,,
620000,甘肃省,2017,56.8819,56.8612,10.3403,5.2031,0.0176,,0.0031,
620000,甘肃省,2016,56.5755,56.5744,10.2254,5.2784,,,0.0011,
620000,甘肃省,2015,56.4726,56.4616,8.8023,6.0217,0.01,,0.001,
620000,甘肃省,2014,58.6693,58.6498,8.3761,6.1284,0.0183,,0.0012,
620000,甘肃省,2013,56.5969,56.5855,9.79,6.9655,0.0114,,,
620000,甘肃省,2012,56.0996,56.0982,7.8152,6.5245,0.0014,,,
620000,甘肃省,2011,46.0065,45.9692,7.749,6.5231,0.0015,,0.0358,
620000,甘肃省,2010,45.3038,45.3022,6.7625,4.9543,0.0016,,,
620000,甘肃省,2009,44.8501,44.8475,5.4976,6.7532,0.0016,,0.001,
620000,甘肃省,2008,42.0252,41.9764,6.159,6.6717,0.0475,,0.0013,
620000,甘肃省,2007,43.8381,43.8304,7.7377,11.0101,0.0065,,0.0012,
620000,甘肃省,2006,43.4471,43.4457,8.7218,11.1874,,,0.0014,
620000,甘肃省,2005,42.4161,42.414,9.5491,10.6604,,,0.0021,
620000,甘肃省,2004,45.54,45.5,9.76,10.64,,,,
620000,甘肃省,2003,44.94,44.9353,10.4619,13.1675,0.0014,,0.0042,
620000,甘肃省,2002,39.59,39.57,9.91,14.93,,,0.01,
620000,甘肃省,2001,32.24,32.24,9.14,13.63,0.0141,0.0115,,
620000,甘肃省,2000,32.64,32.63,9.98,11.15,0.0095,0.01,,
630000,青海省,2019,8.1035,8.1032,2.1009,0.4466,,,0.0003,
630000,青海省,2018,9.7869,9.7866,2.7653,0.3604,,,0.0003,
630000,青海省,2017,10.9969,10.9966,3.8253,0.6967,,,0.0003,
630000,青海省,2016,11.4412,11.4401,3.3407,0.8058,,,0.0011,
630000,青海省,2015,10.8762,10.8737,3.798,0.6219,,,0.0025,
630000,青海省,2014,11.0052,11.0029,4.0677,0.5616,,,0.0023,
630000,青海省,2013,11.8931,11.8913,4.2745,0.8422,,,0.0018,
630000,青海省,2012,11.74,11.7367,4.4903,1.3972,0.0006,0.0006,0.0027,
630000,青海省,2011,8.8322,8.8263,3.7576,0.6737,0.0032,0.0032,0.0027,
630000,青海省,2010,8.9053,8.9027,3.1513,0.6617,,,0.0026,
630000,青海省,2009,9.1862,9.183,3.8756,0.7276,0.0005,0.0005,0.0027,
630000,青海省,2008,7.8311,7.828,2.8557,0.7136,0.0005,0.0005,0.0026,0.0026
630000,青海省,2007,9.519,9.5139,3.3102,0.75,0.0022,0.0022,0.0029,0.0029
630000,青海省,2006,9.0723,9.0477,3.1238,0.9518,0.019,0.0055,0.0056,0.0056
630000,青海省,2005,8.5654,8.551,2.6742,1.0514,0.0088,0.0053,0.0056,0.0056
630000,青海省,2004,9.3847,9.3636,2.8307,1.0748,,,,
630000,青海省,2003,10.15,10.1326,3.8859,1.8705,0.0175,0.0055,,
630000,青海省,2002,9.39,9.39,3.53,1.7,,,,
630000,青海省,2001,8.52,8.52,3.62,2.13,0.0078,,,
630000,青海省,2000,8.82,8.82,4.56,2.36,0.0074,,,
640000,宁夏回族自治区,2019,11.248,11.1994,3.063,0.1058,,,0.0486,
640000,宁夏回族自治区,2018,10.7699,10.7699,2.3927,0.0773,,,,
640000,宁夏回族自治区,2017,12.4198,12.379,3.815,0.1664,,,0.0408,
640000,宁夏回族自治区,2016,9.9345,9.895,3.6623,0.1586,,,0.0395,
640000,宁夏回族自治区,2015,12.6031,12.5056,3.5983,0.3109,,,0.0975,
640000,宁夏回族自治区,2014,11.0077,10.7637,2.5523,0.259,0.096,,0.148,
640000,宁夏回族自治区,2013,12.7407,12.4976,3.3555,0.2041,0.105,,0.1381,
640000,宁夏回族自治区,2012,8.9711,8.8712,1.9975,0.1851,0.0332,,0.0667,
640000,宁夏回族自治区,2011,10.0034,9.9152,2.4263,0.1692,,,0.0882,0.0161
640000,宁夏回族自治区,2010,9.6949,9.6248,2.3828,0.1509,0.0003,0.0003,0.0698,
640000,宁夏回族自治区,2009,6.9952,6.9928,1.8061,0.1419,0.0024,0.0024,,
640000,宁夏回族自治区,2008,6.5862,6.5782,1.7997,0.1947,0.008,0.008,,
640000,宁夏回族自治区,2007,6.7849,6.7712,1.8221,0.256,0.0137,0.008,,
640000,宁夏回族自治区,2006,7.6219,7.6149,2.4848,0.2457,0.007,0.0013,,
640000,宁夏回族自治区,2005,7.5369,7.5189,2.374,0.3572,0.018,0.018,,
640000,宁夏回族自治区,2004,8.3902,,,,,,,
640000,宁夏回族自治区,2003,8.82,8.8026,2.813,0.7629,0.0199,,,
640000,宁夏回族自治区,2002,9.6,9.58,3.25,1.07,0.02,,,
640000,宁夏回族自治区,2001,9.2,9.18,3.64,1.51,,,,
640000,宁夏回族自治区,2000,8.37,8.36,3.84,1.64,,,,
650000,新疆维吾尔自治区,2019,39.9623,39.9619,4.8529,0.0733,0.0004,,,
650000,新疆维吾尔自治区,2018,39.2075,39.2073,4.0537,0.0368,0.0002,,,
650000,新疆维吾尔自治区,2017,42.6256,42.6242,7.1297,0.3749,0.0002,,0.0012,
650000,新疆维吾尔自治区,2016,38.4143,38.4136,5.9872,0.6318,0.0002,,0.0005,
650000,新疆维吾尔自治区,2015,38.0604,38.0597,6.8104,0.2403,0.0002,,0.0005,
650000,新疆维吾尔自治区,2014,34.5385,34.5378,5.1888,0.2862,0.0002,,0.0005,
650000,新疆维吾尔自治区,2013,36.3891,36.3883,7.6202,0.2765,0.0003,,0.0005,
650000,新疆维吾尔自治区,2012,30.3024,30.3016,7.3536,0.2567,0.0003,,0.0005,
650000,新疆维吾尔自治区,2011,26.5825,26.5812,5.8018,0.456,0.0003,,0.001,
650000,新疆维吾尔自治区,2010,22.5668,22.5634,5.6972,0.2823,0.0006,,0.0028,
650000,新疆维吾尔自治区,2009,20.2217,20.2189,6.213,0.2358,0.0007,,0.0021,
650000,新疆维吾尔自治区,2008,19.2304,19.2298,6.2413,0.2688,0.0006,,,
650000,新疆维吾尔自治区,2007,18.5238,18.5042,7.3052,0.2934,0.0196,,,
650000,新疆维吾尔自治区,2006,18.2333,18.2309,6.1369,0.4341,0.0024,,,
650000,新疆维吾尔自治区,2005,19.5089,19.4934,6.4406,0.5267,0.0155,,,
650000,新疆维吾尔自治区,2004,33.22,,,,,,,
650000,新疆维吾尔自治区,2003,20.34,20.3233,7.1755,0.9445,0.0142,,,
650000,新疆维吾尔自治区,2002,23.31,23.29,9.03,1.83,0.01,,,
650000,新疆维吾尔自治区,2001,25.26,25.26,15.22,2.68,0.007,,,
650000,新疆维吾尔自治区,2000,26.16,26.14,17.99,4.25,0.0159,,,
