省份编码,省份,年份,建筑业企业利税总额合计(亿元),建筑业企业利润总额(亿元),建筑业企业主营业务税金及附加(亿元),建筑业企业管理费用中的税金(亿元),建筑业企业产值利税率(%),建筑业企业资产利税率(%)
430000,湖南省,2010,228.87536,104.79426,119.502,4.5791,7.2,13.3
430000,湖南省,2009,180.22721,84.55227,91.63396,4.04098,7.18780665579983,12.3239856749074
430000,湖南省,2008,202.77632,112.11709,85.79925,4.85998,9.58552452317638,15.8028007843749
430000,湖南省,2007,122.05691,54.56557,64.21408,3.27726,6.67409916723386,11.0426751301695
430000,湖南省,2006,91.49842,37.65859,51.13,2.70609,6.25469156964646,9.73226595229963
430000,湖南省,2005,73.1564,28.7689,41.8,2.58433,5.99962383214759,8.90666373496759
430000,湖南省,2004,61.05141,25.57053,,,,
430000,湖南省,2003,45.1023,15.4992,27.8,1.8023,5.51,6.7
430000,湖南省,2002,31.9042,11.124,19.16,1.6166,5.4,5.9
430000,湖南省,2001,25.5126,8.6497,15.9,0.9652,5.21,5.697
430000,湖南省,2000,15.3028,4.3938,10.11,0.8026,4.3,4.3
440000,广东省,2019,1035.7153,570.26906,,,6.2,4.74325974359812
440000,广东省,2018,983.57244,540.98728,,,7.17183829807713,5.24
440000,广东省,2017,836.46539,461.0876,,,7.35545238076202,5.81529889341775
440000,广东省,2016,722.54112,418.2841,,,7.48568289993965,5.92242476884264
440000,广东省,2015,682.57106,384.87496,285.33765,12.35845,7.69902272768012,6.35694579371253
440000,广东省,2014,659.55834,372.54861,275.95149,11.05824,7.89275612481409,6.672745851956
440000,广东省,2013,,,,,,
440000,广东省,2012,515.3304,283.45881,223.53163,8.33996,7.91,7.06
440000,广东省,2011,468.16412,251.68681,207.97757,8.49974,8.1081338432042,7.62902490300985
440000,广东省,2010,392.39537,204.93906,179.5062,7.9501,8.3,7.7
440000,广东省,2009,328.355,173.16483,147.55152,7.63865,8.61983263209715,7.56759014613037
440000,广东省,2008,289.23766,145.68912,136.1785,7.37004,8.84444301174154,7.71972468843363
440000,广东省,2007,256.55625,138.85546,111.84848,5.85231,8.55326065673726,7.81571396937239
440000,广东省,2006,191.4326,90.1868,95.55,5.70078,7.38385848434761,6.77771778516651
440000,广东省,2005,164.3901,70.5824,89.86,3.95216,7.47367585298351,6.34068546095562
440000,广东省,2004,143.71608,68.91418,,,,
440000,广东省,2003,114.3533,57.1518,54.08,3.1198,7.54,5.1
440000,广东省,2002,88.8679,37.3902,48.57,2.9049,6.6,4.2
440000,广东省,2001,80.0994,37.3276,40.2,2.5694,7.08,4.422
440000,广东省,2000,54.3688,20.3926,31.93,2.0481,6.1,3.2
450000,广西壮族自治区,2019,235.23804,102.68621,,,4.4,7.26517706791435
450000,广西壮族自治区,2018,221.59794,89.12989,,,4.74339087102823,7.63
450000,广西壮族自治区,2017,179.55761,75.74867,,,4.2649531119336,7.96806488792767
450000,广西壮族自治区,2016,167.49728,67.75425,,,4.85613974254648,8.82423066671201
450000,广西壮族自治区,2015,148.00379,54.31775,89.33161,4.35443,5.01126583280323,8.65808627439189
450000,广西壮族自治区,2014,133.05849,50.63599,79.66296,2.75954,5.1001648518783,8.47790628789667
450000,广西壮族自治区,2013,,,,,,
450000,广西壮族自治区,2012,92.26077,34.26735,56.07679,1.91663,4.94,8.21
450000,广西壮族自治区,2011,76.34247,26.23677,48.52069,1.58501,4.91558094479071,7.80681101464286
450000,广西壮族自治区,2010,69.76994,25.75947,42.2506,1.7599,5.7,9.0
450000,广西壮族自治区,2009,52.10965,19.77636,31.12441,1.20888,5.57694922560848,7.56296815591668
450000,广西壮族自治区,2008,43.37862,15.25333,27.00477,1.12052,5.75916493116185,7.06568604594513
450000,广西壮族自治区,2007,33.05259,12.63431,19.59471,0.82357,5.39425397846058,6.35224487078644
450000,广西壮族自治区,2006,27.76426,10.45711,16.6,0.70561,5.41390077179538,6.05853091820667
450000,广西壮族自治区,2005,22.0868,6.7651,14.47,0.84832,5.19432430186802,4.84865071789998
450000,广西壮族自治区,2004,16.56766,4.87152,,,,
450000,广西壮族自治区,2003,15.1935,4.7095,9.87,0.6144,5.39,3.9
450000,广西壮族自治区,2002,12.5653,4.3171,7.7,0.5484,5.7,3.1
450000,广西壮族自治区,2001,8.5386,2.2519,5.75,0.5404,4.74,2.536
450000,广西壮族自治区,2000,6.4151,0.9147,4.92,0.5806,4.3,1.9
460000,海南省,2019,38.40259,16.02035,,,10.5,9.09246981657511
460000,海南省,2018,36.03675,14.95364,,,10.6234154825777,10.64
460000,海南省,2017,25.43672,12.45445,,,7.88092811133866,9.38540924535527
460000,海南省,2016,25.1251,12.12322,,,8.163734920017,9.98994409271808
460000,海南省,2015,20.97693,11.40257,9.39318,0.18118,7.52857652902357,9.74641306920436
460000,海南省,2014,20.49528,11.49845,8.75961,0.23722,7.41698777858515,9.55739579608102
460000,海南省,2013,,,,,,
460000,海南省,2012,19.12573,10.43287,8.48018,0.21268,6.76,11.34
460000,海南省,2011,15.29543,6.44486,8.68484,0.16573,5.98712157229801,10.3499119216468
460000,海南省,2010,10.07707,4.77956,5.2198,0.0777,5.1,12.0
460000,海南省,2009,10.89558,5.52322,5.27501,0.09735,7.56931073614315,11.4992698167677
460000,海南省,2008,9.68002,5.67589,3.89942,0.10471,8.70633093756827,11.6152968824152
460000,海南省,2007,3.66486,1.46157,2.11241,0.09088,4.45936770686051,9.00848993505528
460000,海南省,2006,3.492,1.49821,1.88,0.11327,5.37697325063594,5.6422256932287
460000,海南省,2005,4.4174,2.5874,1.75,0.08404,7.4001734220636,7.37979176502547
460000,海南省,2004,4.938,3.02353,,,,
460000,海南省,2003,3.0446,1.4343,1.56,0.0546,7.73,5.7
460000,海南省,2002,3.0539,1.4339,1.53,0.0862,7.4,6.1
460000,海南省,2001,1.9191,0.6709,1.19,0.0608,5.43,4.177
460000,海南省,2000,1.4801,0.3907,0.99,0.1003,4.9,3.5
500000,重庆市,2019,560.12692,303.08884,,,6.8,8.88048783570523
500000,重庆市,2018,571.78726,295.42952,,,7.31239989666753,9.41
500000,重庆市,2017,593.81848,340.11907,,,7.80758176402197,10.4056220404501
500000,重庆市,2016,555.69237,326.57298,,,7.8980545485682,10.4337009178953
500000,重庆市,2015,504.69938,306.92537,187.845,9.92901,8.06622953146792,10.2914863901532
500000,重庆市,2014,448.31025,274.19499,165.8074,8.30786,8.07445149837231,9.81769334769141
500000,重庆市,2013,,,,,,
500000,重庆市,2012,293.17253,162.72761,125.16205,5.28287,7.37,9.18
500000,重庆市,2011,268.40149,155.34307,107.97236,5.08606,8.06294937944759,10.1565506665477
500000,重庆市,2010,208.75337,120.1834,83.1355,5.4345,8.2,10.7
500000,重庆市,2009,168.48297,97.89681,66.69453,3.89163,8.79692028424412,11.1054637799983
500000,重庆市,2008,152.37725,89.194,58.17461,5.00864,10.1834699024247,12.670609155975
500000,重庆市,2007,76.03526,38.61775,35.7349,1.68261,6.73646357966255,7.96337173630518
500000,重庆市,2006,57.76899,28.29212,28.25,1.22866,6.45397413170214,7.16831548664146
500000,重庆市,2005,45.492,19.9481,24.32,1.22122,5.80576017497854,6.82185693453197
500000,重庆市,2004,40.19242,18.08331,,,,
500000,重庆市,2003,32.9589,13.7489,18.26,0.9538,5.62,6.5
500000,重庆市,2002,26.2773,9.9587,15.5,0.82,5.3,5.8
500000,重庆市,2001,23.6729,9.0786,13.86,0.7358,5.42,6.191
500000,重庆市,2000,15.287,4.931,9.71,0.6474,4.4,5.5
510000,四川省,2019,799.00389,400.20139,,,5.4,6.11228599963901
510000,四川省,2018,952.99401,484.1238,,,7.33989802637913,7.76
510000,四川省,2017,597.37664,279.06242,,,5.23999064515448,5.52775584843847
510000,四川省,2016,530.84071,266.43574,,,5.32989697276946,5.3844791725147
510000,四川省,2015,477.37247,221.49905,243.64856,12.22486,5.44433858583094,6.14735556791548
510000,四川省,2014,475.81207,231.16963,233.68336,10.95908,5.8985038771142,6.80805012188862
510000,四川省,2013,,,,,,
510000,四川省,2012,418.07119,210.13503,189.17807,18.75809,6.7,7.98
510000,四川省,2011,350.95121,177.19012,164.67129,9.0898,6.67633323589414,7.44867992368647
510000,四川省,2010,275.34256,125.60128,142.4441,7.2972,6.6,8.1
510000,四川省,2009,201.26064,95.07784,101.27894,4.90386,6.03037731036373,8.2128210281697
510000,四川省,2008,161.42059,71.62974,84.48862,5.30223,6.22536927591256,7.80994945023614
510000,四川省,2007,120.82547,46.6176,71.51766,2.69021,5.72636890656291,7.36376276727208
510000,四川省,2006,91.64639,33.46701,55.5,2.67457,5.22728193105283,6.14080997050057
510000,四川省,2005,77.4353,27.6916,47.39,2.3569,5.27128614735032,5.35357872843463
510000,四川省,2004,67.86926,27.6323,,,,
510000,四川省,2003,66.2847,25.9289,37.55,2.8075,5.41,5.0
510000,四川省,2002,56.9936,21.3687,33.54,2.088,5.3,5.3
510000,四川省,2001,41.5125,15.0604,24.75,1.7059,5.04,5.161
510000,四川省,2000,31.8422,10.0995,20.36,1.3795,4.5,4.9
520000,贵州省,2019,191.76294,105.60629,,,5.2,3.00369076603631
520000,贵州省,2018,225.07001,121.85105,,,6.75889975315167,4.27
520000,贵州省,2017,187.31855,101.05091,,,6.3866767109971,4.40506551180563
520000,贵州省,2016,124.00556,60.10836,,,5.24790919235501,3.49903286694266
520000,贵州省,2015,104.81808,45.6094,57.63635,1.57233,5.38151132055681,4.01800399293107
520000,贵州省,2014,89.76376,35.23333,53.32666,1.20377,5.47258495190579,4.98229289790687
520000,贵州省,2013,,,,,,
520000,贵州省,2012,52.44056,16.47247,34.62238,1.34571,5.05,5.14
520000,贵州省,2011,45.02587,14.39198,29.80744,0.82645,5.45953778584948,6.15653712888284
520000,贵州省,2010,34.01523,10.56354,22.6553,0.7964,5.5,5.7
520000,贵州省,2009,25.22242,6.63313,17.99876,0.59053,4.81429411163342,5.44498684963233
520000,贵州省,2008,20.99784,6.45249,13.64976,0.89559,5.33383974460777,5.2865258149357
520000,贵州省,2007,16.32217,4.18931,11.60057,0.53229,4.67964451242279,4.7041926018537
520000,贵州省,2006,13.8372,3.29888,10.13,0.40386,4.43013196652755,4.3537010517763
520000,贵州省,2005,12.9803,3.8331,8.72,0.4269,4.7858093226449,4.54073774268105
520000,贵州省,2004,13.03003,4.35023,,,,
520000,贵州省,2003,11.5146,4.5525,6.51,0.4554,5.42,4.7
520000,贵州省,2002,9.5505,2.5997,6.48,0.4752,5.3,4.2
520000,贵州省,2001,7.1097,1.7334,4.85,0.5254,4.73,3.916
520000,贵州省,2000,4.7008,0.9855,3.46,0.256,4.3,3.2
530000,云南省,2019,443.21334,254.75879,,,7.2,6.27997093044744
530000,云南省,2018,431.82466,237.46147,,,7.91102093607791,7.1
530000,云南省,2017,322.32588,163.1372,,,6.81975109285089,5.85027938004824
530000,云南省,2016,267.54365,147.02386,,,6.91824901180533,5.82812679883423
530000,云南省,2015,219.27258,123.53381,90.99582,4.74295,6.70778130001237,5.93532743877196
530000,云南省,2014,215.7574,120.95992,90.354,4.44348,7.0631868934637,7.0546198722058
530000,云南省,2013,,,,,,
530000,云南省,2012,158.64787,84.93404,70.72196,2.99187,6.66,7.57
530000,云南省,2011,120.97054,61.88113,56.42562,2.66379,6.47454763762704,6.96110768181878
530000,云南省,2010,105.59131,50.5251,52.6242,2.442,7.0,7.3
530000,云南省,2009,75.62433,38.66643,35.11238,1.84552,6.32193939641993,6.71366531475109
530000,云南省,2008,58.66136,27.91062,28.9213,1.82944,6.46830063664421,5.84717641353558
530000,云南省,2007,50.89996,26.63331,22.99672,1.26993,6.72675278335474,6.16655076813173
530000,云南省,2006,41.59536,18.69837,21.89,1.00444,6.18652867265015,5.73558111930603
530000,云南省,2005,36.2133,18.7724,16.47,0.97081,6.71404146498115,5.69388968001874
530000,云南省,2004,23.52712,9.04203,,,,
530000,云南省,2003,21.4679,8.0134,12.57,0.8852,5.41,4.5
530000,云南省,2002,16.7754,4.6553,11.25,0.8717,4.7,3.9
530000,云南省,2001,15.9381,4.6654,10.4,0.8711,4.63,3.687
530000,云南省,2000,16.0638,5.835,9.24,0.987,5.2,4.8
540000,西藏自治区,2019,39.17006,29.83002,,,17.8,7.28464975450191
540000,西藏自治区,2018,31.34562,21.64903,,,18.1377271149173,8.79
540000,西藏自治区,2017,25.77577,20.11379,,,17.4257320921219,9.31660993674328
540000,西藏自治区,2016,15.11261,11.57805,,,13.5801205555476,7.72001762373329
540000,西藏自治区,2015,11.73467,7.84139,3.76098,0.1323,10.9753903037112,7.58314667885346
540000,西藏自治区,2014,7.36754,4.59114,2.62851,0.14789,10.3409614382132,6.09157142755563
540000,西藏自治区,2013,,,,,,
540000,西藏自治区,2012,7.17822,3.97135,3.05827,0.1486,8.31,5.6
540000,西藏自治区,2011,9.61882,5.7535,3.54278,0.32254,7.72767730788039,8.50633888423823
540000,西藏自治区,2010,14.92184,9.15308,4.9619,0.8069,12.2,16.5
540000,西藏自治区,2009,16.02962,12.06996,3.34637,0.61329,16.8853634663281,20.7405308433755
540000,西藏自治区,2008,7.11758,4.58727,2.16787,0.36244,9.76232185248725,9.35401571562114
540000,西藏自治区,2007,7.14336,5.28952,1.65085,0.20299,11.8475332648799,15.7297586177359
540000,西藏自治区,2006,4.97392,3.11652,1.47,0.38909,10.0765252891628,9.2315887255507
540000,西藏自治区,2005,4.4882,2.8184,1.37,0.29499,11.0515307851109,10.1660505739628
540000,西藏自治区,2004,2.63122,1.77947,,,,
540000,西藏自治区,2003,3.1152,1.8879,1.06,0.1691,10.62,7.4
540000,西藏自治区,2002,2.603,1.4307,1.03,0.1387,12.0,8.3
540000,西藏自治区,2001,1.6876,1.1402,0.52,0.0256,9.03,9.702
540000,西藏自治区,2000,1.2805,0.7385,0.45,0.0884,7.6,6.6
610000,陕西省,2019,377.55395,187.69358,,,4.8,4.42522603839802
610000,陕西省,2018,441.42146,220.71524,,,6.19960899700147,6.17
610000,陕西省,2017,342.14252,170.99672,,,5.49408622834651,5.54065150064487
610000,陕西省,2016,321.925,163.41876,,,6.04073625591206,6.0238555532861
610000,陕西省,2015,285.79458,128.64124,149.75192,7.40142,6.01341782237593,6.1192845553099
610000,陕西省,2014,284.14503,129.32559,148.90584,5.9136,6.23438173940445,7.0816948387471
610000,陕西省,2013,,,,,,
610000,陕西省,2012,210.66421,100.28946,104.77212,5.60263,5.97,7.66
610000,陕西省,2011,223.11369,104.38037,114.35007,4.38325,6.93625679830759,10.606706357718
610000,陕西省,2010,167.19074,58.30073,105.5365,3.3535,5.5,9.1
610000,陕西省,2009,160.24544,73.89543,83.22729,3.12272,6.9396084018032,7.48101833072047
610000,陕西省,2008,117.47507,49.25677,64.6066,3.6117,7.11461051426342,9.36397489262164
610000,陕西省,2007,63.76591,22.46466,39.47821,1.82304,5.43568834924546,7.33665639104547
610000,陕西省,2006,38.08802,12.12097,24.75,1.21674,4.58662509130676,5.75462844093376
610000,陕西省,2005,32.1776,10.0824,21.11,0.98491,4.88641984442602,5.51886852563156
610000,陕西省,2004,23.60105,6.99377,,,,
610000,陕西省,2003,17.7073,4.6895,12.4,0.6175,4.02,4.2
610000,陕西省,2002,14.4683,3.4906,10.48,0.4996,4.2,3.9
610000,陕西省,2001,11.1932,2.4786,8.22,0.4896,4.0,3.697
610000,陕西省,2000,8.4901,1.4497,6.46,0.5805,3.5,3.3
620000,甘肃省,2019,142.08411,70.90775,,,7.4,4.0724027850302
620000,甘肃省,2018,123.07459,55.14969,,,6.85106516813903,4.93
620000,甘肃省,2017,129.09364,60.91391,,,7.07198596638497,5.76209040192203
620000,甘肃省,2016,128.28245,64.37157,,,6.58790088348339,6.88416469455948
620000,甘肃省,2015,122.30999,62.1023,56.73418,3.47351,6.61486036967494,7.23572722812306
620000,甘肃省,2014,124.942,63.76933,57.66263,3.51004,6.88566310723519,8.38968238147294
620000,甘肃省,2013,,,,,,
620000,甘肃省,2012,95.98852,48.4956,43.90737,3.58555,7.03,8.48
620000,甘肃省,2011,62.95586,29.33195,31.58121,2.0427,6.7998569300699,9.41770168344859
620000,甘肃省,2010,55.38979,25.99597,27.1317,2.2621,7.4,10.0
620000,甘肃省,2009,38.97463,15.30891,21.37161,2.29411,6.72108599295137,8.11864461362863
620000,甘肃省,2008,36.26091,15.77177,18.5255,1.96364,7.53435301364583,8.4341192265181
620000,甘肃省,2007,30.19313,15.21431,13.51179,1.46703,6.91070310476529,7.54087848845611
620000,甘肃省,2006,22.27689,9.79145,11.46,1.02949,6.4696585831886,6.40583495454544
620000,甘肃省,2005,18.6053,8.6565,9.19,0.75405,5.9365521447066,5.45710364999215
620000,甘肃省,2004,16.1628,6.84726,,,,
620000,甘肃省,2003,11.4195,3.3042,7.37,0.75,5.11,4.1
620000,甘肃省,2002,10.3144,2.2434,7.26,0.8119,5.4,4.6
620000,甘肃省,2001,7.1882,1.9906,4.85,0.3434,4.88,4.236
620000,甘肃省,2000,6.7918,1.9977,4.4,0.3908,5.4,4.8
630000,青海省,2019,20.21175,7.13666,,,4.4,2.70356177937122
630000,青海省,2018,29.21916,10.94865,,,6.71488716275222,4.23
630000,青海省,2017,24.91701,10.82029,,,6.12314919307385,4.02095296982849
630000,青海省,2016,30.21585,15.51381,,,7.35850407513037,5.31888816871211
630000,青海省,2015,26.67683,14.16955,11.78573,0.72155,6.51439517861844,5.23228116614888
630000,青海省,2014,26.78468,13.91492,12.58728,0.28248,6.18717107955333,5.55040456477688
630000,青海省,2013,,,,,,
630000,青海省,2012,23.25116,11.27241,11.29186,0.68689,7.14,6.4
630000,青海省,2011,19.525,8.34797,10.53437,0.64266,6.1127166797614,6.73717379268724
630000,青海省,2010,15.47657,6.25196,8.9358,0.2888,5.5,7.0
630000,青海省,2009,13.11491,5.44195,7.41065,0.26231,6.41812112044182,6.68571032400046
630000,青海省,2008,9.59598,3.63299,5.77274,0.19025,6.71061818377118,5.46074630848284
630000,青海省,2007,6.97675,2.44683,4.35515,0.17477,5.5616844958643,4.87389250673476
630000,青海省,2006,4.07166,0.88921,2.89,0.288,3.75712305097961,3.40457049914068
630000,青海省,2005,3.5497,0.5797,2.72,0.24973,3.90363743234765,3.16012860156217
630000,青海省,2004,3.23438,0.60631,,,,
630000,青海省,2003,3.5963,1.3601,2.08,0.1568,4.81,3.8
630000,青海省,2002,3.6704,1.378,2.13,0.1615,5.0,4.2
630000,青海省,2001,2.5542,0.5249,1.92,0.1045,4.71,3.521
630000,青海省,2000,1.8312,0.3812,1.33,0.1189,4.1,3.0
640000,宁夏回族自治区,2019,33.62785,15.19449,,,5.6,4.29113519586208
640000,宁夏回族自治区,2018,35.04981,15.29588,,,6.20306703950163,4.35
640000,宁夏回族自治区,2017,39.96421,20.35328,,,7.27665975760278,4.89230054315219
640000,宁夏回族自治区,2016,41.52435,19.94992,,,8.12205457222009,5.55413566010474
640000,宁夏回族自治区,2015,37.07983,17.87082,18.29354,0.91547,7.06918554773504,5.37777146855226
640000,宁夏回族自治区,2014,41.7739,21.13862,19.79484,0.84044,6.68207703777924,6.56475984352532
640000,宁夏回族自治区,2013,,,,,,
640000,宁夏回族自治区,2012,29.10768,13.11346,15.34811,0.64611,6.23,6.6
640000,宁夏回族自治区,2011,25.82114,11.25248,13.85633,0.71233,6.03414187342486,7.05252143003306
640000,宁夏回族自治区,2010,21.03879,8.92346,11.7123,0.403,6.1,7.1
640000,宁夏回族自治区,2009,15.51692,6.32166,8.82165,0.37361,5.98589632691981,6.17179613438413
640000,宁夏回族自治区,2008,9.76027,3.19345,6.25638,0.31044,5.09555466919488,4.52330063346239
640000,宁夏回族自治区,2007,7.80053,2.52246,4.94571,0.33236,5.03426780420481,4.12758121654836
640000,宁夏回族自治区,2006,6.61342,2.12232,4.21,0.28114,5.05465992775192,3.68059024614812
640000,宁夏回族自治区,2005,5.7696,2.1055,3.46,0.20277,5.10746122712598,3.54438722014488
640000,宁夏回族自治区,2004,5.18922,1.6779,,,,
640000,宁夏回族自治区,2003,4.9889,1.5575,3.25,0.1824,4.62,3.9
640000,宁夏回族自治区,2002,3.7429,1.2354,2.38,0.1265,4.5,3.4
640000,宁夏回族自治区,2001,3.5175,1.3863,2.04,0.0959,5.0,3.855
640000,宁夏回族自治区,2000,2.9994,1.3722,1.49,0.1393,5.3,4.1
650000,新疆维吾尔自治区,2019,115.43407,45.37474,,,5.1,3.32715325525737
650000,新疆维吾尔自治区,2018,128.57985,50.48398,,,6.09368735338025,4.03
650000,新疆维吾尔自治区,2017,144.67346,61.65923,,,5.98145090056761,5.34240466499716
650000,新疆维吾尔自治区,2016,130.26096,50.14913,,,5.7682486740366,5.61629346730545
650000,新疆维吾尔自治区,2015,119.9575,48.13219,69.85085,1.97446,5.31788615099427,5.88507480026596
650000,新疆维吾尔自治区,2014,122.30332,51.5769,68.8369,1.88952,5.30304689800644,6.85258231966333
650000,新疆维吾尔自治区,2013,,,,,,
650000,新疆维吾尔自治区,2012,92.56113,35.74467,55.09599,1.72047,5.71,7.12
650000,新疆维吾尔自治区,2011,72.42729,27.60003,43.62621,1.20105,5.48537875636214,6.88882432996662
650000,新疆维吾尔自治区,2010,53.54975,20.96978,31.5057,1.0742,5.6,6.9
650000,新疆维吾尔自治区,2009,42.16121,15.77275,25.09185,1.29661,5.35997041828741,6.4913520228303
650000,新疆维吾尔自治区,2008,32.8108,12.10728,19.74169,0.96183,5.2465829882935,5.98164767313472
650000,新疆维吾尔自治区,2007,22.02652,6.82766,14.38222,0.81664,4.88575584258921,4.84794237260657
650000,新疆维吾尔自治区,2006,17.62143,5.46114,11.55,0.60865,4.59955016291188,4.31650018543277
650000,新疆维吾尔自治区,2005,16.3776,4.683,11.12,0.57515,4.55881136358803,4.32732301788689
650000,新疆维吾尔自治区,2004,17.42985,6.58134,,,,
650000,新疆维吾尔自治区,2003,16.8856,6.7205,9.61,0.556,5.28,5.0
650000,新疆维吾尔自治区,2002,8.3528,-1.1011,9.11,0.3437,2.7,2.0
650000,新疆维吾尔自治区,2001,2.8688,-4.7485,7.42,0.1967,1.05,0.767
650000,新疆维吾尔自治区,2000,1.9257,-4.8022,6.46,0.2665,0.8,0.6
